	Candida_tenuis	Saccharomyces_cerevisiae
OG0000286	augustus_masked-scaffold_00010-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-scaffold_00010-processed-gene-0.18&CDS=1-1185, genemark-scaffold_00015-processed-gene-8.81-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-8.81&CDS=1-1122	YJR004C
OG0000287	genemark-scaffold_00015-processed-gene-0.74-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-0.74&CDS=1-1971, maker-scaffold_00021-snap-gene-1.114-mRNA-1_1&gene=maker-scaffold_00021-snap-gene-1.114&CDS=1-2118	YDR034C
OG0000288	genemark-scaffold_00015-processed-gene-0.78-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-0.78&CDS=1-2337	YFL050C, YOL130W
OG0000289	genemark-scaffold_00015-processed-gene-0.98-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-0.98&CDS=1-1788, snap_masked-scaffold_00021-processed-gene-1.5-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-1.5&CDS=1-1764	YFL053W
OG0000290	genemark-scaffold_00015-processed-gene-1.53-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-1.53&CDS=1-1755, genemark-scaffold_00018-processed-gene-0.70-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-0.70&CDS=1-1671	YAL067C
OG0000291	maker-scaffold_00015-snap-gene-1.1-mRNA-1_1&gene=maker-scaffold_00015-snap-gene-1.1&CDS=1-4431	YIL151C, YKR096W
OG0000292	genemark-scaffold_00015-processed-gene-1.66-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-1.66&CDS=1-579	YDR453C, YML028W
OG0000293	genemark-scaffold_00015-processed-gene-2.57-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-2.57&CDS=1-1701	YDR146C, YLR131C
OG0000294	genemark-scaffold_00015-processed-gene-3.93-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-3.93&CDS=1-435	YGR118W, YPR132W
OG0000295	genemark-scaffold_00015-processed-gene-3.122-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-3.122&CDS=1-1329, snap_masked-scaffold_00021-processed-gene-16.2-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-16.2&CDS=1-1695	YLR380W
OG0000296	maker-scaffold_00015-snap-gene-3.1-mRNA-1_1&gene=maker-scaffold_00015-snap-gene-3.1&CDS=1-1821	YHR131C, YNL144C
OG0000297	genemark-scaffold_00015-processed-gene-3.129-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-3.129&CDS=1-339	YGR027C, YLR333C
OG0000298	genemark-scaffold_00015-processed-gene-4.131-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-4.131&CDS=1-954	YCL050C, YDR530C
OG0000299	maker-scaffold_00015-snap-gene-4.152-mRNA-1_1&gene=maker-scaffold_00015-snap-gene-4.152&CDS=1-717	YBR242W, YGL101W
OG0000300	augustus_masked-scaffold_00018-processed-gene-4.44-mRNA-1_1&gene=augustus_masked-scaffold_00018-processed-gene-4.44&CDS=1-4581, genemark-scaffold_00015-processed-gene-5.77-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-5.77&CDS=1-1509	YDL020C
OG0000301	snap_masked-scaffold_00015-processed-gene-6.19-mRNA-1_1&gene=snap_masked-scaffold_00015-processed-gene-6.19&CDS=1-399	YBL087C, YER117W
OG0000302	genemark-scaffold_00015-processed-gene-6.75-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-6.75&CDS=1-2532	YIL105C, YNL047C
OG0000303	genemark-scaffold_00015-processed-gene-6.89-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-6.89&CDS=1-771	YER056C-A, YIL052C
OG0000304	genemark-scaffold_00015-processed-gene-6.109-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-6.109&CDS=1-1719	YER059W, YIL050W
OG0000305	genemark-scaffold_00015-processed-gene-6.116-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-6.116&CDS=1-2109, snap_masked-scaffold_00021-processed-gene-10.47-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-10.47&CDS=1-2136	YGL205W
OG0000306	augustus_masked-scaffold_00015-processed-gene-7.121-mRNA-1_1&gene=augustus_masked-scaffold_00015-processed-gene-7.121&CDS=1-1770	YDR418W, YEL054C
OG0000307	augustus_masked-scaffold_00015-processed-gene-8.27-mRNA-1_1&gene=augustus_masked-scaffold_00015-processed-gene-8.27&CDS=1-441	YDR447C, YML024W
OG0000308	genemark-scaffold_00015-processed-gene-8.68-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-8.68&CDS=1-879	YDL127W, YDL179W
OG0000309	genemark-scaffold_00015-processed-gene-8.91-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-8.91&CDS=1-582, maker-scaffold_00015-snap-gene-10.222-mRNA-1_1&gene=maker-scaffold_00015-snap-gene-10.222&CDS=1-2238	YLR229C
OG0000310	genemark-scaffold_00015-processed-gene-8.92-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-8.92&CDS=1-1788	YDR213W, YLR228C
OG0000311	genemark-scaffold_00015-processed-gene-8.96-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-8.96&CDS=1-1944	YKL126W, YMR104C
OG0000312	genemark-scaffold_00015-processed-gene-8.80-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-8.80&CDS=1-564	YBL027W, YBR084C-A
OG0000313	genemark-scaffold_00015-processed-gene-9.10-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-9.10&CDS=1-1242, snap_masked-scaffold_00018-processed-gene-7.44-mRNA-1_1&gene=snap_masked-scaffold_00018-processed-gene-7.44&CDS=1-1356	YAL040C
OG0000314	genemark-scaffold_00015-processed-gene-9.17-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-9.17&CDS=1-534	YKL065C, YMR040W
OG0000315	augustus_masked-scaffold_00022-processed-gene-3.68-mRNA-1_1&gene=augustus_masked-scaffold_00022-processed-gene-3.68&CDS=1-1776, genemark-scaffold_00015-processed-gene-9.37-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-9.37&CDS=1-1875	YCR079W
OG0000316	genemark-scaffold_00015-processed-gene-9.20-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-9.20&CDS=1-1557, snap_masked-scaffold_00022-processed-gene-15.97-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-15.97&CDS=1-1404	YNL042W
OG0000317	genemark-scaffold_00015-processed-gene-9.42-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-9.42&CDS=1-1269, snap_masked-scaffold_00021-processed-gene-9.78-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-9.78&CDS=1-1224	YLR174W
OG0000318	genemark-scaffold_00015-processed-gene-10.50-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-10.50&CDS=1-1188	YJL138C, YKR059W
OG0000319	genemark-scaffold_00015-processed-gene-10.17-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-10.17&CDS=1-612	YLR029C, YMR121C
OG0000320	maker-scaffold_00015-augustus-gene-10.225-mRNA-1_1&gene=maker-scaffold_00015-augustus-gene-10.225&CDS=1-3822	YLR028C, YMR120C
OG0000321	genemark-scaffold_00015-processed-gene-10.29-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-10.29&CDS=1-2109	YKL050C, YMR031C
OG0000322	augustus_masked-scaffold_00022-processed-gene-9.72-mRNA-1_1&gene=augustus_masked-scaffold_00022-processed-gene-9.72&CDS=1-2448, genemark-scaffold_00015-processed-gene-10.65-mRNA-1_1&gene=genemark-scaffold_00015-processed-gene-10.65&CDS=1-2091	YBL011W
OG0000323	genemark-scaffold_00018-processed-gene-0.56-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-0.56&CDS=1-1107	YDL088C, YMR153W
OG0000324	genemark-scaffold_00018-processed-gene-0.83-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-0.83&CDS=1-1047	YDL048C, YLR375W
OG0000325	genemark-scaffold_00018-processed-gene-0.85-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-0.85&CDS=1-3936	YGR070W, YLR371W
OG0000326	maker-scaffold_00018-augustus-gene-1.1-mRNA-1_1&gene=maker-scaffold_00018-augustus-gene-1.1&CDS=1-3318, maker-scaffold_00018-snap-gene-10.180-mRNA-1_1&gene=maker-scaffold_00018-snap-gene-10.180&CDS=1-3540	YMR058W
OG0000327	genemark-scaffold_00018-processed-gene-1.65-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-1.65&CDS=1-3822	YBL106C, YPR032W
OG0000328	genemark-scaffold_00018-processed-gene-1.79-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-1.79&CDS=1-561	YNL096C, YOR096W
OG0000329	genemark-scaffold_00018-processed-gene-1.84-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-1.84&CDS=1-1245	YDR300C, YHR033W
OG0000330	genemark-scaffold_00018-processed-gene-2.73-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-2.73&CDS=1-3141	YGR238C, YHR158C
OG0000331	genemark-scaffold_00018-processed-gene-2.102-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-2.102&CDS=1-762	YER062C, YIL053W
OG0000332	genemark-scaffold_00018-processed-gene-4.98-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-4.98&CDS=1-1983, maker-scaffold_00021-snap-gene-24.155-mRNA-1_1&gene=maker-scaffold_00021-snap-gene-24.155&CDS=1-2835	YJL163C
OG0000333	genemark-scaffold_00018-processed-gene-4.123-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-4.123&CDS=1-1773	YGR138C, YPR156C
OG0000334	genemark-scaffold_00018-processed-gene-4.124-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-4.124&CDS=1-1128, snap_masked-scaffold_00021-processed-gene-0.37-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-0.37&CDS=1-1131	YEL046C
OG0000335	genemark-scaffold_00018-processed-gene-5.80-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-5.80&CDS=1-2019	YDR263C, YOR033C
OG0000336	augustus_masked-scaffold_00018-processed-gene-6.117-mRNA-1_1&gene=augustus_masked-scaffold_00018-processed-gene-6.117&CDS=1-3291	YDR492W, YOL002C
OG0000337	genemark-scaffold_00018-processed-gene-6.10-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-6.10&CDS=1-1557, maker-scaffold_00022-augustus-gene-13.6-mRNA-1_1&gene=maker-scaffold_00022-augustus-gene-13.6&CDS=1-5154	YKL217W
OG0000338	genemark-scaffold_00018-processed-gene-8.84-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-8.84&CDS=1-2040	YBR216C, YGL060W
OG0000339	genemark-scaffold_00018-processed-gene-9.71-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-9.71&CDS=1-1596, genemark-scaffold_00018-processed-gene-9.72-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-9.72&CDS=1-1599	YMR221C
OG0000340	genemark-scaffold_00018-processed-gene-9.106-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-9.106&CDS=1-1353	YIL113W, YNL053W
OG0000341	genemark-scaffold_00018-processed-gene-9.119-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-9.119&CDS=1-1770, snap_masked-scaffold_00022-processed-gene-2.98-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-2.98&CDS=1-1740	YLR044C
OG0000342	genemark-scaffold_00018-processed-gene-10.10-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-10.10&CDS=1-1503, snap_masked-scaffold_00022-processed-gene-15.93-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-15.93&CDS=1-1284	YGR189C
OG0000343	genemark-scaffold_00018-processed-gene-10.17-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-10.17&CDS=1-981	YGL162W, YPR009W
OG0000344	genemark-scaffold_00018-processed-gene-10.29-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-10.29&CDS=1-864	YBR183W, YPL087W
OG0000345	augustus_masked-scaffold_00018-processed-gene-10.177-mRNA-1_1&gene=augustus_masked-scaffold_00018-processed-gene-10.177&CDS=1-2127, augustus_masked-scaffold_00022-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-scaffold_00022-processed-gene-0.61&CDS=1-3717	YPR086W
OG0000346	snap_masked-scaffold_00021-processed-gene-0.35-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-0.35&CDS=1-4527, snap_masked-scaffold_00021-processed-gene-24.109-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-24.109&CDS=1-5160	YER166W
OG0000347	augustus_masked-scaffold_00021-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-scaffold_00021-processed-gene-0.60&CDS=1-1362, snap_masked-scaffold_00022-processed-gene-14.14-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-14.14&CDS=1-1017	YDL144C
OG0000348	snap_masked-scaffold_00021-processed-gene-1.31-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-1.31&CDS=1-909	YGL166W, YPR008W
OG0000349	augustus_masked-scaffold_00021-processed-gene-1.77-mRNA-1_1&gene=augustus_masked-scaffold_00021-processed-gene-1.77&CDS=1-4125	YHR047C, YKL157W
OG0000350	maker-scaffold_00021-augustus-gene-1.127-mRNA-1_1&gene=maker-scaffold_00021-augustus-gene-1.127&CDS=1-6405, snap_masked-scaffold_00021-processed-gene-3.87-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-3.87&CDS=1-2745	YOR270C
OG0000351	augustus_masked-scaffold_00021-processed-gene-2.5-mRNA-1_1&gene=augustus_masked-scaffold_00021-processed-gene-2.5&CDS=1-5388	YDR264C, YOR034C
OG0000352	snap_masked-scaffold_00021-processed-gene-2.75-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-2.75&CDS=1-2640	YMR237W, YOR299W
OG0000353	snap_masked-scaffold_00021-processed-gene-2.82-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-2.82&CDS=1-2673	YJL082W, YKR018C
OG0000354	snap_masked-scaffold_00021-processed-gene-3.62-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-3.62&CDS=1-1578	YDL224C, YNL197C
OG0000355	snap_masked-scaffold_00021-processed-gene-4.94-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-4.94&CDS=1-816	YDR066C, YER139C
OG0000356	snap_masked-scaffold_00021-processed-gene-5.87-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-5.87&CDS=1-2568	YOR256C, YPL176C
OG0000357	snap_masked-scaffold_00021-processed-gene-5.110-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-5.110&CDS=1-1527	YBR020W, YDR009W
OG0000358	augustus_masked-scaffold_00021-processed-gene-6.16-mRNA-1_1&gene=augustus_masked-scaffold_00021-processed-gene-6.16&CDS=1-1536	YGR092W, YPR111W
OG0000359	snap_masked-scaffold_00021-processed-gene-7.11-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-7.11&CDS=1-1458	YHR115C, YNL116W
OG0000360	augustus_masked-scaffold_00021-processed-gene-7.96-mRNA-1_1&gene=augustus_masked-scaffold_00021-processed-gene-7.96&CDS=1-279	YER019C-A, YER087C-B
OG0000361	snap_masked-scaffold_00021-processed-gene-7.36-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-7.36&CDS=1-1089	YHR179W, YPL171C
OG0000362	maker-scaffold_00021-augustus-gene-24.149-mRNA-1_1&gene=maker-scaffold_00021-augustus-gene-24.149&CDS=1-2964, snap_masked-scaffold_00021-processed-gene-8.51-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-8.51&CDS=1-2073	YOR111W
OG0000363	maker-scaffold_00021-snap-gene-9.97-mRNA-1_1&gene=maker-scaffold_00021-snap-gene-9.97&CDS=1-2469	YNL301C, YOL120C
OG0000364	maker-scaffold_00021-augustus-gene-10.93-mRNA-1_1&gene=maker-scaffold_00021-augustus-gene-10.93&CDS=1-747	YGL076C, YPL198W
OG0000365	augustus_masked-scaffold_00021-processed-gene-10.5-mRNA-1_1&gene=augustus_masked-scaffold_00021-processed-gene-10.5&CDS=1-2055	YBR181C, YPL090C
OG0000366	snap_masked-scaffold_00021-processed-gene-10.79-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-10.79&CDS=1-1569	YDL042C, YOL068C
OG0000367	snap_masked-scaffold_00021-processed-gene-10.61-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-10.61&CDS=1-1653	YIR031C, YNL117W
OG0000368	augustus_masked-scaffold_00021-processed-gene-10.35-mRNA-1_1&gene=augustus_masked-scaffold_00021-processed-gene-10.35&CDS=1-438	YBR048W, YDR025W
OG0000369	augustus_masked-scaffold_00021-processed-gene-12.47-mRNA-1_1&gene=augustus_masked-scaffold_00021-processed-gene-12.47&CDS=1-957	YMR194W, YPL249C-A
OG0000370	maker-scaffold_00021-augustus-gene-12.89-mRNA-1_1&gene=maker-scaffold_00021-augustus-gene-12.89&CDS=1-3225	YJR127C, YML081W
OG0000371	snap_masked-scaffold_00021-processed-gene-12.12-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-12.12&CDS=1-720	YHR146W, YNL173C
OG0000372	augustus_masked-scaffold_00021-processed-gene-13.16-mRNA-1_1&gene=augustus_masked-scaffold_00021-processed-gene-13.16&CDS=1-3888	YIR033W, YKL020C
OG0000373	snap_masked-scaffold_00021-processed-gene-14.45-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-14.45&CDS=1-3690	YGL133W, YPL216W
OG0000374	maker-scaffold_00021-snap-gene-14.4-mRNA-1_1&gene=maker-scaffold_00021-snap-gene-14.4&CDS=1-1743	YEL041W, YJR049C
OG0000375	augustus_masked-scaffold_00021-processed-gene-15.49-mRNA-1_1&gene=augustus_masked-scaffold_00021-processed-gene-15.49&CDS=1-10218	YKL129C, YMR109W
OG0000376	snap_masked-scaffold_00021-processed-gene-15.13-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-15.13&CDS=1-921, snap_masked-scaffold_00021-processed-gene-23.78-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-23.78&CDS=1-930	YGR060W
OG0000377	snap_masked-scaffold_00021-processed-gene-16.34-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-16.34&CDS=1-762	YFR031C-A, YIL018W
OG0000378	snap_masked-scaffold_00021-processed-gene-16.35-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-16.35&CDS=1-927	YHL034C, YLL046C
OG0000379	snap_masked-scaffold_00021-processed-gene-16.47-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-16.47&CDS=1-3288	YLR031W, YMR124W
OG0000380	snap_masked-scaffold_00021-processed-gene-17.6-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-17.6&CDS=1-549	YJL177W, YKL180W
OG0000381	maker-scaffold_00021-augustus-gene-18.76-mRNA-1_1&gene=maker-scaffold_00021-augustus-gene-18.76&CDS=1-2262, maker-scaffold_00021-snap-gene-17.102-mRNA-1_1&gene=maker-scaffold_00021-snap-gene-17.102&CDS=1-2139	YNL099C
OG0000382	augustus_masked-scaffold_00021-processed-gene-18.5-mRNA-1_1&gene=augustus_masked-scaffold_00021-processed-gene-18.5&CDS=1-1245	YKL133C, YMR115W
OG0000383	snap_masked-scaffold_00021-processed-gene-18.67-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-18.67&CDS=1-1473, snap_masked-scaffold_00022-processed-gene-4.76-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-4.76&CDS=1-1416	YGR019W
OG0000384	maker-scaffold_00021-augustus-gene-22.104-mRNA-1_1&gene=maker-scaffold_00021-augustus-gene-22.104&CDS=1-3546, snap_masked-scaffold_00021-processed-gene-18.71-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-18.71&CDS=1-2970	YBR084W
OG0000385	snap_masked-scaffold_00021-processed-gene-18.73-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-18.73&CDS=1-981	YAL034C, YOR338W
OG0000386	snap_masked-scaffold_00021-processed-gene-19.78-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-19.78&CDS=1-318	YHR141C, YNL162W
OG0000387	snap_masked-scaffold_00021-processed-gene-19.86-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-19.86&CDS=1-462	YEL034W, YJR047C
OG0000388	augustus_masked-scaffold_00021-processed-gene-19.60-mRNA-1_1&gene=augustus_masked-scaffold_00021-processed-gene-19.60&CDS=1-2289	YJR059W, YKL198C
OG0000389	snap_masked-scaffold_00021-processed-gene-19.90-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-19.90&CDS=1-2790	YCR067C, YNR026C
OG0000390	snap_masked-scaffold_00021-processed-gene-20.103-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-20.103&CDS=1-606	YDL082W, YMR142C
OG0000391	snap_masked-scaffold_00021-processed-gene-20.73-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-20.73&CDS=1-426	YDL083C, YMR143W
OG0000392	maker-scaffold_00021-snap-gene-21.3-mRNA-1_1&gene=maker-scaffold_00021-snap-gene-21.3&CDS=1-3285	YDL079C, YMR139W
OG0000393	augustus_masked-scaffold_00022-processed-gene-6.29-mRNA-1_1&gene=augustus_masked-scaffold_00022-processed-gene-6.29&CDS=1-516, snap_masked-scaffold_00021-processed-gene-22.35-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-22.35&CDS=1-549	YLR109W
OG0000394	augustus_masked-scaffold_00021-processed-gene-22.74-mRNA-1_1&gene=augustus_masked-scaffold_00021-processed-gene-22.74&CDS=1-7341	YBR031W, YDR012W
OG0000395	snap_masked-scaffold_00021-processed-gene-22.28-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-22.28&CDS=1-1194	YDR247W, YPL026C
OG0000396	snap_masked-scaffold_00021-processed-gene-23.71-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-23.71&CDS=1-3639	YBL101C, YPR030W
OG0000397	augustus_masked-scaffold_00022-processed-gene-1.15-mRNA-1_1&gene=augustus_masked-scaffold_00022-processed-gene-1.15&CDS=1-1335, snap_masked-scaffold_00021-processed-gene-23.53-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-23.53&CDS=1-801	YKL190W
OG0000398	snap_masked-scaffold_00021-processed-gene-23.77-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-23.77&CDS=1-516	YMR242C, YOR312C
OG0000399	snap_masked-scaffold_00021-processed-gene-23.87-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-23.87&CDS=1-510	YGR131W, YPR149W
OG0000400	snap_masked-scaffold_00021-processed-gene-23.63-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-23.63&CDS=1-543	YDL137W, YDL192W
OG0000401	augustus_masked-scaffold_00021-processed-gene-23.20-mRNA-1_1&gene=augustus_masked-scaffold_00021-processed-gene-23.20&CDS=1-360	YDL136W, YDL191W
OG0000402	snap_masked-scaffold_00021-processed-gene-24.69-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-24.69&CDS=1-801	YGR136W, YPR154W
OG0000403	maker-scaffold_00021-snap-gene-24.158-mRNA-1_1&gene=maker-scaffold_00021-snap-gene-24.158&CDS=1-783	YGR214W, YLR048W
OG0000404	snap_masked-scaffold_00021-processed-gene-24.138-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-24.138&CDS=1-375, snap_masked-scaffold_00022-processed-gene-16.24-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-16.24&CDS=1-372	YNL322C
OG0000405	augustus_masked-scaffold_00022-processed-gene-19.60-mRNA-1_1&gene=augustus_masked-scaffold_00022-processed-gene-19.60&CDS=1-1692, snap_masked-scaffold_00022-processed-gene-0.27-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-0.27&CDS=1-2685	YIL137C
OG0000406	snap_masked-scaffold_00022-processed-gene-0.46-mRNA-1_1&gene=snap_masked-scaffold_00022-processed-gene-0.46&CDS=1-852	YMR183C, YPL232W
OG0000407	maker-scaffold_00022-augustus-gene-1.97-mRNA-1_1&gene=maker-scaffold_00022-augustus-gene-1.97&CDS=1-3348	YEL006W, YIL006W
