	Lachancea_waltii	Saccharomyces_cerevisiae
OG0001069	snap_masked-AADM01000047.1-processed-gene-0.142-mRNA-1_1&gene=snap_masked-AADM01000047.1-processed-gene-0.142&CDS=1-1152	YBL058W
OG0001070	augustus_masked-AADM01000047.1-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-AADM01000047.1-processed-gene-0.49&CDS=1-639	YBL057C
OG0001071	snap_masked-AADM01000047.1-processed-gene-0.174-mRNA-1_1&gene=snap_masked-AADM01000047.1-processed-gene-0.174&CDS=1-1518	YER090W
OG0001072	snap_masked-AADM01000047.1-processed-gene-0.143-mRNA-1_1&gene=snap_masked-AADM01000047.1-processed-gene-0.143&CDS=1-1344	YBL056W
OG0001073	snap_masked-AADM01000047.1-processed-gene-0.175-mRNA-1_1&gene=snap_masked-AADM01000047.1-processed-gene-0.175&CDS=1-1212	YBL055C
OG0001074	snap_masked-AADM01000047.1-processed-gene-0.176-mRNA-1_1&gene=snap_masked-AADM01000047.1-processed-gene-0.176&CDS=1-792	YDR043C
OG0001075	snap_masked-AADM01000048.1-processed-gene-0.20-mRNA-1_1&gene=snap_masked-AADM01000048.1-processed-gene-0.20&CDS=1-1032	YDR044W
OG0001076	snap_masked-AADM01000048.1-processed-gene-0.32-mRNA-1_1&gene=snap_masked-AADM01000048.1-processed-gene-0.32&CDS=1-300	YDR045C
OG0001077	snap_masked-AADM01000048.1-processed-gene-0.23-mRNA-1_1&gene=snap_masked-AADM01000048.1-processed-gene-0.23&CDS=1-252	YBR058C-A
OG0001078	snap_masked-AADM01000048.1-processed-gene-0.33-mRNA-1_1&gene=snap_masked-AADM01000048.1-processed-gene-0.33&CDS=1-2769	YDR006C
OG0001079	snap_masked-AADM01000048.1-processed-gene-0.26-mRNA-1_1&gene=snap_masked-AADM01000048.1-processed-gene-0.26&CDS=1-672	YDR007W
OG0001080	snap_masked-AADM01000048.1-processed-gene-0.36-mRNA-1_1&gene=snap_masked-AADM01000048.1-processed-gene-0.36&CDS=1-858	YBR011C
OG0001081	snap_masked-AADM01000048.1-processed-gene-0.27-mRNA-1_1&gene=snap_masked-AADM01000048.1-processed-gene-0.27&CDS=1-1284	YBR004C
OG0001082	snap_masked-AADM01000048.1-processed-gene-0.38-mRNA-1_1&gene=snap_masked-AADM01000048.1-processed-gene-0.38&CDS=1-1410	YBR003W
OG0001083	augustus_masked-AADM01000048.1-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-AADM01000048.1-processed-gene-0.4&CDS=1-855	YBR002C
OG0001084	snap_masked-AADM01000048.1-processed-gene-0.39-mRNA-1_1&gene=snap_masked-AADM01000048.1-processed-gene-0.39&CDS=1-612	YDR002W
OG0001085	snap_masked-AADM01000048.1-processed-gene-0.28-mRNA-1_1&gene=snap_masked-AADM01000048.1-processed-gene-0.28&CDS=1-2229	YDR001C
OG0001086	snap_masked-AADM01000048.1-processed-gene-0.29-mRNA-1_1&gene=snap_masked-AADM01000048.1-processed-gene-0.29&CDS=1-312	YBL001C
OG0001087	snap_masked-AADM01000048.1-processed-gene-0.41-mRNA-1_1&gene=snap_masked-AADM01000048.1-processed-gene-0.41&CDS=1-1224	YDL001W
OG0001088	snap_masked-AADM01000048.1-processed-gene-0.31-mRNA-1_1&gene=snap_masked-AADM01000048.1-processed-gene-0.31&CDS=1-609	YDL002C
OG0001089	augustus_masked-AADM01000048.1-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-AADM01000048.1-processed-gene-0.19&CDS=1-6132	YBL004W
OG0001090	snap_masked-AADM01000051.1-processed-gene-0.66-mRNA-1_1&gene=snap_masked-AADM01000051.1-processed-gene-0.66&CDS=1-474	YDL004W
OG0001091	augustus_masked-AADM01000051.1-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-AADM01000051.1-processed-gene-0.24&CDS=1-870	YDL005C
OG0001092	snap_masked-AADM01000051.1-processed-gene-0.67-mRNA-1_1&gene=snap_masked-AADM01000051.1-processed-gene-0.67&CDS=1-882	YDL006W
OG0001093	augustus_masked-AADM01000051.1-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-AADM01000051.1-processed-gene-0.25&CDS=1-1305	YDL007W
OG0001094	snap_masked-AADM01000051.1-processed-gene-0.68-mRNA-1_1&gene=snap_masked-AADM01000051.1-processed-gene-0.68&CDS=1-2178	YPR003C
OG0001095	snap_masked-AADM01000051.1-processed-gene-0.69-mRNA-1_1&gene=snap_masked-AADM01000051.1-processed-gene-0.69&CDS=1-1017	YPR004C
OG0001096	snap_masked-AADM01000051.1-processed-gene-0.54-mRNA-1_1&gene=snap_masked-AADM01000051.1-processed-gene-0.54&CDS=1-1035	YFR007W
OG0001097	snap_masked-AADM01000051.1-processed-gene-0.70-mRNA-1_1&gene=snap_masked-AADM01000051.1-processed-gene-0.70&CDS=1-1971	YPR007C
OG0001098	snap_masked-AADM01000051.1-processed-gene-0.55-mRNA-1_1&gene=snap_masked-AADM01000051.1-processed-gene-0.55&CDS=1-582	YFR008W
OG0001099	snap_masked-AADM01000051.1-processed-gene-0.56-mRNA-1_1&gene=snap_masked-AADM01000051.1-processed-gene-0.56&CDS=1-1206	YER145C
OG0001100	snap_masked-AADM01000051.1-processed-gene-0.71-mRNA-1_1&gene=snap_masked-AADM01000051.1-processed-gene-0.71&CDS=1-1509	YBR250W
OG0001101	snap_masked-AADM01000051.1-processed-gene-0.59-mRNA-1_1&gene=snap_masked-AADM01000051.1-processed-gene-0.59&CDS=1-687	YPL177C
OG0001102	snap_masked-AADM01000051.1-processed-gene-0.72-mRNA-1_1&gene=snap_masked-AADM01000051.1-processed-gene-0.72&CDS=1-603	YPL178W
OG0001103	snap_masked-AADM01000051.1-processed-gene-0.60-mRNA-1_1&gene=snap_masked-AADM01000051.1-processed-gene-0.60&CDS=1-1164	YPL181W
OG0001104	snap_masked-AADM01000051.1-processed-gene-0.74-mRNA-1_1&gene=snap_masked-AADM01000051.1-processed-gene-0.74&CDS=1-1734	YGL095C
OG0001105	snap_masked-AADM01000051.1-processed-gene-0.61-mRNA-1_1&gene=snap_masked-AADM01000051.1-processed-gene-0.61&CDS=1-2181	YPL180W
OG0001106	snap_masked-AADM01000051.1-processed-gene-0.75-mRNA-1_1&gene=snap_masked-AADM01000051.1-processed-gene-0.75&CDS=1-3387	YGL094C
OG0001107	snap_masked-AADM01000051.1-processed-gene-0.62-mRNA-1_1&gene=snap_masked-AADM01000051.1-processed-gene-0.62&CDS=1-2988	YPL183C
OG0001108	snap_masked-AADM01000051.1-processed-gene-0.63-mRNA-1_1&gene=snap_masked-AADM01000051.1-processed-gene-0.63&CDS=1-2706	YGL093W
OG0001109	snap_masked-AADM01000051.1-processed-gene-0.64-mRNA-1_1&gene=snap_masked-AADM01000051.1-processed-gene-0.64&CDS=1-3885	YGL092W
OG0001110	snap_masked-AADM01000051.1-processed-gene-0.76-mRNA-1_1&gene=snap_masked-AADM01000051.1-processed-gene-0.76&CDS=1-969	YGL091C
OG0001111	snap_masked-AADM01000051.1-processed-gene-0.65-mRNA-1_1&gene=snap_masked-AADM01000051.1-processed-gene-0.65&CDS=1-528	YGL090W
OG0001112	snap_masked-AADM01000052.1-processed-gene-0.9-mRNA-1_1&gene=snap_masked-AADM01000052.1-processed-gene-0.9&CDS=1-1701	YPL184C
OG0001113	snap_masked-AADM01000052.1-processed-gene-0.10-mRNA-1_1&gene=snap_masked-AADM01000052.1-processed-gene-0.10&CDS=1-651	YPL186C
OG0001114	augustus_masked-AADM01000052.1-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-AADM01000052.1-processed-gene-0.6&CDS=1-1260	YPL188W
OG0001115	snap_masked-AADM01000052.1-processed-gene-0.16-mRNA-1_1&gene=snap_masked-AADM01000052.1-processed-gene-0.16&CDS=1-414	YGL087C
OG0001116	augustus_masked-AADM01000052.1-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-AADM01000052.1-processed-gene-0.4&CDS=1-2574	YGL085W
OG0001117	snap_masked-AADM01000052.1-processed-gene-0.17-mRNA-1_1&gene=snap_masked-AADM01000052.1-processed-gene-0.17&CDS=1-1770	YGL084C
OG0001118	snap_masked-AADM01000054.1-processed-gene-0.24-mRNA-1_1&gene=snap_masked-AADM01000054.1-processed-gene-0.24&CDS=1-1902	YLR135W
OG0001119	snap_masked-AADM01000054.1-processed-gene-0.25-mRNA-1_1&gene=snap_masked-AADM01000054.1-processed-gene-0.25&CDS=1-10008	YDR150W
OG0001120	snap_masked-AADM01000054.1-processed-gene-0.27-mRNA-1_1&gene=snap_masked-AADM01000054.1-processed-gene-0.27&CDS=1-774	YDR152W
OG0001121	maker-AADM01000054.1-snap-gene-0.23-mRNA-1_1&gene=maker-AADM01000054.1-snap-gene-0.23&CDS=1-1191	YDR153C
OG0001122	snap_masked-AADM01000054.1-processed-gene-0.34-mRNA-1_1&gene=snap_masked-AADM01000054.1-processed-gene-0.34&CDS=1-486	YDR155C
OG0001123	snap_masked-AADM01000054.1-processed-gene-0.28-mRNA-1_1&gene=snap_masked-AADM01000054.1-processed-gene-0.28&CDS=1-222	YDR156W
OG0001124	snap_masked-AADM01000054.1-processed-gene-0.29-mRNA-1_1&gene=snap_masked-AADM01000054.1-processed-gene-0.29&CDS=1-1095	YDR158W
OG0001125	snap_masked-AADM01000054.1-processed-gene-0.30-mRNA-1_1&gene=snap_masked-AADM01000054.1-processed-gene-0.30&CDS=1-4614	YDR159W
OG0001126	snap_masked-AADM01000054.1-processed-gene-0.31-mRNA-1_1&gene=snap_masked-AADM01000054.1-processed-gene-0.31&CDS=1-2505	YLR138W
OG0001127	snap_masked-AADM01000055.1-processed-gene-0.42-mRNA-1_1&gene=snap_masked-AADM01000055.1-processed-gene-0.42&CDS=1-609	YDR163W
OG0001128	snap_masked-AADM01000055.1-processed-gene-0.43-mRNA-1_1&gene=snap_masked-AADM01000055.1-processed-gene-0.43&CDS=1-1437	YLR141W
OG0001129	augustus_masked-AADM01000055.1-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-AADM01000055.1-processed-gene-0.26&CDS=1-4053	YLR142W
OG0001130	snap_masked-AADM01000055.1-processed-gene-0.47-mRNA-1_1&gene=snap_masked-AADM01000055.1-processed-gene-0.47&CDS=1-717	YLR145W
OG0001131	snap_masked-AADM01000055.1-processed-gene-0.57-mRNA-1_1&gene=snap_masked-AADM01000055.1-processed-gene-0.57&CDS=1-885	YLR146C
OG0001132	snap_masked-AADM01000055.1-processed-gene-0.48-mRNA-1_1&gene=snap_masked-AADM01000055.1-processed-gene-0.48&CDS=1-1263	YDR165W
OG0001133	snap_masked-AADM01000055.1-processed-gene-0.58-mRNA-1_1&gene=snap_masked-AADM01000055.1-processed-gene-0.58&CDS=1-2694	YDR166C
OG0001134	snap_masked-AADM01000055.1-processed-gene-0.59-mRNA-1_1&gene=snap_masked-AADM01000055.1-processed-gene-0.59&CDS=1-306	YLR147C
OG0001135	snap_masked-AADM01000055.1-processed-gene-0.50-mRNA-1_1&gene=snap_masked-AADM01000055.1-processed-gene-0.50&CDS=1-2730	YLR148W
OG0001136	snap_masked-AADM01000055.1-processed-gene-0.51-mRNA-1_1&gene=snap_masked-AADM01000055.1-processed-gene-0.51&CDS=1-591	YDR167W
OG0001137	snap_masked-AADM01000055.1-processed-gene-0.52-mRNA-1_1&gene=snap_masked-AADM01000055.1-processed-gene-0.52&CDS=1-1497	YDR168W
OG0001138	augustus_masked-AADM01000055.1-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-AADM01000055.1-processed-gene-0.38&CDS=1-3219	YLR149C
OG0001139	snap_masked-AADM01000055.1-processed-gene-0.53-mRNA-1_1&gene=snap_masked-AADM01000055.1-processed-gene-0.53&CDS=1-777	YLR150W
OG0001140	snap_masked-AADM01000055.1-processed-gene-0.62-mRNA-1_1&gene=snap_masked-AADM01000055.1-processed-gene-0.62&CDS=1-963	YLR151C
OG0001141	snap_masked-AADM01000055.1-processed-gene-0.63-mRNA-1_1&gene=snap_masked-AADM01000055.1-processed-gene-0.63&CDS=1-1845	YLR152C
OG0001142	snap_masked-AADM01000055.1-processed-gene-0.64-mRNA-1_1&gene=snap_masked-AADM01000055.1-processed-gene-0.64&CDS=1-2046	YLR153C
OG0001143	snap_masked-AADM01000056.1-processed-gene-0.1-mRNA-1_1&gene=snap_masked-AADM01000056.1-processed-gene-0.1&CDS=1-4002	YGL150C
OG0001144	snap_masked-AADM01000056.1-processed-gene-0.25-mRNA-1_1&gene=snap_masked-AADM01000056.1-processed-gene-0.25&CDS=1-3231	YGL151W
OG0001145	snap_masked-AADM01000056.1-processed-gene-0.26-mRNA-1_1&gene=snap_masked-AADM01000056.1-processed-gene-0.26&CDS=1-993	YGL153W
OG0001146	augustus_masked-AADM01000056.1-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-AADM01000056.1-processed-gene-0.100&CDS=1-807	YGL154C
OG0001147	snap_masked-AADM01000056.1-processed-gene-0.3-mRNA-1_1&gene=snap_masked-AADM01000056.1-processed-gene-0.3&CDS=1-894	YDL119C
OG0001148	snap_masked-AADM01000056.1-processed-gene-0.27-mRNA-1_1&gene=snap_masked-AADM01000056.1-processed-gene-0.27&CDS=1-1122	YGL155W
OG0001149	augustus_masked-AADM01000056.1-processed-gene-0.123-mRNA-1_1&gene=augustus_masked-AADM01000056.1-processed-gene-0.123&CDS=1-3408	YGL156W
OG0001150	augustus_masked-AADM01000056.1-processed-gene-0.124-mRNA-1_1&gene=augustus_masked-AADM01000056.1-processed-gene-0.124&CDS=1-510	YDL120W
OG0001151	snap_masked-AADM01000056.1-processed-gene-0.4-mRNA-1_1&gene=snap_masked-AADM01000056.1-processed-gene-0.4&CDS=1-432	YDL121C
OG0001152	snap_masked-AADM01000056.1-processed-gene-0.31-mRNA-1_1&gene=snap_masked-AADM01000056.1-processed-gene-0.31&CDS=1-2271	YDL122W
OG0001153	snap_masked-AADM01000056.1-processed-gene-0.32-mRNA-1_1&gene=snap_masked-AADM01000056.1-processed-gene-0.32&CDS=1-1317	YNL016W
OG0001154	snap_masked-AADM01000056.1-processed-gene-0.5-mRNA-1_1&gene=snap_masked-AADM01000056.1-processed-gene-0.5&CDS=1-1047	YIL083C
OG0001155	augustus_masked-AADM01000056.1-processed-gene-0.127-mRNA-1_1&gene=augustus_masked-AADM01000056.1-processed-gene-0.127&CDS=1-1488	YNL026W
OG0001156	snap_masked-AADM01000056.1-processed-gene-0.34-mRNA-1_1&gene=snap_masked-AADM01000056.1-processed-gene-0.34&CDS=1-1575	YNL027W
OG0001157	snap_masked-AADM01000056.1-processed-gene-0.35-mRNA-1_1&gene=snap_masked-AADM01000056.1-processed-gene-0.35&CDS=1-1230	YML005W
OG0001158	snap_masked-AADM01000056.1-processed-gene-0.6-mRNA-1_1&gene=snap_masked-AADM01000056.1-processed-gene-0.6&CDS=1-894	YIL084C
OG0001159	genemark-AADM01000056.1-processed-gene-0.55-mRNA-1_1&gene=genemark-AADM01000056.1-processed-gene-0.55&CDS=1-1419	YIL085C
OG0001160	snap_masked-AADM01000056.1-processed-gene-0.37-mRNA-1_1&gene=snap_masked-AADM01000056.1-processed-gene-0.37&CDS=1-858	YNL032W
OG0001161	snap_masked-AADM01000056.1-processed-gene-0.10-mRNA-1_1&gene=snap_masked-AADM01000056.1-processed-gene-0.10&CDS=1-1413	YIL088C
OG0001162	augustus_masked-AADM01000056.1-processed-gene-0.132-mRNA-1_1&gene=augustus_masked-AADM01000056.1-processed-gene-0.132&CDS=1-1923	YNL025C
OG0001163	snap_masked-AADM01000056.1-processed-gene-0.40-mRNA-1_1&gene=snap_masked-AADM01000056.1-processed-gene-0.40&CDS=1-1425	YIL090W
OG0001164	snap_masked-AADM01000056.1-processed-gene-0.11-mRNA-1_1&gene=snap_masked-AADM01000056.1-processed-gene-0.11&CDS=1-2181	YIL091C
OG0001165	snap_masked-AADM01000056.1-processed-gene-0.12-mRNA-1_1&gene=snap_masked-AADM01000056.1-processed-gene-0.12&CDS=1-783	YIL093C
OG0001166	augustus_masked-AADM01000056.1-processed-gene-0.134-mRNA-1_1&gene=augustus_masked-AADM01000056.1-processed-gene-0.134&CDS=1-2016	YNL024C
OG0001167	snap_masked-AADM01000056.1-processed-gene-0.13-mRNA-1_1&gene=snap_masked-AADM01000056.1-processed-gene-0.13&CDS=1-1101	YIL094C
OG0001168	augustus_masked-AADM01000056.1-processed-gene-0.135-mRNA-1_1&gene=augustus_masked-AADM01000056.1-processed-gene-0.135&CDS=1-1437	YNL022C
OG0001169	snap_masked-AADM01000056.1-processed-gene-0.14-mRNA-1_1&gene=snap_masked-AADM01000056.1-processed-gene-0.14&CDS=1-2124	YNL021W
OG0001170	snap_masked-AADM01000056.1-processed-gene-0.15-mRNA-1_1&gene=snap_masked-AADM01000056.1-processed-gene-0.15&CDS=1-1221	YNL035C
OG0001171	snap_masked-AADM01000056.1-processed-gene-0.16-mRNA-1_1&gene=snap_masked-AADM01000056.1-processed-gene-0.16&CDS=1-1668	YNL039W
OG0001172	snap_masked-AADM01000056.1-processed-gene-0.17-mRNA-1_1&gene=snap_masked-AADM01000056.1-processed-gene-0.17&CDS=1-993	YIL096C
OG0001173	snap_masked-AADM01000056.1-processed-gene-0.44-mRNA-1_1&gene=snap_masked-AADM01000056.1-processed-gene-0.44&CDS=1-1503	YIL097W
OG0001174	snap_masked-AADM01000056.1-processed-gene-0.18-mRNA-1_1&gene=snap_masked-AADM01000056.1-processed-gene-0.18&CDS=1-1977	YDR221W
OG0001175	snap_masked-AADM01000056.1-processed-gene-0.20-mRNA-1_1&gene=snap_masked-AADM01000056.1-processed-gene-0.20&CDS=1-2868	YLR223C
OG0001176	snap_masked-AADM01000056.1-processed-gene-0.21-mRNA-1_1&gene=snap_masked-AADM01000056.1-processed-gene-0.21&CDS=1-2469	YLR222C
OG0001177	snap_masked-AADM01000056.1-processed-gene-0.22-mRNA-1_1&gene=snap_masked-AADM01000056.1-processed-gene-0.22&CDS=1-579	YLR221C
OG0001178	snap_masked-AADM01000056.1-processed-gene-0.45-mRNA-1_1&gene=snap_masked-AADM01000056.1-processed-gene-0.45&CDS=1-867	YLR220W
OG0001179	augustus_masked-AADM01000056.1-processed-gene-0.140-mRNA-1_1&gene=augustus_masked-AADM01000056.1-processed-gene-0.140&CDS=1-1752	YLR219W
OG0001180	snap_masked-AADM01000056.1-processed-gene-1.131-mRNA-1_1&gene=snap_masked-AADM01000056.1-processed-gene-1.131&CDS=1-681	YDR226W
OG0001181	snap_masked-AADM01000056.1-processed-gene-1.132-mRNA-1_1&gene=snap_masked-AADM01000056.1-processed-gene-1.132&CDS=1-4683	YDR227W
OG0001182	snap_masked-AADM01000056.1-processed-gene-1.134-mRNA-1_1&gene=snap_masked-AADM01000056.1-processed-gene-1.134&CDS=1-1704	YDR228C
OG0001183	snap_masked-AADM01000056.1-processed-gene-1.133-mRNA-1_1&gene=snap_masked-AADM01000056.1-processed-gene-1.133&CDS=1-897	YDL198C
OG0001184	snap_masked-AADM01000056.1-processed-gene-1.163-mRNA-1_1&gene=snap_masked-AADM01000056.1-processed-gene-1.163&CDS=1-849	YDL201W
OG0001185	snap_masked-AADM01000056.1-processed-gene-1.164-mRNA-1_1&gene=snap_masked-AADM01000056.1-processed-gene-1.164&CDS=1-687	YDL202W
OG0001186	snap_masked-AADM01000056.1-processed-gene-1.136-mRNA-1_1&gene=snap_masked-AADM01000056.1-processed-gene-1.136&CDS=1-1236	YDR229W
OG0001187	snap_masked-AADM01000056.1-processed-gene-1.165-mRNA-1_1&gene=snap_masked-AADM01000056.1-processed-gene-1.165&CDS=1-552	YDR231C
OG0001188	snap_masked-AADM01000056.1-processed-gene-1.137-mRNA-1_1&gene=snap_masked-AADM01000056.1-processed-gene-1.137&CDS=1-1815	YDL203C
OG0001189	snap_masked-AADM01000056.1-processed-gene-1.138-mRNA-1_1&gene=snap_masked-AADM01000056.1-processed-gene-1.138&CDS=1-1671	YDR232W
OG0001190	snap_masked-AADM01000056.1-processed-gene-1.166-mRNA-1_1&gene=snap_masked-AADM01000056.1-processed-gene-1.166&CDS=1-903	YDR233C
OG0001191	snap_masked-AADM01000056.1-processed-gene-1.139-mRNA-1_1&gene=snap_masked-AADM01000056.1-processed-gene-1.139&CDS=1-2061	YDR234W
OG0001192	snap_masked-AADM01000056.1-processed-gene-1.140-mRNA-1_1&gene=snap_masked-AADM01000056.1-processed-gene-1.140&CDS=1-1005	YDL205C
OG0001193	snap_masked-AADM01000056.1-processed-gene-1.141-mRNA-1_1&gene=snap_masked-AADM01000056.1-processed-gene-1.141&CDS=1-1617	YDR235W
OG0001194	snap_masked-AADM01000056.1-processed-gene-1.167-mRNA-1_1&gene=snap_masked-AADM01000056.1-processed-gene-1.167&CDS=1-1794	YDL206W
OG0001195	snap_masked-AADM01000056.1-processed-gene-1.168-mRNA-1_1&gene=snap_masked-AADM01000056.1-processed-gene-1.168&CDS=1-552	YDR236C
OG0001196	snap_masked-AADM01000056.1-processed-gene-1.169-mRNA-1_1&gene=snap_masked-AADM01000056.1-processed-gene-1.169&CDS=1-1569	YDL207W
OG0001197	snap_masked-AADM01000056.1-processed-gene-1.142-mRNA-1_1&gene=snap_masked-AADM01000056.1-processed-gene-1.142&CDS=1-867	YDR237W
OG0001198	snap_masked-AADM01000056.1-processed-gene-1.170-mRNA-1_1&gene=snap_masked-AADM01000056.1-processed-gene-1.170&CDS=1-2922	YDR238C
OG0001199	snap_masked-AADM01000056.1-processed-gene-1.171-mRNA-1_1&gene=snap_masked-AADM01000056.1-processed-gene-1.171&CDS=1-2286	YDR239C
OG0001200	snap_masked-AADM01000056.1-processed-gene-1.172-mRNA-1_1&gene=snap_masked-AADM01000056.1-processed-gene-1.172&CDS=1-1371	YDR240C
OG0001201	snap_masked-AADM01000056.1-processed-gene-1.173-mRNA-1_1&gene=snap_masked-AADM01000056.1-processed-gene-1.173&CDS=1-447	YDL208W
OG0001202	snap_masked-AADM01000056.1-processed-gene-1.143-mRNA-1_1&gene=snap_masked-AADM01000056.1-processed-gene-1.143&CDS=1-1017	YDL209C
OG0001203	snap_masked-AADM01000056.1-processed-gene-1.174-mRNA-1_1&gene=snap_masked-AADM01000056.1-processed-gene-1.174&CDS=1-1713	YDR243C
OG0001204	maker-AADM01000056.1-augustus-gene-1.127-mRNA-1_1&gene=maker-AADM01000056.1-augustus-gene-1.127&CDS=1-2670	YDR245W
OG0001205	snap_masked-AADM01000056.1-processed-gene-1.146-mRNA-1_1&gene=snap_masked-AADM01000056.1-processed-gene-1.146&CDS=1-3261	YPL016W
OG0001206	snap_masked-AADM01000056.1-processed-gene-1.175-mRNA-1_1&gene=snap_masked-AADM01000056.1-processed-gene-1.175&CDS=1-3039	YPL022W
OG0001207	snap_masked-AADM01000056.1-processed-gene-1.147-mRNA-1_1&gene=snap_masked-AADM01000056.1-processed-gene-1.147&CDS=1-1917	YPL023C
OG0001208	snap_masked-AADM01000056.1-processed-gene-1.176-mRNA-1_1&gene=snap_masked-AADM01000056.1-processed-gene-1.176&CDS=1-696	YPL024W
OG0001209	augustus_masked-AADM01000056.1-processed-gene-1.20-mRNA-1_1&gene=augustus_masked-AADM01000056.1-processed-gene-1.20&CDS=1-1713	YDR246W
OG0001210	snap_masked-AADM01000056.1-processed-gene-1.150-mRNA-1_1&gene=snap_masked-AADM01000056.1-processed-gene-1.150&CDS=1-1392	YPL026C
OG0001211	snap_masked-AADM01000056.1-processed-gene-1.177-mRNA-1_1&gene=snap_masked-AADM01000056.1-processed-gene-1.177&CDS=1-552	YDR248C
OG0001212	snap_masked-AADM01000056.1-processed-gene-1.178-mRNA-1_1&gene=snap_masked-AADM01000056.1-processed-gene-1.178&CDS=1-1191	YPL028W
OG0001213	snap_masked-AADM01000056.1-processed-gene-1.179-mRNA-1_1&gene=snap_masked-AADM01000056.1-processed-gene-1.179&CDS=1-2205	YPL029W
OG0001214	snap_masked-AADM01000056.1-processed-gene-1.180-mRNA-1_1&gene=snap_masked-AADM01000056.1-processed-gene-1.180&CDS=1-1596	YPL030W
OG0001215	maker-AADM01000056.1-snap-gene-1.194-mRNA-1_1&gene=maker-AADM01000056.1-snap-gene-1.194&CDS=1-888	YPL031C
OG0001216	snap_masked-AADM01000056.1-processed-gene-1.181-mRNA-1_1&gene=snap_masked-AADM01000056.1-processed-gene-1.181&CDS=1-1119	YDR249C
OG0001217	snap_masked-AADM01000056.1-processed-gene-1.152-mRNA-1_1&gene=snap_masked-AADM01000056.1-processed-gene-1.152&CDS=1-2670	YPL032C
OG0001218	snap_masked-AADM01000056.1-processed-gene-1.153-mRNA-1_1&gene=snap_masked-AADM01000056.1-processed-gene-1.153&CDS=1-474	YPL037C
OG0001219	snap_masked-AADM01000056.1-processed-gene-1.182-mRNA-1_1&gene=snap_masked-AADM01000056.1-processed-gene-1.182&CDS=1-597	YDR253C
OG0001220	augustus_masked-AADM01000056.1-processed-gene-1.25-mRNA-1_1&gene=augustus_masked-AADM01000056.1-processed-gene-1.25&CDS=1-4884	YPL040C
OG0001221	snap_masked-AADM01000056.1-processed-gene-1.183-mRNA-1_1&gene=snap_masked-AADM01000056.1-processed-gene-1.183&CDS=1-2058	YPL043W
OG0001222	augustus_masked-AADM01000056.1-processed-gene-1.26-mRNA-1_1&gene=augustus_masked-AADM01000056.1-processed-gene-1.26&CDS=1-1026	YDR254W
OG0001223	snap_masked-AADM01000056.1-processed-gene-1.184-mRNA-1_1&gene=snap_masked-AADM01000056.1-processed-gene-1.184&CDS=1-2394	YPL045W
OG0001224	snap_masked-AADM01000056.1-processed-gene-1.156-mRNA-1_1&gene=snap_masked-AADM01000056.1-processed-gene-1.156&CDS=1-291	YPL046C
