	Eremothecium_cymbalariae	Saccharomyces_cerevisiae
OG0000400	snap_masked-NC_016449.1-processed-gene-2.127-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-2.127&CDS=1-2373	YNL256W
OG0000401	augustus_masked-NC_016449.1-processed-gene-2.62-mRNA-1_1&gene=augustus_masked-NC_016449.1-processed-gene-2.62&CDS=1-3537	YGR255C
OG0000402	snap_masked-NC_016449.1-processed-gene-2.107-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-2.107&CDS=1-222	YNL259C
OG0000403	snap_masked-NC_016449.1-processed-gene-2.108-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-2.108&CDS=1-1062	YIR029W
OG0000404	snap_masked-NC_016449.1-processed-gene-2.109-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-2.109&CDS=1-960	YJR129C
OG0000405	maker-NC_016449.1-augustus-gene-2.133-mRNA-1_1&gene=maker-NC_016449.1-augustus-gene-2.133&CDS=1-4953	YML080W
OG0000406	snap_masked-NC_016449.1-processed-gene-2.113-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-2.113&CDS=1-2370	YJR126C
OG0000407	snap_masked-NC_016449.1-processed-gene-2.128-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-2.128&CDS=1-2466	YML076C
OG0000408	snap_masked-NC_016449.1-processed-gene-2.129-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-2.129&CDS=1-3129	YML075C
OG0000409	snap_masked-NC_016449.1-processed-gene-2.130-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-2.130&CDS=1-1233	YLR449W
OG0000410	snap_masked-NC_016449.1-processed-gene-3.55-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-3.55&CDS=1-1281	YML071C
OG0000411	snap_masked-NC_016449.1-processed-gene-3.51-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-3.51&CDS=1-1041	YLR447C
OG0000412	augustus_masked-NC_016449.1-processed-gene-3.36-mRNA-1_1&gene=augustus_masked-NC_016449.1-processed-gene-3.36&CDS=1-1563	YLR446W
OG0000413	snap_masked-NC_016449.1-processed-gene-3.59-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-3.59&CDS=1-1782	YML070W
OG0000414	snap_masked-NC_016449.1-processed-gene-3.60-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-3.60&CDS=1-1614	YML069W
OG0000415	maker-NC_016449.1-snap-gene-3.4-mRNA-1_1&gene=maker-NC_016449.1-snap-gene-3.4&CDS=1-495	YLR445W
OG0000416	genemark-NC_016449.1-processed-gene-3.131-mRNA-1_1&gene=genemark-NC_016449.1-processed-gene-3.131&CDS=1-2118	YML067C
OG0000417	snap_masked-NC_016449.1-processed-gene-3.86-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-3.86&CDS=1-1254	YLR443W
OG0000418	maker-NC_016449.1-snap-gene-3.0-mRNA-1_1&gene=maker-NC_016449.1-snap-gene-3.0&CDS=1-2718	YML065W
OG0000419	snap_masked-NC_016449.1-processed-gene-3.87-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-3.87&CDS=1-699	YML064C
OG0000420	snap_masked-NC_016449.1-processed-gene-3.62-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-3.62&CDS=1-765	YLR441C
OG0000421	snap_masked-NC_016449.1-processed-gene-3.88-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-3.88&CDS=1-1170	YML062C
OG0000422	snap_masked-NC_016449.1-processed-gene-3.63-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-3.63&CDS=1-2070	YLR440C
OG0000423	snap_masked-NC_016449.1-processed-gene-3.64-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-3.64&CDS=1-876	YML060W
OG0000424	snap_masked-NC_016449.1-processed-gene-3.90-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-3.90&CDS=1-960	YLR439W
OG0000425	snap_masked-NC_016449.1-processed-gene-3.66-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-3.66&CDS=1-249	YLR438C-A
OG0000426	snap_masked-NC_016449.1-processed-gene-3.91-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-3.91&CDS=1-4560	YML059C
OG0000427	snap_masked-NC_016449.1-processed-gene-3.92-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-3.92&CDS=1-1305	YLR438W
OG0000428	snap_masked-NC_016449.1-processed-gene-3.67-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-3.67&CDS=1-435	YLR437C
OG0000429	snap_masked-NC_016449.1-processed-gene-3.68-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-3.68&CDS=1-1233	YPL072W
OG0000430	snap_masked-NC_016449.1-processed-gene-3.69-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-3.69&CDS=1-1650	YBR200W
OG0000431	augustus_masked-NC_016449.1-processed-gene-3.44-mRNA-1_1&gene=augustus_masked-NC_016449.1-processed-gene-3.44&CDS=1-480	YPL071C
OG0000432	snap_masked-NC_016449.1-processed-gene-3.70-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-3.70&CDS=1-1662	YPL070W
OG0000433	snap_masked-NC_016449.1-processed-gene-3.95-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-3.95&CDS=1-951	YPL069C
OG0000434	snap_masked-NC_016449.1-processed-gene-3.71-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-3.71&CDS=1-2439	YBR202W
OG0000435	snap_masked-NC_016449.1-processed-gene-3.72-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-3.72&CDS=1-1326	YPL066W
OG0000436	augustus_masked-NC_016449.1-processed-gene-3.29-mRNA-1_1&gene=augustus_masked-NC_016449.1-processed-gene-3.29&CDS=1-726	YPL065W
OG0000437	genemark-NC_016449.1-processed-gene-3.142-mRNA-1_1&gene=genemark-NC_016449.1-processed-gene-3.142&CDS=1-810	YPL064C
OG0000438	snap_masked-NC_016449.1-processed-gene-3.74-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-3.74&CDS=1-1470	YPL063W
OG0000439	augustus_masked-NC_016449.1-processed-gene-3.31-mRNA-1_1&gene=augustus_masked-NC_016449.1-processed-gene-3.31&CDS=1-2358	YBR203W
OG0000440	snap_masked-NC_016449.1-processed-gene-3.98-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-3.98&CDS=1-5010	YBR204C
OG0000441	snap_masked-NC_016449.1-processed-gene-3.99-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-3.99&CDS=1-5511	YBR208C
OG0000442	snap_masked-NC_016449.1-processed-gene-3.80-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-3.80&CDS=1-2271	YER015W
OG0000443	snap_masked-NC_016449.1-processed-gene-3.81-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-3.81&CDS=1-417	YPL059W
OG0000444	snap_masked-NC_016449.1-processed-gene-3.100-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-3.100&CDS=1-1650	YBR163W
OG0000445	snap_masked-NC_016449.1-processed-gene-4.2-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-4.2&CDS=1-984	YGL225W
OG0000446	snap_masked-NC_016449.1-processed-gene-4.3-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-4.3&CDS=1-1215	YER038C
OG0000447	snap_masked-NC_016449.1-processed-gene-4.7-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-4.7&CDS=1-846	YGL224C
OG0000448	snap_masked-NC_016449.1-processed-gene-4.4-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-4.4&CDS=1-1827	YER036C
OG0000449	snap_masked-NC_016449.1-processed-gene-4.9-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-4.9&CDS=1-1062	YGL222C
OG0000450	snap_masked-NC_016449.1-processed-gene-4.10-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-4.10&CDS=1-861	YGL221C
OG0000451	snap_masked-NC_016449.1-processed-gene-4.6-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-4.6&CDS=1-252	YGL220W
OG0000452	snap_masked-NC_016449.1-processed-gene-4.28-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-4.28&CDS=1-1881	YGL219C
OG0000453	snap_masked-NC_016449.1-processed-gene-4.11-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-4.11&CDS=1-2499	YGL216W
OG0000454	snap_masked-NC_016449.1-processed-gene-4.12-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-4.12&CDS=1-1332	YGL215W
OG0000455	augustus_masked-NC_016449.1-processed-gene-4.67-mRNA-1_1&gene=augustus_masked-NC_016449.1-processed-gene-4.67&CDS=1-1254	YGL213C
OG0000456	augustus_masked-NC_016449.1-processed-gene-4.53-mRNA-1_1&gene=augustus_masked-NC_016449.1-processed-gene-4.53&CDS=1-1050	YGL212W
OG0000457	snap_masked-NC_016449.1-processed-gene-4.13-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-4.13&CDS=1-1119	YGL211W
OG0000458	maker-NC_016449.1-augustus-gene-4.0-mRNA-1_1&gene=maker-NC_016449.1-augustus-gene-4.0&CDS=1-2997	YER033C
OG0000459	snap_masked-NC_016449.1-processed-gene-4.30-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-4.30&CDS=1-3354	YER032W
OG0000460	snap_masked-NC_016449.1-processed-gene-4.31-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-4.31&CDS=1-468	YER030W
OG0000461	snap_masked-NC_016449.1-processed-gene-4.16-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-4.16&CDS=1-1278	YER027C
OG0000462	snap_masked-NC_016449.1-processed-gene-4.17-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-4.17&CDS=1-3126	YGL207W
OG0000463	snap_masked-NC_016449.1-processed-gene-4.32-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-4.32&CDS=1-4953	YGL206C
OG0000464	snap_masked-NC_016449.1-processed-gene-4.18-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-4.18&CDS=1-2208	YGL205W
OG0000465	snap_masked-NC_016449.1-processed-gene-4.19-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-4.19&CDS=1-828	YER026C
OG0000466	snap_masked-NC_016449.1-processed-gene-4.33-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-4.33&CDS=1-1821	YGL203C
OG0000467	snap_masked-NC_016449.1-processed-gene-4.34-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-4.34&CDS=1-2706	YPR160W
OG0000468	snap_masked-NC_016449.1-processed-gene-4.35-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-4.35&CDS=1-3075	YGL201C
OG0000469	snap_masked-NC_016449.1-processed-gene-4.36-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-4.36&CDS=1-2184	YPR159W
OG0000470	snap_masked-NC_016449.1-processed-gene-4.39-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-4.39&CDS=1-1140	YGR142W
OG0000471	snap_masked-NC_016449.1-processed-gene-4.41-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-4.41&CDS=1-2397	YGR140W
OG0000472	snap_masked-NC_016449.1-processed-gene-4.22-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-4.22&CDS=1-1707	YPR155C
OG0000473	augustus_masked-NC_016449.1-processed-gene-4.79-mRNA-1_1&gene=augustus_masked-NC_016449.1-processed-gene-4.79&CDS=1-1206	YPR153W
OG0000474	snap_masked-NC_016449.1-processed-gene-4.43-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-4.43&CDS=1-753	YGR135W
OG0000475	snap_masked-NC_016449.1-processed-gene-4.23-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-4.23&CDS=1-987	YPR152C
OG0000476	snap_masked-NC_016449.1-processed-gene-4.44-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-4.44&CDS=1-3612	YGR134W
OG0000477	snap_masked-NC_016449.1-processed-gene-4.24-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-4.24&CDS=1-261	YPR151C
OG0000478	snap_masked-NC_016449.1-processed-gene-4.45-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-4.45&CDS=1-483	YGR133W
OG0000479	snap_masked-NC_016449.1-processed-gene-4.25-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-4.25&CDS=1-849	YGR132C
OG0000480	snap_masked-NC_016449.1-processed-gene-4.27-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-4.27&CDS=1-2181	YGR130C
OG0000481	snap_masked-NC_016449.1-processed-gene-5.40-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-5.40&CDS=1-1179	YPR148C
OG0000482	snap_masked-NC_016449.1-processed-gene-5.43-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-5.43&CDS=1-579	YGR129W
OG0000483	maker-NC_016449.1-snap-gene-5.89-mRNA-1_1&gene=maker-NC_016449.1-snap-gene-5.89&CDS=1-1950	YGR128C
OG0000484	augustus_masked-NC_016449.1-processed-gene-5.4-mRNA-1_1&gene=augustus_masked-NC_016449.1-processed-gene-5.4&CDS=1-915	YPR147C
OG0000485	snap_masked-NC_016449.1-processed-gene-5.44-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-5.44&CDS=1-933	YGR127W
OG0000486	genemark-NC_016449.1-processed-gene-5.100-mRNA-1_1&gene=genemark-NC_016449.1-processed-gene-5.100&CDS=1-3093	YGR125W
OG0000487	snap_masked-NC_016449.1-processed-gene-5.47-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-5.47&CDS=1-1569	YPR144C
OG0000488	snap_masked-NC_016449.1-processed-gene-5.59-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-5.59&CDS=1-684	YPR113W
OG0000489	snap_masked-NC_016449.1-processed-gene-5.60-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-5.60&CDS=1-957	YGR096W
OG0000490	snap_masked-NC_016449.1-processed-gene-5.48-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-5.48&CDS=1-660	YGR095C
OG0000491	genemark-NC_016449.1-processed-gene-5.114-mRNA-1_1&gene=genemark-NC_016449.1-processed-gene-5.114&CDS=1-3186	YGR094W
OG0000492	snap_masked-NC_016449.1-processed-gene-5.63-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-5.63&CDS=1-4281	YGR116W
OG0000493	snap_masked-NC_016449.1-processed-gene-5.64-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-5.64&CDS=1-1017	YPR124W
OG0000494	snap_masked-NC_016449.1-processed-gene-5.65-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-5.65&CDS=1-1059	YGR113W
OG0000495	maker-NC_016449.1-augustus-gene-5.0-mRNA-1_1&gene=maker-NC_016449.1-augustus-gene-5.0&CDS=1-1956	YBR251W
OG0000496	snap_masked-NC_016449.1-processed-gene-5.69-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-5.69&CDS=1-1044	YER016W
OG0000497	snap_masked-NC_016449.1-processed-gene-5.70-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-5.70&CDS=1-339	YIR009W
OG0000498	augustus_masked-NC_016449.1-processed-gene-5.26-mRNA-1_1&gene=augustus_masked-NC_016449.1-processed-gene-5.26&CDS=1-1857	YIR008C
OG0000499	snap_masked-NC_016449.1-processed-gene-5.75-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-5.75&CDS=1-2223	YIR007W
OG0000500	augustus_masked-NC_016449.1-processed-gene-5.11-mRNA-1_1&gene=augustus_masked-NC_016449.1-processed-gene-5.11&CDS=1-744	YIR014W
OG0000501	genemark-NC_016449.1-processed-gene-5.106-mRNA-1_1&gene=genemark-NC_016449.1-processed-gene-5.106&CDS=1-474	YIR015W
OG0000502	snap_masked-NC_016449.1-processed-gene-5.77-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-5.77&CDS=1-477	YOL026C
OG0000503	snap_masked-NC_016449.1-processed-gene-5.52-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-5.52&CDS=1-753	YOL038W
OG0000504	augustus_masked-NC_016449.1-processed-gene-5.13-mRNA-1_1&gene=augustus_masked-NC_016449.1-processed-gene-5.13&CDS=1-2688	YOL036W
OG0000505	snap_masked-NC_016449.1-processed-gene-5.78-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-5.78&CDS=1-981	YIR017C
OG0000506	snap_masked-NC_016449.1-processed-gene-5.79-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-5.79&CDS=1-1353	YOL016C
OG0000507	snap_masked-NC_016449.1-processed-gene-5.80-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-5.80&CDS=1-2103	YLR258W
OG0000508	augustus_masked-NC_016449.1-processed-gene-5.34-mRNA-1_1&gene=augustus_masked-NC_016449.1-processed-gene-5.34&CDS=1-2106	YLR257W
OG0000509	snap_masked-NC_016449.1-processed-gene-5.56-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-5.56&CDS=1-1449	YNR001C
OG0000510	snap_masked-NC_016449.1-processed-gene-5.84-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-5.84&CDS=1-564	YCR003W
OG0000511	snap_masked-NC_016449.1-processed-gene-5.57-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-5.57&CDS=1-984	YCR002C
OG0000512	snap_masked-NC_016449.1-processed-gene-5.85-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-5.85&CDS=1-1146	YNL001W
OG0000513	snap_masked-NC_016449.1-processed-gene-5.86-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-5.86&CDS=1-555	YCL001W
OG0000514	snap_masked-NC_016449.1-processed-gene-5.87-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-5.87&CDS=1-1509	YCL004W
OG0000515	augustus_masked-NC_016449.1-processed-gene-6.6-mRNA-1_1&gene=augustus_masked-NC_016449.1-processed-gene-6.6&CDS=1-1341	YCL008C
OG0000516	snap_masked-NC_016449.1-processed-gene-6.40-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-6.40&CDS=1-1341	YLR175W
OG0000517	snap_masked-NC_016449.1-processed-gene-6.42-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-6.42&CDS=1-1041	YNL007C
OG0000518	snap_masked-NC_016449.1-processed-gene-6.41-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-6.41&CDS=1-909	YNL006W
OG0000519	snap_masked-NC_016449.1-processed-gene-6.44-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-6.44&CDS=1-2037	YLR176C
OG0000520	snap_masked-NC_016449.1-processed-gene-6.45-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-6.45&CDS=1-906	YNL002C
OG0000521	snap_masked-NC_016449.1-processed-gene-6.46-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-6.46&CDS=1-1089	YCL018W
OG0000522	snap_masked-NC_016449.1-processed-gene-6.59-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-6.59&CDS=1-1479	YCL017C
OG0000523	snap_masked-NC_016449.1-processed-gene-6.47-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-6.47&CDS=1-816	YNL003C
OG0000524	snap_masked-NC_016449.1-processed-gene-6.60-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-6.60&CDS=1-1116	YCL016C
OG0000525	snap_masked-NC_016449.1-processed-gene-6.48-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-6.48&CDS=1-4503	YCL014W
OG0000526	snap_masked-NC_016449.1-processed-gene-6.61-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-6.61&CDS=1-306	YCL012C
OG0000527	maker-NC_016449.1-augustus-gene-6.83-mRNA-1_1&gene=maker-NC_016449.1-augustus-gene-6.83&CDS=1-1341	YNL004W
OG0000528	snap_masked-NC_016449.1-processed-gene-6.63-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-6.63&CDS=1-735	YCL010C
OG0000529	augustus_masked-NC_016449.1-processed-gene-6.15-mRNA-1_1&gene=augustus_masked-NC_016449.1-processed-gene-6.15&CDS=1-1080	YNL005C
OG0000530	snap_masked-NC_016449.1-processed-gene-6.64-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-6.64&CDS=1-882	YCL009C
OG0000531	snap_masked-NC_016449.1-processed-gene-6.66-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-6.66&CDS=1-708	YNL010W
OG0000532	snap_masked-NC_016449.1-processed-gene-6.50-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-6.50&CDS=1-1299	YNL011C
OG0000533	snap_masked-NC_016449.1-processed-gene-6.67-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-6.67&CDS=1-696	YLR250W
OG0000534	augustus_masked-NC_016449.1-processed-gene-6.30-mRNA-1_1&gene=augustus_masked-NC_016449.1-processed-gene-6.30&CDS=1-3054	YNL012W
OG0000535	snap_masked-NC_016449.1-processed-gene-6.71-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-6.71&CDS=1-1740	YLR248W
OG0000536	maker-NC_016449.1-augustus-gene-6.81-mRNA-1_1&gene=maker-NC_016449.1-augustus-gene-6.81&CDS=1-4596	YLR247C
OG0000537	snap_masked-NC_016449.1-processed-gene-6.75-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-6.75&CDS=1-1170	YDR346C
OG0000538	snap_masked-NC_016449.1-processed-gene-6.53-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-6.53&CDS=1-864	YDR347W
OG0000539	snap_masked-NC_016449.1-processed-gene-6.76-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-6.76&CDS=1-1305	YHR097C
OG0000540	snap_masked-NC_016449.1-processed-gene-6.77-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-6.77&CDS=1-4446	YHR098C
OG0000541	snap_masked-NC_016449.1-processed-gene-6.54-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-6.54&CDS=1-11079	YHR099W
OG0000542	snap_masked-NC_016449.1-processed-gene-6.79-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-6.79&CDS=1-573	YHR100C
OG0000543	snap_masked-NC_016449.1-processed-gene-6.55-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-6.55&CDS=1-1899	YDR266C
OG0000544	snap_masked-NC_016449.1-processed-gene-6.80-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-6.80&CDS=1-960	YDR265W
OG0000545	snap_masked-NC_016449.1-processed-gene-6.58-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-6.58&CDS=1-2043	YDR263C
OG0000546	snap_masked-NC_016449.1-processed-gene-7.51-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-7.51&CDS=1-1509	YCR098C
OG0000547	snap_masked-NC_016449.1-processed-gene-7.49-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-7.49&CDS=1-2322	YOR032C
OG0000548	snap_masked-NC_016449.1-processed-gene-7.52-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-7.52&CDS=1-789	YDR262W
OG0000549	snap_masked-NC_016449.1-processed-gene-7.50-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-7.50&CDS=1-1227	YOL022C
OG0000550	genemark-NC_016449.1-processed-gene-7.4-mRNA-1_1&gene=genemark-NC_016449.1-processed-gene-7.4&CDS=1-1992	YOL023W
OG0000551	snap_masked-NC_016449.1-processed-gene-7.55-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-7.55&CDS=1-1248	YCR012W
OG0000552	augustus_masked-NC_016449.1-processed-gene-7.119-mRNA-1_1&gene=augustus_masked-NC_016449.1-processed-gene-7.119&CDS=1-1593	YCR014C
OG0000553	snap_masked-NC_016449.1-processed-gene-7.76-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-7.76&CDS=1-912	YCR015C
OG0000554	snap_masked-NC_016449.1-processed-gene-7.56-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-7.56&CDS=1-798	YCR016W
OG0000555	snap_masked-NC_016449.1-processed-gene-7.77-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-7.77&CDS=1-2886	YCR017C
OG0000556	snap_masked-NC_016449.1-processed-gene-7.78-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-7.78&CDS=1-2118	YEL011W
OG0000557	snap_masked-NC_016449.1-processed-gene-7.79-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-7.79&CDS=1-618	YEL012W
OG0000558	snap_masked-NC_016449.1-processed-gene-7.80-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-7.80&CDS=1-207	YCR020W-B
OG0000559	snap_masked-NC_016449.1-processed-gene-7.59-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-7.59&CDS=1-285	YCR020C-A
OG0000560	snap_masked-NC_016449.1-processed-gene-7.81-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-7.81&CDS=1-1038	YCR019W
OG0000561	snap_masked-NC_016449.1-processed-gene-7.82-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-7.82&CDS=1-1704	YEL013W
OG0000562	snap_masked-NC_016449.1-processed-gene-7.83-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-7.83&CDS=1-1728	YEL015W
OG0000563	snap_masked-NC_016449.1-processed-gene-7.84-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-7.84&CDS=1-921	YEL017W
OG0000564	snap_masked-NC_016449.1-processed-gene-7.85-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-7.85&CDS=1-726	YEL018W
OG0000565	snap_masked-NC_016449.1-processed-gene-7.61-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-7.61&CDS=1-792	YEL019C
OG0000566	maker-NC_016449.1-augustus-gene-7.48-mRNA-1_1&gene=maker-NC_016449.1-augustus-gene-7.48&CDS=1-3018	YEL020C
OG0000567	snap_masked-NC_016449.1-processed-gene-7.87-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-7.87&CDS=1-261	YEL020W-A
OG0000568	snap_masked-NC_016449.1-processed-gene-7.88-mRNA-1_1&gene=snap_masked-NC_016449.1-processed-gene-7.88&CDS=1-795	YEL021W
