	Saccharomyces_cerevisiae	yHMPu5000034669_Blastobotrys_raffinofermentans
OG0000521	YBL026W	maker-flattened_line_14-augustus-gene-3.121-mRNA-1_1&gene=maker-flattened_line_14-augustus-gene-3.121&CDS=1-303
OG0000522	YBL029C-A	maker-flattened_line_0-augustus-gene-25.1-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-25.1&CDS=1-252
OG0000523	YBL029W	augustus_masked-flattened_line_30-processed-gene-1.87-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-1.87&CDS=1-1119
OG0000524	YBL033C	augustus_masked-flattened_line_16-processed-gene-3.13-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-3.13&CDS=1-939
OG0000525	YBL034C	augustus_masked-flattened_line_0-processed-gene-25.100-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-25.100&CDS=1-4347
OG0000526	YBL035C	augustus_masked-flattened_line_0-processed-gene-25.74-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-25.74&CDS=1-1962
OG0000527	YBL036C	augustus_masked-flattened_line_0-processed-gene-25.75-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-25.75&CDS=1-735
OG0000528	YBL037W	augustus_masked-flattened_line_0-processed-gene-25.98-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-25.98&CDS=1-2820
OG0000529	YBL038W	augustus_masked-flattened_line_0-processed-gene-12.64-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-12.64&CDS=1-717
OG0000530	YBL039C	augustus_masked-flattened_line_4-processed-gene-5.87-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-5.87&CDS=1-1725
OG0000531	YBL040C	augustus_masked-flattened_line_0-processed-gene-8.53-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-8.53&CDS=1-639
OG0000532	YBL041W	augustus_masked-flattened_line_0-processed-gene-8.52-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-8.52&CDS=1-705
OG0000533	YBL047C	augustus_masked-flattened_line_30-processed-gene-1.80-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-1.80&CDS=1-4155
OG0000534	YBL049W	augustus_masked-flattened_line_38-processed-gene-0.222-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.222&CDS=1-330
OG0000535	YBL050W	augustus_masked-flattened_line_30-processed-gene-1.81-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-1.81&CDS=1-870
OG0000536	YBL051C	augustus_masked-flattened_line_16-processed-gene-1.167-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.167&CDS=1-2391
OG0000537	YBL054W	augustus_masked-flattened_line_16-processed-gene-1.138-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.138&CDS=1-1053
OG0000538	YBL055C	augustus_masked-flattened_line_0-processed-gene-28.109-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-28.109&CDS=1-948
OG0000539	YBL057C	augustus_masked-flattened_line_0-processed-gene-27.147-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-27.147&CDS=1-495
OG0000540	YBL058W	maker-flattened_line_0-snap-gene-28.8-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-28.8&CDS=1-1104
OG0000541	YBL059C-A	augustus_masked-flattened_line_38-processed-gene-0.235-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.235&CDS=1-291
OG0000542	YBL061C	augustus_masked-flattened_line_8-processed-gene-2.95-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.95&CDS=1-1845
OG0000543	YBL063W	augustus_masked-flattened_line_24-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.84&CDS=1-3165
OG0000544	YBL064C	augustus_masked-flattened_line_0-processed-gene-22.101-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-22.101&CDS=1-750
OG0000545	YBL066C	augustus_masked-flattened_line_38-processed-gene-0.197-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.197&CDS=1-2844
OG0000546	YBL071W-A	augustus_masked-flattened_line_36-processed-gene-0.166-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.166&CDS=1-237
OG0000547	YBL076C	augustus_masked-flattened_line_0-processed-gene-26.32-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-26.32&CDS=1-3186
OG0000548	YBL078C	augustus_masked-flattened_line_0-processed-gene-26.31-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-26.31&CDS=1-351
OG0000549	YBL080C	augustus_masked-flattened_line_0-processed-gene-28.189-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-28.189&CDS=1-1521
OG0000550	YBL082C	augustus_masked-flattened_line_32-processed-gene-0.107-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.107&CDS=1-1194
OG0000551	YBL084C	snap_masked-flattened_line_2-processed-gene-7.129-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-7.129&CDS=1-2148
OG0000552	YBL086C	augustus_masked-flattened_line_21-processed-gene-2.263-mRNA-1_1&gene=augustus_masked-flattened_line_21-processed-gene-2.263&CDS=1-1026
OG0000553	YBL088C	augustus_masked-flattened_line_4-processed-gene-4.58-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-4.58&CDS=1-6732
OG0000554	YBL090W	augustus_masked-flattened_line_12-processed-gene-2.61-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-2.61&CDS=1-588
OG0000555	YBL091C	augustus_masked-flattened_line_8-processed-gene-3.115-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-3.115&CDS=1-1272
OG0000556	YBL092W	augustus_masked-flattened_line_8-processed-gene-1.60-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.60&CDS=1-393
OG0000557	YBL093C	genemark-flattened_line_8-processed-gene-1.37-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-1.37&CDS=1-579
OG0000558	YBL095W	augustus_masked-flattened_line_16-processed-gene-3.82-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-3.82&CDS=1-696
OG0000559	YBL097W	augustus_masked-flattened_line_0-processed-gene-18.147-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-18.147&CDS=1-2172
OG0000560	YBL098W	augustus_masked-flattened_line_32-processed-gene-1.157-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-1.157&CDS=1-1425
OG0000561	YBL099W	maker-flattened_line_0-snap-gene-4.105-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-4.105&CDS=1-1626
OG0000562	YBL102W	augustus_masked-flattened_line_19-processed-gene-0.132-mRNA-1_1&gene=augustus_masked-flattened_line_19-processed-gene-0.132&CDS=1-636
OG0000563	YBL104C	snap_masked-flattened_line_34-processed-gene-0.231-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-0.231&CDS=1-2949
OG0000564	YBL105C	augustus_masked-flattened_line_19-processed-gene-3.159-mRNA-1_1&gene=augustus_masked-flattened_line_19-processed-gene-3.159&CDS=1-3507
OG0000565	YBR002C	augustus_masked-flattened_line_36-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.93&CDS=1-831
OG0000566	YBR003W	augustus_masked-flattened_line_36-processed-gene-0.133-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.133&CDS=1-1377
OG0000567	YBR004C	augustus_masked-flattened_line_14-processed-gene-3.100-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-3.100&CDS=1-1188
OG0000568	YBR006W	augustus_masked-flattened_line_0-processed-gene-15.102-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-15.102&CDS=1-1518
OG0000569	YBR007C	augustus_masked-flattened_line_8-processed-gene-5.121-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-5.121&CDS=1-1644
OG0000570	YBR008C	maker-flattened_line_4-snap-gene-1.57-mRNA-1_1&gene=maker-flattened_line_4-snap-gene-1.57&CDS=1-3009
OG0000571	YBR011C	augustus_masked-flattened_line_0-processed-gene-8.81-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-8.81&CDS=1-861
OG0000572	YBR015C	augustus_masked-flattened_line_44-processed-gene-0.125-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.125&CDS=1-1587
OG0000573	YBR017C	augustus_masked-flattened_line_28-processed-gene-1.133-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-1.133&CDS=1-2727
OG0000574	YBR018C	augustus_masked-flattened_line_4-processed-gene-2.56-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-2.56&CDS=1-1077
OG0000575	YBR019C	augustus_masked-flattened_line_2-processed-gene-7.72-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-7.72&CDS=1-1083
OG0000576	YBR022W	augustus_masked-flattened_line_0-processed-gene-23.39-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-23.39&CDS=1-477
OG0000577	YBR023C	augustus_masked-flattened_line_0-processed-gene-22.77-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-22.77&CDS=1-3564
OG0000578	YBR025C	augustus_masked-flattened_line_0-processed-gene-28.186-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-28.186&CDS=1-1182
OG0000579	YBR026C	augustus_masked-flattened_line_2-processed-gene-3.129-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-3.129&CDS=1-1170
OG0000580	YBR030W	augustus_masked-flattened_line_14-processed-gene-2.16-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-2.16&CDS=1-1473
OG0000581	YBR034C	augustus_masked-flattened_line_0-processed-gene-11.158-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-11.158&CDS=1-924
OG0000582	YBR035C	snap_masked-flattened_line_12-processed-gene-4.76-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-4.76&CDS=1-690
OG0000583	YBR037C	augustus_masked-flattened_line_0-processed-gene-28.144-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-28.144&CDS=1-966
OG0000584	YBR038W	augustus_masked-flattened_line_0-processed-gene-28.181-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-28.181&CDS=1-2892
OG0000585	YBR039W	maker-flattened_line_0-augustus-gene-18.162-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-18.162&CDS=1-855
OG0000586	YBR041W	augustus_masked-flattened_line_30-processed-gene-1.122-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-1.122&CDS=1-1917
OG0000587	YBR042C	genemark-flattened_line_0-processed-gene-18.104-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-18.104&CDS=1-1116
OG0000588	YBR043C	snap_masked-flattened_line_0-processed-gene-18.27-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-18.27&CDS=1-1923
OG0000589	YBR046C	augustus_masked-flattened_line_26-processed-gene-1.168-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.168&CDS=1-981
OG0000590	YBR055C	augustus_masked-flattened_line_44-processed-gene-0.117-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.117&CDS=1-2691
OG0000591	YBR056W	maker-flattened_line_30-augustus-gene-1.71-mRNA-1_1&gene=maker-flattened_line_30-augustus-gene-1.71&CDS=1-5766
OG0000592	YBR057C	snap_masked-flattened_line_8-processed-gene-3.8-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-3.8&CDS=1-984
OG0000593	YBR058C	maker-flattened_line_8-augustus-gene-3.48-mRNA-1_1&gene=maker-flattened_line_8-augustus-gene-3.48&CDS=1-2313
OG0000594	YBR060C	augustus_masked-flattened_line_12-processed-gene-1.87-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.87&CDS=1-1521
OG0000595	YBR061C	augustus_masked-flattened_line_6-processed-gene-7.118-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-7.118&CDS=1-876
OG0000596	YBR062C	augustus_masked-flattened_line_6-processed-gene-3.134-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.134&CDS=1-525
OG0000597	YBR065C	augustus_masked-flattened_line_6-processed-gene-3.160-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.160&CDS=1-1008
OG0000598	YBR070C	snap_masked-flattened_line_19-processed-gene-2.152-mRNA-1_1&gene=snap_masked-flattened_line_19-processed-gene-2.152&CDS=1-657
OG0000599	YBR073W	augustus_masked-flattened_line_0-processed-gene-11.174-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-11.174&CDS=1-2433
OG0000600	YBR074W	augustus_masked-flattened_line_16-processed-gene-3.78-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-3.78&CDS=1-2769
OG0000601	YBR079C	maker-flattened_line_6-snap-gene-7.62-mRNA-1_1&gene=maker-flattened_line_6-snap-gene-7.62&CDS=1-3405
OG0000602	YBR080C	augustus_masked-flattened_line_21-processed-gene-1.81-mRNA-1_1&gene=augustus_masked-flattened_line_21-processed-gene-1.81&CDS=1-2391
OG0000603	YBR081C	augustus_masked-flattened_line_21-processed-gene-2.199-mRNA-1_1&gene=augustus_masked-flattened_line_21-processed-gene-2.199&CDS=1-3258
OG0000604	YBR083W	snap_masked-flattened_line_4-processed-gene-4.142-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-4.142&CDS=1-2481
OG0000605	YBR085W	snap_masked-flattened_line_6-processed-gene-6.148-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-6.148&CDS=1-882
OG0000606	YBR086C	augustus_masked-flattened_line_0-processed-gene-25.97-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-25.97&CDS=1-2187
OG0000607	YBR087W	augustus_masked-flattened_line_0-processed-gene-12.88-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-12.88&CDS=1-1041
OG0000608	YBR088C	augustus_masked-flattened_line_14-processed-gene-1.107-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.107&CDS=1-783
OG0000609	YBR091C	augustus_masked-flattened_line_0-processed-gene-12.91-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-12.91&CDS=1-288
OG0000610	YBR094W	augustus_masked-flattened_line_19-processed-gene-3.143-mRNA-1_1&gene=augustus_masked-flattened_line_19-processed-gene-3.143&CDS=1-2094
OG0000611	YBR095C	maker-flattened_line_19-augustus-gene-3.64-mRNA-1_1&gene=maker-flattened_line_19-augustus-gene-3.64&CDS=1-951
OG0000612	YBR096W	augustus_masked-flattened_line_4-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-0.61&CDS=1-654
OG0000613	YBR097W	maker-flattened_line_2-augustus-gene-0.2-mRNA-1_1&gene=maker-flattened_line_2-augustus-gene-0.2&CDS=1-4341
OG0000614	YBR101C	augustus_masked-flattened_line_21-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-flattened_line_21-processed-gene-0.63&CDS=1-837
OG0000615	YBR102C	augustus_masked-flattened_line_21-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-flattened_line_21-processed-gene-0.62&CDS=1-2346
OG0000616	YBR103W	augustus_masked-flattened_line_21-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-flattened_line_21-processed-gene-0.86&CDS=1-1587
OG0000617	YBR105C	augustus_masked-flattened_line_2-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-0.64&CDS=1-726
OG0000618	YBR106W	augustus_masked-flattened_line_6-processed-gene-1.94-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.94&CDS=1-567
OG0000619	YBR109C	maker-flattened_line_16-augustus-gene-0.152-mRNA-1_1&gene=maker-flattened_line_16-augustus-gene-0.152&CDS=1-450
OG0000620	YBR110W	augustus_masked-flattened_line_10-processed-gene-1.94-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.94&CDS=1-1401
OG0000621	YBR111C	maker-flattened_line_0-augustus-gene-21.56-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-21.56&CDS=1-615
OG0000622	YBR111W-A	maker-flattened_line_0-augustus-gene-21.58-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-21.58&CDS=1-279
OG0000623	YBR112C	augustus_masked-flattened_line_8-processed-gene-5.135-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-5.135&CDS=1-2583
OG0000624	YBR115C	augustus_masked-flattened_line_26-processed-gene-1.92-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.92&CDS=1-4155
OG0000625	YBR120C	maker-flattened_line_0-augustus-gene-27.54-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-27.54&CDS=1-357
OG0000626	YBR121C	augustus_masked-flattened_line_0-processed-gene-28.118-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-28.118&CDS=1-1947
OG0000627	YBR122C	augustus_masked-flattened_line_0-processed-gene-28.116-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-28.116&CDS=1-549
OG0000628	YBR123C	augustus_masked-flattened_line_0-processed-gene-28.114-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-28.114&CDS=1-1539
OG0000629	YBR126C	augustus_masked-flattened_line_0-processed-gene-28.113-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-28.113&CDS=1-1410
OG0000630	YBR127C	augustus_masked-flattened_line_0-processed-gene-27.125-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-27.125&CDS=1-1548
OG0000631	YBR129C	augustus_masked-flattened_line_2-processed-gene-7.107-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-7.107&CDS=1-1071
OG0000632	YBR133C	augustus_masked-flattened_line_12-processed-gene-2.87-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-2.87&CDS=1-2142
OG0000633	YBR135W	augustus_masked-flattened_line_12-processed-gene-2.70-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-2.70&CDS=1-312
OG0000634	YBR137W	augustus_masked-flattened_line_34-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.33&CDS=1-477
OG0000635	YBR141C	augustus_masked-flattened_line_52-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.79&CDS=1-843
OG0000636	YBR142W	augustus_masked-flattened_line_21-processed-gene-2.235-mRNA-1_1&gene=augustus_masked-flattened_line_21-processed-gene-2.235&CDS=1-2049
OG0000637	YBR143C	augustus_masked-flattened_line_0-processed-gene-2.69-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.69&CDS=1-1272
OG0000638	YBR146W	snap_masked-flattened_line_19-processed-gene-1.178-mRNA-1_1&gene=snap_masked-flattened_line_19-processed-gene-1.178&CDS=1-975
OG0000639	YBR151W	augustus_masked-flattened_line_6-processed-gene-3.138-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.138&CDS=1-876
OG0000640	YBR153W	augustus_masked-flattened_line_0-processed-gene-8.51-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-8.51&CDS=1-903
OG0000641	YBR154C	augustus_masked-flattened_line_10-processed-gene-1.112-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.112&CDS=1-639
OG0000642	YBR155W	augustus_masked-flattened_line_14-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-0.80&CDS=1-1131
OG0000643	YBR156C	augustus_masked-flattened_line_14-processed-gene-1.106-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.106&CDS=1-3186
OG0000644	YBR158W	augustus_masked-flattened_line_0-processed-gene-8.65-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-8.65&CDS=1-1770
OG0000645	YBR160W	maker-flattened_line_6-snap-gene-4.135-mRNA-1_1&gene=maker-flattened_line_6-snap-gene-4.135&CDS=1-1974
OG0000646	YBR162C	augustus_masked-flattened_line_28-processed-gene-1.165-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-1.165&CDS=1-1428
OG0000647	YBR162W-A	maker-flattened_line_28-augustus-gene-1.1-mRNA-1_1&gene=maker-flattened_line_28-augustus-gene-1.1&CDS=1-252
OG0000648	YBR166C	augustus_masked-flattened_line_42-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.71&CDS=1-1323
OG0000649	YBR167C	augustus_masked-flattened_line_6-processed-gene-6.35-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-6.35&CDS=1-360
OG0000650	YBR170C	augustus_masked-flattened_line_2-processed-gene-2.85-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.85&CDS=1-1713
OG0000651	YBR171W	augustus_masked-flattened_line_2-processed-gene-2.102-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.102&CDS=1-606
OG0000652	YBR173C	augustus_masked-flattened_line_2-processed-gene-2.83-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.83&CDS=1-426
