	Candida_carpophila	Saccharomyces_cerevisiae
OG0000567	-processed-gene-3.85-mRNA-1_1&gene=genemark-gi|1002316122|dbj|BCGK01000008.1|-processed-gene-3.85&CDS=1-303	YBR268W
OG0000568	-processed-gene-3.67-mRNA-1_1&gene=genemark-gi|1002316122|dbj|BCGK01000008.1|-processed-gene-3.67&CDS=1-1188	YBR025C
OG0000569	-processed-gene-3.141-mRNA-1_1&gene=snap_masked-gi|1002316122|dbj|BCGK01000008.1|-processed-gene-3.141&CDS=1-3726	YML091C
OG0000570	-processed-gene-3.88-mRNA-1_1&gene=genemark-gi|1002316122|dbj|BCGK01000008.1|-processed-gene-3.88&CDS=1-1833	YML088W
OG0000571	-processed-gene-3.69-mRNA-1_1&gene=genemark-gi|1002316122|dbj|BCGK01000008.1|-processed-gene-3.69&CDS=1-3810	YMR012W
OG0000572	-processed-gene-3.92-mRNA-1_1&gene=genemark-gi|1002316122|dbj|BCGK01000008.1|-processed-gene-3.92&CDS=1-1344	YML085C
OG0000573	-processed-gene-3.147-mRNA-1_1&gene=snap_masked-gi|1002316122|dbj|BCGK01000008.1|-processed-gene-3.147&CDS=1-2274	YML128C
OG0000574	-processed-gene-3.94-mRNA-1_1&gene=genemark-gi|1002316122|dbj|BCGK01000008.1|-processed-gene-3.94&CDS=1-1326	YML126C
OG0000575	-processed-gene-3.96-mRNA-1_1&gene=genemark-gi|1002316122|dbj|BCGK01000008.1|-processed-gene-3.96&CDS=1-1053	YMR214W
OG0000576	-processed-gene-3.125-mRNA-1_1&gene=snap_masked-gi|1002316122|dbj|BCGK01000008.1|-processed-gene-3.125&CDS=1-1431	YMR211W
OG0000577	-processed-gene-3.97-mRNA-1_1&gene=genemark-gi|1002316122|dbj|BCGK01000008.1|-processed-gene-3.97&CDS=1-1332	YNR050C
OG0000578	-processed-gene-3.71-mRNA-1_1&gene=genemark-gi|1002316122|dbj|BCGK01000008.1|-processed-gene-3.71&CDS=1-618	YJR073C
OG0000579	-processed-gene-3.72-mRNA-1_1&gene=genemark-gi|1002316122|dbj|BCGK01000008.1|-processed-gene-3.72&CDS=1-954	YOR352W
OG0000580	-processed-gene-3.131-mRNA-1_1&gene=snap_masked-gi|1002316122|dbj|BCGK01000008.1|-processed-gene-3.131&CDS=1-3729	YKL209C
OG0000581	-processed-gene-4.66-mRNA-1_1&gene=genemark-gi|1002316122|dbj|BCGK01000008.1|-processed-gene-4.66&CDS=1-3045	YKL210W
OG0000582	-processed-gene-4.67-mRNA-1_1&gene=genemark-gi|1002316122|dbj|BCGK01000008.1|-processed-gene-4.67&CDS=1-1485	YLR004C
OG0000583	-processed-gene-4.111-mRNA-1_1&gene=augustus_masked-gi|1002316122|dbj|BCGK01000008.1|-processed-gene-4.111&CDS=1-2376	YCR002C
OG0000584	-processed-gene-4.65-mRNA-1_1&gene=genemark-gi|1002316122|dbj|BCGK01000008.1|-processed-gene-4.65&CDS=1-546	YCR003W
OG0000585	-augustus-gene-4.52-mRNA-1_1&gene=maker-gi|1002316122|dbj|BCGK01000008.1|-augustus-gene-4.52&CDS=1-2313	YBR035C
OG0000586	-processed-gene-4.95-mRNA-1_1&gene=genemark-gi|1002316122|dbj|BCGK01000008.1|-processed-gene-4.95&CDS=1-1662	YDR017C
OG0000587	-processed-gene-4.74-mRNA-1_1&gene=genemark-gi|1002316122|dbj|BCGK01000008.1|-processed-gene-4.74&CDS=1-459	YLR170C
OG0000588	-processed-gene-4.76-mRNA-1_1&gene=genemark-gi|1002316122|dbj|BCGK01000008.1|-processed-gene-4.76&CDS=1-2751	YDL031W
OG0000589	-processed-gene-4.96-mRNA-1_1&gene=genemark-gi|1002316122|dbj|BCGK01000008.1|-processed-gene-4.96&CDS=1-1521	YOL123W
OG0000590	-augustus-gene-4.55-mRNA-1_1&gene=maker-gi|1002316122|dbj|BCGK01000008.1|-augustus-gene-4.55&CDS=1-2349	YOL124C
OG0000591	-processed-gene-4.79-mRNA-1_1&gene=genemark-gi|1002316122|dbj|BCGK01000008.1|-processed-gene-4.79&CDS=1-558	YGR078C
OG0000592	-processed-gene-4.97-mRNA-1_1&gene=genemark-gi|1002316122|dbj|BCGK01000008.1|-processed-gene-4.97&CDS=1-1110	YOL073C
OG0000593	-processed-gene-4.44-mRNA-1_1&gene=snap_masked-gi|1002316122|dbj|BCGK01000008.1|-processed-gene-4.44&CDS=1-12420	YKR054C
OG0000594	-processed-gene-4.100-mRNA-1_1&gene=genemark-gi|1002316122|dbj|BCGK01000008.1|-processed-gene-4.100&CDS=1-981	YDR044W
OG0000595	-processed-gene-4.82-mRNA-1_1&gene=genemark-gi|1002316122|dbj|BCGK01000008.1|-processed-gene-4.82&CDS=1-1278	YBR042C
OG0000596	-processed-gene-4.28-mRNA-1_1&gene=snap_masked-gi|1002316122|dbj|BCGK01000008.1|-processed-gene-4.28&CDS=1-732	YBR040W
OG0000597	-processed-gene-4.30-mRNA-1_1&gene=snap_masked-gi|1002316122|dbj|BCGK01000008.1|-processed-gene-4.30&CDS=1-11328	YHR099W
OG0000598	-processed-gene-4.102-mRNA-1_1&gene=genemark-gi|1002316122|dbj|BCGK01000008.1|-processed-gene-4.102&CDS=1-636	YHR100C
OG0000599	-processed-gene-4.86-mRNA-1_1&gene=genemark-gi|1002316122|dbj|BCGK01000008.1|-processed-gene-4.86&CDS=1-1791	YDR266C
OG0000600	-processed-gene-4.87-mRNA-1_1&gene=genemark-gi|1002316122|dbj|BCGK01000008.1|-processed-gene-4.87&CDS=1-510	YNL310C
OG0000601	-processed-gene-4.88-mRNA-1_1&gene=genemark-gi|1002316122|dbj|BCGK01000008.1|-processed-gene-4.88&CDS=1-885	YNL315C
OG0000602	-processed-gene-4.103-mRNA-1_1&gene=genemark-gi|1002316122|dbj|BCGK01000008.1|-processed-gene-4.103&CDS=1-1932	YMR224C
OG0000603	-processed-gene-4.34-mRNA-1_1&gene=snap_masked-gi|1002316122|dbj|BCGK01000008.1|-processed-gene-4.34&CDS=1-4839	YDR283C
OG0000604	-processed-gene-4.105-mRNA-1_1&gene=genemark-gi|1002316122|dbj|BCGK01000008.1|-processed-gene-4.105&CDS=1-849	YDR284C
OG0000605	-snap-gene-4.4-mRNA-1_1&gene=maker-gi|1002316122|dbj|BCGK01000008.1|-snap-gene-4.4&CDS=1-1818	YMR004W
OG0000606	-processed-gene-4.91-mRNA-1_1&gene=genemark-gi|1002316122|dbj|BCGK01000008.1|-processed-gene-4.91&CDS=1-1002	YOR043W
OG0000607	-processed-gene-4.92-mRNA-1_1&gene=genemark-gi|1002316122|dbj|BCGK01000008.1|-processed-gene-4.92&CDS=1-1041	YJR068W
OG0000608	-processed-gene-5.58-mRNA-1_1&gene=genemark-gi|1002316122|dbj|BCGK01000008.1|-processed-gene-5.58&CDS=1-2781	YBR276C
OG0000609	-processed-gene-5.7-mRNA-1_1&gene=snap_masked-gi|1002316122|dbj|BCGK01000008.1|-processed-gene-5.7&CDS=1-2052	YAL043C
OG0000610	-augustus-gene-5.6-mRNA-1_1&gene=maker-gi|1002316122|dbj|BCGK01000008.1|-augustus-gene-5.6&CDS=1-4737	YJL069C
OG0000611	-processed-gene-5.81-mRNA-1_1&gene=genemark-gi|1002316122|dbj|BCGK01000008.1|-processed-gene-5.81&CDS=1-5568	YDL058W
OG0000612	-processed-gene-5.106-mRNA-1_1&gene=augustus_masked-gi|1002316122|dbj|BCGK01000008.1|-processed-gene-5.106&CDS=1-567	YDL059C
OG0000613	-processed-gene-5.82-mRNA-1_1&gene=genemark-gi|1002316122|dbj|BCGK01000008.1|-processed-gene-5.82&CDS=1-3927	YLR384C
OG0000614	-processed-gene-5.62-mRNA-1_1&gene=genemark-gi|1002316122|dbj|BCGK01000008.1|-processed-gene-5.62&CDS=1-2139	YHR197W
OG0000615	-processed-gene-5.63-mRNA-1_1&gene=genemark-gi|1002316122|dbj|BCGK01000008.1|-processed-gene-5.63&CDS=1-2349	YOR249C
OG0000616	-processed-gene-5.84-mRNA-1_1&gene=genemark-gi|1002316122|dbj|BCGK01000008.1|-processed-gene-5.84&CDS=1-678	YPR113W
OG0000617	-processed-gene-5.85-mRNA-1_1&gene=genemark-gi|1002316122|dbj|BCGK01000008.1|-processed-gene-5.85&CDS=1-4632	YPL167C
OG0000618	-processed-gene-5.66-mRNA-1_1&gene=genemark-gi|1002316122|dbj|BCGK01000008.1|-processed-gene-5.66&CDS=1-1731	YJL128C
OG0000619	-processed-gene-5.67-mRNA-1_1&gene=genemark-gi|1002316122|dbj|BCGK01000008.1|-processed-gene-5.67&CDS=1-1002	YNR035C
OG0000620	-processed-gene-5.86-mRNA-1_1&gene=genemark-gi|1002316122|dbj|BCGK01000008.1|-processed-gene-5.86&CDS=1-534	YNR036C
OG0000621	-processed-gene-5.68-mRNA-1_1&gene=genemark-gi|1002316122|dbj|BCGK01000008.1|-processed-gene-5.68&CDS=1-381	YKL192C
OG0000622	-processed-gene-5.69-mRNA-1_1&gene=genemark-gi|1002316122|dbj|BCGK01000008.1|-processed-gene-5.69&CDS=1-234	YHR001W-A
OG0000623	-processed-gene-5.88-mRNA-1_1&gene=genemark-gi|1002316122|dbj|BCGK01000008.1|-processed-gene-5.88&CDS=1-1818	YBR260C
OG0000624	-processed-gene-5.89-mRNA-1_1&gene=genemark-gi|1002316122|dbj|BCGK01000008.1|-processed-gene-5.89&CDS=1-921	YHR142W
OG0000625	-augustus-gene-5.5-mRNA-1_1&gene=maker-gi|1002316122|dbj|BCGK01000008.1|-augustus-gene-5.5&CDS=1-5709	YOR087W
OG0000626	-snap-gene-5.3-mRNA-1_1&gene=maker-gi|1002316122|dbj|BCGK01000008.1|-snap-gene-5.3&CDS=1-1578	YMR210W
OG0000627	-processed-gene-5.77-mRNA-1_1&gene=genemark-gi|1002316122|dbj|BCGK01000008.1|-processed-gene-5.77&CDS=1-1224	YPL154C
OG0000628	-processed-gene-5.32-mRNA-1_1&gene=snap_masked-gi|1002316122|dbj|BCGK01000008.1|-processed-gene-5.32&CDS=1-3351	YAL004W
OG0000629	-processed-gene-5.95-mRNA-1_1&gene=genemark-gi|1002316122|dbj|BCGK01000008.1|-processed-gene-5.95&CDS=1-1944	YJR045C
OG0000630	-processed-gene-5.138-mRNA-1_1&gene=augustus_masked-gi|1002316122|dbj|BCGK01000008.1|-processed-gene-5.138&CDS=1-2832	YEL032W
OG0000631	-processed-gene-5.99-mRNA-1_1&gene=genemark-gi|1002316122|dbj|BCGK01000008.1|-processed-gene-5.99&CDS=1-1596	YPR144C
OG0000632	-snap-gene-6.66-mRNA-1_1&gene=maker-gi|1002316122|dbj|BCGK01000008.1|-snap-gene-6.66&CDS=1-3390	YPL265W
OG0000633	-processed-gene-6.121-mRNA-1_1&gene=genemark-gi|1002316122|dbj|BCGK01000008.1|-processed-gene-6.121&CDS=1-1002	YPL165C
OG0000634	-processed-gene-6.154-mRNA-1_1&gene=genemark-gi|1002316122|dbj|BCGK01000008.1|-processed-gene-6.154&CDS=1-666	YGR095C
OG0000635	-processed-gene-6.125-mRNA-1_1&gene=genemark-gi|1002316122|dbj|BCGK01000008.1|-processed-gene-6.125&CDS=1-1419	YGR091W
OG0000636	-processed-gene-6.126-mRNA-1_1&gene=genemark-gi|1002316122|dbj|BCGK01000008.1|-processed-gene-6.126&CDS=1-3342	YGR094W
OG0000637	-processed-gene-6.155-mRNA-1_1&gene=genemark-gi|1002316122|dbj|BCGK01000008.1|-processed-gene-6.155&CDS=1-3627	YEL031W
OG0000638	-processed-gene-6.156-mRNA-1_1&gene=genemark-gi|1002316122|dbj|BCGK01000008.1|-processed-gene-6.156&CDS=1-1467	YKL045W
OG0000639	-processed-gene-6.129-mRNA-1_1&gene=genemark-gi|1002316122|dbj|BCGK01000008.1|-processed-gene-6.129&CDS=1-3009	YGL207W
OG0000640	-processed-gene-6.157-mRNA-1_1&gene=genemark-gi|1002316122|dbj|BCGK01000008.1|-processed-gene-6.157&CDS=1-378	YER029C
OG0000641	-processed-gene-6.131-mRNA-1_1&gene=genemark-gi|1002316122|dbj|BCGK01000008.1|-processed-gene-6.131&CDS=1-489	YER030W
OG0000642	-processed-gene-6.158-mRNA-1_1&gene=genemark-gi|1002316122|dbj|BCGK01000008.1|-processed-gene-6.158&CDS=1-945	YGL215W
OG0000643	-processed-gene-6.41-mRNA-1_1&gene=snap_masked-gi|1002316122|dbj|BCGK01000008.1|-processed-gene-6.41&CDS=1-1104	YKL051W
OG0000644	-processed-gene-6.133-mRNA-1_1&gene=genemark-gi|1002316122|dbj|BCGK01000008.1|-processed-gene-6.133&CDS=1-450	YJR055W
OG0000645	-augustus-gene-6.63-mRNA-1_1&gene=maker-gi|1002316122|dbj|BCGK01000008.1|-augustus-gene-6.63&CDS=1-1965	YLR215C
OG0000646	-processed-gene-6.134-mRNA-1_1&gene=genemark-gi|1002316122|dbj|BCGK01000008.1|-processed-gene-6.134&CDS=1-1599	YDL143W
OG0000647	-processed-gene-6.163-mRNA-1_1&gene=genemark-gi|1002316122|dbj|BCGK01000008.1|-processed-gene-6.163&CDS=1-1179	YPR025C
OG0000648	-processed-gene-6.164-mRNA-1_1&gene=genemark-gi|1002316122|dbj|BCGK01000008.1|-processed-gene-6.164&CDS=1-1644	YDL153C
OG0000649	-processed-gene-6.135-mRNA-1_1&gene=genemark-gi|1002316122|dbj|BCGK01000008.1|-processed-gene-6.135&CDS=1-1062	YDL150W
OG0000650	-augustus-gene-6.64-mRNA-1_1&gene=maker-gi|1002316122|dbj|BCGK01000008.1|-augustus-gene-6.64&CDS=1-2823	YJL033W
OG0000651	-processed-gene-6.136-mRNA-1_1&gene=genemark-gi|1002316122|dbj|BCGK01000008.1|-processed-gene-6.136&CDS=1-2319	YGR200C
OG0000652	-processed-gene-6.137-mRNA-1_1&gene=genemark-gi|1002316122|dbj|BCGK01000008.1|-processed-gene-6.137&CDS=1-861	YOR222W
OG0000653	-processed-gene-6.139-mRNA-1_1&gene=genemark-gi|1002316122|dbj|BCGK01000008.1|-processed-gene-6.139&CDS=1-2115	YOR206W
OG0000654	-processed-gene-6.168-mRNA-1_1&gene=genemark-gi|1002316122|dbj|BCGK01000008.1|-processed-gene-6.168&CDS=1-1467	YPL133C
OG0000655	-augustus-gene-6.65-mRNA-1_1&gene=maker-gi|1002316122|dbj|BCGK01000008.1|-augustus-gene-6.65&CDS=1-5238	YOR207C
OG0000656	-processed-gene-6.140-mRNA-1_1&gene=genemark-gi|1002316122|dbj|BCGK01000008.1|-processed-gene-6.140&CDS=1-1515	YPL122C
OG0000657	-processed-gene-6.172-mRNA-1_1&gene=genemark-gi|1002316122|dbj|BCGK01000008.1|-processed-gene-6.172&CDS=1-1542	YHR168W
OG0000658	-processed-gene-6.142-mRNA-1_1&gene=genemark-gi|1002316122|dbj|BCGK01000008.1|-processed-gene-6.142&CDS=1-1299	YHR169W
OG0000659	-processed-gene-6.143-mRNA-1_1&gene=genemark-gi|1002316122|dbj|BCGK01000008.1|-processed-gene-6.143&CDS=1-1620	YGR246C
OG0000660	-processed-gene-6.144-mRNA-1_1&gene=genemark-gi|1002316122|dbj|BCGK01000008.1|-processed-gene-6.144&CDS=1-2184	YGR245C
OG0000661	-processed-gene-6.174-mRNA-1_1&gene=genemark-gi|1002316122|dbj|BCGK01000008.1|-processed-gene-6.174&CDS=1-792	YDR174W
OG0000662	-processed-gene-6.145-mRNA-1_1&gene=genemark-gi|1002316122|dbj|BCGK01000008.1|-processed-gene-6.145&CDS=1-945	YOR221C
OG0000663	-processed-gene-6.175-mRNA-1_1&gene=genemark-gi|1002316122|dbj|BCGK01000008.1|-processed-gene-6.175&CDS=1-801	YOR287C
OG0000664	-processed-gene-0.57-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-0.57&CDS=1-1581	YIL166C
OG0000665	-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-0.1&CDS=1-4620	YBR293W
OG0000666	-processed-gene-0.103-mRNA-1_1&gene=snap_masked-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-0.103&CDS=1-3096	YML060W
OG0000667	-processed-gene-0.38-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-0.38&CDS=1-2202	YNL218W
OG0000668	-augustus-gene-0.77-mRNA-1_1&gene=maker-gi|1002316123|dbj|BCGK01000007.1|-augustus-gene-0.77&CDS=1-3798	YDR176W
OG0000669	-processed-gene-0.59-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-0.59&CDS=1-1377	YLR163C
OG0000670	-processed-gene-0.44-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-0.44&CDS=1-642	YDR183W
OG0000671	-snap-gene-0.126-mRNA-1_1&gene=maker-gi|1002316123|dbj|BCGK01000007.1|-snap-gene-0.126&CDS=1-2556	YLR166C
OG0000672	-processed-gene-0.61-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-0.61&CDS=1-1224	YDR182W
OG0000673	-processed-gene-0.107-mRNA-1_1&gene=snap_masked-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-0.107&CDS=1-4947	YDR180W
OG0000674	-processed-gene-0.50-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-0.50&CDS=1-864	YLR239C
OG0000675	-processed-gene-0.65-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-0.65&CDS=1-468	YDR201W
OG0000676	-processed-gene-0.51-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-0.51&CDS=1-2232	YDR204W
OG0000677	-processed-gene-0.66-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-0.66&CDS=1-321	YDR357C
OG0000678	-processed-gene-0.99-mRNA-1_1&gene=snap_masked-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-0.99&CDS=1-1698	YHR108W
OG0000679	-processed-gene-0.67-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-0.67&CDS=1-1023	YDR262W
OG0000680	-snap-gene-0.128-mRNA-1_1&gene=maker-gi|1002316123|dbj|BCGK01000007.1|-snap-gene-0.128&CDS=1-7176	YDL171C
OG0000681	-processed-gene-0.54-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-0.54&CDS=1-984	YCR035C
OG0000682	-processed-gene-0.70-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-0.70&CDS=1-3525	YJL197W
OG0000683	-processed-gene-0.55-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-0.55&CDS=1-8157	YCR032W
OG0000684	-processed-gene-1.62-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-1.62&CDS=1-1560	YBR007C
OG0000685	-processed-gene-1.63-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-1.63&CDS=1-1308	YPR045C
OG0000686	-processed-gene-1.68-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-1.68&CDS=1-714	YJR099W
OG0000687	-processed-gene-1.71-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-1.71&CDS=1-1680	YDL167C
OG0000688	-processed-gene-1.98-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-1.98&CDS=1-378	YOR122C
OG0000689	-processed-gene-1.99-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-1.99&CDS=1-1815	YDR390C
OG0000690	-processed-gene-1.100-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-1.100&CDS=1-714	YPR183W
OG0000691	-processed-gene-1.101-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-1.101&CDS=1-2469	YDL126C
OG0000692	-processed-gene-1.72-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-1.72&CDS=1-420	YDL125C
OG0000693	-processed-gene-1.102-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-1.102&CDS=1-603	YBL102W
OG0000694	-processed-gene-1.103-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-1.103&CDS=1-1284	YBL103C
OG0000695	-processed-gene-1.104-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-1.104&CDS=1-1452	YOR119C
OG0000696	-processed-gene-1.128-mRNA-1_1&gene=augustus_masked-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-1.128&CDS=1-2382	YOR118W
OG0000697	-processed-gene-1.74-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-1.74&CDS=1-1857	YDR365C
OG0000698	-processed-gene-1.130-mRNA-1_1&gene=augustus_masked-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-1.130&CDS=1-1884	YHR111W
OG0000699	-processed-gene-1.45-mRNA-1_1&gene=snap_masked-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-1.45&CDS=1-1578	YDR362C
OG0000700	-processed-gene-1.77-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-1.77&CDS=1-1140	YDR363W
OG0000701	-processed-gene-1.78-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-1.78&CDS=1-1446	YHR113W
OG0000702	-processed-gene-1.80-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-1.80&CDS=1-1368	YHR009C
OG0000703	-processed-gene-1.135-mRNA-1_1&gene=augustus_masked-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-1.135&CDS=1-2100	YDR448W
OG0000704	-processed-gene-1.108-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-1.108&CDS=1-1239	YDR449C
OG0000705	-processed-gene-1.48-mRNA-1_1&gene=snap_masked-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-1.48&CDS=1-396	YHR175W
OG0000706	-snap-gene-1.171-mRNA-1_1&gene=maker-gi|1002316123|dbj|BCGK01000007.1|-snap-gene-1.171&CDS=1-3489	YDR211W
OG0000707	-processed-gene-1.85-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-1.85&CDS=1-1233	YDL128W
OG0000708	-processed-gene-1.109-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-1.109&CDS=1-1662	YDR212W
OG0000709	-processed-gene-1.111-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-1.111&CDS=1-573	YLR229C
OG0000710	-processed-gene-1.112-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-1.112&CDS=1-1692	YLR228C
OG0000711	-processed-gene-1.88-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-1.88&CDS=1-429	YGR174C
OG0000712	-processed-gene-1.165-mRNA-1_1&gene=augustus_masked-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-1.165&CDS=1-519	YJL024C
OG0000713	-processed-gene-1.89-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-1.89&CDS=1-1338	YLR231C
OG0000714	-processed-gene-1.90-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-1.90&CDS=1-423	YJR082C
OG0000715	-processed-gene-1.115-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-1.115&CDS=1-390	YDR462W
OG0000716	-processed-gene-2.117-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-2.117&CDS=1-2883	YBL104C
OG0000717	-processed-gene-2.118-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-2.118&CDS=1-3129	YBL105C
OG0000718	-processed-gene-2.121-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-2.121&CDS=1-3009	YDR060W
OG0000719	-augustus-gene-2.0-mRNA-1_1&gene=maker-gi|1002316123|dbj|BCGK01000007.1|-augustus-gene-2.0&CDS=1-3645	YPR031W
OG0000720	-processed-gene-2.24-mRNA-1_1&gene=snap_masked-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-2.24&CDS=1-1671	YOR128C
OG0000721	-processed-gene-2.42-mRNA-1_1&gene=snap_masked-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-2.42&CDS=1-264	YBL028C
OG0000722	-processed-gene-2.143-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-2.143&CDS=1-1449	YOR301W
OG0000723	-processed-gene-2.125-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-2.125&CDS=1-672	YDR381W
OG0000724	-processed-gene-2.126-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-2.126&CDS=1-1881	YOR129C
OG0000725	-augustus-gene-2.2-mRNA-1_1&gene=maker-gi|1002316123|dbj|BCGK01000007.1|-augustus-gene-2.2&CDS=1-2028	YDL237W
OG0000726	-augustus-gene-2.3-mRNA-1_1&gene=maker-gi|1002316123|dbj|BCGK01000007.1|-augustus-gene-2.3&CDS=1-1284	YOL040C
OG0000727	-processed-gene-2.129-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-2.129&CDS=1-330	YDR382W
OG0000728	-processed-gene-2.130-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-2.130&CDS=1-2430	YLR241W
OG0000729	-processed-gene-2.101-mRNA-1_1&gene=augustus_masked-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-2.101&CDS=1-672	YLR242C
OG0000730	-processed-gene-2.50-mRNA-1_1&gene=snap_masked-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-2.50&CDS=1-1848	YLR234W
OG0000731	-processed-gene-2.131-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-2.131&CDS=1-1323	YDR198C
OG0000732	-processed-gene-2.103-mRNA-1_1&gene=augustus_masked-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-2.103&CDS=1-1041	YHR063C
OG0000733	-processed-gene-2.132-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-2.132&CDS=1-711	YDR196C
OG0000734	-augustus-gene-2.4-mRNA-1_1&gene=maker-gi|1002316123|dbj|BCGK01000007.1|-augustus-gene-2.4&CDS=1-4953	YLR240W
OG0000735	-processed-gene-2.34-mRNA-1_1&gene=snap_masked-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-2.34&CDS=1-1680	YDR205W
OG0000736	-processed-gene-2.134-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-2.134&CDS=1-828	YLR243W
OG0000737	-processed-gene-2.135-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-2.135&CDS=1-1374	YDR190C
OG0000738	-processed-gene-2.153-mRNA-1_1&gene=genemark-gi|1002316123|dbj|BCGK01000007.1|-processed-gene-2.153&CDS=1-2544	YDR189W
