	Metschnikowia_drakensbergensis	Saccharomyces_cerevisiae
OG0000635	augustus_masked-draA_s100-processed-gene-3.42-mRNA-1_1&gene=augustus_masked-draA_s100-processed-gene-3.42&CDS=1-627	YLR178C
OG0000636	augustus_masked-draA_s100-processed-gene-4.46-mRNA-1_1&gene=augustus_masked-draA_s100-processed-gene-4.46&CDS=1-1023	YOR358W
OG0000637	augustus_masked-draA_s100-processed-gene-4.49-mRNA-1_1&gene=augustus_masked-draA_s100-processed-gene-4.49&CDS=1-828	YHR029C
OG0000638	augustus_masked-draA_s100-processed-gene-4.45-mRNA-1_1&gene=augustus_masked-draA_s100-processed-gene-4.45&CDS=1-10740	YDR150W
OG0000639	augustus_masked-draA_s100-processed-gene-4.68-mRNA-1_1&gene=augustus_masked-draA_s100-processed-gene-4.68&CDS=1-453	YBR109C
OG0000640	augustus_masked-draA_s100-processed-gene-4.50-mRNA-1_1&gene=augustus_masked-draA_s100-processed-gene-4.50&CDS=1-3603	YOR346W
OG0000641	augustus_masked-draA_s100-processed-gene-4.70-mRNA-1_1&gene=augustus_masked-draA_s100-processed-gene-4.70&CDS=1-1335	YBR110W
OG0000642	snap_masked-draA_s100-processed-gene-4.97-mRNA-1_1&gene=snap_masked-draA_s100-processed-gene-4.97&CDS=1-633	YLR323C
OG0000643	snap_masked-draA_s100-processed-gene-4.98-mRNA-1_1&gene=snap_masked-draA_s100-processed-gene-4.98&CDS=1-627	YLR326W
OG0000644	maker-draA_s100-augustus-gene-4.81-mRNA-1_1&gene=maker-draA_s100-augustus-gene-4.81&CDS=1-1137	YGR007W
OG0000645	augustus_masked-draA_s100-processed-gene-4.53-mRNA-1_1&gene=augustus_masked-draA_s100-processed-gene-4.53&CDS=1-1539	YML068W
OG0000646	augustus_masked-draA_s100-processed-gene-4.54-mRNA-1_1&gene=augustus_masked-draA_s100-processed-gene-4.54&CDS=1-1047	YJR062C
OG0000647	augustus_masked-draA_s100-processed-gene-4.72-mRNA-1_1&gene=augustus_masked-draA_s100-processed-gene-4.72&CDS=1-4224	YJR033C
OG0000648	maker-draA_s100-augustus-gene-4.83-mRNA-1_1&gene=maker-draA_s100-augustus-gene-4.83&CDS=1-1887	YJR034W
OG0000649	augustus_masked-draA_s100-processed-gene-4.56-mRNA-1_1&gene=augustus_masked-draA_s100-processed-gene-4.56&CDS=1-3582	YML049C
OG0000650	maker-draA_s100-augustus-gene-4.84-mRNA-1_1&gene=maker-draA_s100-augustus-gene-4.84&CDS=1-3531	YAR003W
OG0000651	augustus_masked-draA_s100-processed-gene-4.57-mRNA-1_1&gene=augustus_masked-draA_s100-processed-gene-4.57&CDS=1-4077	YAL002W
OG0000652	augustus_masked-draA_s100-processed-gene-4.59-mRNA-1_1&gene=augustus_masked-draA_s100-processed-gene-4.59&CDS=1-2691	YGL008C
OG0000653	maker-draA_s100-snap-gene-4.86-mRNA-1_1&gene=maker-draA_s100-snap-gene-4.86&CDS=1-5124	YGL012W
OG0000654	augustus_masked-draA_s100-processed-gene-4.77-mRNA-1_1&gene=augustus_masked-draA_s100-processed-gene-4.77&CDS=1-741	YGL011C
OG0000655	augustus_masked-draA_s100-processed-gene-4.62-mRNA-1_1&gene=augustus_masked-draA_s100-processed-gene-4.62&CDS=1-1803	YMR036C
OG0000656	augustus_masked-draA_s100-processed-gene-4.78-mRNA-1_1&gene=augustus_masked-draA_s100-processed-gene-4.78&CDS=1-2709	YKR009C
OG0000657	augustus_masked-draA_s100-processed-gene-4.79-mRNA-1_1&gene=augustus_masked-draA_s100-processed-gene-4.79&CDS=1-2196	YDL164C
OG0000658	augustus_masked-draA_s100-processed-gene-4.64-mRNA-1_1&gene=augustus_masked-draA_s100-processed-gene-4.64&CDS=1-1347	YMR033W
OG0000659	augustus_masked-draA_s100-processed-gene-4.66-mRNA-1_1&gene=augustus_masked-draA_s100-processed-gene-4.66&CDS=1-477	YER093C-A
OG0000660	augustus_masked-draA_s103-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-draA_s103-processed-gene-0.60&CDS=1-1332	YOR197W
OG0000661	snap_masked-draA_s103-processed-gene-0.24-mRNA-1_1&gene=snap_masked-draA_s103-processed-gene-0.24&CDS=1-948	YMR161W
OG0000662	augustus_masked-draA_s103-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-draA_s103-processed-gene-0.62&CDS=1-3282	YDL102W
OG0000663	augustus_masked-draA_s103-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-draA_s103-processed-gene-0.64&CDS=1-1134	YGL153W
OG0000664	augustus_masked-draA_s103-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-draA_s103-processed-gene-0.65&CDS=1-942	YDL119C
OG0000665	genemark-draA_s103-processed-gene-0.106-mRNA-1_1&gene=genemark-draA_s103-processed-gene-0.106&CDS=1-1146	YGL155W
OG0000666	snap_masked-draA_s103-processed-gene-0.30-mRNA-1_1&gene=snap_masked-draA_s103-processed-gene-0.30&CDS=1-915	YGL154C
OG0000667	augustus_masked-draA_s103-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-draA_s103-processed-gene-0.68&CDS=1-4023	YGL150C
OG0000668	augustus_masked-draA_s103-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-draA_s103-processed-gene-0.49&CDS=1-321	YJR085C
OG0000669	maker-draA_s103-augustus-gene-0.42-mRNA-1_1&gene=maker-draA_s103-augustus-gene-0.42&CDS=1-4872	YGR061C
OG0000670	augustus_masked-draA_s103-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-draA_s103-processed-gene-0.50&CDS=1-276	YLR363W-A
OG0000671	augustus_masked-draA_s103-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-draA_s103-processed-gene-0.51&CDS=1-444	YOR224C
OG0000672	augustus_masked-draA_s103-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-draA_s103-processed-gene-0.53&CDS=1-1494	YKL035W
OG0000673	snap_masked-draA_s103-processed-gene-0.14-mRNA-1_1&gene=snap_masked-draA_s103-processed-gene-0.14&CDS=1-1263	YOR209C
OG0000674	augustus_masked-draA_s103-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-draA_s103-processed-gene-0.55&CDS=1-4659	YPL125W
OG0000675	augustus_masked-draA_s103-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-draA_s103-processed-gene-0.74&CDS=1-1347	YBR199W
OG0000676	augustus_masked-draA_s103-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-draA_s103-processed-gene-0.57&CDS=1-1983	YPL104W
OG0000677	augustus_masked-draA_s103-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-draA_s103-processed-gene-0.75&CDS=1-2130	YJL010C
OG0000678	snap_masked-draA_s103-processed-gene-1.0-mRNA-1_1&gene=snap_masked-draA_s103-processed-gene-1.0&CDS=1-1449	YOR056C
OG0000679	snap_masked-draA_s103-processed-gene-1.2-mRNA-1_1&gene=snap_masked-draA_s103-processed-gene-1.2&CDS=1-2079	YDR295C
OG0000680	snap_masked-draA_s103-processed-gene-1.3-mRNA-1_1&gene=snap_masked-draA_s103-processed-gene-1.3&CDS=1-1767	YDR294C
OG0000681	snap_masked-draA_s103-processed-gene-1.5-mRNA-1_1&gene=snap_masked-draA_s103-processed-gene-1.5&CDS=1-2946	YOR058C
OG0000682	augustus_masked-draA_s103-processed-gene-1.55-mRNA-1_1&gene=augustus_masked-draA_s103-processed-gene-1.55&CDS=1-1971	YGL099W
OG0000683	augustus_masked-draA_s103-processed-gene-1.56-mRNA-1_1&gene=augustus_masked-draA_s103-processed-gene-1.56&CDS=1-1875	YPL218W
OG0000684	augustus_masked-draA_s103-processed-gene-1.58-mRNA-1_1&gene=augustus_masked-draA_s103-processed-gene-1.58&CDS=1-1815	YER080W
OG0000685	augustus_masked-draA_s103-processed-gene-1.73-mRNA-1_1&gene=augustus_masked-draA_s103-processed-gene-1.73&CDS=1-492	YBR254C
OG0000686	snap_masked-draA_s103-processed-gene-1.31-mRNA-1_1&gene=snap_masked-draA_s103-processed-gene-1.31&CDS=1-2034	YBR255W
OG0000687	snap_masked-draA_s103-processed-gene-1.13-mRNA-1_1&gene=snap_masked-draA_s103-processed-gene-1.13&CDS=1-1359	YOL027C
OG0000688	snap_masked-draA_s103-processed-gene-1.14-mRNA-1_1&gene=snap_masked-draA_s103-processed-gene-1.14&CDS=1-1545	YPR018W
OG0000689	maker-draA_s103-augustus-gene-1.50-mRNA-1_1&gene=maker-draA_s103-augustus-gene-1.50&CDS=1-3135	YER169W
OG0000690	augustus_masked-draA_s103-processed-gene-1.64-mRNA-1_1&gene=augustus_masked-draA_s103-processed-gene-1.64&CDS=1-3789	YDR216W
OG0000691	augustus_masked-draA_s103-processed-gene-1.78-mRNA-1_1&gene=augustus_masked-draA_s103-processed-gene-1.78&CDS=1-483	YPR098C
OG0000692	augustus_masked-draA_s103-processed-gene-1.79-mRNA-1_1&gene=augustus_masked-draA_s103-processed-gene-1.79&CDS=1-3600	YDR097C
OG0000693	augustus_masked-draA_s103-processed-gene-1.80-mRNA-1_1&gene=augustus_masked-draA_s103-processed-gene-1.80&CDS=1-1596	YLR107W
OG0000694	augustus_masked-draA_s103-processed-gene-1.69-mRNA-1_1&gene=augustus_masked-draA_s103-processed-gene-1.69&CDS=1-14892	YLR106C
OG0000695	augustus_masked-draA_s103-processed-gene-1.85-mRNA-1_1&gene=augustus_masked-draA_s103-processed-gene-1.85&CDS=1-4689	YDR127W
OG0000696	augustus_masked-draA_s103-processed-gene-1.86-mRNA-1_1&gene=augustus_masked-draA_s103-processed-gene-1.86&CDS=1-1614	YER168C
OG0000697	augustus_masked-draA_s103-processed-gene-1.70-mRNA-1_1&gene=augustus_masked-draA_s103-processed-gene-1.70&CDS=1-1002	YDR460W
OG0000698	augustus_masked-draA_s103-processed-gene-1.72-mRNA-1_1&gene=augustus_masked-draA_s103-processed-gene-1.72&CDS=1-1335	YDR527W
OG0000699	augustus_masked-draA_s103-processed-gene-2.115-mRNA-1_1&gene=augustus_masked-draA_s103-processed-gene-2.115&CDS=1-237	YDR525W-A
OG0000700	snap_masked-draA_s103-processed-gene-2.1-mRNA-1_1&gene=snap_masked-draA_s103-processed-gene-2.1&CDS=1-2526	YCL045C
OG0000701	augustus_masked-draA_s103-processed-gene-2.117-mRNA-1_1&gene=augustus_masked-draA_s103-processed-gene-2.117&CDS=1-1629	YDR479C
OG0000702	augustus_masked-draA_s103-processed-gene-2.118-mRNA-1_1&gene=augustus_masked-draA_s103-processed-gene-2.118&CDS=1-1371	YOR025W
OG0000703	augustus_masked-draA_s103-processed-gene-2.119-mRNA-1_1&gene=augustus_masked-draA_s103-processed-gene-2.119&CDS=1-2856	YOR125C
OG0000704	augustus_masked-draA_s103-processed-gene-2.120-mRNA-1_1&gene=augustus_masked-draA_s103-processed-gene-2.120&CDS=1-1077	YFL026W
OG0000705	augustus_masked-draA_s103-processed-gene-2.121-mRNA-1_1&gene=augustus_masked-draA_s103-processed-gene-2.121&CDS=1-828	YNL032W
OG0000706	augustus_masked-draA_s103-processed-gene-2.138-mRNA-1_1&gene=augustus_masked-draA_s103-processed-gene-2.138&CDS=1-426	YIL087C
OG0000707	genemark-draA_s103-processed-gene-2.86-mRNA-1_1&gene=genemark-draA_s103-processed-gene-2.86&CDS=1-1035	YIL084C
OG0000708	maker-draA_s103-snap-gene-2.104-mRNA-1_1&gene=maker-draA_s103-snap-gene-2.104&CDS=1-2430	YJL127C
OG0000709	augustus_masked-draA_s103-processed-gene-2.125-mRNA-1_1&gene=augustus_masked-draA_s103-processed-gene-2.125&CDS=1-2958	YKR050W
OG0000710	augustus_masked-draA_s103-processed-gene-2.126-mRNA-1_1&gene=augustus_masked-draA_s103-processed-gene-2.126&CDS=1-855	YNL075W
OG0000711	augustus_masked-draA_s103-processed-gene-2.127-mRNA-1_1&gene=augustus_masked-draA_s103-processed-gene-2.127&CDS=1-3831	YER093C
OG0000712	augustus_masked-draA_s103-processed-gene-2.128-mRNA-1_1&gene=augustus_masked-draA_s103-processed-gene-2.128&CDS=1-756	YJL115W
OG0000713	augustus_masked-draA_s103-processed-gene-2.129-mRNA-1_1&gene=augustus_masked-draA_s103-processed-gene-2.129&CDS=1-1938	YBR287W
OG0000714	augustus_masked-draA_s103-processed-gene-2.131-mRNA-1_1&gene=augustus_masked-draA_s103-processed-gene-2.131&CDS=1-774	YGR053C
OG0000715	augustus_masked-draA_s103-processed-gene-2.148-mRNA-1_1&gene=augustus_masked-draA_s103-processed-gene-2.148&CDS=1-1197	YLR355C
OG0000716	augustus_masked-draA_s103-processed-gene-2.150-mRNA-1_1&gene=augustus_masked-draA_s103-processed-gene-2.150&CDS=1-483	YIR037W
OG0000717	augustus_masked-draA_s103-processed-gene-2.152-mRNA-1_1&gene=augustus_masked-draA_s103-processed-gene-2.152&CDS=1-570	YNL099C
OG0000718	augustus_masked-draA_s103-processed-gene-2.132-mRNA-1_1&gene=augustus_masked-draA_s103-processed-gene-2.132&CDS=1-465	YOR103C
OG0000719	augustus_masked-draA_s103-processed-gene-2.154-mRNA-1_1&gene=augustus_masked-draA_s103-processed-gene-2.154&CDS=1-987	YNL097C
OG0000720	augustus_masked-draA_s103-processed-gene-2.155-mRNA-1_1&gene=augustus_masked-draA_s103-processed-gene-2.155&CDS=1-2109	YJL168C
OG0000721	augustus_masked-draA_s103-processed-gene-2.134-mRNA-1_1&gene=augustus_masked-draA_s103-processed-gene-2.134&CDS=1-1230	YOL016C
OG0000722	augustus_masked-draA_s103-processed-gene-3.106-mRNA-1_1&gene=augustus_masked-draA_s103-processed-gene-3.106&CDS=1-1353	YLR231C
OG0000723	augustus_masked-draA_s103-processed-gene-3.109-mRNA-1_1&gene=augustus_masked-draA_s103-processed-gene-3.109&CDS=1-1317	YGR254W
OG0000724	augustus_masked-draA_s103-processed-gene-3.107-mRNA-1_1&gene=augustus_masked-draA_s103-processed-gene-3.107&CDS=1-408	YJR082C
OG0000725	augustus_masked-draA_s103-processed-gene-3.110-mRNA-1_1&gene=augustus_masked-draA_s103-processed-gene-3.110&CDS=1-408	YDR462W
OG0000726	maker-draA_s103-augustus-gene-3.103-mRNA-1_1&gene=maker-draA_s103-augustus-gene-3.103&CDS=1-1692	YLR026C
OG0000727	genemark-draA_s103-processed-gene-3.57-mRNA-1_1&gene=genemark-draA_s103-processed-gene-3.57&CDS=1-1344	YFL037W
OG0000728	augustus_masked-draA_s103-processed-gene-3.134-mRNA-1_1&gene=augustus_masked-draA_s103-processed-gene-3.134&CDS=1-318	YDL081C
OG0000729	augustus_masked-draA_s103-processed-gene-3.115-mRNA-1_1&gene=augustus_masked-draA_s103-processed-gene-3.115&CDS=1-1977	YHR194W
OG0000730	augustus_masked-draA_s103-processed-gene-3.138-mRNA-1_1&gene=augustus_masked-draA_s103-processed-gene-3.138&CDS=1-1068	YLR418C
OG0000731	snap_masked-draA_s103-processed-gene-3.12-mRNA-1_1&gene=snap_masked-draA_s103-processed-gene-3.12&CDS=1-2106	YLR424W
OG0000732	augustus_masked-draA_s103-processed-gene-3.120-mRNA-1_1&gene=augustus_masked-draA_s103-processed-gene-3.120&CDS=1-771	YKL195W
OG0000733	augustus_masked-draA_s103-processed-gene-3.121-mRNA-1_1&gene=augustus_masked-draA_s103-processed-gene-3.121&CDS=1-597	YKL196C
OG0000734	snap_masked-draA_s103-processed-gene-3.37-mRNA-1_1&gene=snap_masked-draA_s103-processed-gene-3.37&CDS=1-1602	YOR359W
OG0000735	snap_masked-draA_s103-processed-gene-3.38-mRNA-1_1&gene=snap_masked-draA_s103-processed-gene-3.38&CDS=1-1746	YOR360C
OG0000736	augustus_masked-draA_s103-processed-gene-3.142-mRNA-1_1&gene=augustus_masked-draA_s103-processed-gene-3.142&CDS=1-4167	YBR115C
OG0000737	augustus_masked-draA_s103-processed-gene-3.146-mRNA-1_1&gene=augustus_masked-draA_s103-processed-gene-3.146&CDS=1-1941	YGL203C
OG0000738	augustus_masked-draA_s103-processed-gene-3.147-mRNA-1_1&gene=augustus_masked-draA_s103-processed-gene-3.147&CDS=1-2691	YPR160W
OG0000739	augustus_masked-draA_s103-processed-gene-3.125-mRNA-1_1&gene=augustus_masked-draA_s103-processed-gene-3.125&CDS=1-4893	YFL033C
OG0000740	genemark-draA_s103-processed-gene-3.97-mRNA-1_1&gene=genemark-draA_s103-processed-gene-3.97&CDS=1-939	YLR059C
OG0000741	augustus_masked-draA_s103-processed-gene-3.126-mRNA-1_1&gene=augustus_masked-draA_s103-processed-gene-3.126&CDS=1-483	YLR050C
OG0000742	augustus_masked-draA_s103-processed-gene-3.149-mRNA-1_1&gene=augustus_masked-draA_s103-processed-gene-3.149&CDS=1-258	YGR037C
OG0000743	augustus_masked-draA_s103-processed-gene-3.150-mRNA-1_1&gene=augustus_masked-draA_s103-processed-gene-3.150&CDS=1-1623	YGL244W
OG0000744	maker-draA_s103-augustus-gene-3.102-mRNA-1_1&gene=maker-draA_s103-augustus-gene-3.102&CDS=1-3801	YOR168W
OG0000745	augustus_masked-draA_s103-processed-gene-4.3-mRNA-1_1&gene=augustus_masked-draA_s103-processed-gene-4.3&CDS=1-1761	YDR120C
OG0000746	augustus_masked-draA_s103-processed-gene-4.0-mRNA-1_1&gene=augustus_masked-draA_s103-processed-gene-4.0&CDS=1-282	YLR099W-A
OG0000747	augustus_masked-draA_s103-processed-gene-4.1-mRNA-1_1&gene=augustus_masked-draA_s103-processed-gene-4.1&CDS=1-1044	YDR126W
OG0000748	augustus_masked-draA_s103-processed-gene-4.2-mRNA-1_1&gene=augustus_masked-draA_s103-processed-gene-4.2&CDS=1-3105	YIR023W
OG0000749	snap_masked-draA_s103-processed-gene-4.83-mRNA-1_1&gene=snap_masked-draA_s103-processed-gene-4.83&CDS=1-519	YKL013C
OG0000750	snap_masked-draA_s103-processed-gene-4.84-mRNA-1_1&gene=snap_masked-draA_s103-processed-gene-4.84&CDS=1-2001	YKL012W
OG0000751	augustus_masked-draA_s103-processed-gene-4.30-mRNA-1_1&gene=augustus_masked-draA_s103-processed-gene-4.30&CDS=1-3987	YLR084C
OG0000752	snap_masked-draA_s103-processed-gene-4.63-mRNA-1_1&gene=snap_masked-draA_s103-processed-gene-4.63&CDS=1-1905	YDR108W
OG0000753	augustus_masked-draA_s103-processed-gene-4.31-mRNA-1_1&gene=augustus_masked-draA_s103-processed-gene-4.31&CDS=1-2685	YPR019W
OG0000754	augustus_masked-draA_s103-processed-gene-4.32-mRNA-1_1&gene=augustus_masked-draA_s103-processed-gene-4.32&CDS=1-1263	YPL101W
OG0000755	augustus_masked-draA_s103-processed-gene-4.11-mRNA-1_1&gene=augustus_masked-draA_s103-processed-gene-4.11&CDS=1-1407	YDR105C
OG0000756	augustus_masked-draA_s103-processed-gene-4.12-mRNA-1_1&gene=augustus_masked-draA_s103-processed-gene-4.12&CDS=1-372	YPR020W
OG0000757	augustus_masked-draA_s103-processed-gene-4.33-mRNA-1_1&gene=augustus_masked-draA_s103-processed-gene-4.33&CDS=1-1695	YGL171W
OG0000758	augustus_masked-draA_s103-processed-gene-4.13-mRNA-1_1&gene=augustus_masked-draA_s103-processed-gene-4.13&CDS=1-621	YLR312W-A
OG0000759	augustus_masked-draA_s103-processed-gene-4.16-mRNA-1_1&gene=augustus_masked-draA_s103-processed-gene-4.16&CDS=1-933	YDL237W
OG0000760	augustus_masked-draA_s103-processed-gene-4.34-mRNA-1_1&gene=augustus_masked-draA_s103-processed-gene-4.34&CDS=1-849	YOR130C
OG0000761	maker-draA_s103-augustus-gene-4.52-mRNA-1_1&gene=maker-draA_s103-augustus-gene-4.52&CDS=1-426	YOL040C
OG0000762	augustus_masked-draA_s103-processed-gene-4.17-mRNA-1_1&gene=augustus_masked-draA_s103-processed-gene-4.17&CDS=1-327	YDR382W
OG0000763	augustus_masked-draA_s103-processed-gene-4.37-mRNA-1_1&gene=augustus_masked-draA_s103-processed-gene-4.37&CDS=1-918	YLR242C
OG0000764	augustus_masked-draA_s103-processed-gene-4.39-mRNA-1_1&gene=augustus_masked-draA_s103-processed-gene-4.39&CDS=1-1863	YLR234W
OG0000765	augustus_masked-draA_s103-processed-gene-4.19-mRNA-1_1&gene=augustus_masked-draA_s103-processed-gene-4.19&CDS=1-1296	YDR198C
OG0000766	augustus_masked-draA_s103-processed-gene-4.40-mRNA-1_1&gene=augustus_masked-draA_s103-processed-gene-4.40&CDS=1-1032	YHR063C
OG0000767	snap_masked-draA_s103-processed-gene-4.74-mRNA-1_1&gene=snap_masked-draA_s103-processed-gene-4.74&CDS=1-714	YDR196C
OG0000768	augustus_masked-draA_s103-processed-gene-4.41-mRNA-1_1&gene=augustus_masked-draA_s103-processed-gene-4.41&CDS=1-2973	YLR240W
OG0000769	augustus_masked-draA_s103-processed-gene-4.21-mRNA-1_1&gene=augustus_masked-draA_s103-processed-gene-4.21&CDS=1-411	YLR245C
OG0000770	augustus_masked-draA_s103-processed-gene-4.22-mRNA-1_1&gene=augustus_masked-draA_s103-processed-gene-4.22&CDS=1-1119	YLR244C
OG0000771	augustus_masked-draA_s103-processed-gene-4.23-mRNA-1_1&gene=augustus_masked-draA_s103-processed-gene-4.23&CDS=1-1650	YDR188W
OG0000772	augustus_masked-draA_s103-processed-gene-4.25-mRNA-1_1&gene=augustus_masked-draA_s103-processed-gene-4.25&CDS=1-1908	YDR189W
OG0000773	augustus_masked-draA_s103-processed-gene-4.43-mRNA-1_1&gene=augustus_masked-draA_s103-processed-gene-4.43&CDS=1-1368	YDR190C
OG0000774	augustus_masked-draA_s103-processed-gene-4.44-mRNA-1_1&gene=augustus_masked-draA_s103-processed-gene-4.44&CDS=1-3387	YLR243W
OG0000775	augustus_masked-draA_s103-processed-gene-4.26-mRNA-1_1&gene=augustus_masked-draA_s103-processed-gene-4.26&CDS=1-1275	YOR117W
OG0000776	augustus_masked-draA_s103-processed-gene-4.27-mRNA-1_1&gene=augustus_masked-draA_s103-processed-gene-4.27&CDS=1-4371	YOR116C
OG0000777	augustus_masked-draA_s103-processed-gene-4.48-mRNA-1_1&gene=augustus_masked-draA_s103-processed-gene-4.48&CDS=1-1191	YER178W
OG0000778	augustus_masked-draA_s104-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-draA_s104-processed-gene-0.29&CDS=1-6015	YJL109C
OG0000779	augustus_masked-draA_s104-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-draA_s104-processed-gene-0.39&CDS=1-450	YOR298C-A
OG0000780	augustus_masked-draA_s104-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-draA_s104-processed-gene-0.31&CDS=1-945	YDL015C
OG0000781	snap_masked-draA_s104-processed-gene-0.11-mRNA-1_1&gene=snap_masked-draA_s104-processed-gene-0.11&CDS=1-381	YCL033C
OG0000782	maker-draA_s104-augustus-gene-0.26-mRNA-1_1&gene=maker-draA_s104-augustus-gene-0.26&CDS=1-4239	YBR034C
OG0000783	snap_masked-draA_s104-processed-gene-0.15-mRNA-1_1&gene=snap_masked-draA_s104-processed-gene-0.15&CDS=1-1440	YJL106W
OG0000784	augustus_masked-draA_s104-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-draA_s104-processed-gene-0.32&CDS=1-1509	YKR023W
OG0000785	augustus_masked-draA_s104-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-draA_s104-processed-gene-0.41&CDS=1-3042	YMR098C
OG0000786	augustus_masked-draA_s104-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-draA_s104-processed-gene-0.33&CDS=1-738	YKL099C
OG0000787	augustus_masked-draA_s104-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-draA_s104-processed-gene-0.42&CDS=1-861	YKL110C
OG0000788	augustus_masked-draA_s104-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-draA_s104-processed-gene-0.34&CDS=1-1101	YMR097C
OG0000789	augustus_masked-draA_s104-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-draA_s104-processed-gene-0.43&CDS=1-1938	YMR106C
OG0000790	augustus_masked-draA_s104-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-draA_s104-processed-gene-0.44&CDS=1-2091	YEL011W
OG0000791	augustus_masked-draA_s104-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-draA_s104-processed-gene-0.45&CDS=1-3249	YJL081C
OG0000792	augustus_masked-draA_s104-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-draA_s104-processed-gene-0.46&CDS=1-1728	YKR016W
OG0000793	augustus_masked-draA_s105-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-draA_s105-processed-gene-0.1&CDS=1-1371	YMR210W
OG0000794	augustus_masked-draA_s108-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-draA_s108-processed-gene-0.8&CDS=1-3369	YMR287C
OG0000795	maker-draA_s109-snap-gene-0.0-mRNA-1_1&gene=maker-draA_s109-snap-gene-0.0&CDS=1-2367	YOL148C
