	Metschnikowia_matae	Saccharomyces_cerevisiae
OG0000678	snap_masked-mat-_s101-processed-gene-0.209-mRNA-1_1&gene=snap_masked-mat-_s101-processed-gene-0.209&CDS=1-3702	YMR218C
OG0000679	snap_masked-mat-_s101-processed-gene-0.210-mRNA-1_1&gene=snap_masked-mat-_s101-processed-gene-0.210&CDS=1-1902	YGL110C
OG0000680	snap_masked-mat-_s101-processed-gene-0.243-mRNA-1_1&gene=snap_masked-mat-_s101-processed-gene-0.243&CDS=1-1323	YOL062C
OG0000681	genemark-mat-_s101-processed-gene-0.48-mRNA-1_1&gene=genemark-mat-_s101-processed-gene-0.48&CDS=1-3588	YDL215C
OG0000682	snap_masked-mat-_s101-processed-gene-0.214-mRNA-1_1&gene=snap_masked-mat-_s101-processed-gene-0.214&CDS=1-1032	YBR246W
OG0000683	maker-mat-_s101-snap-gene-0.11-mRNA-1_1&gene=maker-mat-_s101-snap-gene-0.11&CDS=1-1533	YLR337C
OG0000684	snap_masked-mat-_s101-processed-gene-0.245-mRNA-1_1&gene=snap_masked-mat-_s101-processed-gene-0.245&CDS=1-507	YDL120W
OG0000685	snap_masked-mat-_s101-processed-gene-0.217-mRNA-1_1&gene=snap_masked-mat-_s101-processed-gene-0.217&CDS=1-795	YIL093C
OG0000686	snap_masked-mat-_s101-processed-gene-0.220-mRNA-1_1&gene=snap_masked-mat-_s101-processed-gene-0.220&CDS=1-1893	YOL060C
OG0000687	augustus_masked-mat-_s101-processed-gene-0.138-mRNA-1_1&gene=augustus_masked-mat-_s101-processed-gene-0.138&CDS=1-1623	YKR051W
OG0000688	snap_masked-mat-_s101-processed-gene-0.247-mRNA-1_1&gene=snap_masked-mat-_s101-processed-gene-0.247&CDS=1-1185	YJL131C
OG0000689	snap_masked-mat-_s101-processed-gene-0.248-mRNA-1_1&gene=snap_masked-mat-_s101-processed-gene-0.248&CDS=1-1590	YNL240C
OG0000690	snap_masked-mat-_s101-processed-gene-0.222-mRNA-1_1&gene=snap_masked-mat-_s101-processed-gene-0.222&CDS=1-2484	YIL130W
OG0000691	snap_masked-mat-_s101-processed-gene-0.223-mRNA-1_1&gene=snap_masked-mat-_s101-processed-gene-0.223&CDS=1-912	YLR283W
OG0000692	augustus_masked-mat-_s101-processed-gene-0.141-mRNA-1_1&gene=augustus_masked-mat-_s101-processed-gene-0.141&CDS=1-249	YMR194C-B
OG0000693	snap_masked-mat-_s101-processed-gene-0.224-mRNA-1_1&gene=snap_masked-mat-_s101-processed-gene-0.224&CDS=1-306	YBR268W
OG0000694	snap_masked-mat-_s101-processed-gene-0.252-mRNA-1_1&gene=snap_masked-mat-_s101-processed-gene-0.252&CDS=1-2454	YPR089W
OG0000695	snap_masked-mat-_s101-processed-gene-0.225-mRNA-1_1&gene=snap_masked-mat-_s101-processed-gene-0.225&CDS=1-852	YPR079W
OG0000696	snap_masked-mat-_s101-processed-gene-0.253-mRNA-1_1&gene=snap_masked-mat-_s101-processed-gene-0.253&CDS=1-2808	YNL287W
OG0000697	snap_masked-mat-_s101-processed-gene-0.255-mRNA-1_1&gene=snap_masked-mat-_s101-processed-gene-0.255&CDS=1-1923	YML088W
OG0000698	snap_masked-mat-_s101-processed-gene-0.227-mRNA-1_1&gene=snap_masked-mat-_s101-processed-gene-0.227&CDS=1-3897	YMR012W
OG0000699	snap_masked-mat-_s101-processed-gene-0.257-mRNA-1_1&gene=snap_masked-mat-_s101-processed-gene-0.257&CDS=1-921	YML125C
OG0000700	maker-mat-_s101-snap-gene-0.12-mRNA-1_1&gene=maker-mat-_s101-snap-gene-0.12&CDS=1-1344	YML085C
OG0000701	snap_masked-mat-_s101-processed-gene-0.259-mRNA-1_1&gene=snap_masked-mat-_s101-processed-gene-0.259&CDS=1-1341	YML126C
OG0000702	snap_masked-mat-_s101-processed-gene-0.262-mRNA-1_1&gene=snap_masked-mat-_s101-processed-gene-0.262&CDS=1-4515	YOR093C
OG0000703	snap_masked-mat-_s101-processed-gene-0.263-mRNA-1_1&gene=snap_masked-mat-_s101-processed-gene-0.263&CDS=1-300	YOL108C
OG0000704	snap_masked-mat-_s104-processed-gene-0.16-mRNA-1_1&gene=snap_masked-mat-_s104-processed-gene-0.16&CDS=1-774	YJR060W
OG0000705	snap_masked-mat-_s104-processed-gene-0.3-mRNA-1_1&gene=snap_masked-mat-_s104-processed-gene-0.3&CDS=1-2130	YMR301C
OG0000706	snap_masked-mat-_s104-processed-gene-0.17-mRNA-1_1&gene=snap_masked-mat-_s104-processed-gene-0.17&CDS=1-2787	YIL137C
OG0000707	snap_masked-mat-_s104-processed-gene-0.5-mRNA-1_1&gene=snap_masked-mat-_s104-processed-gene-0.5&CDS=1-1554	YPL204W
OG0000708	snap_masked-mat-_s104-processed-gene-0.18-mRNA-1_1&gene=snap_masked-mat-_s104-processed-gene-0.18&CDS=1-1536	YPL212C
OG0000709	snap_masked-mat-_s104-processed-gene-0.6-mRNA-1_1&gene=snap_masked-mat-_s104-processed-gene-0.6&CDS=1-543	YPL211W
OG0000710	snap_masked-mat-_s104-processed-gene-0.19-mRNA-1_1&gene=snap_masked-mat-_s104-processed-gene-0.19&CDS=1-1437	YGL129C
OG0000711	snap_masked-mat-_s104-processed-gene-0.7-mRNA-1_1&gene=snap_masked-mat-_s104-processed-gene-0.7&CDS=1-1716	YGL064C
OG0000712	snap_masked-mat-_s104-processed-gene-0.8-mRNA-1_1&gene=snap_masked-mat-_s104-processed-gene-0.8&CDS=1-1290	YGL067W
OG0000713	snap_masked-mat-_s104-processed-gene-0.9-mRNA-1_1&gene=snap_masked-mat-_s104-processed-gene-0.9&CDS=1-1098	YPL206C
OG0000714	augustus_masked-mat-_s104-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-mat-_s104-processed-gene-0.63&CDS=1-981	YAL032C
OG0000715	snap_masked-mat-_s104-processed-gene-0.11-mRNA-1_1&gene=snap_masked-mat-_s104-processed-gene-0.11&CDS=1-969	YPL215W
OG0000716	snap_masked-mat-_s104-processed-gene-0.25-mRNA-1_1&gene=snap_masked-mat-_s104-processed-gene-0.25&CDS=1-1164	YDR019C
OG0000717	snap_masked-mat-_s104-processed-gene-0.12-mRNA-1_1&gene=snap_masked-mat-_s104-processed-gene-0.12&CDS=1-8592	YBL088C
OG0000718	snap_masked-mat-_s104-processed-gene-0.14-mRNA-1_1&gene=snap_masked-mat-_s104-processed-gene-0.14&CDS=1-1797	YPL184C
OG0000719	snap_masked-mat-_s106-processed-gene-0.1-mRNA-1_1&gene=snap_masked-mat-_s106-processed-gene-0.1&CDS=1-1713	YGR124W
OG0000720	snap_masked-mat-_s107-processed-gene-0.14-mRNA-1_1&gene=snap_masked-mat-_s107-processed-gene-0.14&CDS=1-2091	YIL005W
OG0000721	snap_masked-mat-_s107-processed-gene-0.16-mRNA-1_1&gene=snap_masked-mat-_s107-processed-gene-0.16&CDS=1-1320	YER003C
OG0000722	snap_masked-mat-_s107-processed-gene-0.18-mRNA-1_1&gene=snap_masked-mat-_s107-processed-gene-0.18&CDS=1-630	YER002W
OG0000723	augustus_masked-mat-_s107-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-mat-_s107-processed-gene-0.34&CDS=1-903	YIL003W
OG0000724	augustus_masked-mat-_s107-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-mat-_s107-processed-gene-0.31&CDS=1-426	YIL004C
OG0000725	augustus_masked-mat-_s107-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-mat-_s107-processed-gene-0.37&CDS=1-1395	YCL034W
OG0000726	snap_masked-mat-_s107-processed-gene-0.21-mRNA-1_1&gene=snap_masked-mat-_s107-processed-gene-0.21&CDS=1-2040	YDR172W
OG0000727	augustus_masked-mat-_s107-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-mat-_s107-processed-gene-0.38&CDS=1-1071	YDR173C
OG0000728	snap_masked-mat-_s110-processed-gene-0.18-mRNA-1_1&gene=snap_masked-mat-_s110-processed-gene-0.18&CDS=1-834	YLR192C
OG0000729	snap_masked-mat-_s111-processed-gene-0.1-mRNA-1_1&gene=snap_masked-mat-_s111-processed-gene-0.1&CDS=1-273	YKR095W-A
OG0000730	genemark-mat-_s112-processed-gene-0.15-mRNA-1_1&gene=genemark-mat-_s112-processed-gene-0.15&CDS=1-2259	YLR207W
OG0000731	snap_masked-mat-_s112-processed-gene-0.221-mRNA-1_1&gene=snap_masked-mat-_s112-processed-gene-0.221&CDS=1-4341	YHR164C
OG0000732	snap_masked-mat-_s112-processed-gene-0.172-mRNA-1_1&gene=snap_masked-mat-_s112-processed-gene-0.172&CDS=1-1560	YOR310C
OG0000733	snap_masked-mat-_s112-processed-gene-0.223-mRNA-1_1&gene=snap_masked-mat-_s112-processed-gene-0.223&CDS=1-753	YJR024C
OG0000734	snap_masked-mat-_s112-processed-gene-0.224-mRNA-1_1&gene=snap_masked-mat-_s112-processed-gene-0.224&CDS=1-2355	YLL004W
OG0000735	augustus_masked-mat-_s112-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-mat-_s112-processed-gene-0.99&CDS=1-1068	YLR017W
OG0000736	snap_masked-mat-_s112-processed-gene-0.226-mRNA-1_1&gene=snap_masked-mat-_s112-processed-gene-0.226&CDS=1-429	YNL260C
OG0000737	snap_masked-mat-_s112-processed-gene-0.185-mRNA-1_1&gene=snap_masked-mat-_s112-processed-gene-0.185&CDS=1-1089	YHR156C
OG0000738	snap_masked-mat-_s112-processed-gene-0.227-mRNA-1_1&gene=snap_masked-mat-_s112-processed-gene-0.227&CDS=1-1440	YNL261W
OG0000739	genemark-mat-_s112-processed-gene-0.69-mRNA-1_1&gene=genemark-mat-_s112-processed-gene-0.69&CDS=1-7797	YNL262W
OG0000740	snap_masked-mat-_s112-processed-gene-0.186-mRNA-1_1&gene=snap_masked-mat-_s112-processed-gene-0.186&CDS=1-1416	YBR126C
OG0000741	snap_masked-mat-_s112-processed-gene-0.188-mRNA-1_1&gene=snap_masked-mat-_s112-processed-gene-0.188&CDS=1-1119	YPR084W
OG0000742	snap_masked-mat-_s112-processed-gene-0.190-mRNA-1_1&gene=snap_masked-mat-_s112-processed-gene-0.190&CDS=1-1527	YBR127C
OG0000743	snap_masked-mat-_s112-processed-gene-0.191-mRNA-1_1&gene=snap_masked-mat-_s112-processed-gene-0.191&CDS=1-3201	YER176W
OG0000744	snap_masked-mat-_s112-processed-gene-0.234-mRNA-1_1&gene=snap_masked-mat-_s112-processed-gene-0.234&CDS=1-1509	YDR434W
OG0000745	snap_masked-mat-_s112-processed-gene-0.192-mRNA-1_1&gene=snap_masked-mat-_s112-processed-gene-0.192&CDS=1-1746	YDR117C
OG0000746	augustus_masked-mat-_s112-processed-gene-0.153-mRNA-1_1&gene=augustus_masked-mat-_s112-processed-gene-0.153&CDS=1-831	YDR116C
OG0000747	snap_masked-mat-_s112-processed-gene-0.195-mRNA-1_1&gene=snap_masked-mat-_s112-processed-gene-0.195&CDS=1-1794	YLR088W
OG0000748	snap_masked-mat-_s112-processed-gene-0.237-mRNA-1_1&gene=snap_masked-mat-_s112-processed-gene-0.237&CDS=1-1512	YDR111C
OG0000749	snap_masked-mat-_s112-processed-gene-0.238-mRNA-1_1&gene=snap_masked-mat-_s112-processed-gene-0.238&CDS=1-1569	YNR012W
OG0000750	snap_masked-mat-_s112-processed-gene-0.242-mRNA-1_1&gene=snap_masked-mat-_s112-processed-gene-0.242&CDS=1-669	YHR189W
OG0000751	snap_masked-mat-_s112-processed-gene-0.243-mRNA-1_1&gene=snap_masked-mat-_s112-processed-gene-0.243&CDS=1-2091	YKL188C
OG0000752	snap_masked-mat-_s112-processed-gene-0.199-mRNA-1_1&gene=snap_masked-mat-_s112-processed-gene-0.199&CDS=1-1731	YHR150W
OG0000753	snap_masked-mat-_s112-processed-gene-0.200-mRNA-1_1&gene=snap_masked-mat-_s112-processed-gene-0.200&CDS=1-1044	YML067C
OG0000754	genemark-mat-_s112-processed-gene-0.45-mRNA-1_1&gene=genemark-mat-_s112-processed-gene-0.45&CDS=1-5967	YLR430W
OG0000755	snap_masked-mat-_s112-processed-gene-0.247-mRNA-1_1&gene=snap_masked-mat-_s112-processed-gene-0.247&CDS=1-522	YKL190W
OG0000756	snap_masked-mat-_s112-processed-gene-0.249-mRNA-1_1&gene=snap_masked-mat-_s112-processed-gene-0.249&CDS=1-4392	YLR425W
OG0000757	snap_masked-mat-_s112-processed-gene-0.204-mRNA-1_1&gene=snap_masked-mat-_s112-processed-gene-0.204&CDS=1-519	YLR221C
OG0000758	snap_masked-mat-_s112-processed-gene-0.250-mRNA-1_1&gene=snap_masked-mat-_s112-processed-gene-0.250&CDS=1-1239	YMR235C
OG0000759	snap_masked-mat-_s112-processed-gene-0.207-mRNA-1_1&gene=snap_masked-mat-_s112-processed-gene-0.207&CDS=1-255	YOR045W
OG0000760	snap_masked-mat-_s112-processed-gene-0.214-mRNA-1_1&gene=snap_masked-mat-_s112-processed-gene-0.214&CDS=1-1029	YDR347W
OG0000761	snap_masked-mat-_s112-processed-gene-0.252-mRNA-1_1&gene=snap_masked-mat-_s112-processed-gene-0.252&CDS=1-1527	YOR046C
OG0000762	snap_masked-mat-_s112-processed-gene-0.254-mRNA-1_1&gene=snap_masked-mat-_s112-processed-gene-0.254&CDS=1-1680	YOR205C
OG0000763	augustus_masked-mat-_s112-processed-gene-0.170-mRNA-1_1&gene=augustus_masked-mat-_s112-processed-gene-0.170&CDS=1-780	YCR015C
OG0000764	snap_masked-mat-_s114-processed-gene-0.7-mRNA-1_1&gene=snap_masked-mat-_s114-processed-gene-0.7&CDS=1-753	YJR144W
OG0000765	snap_masked-mat-_s114-processed-gene-0.1-mRNA-1_1&gene=snap_masked-mat-_s114-processed-gene-0.1&CDS=1-1173	YJR076C
OG0000766	genemark-mat-_s114-processed-gene-0.24-mRNA-1_1&gene=genemark-mat-_s114-processed-gene-0.24&CDS=1-1935	YIL067C
OG0000767	snap_masked-mat-_s114-processed-gene-0.10-mRNA-1_1&gene=snap_masked-mat-_s114-processed-gene-0.10&CDS=1-2592	YER070W
OG0000768	snap_masked-mat-_s114-processed-gene-0.4-mRNA-1_1&gene=snap_masked-mat-_s114-processed-gene-0.4&CDS=1-2037	YHR042W
OG0000769	snap_masked-mat-_s114-processed-gene-0.12-mRNA-1_1&gene=snap_masked-mat-_s114-processed-gene-0.12&CDS=1-2388	YNL085W
OG0000770	maker-mat-_s114-augustus-gene-0.43-mRNA-1_1&gene=maker-mat-_s114-augustus-gene-0.43&CDS=1-1674	YOR261C
OG0000771	genemark-mat-_s114-processed-gene-0.20-mRNA-1_1&gene=genemark-mat-_s114-processed-gene-0.20&CDS=1-912	YOR262W
OG0000772	snap_masked-mat-_s114-processed-gene-0.15-mRNA-1_1&gene=snap_masked-mat-_s114-processed-gene-0.15&CDS=1-288	YOR265W
OG0000773	snap_masked-mat-_s115-processed-gene-0.3-mRNA-1_1&gene=snap_masked-mat-_s115-processed-gene-0.3&CDS=1-3306	YJR035W
OG0000774	maker-mat-_s118-snap-gene-0.29-mRNA-1_1&gene=maker-mat-_s118-snap-gene-0.29&CDS=1-1995	YML127W
OG0000775	augustus_masked-mat-_s118-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-mat-_s118-processed-gene-0.75&CDS=1-1734	YDL210W
OG0000776	snap_masked-mat-_s118-processed-gene-0.53-mRNA-1_1&gene=snap_masked-mat-_s118-processed-gene-0.53&CDS=1-2091	YPL197C
OG0000777	snap_masked-mat-_s118-processed-gene-0.54-mRNA-1_1&gene=snap_masked-mat-_s118-processed-gene-0.54&CDS=1-6750	YMR176W
OG0000778	snap_masked-mat-_s118-processed-gene-0.36-mRNA-1_1&gene=snap_masked-mat-_s118-processed-gene-0.36&CDS=1-2022	YJL090C
OG0000779	snap_masked-mat-_s118-processed-gene-0.56-mRNA-1_1&gene=snap_masked-mat-_s118-processed-gene-0.56&CDS=1-642	YML001W
OG0000780	snap_masked-mat-_s118-processed-gene-0.39-mRNA-1_1&gene=snap_masked-mat-_s118-processed-gene-0.39&CDS=1-954	YJR096W
OG0000781	snap_masked-mat-_s118-processed-gene-0.41-mRNA-1_1&gene=snap_masked-mat-_s118-processed-gene-0.41&CDS=1-1269	YBR279W
OG0000782	snap_masked-mat-_s118-processed-gene-0.58-mRNA-1_1&gene=snap_masked-mat-_s118-processed-gene-0.58&CDS=1-1335	YHR190W
OG0000783	snap_masked-mat-_s118-processed-gene-0.59-mRNA-1_1&gene=snap_masked-mat-_s118-processed-gene-0.59&CDS=1-978	YML121W
OG0000784	snap_masked-mat-_s118-processed-gene-0.42-mRNA-1_1&gene=snap_masked-mat-_s118-processed-gene-0.42&CDS=1-1746	YAL067C
OG0000785	augustus_masked-mat-_s118-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-mat-_s118-processed-gene-0.82&CDS=1-594	YPL178W
OG0000786	augustus_masked-mat-_s118-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-mat-_s118-processed-gene-0.69&CDS=1-2514	YGL083W
OG0000787	augustus_masked-mat-_s118-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-mat-_s118-processed-gene-0.83&CDS=1-1500	YKL148C
OG0000788	snap_masked-mat-_s12-processed-gene-0.32-mRNA-1_1&gene=snap_masked-mat-_s12-processed-gene-0.32&CDS=1-591	YMR264W
OG0000789	augustus_masked-mat-_s12-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-mat-_s12-processed-gene-0.68&CDS=1-459	YMR263W
OG0000790	snap_masked-mat-_s12-processed-gene-0.47-mRNA-1_1&gene=snap_masked-mat-_s12-processed-gene-0.47&CDS=1-1188	YGR046W
OG0000791	snap_masked-mat-_s12-processed-gene-0.34-mRNA-1_1&gene=snap_masked-mat-_s12-processed-gene-0.34&CDS=1-1536	YCR053W
OG0000792	snap_masked-mat-_s12-processed-gene-0.48-mRNA-1_1&gene=snap_masked-mat-_s12-processed-gene-0.48&CDS=1-1416	YCR054C
OG0000793	snap_masked-mat-_s12-processed-gene-0.36-mRNA-1_1&gene=snap_masked-mat-_s12-processed-gene-0.36&CDS=1-4698	YKL215C
OG0000794	snap_masked-mat-_s12-processed-gene-0.50-mRNA-1_1&gene=snap_masked-mat-_s12-processed-gene-0.50&CDS=1-1137	YBR018C
OG0000795	augustus_masked-mat-_s12-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-mat-_s12-processed-gene-0.73&CDS=1-2097	YBR019C
OG0000796	snap_masked-mat-_s12-processed-gene-0.52-mRNA-1_1&gene=snap_masked-mat-_s12-processed-gene-0.52&CDS=1-1863	YOR273C
OG0000797	maker-mat-_s120-snap-gene-0.4-mRNA-1_1&gene=maker-mat-_s120-snap-gene-0.4&CDS=1-468	YOR357C
OG0000798	augustus_masked-mat-_s121-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-mat-_s121-processed-gene-0.3&CDS=1-717	YER100W
OG0000799	snap_masked-mat-_s123-processed-gene-0.26-mRNA-1_1&gene=snap_masked-mat-_s123-processed-gene-0.26&CDS=1-1455	YMR210W
OG0000800	snap_masked-mat-_s123-processed-gene-0.42-mRNA-1_1&gene=snap_masked-mat-_s123-processed-gene-0.42&CDS=1-855	YKL019W
OG0000801	augustus_masked-mat-_s123-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-mat-_s123-processed-gene-0.8&CDS=1-1428	YMR209C
OG0000802	augustus_masked-mat-_s123-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-mat-_s123-processed-gene-0.18&CDS=1-1353	YOR272W
OG0000803	snap_masked-mat-_s123-processed-gene-0.31-mRNA-1_1&gene=snap_masked-mat-_s123-processed-gene-0.31&CDS=1-1587	YMR217W
OG0000804	augustus_masked-mat-_s127-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-mat-_s127-processed-gene-0.0&CDS=1-1215	YKL181W
OG0000805	snap_masked-mat-_s127-processed-gene-0.6-mRNA-1_1&gene=snap_masked-mat-_s127-processed-gene-0.6&CDS=1-3354	YLR410W
OG0000806	snap_masked-mat-_s128-processed-gene-0.18-mRNA-1_1&gene=snap_masked-mat-_s128-processed-gene-0.18&CDS=1-1659	YDR188W
OG0000807	snap_masked-mat-_s128-processed-gene-0.22-mRNA-1_1&gene=snap_masked-mat-_s128-processed-gene-0.22&CDS=1-1908	YDR189W
OG0000808	augustus_masked-mat-_s128-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-mat-_s128-processed-gene-0.5&CDS=1-1368	YDR190C
OG0000809	snap_masked-mat-_s129-processed-gene-0.28-mRNA-1_1&gene=snap_masked-mat-_s129-processed-gene-0.28&CDS=1-555	YLR306W
OG0000810	snap_masked-mat-_s129-processed-gene-0.40-mRNA-1_1&gene=snap_masked-mat-_s129-processed-gene-0.40&CDS=1-831	YCR076C
OG0000811	snap_masked-mat-_s129-processed-gene-0.41-mRNA-1_1&gene=snap_masked-mat-_s129-processed-gene-0.41&CDS=1-1617	YMR223W
OG0000812	snap_masked-mat-_s129-processed-gene-0.42-mRNA-1_1&gene=snap_masked-mat-_s129-processed-gene-0.42&CDS=1-759	YOR281C
OG0000813	snap_masked-mat-_s129-processed-gene-0.32-mRNA-1_1&gene=snap_masked-mat-_s129-processed-gene-0.32&CDS=1-480	YCR090C
OG0000814	augustus_masked-mat-_s129-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-mat-_s129-processed-gene-0.4&CDS=1-2541	YER077C
OG0000815	snap_masked-mat-_s129-processed-gene-0.34-mRNA-1_1&gene=snap_masked-mat-_s129-processed-gene-0.34&CDS=1-903	YGR277C
OG0000816	snap_masked-mat-_s129-processed-gene-0.45-mRNA-1_1&gene=snap_masked-mat-_s129-processed-gene-0.45&CDS=1-3897	YMR304W
OG0000817	snap_masked-mat-_s129-processed-gene-0.35-mRNA-1_1&gene=snap_masked-mat-_s129-processed-gene-0.35&CDS=1-270	YDR424C
OG0000818	snap_masked-mat-_s129-processed-gene-0.46-mRNA-1_1&gene=snap_masked-mat-_s129-processed-gene-0.46&CDS=1-549	YML022W
OG0000819	snap_masked-mat-_s129-processed-gene-0.36-mRNA-1_1&gene=snap_masked-mat-_s129-processed-gene-0.36&CDS=1-3126	YML010W
OG0000820	genemark-mat-_s129-processed-gene-0.78-mRNA-1_1&gene=genemark-mat-_s129-processed-gene-0.78&CDS=1-1491	YLR005W
OG0000821	snap_masked-mat-_s129-processed-gene-0.38-mRNA-1_1&gene=snap_masked-mat-_s129-processed-gene-0.38&CDS=1-1074	YHR075C
OG0000822	snap_masked-mat-_s129-processed-gene-0.50-mRNA-1_1&gene=snap_masked-mat-_s129-processed-gene-0.50&CDS=1-2142	YHR074W
OG0000823	snap_masked-mat-_s129-processed-gene-0.53-mRNA-1_1&gene=snap_masked-mat-_s129-processed-gene-0.53&CDS=1-2691	YOR353C
OG0000824	snap_masked-mat-_s129-processed-gene-0.39-mRNA-1_1&gene=snap_masked-mat-_s129-processed-gene-0.39&CDS=1-978	YNL288W
OG0000825	snap_masked-mat-_s13-processed-gene-0.5-mRNA-1_1&gene=snap_masked-mat-_s13-processed-gene-0.5&CDS=1-1011	YBR046C
OG0000826	genemark-mat-_s13-processed-gene-0.18-mRNA-1_1&gene=genemark-mat-_s13-processed-gene-0.18&CDS=1-2877	YGR125W
OG0000827	augustus_masked-mat-_s13-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-mat-_s13-processed-gene-0.40&CDS=1-672	YDL046W
OG0000828	snap_masked-mat-_s132-processed-gene-0.11-mRNA-1_1&gene=snap_masked-mat-_s132-processed-gene-0.11&CDS=1-1218	YML048W
OG0000829	snap_masked-mat-_s132-processed-gene-0.13-mRNA-1_1&gene=snap_masked-mat-_s132-processed-gene-0.13&CDS=1-2301	YER091C
OG0000830	snap_masked-mat-_s132-processed-gene-0.15-mRNA-1_1&gene=snap_masked-mat-_s132-processed-gene-0.15&CDS=1-1206	YBL058W
OG0000831	snap_masked-mat-_s132-processed-gene-0.18-mRNA-1_1&gene=snap_masked-mat-_s132-processed-gene-0.18&CDS=1-1557	YER090W
OG0000832	snap_masked-mat-_s132-processed-gene-0.21-mRNA-1_1&gene=snap_masked-mat-_s132-processed-gene-0.21&CDS=1-1590	YBL054W
OG0000833	snap_masked-mat-_s132-processed-gene-0.27-mRNA-1_1&gene=snap_masked-mat-_s132-processed-gene-0.27&CDS=1-606	YBL057C
OG0000834	snap_masked-mat-_s134-processed-gene-0.8-mRNA-1_1&gene=snap_masked-mat-_s134-processed-gene-0.8&CDS=1-1389	YMR140W
OG0000835	augustus_masked-mat-_s134-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-mat-_s134-processed-gene-0.7&CDS=1-273	YDL157C
OG0000836	snap_masked-mat-_s135-processed-gene-0.23-mRNA-1_1&gene=snap_masked-mat-_s135-processed-gene-0.23&CDS=1-897	YOR251C
OG0000837	snap_masked-mat-_s135-processed-gene-0.40-mRNA-1_1&gene=snap_masked-mat-_s135-processed-gene-0.40&CDS=1-1614	YOR269W
OG0000838	snap_masked-mat-_s135-processed-gene-0.41-mRNA-1_1&gene=snap_masked-mat-_s135-processed-gene-0.41&CDS=1-891	YNL265C
OG0000839	snap_masked-mat-_s135-processed-gene-0.43-mRNA-1_1&gene=snap_masked-mat-_s135-processed-gene-0.43&CDS=1-1392	YLL011W
OG0000840	snap_masked-mat-_s135-processed-gene-0.46-mRNA-1_1&gene=snap_masked-mat-_s135-processed-gene-0.46&CDS=1-1068	YLR019W
OG0000841	augustus_masked-mat-_s135-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-mat-_s135-processed-gene-0.19&CDS=1-1071	YPL152W
OG0000842	snap_masked-mat-_s135-processed-gene-0.47-mRNA-1_1&gene=snap_masked-mat-_s135-processed-gene-0.47&CDS=1-1161	YPL151C
OG0000843	snap_masked-mat-_s137-processed-gene-0.7-mRNA-1_1&gene=snap_masked-mat-_s137-processed-gene-0.7&CDS=1-693	YNL168C
OG0000844	augustus_masked-mat-_s137-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-mat-_s137-processed-gene-0.4&CDS=1-1101	YHR144C
OG0000845	snap_masked-mat-_s14-processed-gene-0.49-mRNA-1_1&gene=snap_masked-mat-_s14-processed-gene-0.49&CDS=1-3054	YOR048C
OG0000846	snap_masked-mat-_s14-processed-gene-0.62-mRNA-1_1&gene=snap_masked-mat-_s14-processed-gene-0.62&CDS=1-1656	YKR097W
OG0000847	augustus_masked-mat-_s14-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-mat-_s14-processed-gene-0.7&CDS=1-1314	YIL153W
OG0000848	snap_masked-mat-_s14-processed-gene-0.66-mRNA-1_1&gene=snap_masked-mat-_s14-processed-gene-0.66&CDS=1-4749	YMR247C
OG0000849	snap_masked-mat-_s14-processed-gene-0.70-mRNA-1_1&gene=snap_masked-mat-_s14-processed-gene-0.70&CDS=1-1566	YHR030C
OG0000850	snap_masked-mat-_s14-processed-gene-0.55-mRNA-1_1&gene=snap_masked-mat-_s14-processed-gene-0.55&CDS=1-975	YKL120W
OG0000851	snap_masked-mat-_s142-processed-gene-0.1-mRNA-1_1&gene=snap_masked-mat-_s142-processed-gene-0.1&CDS=1-993	YJR093C
OG0000852	snap_masked-mat-_s142-processed-gene-0.5-mRNA-1_1&gene=snap_masked-mat-_s142-processed-gene-0.5&CDS=1-1194	YPR041W
OG0000853	snap_masked-mat-_s142-processed-gene-0.7-mRNA-1_1&gene=snap_masked-mat-_s142-processed-gene-0.7&CDS=1-1344	YJR084W
