	Nakazawaea_peltata	Saccharomyces_cerevisiae
OG0000449	-processed-gene-16.155-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-16.155&CDS=1-1440	YJR054W, YML047C
OG0000450	-processed-gene-17.66-mRNA-1_1&gene=snap_masked-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-17.66&CDS=1-1839	YBR238C, YGL107C
OG0000451	-processed-gene-17.142-mRNA-1_1&gene=augustus_masked-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-17.142&CDS=1-1482	YFL048C, YLR080W
OG0000452	-snap-gene-18.3-mRNA-1_1&gene=maker-gi|1002316200|dbj|BCGQ01000001.1|-snap-gene-18.3&CDS=1-1446	YMR177W, YPL224C
OG0000453	-augustus-gene-18.16-mRNA-1_1&gene=maker-gi|1002316200|dbj|BCGQ01000001.1|-augustus-gene-18.16&CDS=1-732	YGL076C, YPL198W
OG0000454	-processed-gene-19.7-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-19.7&CDS=1-1155, -processed-gene-21.141-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-21.141&CDS=1-1272	YBR207W
OG0000455	-augustus-gene-20.59-mRNA-1_1&gene=maker-gi|1002316200|dbj|BCGQ01000001.1|-augustus-gene-20.59&CDS=1-408	YDR471W, YHR010W
OG0000456	-processed-gene-20.70-mRNA-1_1&gene=snap_masked-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-20.70&CDS=1-8100	YBR140C, YOL081W
OG0000457	-processed-gene-20.135-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-20.135&CDS=1-2802	YDR069C, YER144C
OG0000458	-processed-gene-20.140-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-20.140&CDS=1-486	YBR244W, YIR037W
OG0000459	-processed-gene-20.168-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-20.168&CDS=1-747	YBR242W, YGL101W
OG0000460	-processed-gene-20.152-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-20.152&CDS=1-2016	YJL099W, YKR027W
OG0000461	-processed-gene-20.153-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-20.153&CDS=1-3102	YJL098W, YKR028W
OG0000462	-processed-gene-20.160-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-20.160&CDS=1-435	YGR118W, YPR132W
OG0000463	-processed-gene-21.105-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-21.105&CDS=1-2091	YBR172C, YPL105C
OG0000464	-processed-gene-21.127-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-21.127&CDS=1-888	YCR010C, YNR002C
OG0000465	-processed-gene-22.13-mRNA-1_1&gene=snap_masked-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-22.13&CDS=1-2085	YBR216C, YGL060W
OG0000466	-processed-gene-22.75-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-22.75&CDS=1-1251, -processed-gene-22.99-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-22.99&CDS=1-1302	YOR099W
OG0000467	-processed-gene-22.80-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-22.80&CDS=1-582	YKL065C, YMR040W
OG0000468	-processed-gene-23.143-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-23.143&CDS=1-411	YBL087C, YER117W
OG0000469	-processed-gene-23.41-mRNA-1_1&gene=augustus_masked-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-23.41&CDS=1-2859	YCR091W, YNR047W
OG0000470	-processed-gene-24.128-mRNA-1_1&gene=augustus_masked-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-24.128&CDS=1-414	YDR447C, YML024W
OG0000471	-processed-gene-24.48-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-24.48&CDS=1-1344	YDR451C, YML027W
OG0000472	-processed-gene-24.29-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-24.29&CDS=1-444	YDR450W, YML026C
OG0000473	-processed-gene-24.52-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-24.52&CDS=1-4266	YDR409W, YOR156C
OG0000474	-processed-gene-26.101-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-26.101&CDS=1-1092	YBR031W, YDR012W
OG0000475	-processed-gene-26.6-mRNA-1_1&gene=augustus_masked-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-26.6&CDS=1-2241	YJL083W, YKR019C
OG0000476	-processed-gene-26.104-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-26.104&CDS=1-2325	YJL082W, YKR018C
OG0000477	-processed-gene-26.141-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-26.141&CDS=1-4665	YCR073C, YNR031C
OG0000478	-processed-gene-27.106-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-27.106&CDS=1-951	YCR073W-A, YNR034W
OG0000479	-processed-gene-27.113-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-27.113&CDS=1-1545	YBR214W, YGL056C
OG0000480	-processed-gene-27.122-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-27.122&CDS=1-1557	YMR182C, YPL230W
OG0000481	-processed-gene-27.152-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-27.152&CDS=1-2181	YKL072W, YMR053C
OG0000482	-processed-gene-28.74-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-28.74&CDS=1-1803	YBR021W, YIR028W
OG0000483	-processed-gene-28.15-mRNA-1_1&gene=augustus_masked-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-28.15&CDS=1-288	YGR008C, YLR327C
OG0000484	-processed-gene-28.126-mRNA-1_1&gene=genemark-gi|1002316200|dbj|BCGQ01000001.1|-processed-gene-28.126&CDS=1-636	YAR002C-A, YGL002W
OG0000485	-processed-gene-0.80-mRNA-1_1&gene=genemark-gi|1002316190|dbj|BCGQ01000011.1|-processed-gene-0.80&CDS=1-3153	YPL248C
OG0000486	-augustus-gene-0.244-mRNA-1_1&gene=maker-gi|1002316190|dbj|BCGQ01000011.1|-augustus-gene-0.244&CDS=1-2907	YPL249C
OG0000487	-processed-gene-0.120-mRNA-1_1&gene=genemark-gi|1002316190|dbj|BCGQ01000011.1|-processed-gene-0.120&CDS=1-231	YMR194C-B
OG0000488	-processed-gene-0.86-mRNA-1_1&gene=genemark-gi|1002316190|dbj|BCGQ01000011.1|-processed-gene-0.86&CDS=1-1101	YBR221C
OG0000489	-processed-gene-0.87-mRNA-1_1&gene=genemark-gi|1002316190|dbj|BCGQ01000011.1|-processed-gene-0.87&CDS=1-1770	YBR220C
OG0000490	-processed-gene-0.88-mRNA-1_1&gene=genemark-gi|1002316190|dbj|BCGQ01000011.1|-processed-gene-0.88&CDS=1-561	YGL127C
OG0000491	-processed-gene-0.90-mRNA-1_1&gene=genemark-gi|1002316190|dbj|BCGQ01000011.1|-processed-gene-0.90&CDS=1-213	YJL127C-B
OG0000492	-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-gi|1002316190|dbj|BCGQ01000011.1|-processed-gene-0.42&CDS=1-1047	YNL274C
OG0000493	-processed-gene-0.125-mRNA-1_1&gene=genemark-gi|1002316190|dbj|BCGQ01000011.1|-processed-gene-0.125&CDS=1-1338	YKR051W
OG0000494	-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-gi|1002316190|dbj|BCGQ01000011.1|-processed-gene-0.12&CDS=1-1965	YJL132W
OG0000495	-processed-gene-0.174-mRNA-1_1&gene=snap_masked-gi|1002316190|dbj|BCGQ01000011.1|-processed-gene-0.174&CDS=1-258	YGR161C
OG0000496	-processed-gene-0.126-mRNA-1_1&gene=genemark-gi|1002316190|dbj|BCGQ01000011.1|-processed-gene-0.126&CDS=1-894	YLR308W
OG0000497	-processed-gene-0.128-mRNA-1_1&gene=genemark-gi|1002316190|dbj|BCGQ01000011.1|-processed-gene-0.128&CDS=1-642	YJL055W
OG0000498	-processed-gene-0.93-mRNA-1_1&gene=genemark-gi|1002316190|dbj|BCGQ01000011.1|-processed-gene-0.93&CDS=1-1836	YJL128C
OG0000499	-processed-gene-0.129-mRNA-1_1&gene=genemark-gi|1002316190|dbj|BCGQ01000011.1|-processed-gene-0.129&CDS=1-1353	YJL054W
OG0000500	-processed-gene-0.94-mRNA-1_1&gene=genemark-gi|1002316190|dbj|BCGQ01000011.1|-processed-gene-0.94&CDS=1-1728	YBR274W
OG0000501	-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-gi|1002316190|dbj|BCGQ01000011.1|-processed-gene-0.51&CDS=1-2313	YDR143C
OG0000502	-augustus-gene-0.249-mRNA-1_1&gene=maker-gi|1002316190|dbj|BCGQ01000011.1|-augustus-gene-0.249&CDS=1-1188	YBL057C
OG0000503	-processed-gene-0.221-mRNA-1_1&gene=snap_masked-gi|1002316190|dbj|BCGQ01000011.1|-processed-gene-0.221&CDS=1-5274	YNL242W
OG0000504	-processed-gene-0.97-mRNA-1_1&gene=genemark-gi|1002316190|dbj|BCGQ01000011.1|-processed-gene-0.97&CDS=1-3087	YDL215C
OG0000505	-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-gi|1002316190|dbj|BCGQ01000011.1|-processed-gene-0.18&CDS=1-2091	YHR197W
OG0000506	-processed-gene-0.99-mRNA-1_1&gene=genemark-gi|1002316190|dbj|BCGQ01000011.1|-processed-gene-0.99&CDS=1-1332	YJL155C
OG0000507	-processed-gene-0.142-mRNA-1_1&gene=genemark-gi|1002316190|dbj|BCGQ01000011.1|-processed-gene-0.142&CDS=1-894	YDL065C
OG0000508	-processed-gene-0.100-mRNA-1_1&gene=genemark-gi|1002316190|dbj|BCGQ01000011.1|-processed-gene-0.100&CDS=1-504	YDL064W
OG0000509	-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-gi|1002316190|dbj|BCGQ01000011.1|-processed-gene-0.61&CDS=1-1866	YDL063C
OG0000510	-processed-gene-0.101-mRNA-1_1&gene=genemark-gi|1002316190|dbj|BCGQ01000011.1|-processed-gene-0.101&CDS=1-243	YLR390W
OG0000511	-processed-gene-0.104-mRNA-1_1&gene=genemark-gi|1002316190|dbj|BCGQ01000011.1|-processed-gene-0.104&CDS=1-1293	YMR034C
OG0000512	-processed-gene-0.144-mRNA-1_1&gene=genemark-gi|1002316190|dbj|BCGQ01000011.1|-processed-gene-0.144&CDS=1-837	YGL221C
OG0000513	-processed-gene-0.147-mRNA-1_1&gene=genemark-gi|1002316190|dbj|BCGQ01000011.1|-processed-gene-0.147&CDS=1-2577	YML093W
OG0000514	-processed-gene-0.148-mRNA-1_1&gene=genemark-gi|1002316190|dbj|BCGQ01000011.1|-processed-gene-0.148&CDS=1-750	YML092C
OG0000515	-processed-gene-0.150-mRNA-1_1&gene=genemark-gi|1002316190|dbj|BCGQ01000011.1|-processed-gene-0.150&CDS=1-1287	YML126C
OG0000516	-processed-gene-0.151-mRNA-1_1&gene=genemark-gi|1002316190|dbj|BCGQ01000011.1|-processed-gene-0.151&CDS=1-1611	YML128C
OG0000517	-processed-gene-0.152-mRNA-1_1&gene=genemark-gi|1002316190|dbj|BCGQ01000011.1|-processed-gene-0.152&CDS=1-1770	YMR250W
OG0000518	-processed-gene-0.108-mRNA-1_1&gene=genemark-gi|1002316190|dbj|BCGQ01000011.1|-processed-gene-0.108&CDS=1-996	YML121W
OG0000519	-augustus-gene-0.253-mRNA-1_1&gene=maker-gi|1002316190|dbj|BCGQ01000011.1|-augustus-gene-0.253&CDS=1-1344	YHR190W
OG0000520	-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-gi|1002316190|dbj|BCGQ01000011.1|-processed-gene-0.71&CDS=1-2922	YFL025C
OG0000521	-processed-gene-0.154-mRNA-1_1&gene=genemark-gi|1002316190|dbj|BCGQ01000011.1|-processed-gene-0.154&CDS=1-465	YML098W
OG0000522	-processed-gene-0.156-mRNA-1_1&gene=genemark-gi|1002316190|dbj|BCGQ01000011.1|-processed-gene-0.156&CDS=1-660	YHL031C
OG0000523	-processed-gene-0.157-mRNA-1_1&gene=genemark-gi|1002316190|dbj|BCGQ01000011.1|-processed-gene-0.157&CDS=1-798	YLL041C
OG0000524	-processed-gene-0.111-mRNA-1_1&gene=genemark-gi|1002316190|dbj|BCGQ01000011.1|-processed-gene-0.111&CDS=1-858	YJR093C
OG0000525	-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-gi|1002316190|dbj|BCGQ01000011.1|-processed-gene-0.76&CDS=1-4200	YJR092W
OG0000526	-processed-gene-0.115-mRNA-1_1&gene=genemark-gi|1002316190|dbj|BCGQ01000011.1|-processed-gene-0.115&CDS=1-1620	YNL240C
OG0000527	-processed-gene-0.116-mRNA-1_1&gene=genemark-gi|1002316190|dbj|BCGQ01000011.1|-processed-gene-0.116&CDS=1-1524	YNL241C
OG0000528	-processed-gene-0.25-mRNA-1_1&gene=snap_masked-gi|1002316191|dbj|BCGQ01000010.1|-processed-gene-0.25&CDS=1-561	YCR043C
OG0000529	-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-gi|1002316191|dbj|BCGQ01000010.1|-processed-gene-0.104&CDS=1-6231	YJL207C
OG0000530	-processed-gene-0.41-mRNA-1_1&gene=genemark-gi|1002316191|dbj|BCGQ01000010.1|-processed-gene-0.41&CDS=1-1626	YNL275W
OG0000531	-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-gi|1002316191|dbj|BCGQ01000010.1|-processed-gene-0.106&CDS=1-981	YJL208C
OG0000532	-processed-gene-0.69-mRNA-1_1&gene=genemark-gi|1002316191|dbj|BCGQ01000010.1|-processed-gene-0.69&CDS=1-1059	YBR018C
OG0000533	-processed-gene-0.42-mRNA-1_1&gene=genemark-gi|1002316191|dbj|BCGQ01000010.1|-processed-gene-0.42&CDS=1-2043	YBR019C
OG0000534	-processed-gene-0.44-mRNA-1_1&gene=genemark-gi|1002316191|dbj|BCGQ01000010.1|-processed-gene-0.44&CDS=1-369	YDR511W
OG0000535	-processed-gene-0.71-mRNA-1_1&gene=genemark-gi|1002316191|dbj|BCGQ01000010.1|-processed-gene-0.71&CDS=1-1212	YDR517W
OG0000536	-processed-gene-0.72-mRNA-1_1&gene=genemark-gi|1002316191|dbj|BCGQ01000010.1|-processed-gene-0.72&CDS=1-1728	YCL038C
OG0000537	-processed-gene-0.73-mRNA-1_1&gene=genemark-gi|1002316191|dbj|BCGQ01000010.1|-processed-gene-0.73&CDS=1-2898	YJL204C
OG0000538	-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-gi|1002316191|dbj|BCGQ01000010.1|-processed-gene-0.91&CDS=1-2244	YML004C
OG0000539	-processed-gene-0.74-mRNA-1_1&gene=genemark-gi|1002316191|dbj|BCGQ01000010.1|-processed-gene-0.74&CDS=1-399	YCL033C
OG0000540	-processed-gene-0.53-mRNA-1_1&gene=genemark-gi|1002316191|dbj|BCGQ01000010.1|-processed-gene-0.53&CDS=1-393	YDR512C
OG0000541	-processed-gene-0.116-mRNA-1_1&gene=augustus_masked-gi|1002316191|dbj|BCGQ01000010.1|-processed-gene-0.116&CDS=1-1731	YJL201W
OG0000542	-processed-gene-0.80-mRNA-1_1&gene=genemark-gi|1002316191|dbj|BCGQ01000010.1|-processed-gene-0.80&CDS=1-354	YKL003C
OG0000543	-processed-gene-0.57-mRNA-1_1&gene=genemark-gi|1002316191|dbj|BCGQ01000010.1|-processed-gene-0.57&CDS=1-702	YKL002W
OG0000544	-processed-gene-0.18-mRNA-1_1&gene=snap_masked-gi|1002316191|dbj|BCGQ01000010.1|-processed-gene-0.18&CDS=1-1446	YKL090W
OG0000545	-processed-gene-0.59-mRNA-1_1&gene=genemark-gi|1002316191|dbj|BCGQ01000010.1|-processed-gene-0.59&CDS=1-501	YBR122C
OG0000546	-processed-gene-0.81-mRNA-1_1&gene=genemark-gi|1002316191|dbj|BCGQ01000010.1|-processed-gene-0.81&CDS=1-1647	YBR123C
OG0000547	-processed-gene-0.60-mRNA-1_1&gene=genemark-gi|1002316191|dbj|BCGQ01000010.1|-processed-gene-0.60&CDS=1-918	YHL013C
OG0000548	-processed-gene-1.1-mRNA-1_1&gene=augustus_masked-gi|1002316191|dbj|BCGQ01000010.1|-processed-gene-1.1&CDS=1-1059	YBR125C
OG0000549	-processed-gene-1.92-mRNA-1_1&gene=genemark-gi|1002316191|dbj|BCGQ01000010.1|-processed-gene-1.92&CDS=1-1422	YBR126C
OG0000550	-processed-gene-1.48-mRNA-1_1&gene=snap_masked-gi|1002316191|dbj|BCGQ01000010.1|-processed-gene-1.48&CDS=1-1515	YBR127C
OG0000551	-processed-gene-1.95-mRNA-1_1&gene=genemark-gi|1002316191|dbj|BCGQ01000010.1|-processed-gene-1.95&CDS=1-2328	YMR078C
OG0000552	-processed-gene-1.90-mRNA-1_1&gene=genemark-gi|1002316191|dbj|BCGQ01000010.1|-processed-gene-1.90&CDS=1-900	YMR079W
OG0000553	-processed-gene-1.96-mRNA-1_1&gene=genemark-gi|1002316191|dbj|BCGQ01000010.1|-processed-gene-1.96&CDS=1-3030	YKL092C
OG0000554	-processed-gene-1.118-mRNA-1_1&gene=genemark-gi|1002316191|dbj|BCGQ01000010.1|-processed-gene-1.118&CDS=1-2703	YMR080C
OG0000555	-processed-gene-1.97-mRNA-1_1&gene=genemark-gi|1002316191|dbj|BCGQ01000010.1|-processed-gene-1.97&CDS=1-1524	YKL100C
OG0000556	-processed-gene-1.121-mRNA-1_1&gene=genemark-gi|1002316191|dbj|BCGQ01000010.1|-processed-gene-1.121&CDS=1-750	YNL246W
OG0000557	-processed-gene-1.122-mRNA-1_1&gene=genemark-gi|1002316191|dbj|BCGQ01000010.1|-processed-gene-1.122&CDS=1-1227	YNL248C
OG0000558	-processed-gene-1.100-mRNA-1_1&gene=genemark-gi|1002316191|dbj|BCGQ01000010.1|-processed-gene-1.100&CDS=1-549	YJR097W
OG0000559	-processed-gene-1.29-mRNA-1_1&gene=augustus_masked-gi|1002316191|dbj|BCGQ01000010.1|-processed-gene-1.29&CDS=1-1887	YJR098C
OG0000560	-snap-gene-1.139-mRNA-1_1&gene=maker-gi|1002316191|dbj|BCGQ01000010.1|-snap-gene-1.139&CDS=1-2874	YLR071C
OG0000561	-processed-gene-1.105-mRNA-1_1&gene=genemark-gi|1002316191|dbj|BCGQ01000010.1|-processed-gene-1.105&CDS=1-993	YPL266W
OG0000562	-processed-gene-1.125-mRNA-1_1&gene=genemark-gi|1002316191|dbj|BCGQ01000010.1|-processed-gene-1.125&CDS=1-1890	YPL263C
OG0000563	-processed-gene-1.32-mRNA-1_1&gene=augustus_masked-gi|1002316191|dbj|BCGQ01000010.1|-processed-gene-1.32&CDS=1-2022	YPL269W
OG0000564	-processed-gene-1.106-mRNA-1_1&gene=genemark-gi|1002316191|dbj|BCGQ01000010.1|-processed-gene-1.106&CDS=1-2838	YEL055C
OG0000565	-snap-gene-1.142-mRNA-1_1&gene=maker-gi|1002316191|dbj|BCGQ01000010.1|-snap-gene-1.142&CDS=1-951	YDR079W
OG0000566	-processed-gene-1.107-mRNA-1_1&gene=genemark-gi|1002316191|dbj|BCGQ01000010.1|-processed-gene-1.107&CDS=1-1008	YER156C
OG0000567	-processed-gene-1.62-mRNA-1_1&gene=snap_masked-gi|1002316191|dbj|BCGQ01000010.1|-processed-gene-1.62&CDS=1-5508	YER155C
OG0000568	-processed-gene-1.130-mRNA-1_1&gene=genemark-gi|1002316191|dbj|BCGQ01000010.1|-processed-gene-1.130&CDS=1-1197	YER154W
OG0000569	-processed-gene-1.110-mRNA-1_1&gene=genemark-gi|1002316191|dbj|BCGQ01000010.1|-processed-gene-1.110&CDS=1-549	YCR027C
OG0000570	-processed-gene-1.132-mRNA-1_1&gene=genemark-gi|1002316191|dbj|BCGQ01000010.1|-processed-gene-1.132&CDS=1-648	YBR072W
OG0000571	-processed-gene-1.133-mRNA-1_1&gene=genemark-gi|1002316191|dbj|BCGQ01000010.1|-processed-gene-1.133&CDS=1-1464	YNL330C
OG0000572	-processed-gene-1.134-mRNA-1_1&gene=genemark-gi|1002316191|dbj|BCGQ01000010.1|-processed-gene-1.134&CDS=1-1080	YNL326C
OG0000573	-processed-gene-1.135-mRNA-1_1&gene=genemark-gi|1002316191|dbj|BCGQ01000010.1|-processed-gene-1.135&CDS=1-4887	YPL242C
OG0000574	-processed-gene-1.112-mRNA-1_1&gene=genemark-gi|1002316191|dbj|BCGQ01000010.1|-processed-gene-1.112&CDS=1-2103	YMR186W
OG0000575	-processed-gene-1.137-mRNA-1_1&gene=genemark-gi|1002316191|dbj|BCGQ01000010.1|-processed-gene-1.137&CDS=1-888	YPL237W
OG0000576	-processed-gene-1.138-mRNA-1_1&gene=genemark-gi|1002316191|dbj|BCGQ01000010.1|-processed-gene-1.138&CDS=1-594	YPL239W
OG0000577	-augustus-gene-1.145-mRNA-1_1&gene=maker-gi|1002316191|dbj|BCGQ01000010.1|-augustus-gene-1.145&CDS=1-4200	YOR184W
OG0000578	-processed-gene-1.117-mRNA-1_1&gene=genemark-gi|1002316191|dbj|BCGQ01000010.1|-processed-gene-1.117&CDS=1-897	YLR288C
OG0000579	-processed-gene-2.97-mRNA-1_1&gene=augustus_masked-gi|1002316191|dbj|BCGQ01000010.1|-processed-gene-2.97&CDS=1-1107	YLR291C
OG0000580	-processed-gene-2.3-mRNA-1_1&gene=snap_masked-gi|1002316191|dbj|BCGQ01000010.1|-processed-gene-2.3&CDS=1-1632	YPL243W
OG0000581	-processed-gene-2.1-mRNA-1_1&gene=snap_masked-gi|1002316191|dbj|BCGQ01000010.1|-processed-gene-2.1&CDS=1-2166	YKL188C
OG0000582	-processed-gene-2.75-mRNA-1_1&gene=genemark-gi|1002316191|dbj|BCGQ01000010.1|-processed-gene-2.75&CDS=1-1299	YOR187W
OG0000583	-processed-gene-2.53-mRNA-1_1&gene=genemark-gi|1002316191|dbj|BCGQ01000010.1|-processed-gene-2.53&CDS=1-3219	YNL329C
OG0000584	-processed-gene-2.55-mRNA-1_1&gene=genemark-gi|1002316191|dbj|BCGQ01000010.1|-processed-gene-2.55&CDS=1-921	YJR142W
OG0000585	-processed-gene-2.77-mRNA-1_1&gene=genemark-gi|1002316191|dbj|BCGQ01000010.1|-processed-gene-2.77&CDS=1-2286	YJR143C
OG0000586	-processed-gene-2.105-mRNA-1_1&gene=augustus_masked-gi|1002316191|dbj|BCGQ01000010.1|-processed-gene-2.105&CDS=1-852	YJR144W
OG0000587	-processed-gene-2.127-mRNA-1_1&gene=augustus_masked-gi|1002316191|dbj|BCGQ01000010.1|-processed-gene-2.127&CDS=1-2463	YMR114C
OG0000588	-augustus-gene-2.145-mRNA-1_1&gene=maker-gi|1002316191|dbj|BCGQ01000010.1|-augustus-gene-2.145&CDS=1-2466	YMR116C
OG0000589	-processed-gene-2.58-mRNA-1_1&gene=genemark-gi|1002316191|dbj|BCGQ01000010.1|-processed-gene-2.58&CDS=1-441	YMR112C
OG0000590	-processed-gene-2.107-mRNA-1_1&gene=augustus_masked-gi|1002316191|dbj|BCGQ01000010.1|-processed-gene-2.107&CDS=1-1749	YER087W
OG0000591	-processed-gene-2.83-mRNA-1_1&gene=genemark-gi|1002316191|dbj|BCGQ01000010.1|-processed-gene-2.83&CDS=1-261	YER019C-A
OG0000592	-processed-gene-2.60-mRNA-1_1&gene=genemark-gi|1002316191|dbj|BCGQ01000010.1|-processed-gene-2.60&CDS=1-2136	YBL051C
OG0000593	-processed-gene-2.84-mRNA-1_1&gene=genemark-gi|1002316191|dbj|BCGQ01000010.1|-processed-gene-2.84&CDS=1-1260	YBL054W
OG0000594	-processed-gene-2.63-mRNA-1_1&gene=genemark-gi|1002316191|dbj|BCGQ01000010.1|-processed-gene-2.63&CDS=1-957	YIL041W
OG0000595	-processed-gene-2.85-mRNA-1_1&gene=genemark-gi|1002316191|dbj|BCGQ01000010.1|-processed-gene-2.85&CDS=1-687	YPR124W
OG0000596	-processed-gene-2.64-mRNA-1_1&gene=genemark-gi|1002316191|dbj|BCGQ01000010.1|-processed-gene-2.64&CDS=1-1146	YAL032C
OG0000597	-processed-gene-2.86-mRNA-1_1&gene=genemark-gi|1002316191|dbj|BCGQ01000010.1|-processed-gene-2.86&CDS=1-324	YAL033W
OG0000598	-processed-gene-2.65-mRNA-1_1&gene=genemark-gi|1002316191|dbj|BCGQ01000010.1|-processed-gene-2.65&CDS=1-1656	YPL086C
OG0000599	-processed-gene-2.88-mRNA-1_1&gene=genemark-gi|1002316191|dbj|BCGQ01000010.1|-processed-gene-2.88&CDS=1-1221	YPL054W
OG0000600	-processed-gene-2.89-mRNA-1_1&gene=genemark-gi|1002316191|dbj|BCGQ01000010.1|-processed-gene-2.89&CDS=1-1917	YPL093W
OG0000601	-processed-gene-2.68-mRNA-1_1&gene=genemark-gi|1002316191|dbj|BCGQ01000010.1|-processed-gene-2.68&CDS=1-1191	YDR255C
OG0000602	-processed-gene-2.22-mRNA-1_1&gene=snap_masked-gi|1002316191|dbj|BCGQ01000010.1|-processed-gene-2.22&CDS=1-627	YMR069W
OG0000603	-processed-gene-2.71-mRNA-1_1&gene=genemark-gi|1002316191|dbj|BCGQ01000010.1|-processed-gene-2.71&CDS=1-1938	YNR039C
OG0000604	-processed-gene-2.43-mRNA-1_1&gene=snap_masked-gi|1002316191|dbj|BCGQ01000010.1|-processed-gene-2.43&CDS=1-1392	YMR067C
OG0000605	-processed-gene-2.72-mRNA-1_1&gene=genemark-gi|1002316191|dbj|BCGQ01000010.1|-processed-gene-2.72&CDS=1-858	YKL024C
OG0000606	-processed-gene-2.44-mRNA-1_1&gene=snap_masked-gi|1002316191|dbj|BCGQ01000010.1|-processed-gene-2.44&CDS=1-2538	YMR066W
OG0000607	-processed-gene-2.93-mRNA-1_1&gene=genemark-gi|1002316191|dbj|BCGQ01000010.1|-processed-gene-2.93&CDS=1-1344	YKL082C
OG0000608	-processed-gene-2.73-mRNA-1_1&gene=genemark-gi|1002316191|dbj|BCGQ01000010.1|-processed-gene-2.73&CDS=1-1185	YKL080W
OG0000609	-snap-gene-3.110-mRNA-1_1&gene=maker-gi|1002316191|dbj|BCGQ01000010.1|-snap-gene-3.110&CDS=1-1440	YHR004C
OG0000610	-processed-gene-3.127-mRNA-1_1&gene=genemark-gi|1002316191|dbj|BCGQ01000010.1|-processed-gene-3.127&CDS=1-1599	YDL178W
OG0000611	-processed-gene-3.131-mRNA-1_1&gene=genemark-gi|1002316191|dbj|BCGQ01000010.1|-processed-gene-3.131&CDS=1-510	YDL177C
OG0000612	-processed-gene-3.4-mRNA-1_1&gene=augustus_masked-gi|1002316191|dbj|BCGQ01000010.1|-processed-gene-3.4&CDS=1-1239	YGR210C
OG0000613	-processed-gene-3.129-mRNA-1_1&gene=genemark-gi|1002316191|dbj|BCGQ01000010.1|-processed-gene-3.129&CDS=1-1413	YPL063W
