	Candida_apicola	Saccharomyces_cerevisiae
OG0000373	augustus_masked-LBNK01000016.1-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-LBNK01000016.1-processed-gene-0.11&CDS=1-1629	YHL017W, YKL039W
OG0000374	augustus_masked-LBNK01000016.1-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-LBNK01000016.1-processed-gene-0.19&CDS=1-1053	YNL108C, YOR110W
OG0000375	augustus_masked-LBNK01000016.1-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-LBNK01000016.1-processed-gene-0.24&CDS=1-564	YGL147C, YNL067W
OG0000376	augustus_masked-LBNK01000017.1-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-LBNK01000017.1-processed-gene-0.30&CDS=1-3150	YML100W, YMR261C
OG0000377	augustus_masked-LBNK01000017.1-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-LBNK01000017.1-processed-gene-0.38&CDS=1-618	YAL007C, YOR016C
OG0000378	augustus_masked-LBNK01000018.1-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-LBNK01000018.1-processed-gene-0.73&CDS=1-246	YHR021C, YKL156W
OG0000379	augustus_masked-LBNK01000018.1-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-LBNK01000018.1-processed-gene-0.90&CDS=1-1194	YAL034C, YOR338W
OG0000380	augustus_masked-LBNK01000018.1-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-LBNK01000018.1-processed-gene-0.66&CDS=1-921	YCL050C, YDR530C
OG0000381	augustus_masked-LBNK01000019.1-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-LBNK01000019.1-processed-gene-0.84&CDS=1-408	YER057C, YIL051C
OG0000382	augustus_masked-LBNK01000019.1-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-LBNK01000019.1-processed-gene-0.67&CDS=1-2724	YBR172C, YPL105C
OG0000383	augustus_masked-LBNK01000019.1-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-LBNK01000019.1-processed-gene-0.90&CDS=1-1911	YMR237W, YOR299W
OG0000384	maker-LBNK01000020.1-snap-gene-0.44-mRNA-1_1&gene=maker-LBNK01000020.1-snap-gene-0.44&CDS=1-3000	YLR450W, YML075C
OG0000385	augustus_masked-LBNK01000023.1-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-LBNK01000023.1-processed-gene-0.14&CDS=1-648	YML106W, YMR271C
OG0000386	augustus_masked-LBNK01000001.1-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-0.78&CDS=1-969	YDR372C
OG0000387	augustus_masked-LBNK01000001.1-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-0.56&CDS=1-2181	YPL008W
OG0000388	genemark-LBNK01000001.1-processed-gene-0.105-mRNA-1_1&gene=genemark-LBNK01000001.1-processed-gene-0.105&CDS=1-936	YNR032W
OG0000389	augustus_masked-LBNK01000001.1-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-0.81&CDS=1-1527	YHR168W
OG0000390	augustus_masked-LBNK01000001.1-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-0.58&CDS=1-2130	YOR141C
OG0000391	augustus_masked-LBNK01000001.1-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-0.59&CDS=1-1290	YGR244C
OG0000392	augustus_masked-LBNK01000001.1-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-0.82&CDS=1-2064	YNR033W
OG0000393	maker-LBNK01000001.1-snap-gene-0.51-mRNA-1_1&gene=maker-LBNK01000001.1-snap-gene-0.51&CDS=1-1548	YBR282W
OG0000394	augustus_masked-LBNK01000001.1-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-0.83&CDS=1-675	YNL110C
OG0000395	augustus_masked-LBNK01000001.1-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-0.84&CDS=1-1206	YJL004C
OG0000396	augustus_masked-LBNK01000001.1-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-0.85&CDS=1-1770	YGR103W
OG0000397	augustus_masked-LBNK01000001.1-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-0.63&CDS=1-1575	YOR132W
OG0000398	augustus_masked-LBNK01000001.1-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-0.87&CDS=1-1224	YDR375C
OG0000399	augustus_masked-LBNK01000001.1-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-0.88&CDS=1-732	YKR060W
OG0000400	augustus_masked-LBNK01000001.1-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-0.64&CDS=1-1095	YML114C
OG0000401	augustus_masked-LBNK01000001.1-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-0.67&CDS=1-2115	YMR277W
OG0000402	genemark-LBNK01000001.1-processed-gene-0.118-mRNA-1_1&gene=genemark-LBNK01000001.1-processed-gene-0.118&CDS=1-1572	YLR253W
OG0000403	augustus_masked-LBNK01000001.1-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-0.89&CDS=1-1530	YBR126C
OG0000404	augustus_masked-LBNK01000001.1-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-0.69&CDS=1-1839	YNL039W
OG0000405	augustus_masked-LBNK01000001.1-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-0.70&CDS=1-564	YHR012W
OG0000406	augustus_masked-LBNK01000001.1-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-0.93&CDS=1-1326	YNL277W
OG0000407	augustus_masked-LBNK01000001.1-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-0.71&CDS=1-648	YOR245C
OG0000408	augustus_masked-LBNK01000001.1-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-0.95&CDS=1-3156	YOL098C
OG0000409	augustus_masked-LBNK01000001.1-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-0.96&CDS=1-2280	YER091C
OG0000410	augustus_masked-LBNK01000001.1-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-0.72&CDS=1-846	YFR041C
OG0000411	maker-LBNK01000001.1-snap-gene-0.54-mRNA-1_1&gene=maker-LBNK01000001.1-snap-gene-0.54&CDS=1-2868	YKR028W
OG0000412	augustus_masked-LBNK01000001.1-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-0.73&CDS=1-1164	YGL067W
OG0000413	augustus_masked-LBNK01000001.1-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-0.75&CDS=1-1290	YBR143C
OG0000414	augustus_masked-LBNK01000001.1-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-0.100&CDS=1-2223	YBR142W
OG0000415	augustus_masked-LBNK01000001.1-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-0.76&CDS=1-393	YCL033C
OG0000416	augustus_masked-LBNK01000001.1-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-0.102&CDS=1-1200	YCL034W
OG0000417	augustus_masked-LBNK01000001.1-processed-gene-1.0-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-1.0&CDS=1-1476	YFL022C
OG0000418	augustus_masked-LBNK01000001.1-processed-gene-1.1-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-1.1&CDS=1-1008	YKL085W
OG0000419	augustus_masked-LBNK01000001.1-processed-gene-1.4-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-1.4&CDS=1-495	YMR071C
OG0000420	maker-LBNK01000001.1-snap-gene-1.160-mRNA-1_1&gene=maker-LBNK01000001.1-snap-gene-1.160&CDS=1-2892	YKL046C
OG0000421	maker-LBNK01000001.1-snap-gene-1.164-mRNA-1_1&gene=maker-LBNK01000001.1-snap-gene-1.164&CDS=1-1458	YBR289W
OG0000422	augustus_masked-LBNK01000001.1-processed-gene-1.28-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-1.28&CDS=1-1242	YMR062C
OG0000423	augustus_masked-LBNK01000001.1-processed-gene-1.5-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-1.5&CDS=1-561	YGR076C
OG0000424	augustus_masked-LBNK01000001.1-processed-gene-1.29-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-1.29&CDS=1-2601	YNL321W
OG0000425	augustus_masked-LBNK01000001.1-processed-gene-1.30-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-1.30&CDS=1-645	YOL139C
OG0000426	augustus_masked-LBNK01000001.1-processed-gene-1.7-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-1.7&CDS=1-2007	YHR194W
OG0000427	augustus_masked-LBNK01000001.1-processed-gene-1.8-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-1.8&CDS=1-462	YPL225W
OG0000428	augustus_masked-LBNK01000001.1-processed-gene-1.32-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-1.32&CDS=1-1002	YMR146C
OG0000429	genemark-LBNK01000001.1-processed-gene-1.87-mRNA-1_1&gene=genemark-LBNK01000001.1-processed-gene-1.87&CDS=1-279	YOL026C
OG0000430	augustus_masked-LBNK01000001.1-processed-gene-1.12-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-1.12&CDS=1-495	YCR090C
OG0000431	augustus_masked-LBNK01000001.1-processed-gene-1.13-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-1.13&CDS=1-375	YNR046W
OG0000432	augustus_masked-LBNK01000001.1-processed-gene-1.36-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-1.36&CDS=1-300	YDR031W
OG0000433	augustus_masked-LBNK01000001.1-processed-gene-1.14-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-1.14&CDS=1-1236	YCL029C
OG0000434	augustus_masked-LBNK01000001.1-processed-gene-1.37-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-1.37&CDS=1-300	YPR063C
OG0000435	augustus_masked-LBNK01000001.1-processed-gene-1.15-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-1.15&CDS=1-504	YFL017C
OG0000436	augustus_masked-LBNK01000001.1-processed-gene-1.38-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-1.38&CDS=1-1968	YDR172W
OG0000437	augustus_masked-LBNK01000001.1-processed-gene-1.39-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-1.39&CDS=1-1446	YGL166W
OG0000438	augustus_masked-LBNK01000001.1-processed-gene-1.16-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-1.16&CDS=1-1305	YER019W
OG0000439	augustus_masked-LBNK01000001.1-processed-gene-1.40-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-1.40&CDS=1-1074	YDR047W
OG0000440	augustus_masked-LBNK01000001.1-processed-gene-1.17-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-1.17&CDS=1-684	YBR256C
OG0000441	augustus_masked-LBNK01000001.1-processed-gene-1.41-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-1.41&CDS=1-1260	YIR012W
OG0000442	augustus_masked-LBNK01000001.1-processed-gene-1.43-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-1.43&CDS=1-636	YMR068W
OG0000443	augustus_masked-LBNK01000001.1-processed-gene-1.20-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-1.20&CDS=1-987	YGL136C
OG0000444	augustus_masked-LBNK01000001.1-processed-gene-1.45-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-1.45&CDS=1-1935	YBR198C
OG0000445	augustus_masked-LBNK01000001.1-processed-gene-1.46-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-1.46&CDS=1-750	YOL038W
OG0000446	augustus_masked-LBNK01000001.1-processed-gene-1.23-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-1.23&CDS=1-1233	YGR149W
OG0000447	augustus_masked-LBNK01000001.1-processed-gene-1.49-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-1.49&CDS=1-1665	YGL192W
OG0000448	snap_masked-LBNK01000001.1-processed-gene-2.117-mRNA-1_1&gene=snap_masked-LBNK01000001.1-processed-gene-2.117&CDS=1-186	YMR256C
OG0000449	snap_masked-LBNK01000001.1-processed-gene-2.118-mRNA-1_1&gene=snap_masked-LBNK01000001.1-processed-gene-2.118&CDS=1-2451	YDR089W
OG0000450	augustus_masked-LBNK01000001.1-processed-gene-2.1-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-2.1&CDS=1-957	YDL193W
OG0000451	augustus_masked-LBNK01000001.1-processed-gene-2.2-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-2.2&CDS=1-1674	YDR311W
OG0000452	augustus_masked-LBNK01000001.1-processed-gene-2.4-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-2.4&CDS=1-2280	YDR320C
OG0000453	augustus_masked-LBNK01000001.1-processed-gene-2.5-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-2.5&CDS=1-564	YLR435W
OG0000454	augustus_masked-LBNK01000001.1-processed-gene-2.6-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-2.6&CDS=1-1725	YLR433C
OG0000455	genemark-LBNK01000001.1-processed-gene-2.94-mRNA-1_1&gene=genemark-LBNK01000001.1-processed-gene-2.94&CDS=1-564	YMR138W
OG0000456	augustus_masked-LBNK01000001.1-processed-gene-2.7-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-2.7&CDS=1-2475	YEL032W
OG0000457	augustus_masked-LBNK01000001.1-processed-gene-2.9-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-2.9&CDS=1-3594	YEL031W
OG0000458	augustus_masked-LBNK01000001.1-processed-gene-2.10-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-2.10&CDS=1-810	YGL232W
OG0000459	augustus_masked-LBNK01000001.1-processed-gene-2.34-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-2.34&CDS=1-531	YGL231C
OG0000460	augustus_masked-LBNK01000001.1-processed-gene-2.11-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-2.11&CDS=1-357	YBR167C
OG0000461	augustus_masked-LBNK01000001.1-processed-gene-2.35-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-2.35&CDS=1-897	YIR032C
OG0000462	augustus_masked-LBNK01000001.1-processed-gene-2.12-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-2.12&CDS=1-522	YGL010W
OG0000463	augustus_masked-LBNK01000001.1-processed-gene-2.15-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-2.15&CDS=1-1938	YJR045C
OG0000464	augustus_masked-LBNK01000001.1-processed-gene-2.37-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-2.37&CDS=1-612	YDL202W
OG0000465	snap_masked-LBNK01000001.1-processed-gene-2.133-mRNA-1_1&gene=snap_masked-LBNK01000001.1-processed-gene-2.133&CDS=1-4602	YPL040C
OG0000466	augustus_masked-LBNK01000001.1-processed-gene-2.39-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-2.39&CDS=1-1224	YGR285C
OG0000467	augustus_masked-LBNK01000001.1-processed-gene-2.19-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-2.19&CDS=1-1272	YPL042C
OG0000468	augustus_masked-LBNK01000001.1-processed-gene-2.40-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-2.40&CDS=1-210	YBL071W-A
OG0000469	augustus_masked-LBNK01000001.1-processed-gene-2.42-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-2.42&CDS=1-687	YGL085W
OG0000470	augustus_masked-LBNK01000001.1-processed-gene-2.22-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-2.22&CDS=1-2178	YNL275W
OG0000471	augustus_masked-LBNK01000001.1-processed-gene-2.43-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-2.43&CDS=1-420	YGL087C
OG0000472	maker-LBNK01000001.1-augustus-gene-2.56-mRNA-1_1&gene=maker-LBNK01000001.1-augustus-gene-2.56&CDS=1-2445	YPL211W
OG0000473	augustus_masked-LBNK01000001.1-processed-gene-2.24-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-2.24&CDS=1-1395	YGL064C
OG0000474	augustus_masked-LBNK01000001.1-processed-gene-2.25-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-2.25&CDS=1-1380	YPR144C
OG0000475	augustus_masked-LBNK01000001.1-processed-gene-2.45-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-2.45&CDS=1-789	YMR213W
OG0000476	augustus_masked-LBNK01000001.1-processed-gene-2.26-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-2.26&CDS=1-681	YJR093C
OG0000477	augustus_masked-LBNK01000001.1-processed-gene-2.47-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-2.47&CDS=1-1401	YGL203C
OG0000478	augustus_masked-LBNK01000001.1-processed-gene-2.48-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-2.48&CDS=1-2724	YIL140W
OG0000479	augustus_masked-LBNK01000001.1-processed-gene-2.29-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-2.29&CDS=1-1605	YIL142W
OG0000480	genemark-LBNK01000001.1-processed-gene-2.90-mRNA-1_1&gene=genemark-LBNK01000001.1-processed-gene-2.90&CDS=1-1752	YHR166C
OG0000481	genemark-LBNK01000001.1-processed-gene-2.112-mRNA-1_1&gene=genemark-LBNK01000001.1-processed-gene-2.112&CDS=1-729	YBR153W
OG0000482	augustus_masked-LBNK01000001.1-processed-gene-2.32-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-2.32&CDS=1-2397	YMR089C
OG0000483	augustus_masked-LBNK01000001.1-processed-gene-3.105-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-3.105&CDS=1-3267	YAL019W
OG0000484	augustus_masked-LBNK01000001.1-processed-gene-3.107-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-3.107&CDS=1-936	YCR002C
OG0000485	augustus_masked-LBNK01000001.1-processed-gene-3.127-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-3.127&CDS=1-3504	YBR112C
OG0000486	augustus_masked-LBNK01000001.1-processed-gene-3.109-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-3.109&CDS=1-918	YDR337W
OG0000487	augustus_masked-LBNK01000001.1-processed-gene-3.129-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-3.129&CDS=1-363	YGL127C
OG0000488	augustus_masked-LBNK01000001.1-processed-gene-3.110-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-3.110&CDS=1-558	YPL196W
OG0000489	augustus_masked-LBNK01000001.1-processed-gene-3.111-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-3.111&CDS=1-2376	YPL195W
OG0000490	augustus_masked-LBNK01000001.1-processed-gene-3.131-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-3.131&CDS=1-1587	YGL078C
OG0000491	augustus_masked-LBNK01000001.1-processed-gene-3.112-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-3.112&CDS=1-1647	YML130C
OG0000492	augustus_masked-LBNK01000001.1-processed-gene-3.132-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-3.132&CDS=1-366	YML098W
OG0000493	augustus_masked-LBNK01000001.1-processed-gene-3.133-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-3.133&CDS=1-861	YJL115W
OG0000494	augustus_masked-LBNK01000001.1-processed-gene-3.113-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-3.113&CDS=1-408	YER044C
OG0000495	augustus_masked-LBNK01000001.1-processed-gene-3.134-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-3.134&CDS=1-1068	YIL033C
OG0000496	maker-LBNK01000001.1-snap-gene-3.50-mRNA-1_1&gene=maker-LBNK01000001.1-snap-gene-3.50&CDS=1-1155	YGR058W
OG0000497	augustus_masked-LBNK01000001.1-processed-gene-3.137-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-3.137&CDS=1-996	YNL290W
OG0000498	augustus_masked-LBNK01000001.1-processed-gene-3.116-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-3.116&CDS=1-1524	YNL291C
OG0000499	augustus_masked-LBNK01000001.1-processed-gene-3.138-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-3.138&CDS=1-996	YNL292W
OG0000500	augustus_masked-LBNK01000001.1-processed-gene-3.117-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-3.117&CDS=1-1044	YCL010C
OG0000501	augustus_masked-LBNK01000001.1-processed-gene-3.140-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-3.140&CDS=1-1119	YCL004W
OG0000502	augustus_masked-LBNK01000001.1-processed-gene-3.118-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-3.118&CDS=1-540	YNL306W
OG0000503	augustus_masked-LBNK01000001.1-processed-gene-3.141-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-3.141&CDS=1-2757	YNL298W
OG0000504	augustus_masked-LBNK01000001.1-processed-gene-3.142-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-3.142&CDS=1-1965	YDR129C
OG0000505	augustus_masked-LBNK01000001.1-processed-gene-3.143-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-3.143&CDS=1-1050	YLR100W
OG0000506	augustus_masked-LBNK01000001.1-processed-gene-3.144-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-3.144&CDS=1-1098	YIR034C
OG0000507	augustus_masked-LBNK01000001.1-processed-gene-3.145-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-3.145&CDS=1-1680	YGR276C
OG0000508	maker-LBNK01000001.1-snap-gene-3.49-mRNA-1_1&gene=maker-LBNK01000001.1-snap-gene-3.49&CDS=1-1617	YKL022C
OG0000509	augustus_masked-LBNK01000001.1-processed-gene-3.146-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-3.146&CDS=1-1485	YER006W
OG0000510	augustus_masked-LBNK01000001.1-processed-gene-3.148-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-3.148&CDS=1-1965	YPL043W
OG0000511	snap_masked-LBNK01000001.1-processed-gene-3.43-mRNA-1_1&gene=snap_masked-LBNK01000001.1-processed-gene-3.43&CDS=1-2511	YPL045W
OG0000512	augustus_masked-LBNK01000001.1-processed-gene-3.150-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-3.150&CDS=1-1410	YDR143C
OG0000513	augustus_masked-LBNK01000001.1-processed-gene-3.123-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-3.123&CDS=1-1419	YHR070W
OG0000514	snap_masked-LBNK01000001.1-processed-gene-3.45-mRNA-1_1&gene=snap_masked-LBNK01000001.1-processed-gene-3.45&CDS=1-459	YHR175W
OG0000515	augustus_masked-LBNK01000001.1-processed-gene-3.124-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-3.124&CDS=1-1371	YGR175C
OG0000516	genemark-LBNK01000001.1-processed-gene-3.74-mRNA-1_1&gene=genemark-LBNK01000001.1-processed-gene-3.74&CDS=1-627	YJL024C
OG0000517	augustus_masked-LBNK01000001.1-processed-gene-3.152-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-3.152&CDS=1-1317	YGR254W
OG0000518	augustus_masked-LBNK01000001.1-processed-gene-4.0-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-4.0&CDS=1-1974	YDR365C
OG0000519	augustus_masked-LBNK01000001.1-processed-gene-4.1-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-4.1&CDS=1-1050	YER145C
OG0000520	augustus_masked-LBNK01000001.1-processed-gene-4.3-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-4.3&CDS=1-513	YDL046W
OG0000521	augustus_masked-LBNK01000001.1-processed-gene-4.4-mRNA-1_1&gene=augustus_masked-LBNK01000001.1-processed-gene-4.4&CDS=1-420	YNL131W
OG0000522	snap_masked-LBNK01000001.1-processed-gene-4.118-mRNA-1_1&gene=snap_masked-LBNK01000001.1-processed-gene-4.118&CDS=1-1191	YBL029W
OG0000523	snap_masked-LBNK01000001.1-processed-gene-4.119-mRNA-1_1&gene=snap_masked-LBNK01000001.1-processed-gene-4.119&CDS=1-1176	YML048W
