	Saccharomyces_cerevisiae	yHMPu5000035018_Candida_canberraensis
OG0000348	YJL045W, YKL148C	maker-NODE_28_length_115578_cov_13.6458_ID_55-snap-gene-0.99-mRNA-1_1&gene=maker-NODE_28_length_115578_cov_13.6458_ID_55-snap-gene-0.99&CDS=1-3558
OG0000349	YJL055W	snap_masked-NODE_27_length_149167_cov_27.5857_ID_53-processed-gene-0.3-mRNA-1_1&gene=snap_masked-NODE_27_length_149167_cov_27.5857_ID_53-processed-gene-0.3&CDS=1-618, snap_masked-NODE_9_length_607260_cov_13.454_ID_17-processed-gene-1.52-mRNA-1_1&gene=snap_masked-NODE_9_length_607260_cov_13.454_ID_17-processed-gene-1.52&CDS=1-678
OG0000350	YJL076W, YKR010C	snap_masked-NODE_11_length_523697_cov_18.1994_ID_21-processed-gene-1.113-mRNA-1_1&gene=snap_masked-NODE_11_length_523697_cov_18.1994_ID_21-processed-gene-1.113&CDS=1-3267
OG0000351	YJL082W, YKR018C	maker-NODE_25_length_210459_cov_14.7801_ID_49-snap-gene-1.51-mRNA-1_1&gene=maker-NODE_25_length_210459_cov_14.7801_ID_49-snap-gene-1.51&CDS=1-2421
OG0000352	YJL083W, YKR019C	snap_masked-NODE_3_length_931105_cov_16.3301_ID_5-processed-gene-0.28-mRNA-1_1&gene=snap_masked-NODE_3_length_931105_cov_16.3301_ID_5-processed-gene-0.28&CDS=1-3021
OG0000353	YJL084C, YKR021W	snap_masked-NODE_4_length_881975_cov_16.5187_ID_7-processed-gene-6.38-mRNA-1_1&gene=snap_masked-NODE_4_length_881975_cov_16.5187_ID_7-processed-gene-6.38&CDS=1-2928
OG0000354	YJL098W, YKR028W	snap_masked-NODE_18_length_338643_cov_13.2849_ID_35-processed-gene-2.159-mRNA-1_1&gene=snap_masked-NODE_18_length_338643_cov_13.2849_ID_35-processed-gene-2.159&CDS=1-2784
OG0000355	YJL105W, YKR029C	maker-NODE_25_length_210459_cov_14.7801_ID_49-snap-gene-1.50-mRNA-1_1&gene=maker-NODE_25_length_210459_cov_14.7801_ID_49-snap-gene-1.50&CDS=1-3333
OG0000356	YJL116C, YKR042W	snap_masked-NODE_10_length_566260_cov_17.1707_ID_19-processed-gene-4.84-mRNA-1_1&gene=snap_masked-NODE_10_length_566260_cov_17.1707_ID_19-processed-gene-4.84&CDS=1-1227
OG0000357	YJL133W, YKR052C	snap_masked-NODE_20_length_325768_cov_22.689_ID_39-processed-gene-1.51-mRNA-1_1&gene=snap_masked-NODE_20_length_325768_cov_22.689_ID_39-processed-gene-1.51&CDS=1-978
OG0000358	YJL134W, YKR053C	snap_masked-NODE_12_length_500968_cov_12.9947_ID_23-processed-gene-4.91-mRNA-1_1&gene=snap_masked-NODE_12_length_500968_cov_12.9947_ID_23-processed-gene-4.91&CDS=1-1524
OG0000359	YJL137C, YKR058W	snap_masked-NODE_3_length_931105_cov_16.3301_ID_5-processed-gene-2.37-mRNA-1_1&gene=snap_masked-NODE_3_length_931105_cov_16.3301_ID_5-processed-gene-2.37&CDS=1-1194
OG0000360	YJL138C, YKR059W	maker-NODE_12_length_500968_cov_12.9947_ID_23-snap-gene-4.93-mRNA-1_1&gene=maker-NODE_12_length_500968_cov_12.9947_ID_23-snap-gene-4.93&CDS=1-3084
OG0000361	YJL158C, YJL160C	snap_masked-NODE_10_length_566260_cov_17.1707_ID_19-processed-gene-0.16-mRNA-1_1&gene=snap_masked-NODE_10_length_566260_cov_17.1707_ID_19-processed-gene-0.16&CDS=1-951
OG0000362	YJL163C	genemark-NODE_19_length_335725_cov_15.726_ID_37-processed-gene-2.118-mRNA-1_1&gene=genemark-NODE_19_length_335725_cov_15.726_ID_37-processed-gene-2.118&CDS=1-1518, snap_masked-NODE_19_length_335725_cov_15.726_ID_37-processed-gene-2.90-mRNA-1_1&gene=snap_masked-NODE_19_length_335725_cov_15.726_ID_37-processed-gene-2.90&CDS=1-1839
OG0000363	YJL177W, YKL180W	snap_masked-NODE_7_length_663911_cov_18.1544_ID_13-processed-gene-0.48-mRNA-1_1&gene=snap_masked-NODE_7_length_663911_cov_18.1544_ID_13-processed-gene-0.48&CDS=1-555
OG0000364	YJR019C	maker-NODE_13_length_496732_cov_18.5747_ID_25-snap-gene-3.103-mRNA-1_1&gene=maker-NODE_13_length_496732_cov_18.5747_ID_25-snap-gene-3.103&CDS=1-2970, snap_masked-NODE_13_length_496732_cov_18.5747_ID_25-processed-gene-3.180-mRNA-1_1&gene=snap_masked-NODE_13_length_496732_cov_18.5747_ID_25-processed-gene-3.180&CDS=1-1116
OG0000365	YJR054W, YML047C	snap_masked-NODE_15_length_463217_cov_12.2587_ID_29-processed-gene-3.118-mRNA-1_1&gene=snap_masked-NODE_15_length_463217_cov_12.2587_ID_29-processed-gene-3.118&CDS=1-2073
OG0000366	YJR059W, YKL198C	snap_masked-NODE_23_length_252339_cov_12.3514_ID_45-processed-gene-1.60-mRNA-1_1&gene=snap_masked-NODE_23_length_252339_cov_12.3514_ID_45-processed-gene-1.60&CDS=1-2367
OG0000367	YJR091C, YPR042C	snap_masked-NODE_1_length_1418990_cov_15.6188_ID_1-processed-gene-11.76-mRNA-1_1&gene=snap_masked-NODE_1_length_1418990_cov_15.6188_ID_1-processed-gene-11.76&CDS=1-3231
OG0000368	YJR094W-A, YPR043W	augustus_masked-NODE_1_length_1418990_cov_15.6188_ID_1-processed-gene-11.98-mRNA-1_1&gene=augustus_masked-NODE_1_length_1418990_cov_15.6188_ID_1-processed-gene-11.98&CDS=1-312
OG0000369	YJR127C, YML081W	snap_masked-NODE_10_length_566260_cov_17.1707_ID_19-processed-gene-4.120-mRNA-1_1&gene=snap_masked-NODE_10_length_566260_cov_17.1707_ID_19-processed-gene-4.120&CDS=1-3531
OG0000370	YJR130C, YML082W	snap_masked-NODE_5_length_764123_cov_13.2646_ID_9-processed-gene-1.30-mRNA-1_1&gene=snap_masked-NODE_5_length_764123_cov_13.2646_ID_9-processed-gene-1.30&CDS=1-1767
OG0000371	YJR148W	genemark-NODE_7_length_663911_cov_18.1544_ID_13-processed-gene-1.124-mRNA-1_1&gene=genemark-NODE_7_length_663911_cov_18.1544_ID_13-processed-gene-1.124&CDS=1-1176, snap_masked-NODE_5_length_764123_cov_13.2646_ID_9-processed-gene-1.17-mRNA-1_1&gene=snap_masked-NODE_5_length_764123_cov_13.2646_ID_9-processed-gene-1.17&CDS=1-1095
OG0000372	YKL033W	snap_masked-NODE_2_length_957285_cov_16.5771_ID_3-processed-gene-4.93-mRNA-1_1&gene=snap_masked-NODE_2_length_957285_cov_16.5771_ID_3-processed-gene-4.93&CDS=1-3648, snap_masked-NODE_4_length_881975_cov_16.5187_ID_7-processed-gene-7.77-mRNA-1_1&gene=snap_masked-NODE_4_length_881975_cov_16.5187_ID_7-processed-gene-7.77&CDS=1-186
OG0000373	YKL043W	snap_masked-NODE_18_length_338643_cov_13.2849_ID_35-processed-gene-0.48-mRNA-1_1&gene=snap_masked-NODE_18_length_338643_cov_13.2849_ID_35-processed-gene-0.48&CDS=1-987, snap_masked-NODE_7_length_663911_cov_18.1544_ID_13-processed-gene-0.55-mRNA-1_1&gene=snap_masked-NODE_7_length_663911_cov_18.1544_ID_13-processed-gene-0.55&CDS=1-1638
OG0000374	YKL068W, YMR047C	snap_masked-NODE_3_length_931105_cov_16.3301_ID_5-processed-gene-2.36-mRNA-1_1&gene=snap_masked-NODE_3_length_931105_cov_16.3301_ID_5-processed-gene-2.36&CDS=1-3093
OG0000375	YKL072W, YMR053C	snap_masked-NODE_7_length_663911_cov_18.1544_ID_13-processed-gene-4.64-mRNA-1_1&gene=snap_masked-NODE_7_length_663911_cov_18.1544_ID_13-processed-gene-4.64&CDS=1-3036
OG0000376	YKL121W, YMR102C	genemark-NODE_25_length_210459_cov_14.7801_ID_49-processed-gene-1.22-mRNA-1_1&gene=genemark-NODE_25_length_210459_cov_14.7801_ID_49-processed-gene-1.22&CDS=1-2424
OG0000377	YKL126W, YMR104C	genemark-NODE_35_length_22510_cov_14.0666_ID_69-processed-gene-0.3-mRNA-1_1&gene=genemark-NODE_35_length_22510_cov_14.0666_ID_69-processed-gene-0.3&CDS=1-2061
OG0000378	YKL127W, YMR105C	snap_masked-NODE_20_length_325768_cov_22.689_ID_39-processed-gene-2.7-mRNA-1_1&gene=snap_masked-NODE_20_length_325768_cov_22.689_ID_39-processed-gene-2.7&CDS=1-1668
OG0000379	YKL132C, YMR113W	snap_masked-NODE_15_length_463217_cov_12.2587_ID_29-processed-gene-3.98-mRNA-1_1&gene=snap_masked-NODE_15_length_463217_cov_12.2587_ID_29-processed-gene-3.98&CDS=1-1275
OG0000380	YKL221W	snap_masked-NODE_20_length_325768_cov_22.689_ID_39-processed-gene-0.49-mRNA-1_1&gene=snap_masked-NODE_20_length_325768_cov_22.689_ID_39-processed-gene-0.49&CDS=1-1599, snap_masked-NODE_8_length_661647_cov_16.5428_ID_15-processed-gene-5.143-mRNA-1_1&gene=snap_masked-NODE_8_length_661647_cov_16.5428_ID_15-processed-gene-5.143&CDS=1-1425
OG0000381	YKR050W	snap_masked-NODE_22_length_273261_cov_24.3239_ID_43-processed-gene-0.41-mRNA-1_1&gene=snap_masked-NODE_22_length_273261_cov_24.3239_ID_43-processed-gene-0.41&CDS=1-2247, snap_masked-NODE_6_length_695809_cov_13.1576_ID_11-processed-gene-0.15-mRNA-1_1&gene=snap_masked-NODE_6_length_695809_cov_13.1576_ID_11-processed-gene-0.15&CDS=1-3057
OG0000382	YKR076W, YMR251W	genemark-NODE_21_length_279017_cov_21.0683_ID_41-processed-gene-1.53-mRNA-1_1&gene=genemark-NODE_21_length_279017_cov_21.0683_ID_41-processed-gene-1.53&CDS=1-984
OG0000383	YLL012W, YLR020C	snap_masked-NODE_1_length_1418990_cov_15.6188_ID_1-processed-gene-2.45-mRNA-1_1&gene=snap_masked-NODE_1_length_1418990_cov_15.6188_ID_1-processed-gene-2.45&CDS=1-1614
OG0000384	YLL016W, YLR310C	snap_masked-NODE_9_length_607260_cov_13.454_ID_17-processed-gene-1.51-mRNA-1_1&gene=snap_masked-NODE_9_length_607260_cov_13.454_ID_17-processed-gene-1.51&CDS=1-4059
OG0000385	YLL024C	snap_masked-NODE_13_length_496732_cov_18.5747_ID_25-processed-gene-2.82-mRNA-1_1&gene=snap_masked-NODE_13_length_496732_cov_18.5747_ID_25-processed-gene-2.82&CDS=1-1947, snap_masked-NODE_17_length_419275_cov_12.6388_ID_33-processed-gene-3.124-mRNA-1_1&gene=snap_masked-NODE_17_length_419275_cov_12.6388_ID_33-processed-gene-3.124&CDS=1-1932
OG0000386	YLL028W	snap_masked-NODE_15_length_463217_cov_12.2587_ID_29-processed-gene-3.116-mRNA-1_1&gene=snap_masked-NODE_15_length_463217_cov_12.2587_ID_29-processed-gene-3.116&CDS=1-1734, snap_masked-NODE_32_length_66078_cov_14.8893_ID_63-processed-gene-0.39-mRNA-1_1&gene=snap_masked-NODE_32_length_66078_cov_14.8893_ID_63-processed-gene-0.39&CDS=1-1725
OG0000387	YLR029C, YMR121C	snap_masked-NODE_3_length_931105_cov_16.3301_ID_5-processed-gene-5.112-mRNA-1_1&gene=snap_masked-NODE_3_length_931105_cov_16.3301_ID_5-processed-gene-5.112&CDS=1-612
OG0000388	YLR031W, YMR124W	snap_masked-NODE_15_length_463217_cov_12.2587_ID_29-processed-gene-3.109-mRNA-1_1&gene=snap_masked-NODE_15_length_463217_cov_12.2587_ID_29-processed-gene-3.109&CDS=1-3168
OG0000389	YLR044C, YLR134W	snap_masked-NODE_14_length_488644_cov_13.1912_ID_27-processed-gene-0.2-mRNA-1_1&gene=snap_masked-NODE_14_length_488644_cov_13.1912_ID_27-processed-gene-0.2&CDS=1-1698
OG0000390	YLR098C, YOR337W	snap_masked-NODE_11_length_523697_cov_18.1994_ID_21-processed-gene-3.56-mRNA-1_1&gene=snap_masked-NODE_11_length_523697_cov_18.1994_ID_21-processed-gene-3.56&CDS=1-2166
OG0000391	YLR130C	snap_masked-NODE_1_length_1418990_cov_15.6188_ID_1-processed-gene-2.20-mRNA-1_1&gene=snap_masked-NODE_1_length_1418990_cov_15.6188_ID_1-processed-gene-2.20&CDS=1-966, snap_masked-NODE_7_length_663911_cov_18.1544_ID_13-processed-gene-2.14-mRNA-1_1&gene=snap_masked-NODE_7_length_663911_cov_18.1544_ID_13-processed-gene-2.14&CDS=1-1110
OG0000392	YLR178C, YLR179C	snap_masked-NODE_25_length_210459_cov_14.7801_ID_49-processed-gene-0.52-mRNA-1_1&gene=snap_masked-NODE_25_length_210459_cov_14.7801_ID_49-processed-gene-0.52&CDS=1-615
OG0000393	YLR260W, YOR171C	snap_masked-NODE_1_length_1418990_cov_15.6188_ID_1-processed-gene-4.67-mRNA-1_1&gene=snap_masked-NODE_1_length_1418990_cov_15.6188_ID_1-processed-gene-4.67&CDS=1-1503
OG0000394	YLR262C-A	augustus_masked-NODE_26_length_182433_cov_12.5761_ID_51-processed-gene-0.118-mRNA-1_1&gene=augustus_masked-NODE_26_length_182433_cov_12.5761_ID_51-processed-gene-0.118&CDS=1-1995, genemark-NODE_26_length_182433_cov_12.5761_ID_51-processed-gene-0.5-mRNA-1_1&gene=genemark-NODE_26_length_182433_cov_12.5761_ID_51-processed-gene-0.5&CDS=1-1710
OG0000395	YLR270W, YOR173W	maker-NODE_15_length_463217_cov_12.2587_ID_29-augustus-gene-3.72-mRNA-1_1&gene=maker-NODE_15_length_463217_cov_12.2587_ID_29-augustus-gene-3.72&CDS=1-2205
OG0000396	YLR284C, YOR180C	snap_masked-NODE_16_length_462514_cov_13.0784_ID_31-processed-gene-0.26-mRNA-1_1&gene=snap_masked-NODE_16_length_462514_cov_13.0784_ID_31-processed-gene-0.26&CDS=1-843
OG0000397	YLR287C-A, YOR182C	maker-NODE_6_length_695809_cov_13.1576_ID_11-snap-gene-4.116-mRNA-1_1&gene=maker-NODE_6_length_695809_cov_13.1576_ID_11-snap-gene-4.116&CDS=1-861
OG0000398	YLR300W, YOR190W	augustus_masked-NODE_17_length_419275_cov_12.6388_ID_33-processed-gene-2.11-mRNA-1_1&gene=augustus_masked-NODE_17_length_419275_cov_12.6388_ID_33-processed-gene-2.11&CDS=1-1305
OG0000399	YLR441C	augustus_masked-NODE_23_length_252339_cov_12.3514_ID_45-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-NODE_23_length_252339_cov_12.3514_ID_45-processed-gene-0.26&CDS=1-465, snap_masked-NODE_5_length_764123_cov_13.2646_ID_9-processed-gene-2.7-mRNA-1_1&gene=snap_masked-NODE_5_length_764123_cov_13.2646_ID_9-processed-gene-2.7&CDS=1-768
OG0000400	YLR450W, YML075C	snap_masked-NODE_5_length_764123_cov_13.2646_ID_9-processed-gene-1.31-mRNA-1_1&gene=snap_masked-NODE_5_length_764123_cov_13.2646_ID_9-processed-gene-1.31&CDS=1-3153
OG0000401	YLR456W, YPR172W	genemark-NODE_25_length_210459_cov_14.7801_ID_49-processed-gene-1.37-mRNA-1_1&gene=genemark-NODE_25_length_210459_cov_14.7801_ID_49-processed-gene-1.37&CDS=1-543
OG0000402	YML054C	genemark-NODE_14_length_488644_cov_13.1912_ID_27-processed-gene-1.90-mRNA-1_1&gene=genemark-NODE_14_length_488644_cov_13.1912_ID_27-processed-gene-1.90&CDS=1-1704, maker-NODE_13_length_496732_cov_18.5747_ID_25-snap-gene-2.95-mRNA-1_1&gene=maker-NODE_13_length_496732_cov_18.5747_ID_25-snap-gene-2.95&CDS=1-1731
OG0000403	YML079W	snap_masked-NODE_21_length_279017_cov_21.0683_ID_41-processed-gene-1.126-mRNA-1_1&gene=snap_masked-NODE_21_length_279017_cov_21.0683_ID_41-processed-gene-1.126&CDS=1-477, snap_masked-NODE_36_length_21428_cov_33.8778_ID_71-processed-gene-0.2-mRNA-1_1&gene=snap_masked-NODE_36_length_21428_cov_33.8778_ID_71-processed-gene-0.2&CDS=1-1914
OG0000404	YML085C, YML124C	maker-NODE_26_length_182433_cov_12.5761_ID_51-augustus-gene-0.139-mRNA-1_1&gene=maker-NODE_26_length_182433_cov_12.5761_ID_51-augustus-gene-0.139&CDS=1-2241
OG0000405	YML100W, YMR261C	genemark-NODE_2_length_957285_cov_16.5771_ID_3-processed-gene-8.171-mRNA-1_1&gene=genemark-NODE_2_length_957285_cov_16.5771_ID_3-processed-gene-8.171&CDS=1-3171
OG0000406	YML106W, YMR271C	snap_masked-NODE_20_length_325768_cov_22.689_ID_39-processed-gene-2.9-mRNA-1_1&gene=snap_masked-NODE_20_length_325768_cov_22.689_ID_39-processed-gene-2.9&CDS=1-654
OG0000407	YML116W, YMR279C	snap_masked-NODE_11_length_523697_cov_18.1994_ID_21-processed-gene-0.102-mRNA-1_1&gene=snap_masked-NODE_11_length_523697_cov_18.1994_ID_21-processed-gene-0.102&CDS=1-1515
OG0000408	YML131W	snap_masked-NODE_14_length_488644_cov_13.1912_ID_27-processed-gene-3.217-mRNA-1_1&gene=snap_masked-NODE_14_length_488644_cov_13.1912_ID_27-processed-gene-3.217&CDS=1-1056, snap_masked-NODE_8_length_661647_cov_16.5428_ID_15-processed-gene-4.46-mRNA-1_1&gene=snap_masked-NODE_8_length_661647_cov_16.5428_ID_15-processed-gene-4.46&CDS=1-1077
OG0000409	YMR020W	snap_masked-NODE_26_length_182433_cov_12.5761_ID_51-processed-gene-0.162-mRNA-1_1&gene=snap_masked-NODE_26_length_182433_cov_12.5761_ID_51-processed-gene-0.162&CDS=1-1470, snap_masked-NODE_5_length_764123_cov_13.2646_ID_9-processed-gene-6.29-mRNA-1_1&gene=snap_masked-NODE_5_length_764123_cov_13.2646_ID_9-processed-gene-6.29&CDS=1-1395
OG0000410	YMR119W, YNL008C	snap_masked-NODE_16_length_462514_cov_13.0784_ID_31-processed-gene-0.23-mRNA-1_1&gene=snap_masked-NODE_16_length_462514_cov_13.0784_ID_31-processed-gene-0.23&CDS=1-2274
OG0000411	YMR169C, YMR170C	snap_masked-NODE_3_length_931105_cov_16.3301_ID_5-processed-gene-7.0-mRNA-1_1&gene=snap_masked-NODE_3_length_931105_cov_16.3301_ID_5-processed-gene-7.0&CDS=1-1503
OG0000412	YMR177W, YPL224C	genemark-NODE_16_length_462514_cov_13.0784_ID_31-processed-gene-3.174-mRNA-1_1&gene=genemark-NODE_16_length_462514_cov_13.0784_ID_31-processed-gene-3.174&CDS=1-1317
OG0000413	YMR182C, YPL230W	snap_masked-NODE_16_length_462514_cov_13.0784_ID_31-processed-gene-0.0-mRNA-1_1&gene=snap_masked-NODE_16_length_462514_cov_13.0784_ID_31-processed-gene-0.0&CDS=1-1410
OG0000414	YMR183C, YPL232W	snap_masked-NODE_10_length_566260_cov_17.1707_ID_19-processed-gene-0.9-mRNA-1_1&gene=snap_masked-NODE_10_length_566260_cov_17.1707_ID_19-processed-gene-0.9&CDS=1-861
OG0000415	YMR194W, YPL249C-A	maker-NODE_7_length_663911_cov_18.1544_ID_13-snap-gene-1.0-mRNA-1_1&gene=maker-NODE_7_length_663911_cov_18.1544_ID_13-snap-gene-1.0&CDS=1-297
OG0000416	YMR199W, YPL256C	augustus_masked-NODE_5_length_764123_cov_13.2646_ID_9-processed-gene-2.87-mRNA-1_1&gene=augustus_masked-NODE_5_length_764123_cov_13.2646_ID_9-processed-gene-2.87&CDS=1-1578
OG0000417	YMR222C, YOR280C	snap_masked-NODE_17_length_419275_cov_12.6388_ID_33-processed-gene-1.61-mRNA-1_1&gene=snap_masked-NODE_17_length_419275_cov_12.6388_ID_33-processed-gene-1.61&CDS=1-819
OG0000418	YMR230W, YOR293W	snap_masked-NODE_20_length_325768_cov_22.689_ID_39-processed-gene-1.53-mRNA-1_1&gene=snap_masked-NODE_20_length_325768_cov_22.689_ID_39-processed-gene-1.53&CDS=1-363
OG0000419	YMR237W, YOR299W	snap_masked-NODE_1_length_1418990_cov_15.6188_ID_1-processed-gene-10.92-mRNA-1_1&gene=snap_masked-NODE_1_length_1418990_cov_15.6188_ID_1-processed-gene-10.92&CDS=1-2229
OG0000420	YMR242C, YOR312C	snap_masked-NODE_5_length_764123_cov_13.2646_ID_9-processed-gene-5.79-mRNA-1_1&gene=snap_masked-NODE_5_length_764123_cov_13.2646_ID_9-processed-gene-5.79&CDS=1-516
OG0000421	YMR243C, YOR316C	snap_masked-NODE_14_length_488644_cov_13.1912_ID_27-processed-gene-3.169-mRNA-1_1&gene=snap_masked-NODE_14_length_488644_cov_13.1912_ID_27-processed-gene-3.169&CDS=1-1230
OG0000422	YMR253C, YPL264C	genemark-NODE_1_length_1418990_cov_15.6188_ID_1-processed-gene-3.19-mRNA-1_1&gene=genemark-NODE_1_length_1418990_cov_15.6188_ID_1-processed-gene-3.19&CDS=1-1230
OG0000423	YNL027W	snap_masked-NODE_4_length_881975_cov_16.5187_ID_7-processed-gene-4.43-mRNA-1_1&gene=snap_masked-NODE_4_length_881975_cov_16.5187_ID_7-processed-gene-4.43&CDS=1-1797, snap_masked-NODE_6_length_695809_cov_13.1576_ID_11-processed-gene-0.20-mRNA-1_1&gene=snap_masked-NODE_6_length_695809_cov_13.1576_ID_11-processed-gene-0.20&CDS=1-474
OG0000424	YNL087W, YOR086C	snap_masked-NODE_29_length_101844_cov_13.0296_ID_57-processed-gene-0.72-mRNA-1_1&gene=snap_masked-NODE_29_length_101844_cov_13.0296_ID_57-processed-gene-0.72&CDS=1-3582
OG0000425	YNL096C, YOR096W	genemark-NODE_5_length_764123_cov_13.2646_ID_9-processed-gene-0.19-mRNA-1_1&gene=genemark-NODE_5_length_764123_cov_13.2646_ID_9-processed-gene-0.19&CDS=1-564
OG0000426	YNL101W	augustus_masked-NODE_15_length_463217_cov_12.2587_ID_29-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-NODE_15_length_463217_cov_12.2587_ID_29-processed-gene-0.61&CDS=1-1854, snap_masked-NODE_11_length_523697_cov_18.1994_ID_21-processed-gene-3.57-mRNA-1_1&gene=snap_masked-NODE_11_length_523697_cov_18.1994_ID_21-processed-gene-3.57&CDS=1-1923
OG0000427	YNL104C	snap_masked-NODE_10_length_566260_cov_17.1707_ID_19-processed-gene-0.10-mRNA-1_1&gene=snap_masked-NODE_10_length_566260_cov_17.1707_ID_19-processed-gene-0.10&CDS=1-1716, snap_masked-NODE_9_length_607260_cov_13.454_ID_17-processed-gene-2.28-mRNA-1_1&gene=snap_masked-NODE_9_length_607260_cov_13.454_ID_17-processed-gene-2.28&CDS=1-1791
OG0000428	YNL106C, YOR109W	snap_masked-NODE_10_length_566260_cov_17.1707_ID_19-processed-gene-3.74-mRNA-1_1&gene=snap_masked-NODE_10_length_566260_cov_17.1707_ID_19-processed-gene-3.74&CDS=1-3378
OG0000429	YNL192W	snap_masked-NODE_26_length_182433_cov_12.5761_ID_51-processed-gene-0.174-mRNA-1_1&gene=snap_masked-NODE_26_length_182433_cov_12.5761_ID_51-processed-gene-0.174&CDS=1-2940, snap_masked-NODE_9_length_607260_cov_13.454_ID_17-processed-gene-0.30-mRNA-1_1&gene=snap_masked-NODE_9_length_607260_cov_13.454_ID_17-processed-gene-0.30&CDS=1-3396
OG0000430	YNL202W	snap_masked-NODE_22_length_273261_cov_24.3239_ID_43-processed-gene-1.216-mRNA-1_1&gene=snap_masked-NODE_22_length_273261_cov_24.3239_ID_43-processed-gene-1.216&CDS=1-867, snap_masked-NODE_2_length_957285_cov_16.5771_ID_3-processed-gene-3.21-mRNA-1_1&gene=snap_masked-NODE_2_length_957285_cov_16.5771_ID_3-processed-gene-3.21&CDS=1-858
OG0000431	YNL237W	maker-NODE_15_length_463217_cov_12.2587_ID_29-snap-gene-3.75-mRNA-1_1&gene=maker-NODE_15_length_463217_cov_12.2587_ID_29-snap-gene-3.75&CDS=1-372, snap_masked-NODE_1_length_1418990_cov_15.6188_ID_1-processed-gene-13.80-mRNA-1_1&gene=snap_masked-NODE_1_length_1418990_cov_15.6188_ID_1-processed-gene-13.80&CDS=1-1326
OG0000432	YNL299W, YOL115W	snap_masked-NODE_11_length_523697_cov_18.1994_ID_21-processed-gene-4.117-mRNA-1_1&gene=snap_masked-NODE_11_length_523697_cov_18.1994_ID_21-processed-gene-4.117&CDS=1-1824
OG0000433	YNL301C, YOL120C	maker-NODE_19_length_335725_cov_15.726_ID_37-snap-gene-2.95-mRNA-1_1&gene=maker-NODE_19_length_335725_cov_15.726_ID_37-snap-gene-2.95&CDS=1-2544
OG0000434	YNL322C	genemark-NODE_6_length_695809_cov_13.1576_ID_11-processed-gene-4.74-mRNA-1_1&gene=genemark-NODE_6_length_695809_cov_13.1576_ID_11-processed-gene-4.74&CDS=1-417, snap_masked-NODE_7_length_663911_cov_18.1544_ID_13-processed-gene-5.168-mRNA-1_1&gene=snap_masked-NODE_7_length_663911_cov_18.1544_ID_13-processed-gene-5.168&CDS=1-405
OG0000435	YNR018W	snap_masked-NODE_24_length_232095_cov_14.0762_ID_47-processed-gene-1.90-mRNA-1_1&gene=snap_masked-NODE_24_length_232095_cov_14.0762_ID_47-processed-gene-1.90&CDS=1-654, snap_masked-NODE_6_length_695809_cov_13.1576_ID_11-processed-gene-2.94-mRNA-1_1&gene=snap_masked-NODE_6_length_695809_cov_13.1576_ID_11-processed-gene-2.94&CDS=1-600
OG0000436	YOL075C	maker-NODE_20_length_325768_cov_22.689_ID_39-augustus-gene-0.64-mRNA-1_1&gene=maker-NODE_20_length_325768_cov_22.689_ID_39-augustus-gene-0.64&CDS=1-4893, maker-NODE_25_length_210459_cov_14.7801_ID_49-snap-gene-0.32-mRNA-1_1&gene=maker-NODE_25_length_210459_cov_14.7801_ID_49-snap-gene-0.32&CDS=1-8820
OG0000437	YOL119C, YOR306C	snap_masked-NODE_7_length_663911_cov_18.1544_ID_13-processed-gene-2.13-mRNA-1_1&gene=snap_masked-NODE_7_length_663911_cov_18.1544_ID_13-processed-gene-2.13&CDS=1-1560
OG0000438	YOR049C	augustus_masked-NODE_18_length_338643_cov_13.2849_ID_35-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-NODE_18_length_338643_cov_13.2849_ID_35-processed-gene-0.33&CDS=1-2721, snap_masked-NODE_12_length_500968_cov_12.9947_ID_23-processed-gene-4.54-mRNA-1_1&gene=snap_masked-NODE_12_length_500968_cov_12.9947_ID_23-processed-gene-4.54&CDS=1-1344
OG0000439	YOR153W	snap_masked-NODE_14_length_488644_cov_13.1912_ID_27-processed-gene-2.70-mRNA-1_1&gene=snap_masked-NODE_14_length_488644_cov_13.1912_ID_27-processed-gene-2.70&CDS=1-4365, snap_masked-NODE_19_length_335725_cov_15.726_ID_37-processed-gene-1.68-mRNA-1_1&gene=snap_masked-NODE_19_length_335725_cov_15.726_ID_37-processed-gene-1.68&CDS=1-4500
