	Saccharomyces_cerevisiae	yHMPu5000035650_Trigonopsis_variabilis
OG0000551	YBR041W	snap_masked-NODE_4_length_1082171_cov_45.4179_ID_1480-processed-gene-0.31-mRNA-1_1&gene=snap_masked-NODE_4_length_1082171_cov_45.4179_ID_1480-processed-gene-0.31&CDS=1-1851
OG0000552	YBR042C	augustus_masked-NODE_3_length_1312102_cov_45.374_ID_2384-processed-gene-6.37-mRNA-1_1&gene=augustus_masked-NODE_3_length_1312102_cov_45.374_ID_2384-processed-gene-6.37&CDS=1-942
OG0000553	YBR046C	augustus_masked-NODE_10_length_526852_cov_45.8755_ID_2249-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-NODE_10_length_526852_cov_45.8755_ID_2249-processed-gene-0.32&CDS=1-981
OG0000554	YBR055C	augustus_masked-NODE_10_length_526852_cov_45.8755_ID_2249-processed-gene-4.128-mRNA-1_1&gene=augustus_masked-NODE_10_length_526852_cov_45.8755_ID_2249-processed-gene-4.128&CDS=1-2679
OG0000555	YBR056W	augustus_masked-NODE_7_length_632808_cov_48.2593_ID_2746-processed-gene-3.59-mRNA-1_1&gene=augustus_masked-NODE_7_length_632808_cov_48.2593_ID_2746-processed-gene-3.59&CDS=1-1473
OG0000556	YBR058C	maker-NODE_11_length_507231_cov_47.8977_ID_2584-augustus-gene-2.185-mRNA-1_1&gene=maker-NODE_11_length_507231_cov_47.8977_ID_2584-augustus-gene-2.185&CDS=1-2298
OG0000557	YBR060C	snap_masked-NODE_11_length_507231_cov_47.8977_ID_2584-processed-gene-3.39-mRNA-1_1&gene=snap_masked-NODE_11_length_507231_cov_47.8977_ID_2584-processed-gene-3.39&CDS=1-1647
OG0000558	YBR061C	genemark-NODE_9_length_565101_cov_46.0443_ID_1424-processed-gene-2.91-mRNA-1_1&gene=genemark-NODE_9_length_565101_cov_46.0443_ID_1424-processed-gene-2.91&CDS=1-867
OG0000559	YBR065C	maker-NODE_4_length_1082171_cov_45.4179_ID_1480-augustus-gene-2.117-mRNA-1_1&gene=maker-NODE_4_length_1082171_cov_45.4179_ID_1480-augustus-gene-2.117&CDS=1-1050
OG0000560	YBR070C	snap_masked-NODE_9_length_565101_cov_46.0443_ID_1424-processed-gene-4.70-mRNA-1_1&gene=snap_masked-NODE_9_length_565101_cov_46.0443_ID_1424-processed-gene-4.70&CDS=1-489
OG0000561	YBR078W	augustus_masked-NODE_3_length_1312102_cov_45.374_ID_2384-processed-gene-10.24-mRNA-1_1&gene=augustus_masked-NODE_3_length_1312102_cov_45.374_ID_2384-processed-gene-10.24&CDS=1-1257
OG0000562	YBR079C	augustus_masked-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-2.141-mRNA-1_1&gene=augustus_masked-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-2.141&CDS=1-2826
OG0000563	YBR080C	augustus_masked-NODE_6_length_632832_cov_45.1034_ID_1682-processed-gene-4.72-mRNA-1_1&gene=augustus_masked-NODE_6_length_632832_cov_45.1034_ID_1682-processed-gene-4.72&CDS=1-2403
OG0000564	YBR081C	maker-NODE_7_length_632808_cov_48.2593_ID_2746-augustus-gene-5.66-mRNA-1_1&gene=maker-NODE_7_length_632808_cov_48.2593_ID_2746-augustus-gene-5.66&CDS=1-2838
OG0000565	YBR082C	maker-NODE_4_length_1082171_cov_45.4179_ID_1480-augustus-gene-0.48-mRNA-1_1&gene=maker-NODE_4_length_1082171_cov_45.4179_ID_1480-augustus-gene-0.48&CDS=1-441
OG0000566	YBR083W	snap_masked-NODE_6_length_632832_cov_45.1034_ID_1682-processed-gene-5.200-mRNA-1_1&gene=snap_masked-NODE_6_length_632832_cov_45.1034_ID_1682-processed-gene-5.200&CDS=1-1902
OG0000567	YBR084W	maker-NODE_2_length_1838899_cov_46.6078_ID_1253-augustus-gene-5.5-mRNA-1_1&gene=maker-NODE_2_length_1838899_cov_46.6078_ID_1253-augustus-gene-5.5&CDS=1-2916
OG0000568	YBR085W	augustus_masked-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-10.111-mRNA-1_1&gene=augustus_masked-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-10.111&CDS=1-936
OG0000569	YBR086C	augustus_masked-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-3.79-mRNA-1_1&gene=augustus_masked-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-3.79&CDS=1-2169
OG0000570	YBR087W	genemark-NODE_3_length_1312102_cov_45.374_ID_2384-processed-gene-1.39-mRNA-1_1&gene=genemark-NODE_3_length_1312102_cov_45.374_ID_2384-processed-gene-1.39&CDS=1-1089
OG0000571	YBR088C	augustus_masked-NODE_9_length_565101_cov_46.0443_ID_1424-processed-gene-3.130-mRNA-1_1&gene=augustus_masked-NODE_9_length_565101_cov_46.0443_ID_1424-processed-gene-3.130&CDS=1-780
OG0000572	YBR094W	maker-NODE_2_length_1838899_cov_46.6078_ID_1253-augustus-gene-8.57-mRNA-1_1&gene=maker-NODE_2_length_1838899_cov_46.6078_ID_1253-augustus-gene-8.57&CDS=1-906
OG0000573	YBR095C	maker-NODE_4_length_1082171_cov_45.4179_ID_1480-snap-gene-6.153-mRNA-1_1&gene=maker-NODE_4_length_1082171_cov_45.4179_ID_1480-snap-gene-6.153&CDS=1-786
OG0000574	YBR096W	augustus_masked-NODE_3_length_1312102_cov_45.374_ID_2384-processed-gene-3.79-mRNA-1_1&gene=augustus_masked-NODE_3_length_1312102_cov_45.374_ID_2384-processed-gene-3.79&CDS=1-906
OG0000575	YBR097W	maker-NODE_7_length_632808_cov_48.2593_ID_2746-augustus-gene-0.5-mRNA-1_1&gene=maker-NODE_7_length_632808_cov_48.2593_ID_2746-augustus-gene-0.5&CDS=1-4476
OG0000576	YBR101C	augustus_masked-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-6.82-mRNA-1_1&gene=augustus_masked-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-6.82&CDS=1-852
OG0000577	YBR102C	augustus_masked-NODE_8_length_567177_cov_45.8152_ID_1382-processed-gene-2.51-mRNA-1_1&gene=augustus_masked-NODE_8_length_567177_cov_45.8152_ID_1382-processed-gene-2.51&CDS=1-1830
OG0000578	YBR105C	maker-NODE_7_length_632808_cov_48.2593_ID_2746-augustus-gene-0.14-mRNA-1_1&gene=maker-NODE_7_length_632808_cov_48.2593_ID_2746-augustus-gene-0.14&CDS=1-744
OG0000579	YBR106W	augustus_masked-NODE_5_length_1057822_cov_57.0665_ID_1593-processed-gene-6.148-mRNA-1_1&gene=augustus_masked-NODE_5_length_1057822_cov_57.0665_ID_1593-processed-gene-6.148&CDS=1-567
OG0000580	YBR109C	augustus_masked-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-9.7-mRNA-1_1&gene=augustus_masked-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-9.7&CDS=1-459
OG0000581	YBR110W	genemark-NODE_3_length_1312102_cov_45.374_ID_2384-processed-gene-6.87-mRNA-1_1&gene=genemark-NODE_3_length_1312102_cov_45.374_ID_2384-processed-gene-6.87&CDS=1-1401
OG0000582	YBR111W-A	augustus_masked-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-16.81-mRNA-1_1&gene=augustus_masked-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-16.81&CDS=1-285
OG0000583	YBR112C	snap_masked-NODE_11_length_507231_cov_47.8977_ID_2584-processed-gene-1.47-mRNA-1_1&gene=snap_masked-NODE_11_length_507231_cov_47.8977_ID_2584-processed-gene-1.47&CDS=1-2697
OG0000584	YBR115C	augustus_masked-NODE_8_length_567177_cov_45.8152_ID_1382-processed-gene-3.84-mRNA-1_1&gene=augustus_masked-NODE_8_length_567177_cov_45.8152_ID_1382-processed-gene-3.84&CDS=1-4167
OG0000585	YBR121C	augustus_masked-NODE_9_length_565101_cov_46.0443_ID_1424-processed-gene-4.121-mRNA-1_1&gene=augustus_masked-NODE_9_length_565101_cov_46.0443_ID_1424-processed-gene-4.121&CDS=1-1962
OG0000586	YBR122C	augustus_masked-NODE_13_length_165356_cov_55.7185_ID_2324-processed-gene-0.192-mRNA-1_1&gene=augustus_masked-NODE_13_length_165356_cov_55.7185_ID_2324-processed-gene-0.192&CDS=1-393
OG0000587	YBR123C	augustus_masked-NODE_10_length_526852_cov_45.8755_ID_2249-processed-gene-1.64-mRNA-1_1&gene=augustus_masked-NODE_10_length_526852_cov_45.8755_ID_2249-processed-gene-1.64&CDS=1-1245
OG0000588	YBR126C	augustus_masked-NODE_14_length_137352_cov_57.6414_ID_4559-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-NODE_14_length_137352_cov_57.6414_ID_4559-processed-gene-0.10&CDS=1-1434
OG0000589	YBR127C	augustus_masked-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-16.85-mRNA-1_1&gene=augustus_masked-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-16.85&CDS=1-1563
OG0000590	YBR132C	maker-NODE_1_length_1864488_cov_47.4331_ID_2849-augustus-gene-9.180-mRNA-1_1&gene=maker-NODE_1_length_1864488_cov_47.4331_ID_2849-augustus-gene-9.180&CDS=1-1674
OG0000591	YBR133C	maker-NODE_3_length_1312102_cov_45.374_ID_2384-augustus-gene-4.122-mRNA-1_1&gene=maker-NODE_3_length_1312102_cov_45.374_ID_2384-augustus-gene-4.122&CDS=1-1917
OG0000592	YBR135W	augustus_masked-NODE_3_length_1312102_cov_45.374_ID_2384-processed-gene-8.135-mRNA-1_1&gene=augustus_masked-NODE_3_length_1312102_cov_45.374_ID_2384-processed-gene-8.135&CDS=1-267
OG0000593	YBR136W	snap_masked-NODE_4_length_1082171_cov_45.4179_ID_1480-processed-gene-2.139-mRNA-1_1&gene=snap_masked-NODE_4_length_1082171_cov_45.4179_ID_1480-processed-gene-2.139&CDS=1-6909
OG0000594	YBR141C	augustus_masked-NODE_8_length_567177_cov_45.8152_ID_1382-processed-gene-1.82-mRNA-1_1&gene=augustus_masked-NODE_8_length_567177_cov_45.8152_ID_1382-processed-gene-1.82&CDS=1-813
OG0000595	YBR142W	augustus_masked-NODE_4_length_1082171_cov_45.4179_ID_1480-processed-gene-1.21-mRNA-1_1&gene=augustus_masked-NODE_4_length_1082171_cov_45.4179_ID_1480-processed-gene-1.21&CDS=1-2031
OG0000596	YBR143C	maker-NODE_4_length_1082171_cov_45.4179_ID_1480-snap-gene-0.57-mRNA-1_1&gene=maker-NODE_4_length_1082171_cov_45.4179_ID_1480-snap-gene-0.57&CDS=1-1317
OG0000597	YBR146W	augustus_masked-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-4.85-mRNA-1_1&gene=augustus_masked-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-4.85&CDS=1-1170
OG0000598	YBR153W	augustus_masked-NODE_9_length_565101_cov_46.0443_ID_1424-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-NODE_9_length_565101_cov_46.0443_ID_1424-processed-gene-0.52&CDS=1-723
OG0000599	YBR154C	genemark-NODE_3_length_1312102_cov_45.374_ID_2384-processed-gene-10.96-mRNA-1_1&gene=genemark-NODE_3_length_1312102_cov_45.374_ID_2384-processed-gene-10.96&CDS=1-642
OG0000600	YBR155W	augustus_masked-NODE_3_length_1312102_cov_45.374_ID_2384-processed-gene-2.98-mRNA-1_1&gene=augustus_masked-NODE_3_length_1312102_cov_45.374_ID_2384-processed-gene-2.98&CDS=1-1149
OG0000601	YBR156C	augustus_masked-NODE_3_length_1312102_cov_45.374_ID_2384-processed-gene-2.78-mRNA-1_1&gene=augustus_masked-NODE_3_length_1312102_cov_45.374_ID_2384-processed-gene-2.78&CDS=1-3075
OG0000602	YBR158W	augustus_masked-NODE_3_length_1312102_cov_45.374_ID_2384-processed-gene-12.35-mRNA-1_1&gene=augustus_masked-NODE_3_length_1312102_cov_45.374_ID_2384-processed-gene-12.35&CDS=1-1707
OG0000603	YBR159W	maker-NODE_5_length_1057822_cov_57.0665_ID_1593-augustus-gene-8.48-mRNA-1_1&gene=maker-NODE_5_length_1057822_cov_57.0665_ID_1593-augustus-gene-8.48&CDS=1-1029
OG0000604	YBR162C	augustus_masked-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-5.39-mRNA-1_1&gene=augustus_masked-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-5.39&CDS=1-1335
OG0000605	YBR166C	maker-NODE_2_length_1838899_cov_46.6078_ID_1253-snap-gene-1.79-mRNA-1_1&gene=maker-NODE_2_length_1838899_cov_46.6078_ID_1253-snap-gene-1.79&CDS=1-1311
OG0000606	YBR167C	augustus_masked-NODE_15_length_86975_cov_46.1423_ID_2791-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-NODE_15_length_86975_cov_46.1423_ID_2791-processed-gene-0.36&CDS=1-399
OG0000607	YBR170C	maker-NODE_9_length_565101_cov_46.0443_ID_1424-augustus-gene-3.1-mRNA-1_1&gene=maker-NODE_9_length_565101_cov_46.0443_ID_1424-augustus-gene-3.1&CDS=1-1689
OG0000608	YBR171W	maker-NODE_9_length_565101_cov_46.0443_ID_1424-augustus-gene-3.4-mRNA-1_1&gene=maker-NODE_9_length_565101_cov_46.0443_ID_1424-augustus-gene-3.4&CDS=1-531
OG0000609	YBR173C	snap_masked-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-4.106-mRNA-1_1&gene=snap_masked-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-4.106&CDS=1-597
OG0000610	YBR176W	maker-NODE_3_length_1312102_cov_45.374_ID_2384-snap-gene-5.101-mRNA-1_1&gene=maker-NODE_3_length_1312102_cov_45.374_ID_2384-snap-gene-5.101&CDS=1-1038
OG0000611	YBR179C	snap_masked-NODE_3_length_1312102_cov_45.374_ID_2384-processed-gene-7.45-mRNA-1_1&gene=snap_masked-NODE_3_length_1312102_cov_45.374_ID_2384-processed-gene-7.45&CDS=1-2469
OG0000612	YBR182C	augustus_masked-NODE_10_length_526852_cov_45.8755_ID_2249-processed-gene-1.101-mRNA-1_1&gene=augustus_masked-NODE_10_length_526852_cov_45.8755_ID_2249-processed-gene-1.101&CDS=1-1425
OG0000613	YBR187W	augustus_masked-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-11.109-mRNA-1_1&gene=augustus_masked-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-11.109&CDS=1-1284
OG0000614	YBR189W	augustus_masked-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-12.56-mRNA-1_1&gene=augustus_masked-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-12.56&CDS=1-582
OG0000615	YBR192W	maker-NODE_2_length_1838899_cov_46.6078_ID_1253-augustus-gene-11.6-mRNA-1_1&gene=maker-NODE_2_length_1838899_cov_46.6078_ID_1253-augustus-gene-11.6&CDS=1-1071
OG0000616	YBR193C	augustus_masked-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-15.8-mRNA-1_1&gene=augustus_masked-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-15.8&CDS=1-756
OG0000617	YBR196C	augustus_masked-NODE_6_length_632832_cov_45.1034_ID_1682-processed-gene-1.16-mRNA-1_1&gene=augustus_masked-NODE_6_length_632832_cov_45.1034_ID_1682-processed-gene-1.16&CDS=1-1659
OG0000618	YBR198C	augustus_masked-NODE_9_length_565101_cov_46.0443_ID_1424-processed-gene-4.132-mRNA-1_1&gene=augustus_masked-NODE_9_length_565101_cov_46.0443_ID_1424-processed-gene-4.132&CDS=1-1977
OG0000619	YBR200W	snap_masked-NODE_11_length_507231_cov_47.8977_ID_2584-processed-gene-0.95-mRNA-1_1&gene=snap_masked-NODE_11_length_507231_cov_47.8977_ID_2584-processed-gene-0.95&CDS=1-1491
OG0000620	YBR202W	snap_masked-NODE_4_length_1082171_cov_45.4179_ID_1480-processed-gene-0.12-mRNA-1_1&gene=snap_masked-NODE_4_length_1082171_cov_45.4179_ID_1480-processed-gene-0.12&CDS=1-2361
OG0000621	YBR204C	augustus_masked-NODE_8_length_567177_cov_45.8152_ID_1382-processed-gene-4.205-mRNA-1_1&gene=augustus_masked-NODE_8_length_567177_cov_45.8152_ID_1382-processed-gene-4.205&CDS=1-1542
OG0000622	YBR213W	maker-NODE_11_length_507231_cov_47.8977_ID_2584-augustus-gene-2.177-mRNA-1_1&gene=maker-NODE_11_length_507231_cov_47.8977_ID_2584-augustus-gene-2.177&CDS=1-897
OG0000623	YBR215W	augustus_masked-NODE_5_length_1057822_cov_57.0665_ID_1593-processed-gene-7.127-mRNA-1_1&gene=augustus_masked-NODE_5_length_1057822_cov_57.0665_ID_1593-processed-gene-7.127&CDS=1-1620
OG0000624	YBR217W	genemark-NODE_4_length_1082171_cov_45.4179_ID_1480-processed-gene-5.22-mRNA-1_1&gene=genemark-NODE_4_length_1082171_cov_45.4179_ID_1480-processed-gene-5.22&CDS=1-453
OG0000625	YBR218C	augustus_masked-NODE_4_length_1082171_cov_45.4179_ID_1480-processed-gene-8.78-mRNA-1_1&gene=augustus_masked-NODE_4_length_1082171_cov_45.4179_ID_1480-processed-gene-8.78&CDS=1-3519
OG0000626	YBR220C	augustus_masked-NODE_4_length_1082171_cov_45.4179_ID_1480-processed-gene-2.70-mRNA-1_1&gene=augustus_masked-NODE_4_length_1082171_cov_45.4179_ID_1480-processed-gene-2.70&CDS=1-1677
OG0000627	YBR221C	maker-NODE_4_length_1082171_cov_45.4179_ID_1480-augustus-gene-2.108-mRNA-1_1&gene=maker-NODE_4_length_1082171_cov_45.4179_ID_1480-augustus-gene-2.108&CDS=1-1122
OG0000628	YBR222C	maker-NODE_9_length_565101_cov_46.0443_ID_1424-augustus-gene-4.88-mRNA-1_1&gene=maker-NODE_9_length_565101_cov_46.0443_ID_1424-augustus-gene-4.88&CDS=1-1647
OG0000629	YBR223C	augustus_masked-NODE_8_length_567177_cov_45.8152_ID_1382-processed-gene-1.90-mRNA-1_1&gene=augustus_masked-NODE_8_length_567177_cov_45.8152_ID_1382-processed-gene-1.90&CDS=1-1701
OG0000630	YBR227C	maker-NODE_8_length_567177_cov_45.8152_ID_1382-augustus-gene-4.6-mRNA-1_1&gene=maker-NODE_8_length_567177_cov_45.8152_ID_1382-augustus-gene-4.6&CDS=1-1515
OG0000631	YBR228W	genemark-NODE_6_length_632832_cov_45.1034_ID_1682-processed-gene-2.136-mRNA-1_1&gene=genemark-NODE_6_length_632832_cov_45.1034_ID_1682-processed-gene-2.136&CDS=1-807
OG0000632	YBR229C	augustus_masked-NODE_6_length_632832_cov_45.1034_ID_1682-processed-gene-2.107-mRNA-1_1&gene=augustus_masked-NODE_6_length_632832_cov_45.1034_ID_1682-processed-gene-2.107&CDS=1-2805
OG0000633	YBR231C	augustus_masked-NODE_7_length_632808_cov_48.2593_ID_2746-processed-gene-5.115-mRNA-1_1&gene=augustus_masked-NODE_7_length_632808_cov_48.2593_ID_2746-processed-gene-5.115&CDS=1-690
OG0000634	YBR233W	augustus_masked-NODE_3_length_1312102_cov_45.374_ID_2384-processed-gene-6.4-mRNA-1_1&gene=augustus_masked-NODE_3_length_1312102_cov_45.374_ID_2384-processed-gene-6.4&CDS=1-1065
OG0000635	YBR233W-A	augustus_masked-NODE_7_length_632808_cov_48.2593_ID_2746-processed-gene-5.137-mRNA-1_1&gene=augustus_masked-NODE_7_length_632808_cov_48.2593_ID_2746-processed-gene-5.137&CDS=1-318
OG0000636	YBR234C	augustus_masked-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-15.181-mRNA-1_1&gene=augustus_masked-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-15.181&CDS=1-1092
OG0000637	YBR235W	genemark-NODE_3_length_1312102_cov_45.374_ID_2384-processed-gene-2.40-mRNA-1_1&gene=genemark-NODE_3_length_1312102_cov_45.374_ID_2384-processed-gene-2.40&CDS=1-3528
OG0000638	YBR236C	augustus_masked-NODE_5_length_1057822_cov_57.0665_ID_1593-processed-gene-1.78-mRNA-1_1&gene=augustus_masked-NODE_5_length_1057822_cov_57.0665_ID_1593-processed-gene-1.78&CDS=1-1491
OG0000639	YBR239C	maker-NODE_1_length_1864488_cov_47.4331_ID_2849-augustus-gene-15.183-mRNA-1_1&gene=maker-NODE_1_length_1864488_cov_47.4331_ID_2849-augustus-gene-15.183&CDS=1-1656
OG0000640	YBR243C	maker-NODE_3_length_1312102_cov_45.374_ID_2384-augustus-gene-12.183-mRNA-1_1&gene=maker-NODE_3_length_1312102_cov_45.374_ID_2384-augustus-gene-12.183&CDS=1-1350
OG0000641	YBR246W	maker-NODE_1_length_1864488_cov_47.4331_ID_2849-augustus-gene-7.160-mRNA-1_1&gene=maker-NODE_1_length_1864488_cov_47.4331_ID_2849-augustus-gene-7.160&CDS=1-1041
OG0000642	YBR247C	augustus_masked-NODE_6_length_632832_cov_45.1034_ID_1682-processed-gene-2.93-mRNA-1_1&gene=augustus_masked-NODE_6_length_632832_cov_45.1034_ID_1682-processed-gene-2.93&CDS=1-1278
OG0000643	YBR248C	maker-NODE_10_length_526852_cov_45.8755_ID_2249-augustus-gene-4.101-mRNA-1_1&gene=maker-NODE_10_length_526852_cov_45.8755_ID_2249-augustus-gene-4.101&CDS=1-1647
OG0000644	YBR251W	augustus_masked-NODE_7_length_632808_cov_48.2593_ID_2746-processed-gene-5.107-mRNA-1_1&gene=augustus_masked-NODE_7_length_632808_cov_48.2593_ID_2746-processed-gene-5.107&CDS=1-1404
OG0000645	YBR254C	maker-NODE_2_length_1838899_cov_46.6078_ID_1253-augustus-gene-13.11-mRNA-1_1&gene=maker-NODE_2_length_1838899_cov_46.6078_ID_1253-augustus-gene-13.11&CDS=1-423
OG0000646	YBR255W	snap_masked-NODE_4_length_1082171_cov_45.4179_ID_1480-processed-gene-0.9-mRNA-1_1&gene=snap_masked-NODE_4_length_1082171_cov_45.4179_ID_1480-processed-gene-0.9&CDS=1-1656
OG0000647	YBR256C	maker-NODE_1_length_1864488_cov_47.4331_ID_2849-augustus-gene-11.10-mRNA-1_1&gene=maker-NODE_1_length_1864488_cov_47.4331_ID_2849-augustus-gene-11.10&CDS=1-690
OG0000648	YBR257W	snap_masked-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-8.99-mRNA-1_1&gene=snap_masked-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-8.99&CDS=1-852
OG0000649	YBR260C	genemark-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-12.32-mRNA-1_1&gene=genemark-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-12.32&CDS=1-1863
OG0000650	YBR261C	augustus_masked-NODE_3_length_1312102_cov_45.374_ID_2384-processed-gene-4.89-mRNA-1_1&gene=augustus_masked-NODE_3_length_1312102_cov_45.374_ID_2384-processed-gene-4.89&CDS=1-735
OG0000651	YBR265W	maker-NODE_9_length_565101_cov_46.0443_ID_1424-augustus-gene-2.175-mRNA-1_1&gene=maker-NODE_9_length_565101_cov_46.0443_ID_1424-augustus-gene-2.175&CDS=1-1068
OG0000652	YBR267W	augustus_masked-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-16.32-mRNA-1_1&gene=augustus_masked-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-16.32&CDS=1-1170
OG0000653	YBR268W	augustus_masked-NODE_8_length_567177_cov_45.8152_ID_1382-processed-gene-1.81-mRNA-1_1&gene=augustus_masked-NODE_8_length_567177_cov_45.8152_ID_1382-processed-gene-1.81&CDS=1-360
OG0000654	YBR269C	snap_masked-NODE_11_length_507231_cov_47.8977_ID_2584-processed-gene-3.26-mRNA-1_1&gene=snap_masked-NODE_11_length_507231_cov_47.8977_ID_2584-processed-gene-3.26&CDS=1-366
OG0000655	YBR271W	augustus_masked-NODE_3_length_1312102_cov_45.374_ID_2384-processed-gene-11.13-mRNA-1_1&gene=augustus_masked-NODE_3_length_1312102_cov_45.374_ID_2384-processed-gene-11.13&CDS=1-972
OG0000656	YBR274W	augustus_masked-NODE_4_length_1082171_cov_45.4179_ID_1480-processed-gene-5.53-mRNA-1_1&gene=augustus_masked-NODE_4_length_1082171_cov_45.4179_ID_1480-processed-gene-5.53&CDS=1-1584
OG0000657	YBR276C	augustus_masked-NODE_8_length_567177_cov_45.8152_ID_1382-processed-gene-1.89-mRNA-1_1&gene=augustus_masked-NODE_8_length_567177_cov_45.8152_ID_1382-processed-gene-1.89&CDS=1-2064
OG0000658	YBR279W	augustus_masked-NODE_3_length_1312102_cov_45.374_ID_2384-processed-gene-9.100-mRNA-1_1&gene=augustus_masked-NODE_3_length_1312102_cov_45.374_ID_2384-processed-gene-9.100&CDS=1-1152
OG0000659	YBR281C	augustus_masked-NODE_6_length_632832_cov_45.1034_ID_1682-processed-gene-2.122-mRNA-1_1&gene=augustus_masked-NODE_6_length_632832_cov_45.1034_ID_1682-processed-gene-2.122&CDS=1-2469
OG0000660	YBR282W	maker-NODE_2_length_1838899_cov_46.6078_ID_1253-augustus-gene-1.60-mRNA-1_1&gene=maker-NODE_2_length_1838899_cov_46.6078_ID_1253-augustus-gene-1.60&CDS=1-420
OG0000661	YBR287W	genemark-NODE_10_length_526852_cov_45.8755_ID_2249-processed-gene-1.124-mRNA-1_1&gene=genemark-NODE_10_length_526852_cov_45.8755_ID_2249-processed-gene-1.124&CDS=1-1335
OG0000662	YBR288C	maker-NODE_2_length_1838899_cov_46.6078_ID_1253-augustus-gene-5.2-mRNA-1_1&gene=maker-NODE_2_length_1838899_cov_46.6078_ID_1253-augustus-gene-5.2&CDS=1-1347
OG0000663	YBR290W	augustus_masked-NODE_5_length_1057822_cov_57.0665_ID_1593-processed-gene-7.129-mRNA-1_1&gene=augustus_masked-NODE_5_length_1057822_cov_57.0665_ID_1593-processed-gene-7.129&CDS=1-945
OG0000664	YBR291C	maker-NODE_1_length_1864488_cov_47.4331_ID_2849-augustus-gene-15.178-mRNA-1_1&gene=maker-NODE_1_length_1864488_cov_47.4331_ID_2849-augustus-gene-15.178&CDS=1-870
OG0000665	YBR296C	augustus_masked-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-8.100-mRNA-1_1&gene=augustus_masked-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-8.100&CDS=1-1671
