	Saccharomyces_cerevisiae	yHMPu5000035297_Priceomyces_castillae
OG0000411	YKL103C	genemark-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-3.10-mRNA-1_1&gene=genemark-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-3.10&CDS=1-1554, genemark-NODE_35_length_87916_cov_10.329_ID_5878-processed-gene-0.26-mRNA-1_1&gene=genemark-NODE_35_length_87916_cov_10.329_ID_5878-processed-gene-0.26&CDS=1-1554
OG0000412	YKL121W, YMR102C	genemark-NODE_8_length_376714_cov_9.89329_ID_6769-processed-gene-2.212-mRNA-1_1&gene=genemark-NODE_8_length_376714_cov_9.89329_ID_6769-processed-gene-2.212&CDS=1-2898
OG0000413	YKL126W, YMR104C	genemark-NODE_12_length_340584_cov_9.50193_ID_2591-processed-gene-1.15-mRNA-1_1&gene=genemark-NODE_12_length_340584_cov_9.50193_ID_2591-processed-gene-1.15&CDS=1-2013
OG0000414	YKL127W, YMR105C	maker-NODE_50_length_28705_cov_9.29264_ID_6137-augustus-gene-0.18-mRNA-1_1&gene=maker-NODE_50_length_28705_cov_9.29264_ID_6137-augustus-gene-0.18&CDS=1-2982
OG0000415	YKL129C, YMR109W	augustus_masked-NODE_5_length_475292_cov_10.0999_ID_4004-processed-gene-1.48-mRNA-1_1&gene=augustus_masked-NODE_5_length_475292_cov_10.0999_ID_4004-processed-gene-1.48&CDS=1-5256
OG0000416	YKL141W, YMR118C	genemark-NODE_6_length_471149_cov_11.2545_ID_7078-processed-gene-3.265-mRNA-1_1&gene=genemark-NODE_6_length_471149_cov_11.2545_ID_7078-processed-gene-3.265&CDS=1-519
OG0000417	YKL217W	genemark-NODE_45_length_41376_cov_13.4364_ID_5671-processed-gene-0.31-mRNA-1_1&gene=genemark-NODE_45_length_41376_cov_13.4364_ID_5671-processed-gene-0.31&CDS=1-1575, genemark-NODE_6_length_471149_cov_11.2545_ID_7078-processed-gene-3.238-mRNA-1_1&gene=genemark-NODE_6_length_471149_cov_11.2545_ID_7078-processed-gene-3.238&CDS=1-1656
OG0000418	YKL221W	genemark-NODE_24_length_143231_cov_11.6215_ID_5295-processed-gene-0.72-mRNA-1_1&gene=genemark-NODE_24_length_143231_cov_11.6215_ID_5295-processed-gene-0.72&CDS=1-1476, genemark-NODE_48_length_35041_cov_19.1063_ID_6554-processed-gene-0.21-mRNA-1_1&gene=genemark-NODE_48_length_35041_cov_19.1063_ID_6554-processed-gene-0.21&CDS=1-1368
OG0000419	YKR075C, YOR062C	genemark-NODE_3_length_584268_cov_10.4991_ID_7482-processed-gene-4.219-mRNA-1_1&gene=genemark-NODE_3_length_584268_cov_10.4991_ID_7482-processed-gene-4.219&CDS=1-765
OG0000420	YKR076W, YMR251W	genemark-NODE_20_length_193470_cov_12.0149_ID_10779-processed-gene-0.148-mRNA-1_1&gene=genemark-NODE_20_length_193470_cov_12.0149_ID_10779-processed-gene-0.148&CDS=1-990
OG0000421	YLL012W, YLR020C	genemark-NODE_21_length_185578_cov_10.2295_ID_4326-processed-gene-0.207-mRNA-1_1&gene=genemark-NODE_21_length_185578_cov_10.2295_ID_4326-processed-gene-0.207&CDS=1-1548
OG0000422	YLL016W, YLR310C	genemark-NODE_13_length_330562_cov_9.24065_ID_5779-processed-gene-2.234-mRNA-1_1&gene=genemark-NODE_13_length_330562_cov_9.24065_ID_5779-processed-gene-2.234&CDS=1-4044
OG0000423	YLL056C	genemark-NODE_23_length_148614_cov_12.63_ID_5823-processed-gene-0.175-mRNA-1_1&gene=genemark-NODE_23_length_148614_cov_12.63_ID_5823-processed-gene-0.175&CDS=1-1074, genemark-NODE_83_length_1119_cov_12.5761_ID_8078-processed-gene-0.0-mRNA-1_1&gene=genemark-NODE_83_length_1119_cov_12.5761_ID_8078-processed-gene-0.0&CDS=1-186
OG0000424	YLR031W, YMR124W	genemark-NODE_10_length_362407_cov_10.6213_ID_7761-processed-gene-2.116-mRNA-1_1&gene=genemark-NODE_10_length_362407_cov_10.6213_ID_7761-processed-gene-2.116&CDS=1-3702
OG0000425	YLR241W	genemark-NODE_12_length_340584_cov_9.50193_ID_2591-processed-gene-1.0-mRNA-1_1&gene=genemark-NODE_12_length_340584_cov_9.50193_ID_2591-processed-gene-1.0&CDS=1-2562, genemark-NODE_12_length_340584_cov_9.50193_ID_2591-processed-gene-2.90-mRNA-1_1&gene=genemark-NODE_12_length_340584_cov_9.50193_ID_2591-processed-gene-2.90&CDS=1-2541
OG0000426	YLR260W, YOR171C	genemark-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-5.89-mRNA-1_1&gene=genemark-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-5.89&CDS=1-1509
OG0000427	YLR264W, YOR167C	genemark-NODE_11_length_341274_cov_9.29218_ID_2505-processed-gene-2.153-mRNA-1_1&gene=genemark-NODE_11_length_341274_cov_9.29218_ID_2505-processed-gene-2.153&CDS=1-201
OG0000428	YLR270W, YOR173W	genemark-NODE_11_length_341274_cov_9.29218_ID_2505-processed-gene-2.141-mRNA-1_1&gene=genemark-NODE_11_length_341274_cov_9.29218_ID_2505-processed-gene-2.141&CDS=1-927
OG0000429	YLR284C, YOR180C	genemark-NODE_22_length_151621_cov_9.48086_ID_10966-processed-gene-0.113-mRNA-1_1&gene=genemark-NODE_22_length_151621_cov_9.48086_ID_10966-processed-gene-0.113&CDS=1-822
OG0000430	YLR286C	genemark-NODE_13_length_330562_cov_9.24065_ID_5779-processed-gene-1.126-mRNA-1_1&gene=genemark-NODE_13_length_330562_cov_9.24065_ID_5779-processed-gene-1.126&CDS=1-1323, genemark-NODE_25_length_138199_cov_9.15744_ID_2639-processed-gene-0.153-mRNA-1_1&gene=genemark-NODE_25_length_138199_cov_9.15744_ID_2639-processed-gene-0.153&CDS=1-1191
OG0000431	YLR287C-A, YOR182C	maker-NODE_15_length_323123_cov_9.75563_ID_7113-snap-gene-0.11-mRNA-1_1&gene=maker-NODE_15_length_323123_cov_9.75563_ID_7113-snap-gene-0.11&CDS=1-732
OG0000432	YLR441C, YML063W	augustus_masked-NODE_99_length_585_cov_20.4849_ID_11435-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_99_length_585_cov_20.4849_ID_11435-processed-gene-0.0&CDS=1-585
OG0000433	YLR456W, YPR172W	genemark-NODE_3_length_584268_cov_10.4991_ID_7482-processed-gene-1.78-mRNA-1_1&gene=genemark-NODE_3_length_584268_cov_10.4991_ID_7482-processed-gene-1.78&CDS=1-552
OG0000434	YML020W	augustus_masked-NODE_23_length_148614_cov_12.63_ID_5823-processed-gene-0.122-mRNA-1_1&gene=augustus_masked-NODE_23_length_148614_cov_12.63_ID_5823-processed-gene-0.122&CDS=1-5463, maker-NODE_7_length_448406_cov_9.47533_ID_6842-augustus-gene-3.13-mRNA-1_1&gene=maker-NODE_7_length_448406_cov_9.47533_ID_6842-augustus-gene-3.13&CDS=1-3690
OG0000435	YML054C	augustus_masked-NODE_45_length_41376_cov_13.4364_ID_5671-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-NODE_45_length_41376_cov_13.4364_ID_5671-processed-gene-0.47&CDS=1-1641, genemark-NODE_8_length_376714_cov_9.89329_ID_6769-processed-gene-2.251-mRNA-1_1&gene=genemark-NODE_8_length_376714_cov_9.89329_ID_6769-processed-gene-2.251&CDS=1-1707
OG0000436	YML100W, YMR261C	genemark-NODE_5_length_475292_cov_10.0999_ID_4004-processed-gene-3.153-mRNA-1_1&gene=genemark-NODE_5_length_475292_cov_10.0999_ID_4004-processed-gene-3.153&CDS=1-3300
OG0000437	YML106W, YMR271C	genemark-NODE_10_length_362407_cov_10.6213_ID_7761-processed-gene-1.22-mRNA-1_1&gene=genemark-NODE_10_length_362407_cov_10.6213_ID_7761-processed-gene-1.22&CDS=1-657
OG0000438	YML109W, YMR273C	snap_masked-NODE_10_length_362407_cov_10.6213_ID_7761-processed-gene-1.109-mRNA-1_1&gene=snap_masked-NODE_10_length_362407_cov_10.6213_ID_7761-processed-gene-1.109&CDS=1-3840
OG0000439	YMR019W	genemark-NODE_2_length_634916_cov_10.4811_ID_7341-processed-gene-4.69-mRNA-1_1&gene=genemark-NODE_2_length_634916_cov_10.4811_ID_7341-processed-gene-4.69&CDS=1-2415, snap_masked-NODE_48_length_35041_cov_19.1063_ID_6554-processed-gene-0.36-mRNA-1_1&gene=snap_masked-NODE_48_length_35041_cov_19.1063_ID_6554-processed-gene-0.36&CDS=1-1926
OG0000440	YMR058W	genemark-NODE_19_length_201965_cov_9.04237_ID_4400-processed-gene-0.43-mRNA-1_1&gene=genemark-NODE_19_length_201965_cov_9.04237_ID_4400-processed-gene-0.43&CDS=1-2025, maker-NODE_27_length_129608_cov_9.34581_ID_6926-snap-gene-0.132-mRNA-1_1&gene=maker-NODE_27_length_129608_cov_9.34581_ID_6926-snap-gene-0.132&CDS=1-3519
OG0000441	YMR119W, YNL008C	genemark-NODE_22_length_151621_cov_9.48086_ID_10966-processed-gene-0.111-mRNA-1_1&gene=genemark-NODE_22_length_151621_cov_9.48086_ID_10966-processed-gene-0.111&CDS=1-2175
OG0000442	YMR177W, YPL224C	augustus_masked-NODE_21_length_185578_cov_10.2295_ID_4326-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-NODE_21_length_185578_cov_10.2295_ID_4326-processed-gene-0.74&CDS=1-1260
OG0000443	YMR183C, YPL232W	genemark-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-2.81-mRNA-1_1&gene=genemark-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-2.81&CDS=1-858
OG0000444	YMR194W, YPL249C-A	maker-NODE_8_length_376714_cov_9.89329_ID_6769-augustus-gene-0.69-mRNA-1_1&gene=maker-NODE_8_length_376714_cov_9.89329_ID_6769-augustus-gene-0.69&CDS=1-1134
OG0000445	YMR221C	augustus_masked-NODE_2_length_634916_cov_10.4811_ID_7341-processed-gene-5.92-mRNA-1_1&gene=augustus_masked-NODE_2_length_634916_cov_10.4811_ID_7341-processed-gene-5.92&CDS=1-1539, genemark-NODE_7_length_448406_cov_9.47533_ID_6842-processed-gene-1.142-mRNA-1_1&gene=genemark-NODE_7_length_448406_cov_9.47533_ID_6842-processed-gene-1.142&CDS=1-1590
OG0000446	YMR222C, YOR280C	genemark-NODE_7_length_448406_cov_9.47533_ID_6842-processed-gene-3.129-mRNA-1_1&gene=genemark-NODE_7_length_448406_cov_9.47533_ID_6842-processed-gene-3.129&CDS=1-822
OG0000447	YMR230W, YOR293W	genemark-NODE_6_length_471149_cov_11.2545_ID_7078-processed-gene-1.124-mRNA-1_1&gene=genemark-NODE_6_length_471149_cov_11.2545_ID_7078-processed-gene-1.124&CDS=1-360
OG0000448	YMR237W, YOR299W	genemark-NODE_46_length_41125_cov_9.77224_ID_5765-processed-gene-0.48-mRNA-1_1&gene=genemark-NODE_46_length_41125_cov_9.77224_ID_5765-processed-gene-0.48&CDS=1-2637
OG0000449	YMR242C, YOR312C	augustus_masked-NODE_6_length_471149_cov_11.2545_ID_7078-processed-gene-2.72-mRNA-1_1&gene=augustus_masked-NODE_6_length_471149_cov_11.2545_ID_7078-processed-gene-2.72&CDS=1-528
OG0000450	YMR253C, YPL264C	genemark-NODE_26_length_135252_cov_12.1826_ID_9264-processed-gene-0.124-mRNA-1_1&gene=genemark-NODE_26_length_135252_cov_12.1826_ID_9264-processed-gene-0.124&CDS=1-1383
OG0000451	YMR303C, YOL086C	genemark-NODE_18_length_211815_cov_9.6603_ID_3611-processed-gene-0.34-mRNA-1_1&gene=genemark-NODE_18_length_211815_cov_9.6603_ID_3611-processed-gene-0.34&CDS=1-1044
OG0000452	YNL027W	augustus_masked-NODE_3_length_584268_cov_10.4991_ID_7482-processed-gene-2.50-mRNA-1_1&gene=augustus_masked-NODE_3_length_584268_cov_10.4991_ID_7482-processed-gene-2.50&CDS=1-1098, genemark-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-6.140-mRNA-1_1&gene=genemark-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-6.140&CDS=1-1674
OG0000453	YNL059C	genemark-NODE_2_length_634916_cov_10.4811_ID_7341-processed-gene-0.5-mRNA-1_1&gene=genemark-NODE_2_length_634916_cov_10.4811_ID_7341-processed-gene-0.5&CDS=1-2322, genemark-NODE_2_length_634916_cov_10.4811_ID_7341-processed-gene-1.103-mRNA-1_1&gene=genemark-NODE_2_length_634916_cov_10.4811_ID_7341-processed-gene-1.103&CDS=1-2322
OG0000454	YNL061W	genemark-NODE_2_length_634916_cov_10.4811_ID_7341-processed-gene-0.26-mRNA-1_1&gene=genemark-NODE_2_length_634916_cov_10.4811_ID_7341-processed-gene-0.26&CDS=1-1833, genemark-NODE_2_length_634916_cov_10.4811_ID_7341-processed-gene-1.106-mRNA-1_1&gene=genemark-NODE_2_length_634916_cov_10.4811_ID_7341-processed-gene-1.106&CDS=1-1833
OG0000455	YNL062C	genemark-NODE_2_length_634916_cov_10.4811_ID_7341-processed-gene-0.6-mRNA-1_1&gene=genemark-NODE_2_length_634916_cov_10.4811_ID_7341-processed-gene-0.6&CDS=1-1323, genemark-NODE_2_length_634916_cov_10.4811_ID_7341-processed-gene-1.107-mRNA-1_1&gene=genemark-NODE_2_length_634916_cov_10.4811_ID_7341-processed-gene-1.107&CDS=1-1323
OG0000456	YNL064C	genemark-NODE_2_length_634916_cov_10.4811_ID_7341-processed-gene-0.24-mRNA-1_1&gene=genemark-NODE_2_length_634916_cov_10.4811_ID_7341-processed-gene-0.24&CDS=1-1221, genemark-NODE_2_length_634916_cov_10.4811_ID_7341-processed-gene-1.104-mRNA-1_1&gene=genemark-NODE_2_length_634916_cov_10.4811_ID_7341-processed-gene-1.104&CDS=1-1221
OG0000457	YNL096C, YOR096W	genemark-NODE_18_length_211815_cov_9.6603_ID_3611-processed-gene-0.60-mRNA-1_1&gene=genemark-NODE_18_length_211815_cov_9.6603_ID_3611-processed-gene-0.60&CDS=1-564
OG0000458	YNL101W	augustus_masked-NODE_17_length_274412_cov_11.5268_ID_7642-processed-gene-1.156-mRNA-1_1&gene=augustus_masked-NODE_17_length_274412_cov_11.5268_ID_7642-processed-gene-1.156&CDS=1-1824, maker-NODE_3_length_584268_cov_10.4991_ID_7482-augustus-gene-4.268-mRNA-1_1&gene=maker-NODE_3_length_584268_cov_10.4991_ID_7482-augustus-gene-4.268&CDS=1-3990
OG0000459	YNL103W	genemark-NODE_11_length_341274_cov_9.29218_ID_2505-processed-gene-2.116-mRNA-1_1&gene=genemark-NODE_11_length_341274_cov_9.29218_ID_2505-processed-gene-2.116&CDS=1-570, genemark-NODE_5_length_475292_cov_10.0999_ID_4004-processed-gene-1.99-mRNA-1_1&gene=genemark-NODE_5_length_475292_cov_10.0999_ID_4004-processed-gene-1.99&CDS=1-1038
OG0000460	YNL119W	genemark-NODE_2_length_634916_cov_10.4811_ID_7341-processed-gene-0.14-mRNA-1_1&gene=genemark-NODE_2_length_634916_cov_10.4811_ID_7341-processed-gene-0.14&CDS=1-1329, genemark-NODE_2_length_634916_cov_10.4811_ID_7341-processed-gene-1.115-mRNA-1_1&gene=genemark-NODE_2_length_634916_cov_10.4811_ID_7341-processed-gene-1.115&CDS=1-1329
OG0000461	YNL122C	augustus_masked-NODE_2_length_634916_cov_10.4811_ID_7341-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-NODE_2_length_634916_cov_10.4811_ID_7341-processed-gene-0.83&CDS=1-264, augustus_masked-NODE_2_length_634916_cov_10.4811_ID_7341-processed-gene-1.84-mRNA-1_1&gene=augustus_masked-NODE_2_length_634916_cov_10.4811_ID_7341-processed-gene-1.84&CDS=1-264
OG0000462	YNL123W	genemark-NODE_2_length_634916_cov_10.4811_ID_7341-processed-gene-0.10-mRNA-1_1&gene=genemark-NODE_2_length_634916_cov_10.4811_ID_7341-processed-gene-0.10&CDS=1-2934, genemark-NODE_2_length_634916_cov_10.4811_ID_7341-processed-gene-1.111-mRNA-1_1&gene=genemark-NODE_2_length_634916_cov_10.4811_ID_7341-processed-gene-1.111&CDS=1-2934
OG0000463	YNL124W	genemark-NODE_2_length_634916_cov_10.4811_ID_7341-processed-gene-0.29-mRNA-1_1&gene=genemark-NODE_2_length_634916_cov_10.4811_ID_7341-processed-gene-0.29&CDS=1-1545, genemark-NODE_2_length_634916_cov_10.4811_ID_7341-processed-gene-1.127-mRNA-1_1&gene=genemark-NODE_2_length_634916_cov_10.4811_ID_7341-processed-gene-1.127&CDS=1-1545
OG0000464	YNL129W	genemark-NODE_2_length_634916_cov_10.4811_ID_7341-processed-gene-0.23-mRNA-1_1&gene=genemark-NODE_2_length_634916_cov_10.4811_ID_7341-processed-gene-0.23&CDS=1-729, genemark-NODE_2_length_634916_cov_10.4811_ID_7341-processed-gene-0.43-mRNA-1_1&gene=genemark-NODE_2_length_634916_cov_10.4811_ID_7341-processed-gene-0.43&CDS=1-729
OG0000465	YNL132W	genemark-NODE_2_length_634916_cov_10.4811_ID_7341-processed-gene-0.2-mRNA-1_1&gene=genemark-NODE_2_length_634916_cov_10.4811_ID_7341-processed-gene-0.2&CDS=1-3120, genemark-NODE_2_length_634916_cov_10.4811_ID_7341-processed-gene-0.21-mRNA-1_1&gene=genemark-NODE_2_length_634916_cov_10.4811_ID_7341-processed-gene-0.21&CDS=1-3120
OG0000466	YNL137C	maker-NODE_2_length_634916_cov_10.4811_ID_7341-snap-gene-0.47-mRNA-1_1&gene=maker-NODE_2_length_634916_cov_10.4811_ID_7341-snap-gene-0.47&CDS=1-2325, maker-NODE_2_length_634916_cov_10.4811_ID_7341-snap-gene-1.48-mRNA-1_1&gene=maker-NODE_2_length_634916_cov_10.4811_ID_7341-snap-gene-1.48&CDS=1-2325
OG0000467	YNL138W	genemark-NODE_2_length_634916_cov_10.4811_ID_7341-processed-gene-0.25-mRNA-1_1&gene=genemark-NODE_2_length_634916_cov_10.4811_ID_7341-processed-gene-0.25&CDS=1-1554, genemark-NODE_2_length_634916_cov_10.4811_ID_7341-processed-gene-1.105-mRNA-1_1&gene=genemark-NODE_2_length_634916_cov_10.4811_ID_7341-processed-gene-1.105&CDS=1-1554
OG0000468	YNL202W	augustus_masked-NODE_16_length_303169_cov_10.538_ID_8213-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-NODE_16_length_303169_cov_10.538_ID_8213-processed-gene-0.67&CDS=1-3339, maker-NODE_7_length_448406_cov_9.47533_ID_6842-augustus-gene-2.92-mRNA-1_1&gene=maker-NODE_7_length_448406_cov_9.47533_ID_6842-augustus-gene-2.92&CDS=1-2031
OG0000469	YNL271C	genemark-NODE_4_length_509622_cov_11.013_ID_3510-processed-gene-4.57-mRNA-1_1&gene=genemark-NODE_4_length_509622_cov_11.013_ID_3510-processed-gene-4.57&CDS=1-5361, genemark-NODE_63_length_6142_cov_9.30606_ID_7614-processed-gene-0.4-mRNA-1_1&gene=genemark-NODE_63_length_6142_cov_9.30606_ID_7614-processed-gene-0.4&CDS=1-1866
OG0000470	YNL299W, YOL115W	genemark-NODE_21_length_185578_cov_10.2295_ID_4326-processed-gene-0.147-mRNA-1_1&gene=genemark-NODE_21_length_185578_cov_10.2295_ID_4326-processed-gene-0.147&CDS=1-1905
OG0000471	YNL301C, YOL120C	augustus_masked-NODE_11_length_341274_cov_9.29218_ID_2505-processed-gene-1.70-mRNA-1_1&gene=augustus_masked-NODE_11_length_341274_cov_9.29218_ID_2505-processed-gene-1.70&CDS=1-2688
OG0000472	YNL322C	genemark-NODE_15_length_323123_cov_9.75563_ID_7113-processed-gene-0.37-mRNA-1_1&gene=genemark-NODE_15_length_323123_cov_9.75563_ID_7113-processed-gene-0.37&CDS=1-399, snap_masked-NODE_13_length_330562_cov_9.24065_ID_5779-processed-gene-1.22-mRNA-1_1&gene=snap_masked-NODE_13_length_330562_cov_9.24065_ID_5779-processed-gene-1.22&CDS=1-372
OG0000473	YNR001C	genemark-NODE_2_length_634916_cov_10.4811_ID_7341-processed-gene-0.16-mRNA-1_1&gene=genemark-NODE_2_length_634916_cov_10.4811_ID_7341-processed-gene-0.16&CDS=1-1389, genemark-NODE_2_length_634916_cov_10.4811_ID_7341-processed-gene-1.117-mRNA-1_1&gene=genemark-NODE_2_length_634916_cov_10.4811_ID_7341-processed-gene-1.117&CDS=1-1389
OG0000474	YOR059C	genemark-NODE_28_length_126297_cov_10.052_ID_6990-processed-gene-0.18-mRNA-1_1&gene=genemark-NODE_28_length_126297_cov_10.052_ID_6990-processed-gene-0.18&CDS=1-1374, genemark-NODE_7_length_448406_cov_9.47533_ID_6842-processed-gene-0.25-mRNA-1_1&gene=genemark-NODE_7_length_448406_cov_9.47533_ID_6842-processed-gene-0.25&CDS=1-1614
OG0000475	YOR108W	genemark-NODE_13_length_330562_cov_9.24065_ID_5779-processed-gene-2.183-mRNA-1_1&gene=genemark-NODE_13_length_330562_cov_9.24065_ID_5779-processed-gene-2.183&CDS=1-1746, genemark-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-2.71-mRNA-1_1&gene=genemark-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-2.71&CDS=1-1722
OG0000476	YOR226C, YPL135W	genemark-NODE_33_length_96187_cov_9.23238_ID_5633-processed-gene-0.104-mRNA-1_1&gene=genemark-NODE_33_length_96187_cov_9.23238_ID_5633-processed-gene-0.104&CDS=1-567
OG0000477	YOR231W, YPL140C	genemark-NODE_20_length_193470_cov_12.0149_ID_10779-processed-gene-0.120-mRNA-1_1&gene=genemark-NODE_20_length_193470_cov_12.0149_ID_10779-processed-gene-0.120&CDS=1-1257
OG0000478	YOR234C, YPL143W	genemark-NODE_20_length_193470_cov_12.0149_ID_10779-processed-gene-0.117-mRNA-1_1&gene=genemark-NODE_20_length_193470_cov_12.0149_ID_10779-processed-gene-0.117&CDS=1-321
OG0000479	YOR237W, YPL145C	genemark-NODE_20_length_193470_cov_12.0149_ID_10779-processed-gene-0.116-mRNA-1_1&gene=genemark-NODE_20_length_193470_cov_12.0149_ID_10779-processed-gene-0.116&CDS=1-1275
OG0000480	YOR256C, YPL176C	genemark-NODE_4_length_509622_cov_11.013_ID_3510-processed-gene-0.109-mRNA-1_1&gene=genemark-NODE_4_length_509622_cov_11.013_ID_3510-processed-gene-0.109&CDS=1-2481
OG0000481	YOR270C	genemark-NODE_5_length_475292_cov_10.0999_ID_4004-processed-gene-0.109-mRNA-1_1&gene=genemark-NODE_5_length_475292_cov_10.0999_ID_4004-processed-gene-0.109&CDS=1-2439, maker-NODE_19_length_201965_cov_9.04237_ID_4400-augustus-gene-1.157-mRNA-1_1&gene=maker-NODE_19_length_201965_cov_9.04237_ID_4400-augustus-gene-1.157&CDS=1-5163
OG0000482	YOR390W, YPL279C	genemark-NODE_23_length_148614_cov_12.63_ID_5823-processed-gene-0.180-mRNA-1_1&gene=genemark-NODE_23_length_148614_cov_12.63_ID_5823-processed-gene-0.180&CDS=1-1149
OG0000483	YPL040C	genemark-NODE_2_length_634916_cov_10.4811_ID_7341-processed-gene-0.17-mRNA-1_1&gene=genemark-NODE_2_length_634916_cov_10.4811_ID_7341-processed-gene-0.17&CDS=1-2973, genemark-NODE_2_length_634916_cov_10.4811_ID_7341-processed-gene-1.118-mRNA-1_1&gene=genemark-NODE_2_length_634916_cov_10.4811_ID_7341-processed-gene-1.118&CDS=1-2973
OG0000484	YPL048W	augustus_masked-NODE_9_length_371814_cov_10.5524_ID_6037-processed-gene-1.71-mRNA-1_1&gene=augustus_masked-NODE_9_length_371814_cov_10.5524_ID_6037-processed-gene-1.71&CDS=1-2175, genemark-NODE_38_length_81238_cov_9.31503_ID_7687-processed-gene-0.80-mRNA-1_1&gene=genemark-NODE_38_length_81238_cov_9.31503_ID_7687-processed-gene-0.80&CDS=1-1224
OG0000485	YPR013C, YPR015C	genemark-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-1.56-mRNA-1_1&gene=genemark-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-1.56&CDS=1-1305
OG0000486	YAL002W	snap_masked-NODE_37_length_82542_cov_9.14391_ID_4479-processed-gene-0.69-mRNA-1_1&gene=snap_masked-NODE_37_length_82542_cov_9.14391_ID_4479-processed-gene-0.69&CDS=1-4080
OG0000487	YAL003W	genemark-NODE_5_length_475292_cov_10.0999_ID_4004-processed-gene-2.61-mRNA-1_1&gene=genemark-NODE_5_length_475292_cov_10.0999_ID_4004-processed-gene-2.61&CDS=1-627
OG0000488	YAL008W	genemark-NODE_5_length_475292_cov_10.0999_ID_4004-processed-gene-2.69-mRNA-1_1&gene=genemark-NODE_5_length_475292_cov_10.0999_ID_4004-processed-gene-2.69&CDS=1-582
OG0000489	YAL009W	genemark-NODE_20_length_193470_cov_12.0149_ID_10779-processed-gene-0.168-mRNA-1_1&gene=genemark-NODE_20_length_193470_cov_12.0149_ID_10779-processed-gene-0.168&CDS=1-1422
OG0000490	YAL010C	augustus_masked-NODE_28_length_126297_cov_10.052_ID_6990-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-NODE_28_length_126297_cov_10.052_ID_6990-processed-gene-0.89&CDS=1-2298
OG0000491	YAL011W	genemark-NODE_28_length_126297_cov_10.052_ID_6990-processed-gene-0.52-mRNA-1_1&gene=genemark-NODE_28_length_126297_cov_10.052_ID_6990-processed-gene-0.52&CDS=1-2472
OG0000492	YAL012W	genemark-NODE_20_length_193470_cov_12.0149_ID_10779-processed-gene-0.125-mRNA-1_1&gene=genemark-NODE_20_length_193470_cov_12.0149_ID_10779-processed-gene-0.125&CDS=1-1206
OG0000493	YAL013W	genemark-NODE_20_length_193470_cov_12.0149_ID_10779-processed-gene-0.166-mRNA-1_1&gene=genemark-NODE_20_length_193470_cov_12.0149_ID_10779-processed-gene-0.166&CDS=1-1626
OG0000494	YAL014C	genemark-NODE_13_length_330562_cov_9.24065_ID_5779-processed-gene-2.228-mRNA-1_1&gene=genemark-NODE_13_length_330562_cov_9.24065_ID_5779-processed-gene-2.228&CDS=1-783
