	Candida_arabinofermentans	Saccharomyces_cerevisiae
OG0000730	augustus_masked-scaffold_1-processed-gene-9.133-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-9.133&CDS=1-891	YKL206C
OG0000731	augustus_masked-scaffold_1-processed-gene-9.117-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-9.117&CDS=1-963	YJR070C
OG0000732	augustus_masked-scaffold_1-processed-gene-9.134-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-9.134&CDS=1-369	YJR063W
OG0000733	augustus_masked-scaffold_1-processed-gene-9.118-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-9.118&CDS=1-1671	YJR064W
OG0000734	augustus_masked-scaffold_1-processed-gene-9.135-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-9.135&CDS=1-657	YDR016C
OG0000735	augustus_masked-scaffold_1-processed-gene-9.119-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-9.119&CDS=1-2496	YMR302C
OG0000736	augustus_masked-scaffold_1-processed-gene-9.136-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-9.136&CDS=1-996	YFL029C
OG0000737	augustus_masked-scaffold_1-processed-gene-9.120-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-9.120&CDS=1-1749	YFL027C
OG0000738	snap_masked-scaffold_1-processed-gene-9.41-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-9.41&CDS=1-984	YGR144W
OG0000739	maker-scaffold_1-augustus-gene-9.106-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-9.106&CDS=1-1410	YNL142W
OG0000740	augustus_masked-scaffold_1-processed-gene-9.122-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-9.122&CDS=1-3291	YLR240W
OG0000741	augustus_masked-scaffold_1-processed-gene-9.139-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-9.139&CDS=1-1974	YDR332W
OG0000742	augustus_masked-scaffold_1-processed-gene-9.123-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-9.123&CDS=1-1218	YDR331W
OG0000743	maker-scaffold_1-augustus-gene-9.104-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-9.104&CDS=1-2022	YDR329C
OG0000744	augustus_masked-scaffold_1-processed-gene-9.125-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-9.125&CDS=1-2061	YHR042W
OG0000745	augustus_masked-scaffold_1-processed-gene-9.126-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-9.126&CDS=1-888	YHR088W
OG0000746	augustus_masked-scaffold_1-processed-gene-9.141-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-9.141&CDS=1-1074	YML121W
OG0000747	augustus_masked-scaffold_1-processed-gene-9.127-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-9.127&CDS=1-1728	YML096W
OG0000748	augustus_masked-scaffold_1-processed-gene-9.142-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-9.142&CDS=1-705	YLR016C
OG0000749	augustus_masked-scaffold_1-processed-gene-9.143-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-9.143&CDS=1-936	YNL177C
OG0000750	genemark-scaffold_1-processed-gene-9.97-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.97&CDS=1-2352	YPL165C
OG0000751	genemark-scaffold_1-processed-gene-9.98-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.98&CDS=1-2289	YLR176C
OG0000752	augustus_masked-scaffold_1-processed-gene-10.2-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-10.2&CDS=1-2604	YDR520C
OG0000753	augustus_masked-scaffold_1-processed-gene-10.5-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-10.5&CDS=1-981	YPL111W
OG0000754	augustus_masked-scaffold_1-processed-gene-10.6-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-10.6&CDS=1-1452	YIR008C
OG0000755	augustus_masked-scaffold_1-processed-gene-10.21-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-10.21&CDS=1-1971	YER113C
OG0000756	maker-scaffold_1-snap-gene-10.125-mRNA-1_1&gene=maker-scaffold_1-snap-gene-10.125&CDS=1-807	YNL056W
OG0000757	augustus_masked-scaffold_1-processed-gene-10.24-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-10.24&CDS=1-3435	YKL197C
OG0000758	augustus_masked-scaffold_1-processed-gene-10.9-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-10.9&CDS=1-810	YDR121W
OG0000759	genemark-scaffold_1-processed-gene-10.72-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.72&CDS=1-2187	YHR205W
OG0000760	genemark-scaffold_1-processed-gene-10.73-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.73&CDS=1-2832	YHR204W
OG0000761	augustus_masked-scaffold_1-processed-gene-10.29-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-10.29&CDS=1-687	YGL018C
OG0000762	augustus_masked-scaffold_1-processed-gene-10.31-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-10.31&CDS=1-2979	YBR156C
OG0000763	augustus_masked-scaffold_1-processed-gene-10.12-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-10.12&CDS=1-5298	YKL014C
OG0000764	genemark-scaffold_1-processed-gene-10.59-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.59&CDS=1-2040	YLR214W
OG0000765	genemark-scaffold_1-processed-gene-10.60-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.60&CDS=1-1242	YGR244C
OG0000766	augustus_masked-scaffold_1-processed-gene-10.35-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-10.35&CDS=1-825	YKR025W
OG0000767	augustus_masked-scaffold_1-processed-gene-10.16-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-10.16&CDS=1-2328	YKR024C
OG0000768	augustus_masked-scaffold_1-processed-gene-10.17-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-10.17&CDS=1-594	YDR013W
OG0000769	maker-scaffold_1-snap-gene-10.126-mRNA-1_1&gene=maker-scaffold_1-snap-gene-10.126&CDS=1-1797	YDR031W
OG0000770	genemark-scaffold_1-processed-gene-11.50-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-11.50&CDS=1-2982	YDR017C
OG0000771	augustus_masked-scaffold_1-processed-gene-10.20-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-10.20&CDS=1-975	YLR105C
OG0000772	augustus_masked-scaffold_1-processed-gene-11.84-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-11.84&CDS=1-357	YLR104W
OG0000773	augustus_masked-scaffold_1-processed-gene-11.88-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-11.88&CDS=1-2403	YOR168W
OG0000774	augustus_masked-scaffold_1-processed-gene-11.89-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-11.89&CDS=1-1662	YLR276C
OG0000775	augustus_masked-scaffold_1-processed-gene-11.90-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-11.90&CDS=1-2589	YDL095W
OG0000776	augustus_masked-scaffold_1-processed-gene-11.105-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-11.105&CDS=1-3924	YAL026C
OG0000777	augustus_masked-scaffold_1-processed-gene-11.106-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-11.106&CDS=1-393	YBL092W
OG0000778	augustus_masked-scaffold_1-processed-gene-11.92-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-11.92&CDS=1-537	YBL093C
OG0000779	augustus_masked-scaffold_1-processed-gene-11.93-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-11.93&CDS=1-1503	YPR163C
OG0000780	augustus_masked-scaffold_1-processed-gene-11.96-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-11.96&CDS=1-747	YGR147C
OG0000781	augustus_masked-scaffold_1-processed-gene-11.110-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-11.110&CDS=1-1335	YKL027W
OG0000782	augustus_masked-scaffold_1-processed-gene-11.98-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-11.98&CDS=1-2448	YOL076W
OG0000783	augustus_masked-scaffold_1-processed-gene-11.111-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-11.111&CDS=1-2706	YOL097C
OG0000784	genemark-scaffold_1-processed-gene-11.68-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-11.68&CDS=1-1584	YNL317W
OG0000785	maker-scaffold_1-augustus-gene-11.48-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-11.48&CDS=1-2673	YOL136C
OG0000786	augustus_masked-scaffold_1-processed-gene-12.97-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-12.97&CDS=1-780	YOR145C
OG0000787	augustus_masked-scaffold_1-processed-gene-12.101-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-12.101&CDS=1-1872	YLR143W
OG0000788	augustus_masked-scaffold_1-processed-gene-12.117-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-12.117&CDS=1-1320	YDR165W
OG0000789	augustus_masked-scaffold_1-processed-gene-12.118-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-12.118&CDS=1-828	YLR145W
OG0000790	maker-scaffold_1-augustus-gene-12.92-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-12.92&CDS=1-570	YER134C
OG0000791	genemark-scaffold_1-processed-gene-12.61-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-12.61&CDS=1-1149	YKL080W
OG0000792	augustus_masked-scaffold_1-processed-gene-12.121-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-12.121&CDS=1-1509	YMR067C
OG0000793	genemark-scaffold_1-processed-gene-12.75-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-12.75&CDS=1-1671	YHR004C
OG0000794	maker-scaffold_1-augustus-gene-12.93-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-12.93&CDS=1-6423	YDL171C
OG0000795	augustus_masked-scaffold_1-processed-gene-12.124-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-12.124&CDS=1-1779	YLR196W
OG0000796	augustus_masked-scaffold_1-processed-gene-12.111-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-12.111&CDS=1-1359	YLR195C
OG0000797	snap_masked-scaffold_1-processed-gene-12.37-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-12.37&CDS=1-2481	YDL167C
OG0000798	maker-scaffold_1-augustus-gene-12.95-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-12.95&CDS=1-2157	YDR083W
OG0000799	augustus_masked-scaffold_1-processed-gene-12.131-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-12.131&CDS=1-1248	YLR097C
OG0000800	augustus_masked-scaffold_1-processed-gene-12.114-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-12.114&CDS=1-1416	YDR124W
OG0000801	genemark-scaffold_1-processed-gene-12.88-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-12.88&CDS=1-2772	YKR079C
OG0000802	snap_masked-scaffold_1-processed-gene-12.27-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-12.27&CDS=1-5217	YMR229C
OG0000803	snap_masked-scaffold_1-processed-gene-12.29-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-12.29&CDS=1-1713	YHL010C
OG0000804	augustus_masked-scaffold_1-processed-gene-12.116-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-12.116&CDS=1-1677	YPR045C
OG0000805	augustus_masked-scaffold_1-processed-gene-13.57-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-13.57&CDS=1-750	YJR099W
OG0000806	augustus_masked-scaffold_1-processed-gene-13.59-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-13.59&CDS=1-1746	YBR123C
OG0000807	augustus_masked-scaffold_1-processed-gene-13.61-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-13.61&CDS=1-285	YKL006C-A
OG0000808	augustus_masked-scaffold_1-processed-gene-13.75-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-13.75&CDS=1-825	YKL007W
OG0000809	genemark-scaffold_1-processed-gene-13.105-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-13.105&CDS=1-1431	YBL029W
OG0000810	maker-scaffold_1-snap-gene-13.45-mRNA-1_1&gene=maker-scaffold_1-snap-gene-13.45&CDS=1-1818	YKR084C
OG0000811	augustus_masked-scaffold_1-processed-gene-13.76-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-13.76&CDS=1-1044	YOR075W
OG0000812	augustus_masked-scaffold_1-processed-gene-13.64-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-13.64&CDS=1-2208	YOR069W
OG0000813	augustus_masked-scaffold_1-processed-gene-13.65-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-13.65&CDS=1-3072	YPL183C
OG0000814	maker-scaffold_1-augustus-gene-13.93-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-13.93&CDS=1-3288	YGL094C
OG0000815	augustus_masked-scaffold_1-processed-gene-13.78-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-13.78&CDS=1-1818	YPL180W
OG0000816	augustus_masked-scaffold_1-processed-gene-13.67-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-13.67&CDS=1-1791	YGL095C
OG0000817	augustus_masked-scaffold_1-processed-gene-13.79-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-13.79&CDS=1-1377	YPL181W
OG0000818	augustus_masked-scaffold_1-processed-gene-13.68-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-13.68&CDS=1-1677	YBR236C
OG0000819	augustus_masked-scaffold_1-processed-gene-13.69-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-13.69&CDS=1-3489	YBR235W
OG0000820	augustus_masked-scaffold_1-processed-gene-13.82-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-13.82&CDS=1-2439	YDL230W
OG0000821	augustus_masked-scaffold_1-processed-gene-13.71-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-13.71&CDS=1-573	YKL117W
OG0000822	augustus_masked-scaffold_1-processed-gene-13.72-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-13.72&CDS=1-954	YLR220W
OG0000823	augustus_masked-scaffold_1-processed-gene-13.85-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-13.85&CDS=1-1128	YML008C
OG0000824	maker-scaffold_1-snap-gene-13.54-mRNA-1_1&gene=maker-scaffold_1-snap-gene-13.54&CDS=1-1176	YDR255C
OG0000825	augustus_masked-scaffold_1-processed-gene-14.6-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-14.6&CDS=1-1176	YKR070W
OG0000826	augustus_masked-scaffold_1-processed-gene-14.7-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-14.7&CDS=1-570	YOR052C
OG0000827	genemark-scaffold_1-processed-gene-14.67-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-14.67&CDS=1-150	YOR045W
OG0000828	genemark-scaffold_1-processed-gene-14.69-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-14.69&CDS=1-168	YDR276C
OG0000829	augustus_masked-scaffold_1-processed-gene-14.8-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-14.8&CDS=1-1581	YKR069W
OG0000830	maker-scaffold_1-snap-gene-14.185-mRNA-1_1&gene=maker-scaffold_1-snap-gene-14.185&CDS=1-1890	YGL215W
OG0000831	augustus_masked-scaffold_1-processed-gene-14.38-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-14.38&CDS=1-705	YMR038C
OG0000832	augustus_masked-scaffold_1-processed-gene-14.14-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-14.14&CDS=1-603	YMR035W
OG0000833	maker-scaffold_1-snap-gene-14.193-mRNA-1_1&gene=maker-scaffold_1-snap-gene-14.193&CDS=1-2574	YMR036C
OG0000834	augustus_masked-scaffold_1-processed-gene-14.41-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-14.41&CDS=1-1347	YOR051C
OG0000835	augustus_masked-scaffold_1-processed-gene-14.42-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-14.42&CDS=1-1326	YDR171W
OG0000836	augustus_masked-scaffold_1-processed-gene-14.44-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-14.44&CDS=1-1008	YPL031C
OG0000837	augustus_masked-scaffold_1-processed-gene-14.19-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-14.19&CDS=1-1944	YPL030W
OG0000838	augustus_masked-scaffold_1-processed-gene-14.45-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-14.45&CDS=1-2382	YPL043W
OG0000839	augustus_masked-scaffold_1-processed-gene-14.20-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-14.20&CDS=1-1470	YDR254W
OG0000840	augustus_masked-scaffold_1-processed-gene-14.46-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-14.46&CDS=1-2499	YPL045W
OG0000841	augustus_masked-scaffold_1-processed-gene-14.21-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-14.21&CDS=1-309	YPL046C
OG0000842	augustus_masked-scaffold_1-processed-gene-14.48-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-14.48&CDS=1-867	YGR017W
OG0000843	augustus_masked-scaffold_1-processed-gene-14.49-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-14.49&CDS=1-1035	YOR261C
OG0000844	augustus_masked-scaffold_1-processed-gene-14.26-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-14.26&CDS=1-1743	YNL169C
OG0000845	augustus_masked-scaffold_1-processed-gene-14.28-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-14.28&CDS=1-987	YOR246C
OG0000846	augustus_masked-scaffold_1-processed-gene-14.50-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-14.50&CDS=1-3324	YPL160W
OG0000847	genemark-scaffold_1-processed-gene-14.91-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-14.91&CDS=1-1458	YPL172C
OG0000848	augustus_masked-scaffold_1-processed-gene-14.51-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-14.51&CDS=1-1086	YIR026C
OG0000849	augustus_masked-scaffold_1-processed-gene-14.52-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-14.52&CDS=1-2808	YGR178C
OG0000850	augustus_masked-scaffold_1-processed-gene-14.31-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-14.31&CDS=1-222	YPR010C-A
OG0000851	augustus_masked-scaffold_1-processed-gene-14.53-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-14.53&CDS=1-1020	YOR026W
OG0000852	augustus_masked-scaffold_1-processed-gene-14.32-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-14.32&CDS=1-1725	YBL039C
OG0000853	augustus_masked-scaffold_1-processed-gene-14.54-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-14.54&CDS=1-1059	YOR311C
OG0000854	augustus_masked-scaffold_1-processed-gene-14.56-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-14.56&CDS=1-1785	YGL119W
OG0000855	augustus_masked-scaffold_1-processed-gene-14.57-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-14.57&CDS=1-1128	YBR221C
OG0000856	maker-scaffold_1-augustus-gene-14.4-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-14.4&CDS=1-483	YOR257W
OG0000857	genemark-scaffold_1-processed-gene-14.123-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-14.123&CDS=1-1317	YPL175W
OG0000858	snap_masked-scaffold_1-processed-gene-14.181-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-14.181&CDS=1-2376	YNL085W
OG0000859	augustus_masked-scaffold_1-processed-gene-14.36-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-14.36&CDS=1-966	YOR085W
OG0000860	augustus_masked-scaffold_1-processed-gene-14.37-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-14.37&CDS=1-1089	YDL107W
OG0000861	genemark-scaffold_1-processed-gene-14.126-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-14.126&CDS=1-1641	YGL142C
OG0000862	maker-scaffold_10-augustus-gene-0.81-mRNA-1_1&gene=maker-scaffold_10-augustus-gene-0.81&CDS=1-630	YLR411W
OG0000863	augustus_masked-scaffold_10-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-scaffold_10-processed-gene-0.105&CDS=1-1632	YNL189W
OG0000864	augustus_masked-scaffold_10-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-scaffold_10-processed-gene-0.87&CDS=1-1815	YMR278W
OG0000865	maker-scaffold_10-augustus-gene-0.82-mRNA-1_1&gene=maker-scaffold_10-augustus-gene-0.82&CDS=1-1416	YML115C
OG0000866	augustus_masked-scaffold_10-processed-gene-0.109-mRNA-1_1&gene=augustus_masked-scaffold_10-processed-gene-0.109&CDS=1-1875	YJL085W
OG0000867	augustus_masked-scaffold_10-processed-gene-0.111-mRNA-1_1&gene=augustus_masked-scaffold_10-processed-gene-0.111&CDS=1-1725	YJL046W
OG0000868	augustus_masked-scaffold_10-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-scaffold_10-processed-gene-0.90&CDS=1-909	YBR257W
OG0000869	augustus_masked-scaffold_10-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-scaffold_10-processed-gene-0.92&CDS=1-2133	YLR035C
OG0000870	augustus_masked-scaffold_10-processed-gene-0.112-mRNA-1_1&gene=augustus_masked-scaffold_10-processed-gene-0.112&CDS=1-3861	YMR129W
OG0000871	augustus_masked-scaffold_10-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-scaffold_10-processed-gene-0.93&CDS=1-1506	YLR034C
OG0000872	augustus_masked-scaffold_10-processed-gene-0.113-mRNA-1_1&gene=augustus_masked-scaffold_10-processed-gene-0.113&CDS=1-4056	YBR081C
OG0000873	genemark-scaffold_10-processed-gene-0.76-mRNA-1_1&gene=genemark-scaffold_10-processed-gene-0.76&CDS=1-1638	YEL015W
OG0000874	augustus_masked-scaffold_10-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-scaffold_10-processed-gene-0.95&CDS=1-648	YJL001W
OG0000875	augustus_masked-scaffold_10-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-scaffold_10-processed-gene-0.96&CDS=1-1416	YLL002W
OG0000876	augustus_masked-scaffold_10-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-scaffold_10-processed-gene-0.97&CDS=1-2373	YLL001W
OG0000877	augustus_masked-scaffold_10-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-scaffold_10-processed-gene-0.98&CDS=1-2373	YER041W
OG0000878	genemark-scaffold_10-processed-gene-0.61-mRNA-1_1&gene=genemark-scaffold_10-processed-gene-0.61&CDS=1-966	YDR044W
OG0000879	augustus_masked-scaffold_10-processed-gene-0.116-mRNA-1_1&gene=augustus_masked-scaffold_10-processed-gene-0.116&CDS=1-2916	YOL078W
OG0000880	augustus_masked-scaffold_10-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-scaffold_10-processed-gene-0.102&CDS=1-201	YOL077W-A
OG0000881	augustus_masked-scaffold_10-processed-gene-0.117-mRNA-1_1&gene=augustus_masked-scaffold_10-processed-gene-0.117&CDS=1-897	YOL077C
OG0000882	augustus_masked-scaffold_10-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-scaffold_10-processed-gene-0.103&CDS=1-933	YDR284C
OG0000883	snap_masked-scaffold_10-processed-gene-1.53-mRNA-1_1&gene=snap_masked-scaffold_10-processed-gene-1.53&CDS=1-4800	YHR164C
OG0000884	maker-scaffold_10-augustus-gene-1.150-mRNA-1_1&gene=maker-scaffold_10-augustus-gene-1.150&CDS=1-3594	YDR286C
OG0000885	augustus_masked-scaffold_10-processed-gene-1.2-mRNA-1_1&gene=augustus_masked-scaffold_10-processed-gene-1.2&CDS=1-1416	YBR162C
OG0000886	augustus_masked-scaffold_10-processed-gene-1.3-mRNA-1_1&gene=augustus_masked-scaffold_10-processed-gene-1.3&CDS=1-3009	YDR452W
OG0000887	augustus_masked-scaffold_10-processed-gene-1.29-mRNA-1_1&gene=augustus_masked-scaffold_10-processed-gene-1.29&CDS=1-2352	YLR006C
OG0000888	augustus_masked-scaffold_10-processed-gene-1.5-mRNA-1_1&gene=augustus_masked-scaffold_10-processed-gene-1.5&CDS=1-1008	YJL023C
