	Metschnikowia_santaceciliae	Saccharomyces_cerevisiae
OG0000388	genemark-sce_s359-processed-gene-0.3-mRNA-1_1&gene=genemark-sce_s359-processed-gene-0.3&CDS=1-843	YMR222C, YOR280C
OG0000389	genemark-sce_s367-processed-gene-0.11-mRNA-1_1&gene=genemark-sce_s367-processed-gene-0.11&CDS=1-1230	YBR066C, YDR043C
OG0000390	genemark-sce_s374-processed-gene-0.80-mRNA-1_1&gene=genemark-sce_s374-processed-gene-0.80&CDS=1-3930	YLL016W, YLR310C
OG0000391	genemark-sce_s374-processed-gene-0.82-mRNA-1_1&gene=genemark-sce_s374-processed-gene-0.82&CDS=1-4506	YEL022W, YJR031C
OG0000392	genemark-sce_s374-processed-gene-0.72-mRNA-1_1&gene=genemark-sce_s374-processed-gene-0.72&CDS=1-1827	YDL224C, YNL197C
OG0000393	genemark-sce_s385-processed-gene-0.0-mRNA-1_1&gene=genemark-sce_s385-processed-gene-0.0&CDS=1-966	YGR136W, YPR154W
OG0000394	genemark-sce_s385-processed-gene-0.16-mRNA-1_1&gene=genemark-sce_s385-processed-gene-0.16&CDS=1-360	YDL136W, YDL191W
OG0000395	genemark-sce_s385-processed-gene-0.17-mRNA-1_1&gene=genemark-sce_s385-processed-gene-0.17&CDS=1-543	YDL137W, YDL192W
OG0000396	maker-sce_s385-augustus-gene-0.62-mRNA-1_1&gene=maker-sce_s385-augustus-gene-0.62&CDS=1-1278	YGR131W, YPR149W
OG0000397	maker-sce_s385-snap-gene-0.29-mRNA-1_1&gene=maker-sce_s385-snap-gene-0.29&CDS=1-2100	YGR143W, YPR159W
OG0000398	genemark-sce_s385-processed-gene-0.22-mRNA-1_1&gene=genemark-sce_s385-processed-gene-0.22&CDS=1-816	YDL127W, YDL179W
OG0000399	snap_masked-sce_s399-processed-gene-0.36-mRNA-1_1&gene=snap_masked-sce_s399-processed-gene-0.36&CDS=1-3366, snap_masked-sce_s432-processed-gene-0.4-mRNA-1_1&gene=snap_masked-sce_s432-processed-gene-0.4&CDS=1-270	YJR140C
OG0000400	augustus_masked-sce_s44-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-sce_s44-processed-gene-0.52&CDS=1-909, genemark-sce_s406-processed-gene-0.19-mRNA-1_1&gene=genemark-sce_s406-processed-gene-0.19&CDS=1-969	YGR060W
OG0000401	genemark-sce_s406-processed-gene-0.20-mRNA-1_1&gene=genemark-sce_s406-processed-gene-0.20&CDS=1-516	YMR242C, YOR312C
OG0000402	genemark-sce_s406-processed-gene-0.21-mRNA-1_1&gene=genemark-sce_s406-processed-gene-0.21&CDS=1-807, genemark-sce_s541-processed-gene-0.41-mRNA-1_1&gene=genemark-sce_s541-processed-gene-0.41&CDS=1-804	YMR226C
OG0000403	genemark-sce_s406-processed-gene-0.29-mRNA-1_1&gene=genemark-sce_s406-processed-gene-0.29&CDS=1-1413	YCL040W, YDR516C
OG0000404	augustus_masked-sce_s677-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-sce_s677-processed-gene-0.0&CDS=1-339, maker-sce_s406-augustus-gene-0.35-mRNA-1_1&gene=maker-sce_s406-augustus-gene-0.35&CDS=1-2907	YFR010W
OG0000405	genemark-sce_s409-processed-gene-0.13-mRNA-1_1&gene=genemark-sce_s409-processed-gene-0.13&CDS=1-819	YDL049C, YJL174W
OG0000406	augustus_masked-sce_s411-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-sce_s411-processed-gene-0.34&CDS=1-723	YGL076C, YPL198W
OG0000407	augustus_masked-sce_s522-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-sce_s522-processed-gene-0.37&CDS=1-609, genemark-sce_s411-processed-gene-0.7-mRNA-1_1&gene=genemark-sce_s411-processed-gene-0.7&CDS=1-1896	YML127W
OG0000408	augustus_masked-sce_s48-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-sce_s48-processed-gene-0.46&CDS=1-279, genemark-sce_s411-processed-gene-0.22-mRNA-1_1&gene=genemark-sce_s411-processed-gene-0.22&CDS=1-1086	YML095C
OG0000409	augustus_masked-sce_s9-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-sce_s9-processed-gene-0.31&CDS=1-3279, snap_masked-sce_s42-processed-gene-0.44-mRNA-1_1&gene=snap_masked-sce_s42-processed-gene-0.44&CDS=1-879	YOR093C
OG0000410	genemark-sce_s43-processed-gene-0.1-mRNA-1_1&gene=genemark-sce_s43-processed-gene-0.1&CDS=1-459	YGL031C, YGR148C
OG0000411	genemark-sce_s43-processed-gene-0.32-mRNA-1_1&gene=genemark-sce_s43-processed-gene-0.32&CDS=1-2265, snap_masked-sce_s555-processed-gene-0.18-mRNA-1_1&gene=snap_masked-sce_s555-processed-gene-0.18&CDS=1-252	YGR150C
OG0000412	genemark-sce_s43-processed-gene-0.10-mRNA-1_1&gene=genemark-sce_s43-processed-gene-0.10&CDS=1-915	YDR368W, YOR120W
OG0000413	genemark-sce_s43-processed-gene-0.43-mRNA-1_1&gene=genemark-sce_s43-processed-gene-0.43&CDS=1-978	YDL175C, YIL079C
OG0000414	genemark-sce_s43-processed-gene-1.5-mRNA-1_1&gene=genemark-sce_s43-processed-gene-1.5&CDS=1-1707, genemark-sce_s685-processed-gene-0.14-mRNA-1_1&gene=genemark-sce_s685-processed-gene-0.14&CDS=1-1689	YNR055C
OG0000415	genemark-sce_s43-processed-gene-1.13-mRNA-1_1&gene=genemark-sce_s43-processed-gene-1.13&CDS=1-1125	YMR253C, YPL264C
OG0000416	genemark-sce_s43-processed-gene-1.39-mRNA-1_1&gene=genemark-sce_s43-processed-gene-1.39&CDS=1-2814	YKR089C, YOR081C
OG0000417	genemark-sce_s43-processed-gene-1.23-mRNA-1_1&gene=genemark-sce_s43-processed-gene-1.23&CDS=1-3300	YIR033W, YKL020C
OG0000418	genemark-sce_s43-processed-gene-2.103-mRNA-1_1&gene=genemark-sce_s43-processed-gene-2.103&CDS=1-1425	YMR182C, YPL230W
OG0000419	genemark-sce_s43-processed-gene-2.122-mRNA-1_1&gene=genemark-sce_s43-processed-gene-2.122&CDS=1-2148	YER066W, YFL009W
OG0000420	genemark-sce_s43-processed-gene-2.143-mRNA-1_1&gene=genemark-sce_s43-processed-gene-2.143&CDS=1-654	YML106W, YMR271C
OG0000421	maker-sce_s43-augustus-gene-3.61-mRNA-1_1&gene=maker-sce_s43-augustus-gene-3.61&CDS=1-1251	YDR348C, YHR097C
OG0000422	genemark-sce_s442-processed-gene-0.37-mRNA-1_1&gene=genemark-sce_s442-processed-gene-0.37&CDS=1-807, snap_masked-sce_s441-processed-gene-0.2-mRNA-1_1&gene=snap_masked-sce_s441-processed-gene-0.2&CDS=1-264	YMR289W
OG0000423	genemark-sce_s446-processed-gene-0.1-mRNA-1_1&gene=genemark-sce_s446-processed-gene-0.1&CDS=1-354	YCL035C, YDR513W
OG0000424	genemark-sce_s447-processed-gene-0.110-mRNA-1_1&gene=genemark-sce_s447-processed-gene-0.110&CDS=1-3192	YBL106C, YPR032W
OG0000425	genemark-sce_s447-processed-gene-0.158-mRNA-1_1&gene=genemark-sce_s447-processed-gene-0.158&CDS=1-1617	YDL042C, YOL068C
OG0000426	genemark-sce_s45-processed-gene-0.84-mRNA-1_1&gene=genemark-sce_s45-processed-gene-0.84&CDS=1-987, genemark-sce_s648-processed-gene-0.71-mRNA-1_1&gene=genemark-sce_s648-processed-gene-0.71&CDS=1-981	YOR246C
OG0000427	genemark-sce_s45-processed-gene-0.74-mRNA-1_1&gene=genemark-sce_s45-processed-gene-0.74&CDS=1-1263, genemark-sce_s646-processed-gene-0.10-mRNA-1_1&gene=genemark-sce_s646-processed-gene-0.10&CDS=1-1284	YDL131W
OG0000428	genemark-sce_s45-processed-gene-1.130-mRNA-1_1&gene=genemark-sce_s45-processed-gene-1.130&CDS=1-618, genemark-sce_s541-processed-gene-0.37-mRNA-1_1&gene=genemark-sce_s541-processed-gene-0.37&CDS=1-618	YNR018W
OG0000429	augustus_masked-sce_s45-processed-gene-1.86-mRNA-1_1&gene=augustus_masked-sce_s45-processed-gene-1.86&CDS=1-1299	YDR353W, YHR106W
OG0000430	genemark-sce_s45-processed-gene-1.146-mRNA-1_1&gene=genemark-sce_s45-processed-gene-1.146&CDS=1-831, maker-sce_s472-snap-gene-0.17-mRNA-1_1&gene=maker-sce_s472-snap-gene-0.17&CDS=1-804	YOR106W
OG0000431	genemark-sce_s45-processed-gene-2.2-mRNA-1_1&gene=genemark-sce_s45-processed-gene-2.2&CDS=1-3036	YKL072W, YMR053C
OG0000432	genemark-sce_s45-processed-gene-2.4-mRNA-1_1&gene=genemark-sce_s45-processed-gene-2.4&CDS=1-990	YKR076W, YMR251W
OG0000433	snap_masked-sce_s45-processed-gene-2.59-mRNA-1_1&gene=snap_masked-sce_s45-processed-gene-2.59&CDS=1-2409	YBR172C, YPL105C
OG0000434	augustus_masked-sce_s45-processed-gene-2.122-mRNA-1_1&gene=augustus_masked-sce_s45-processed-gene-2.122&CDS=1-1977, genemark-sce_s456-processed-gene-0.32-mRNA-1_1&gene=genemark-sce_s456-processed-gene-0.32&CDS=1-1008	YDL144C
OG0000435	genemark-sce_s45-processed-gene-3.96-mRNA-1_1&gene=genemark-sce_s45-processed-gene-3.96&CDS=1-612	YLR029C, YMR121C
OG0000436	genemark-sce_s45-processed-gene-3.76-mRNA-1_1&gene=genemark-sce_s45-processed-gene-3.76&CDS=1-768	YDR066C, YER139C
OG0000437	genemark-sce_s45-processed-gene-3.107-mRNA-1_1&gene=genemark-sce_s45-processed-gene-3.107&CDS=1-3153	YML100W, YMR261C
OG0000438	augustus_masked-sce_s522-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-sce_s522-processed-gene-0.39&CDS=1-1809, genemark-sce_s45-processed-gene-3.113-mRNA-1_1&gene=genemark-sce_s45-processed-gene-3.113&CDS=1-1662	YDL174C
OG0000439	snap_masked-sce_s45-processed-gene-3.22-mRNA-1_1&gene=snap_masked-sce_s45-processed-gene-3.22&CDS=1-354	YFL034C-A, YLR061W
OG0000440	genemark-sce_s45-processed-gene-3.119-mRNA-1_1&gene=genemark-sce_s45-processed-gene-3.119&CDS=1-1020	YAL034C, YOR338W
OG0000441	genemark-sce_s45-processed-gene-4.59-mRNA-1_1&gene=genemark-sce_s45-processed-gene-4.59&CDS=1-2469	YFR015C, YLR258W
OG0000442	augustus_masked-sce_s45-processed-gene-4.15-mRNA-1_1&gene=augustus_masked-sce_s45-processed-gene-4.15&CDS=1-2760	YHR117W, YNL121C
OG0000443	genemark-sce_s45-processed-gene-4.66-mRNA-1_1&gene=genemark-sce_s45-processed-gene-4.66&CDS=1-1185	YHR123W, YNL130C
OG0000444	augustus_masked-sce_s45-processed-gene-4.20-mRNA-1_1&gene=augustus_masked-sce_s45-processed-gene-4.20&CDS=1-2247, snap_masked-sce_s579-processed-gene-0.2-mRNA-1_1&gene=snap_masked-sce_s579-processed-gene-0.2&CDS=1-198	YNL258C
OG0000445	augustus_masked-sce_s45-processed-gene-4.44-mRNA-1_1&gene=augustus_masked-sce_s45-processed-gene-4.44&CDS=1-3858	YDR409W, YOR156C
OG0000446	augustus_masked-sce_s45-processed-gene-4.29-mRNA-1_1&gene=augustus_masked-sce_s45-processed-gene-4.29&CDS=1-2715	YMR237W, YOR299W
OG0000447	genemark-sce_s45-processed-gene-5.232-mRNA-1_1&gene=genemark-sce_s45-processed-gene-5.232&CDS=1-588	YDR453C, YML028W
OG0000448	genemark-sce_s45-processed-gene-5.195-mRNA-1_1&gene=genemark-sce_s45-processed-gene-5.195&CDS=1-678	YDR185C, YLR168C
OG0000449	genemark-sce_s45-processed-gene-5.241-mRNA-1_1&gene=genemark-sce_s45-processed-gene-5.241&CDS=1-699, maker-sce_s500-augustus-gene-0.0-mRNA-1_1&gene=maker-sce_s500-augustus-gene-0.0&CDS=1-429	YDR262W
OG0000450	genemark-sce_s45-processed-gene-5.245-mRNA-1_1&gene=genemark-sce_s45-processed-gene-5.245&CDS=1-390, genemark-sce_s642-processed-gene-0.3-mRNA-1_1&gene=genemark-sce_s642-processed-gene-0.3&CDS=1-390	YJL190C
OG0000451	genemark-sce_s45-processed-gene-5.253-mRNA-1_1&gene=genemark-sce_s45-processed-gene-5.253&CDS=1-2622, genemark-sce_s586-processed-gene-0.17-mRNA-1_1&gene=genemark-sce_s586-processed-gene-0.17&CDS=1-2610	YLR241W
OG0000452	genemark-sce_s45-processed-gene-5.224-mRNA-1_1&gene=genemark-sce_s45-processed-gene-5.224&CDS=1-369	YHR132W-A, YNL157W
OG0000453	augustus_masked-sce_s45-processed-gene-5.176-mRNA-1_1&gene=augustus_masked-sce_s45-processed-gene-5.176&CDS=1-858	YHR133C, YNL156C
OG0000454	genemark-sce_s452-processed-gene-0.4-mRNA-1_1&gene=genemark-sce_s452-processed-gene-0.4&CDS=1-1587, genemark-sce_s51-processed-gene-0.24-mRNA-1_1&gene=genemark-sce_s51-processed-gene-0.24&CDS=1-1401	YIL096C
OG0000455	genemark-sce_s455-processed-gene-0.4-mRNA-1_1&gene=genemark-sce_s455-processed-gene-0.4&CDS=1-1776	YIL085C, YNL029C
OG0000456	genemark-sce_s455-processed-gene-0.19-mRNA-1_1&gene=genemark-sce_s455-processed-gene-0.19&CDS=1-1926	YDR263C, YOR033C
OG0000457	augustus_masked-sce_s455-processed-gene-1.171-mRNA-1_1&gene=augustus_masked-sce_s455-processed-gene-1.171&CDS=1-1137	YCL048W, YDR522C
OG0000458	genemark-sce_s455-processed-gene-1.94-mRNA-1_1&gene=genemark-sce_s455-processed-gene-1.94&CDS=1-2361	YDR264C, YOR034C
OG0000459	genemark-sce_s455-processed-gene-1.98-mRNA-1_1&gene=genemark-sce_s455-processed-gene-1.98&CDS=1-723	YDR098C, YER174C
OG0000460	augustus_masked-sce_s455-processed-gene-1.229-mRNA-1_1&gene=augustus_masked-sce_s455-processed-gene-1.229&CDS=1-3858	YJL083W, YKR019C
OG0000461	genemark-sce_s455-processed-gene-1.107-mRNA-1_1&gene=genemark-sce_s455-processed-gene-1.107&CDS=1-729, genemark-sce_s455-processed-gene-1.153-mRNA-1_1&gene=genemark-sce_s455-processed-gene-1.153&CDS=1-753	YIR038C
OG0000462	genemark-sce_s455-processed-gene-1.127-mRNA-1_1&gene=genemark-sce_s455-processed-gene-1.127&CDS=1-864, genemark-sce_s520-processed-gene-0.21-mRNA-1_1&gene=genemark-sce_s520-processed-gene-0.21&CDS=1-864	YNL202W
OG0000463	genemark-sce_s456-processed-gene-0.59-mRNA-1_1&gene=genemark-sce_s456-processed-gene-0.59&CDS=1-1590	YEL041W, YJR049C
OG0000464	maker-sce_s461-snap-gene-0.8-mRNA-1_1&gene=maker-sce_s461-snap-gene-0.8&CDS=1-1452	YHR146W, YNL173C
OG0000465	augustus_masked-sce_s461-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-sce_s461-processed-gene-0.15&CDS=1-720, genemark-sce_s642-processed-gene-0.5-mRNA-1_1&gene=genemark-sce_s642-processed-gene-0.5&CDS=1-3402	YKL033W
OG0000466	genemark-sce_s463-processed-gene-0.71-mRNA-1_1&gene=genemark-sce_s463-processed-gene-0.71&CDS=1-1752, genemark-sce_s70-processed-gene-0.5-mRNA-1_1&gene=genemark-sce_s70-processed-gene-0.5&CDS=1-1689	YML054C
OG0000467	genemark-sce_s463-processed-gene-0.77-mRNA-1_1&gene=genemark-sce_s463-processed-gene-0.77&CDS=1-1395	YFL048C, YLR080W
OG0000468	genemark-sce_s469-processed-gene-0.8-mRNA-1_1&gene=genemark-sce_s469-processed-gene-0.8&CDS=1-1917	YEL047C, YJR051W
OG0000469	genemark-sce_s47-processed-gene-0.175-mRNA-1_1&gene=genemark-sce_s47-processed-gene-0.175&CDS=1-369	YMR230W, YOR293W
OG0000470	genemark-sce_s47-processed-gene-0.156-mRNA-1_1&gene=genemark-sce_s47-processed-gene-0.156&CDS=1-1170	YMR243C, YOR316C
OG0000471	genemark-sce_s47-processed-gene-0.188-mRNA-1_1&gene=genemark-sce_s47-processed-gene-0.188&CDS=1-3300	YLR031W, YMR124W
OG0000472	genemark-sce_s47-processed-gene-0.191-mRNA-1_1&gene=genemark-sce_s47-processed-gene-0.191&CDS=1-2157	YFL050C, YOL130W
OG0000473	augustus_masked-sce_s474-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-sce_s474-processed-gene-0.33&CDS=1-408, genemark-sce_s598-processed-gene-0.12-mRNA-1_1&gene=genemark-sce_s598-processed-gene-0.12&CDS=1-4407	YAL024C
OG0000474	genemark-sce_s48-processed-gene-0.6-mRNA-1_1&gene=genemark-sce_s48-processed-gene-0.6&CDS=1-1746	YER054C, YIL045W
OG0000475	genemark-sce_s48-processed-gene-0.12-mRNA-1_1&gene=genemark-sce_s48-processed-gene-0.12&CDS=1-3393	YER057C, YIL051C
OG0000476	genemark-sce_s48-processed-gene-0.13-mRNA-1_1&gene=genemark-sce_s48-processed-gene-0.13&CDS=1-783	YER037W, YGL224C
OG0000477	snap_masked-sce_s48-processed-gene-0.69-mRNA-1_1&gene=snap_masked-sce_s48-processed-gene-0.69&CDS=1-300	YER056C-A, YIL052C
OG0000478	snap_masked-sce_s482-processed-gene-0.1-mRNA-1_1&gene=snap_masked-sce_s482-processed-gene-0.1&CDS=1-255	YDR500C, YLR185W
OG0000479	genemark-sce_s486-processed-gene-0.3-mRNA-1_1&gene=genemark-sce_s486-processed-gene-0.3&CDS=1-3570	YAL017W, YOL045W
OG0000480	genemark-sce_s492-processed-gene-0.90-mRNA-1_1&gene=genemark-sce_s492-processed-gene-0.90&CDS=1-2067	YGR241C, YHR161C
OG0000481	genemark-sce_s493-processed-gene-0.42-mRNA-1_1&gene=genemark-sce_s493-processed-gene-0.42&CDS=1-390	YBL002W, YDR224C
OG0000482	genemark-sce_s493-processed-gene-0.33-mRNA-1_1&gene=genemark-sce_s493-processed-gene-0.33&CDS=1-390	YBL003C, YDR225W
OG0000483	genemark-sce_s622-processed-gene-1.72-mRNA-1_1&gene=genemark-sce_s622-processed-gene-1.72&CDS=1-1080, snap_masked-sce_s497-processed-gene-0.15-mRNA-1_1&gene=snap_masked-sce_s497-processed-gene-0.15&CDS=1-177	YCR086W
OG0000484	augustus_masked-sce_s497-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-sce_s497-processed-gene-0.53&CDS=1-282	YGR008C, YLR327C
OG0000485	augustus_masked-sce_s497-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-sce_s497-processed-gene-0.50&CDS=1-315, genemark-sce_s70-processed-gene-0.4-mRNA-1_1&gene=genemark-sce_s70-processed-gene-0.4&CDS=1-1326	YGL164C
OG0000486	augustus_masked-sce_s498-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-sce_s498-processed-gene-0.8&CDS=1-201	YLR264W, YOR167C
OG0000487	augustus_masked-sce_s582-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-sce_s582-processed-gene-0.39&CDS=1-3393, genemark-sce_s50-processed-gene-0.38-mRNA-1_1&gene=genemark-sce_s50-processed-gene-0.38&CDS=1-735	YDR165W
OG0000488	augustus_masked-sce_s502-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-sce_s502-processed-gene-0.0&CDS=1-1113, genemark-sce_s745-processed-gene-0.118-mRNA-1_1&gene=genemark-sce_s745-processed-gene-0.118&CDS=1-1461	YNL062C
OG0000489	genemark-sce_s513-processed-gene-0.31-mRNA-1_1&gene=genemark-sce_s513-processed-gene-0.31&CDS=1-1875	YNL299W, YOL115W
OG0000490	genemark-sce_s513-processed-gene-0.34-mRNA-1_1&gene=genemark-sce_s513-processed-gene-0.34&CDS=1-639, snap_masked-sce_s99-processed-gene-0.19-mRNA-1_1&gene=snap_masked-sce_s99-processed-gene-0.19&CDS=1-189	YOL114C
OG0000491	genemark-sce_s663-processed-gene-0.1-mRNA-1_1&gene=genemark-sce_s663-processed-gene-0.1&CDS=1-2016, maker-sce_s518-snap-gene-0.9-mRNA-1_1&gene=maker-sce_s518-snap-gene-0.9&CDS=1-849	YHR124W
OG0000492	genemark-sce_s52-processed-gene-0.12-mRNA-1_1&gene=genemark-sce_s52-processed-gene-0.12&CDS=1-336	YDL075W, YLR406C
OG0000493	genemark-sce_s520-processed-gene-0.16-mRNA-1_1&gene=genemark-sce_s520-processed-gene-0.16&CDS=1-381	YGR034W, YLR344W
OG0000494	genemark-sce_s520-processed-gene-0.51-mRNA-1_1&gene=genemark-sce_s520-processed-gene-0.51&CDS=1-2637	YKL121W, YMR102C
OG0000495	genemark-sce_s7-processed-gene-0.17-mRNA-1_1&gene=genemark-sce_s7-processed-gene-0.17&CDS=1-3396, snap_masked-sce_s525-processed-gene-0.53-mRNA-1_1&gene=snap_masked-sce_s525-processed-gene-0.53&CDS=1-354	YNL256W
OG0000496	augustus_masked-sce_s525-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-sce_s525-processed-gene-0.44&CDS=1-372, snap_masked-sce_s702-processed-gene-0.2-mRNA-1_1&gene=snap_masked-sce_s702-processed-gene-0.2&CDS=1-324	YPR063C
OG0000497	genemark-sce_s526-processed-gene-0.34-mRNA-1_1&gene=genemark-sce_s526-processed-gene-0.34&CDS=1-1221	YHL003C, YKL008C
OG0000498	augustus_masked-sce_s77-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-sce_s77-processed-gene-0.62&CDS=1-1116, genemark-sce_s526-processed-gene-0.36-mRNA-1_1&gene=genemark-sce_s526-processed-gene-0.36&CDS=1-1101	YBL016W
OG0000499	augustus_masked-sce_s57-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-sce_s57-processed-gene-0.22&CDS=1-633, genemark-sce_s529-processed-gene-0.10-mRNA-1_1&gene=genemark-sce_s529-processed-gene-0.10&CDS=1-3132	YEL055C
OG0000500	snap_masked-sce_s53-processed-gene-0.36-mRNA-1_1&gene=snap_masked-sce_s53-processed-gene-0.36&CDS=1-2649	YIL156W, YKR098C
OG0000501	genemark-sce_s53-processed-gene-0.33-mRNA-1_1&gene=genemark-sce_s53-processed-gene-0.33&CDS=1-3564	YDR379W, YOR127W
OG0000502	genemark-sce_s541-processed-gene-0.42-mRNA-1_1&gene=genemark-sce_s541-processed-gene-0.42&CDS=1-1962	YLR273C, YOR178C
OG0000503	genemark-sce_s551-processed-gene-0.25-mRNA-1_1&gene=genemark-sce_s551-processed-gene-0.25&CDS=1-1230	YGL082W, YPL191C
OG0000504	genemark-sce_s701-processed-gene-0.6-mRNA-1_1&gene=genemark-sce_s701-processed-gene-0.6&CDS=1-1863, snap_masked-sce_s56-processed-gene-0.24-mRNA-1_1&gene=snap_masked-sce_s56-processed-gene-0.24&CDS=1-510	YOR370C
OG0000505	genemark-sce_s56-processed-gene-0.9-mRNA-1_1&gene=genemark-sce_s56-processed-gene-0.9&CDS=1-1380	YDR247W, YPL026C
OG0000506	genemark-sce_s560-processed-gene-0.13-mRNA-1_1&gene=genemark-sce_s560-processed-gene-0.13&CDS=1-546	YBR005W, YDR003W
OG0000507	genemark-sce_s560-processed-gene-0.15-mRNA-1_1&gene=genemark-sce_s560-processed-gene-0.15&CDS=1-1713, genemark-sce_s622-processed-gene-0.28-mRNA-1_1&gene=genemark-sce_s622-processed-gene-0.28&CDS=1-1773	YNL104C
OG0000508	genemark-sce_s566-processed-gene-0.11-mRNA-1_1&gene=genemark-sce_s566-processed-gene-0.11&CDS=1-1494	YDL161W, YLR206W
OG0000509	genemark-sce_s566-processed-gene-0.15-mRNA-1_1&gene=genemark-sce_s566-processed-gene-0.15&CDS=1-1383	YGR108W, YPR119W
OG0000510	augustus_masked-sce_s567-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-sce_s567-processed-gene-0.36&CDS=1-318	YHR141C, YNL162W
OG0000511	genemark-sce_s648-processed-gene-0.60-mRNA-1_1&gene=genemark-sce_s648-processed-gene-0.60&CDS=1-2826, snap_masked-sce_s568-processed-gene-0.58-mRNA-1_1&gene=snap_masked-sce_s568-processed-gene-0.58&CDS=1-2400	YOR270C
OG0000512	genemark-sce_s568-processed-gene-0.39-mRNA-1_1&gene=genemark-sce_s568-processed-gene-0.39&CDS=1-4119	YCR073C, YNR031C
OG0000513	genemark-sce_s579-processed-gene-0.22-mRNA-1_1&gene=genemark-sce_s579-processed-gene-0.22&CDS=1-2427	YOR256C, YPL176C
OG0000514	maker-sce_s582-snap-gene-0.57-mRNA-1_1&gene=maker-sce_s582-snap-gene-0.57&CDS=1-2724	YDR458C, YML034W
OG0000515	genemark-sce_s582-processed-gene-0.69-mRNA-1_1&gene=genemark-sce_s582-processed-gene-0.69&CDS=1-1098, snap_masked-sce_s65-processed-gene-0.36-mRNA-1_1&gene=snap_masked-sce_s65-processed-gene-0.36&CDS=1-249	YML038C
OG0000516	genemark-sce_s598-processed-gene-0.17-mRNA-1_1&gene=genemark-sce_s598-processed-gene-0.17&CDS=1-876	YFL059W, YMR096W
OG0000517	genemark-sce_s621-processed-gene-0.32-mRNA-1_1&gene=genemark-sce_s621-processed-gene-0.32&CDS=1-1392	YDL048C, YLR375W
OG0000518	genemark-sce_s621-processed-gene-0.35-mRNA-1_1&gene=genemark-sce_s621-processed-gene-0.35&CDS=1-4101	YGR070W, YLR371W
OG0000519	genemark-sce_s622-processed-gene-0.27-mRNA-1_1&gene=genemark-sce_s622-processed-gene-0.27&CDS=1-600	YIL133C, YNL069C
OG0000520	augustus_masked-sce_s622-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-sce_s622-processed-gene-0.86&CDS=1-360, snap_masked-sce_s623-processed-gene-0.0-mRNA-1_1&gene=snap_masked-sce_s623-processed-gene-0.0&CDS=1-10407	YDR150W
OG0000521	genemark-sce_s622-processed-gene-1.48-mRNA-1_1&gene=genemark-sce_s622-processed-gene-1.48&CDS=1-3378	YGR238C, YHR158C
OG0000522	genemark-sce_s622-processed-gene-1.69-mRNA-1_1&gene=genemark-sce_s622-processed-gene-1.69&CDS=1-1065	YER045C, YIL036W
OG0000523	genemark-sce_s622-processed-gene-1.56-mRNA-1_1&gene=genemark-sce_s622-processed-gene-1.56&CDS=1-1167	YOR390W, YPL279C
OG0000524	genemark-sce_s622-processed-gene-1.64-mRNA-1_1&gene=genemark-sce_s622-processed-gene-1.64&CDS=1-1869, genemark-sce_s739-processed-gene-0.2-mRNA-1_1&gene=genemark-sce_s739-processed-gene-0.2&CDS=1-1938	YNL101W
OG0000525	genemark-sce_s638-processed-gene-0.4-mRNA-1_1&gene=genemark-sce_s638-processed-gene-0.4&CDS=1-1710	YGR138C, YPR156C
OG0000526	genemark-sce_s644-processed-gene-0.4-mRNA-1_1&gene=genemark-sce_s644-processed-gene-0.4&CDS=1-3024	YJR091C, YPR042C
