	Candida_versatilis	Saccharomyces_cerevisiae
OG0000435	-processed-gene-4.75-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-4.75&CDS=1-996	YGR286C
OG0000436	-processed-gene-4.104-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-4.104&CDS=1-1449	YGR194C
OG0000437	-processed-gene-4.79-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-4.79&CDS=1-855	YNL229C
OG0000438	-snap-gene-4.128-mRNA-1_1&gene=maker-gi|1002316099|dbj|BCJV01000003.1|-snap-gene-4.128&CDS=1-2928	YKL134C
OG0000439	-processed-gene-4.108-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-4.108&CDS=1-570	YDR373W
OG0000440	-processed-gene-4.85-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-4.85&CDS=1-2271	YGL233W
OG0000441	-processed-gene-4.110-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-4.110&CDS=1-2454	YJL095W
OG0000442	-processed-gene-4.111-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-4.111&CDS=1-1152	YBR195C
OG0000443	-processed-gene-4.87-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-4.87&CDS=1-432	YCL012C
OG0000444	-processed-gene-4.112-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-4.112&CDS=1-1275	YJR117W
OG0000445	-processed-gene-4.113-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-4.113&CDS=1-513	YJL096W
OG0000446	-processed-gene-4.90-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-4.90&CDS=1-792	YDL133W
OG0000447	-processed-gene-4.91-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-4.91&CDS=1-2265	YDL132W
OG0000448	-processed-gene-4.117-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-4.117&CDS=1-2022	YDR104C
OG0000449	-processed-gene-4.118-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-4.118&CDS=1-633	YDR298C
OG0000450	-processed-gene-4.155-mRNA-1_1&gene=augustus_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-4.155&CDS=1-1146	YEL050C
OG0000451	-processed-gene-4.119-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-4.119&CDS=1-1104	YPL001W
OG0000452	-processed-gene-4.93-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-4.93&CDS=1-1071	YDR329C
OG0000453	-processed-gene-4.94-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-4.94&CDS=1-1107	YGR012W
OG0000454	-processed-gene-4.121-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-4.121&CDS=1-933	YNL231C
OG0000455	-processed-gene-4.95-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-4.95&CDS=1-1095	YDR083W
OG0000456	-processed-gene-4.124-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-4.124&CDS=1-2253	YNL238W
OG0000457	-processed-gene-4.96-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-4.96&CDS=1-216	YFL017W-A
OG0000458	-processed-gene-4.98-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-4.98&CDS=1-525	YPL010W
OG0000459	-snap-gene-5.60-mRNA-1_1&gene=maker-gi|1002316099|dbj|BCJV01000003.1|-snap-gene-5.60&CDS=1-2121	YPL009C
OG0000460	-processed-gene-5.62-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-5.62&CDS=1-1068	YPL015C
OG0000461	-processed-gene-5.4-mRNA-1_1&gene=genemark-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-5.4&CDS=1-2559	YDL240W
OG0000462	-processed-gene-5.98-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-5.98&CDS=1-3033	YNL242W
OG0000463	-processed-gene-5.99-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-5.99&CDS=1-3231	YPL012W
OG0000464	-processed-gene-5.100-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-5.100&CDS=1-957	YMR166C
OG0000465	-processed-gene-5.101-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-5.101&CDS=1-516	YKR065C
OG0000466	-processed-gene-5.72-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-5.72&CDS=1-195	YMR194C-B
OG0000467	-processed-gene-5.106-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-5.106&CDS=1-972	YDR044W
OG0000468	-processed-gene-5.73-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-5.73&CDS=1-825	YIL096C
OG0000469	-processed-gene-5.75-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-5.75&CDS=1-1692	YMR032W
OG0000470	-processed-gene-5.109-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-5.109&CDS=1-1293	YJL049W
OG0000471	-processed-gene-5.111-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-5.111&CDS=1-606	YDR032C
OG0000472	-processed-gene-5.112-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-5.112&CDS=1-567	YCR003W
OG0000473	-processed-gene-5.12-mRNA-1_1&gene=genemark-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-5.12&CDS=1-786	YOR311C
OG0000474	-processed-gene-5.79-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-5.79&CDS=1-1533	YPR088C
OG0000475	-processed-gene-5.80-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-5.80&CDS=1-852	YLR348C
OG0000476	-processed-gene-5.117-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-5.117&CDS=1-1368	YHR176W
OG0000477	-processed-gene-5.83-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-5.83&CDS=1-861	YEL051W
OG0000478	-processed-gene-5.118-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-5.118&CDS=1-1323	YEL052W
OG0000479	-processed-gene-5.144-mRNA-1_1&gene=augustus_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-5.144&CDS=1-3318	YGR014W
OG0000480	-processed-gene-5.86-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-5.86&CDS=1-180	YMR256C
OG0000481	-processed-gene-5.87-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-5.87&CDS=1-10029	YKR054C
OG0000482	-augustus-gene-5.182-mRNA-1_1&gene=maker-gi|1002316099|dbj|BCJV01000003.1|-augustus-gene-5.182&CDS=1-1923	YPL028W
OG0000483	-processed-gene-5.121-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-5.121&CDS=1-858	YNL202W
OG0000484	-processed-gene-5.91-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-5.91&CDS=1-552	YGL010W
OG0000485	-processed-gene-5.93-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-5.93&CDS=1-2019	YKL213C
OG0000486	-processed-gene-5.152-mRNA-1_1&gene=augustus_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-5.152&CDS=1-3117	YKL212W
OG0000487	-processed-gene-5.122-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-5.122&CDS=1-252	YKR095W-A
OG0000488	-processed-gene-6.13-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-6.13&CDS=1-1461	YOL132W
OG0000489	-processed-gene-6.15-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-6.15&CDS=1-531	YGR078C
OG0000490	-processed-gene-6.38-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-6.38&CDS=1-912	YGR231C
OG0000491	-processed-gene-6.17-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-6.17&CDS=1-1302	YGR229C
OG0000492	-processed-gene-6.42-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-6.42&CDS=1-1149	YGR227W
OG0000493	-processed-gene-6.18-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-6.18&CDS=1-1506	YHR151C
OG0000494	-processed-gene-6.20-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-6.20&CDS=1-846	YNL315C
OG0000495	-processed-gene-6.21-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-6.21&CDS=1-831	YNL316C
OG0000496	-processed-gene-6.46-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-6.46&CDS=1-333	YOL133W
OG0000497	-processed-gene-6.50-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-6.50&CDS=1-1911	YBR133C
OG0000498	-processed-gene-6.24-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-6.24&CDS=1-333	YBR135W
OG0000499	-processed-gene-6.52-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-6.52&CDS=1-2586	YHR120W
OG0000500	-processed-gene-6.54-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-6.54&CDS=1-1269	YDR376W
OG0000501	-processed-gene-6.55-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-6.55&CDS=1-1257	YIL099W
OG0000502	-processed-gene-6.25-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-6.25&CDS=1-2301	YNL020C
OG0000503	-processed-gene-6.58-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-6.58&CDS=1-432	YOL127W
OG0000504	-processed-gene-6.27-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-6.27&CDS=1-1194	YOR269W
OG0000505	-processed-gene-6.184-mRNA-1_1&gene=genemark-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-6.184&CDS=1-1587	YOL060C
OG0000506	-processed-gene-6.28-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-6.28&CDS=1-624	YNL155W
OG0000507	-processed-gene-6.60-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-6.60&CDS=1-606	YGR033C
OG0000508	-processed-gene-6.30-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-6.30&CDS=1-1347	YER122C
OG0000509	-processed-gene-6.31-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-6.31&CDS=1-1212	YGL184C
OG0000510	-snap-gene-6.75-mRNA-1_1&gene=maker-gi|1002316099|dbj|BCJV01000003.1|-snap-gene-6.75&CDS=1-2253	YGR149W
OG0000511	-processed-gene-6.67-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-6.67&CDS=1-2613	YBR229C
OG0000512	-processed-gene-6.33-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-6.33&CDS=1-864	YBR265W
OG0000513	-processed-gene-6.69-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-6.69&CDS=1-3207	YMR259C
OG0000514	-processed-gene-6.70-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-6.70&CDS=1-1899	YBR198C
OG0000515	-processed-gene-6.71-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-6.71&CDS=1-756	YOL038W
OG0000516	-processed-gene-7.120-mRNA-1_1&gene=genemark-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-7.120&CDS=1-513	YPR107C
OG0000517	-processed-gene-7.65-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-7.65&CDS=1-876	YBR290W
OG0000518	-processed-gene-7.34-mRNA-1_1&gene=augustus_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-7.34&CDS=1-2724	YKL033W
OG0000519	-processed-gene-7.69-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-7.69&CDS=1-1062	YHL022C
OG0000520	-processed-gene-7.71-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-7.71&CDS=1-1380	YPL212C
OG0000521	-processed-gene-7.95-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-7.95&CDS=1-774	YOR006C
OG0000522	-processed-gene-7.13-mRNA-1_1&gene=augustus_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-7.13&CDS=1-2832	YML002W
OG0000523	-processed-gene-7.73-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-7.73&CDS=1-1317	YLR303W
OG0000524	-processed-gene-7.96-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-7.96&CDS=1-984	YOR007C
OG0000525	-processed-gene-7.39-mRNA-1_1&gene=augustus_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-7.39&CDS=1-2673	YOR160W
OG0000526	-processed-gene-7.101-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-7.101&CDS=1-579	YBR189W
OG0000527	-processed-gene-7.77-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-7.77&CDS=1-1002	YBR192W
OG0000528	-processed-gene-7.41-mRNA-1_1&gene=augustus_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-7.41&CDS=1-1257	YKL005C
OG0000529	-processed-gene-7.104-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-7.104&CDS=1-579	YNL152W
OG0000530	-processed-gene-7.81-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-7.81&CDS=1-507	YER134C
OG0000531	-processed-gene-7.144-mRNA-1_1&gene=genemark-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-7.144&CDS=1-2187	YDR359C
OG0000532	-processed-gene-7.84-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-7.84&CDS=1-1122	YJR148W
OG0000533	-processed-gene-7.85-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-7.85&CDS=1-1143	YKL189W
OG0000534	-processed-gene-7.109-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-7.109&CDS=1-810	YOR158W
OG0000535	-processed-gene-7.110-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-7.110&CDS=1-1578	YDR386W
OG0000536	-processed-gene-7.86-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-7.86&CDS=1-1116	YPL020C
OG0000537	-processed-gene-7.50-mRNA-1_1&gene=augustus_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-7.50&CDS=1-2142	YMR302C
OG0000538	-processed-gene-7.112-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-7.112&CDS=1-1560	YKL103C
OG0000539	-processed-gene-7.87-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-7.87&CDS=1-1413	YNL240C
OG0000540	-processed-gene-7.88-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-7.88&CDS=1-1500	YNL241C
OG0000541	-processed-gene-7.114-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-7.114&CDS=1-624	YPR165W
OG0000542	-processed-gene-7.90-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-7.90&CDS=1-1293	YHR005C
OG0000543	-processed-gene-7.91-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-7.91&CDS=1-624	YDR140W
OG0000544	-processed-gene-7.115-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-7.115&CDS=1-810	YDR361C
OG0000545	-processed-gene-7.32-mRNA-1_1&gene=augustus_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-7.32&CDS=1-6405	YBL004W
OG0000546	-processed-gene-7.117-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-7.117&CDS=1-459	YJR104C
OG0000547	-processed-gene-7.93-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-7.93&CDS=1-627	YMR003W
OG0000548	-processed-gene-8.0-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-8.0&CDS=1-819	YPR167C
OG0000549	-processed-gene-8.3-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-8.3&CDS=1-2466	YPL183C
OG0000550	-processed-gene-8.65-mRNA-1_1&gene=augustus_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-8.65&CDS=1-921	YHR201C
OG0000551	-processed-gene-8.61-mRNA-1_1&gene=augustus_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-8.61&CDS=1-726	YBR261C
OG0000552	-processed-gene-8.6-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-8.6&CDS=1-1356	YOR212W
OG0000553	-processed-gene-8.32-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-8.32&CDS=1-1677	YLR361C
OG0000554	-processed-gene-8.33-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-8.33&CDS=1-567	YDR339C
OG0000555	-processed-gene-8.8-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-8.8&CDS=1-2622	YMR231W
OG0000556	-processed-gene-8.11-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-8.11&CDS=1-1008	YDR126W
OG0000557	-processed-gene-8.35-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-8.35&CDS=1-459	YJL143W
OG0000558	-processed-gene-8.12-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-8.12&CDS=1-1806	YDR341C
OG0000559	-processed-gene-8.13-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-8.13&CDS=1-702	YDL045C
OG0000560	-processed-gene-8.41-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-8.41&CDS=1-1959	YPR031W
OG0000561	-processed-gene-8.42-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-8.42&CDS=1-1296	YLR055C
OG0000562	-processed-gene-8.43-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-8.43&CDS=1-519	YER182W
OG0000563	-processed-gene-8.14-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-8.14&CDS=1-1230	YHR207C
OG0000564	-processed-gene-8.44-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-8.44&CDS=1-1362	YOR161C
OG0000565	-processed-gene-8.45-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-8.45&CDS=1-1740	YHR204W
OG0000566	-processed-gene-8.17-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-8.17&CDS=1-747	YKL007W
OG0000567	-processed-gene-8.47-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-8.47&CDS=1-267	YKL006C-A
OG0000568	-processed-gene-8.48-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-8.48&CDS=1-1842	YHL002W
OG0000569	-processed-gene-8.49-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-8.49&CDS=1-1272	YHL004W
OG0000570	-processed-gene-8.50-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-8.50&CDS=1-2007	YHL007C
OG0000571	-processed-gene-8.22-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-8.22&CDS=1-474	YOR357C
OG0000572	-processed-gene-8.173-mRNA-1_1&gene=genemark-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-8.173&CDS=1-4851	YPL167C
OG0000573	-processed-gene-8.23-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-8.23&CDS=1-1296	YBR123C
OG0000574	-processed-gene-8.54-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-8.54&CDS=1-2991	YNL243W
OG0000575	-processed-gene-8.147-mRNA-1_1&gene=genemark-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-8.147&CDS=1-327	YNL244C
OG0000576	-processed-gene-8.55-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-8.55&CDS=1-2295	YPR091C
OG0000577	-processed-gene-8.26-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-8.26&CDS=1-1290	YDL084W
OG0000578	-processed-gene-8.27-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-8.27&CDS=1-1614	YDR232W
OG0000579	-processed-gene-8.56-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-8.56&CDS=1-465	YDR231C
OG0000580	-processed-gene-8.28-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-8.28&CDS=1-957	YHL011C
OG0000581	-processed-gene-8.58-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-8.58&CDS=1-723	YKL033W-A
OG0000582	-processed-gene-8.59-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-8.59&CDS=1-1347	YML085C
OG0000583	-processed-gene-9.1-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-9.1&CDS=1-435	YFL014W
OG0000584	-processed-gene-9.3-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-9.3&CDS=1-1623	YMR250W
OG0000585	-processed-gene-9.6-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-9.6&CDS=1-594	YHR071W
OG0000586	-processed-gene-9.7-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-9.7&CDS=1-1323	YDR229W
OG0000587	-processed-gene-9.9-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-9.9&CDS=1-1494	YMR296C
OG0000588	-processed-gene-9.77-mRNA-1_1&gene=augustus_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-9.77&CDS=1-4119	YNL139C
OG0000589	-processed-gene-9.12-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-9.12&CDS=1-822	YIL043C
OG0000590	-processed-gene-9.43-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-9.43&CDS=1-1452	YER052C
OG0000591	-processed-gene-9.105-mRNA-1_1&gene=augustus_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-9.105&CDS=1-699	YKL185W
OG0000592	-processed-gene-9.44-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-9.44&CDS=1-534	YIR001C
OG0000593	-processed-gene-9.15-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-9.15&CDS=1-453	YPR168W
OG0000594	-processed-gene-9.47-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-9.47&CDS=1-858	YDR280W
OG0000595	-processed-gene-9.48-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-9.48&CDS=1-828	YNL025C
OG0000596	-processed-gene-9.19-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-9.19&CDS=1-4167	YGR281W
OG0000597	-processed-gene-9.22-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-9.22&CDS=1-1215	YDR394W
OG0000598	-processed-gene-9.49-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-9.49&CDS=1-2079	YJL029C
OG0000599	-processed-gene-9.23-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-9.23&CDS=1-1563	YJL008C
OG0000600	-processed-gene-9.50-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-9.50&CDS=1-2130	YJL033W
OG0000601	-processed-gene-9.51-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-9.51&CDS=1-1023	YPL228W
OG0000602	-processed-gene-9.52-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-9.52&CDS=1-1434	YKL211C
OG0000603	-processed-gene-9.25-mRNA-1_1&gene=snap_masked-gi|1002316099|dbj|BCJV01000003.1|-processed-gene-9.25&CDS=1-1566	YDR484W
