	Metschnikowia_matae_maris	Saccharomyces_cerevisiae
OG0000479	augustus_masked-mar-_s610-processed-gene-0.167-mRNA-1_1&gene=augustus_masked-mar-_s610-processed-gene-0.167&CDS=1-1581, snap_masked-mar-_s436-processed-gene-0.18-mRNA-1_1&gene=snap_masked-mar-_s436-processed-gene-0.18&CDS=1-186	YPL020C
OG0000480	augustus_masked-mar-_s436-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-mar-_s436-processed-gene-0.29&CDS=1-1875, snap_masked-mar-_s553-processed-gene-0.2-mRNA-1_1&gene=snap_masked-mar-_s553-processed-gene-0.2&CDS=1-1518	YNL027W
OG0000481	augustus_masked-mar-_s440-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-mar-_s440-processed-gene-0.21&CDS=1-687, snap_masked-mar-_s73-processed-gene-1.26-mRNA-1_1&gene=snap_masked-mar-_s73-processed-gene-1.26&CDS=1-4614	YLR086W
OG0000482	snap_masked-mar-_s447-processed-gene-0.5-mRNA-1_1&gene=snap_masked-mar-_s447-processed-gene-0.5&CDS=1-1221	YHL003C, YKL008C
OG0000483	snap_masked-mar-_s45-processed-gene-0.49-mRNA-1_1&gene=snap_masked-mar-_s45-processed-gene-0.49&CDS=1-282	YGR008C, YLR327C
OG0000484	snap_masked-mar-_s454-processed-gene-0.47-mRNA-1_1&gene=snap_masked-mar-_s454-processed-gene-0.47&CDS=1-2706	YKL121W, YMR102C
OG0000485	snap_masked-mar-_s454-processed-gene-1.147-mRNA-1_1&gene=snap_masked-mar-_s454-processed-gene-1.147&CDS=1-381	YGR034W, YLR344W
OG0000486	augustus_masked-mar-_s454-processed-gene-1.34-mRNA-1_1&gene=augustus_masked-mar-_s454-processed-gene-1.34&CDS=1-3267, snap_masked-mar-_s566-processed-gene-0.33-mRNA-1_1&gene=snap_masked-mar-_s566-processed-gene-0.33&CDS=1-294	YIL115C
OG0000487	augustus_masked-mar-_s454-processed-gene-1.14-mRNA-1_1&gene=augustus_masked-mar-_s454-processed-gene-1.14&CDS=1-468, snap_masked-mar-_s513-processed-gene-1.102-mRNA-1_1&gene=snap_masked-mar-_s513-processed-gene-1.102&CDS=1-1932	YDL035C
OG0000488	snap_masked-mar-_s454-processed-gene-1.166-mRNA-1_1&gene=snap_masked-mar-_s454-processed-gene-1.166&CDS=1-1224, snap_masked-mar-_s63-processed-gene-1.51-mRNA-1_1&gene=snap_masked-mar-_s63-processed-gene-1.51&CDS=1-1275	YLR174W
OG0000489	maker-mar-_s68-augustus-gene-0.97-mRNA-1_1&gene=maker-mar-_s68-augustus-gene-0.97&CDS=1-2001, snap_masked-mar-_s454-processed-gene-1.137-mRNA-1_1&gene=snap_masked-mar-_s454-processed-gene-1.137&CDS=1-1008	YDL144C
OG0000490	snap_masked-mar-_s454-processed-gene-1.145-mRNA-1_1&gene=snap_masked-mar-_s454-processed-gene-1.145&CDS=1-621, snap_masked-mar-_s68-processed-gene-0.48-mRNA-1_1&gene=snap_masked-mar-_s68-processed-gene-0.48&CDS=1-2580	YPR135W
OG0000491	augustus_masked-mar-_s454-processed-gene-1.56-mRNA-1_1&gene=augustus_masked-mar-_s454-processed-gene-1.56&CDS=1-1590	YEL041W, YJR049C
OG0000492	snap_masked-mar-_s47-processed-gene-0.43-mRNA-1_1&gene=snap_masked-mar-_s47-processed-gene-0.43&CDS=1-1917	YEL047C, YJR051W
OG0000493	snap_masked-mar-_s47-processed-gene-0.78-mRNA-1_1&gene=snap_masked-mar-_s47-processed-gene-0.78&CDS=1-2097, snap_masked-mar-_s576-processed-gene-0.80-mRNA-1_1&gene=snap_masked-mar-_s576-processed-gene-0.80&CDS=1-1911	YKR034W
OG0000494	snap_masked-mar-_s471-processed-gene-0.19-mRNA-1_1&gene=snap_masked-mar-_s471-processed-gene-0.19&CDS=1-1197	YBR066C, YDR043C
OG0000495	maker-mar-_s473-augustus-gene-0.0-mRNA-1_1&gene=maker-mar-_s473-augustus-gene-0.0&CDS=1-2739	YDR458C, YML034W
OG0000496	snap_masked-mar-_s49-processed-gene-0.13-mRNA-1_1&gene=snap_masked-mar-_s49-processed-gene-0.13&CDS=1-2598, snap_masked-mar-_s563-processed-gene-0.6-mRNA-1_1&gene=snap_masked-mar-_s563-processed-gene-0.6&CDS=1-606	YKR090W
OG0000497	augustus_masked-mar-_s498-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-mar-_s498-processed-gene-0.47&CDS=1-1533	YMR199W, YPL256C
OG0000498	maker-mar-_s613-snap-gene-0.10-mRNA-1_1&gene=maker-mar-_s613-snap-gene-0.10&CDS=1-582, snap_masked-mar-_s500-processed-gene-0.38-mRNA-1_1&gene=snap_masked-mar-_s500-processed-gene-0.38&CDS=1-1212	YGR193C
OG0000499	snap_masked-mar-_s501-processed-gene-0.1-mRNA-1_1&gene=snap_masked-mar-_s501-processed-gene-0.1&CDS=1-1278	YAL015C, YOL043C
OG0000500	snap_masked-mar-_s513-processed-gene-0.4-mRNA-1_1&gene=snap_masked-mar-_s513-processed-gene-0.4&CDS=1-435	YDR450W, YML026C
OG0000501	augustus_masked-mar-_s581-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-mar-_s581-processed-gene-0.6&CDS=1-453, snap_masked-mar-_s513-processed-gene-0.9-mRNA-1_1&gene=snap_masked-mar-_s513-processed-gene-0.9&CDS=1-1608	YOR359W
OG0000502	snap_masked-mar-_s513-processed-gene-0.28-mRNA-1_1&gene=snap_masked-mar-_s513-processed-gene-0.28&CDS=1-1233	YLR300W, YOR190W
OG0000503	snap_masked-mar-_s513-processed-gene-0.12-mRNA-1_1&gene=snap_masked-mar-_s513-processed-gene-0.12&CDS=1-1689, snap_masked-mar-_s614-processed-gene-1.53-mRNA-1_1&gene=snap_masked-mar-_s614-processed-gene-1.53&CDS=1-1707	YNR055C
OG0000504	snap_masked-mar-_s513-processed-gene-0.14-mRNA-1_1&gene=snap_masked-mar-_s513-processed-gene-0.14&CDS=1-426	YDL083C, YMR143W
OG0000505	snap_masked-mar-_s513-processed-gene-1.118-mRNA-1_1&gene=snap_masked-mar-_s513-processed-gene-1.118&CDS=1-861	YDR253C, YPL038W
OG0000506	snap_masked-mar-_s513-processed-gene-1.85-mRNA-1_1&gene=snap_masked-mar-_s513-processed-gene-1.85&CDS=1-747, snap_masked-mar-_s581-processed-gene-0.41-mRNA-1_1&gene=snap_masked-mar-_s581-processed-gene-0.41&CDS=1-582	YOR101W
OG0000507	snap_masked-mar-_s513-processed-gene-1.121-mRNA-1_1&gene=snap_masked-mar-_s513-processed-gene-1.121&CDS=1-675, snap_masked-mar-_s68-processed-gene-0.69-mRNA-1_1&gene=snap_masked-mar-_s68-processed-gene-0.69&CDS=1-762	YBL064C
OG0000508	genemark-mar-_s513-processed-gene-1.20-mRNA-1_1&gene=genemark-mar-_s513-processed-gene-1.20&CDS=1-1122	YIL135C, YNL074C
OG0000509	snap_masked-mar-_s513-processed-gene-1.98-mRNA-1_1&gene=snap_masked-mar-_s513-processed-gene-1.98&CDS=1-1776	YIL085C, YNL029C
OG0000510	snap_masked-mar-_s513-processed-gene-1.101-mRNA-1_1&gene=snap_masked-mar-_s513-processed-gene-1.101&CDS=1-1740, snap_masked-mar-_s520-processed-gene-0.72-mRNA-1_1&gene=snap_masked-mar-_s520-processed-gene-0.72&CDS=1-1698	YBR132C
OG0000511	augustus_masked-mar-_s513-processed-gene-1.185-mRNA-1_1&gene=augustus_masked-mar-_s513-processed-gene-1.185&CDS=1-1926	YDR263C, YOR033C
OG0000512	snap_masked-mar-_s516-processed-gene-0.68-mRNA-1_1&gene=snap_masked-mar-_s516-processed-gene-0.68&CDS=1-312	YER056C-A, YIL052C
OG0000513	augustus_masked-mar-_s516-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-mar-_s516-processed-gene-0.28&CDS=1-783	YER037W, YGL224C
OG0000514	snap_masked-mar-_s516-processed-gene-0.71-mRNA-1_1&gene=snap_masked-mar-_s516-processed-gene-0.71&CDS=1-414	YER057C, YIL051C
OG0000515	maker-mar-_s520-augustus-gene-0.1-mRNA-1_1&gene=maker-mar-_s520-augustus-gene-0.1&CDS=1-996	YNL302C, YOL121C
OG0000516	snap_masked-mar-_s520-processed-gene-0.91-mRNA-1_1&gene=snap_masked-mar-_s520-processed-gene-0.91&CDS=1-759	YIR035C, YIR036C
OG0000517	snap_masked-mar-_s520-processed-gene-0.101-mRNA-1_1&gene=snap_masked-mar-_s520-processed-gene-0.101&CDS=1-3729	YIL151C, YKR096W
OG0000518	snap_masked-mar-_s53-processed-gene-0.24-mRNA-1_1&gene=snap_masked-mar-_s53-processed-gene-0.24&CDS=1-1929, snap_masked-mar-_s81-processed-gene-3.175-mRNA-1_1&gene=snap_masked-mar-_s81-processed-gene-3.175&CDS=1-1938	YJR045C
OG0000519	augustus_masked-mar-_s53-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-mar-_s53-processed-gene-0.86&CDS=1-480	YBR191W, YPL079W
OG0000520	snap_masked-mar-_s53-processed-gene-0.33-mRNA-1_1&gene=snap_masked-mar-_s53-processed-gene-0.33&CDS=1-354	YCL035C, YDR513W
OG0000521	snap_masked-mar-_s549-processed-gene-0.8-mRNA-1_1&gene=snap_masked-mar-_s549-processed-gene-0.8&CDS=1-1533	YJR054W, YML047C
OG0000522	augustus_masked-mar-_s73-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-mar-_s73-processed-gene-0.64&CDS=1-2100, snap_masked-mar-_s549-processed-gene-0.9-mRNA-1_1&gene=snap_masked-mar-_s549-processed-gene-0.9&CDS=1-2103	YLL029W
OG0000523	genemark-mar-_s55-processed-gene-0.5-mRNA-1_1&gene=genemark-mar-_s55-processed-gene-0.5&CDS=1-306	YMR194W, YPL249C-A
OG0000524	maker-mar-_s561-snap-gene-0.37-mRNA-1_1&gene=maker-mar-_s561-snap-gene-0.37&CDS=1-555, snap_masked-mar-_s605-processed-gene-0.125-mRNA-1_1&gene=snap_masked-mar-_s605-processed-gene-0.125&CDS=1-1569	YNR012W
OG0000525	augustus_masked-mar-_s566-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-mar-_s566-processed-gene-0.47&CDS=1-1890	YER054C, YIL045W
OG0000526	snap_masked-mar-_s573-processed-gene-0.15-mRNA-1_1&gene=snap_masked-mar-_s573-processed-gene-0.15&CDS=1-726	YDR259C, YOR028C
OG0000527	snap_masked-mar-_s576-processed-gene-0.65-mRNA-1_1&gene=snap_masked-mar-_s576-processed-gene-0.65&CDS=1-1659	YKL127W, YMR105C
OG0000528	augustus_masked-mar-_s598-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-mar-_s598-processed-gene-0.6&CDS=1-2049	YCR026C, YEL016C
OG0000529	augustus_masked-mar-_s60-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-mar-_s60-processed-gene-0.17&CDS=1-507	YKL141W, YMR118C
OG0000530	augustus_masked-mar-_s643-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-mar-_s643-processed-gene-0.16&CDS=1-1275, maker-mar-_s60-augustus-gene-0.0-mRNA-1_1&gene=maker-mar-_s60-augustus-gene-0.0&CDS=1-966	YOR057W
OG0000531	snap_masked-mar-_s600-processed-gene-0.1-mRNA-1_1&gene=snap_masked-mar-_s600-processed-gene-0.1&CDS=1-4050	YGR070W, YLR371W
OG0000532	snap_masked-mar-_s601-processed-gene-0.2-mRNA-1_1&gene=snap_masked-mar-_s601-processed-gene-0.2&CDS=1-891	YHR198C, YHR199C
OG0000533	genemark-mar-_s605-processed-gene-0.15-mRNA-1_1&gene=genemark-mar-_s605-processed-gene-0.15&CDS=1-738	YHR203C, YJR145C
OG0000534	snap_masked-mar-_s610-processed-gene-0.37-mRNA-1_1&gene=snap_masked-mar-_s610-processed-gene-0.37&CDS=1-591	YGL096W, YPL177C
OG0000535	snap_masked-mar-_s610-processed-gene-0.15-mRNA-1_1&gene=snap_masked-mar-_s610-processed-gene-0.15&CDS=1-2439	YFL004W, YPL019C
OG0000536	snap_masked-mar-_s610-processed-gene-0.20-mRNA-1_1&gene=snap_masked-mar-_s610-processed-gene-0.20&CDS=1-600, snap_masked-mar-_s63-processed-gene-0.55-mRNA-1_1&gene=snap_masked-mar-_s63-processed-gene-0.55&CDS=1-594	YDR032C
OG0000537	snap_masked-mar-_s610-processed-gene-0.54-mRNA-1_1&gene=snap_masked-mar-_s610-processed-gene-0.54&CDS=1-1038	YEL006W, YIL006W
OG0000538	snap_masked-mar-_s610-processed-gene-0.57-mRNA-1_1&gene=snap_masked-mar-_s610-processed-gene-0.57&CDS=1-1626	YNL293W, YOL112W
OG0000539	snap_masked-mar-_s614-processed-gene-0.14-mRNA-1_1&gene=snap_masked-mar-_s614-processed-gene-0.14&CDS=1-1977	YDR475C, YOR019W
OG0000540	snap_masked-mar-_s614-processed-gene-0.19-mRNA-1_1&gene=snap_masked-mar-_s614-processed-gene-0.19&CDS=1-459	YGL031C, YGR148C
OG0000541	snap_masked-mar-_s614-processed-gene-1.12-mRNA-1_1&gene=snap_masked-mar-_s614-processed-gene-1.12&CDS=1-915	YDR368W, YOR120W
OG0000542	snap_masked-mar-_s614-processed-gene-1.50-mRNA-1_1&gene=snap_masked-mar-_s614-processed-gene-1.50&CDS=1-969	YDL175C, YIL079C
OG0000543	snap_masked-mar-_s614-processed-gene-1.35-mRNA-1_1&gene=snap_masked-mar-_s614-processed-gene-1.35&CDS=1-1125	YMR253C, YPL264C
OG0000544	augustus_masked-mar-_s614-processed-gene-1.135-mRNA-1_1&gene=augustus_masked-mar-_s614-processed-gene-1.135&CDS=1-2253	YKR089C, YOR081C
OG0000545	snap_masked-mar-_s619-processed-gene-0.6-mRNA-1_1&gene=snap_masked-mar-_s619-processed-gene-0.6&CDS=1-975	YJL133W, YKR052C
OG0000546	snap_masked-mar-_s621-processed-gene-0.19-mRNA-1_1&gene=snap_masked-mar-_s621-processed-gene-0.19&CDS=1-1332	YHR208W, YJR148W
OG0000547	snap_masked-mar-_s625-processed-gene-0.67-mRNA-1_1&gene=snap_masked-mar-_s625-processed-gene-0.67&CDS=1-2976	YGL049C, YGR162W
OG0000548	snap_masked-mar-_s628-processed-gene-0.6-mRNA-1_1&gene=snap_masked-mar-_s628-processed-gene-0.6&CDS=1-516	YGR085C, YPR102C
OG0000549	snap_masked-mar-_s63-processed-gene-0.31-mRNA-1_1&gene=snap_masked-mar-_s63-processed-gene-0.31&CDS=1-546	YBR005W, YDR003W
OG0000550	maker-mar-_s63-augustus-gene-0.27-mRNA-1_1&gene=maker-mar-_s63-augustus-gene-0.27&CDS=1-1839, snap_masked-mar-_s73-processed-gene-2.58-mRNA-1_1&gene=snap_masked-mar-_s73-processed-gene-2.58&CDS=1-1773	YNL104C
OG0000551	snap_masked-mar-_s63-processed-gene-0.41-mRNA-1_1&gene=snap_masked-mar-_s63-processed-gene-0.41&CDS=1-1245	YGL082W, YPL191C
OG0000552	snap_masked-mar-_s63-processed-gene-1.36-mRNA-1_1&gene=snap_masked-mar-_s63-processed-gene-1.36&CDS=1-723	YGL076C, YPL198W
OG0000553	snap_masked-mar-_s63-processed-gene-2.56-mRNA-1_1&gene=snap_masked-mar-_s63-processed-gene-2.56&CDS=1-1413	YCL040W, YDR516C
OG0000554	maker-mar-_s63-augustus-gene-2.51-mRNA-1_1&gene=maker-mar-_s63-augustus-gene-2.51&CDS=1-1137	YMR242C, YOR312C
OG0000555	snap_masked-mar-_s63-processed-gene-2.92-mRNA-1_1&gene=snap_masked-mar-_s63-processed-gene-2.92&CDS=1-267	YBR089C-A, YPR052C
OG0000556	augustus_masked-mar-_s63-processed-gene-2.46-mRNA-1_1&gene=augustus_masked-mar-_s63-processed-gene-2.46&CDS=1-258	YDR500C, YLR185W
OG0000557	snap_masked-mar-_s63-processed-gene-2.73-mRNA-1_1&gene=snap_masked-mar-_s63-processed-gene-2.73&CDS=1-1593	YDR501W, YLR183C
OG0000558	snap_masked-mar-_s63-processed-gene-2.77-mRNA-1_1&gene=snap_masked-mar-_s63-processed-gene-2.77&CDS=1-1998	YDR505C, YLR177W
OG0000559	augustus_masked-mar-_s632-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-mar-_s632-processed-gene-0.10&CDS=1-2691	YIL156W, YKR098C
OG0000560	snap_masked-mar-_s635-processed-gene-0.10-mRNA-1_1&gene=snap_masked-mar-_s635-processed-gene-0.10&CDS=1-336	YDL075W, YLR406C
OG0000561	snap_masked-mar-_s637-processed-gene-0.2-mRNA-1_1&gene=snap_masked-mar-_s637-processed-gene-0.2&CDS=1-876	YFL059W, YNL333W
OG0000562	snap_masked-mar-_s64-processed-gene-0.65-mRNA-1_1&gene=snap_masked-mar-_s64-processed-gene-0.65&CDS=1-1278	YBR177C, YPL095C
OG0000563	snap_masked-mar-_s64-processed-gene-0.73-mRNA-1_1&gene=snap_masked-mar-_s64-processed-gene-0.73&CDS=1-771	YDR099W, YER177W
OG0000564	snap_masked-mar-_s642-processed-gene-0.2-mRNA-1_1&gene=snap_masked-mar-_s642-processed-gene-0.2&CDS=1-651	YGL135W, YPL220W
OG0000565	maker-mar-_s68-snap-gene-0.94-mRNA-1_1&gene=maker-mar-_s68-snap-gene-0.94&CDS=1-2850	YKL072W, YMR053C
OG0000566	snap_masked-mar-_s68-processed-gene-0.67-mRNA-1_1&gene=snap_masked-mar-_s68-processed-gene-0.67&CDS=1-990	YKR076W, YMR251W
OG0000567	snap_masked-mar-_s68-processed-gene-0.54-mRNA-1_1&gene=snap_masked-mar-_s68-processed-gene-0.54&CDS=1-2532	YBR172C, YPL105C
OG0000568	snap_masked-mar-_s68-processed-gene-1.40-mRNA-1_1&gene=snap_masked-mar-_s68-processed-gene-1.40&CDS=1-612	YLR029C, YMR121C
OG0000569	snap_masked-mar-_s68-processed-gene-1.20-mRNA-1_1&gene=snap_masked-mar-_s68-processed-gene-1.20&CDS=1-768	YDR066C, YER139C
OG0000570	augustus_masked-mar-_s68-processed-gene-1.163-mRNA-1_1&gene=augustus_masked-mar-_s68-processed-gene-1.163&CDS=1-3153	YML100W, YMR261C
OG0000571	snap_masked-mar-_s68-processed-gene-1.27-mRNA-1_1&gene=snap_masked-mar-_s68-processed-gene-1.27&CDS=1-357	YFL034C-A, YLR061W
OG0000572	snap_masked-mar-_s68-processed-gene-2.108-mRNA-1_1&gene=snap_masked-mar-_s68-processed-gene-2.108&CDS=1-1020	YAL034C, YOR338W
OG0000573	snap_masked-mar-_s68-processed-gene-2.84-mRNA-1_1&gene=snap_masked-mar-_s68-processed-gene-2.84&CDS=1-1782	YHR117W, YNL121C
OG0000574	augustus_masked-mar-_s68-processed-gene-2.55-mRNA-1_1&gene=augustus_masked-mar-_s68-processed-gene-2.55&CDS=1-3906	YDR409W, YOR156C
OG0000575	genemark-mar-_s68-processed-gene-2.170-mRNA-1_1&gene=genemark-mar-_s68-processed-gene-2.170&CDS=1-2727	YMR237W, YOR299W
OG0000576	augustus_masked-mar-_s73-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-mar-_s73-processed-gene-0.70&CDS=1-411	YDR447C, YML024W
OG0000577	snap_masked-mar-_s73-processed-gene-2.57-mRNA-1_1&gene=snap_masked-mar-_s73-processed-gene-2.57&CDS=1-600	YIL133C, YNL069C
OG0000578	snap_masked-mar-_s73-processed-gene-2.59-mRNA-1_1&gene=snap_masked-mar-_s73-processed-gene-2.59&CDS=1-3399	YGR238C, YHR158C
OG0000579	genemark-mar-_s73-processed-gene-2.27-mRNA-1_1&gene=genemark-mar-_s73-processed-gene-2.27&CDS=1-1083	YER045C, YIL036W
OG0000580	augustus_masked-mar-_s73-processed-gene-2.86-mRNA-1_1&gene=augustus_masked-mar-_s73-processed-gene-2.86&CDS=1-1170	YOR390W, YPL279C
OG0000581	augustus_masked-mar-_s73-processed-gene-3.160-mRNA-1_1&gene=augustus_masked-mar-_s73-processed-gene-3.160&CDS=1-534	YOR226C, YPL135W
OG0000582	snap_masked-mar-_s73-processed-gene-3.26-mRNA-1_1&gene=snap_masked-mar-_s73-processed-gene-3.26&CDS=1-1281	YHR179W, YPL171C
OG0000583	snap_masked-mar-_s73-processed-gene-3.29-mRNA-1_1&gene=snap_masked-mar-_s73-processed-gene-3.29&CDS=1-591	YER067W, YIL057C
OG0000584	augustus_masked-mar-_s81-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-mar-_s81-processed-gene-0.68&CDS=1-2883, snap_masked-mar-_s78-processed-gene-0.73-mRNA-1_1&gene=snap_masked-mar-_s78-processed-gene-0.73&CDS=1-2349	YPR003C
OG0000585	genemark-mar-_s78-processed-gene-0.57-mRNA-1_1&gene=genemark-mar-_s78-processed-gene-0.57&CDS=1-2457	YDR069C, YER144C
OG0000586	snap_masked-mar-_s81-processed-gene-0.19-mRNA-1_1&gene=snap_masked-mar-_s81-processed-gene-0.19&CDS=1-2139	YIL095W, YNL020C
OG0000587	snap_masked-mar-_s81-processed-gene-0.6-mRNA-1_1&gene=snap_masked-mar-_s81-processed-gene-0.6&CDS=1-177, snap_masked-mar-_s97-processed-gene-0.3-mRNA-1_1&gene=snap_masked-mar-_s97-processed-gene-0.3&CDS=1-1614	YBL103C
OG0000588	snap_masked-mar-_s81-processed-gene-1.50-mRNA-1_1&gene=snap_masked-mar-_s81-processed-gene-1.50&CDS=1-708	YBR181C, YPL090C
OG0000589	snap_masked-mar-_s81-processed-gene-1.82-mRNA-1_1&gene=snap_masked-mar-_s81-processed-gene-1.82&CDS=1-2253	YBL067C, YER098W
OG0000590	snap_masked-mar-_s81-processed-gene-1.64-mRNA-1_1&gene=snap_masked-mar-_s81-processed-gene-1.64&CDS=1-765	YDR272W, YOR040W
OG0000591	snap_masked-mar-_s81-processed-gene-1.88-mRNA-1_1&gene=snap_masked-mar-_s81-processed-gene-1.88&CDS=1-1890	YER064C, YIL056W
OG0000592	snap_masked-mar-_s81-processed-gene-1.70-mRNA-1_1&gene=snap_masked-mar-_s81-processed-gene-1.70&CDS=1-2097	YBR001C, YDR001C
OG0000593	snap_masked-mar-_s81-processed-gene-2.5-mRNA-1_1&gene=snap_masked-mar-_s81-processed-gene-2.5&CDS=1-3612	YJL105W, YKR029C
OG0000594	snap_masked-mar-_s81-processed-gene-2.30-mRNA-1_1&gene=snap_masked-mar-_s81-processed-gene-2.30&CDS=1-2583	YJL082W, YKR018C
OG0000595	snap_masked-mar-_s81-processed-gene-2.32-mRNA-1_1&gene=snap_masked-mar-_s81-processed-gene-2.32&CDS=1-1014	YBR031W, YDR012W
OG0000596	augustus_masked-mar-_s81-processed-gene-2.110-mRNA-1_1&gene=augustus_masked-mar-_s81-processed-gene-2.110&CDS=1-1842	YBR241C, YGL104C
OG0000597	snap_masked-mar-_s81-processed-gene-2.44-mRNA-1_1&gene=snap_masked-mar-_s81-processed-gene-2.44&CDS=1-447	YIL111W, YNL052W
OG0000598	snap_masked-mar-_s81-processed-gene-2.28-mRNA-1_1&gene=snap_masked-mar-_s81-processed-gene-2.28&CDS=1-1425	YLR260W, YOR171C
OG0000599	snap_masked-mar-_s81-processed-gene-3.133-mRNA-1_1&gene=snap_masked-mar-_s81-processed-gene-3.133&CDS=1-3231	YBL101C, YPR030W
OG0000600	augustus_masked-mar-_s81-processed-gene-3.13-mRNA-1_1&gene=augustus_masked-mar-_s81-processed-gene-3.13&CDS=1-1182	YDL088C, YMR153W
OG0000601	genemark-mar-_s81-processed-gene-3.91-mRNA-1_1&gene=genemark-mar-_s81-processed-gene-3.91&CDS=1-1965	YKL126W, YMR104C
OG0000602	snap_masked-mar-_s81-processed-gene-3.196-mRNA-1_1&gene=snap_masked-mar-_s81-processed-gene-3.196&CDS=1-1767	YJR130C, YML082W
OG0000603	snap_masked-mar-_s81-processed-gene-3.197-mRNA-1_1&gene=snap_masked-mar-_s81-processed-gene-3.197&CDS=1-3075	YLR450W, YML075C
OG0000604	snap_masked-mar-_s95-processed-gene-0.43-mRNA-1_1&gene=snap_masked-mar-_s95-processed-gene-0.43&CDS=1-657	YER031C, YGL210W
OG0000605	snap_masked-mar-_s95-processed-gene-1.90-mRNA-1_1&gene=snap_masked-mar-_s95-processed-gene-1.90&CDS=1-1962	YLR273C, YOR178C
OG0000606	snap_masked-mar-_s95-processed-gene-1.125-mRNA-1_1&gene=snap_masked-mar-_s95-processed-gene-1.125&CDS=1-1269	YDR300C, YHR033W
OG0000607		YCR102C, YLR460C, YNL134C
OG0000608	snap_masked-mar-_C36794-processed-gene-0.1-mRNA-1_1&gene=snap_masked-mar-_C36794-processed-gene-0.1&CDS=1-1578	YJL014W
OG0000609	maker-mar-_C37310-snap-gene-0.6-mRNA-1_1&gene=maker-mar-_C37310-snap-gene-0.6&CDS=1-273	Q0085
OG0000610	snap_masked-mar-_C37844-processed-gene-0.2-mRNA-1_1&gene=snap_masked-mar-_C37844-processed-gene-0.2&CDS=1-720	YBR096W
OG0000611	snap_masked-mar-_C38016-processed-gene-0.0-mRNA-1_1&gene=snap_masked-mar-_C38016-processed-gene-0.0&CDS=1-2307	YOL023W
OG0000612	snap_masked-mar-_C38016-processed-gene-0.1-mRNA-1_1&gene=snap_masked-mar-_C38016-processed-gene-0.1&CDS=1-1620	YDR052C
OG0000613	snap_masked-mar-_C38260-processed-gene-0.8-mRNA-1_1&gene=snap_masked-mar-_C38260-processed-gene-0.8&CDS=1-519	YLR221C
OG0000614	maker-mar-_C38814-augustus-gene-0.0-mRNA-1_1&gene=maker-mar-_C38814-augustus-gene-0.0&CDS=1-1152	YLR100W
OG0000615	snap_masked-mar-_C38814-processed-gene-0.11-mRNA-1_1&gene=snap_masked-mar-_C38814-processed-gene-0.11&CDS=1-4167	YDR128W
OG0000616	snap_masked-mar-_C38814-processed-gene-0.10-mRNA-1_1&gene=snap_masked-mar-_C38814-processed-gene-0.10&CDS=1-642	YDR167W
OG0000617	snap_masked-mar-_C39006-processed-gene-0.2-mRNA-1_1&gene=snap_masked-mar-_C39006-processed-gene-0.2&CDS=1-1410	YFR034C
OG0000618	snap_masked-mar-_C39624-processed-gene-0.1-mRNA-1_1&gene=snap_masked-mar-_C39624-processed-gene-0.1&CDS=1-1455	YHR113W
OG0000619	augustus_masked-mar-_C39764-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-mar-_C39764-processed-gene-0.7&CDS=1-645	YGR235C
OG0000620	snap_masked-mar-_C39764-processed-gene-0.0-mRNA-1_1&gene=snap_masked-mar-_C39764-processed-gene-0.0&CDS=1-2454	YKL155C
OG0000621	snap_masked-mar-_C40100-processed-gene-0.6-mRNA-1_1&gene=snap_masked-mar-_C40100-processed-gene-0.6&CDS=1-2934	YBL037W
OG0000622	augustus_masked-mar-_C40100-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-mar-_C40100-processed-gene-0.2&CDS=1-576	YJL140W
OG0000623	snap_masked-mar-_C40100-processed-gene-0.8-mRNA-1_1&gene=snap_masked-mar-_C40100-processed-gene-0.8&CDS=1-1974	YJL141C
OG0000624	snap_masked-mar-_C40100-processed-gene-0.9-mRNA-1_1&gene=snap_masked-mar-_C40100-processed-gene-0.9&CDS=1-456	YJL143W
OG0000625	augustus_masked-mar-_C40160-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-mar-_C40160-processed-gene-0.14&CDS=1-1317	YDR400W
OG0000626	snap_masked-mar-_C40160-processed-gene-0.5-mRNA-1_1&gene=snap_masked-mar-_C40160-processed-gene-0.5&CDS=1-720	YKR043C
OG0000627	snap_masked-mar-_C40160-processed-gene-0.1-mRNA-1_1&gene=snap_masked-mar-_C40160-processed-gene-0.1&CDS=1-336	YBR120C
