	Saccharomyces_cerevisiae	yHMPu5000035684_Kloeckera_hatyaiensis
OG0000324	YIL099W	augustus_masked-flattened_line_18-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-0.76&CDS=1-1950, augustus_masked-flattened_line_18-processed-gene-1.73-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.73&CDS=1-1902
OG0000325	YIL105C, YNL047C	augustus_masked-flattened_line_6-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-0.64&CDS=1-1875
OG0000326	YIL111W, YNL052W	augustus_masked-flattened_line_146-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-flattened_line_146-processed-gene-0.38&CDS=1-486
OG0000327	YIL114C, YNL055C	augustus_masked-flattened_line_146-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-flattened_line_146-processed-gene-0.47&CDS=1-840
OG0000328	YIL131C, YNL068C	maker-flattened_line_34-snap-gene-0.66-mRNA-1_1&gene=maker-flattened_line_34-snap-gene-0.66&CDS=1-2139
OG0000329	YIL135C, YNL074C	augustus_masked-flattened_line_34-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.53&CDS=1-1227
OG0000330	YIL149C, YKR095W	augustus_masked-flattened_line_46-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.38&CDS=1-4131
OG0000331	YIL151C, YKR096W	augustus_masked-flattened_line_46-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.15&CDS=1-3021
OG0000332	YIR031C, YNL117W	augustus_masked-flattened_line_42-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.43&CDS=1-1686
OG0000333	YIR033W, YKL020C	augustus_masked-flattened_line_132-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-flattened_line_132-processed-gene-0.29&CDS=1-3786
OG0000334	YJL076W, YKR010C	augustus_masked-flattened_line_108-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-flattened_line_108-processed-gene-0.27&CDS=1-2748
OG0000335	YJL079C, YKR013W	augustus_masked-flattened_line_24-processed-gene-0.232-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.232&CDS=1-1635
OG0000336	YJL082W, YKR018C	augustus_masked-flattened_line_162-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-flattened_line_162-processed-gene-0.20&CDS=1-2457
OG0000337	YJL083W, YKR019C	augustus_masked-flattened_line_162-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-flattened_line_162-processed-gene-0.17&CDS=1-3321
OG0000338	YJL084C, YKR021W	augustus_masked-flattened_line_24-processed-gene-0.177-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.177&CDS=1-2532
OG0000339	YJL098W, YKR028W	augustus_masked-flattened_line_162-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-flattened_line_162-processed-gene-0.24&CDS=1-3696
OG0000340	YJL105W, YKR029C	snap_masked-flattened_line_260-processed-gene-0.3-mRNA-1_1&gene=snap_masked-flattened_line_260-processed-gene-0.3&CDS=1-1575
OG0000341	YJL112W, YKR036C	augustus_masked-flattened_line_170-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-flattened_line_170-processed-gene-0.24&CDS=1-1752
OG0000342	YJL116C, YKR042W	augustus_masked-flattened_line_48-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.61&CDS=1-1188
OG0000343	YJL133W, YKR052C	augustus_masked-flattened_line_26-processed-gene-0.214-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.214&CDS=1-1017
OG0000344	YJL134W, YKR053C	augustus_masked-flattened_line_26-processed-gene-0.215-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.215&CDS=1-1422
OG0000345	YJL158C	augustus_masked-flattened_line_18-processed-gene-1.88-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.88&CDS=1-1110, augustus_masked-flattened_line_2-processed-gene-2.79-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.79&CDS=1-597
OG0000346	YJL165C, YKL168C	augustus_masked-flattened_line_64-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-flattened_line_64-processed-gene-0.74&CDS=1-2730
OG0000347	YJL172W, YOL153C	augustus_masked-flattened_line_64-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-flattened_line_64-processed-gene-0.73&CDS=1-1782
OG0000348	YJL177W, YKL180W	augustus_masked-flattened_line_64-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-flattened_line_64-processed-gene-0.47&CDS=1-552
OG0000349	YJR059W, YKL198C	genemark-flattened_line_2-processed-gene-2.18-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.18&CDS=1-1959
OG0000350	YJR061W, YKL201C	maker-flattened_line_2-augustus-gene-2.2-mRNA-1_1&gene=maker-flattened_line_2-augustus-gene-2.2&CDS=1-5907
OG0000351	YJR091C, YPR042C	augustus_masked-flattened_line_16-processed-gene-1.105-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.105&CDS=1-3867
OG0000352	YJR094W-A, YPR043W	augustus_masked-flattened_line_16-processed-gene-1.107-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.107&CDS=1-276
OG0000353	YJR127C, YML081W	augustus_masked-flattened_line_84-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-flattened_line_84-processed-gene-0.44&CDS=1-4095
OG0000354	YJR130C, YML082W	augustus_masked-flattened_line_84-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-flattened_line_84-processed-gene-0.59&CDS=1-2094
OG0000355	YKL032C, YMR072W	augustus_masked-flattened_line_164-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-flattened_line_164-processed-gene-0.7&CDS=1-1704
OG0000356	YKL043W, YMR016C	augustus_masked-flattened_line_50-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.62&CDS=1-1371
OG0000357	YKL065C, YMR040W	augustus_masked-flattened_line_30-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-0.17&CDS=1-522
OG0000358	YKL068W, YMR047C	maker-flattened_line_20-snap-gene-0.87-mRNA-1_1&gene=maker-flattened_line_20-snap-gene-0.87&CDS=1-4029
OG0000359	YKL072W, YMR053C	augustus_masked-flattened_line_20-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-0.12&CDS=1-3510
OG0000360	YKL081W, YPL048W	maker-flattened_line_200-snap-gene-0.23-mRNA-1_1&gene=maker-flattened_line_200-snap-gene-0.23&CDS=1-2436
OG0000361	YKL105C, YMR086W	augustus_masked-flattened_line_10-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.65&CDS=1-2577
OG0000362	YKL127W, YMR105C	genemark-flattened_line_20-processed-gene-1.33-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-1.33&CDS=1-1716
OG0000363	YKL132C, YMR113W	snap_masked-flattened_line_80-processed-gene-0.21-mRNA-1_1&gene=snap_masked-flattened_line_80-processed-gene-0.21&CDS=1-1335
OG0000364	YKL133C, YMR115W	snap_masked-flattened_line_80-processed-gene-0.20-mRNA-1_1&gene=snap_masked-flattened_line_80-processed-gene-0.20&CDS=1-1707
OG0000365	YKL187C, YLR413W	augustus_masked-flattened_line_10-processed-gene-1.144-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.144&CDS=1-1992
OG0000366	YKR025W	augustus_masked-flattened_line_910-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-flattened_line_910-processed-gene-0.0&CDS=1-87, genemark-flattened_line_260-processed-gene-0.8-mRNA-1_1&gene=genemark-flattened_line_260-processed-gene-0.8&CDS=1-858
OG0000367	YKR072C, YOR054C	augustus_masked-flattened_line_28-processed-gene-0.227-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-0.227&CDS=1-2112
OG0000368	YKR076W, YMR251W	augustus_masked-flattened_line_28-processed-gene-0.189-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-0.189&CDS=1-1182
OG0000369	YKR089C, YOR081C	augustus_masked-flattened_line_48-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.74&CDS=1-1833
OG0000370	YLL010C, YLR019W	augustus_masked-flattened_line_82-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-flattened_line_82-processed-gene-0.87&CDS=1-1323
OG0000371	YLL012W, YLR020C	augustus_masked-flattened_line_82-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-flattened_line_82-processed-gene-0.75&CDS=1-1617
OG0000372	YLL015W	augustus_masked-flattened_line_124-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-flattened_line_124-processed-gene-0.17&CDS=1-4716, augustus_masked-flattened_line_88-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-flattened_line_88-processed-gene-0.85&CDS=1-9558
OG0000373	YLL016W, YLR310C	snap_masked-flattened_line_220-processed-gene-0.11-mRNA-1_1&gene=snap_masked-flattened_line_220-processed-gene-0.11&CDS=1-4941
OG0000374	YLR025W	augustus_masked-flattened_line_874-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-flattened_line_874-processed-gene-0.1&CDS=1-279, augustus_masked-flattened_line_940-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-flattened_line_940-processed-gene-0.0&CDS=1-279
OG0000375	YLR130C	augustus_masked-flattened_line_18-processed-gene-1.68-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.68&CDS=1-1221, genemark-flattened_line_64-processed-gene-0.4-mRNA-1_1&gene=genemark-flattened_line_64-processed-gene-0.4&CDS=1-1173
OG0000376	YLR178C, YLR179C	augustus_masked-flattened_line_74-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-flattened_line_74-processed-gene-0.52&CDS=1-1164
OG0000377	YLR260W, YOR171C	augustus_masked-flattened_line_112-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-flattened_line_112-processed-gene-0.37&CDS=1-2283
OG0000378	YLR264W, YOR167C	genemark-flattened_line_66-processed-gene-0.87-mRNA-1_1&gene=genemark-flattened_line_66-processed-gene-0.87&CDS=1-255
OG0000379	YLR270W, YOR173W	snap_masked-flattened_line_96-processed-gene-0.84-mRNA-1_1&gene=snap_masked-flattened_line_96-processed-gene-0.84&CDS=1-915
OG0000380	YLR273C, YOR178C	augustus_masked-flattened_line_4-processed-gene-1.87-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.87&CDS=1-2301
OG0000381	YLR287C-A, YOR182C	snap_masked-flattened_line_14-processed-gene-1.96-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-1.96&CDS=1-180
OG0000382	YLR364W	augustus_masked-flattened_line_108-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-flattened_line_108-processed-gene-0.25&CDS=1-354, augustus_masked-flattened_line_108-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-flattened_line_108-processed-gene-0.41&CDS=1-342
OG0000383	YLR433C, YML057W	augustus_masked-flattened_line_10-processed-gene-1.185-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.185&CDS=1-1725
OG0000384	YLR442C, YML065W	augustus_masked-flattened_line_84-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-flattened_line_84-processed-gene-0.52&CDS=1-2802
OG0000385	YLR449W, YML074C	genemark-flattened_line_84-processed-gene-0.69-mRNA-1_1&gene=genemark-flattened_line_84-processed-gene-0.69&CDS=1-1182
OG0000386	YML093W	augustus_masked-flattened_line_100-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-flattened_line_100-processed-gene-0.0&CDS=1-1260, snap_masked-flattened_line_920-processed-gene-0.0-mRNA-1_1&gene=snap_masked-flattened_line_920-processed-gene-0.0&CDS=1-159
OG0000387	YML100W, YMR261C	augustus_masked-flattened_line_2-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-0.82&CDS=1-4119
OG0000388	YML106W, YMR271C	augustus_masked-flattened_line_26-processed-gene-0.223-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.223&CDS=1-744
OG0000389	YML109W, YMR273C	augustus_masked-flattened_line_26-processed-gene-0.186-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.186&CDS=1-3321
OG0000390	YML118W, YMR285C	augustus_masked-flattened_line_2-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-0.80&CDS=1-1317
OG0000391	YMR119W, YNL008C	augustus_masked-flattened_line_242-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-flattened_line_242-processed-gene-0.3&CDS=1-2496
OG0000392	YMR177W, YPL224C	augustus_masked-flattened_line_4-processed-gene-1.156-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.156&CDS=1-1518
OG0000393	YMR194W, YPL249C-A	maker-flattened_line_18-augustus-gene-1.159-mRNA-1_1&gene=maker-flattened_line_18-augustus-gene-1.159&CDS=1-300
OG0000394	YMR199W, YPL256C	snap_masked-flattened_line_18-processed-gene-0.18-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-0.18&CDS=1-2118
OG0000395	YMR222C, YOR280C	augustus_masked-flattened_line_162-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-flattened_line_162-processed-gene-0.19&CDS=1-819
OG0000396	YMR230W, YOR293W	snap_masked-flattened_line_46-processed-gene-0.75-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.75&CDS=1-294
OG0000397	YMR233W, YOR295W	genemark-flattened_line_14-processed-gene-0.10-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-0.10&CDS=1-720
OG0000398	YMR237W, YOR299W	augustus_masked-flattened_line_4-processed-gene-1.98-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.98&CDS=1-2274
OG0000399	YMR238W	augustus_masked-flattened_line_272-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_272-processed-gene-0.2&CDS=1-1380, augustus_masked-flattened_line_4-processed-gene-1.99-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.99&CDS=1-1380
OG0000400	YMR242C, YOR312C	augustus_masked-flattened_line_140-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-flattened_line_140-processed-gene-0.32&CDS=1-534
OG0000401	YMR253C, YPL264C	augustus_masked-flattened_line_86-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-flattened_line_86-processed-gene-0.59&CDS=1-1215
OG0000402	YNL087W, YOR086C	augustus_masked-flattened_line_0-processed-gene-2.18-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.18&CDS=1-3828
OG0000403	YNL095C, YOR092W	augustus_masked-flattened_line_146-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-flattened_line_146-processed-gene-0.49&CDS=1-1860
OG0000404	YNL096C, YOR096W	genemark-flattened_line_122-processed-gene-0.65-mRNA-1_1&gene=genemark-flattened_line_122-processed-gene-0.65&CDS=1-567
OG0000405	YNL098C, YOR101W	augustus_masked-flattened_line_122-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-flattened_line_122-processed-gene-0.18&CDS=1-1014
OG0000406	YNL104C, YOR108W	augustus_masked-flattened_line_42-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.8&CDS=1-1884
OG0000407	YNL108C, YOR110W	augustus_masked-flattened_line_42-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.38&CDS=1-1272
OG0000408	YNL243W	genemark-flattened_line_280-processed-gene-0.5-mRNA-1_1&gene=genemark-flattened_line_280-processed-gene-0.5&CDS=1-1209, genemark-flattened_line_304-processed-gene-0.2-mRNA-1_1&gene=genemark-flattened_line_304-processed-gene-0.2&CDS=1-1209
OG0000409	YNL299W, YOL115W	augustus_masked-flattened_line_54-processed-gene-0.137-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.137&CDS=1-2043
OG0000410	YNL301C, YOL120C	maker-flattened_line_54-augustus-gene-0.2-mRNA-1_1&gene=maker-flattened_line_54-augustus-gene-0.2&CDS=1-981
OG0000411	YNL329C	snap_masked-flattened_line_268-processed-gene-0.1-mRNA-1_1&gene=snap_masked-flattened_line_268-processed-gene-0.1&CDS=1-1884, snap_masked-flattened_line_328-processed-gene-0.2-mRNA-1_1&gene=snap_masked-flattened_line_328-processed-gene-0.2&CDS=1-1884
OG0000412	YNL330C	augustus_masked-flattened_line_360-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_360-processed-gene-0.2&CDS=1-894, snap_masked-flattened_line_268-processed-gene-0.2-mRNA-1_1&gene=snap_masked-flattened_line_268-processed-gene-0.2&CDS=1-882
OG0000413	YNR041C	augustus_masked-flattened_line_404-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-flattened_line_404-processed-gene-0.1&CDS=1-900, augustus_masked-flattened_line_422-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_422-processed-gene-0.2&CDS=1-900
OG0000414	YOL137W	augustus_masked-flattened_line_88-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-flattened_line_88-processed-gene-0.101&CDS=1-1473, augustus_masked-flattened_line_88-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-flattened_line_88-processed-gene-0.102&CDS=1-1467
OG0000415	YOL143C	augustus_masked-flattened_line_312-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-flattened_line_312-processed-gene-0.5&CDS=1-489, augustus_masked-flattened_line_320-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-flattened_line_320-processed-gene-0.3&CDS=1-489
OG0000416	YOR153W	augustus_masked-flattened_line_218-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-flattened_line_218-processed-gene-0.5&CDS=1-4476, augustus_masked-flattened_line_68-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-flattened_line_68-processed-gene-0.103&CDS=1-4629
OG0000417	YOR222W, YPL134C	augustus_masked-flattened_line_78-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.31&CDS=1-909
OG0000418	YOR227W, YPL137C	augustus_masked-flattened_line_78-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.14&CDS=1-2034
OG0000419	YOR231W, YPL140C	augustus_masked-flattened_line_62-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.100&CDS=1-1800
OG0000420	YOR233W, YPL141C	snap_masked-flattened_line_62-processed-gene-0.57-mRNA-1_1&gene=snap_masked-flattened_line_62-processed-gene-0.57&CDS=1-3324
OG0000421	YOR234C, YPL143W	augustus_masked-flattened_line_62-processed-gene-0.118-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.118&CDS=1-336
OG0000422	YOR237W, YPL145C	augustus_masked-flattened_line_62-processed-gene-0.123-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.123&CDS=1-1302
OG0000423	YOR256C, YPL176C	augustus_masked-flattened_line_36-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.92&CDS=1-2613
OG0000424	YOR285W, YOR286W	genemark-flattened_line_118-processed-gene-0.59-mRNA-1_1&gene=genemark-flattened_line_118-processed-gene-0.59&CDS=1-468
OG0000425	YOR390W, YPL279C	augustus_masked-flattened_line_2-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-0.61&CDS=1-1002
OG0000426	YPL058C	augustus_masked-flattened_line_78-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.20&CDS=1-4548, augustus_masked-flattened_line_90-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-flattened_line_90-processed-gene-0.14&CDS=1-4614
OG0000427	YPR169W-A, YPR170W-B	augustus_masked-flattened_line_158-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-flattened_line_158-processed-gene-0.13&CDS=1-261
OG0000428		augustus_masked-flattened_line_380-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-flattened_line_380-processed-gene-0.0&CDS=1-1494, genemark-flattened_line_142-processed-gene-0.8-mRNA-1_1&gene=genemark-flattened_line_142-processed-gene-0.8&CDS=1-1029, snap_masked-flattened_line_866-processed-gene-0.1-mRNA-1_1&gene=snap_masked-flattened_line_866-processed-gene-0.1&CDS=1-357
OG0000429	YAL001C	snap_masked-flattened_line_176-processed-gene-0.14-mRNA-1_1&gene=snap_masked-flattened_line_176-processed-gene-0.14&CDS=1-4716
OG0000430	YAL003W	augustus_masked-flattened_line_28-processed-gene-0.193-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-0.193&CDS=1-627
OG0000431	YAL009W	augustus_masked-flattened_line_26-processed-gene-0.232-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.232&CDS=1-831
OG0000432	YAL010C	augustus_masked-flattened_line_38-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.106&CDS=1-1272
OG0000433	YAL011W	snap_masked-flattened_line_38-processed-gene-0.135-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.135&CDS=1-2322
OG0000434	YAL012W	augustus_masked-flattened_line_26-processed-gene-0.234-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.234&CDS=1-1161
OG0000435	YAL013W	augustus_masked-flattened_line_148-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-flattened_line_148-processed-gene-0.41&CDS=1-1311
