	Saccharomyces_cerevisiae	yHMPu5000034892_Ogataea_pilisensis
OG0000204	YDL082W, YMR142C	snap_masked-NODE_58_length_84579_cov_14.4686_ID_115-processed-gene-0.81-mRNA-1_1&gene=snap_masked-NODE_58_length_84579_cov_14.4686_ID_115-processed-gene-0.81&CDS=1-591
OG0000205	YDL083C, YMR143W	genemark-NODE_58_length_84579_cov_14.4686_ID_115-processed-gene-0.58-mRNA-1_1&gene=genemark-NODE_58_length_84579_cov_14.4686_ID_115-processed-gene-0.58&CDS=1-426
OG0000206	YDL088C, YMR153W	genemark-NODE_65_length_72876_cov_14.2786_ID_129-processed-gene-0.24-mRNA-1_1&gene=genemark-NODE_65_length_72876_cov_14.2786_ID_129-processed-gene-0.24&CDS=1-1602
OG0000207	YDL109C, YGL144C	maker-NODE_15_length_229439_cov_14.4548_ID_29-snap-gene-0.1-mRNA-1_1&gene=maker-NODE_15_length_229439_cov_14.4548_ID_29-snap-gene-0.1&CDS=1-2754
OG0000208	YDL124W	genemark-NODE_1_length_513538_cov_14.8722_ID_1-processed-gene-3.57-mRNA-1_1&gene=genemark-NODE_1_length_513538_cov_14.8722_ID_1-processed-gene-3.57&CDS=1-996, genemark-NODE_55_length_93248_cov_14.6245_ID_109-processed-gene-0.53-mRNA-1_1&gene=genemark-NODE_55_length_93248_cov_14.6245_ID_109-processed-gene-0.53&CDS=1-936
OG0000209	YDL131W	genemark-NODE_124_length_15827_cov_14.9458_ID_247-processed-gene-0.8-mRNA-1_1&gene=genemark-NODE_124_length_15827_cov_14.9458_ID_247-processed-gene-0.8&CDS=1-1308, genemark-NODE_1_length_513538_cov_14.8722_ID_1-processed-gene-2.6-mRNA-1_1&gene=genemark-NODE_1_length_513538_cov_14.8722_ID_1-processed-gene-2.6&CDS=1-1314
OG0000210	YDL134C, YDL188C	genemark-NODE_76_length_53116_cov_15.4199_ID_151-processed-gene-0.43-mRNA-1_1&gene=genemark-NODE_76_length_53116_cov_15.4199_ID_151-processed-gene-0.43&CDS=1-1044
OG0000211	YDL136W, YDL191W	augustus_masked-NODE_76_length_53116_cov_15.4199_ID_151-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-NODE_76_length_53116_cov_15.4199_ID_151-processed-gene-0.31&CDS=1-360
OG0000212	YDL137W, YDL192W	genemark-NODE_76_length_53116_cov_15.4199_ID_151-processed-gene-0.53-mRNA-1_1&gene=genemark-NODE_76_length_53116_cov_15.4199_ID_151-processed-gene-0.53&CDS=1-543
OG0000213	YDL138W, YDL194W	genemark-NODE_76_length_53116_cov_15.4199_ID_151-processed-gene-0.55-mRNA-1_1&gene=genemark-NODE_76_length_53116_cov_15.4199_ID_151-processed-gene-0.55&CDS=1-2718
OG0000214	YDL144C	genemark-NODE_3_length_403670_cov_14.6937_ID_5-processed-gene-1.114-mRNA-1_1&gene=genemark-NODE_3_length_403670_cov_14.6937_ID_5-processed-gene-1.114&CDS=1-1053, genemark-NODE_6_length_344941_cov_13.9826_ID_11-processed-gene-0.87-mRNA-1_1&gene=genemark-NODE_6_length_344941_cov_13.9826_ID_11-processed-gene-0.87&CDS=1-1032
OG0000215	YDL161W, YLR206W	genemark-NODE_2_length_407174_cov_14.0731_ID_3-processed-gene-3.29-mRNA-1_1&gene=genemark-NODE_2_length_407174_cov_14.0731_ID_3-processed-gene-3.29&CDS=1-1494
OG0000216	YDL174C	genemark-NODE_2_length_407174_cov_14.0731_ID_3-processed-gene-0.91-mRNA-1_1&gene=genemark-NODE_2_length_407174_cov_14.0731_ID_3-processed-gene-0.91&CDS=1-1776, genemark-NODE_42_length_123432_cov_14.0942_ID_83-processed-gene-0.47-mRNA-1_1&gene=genemark-NODE_42_length_123432_cov_14.0942_ID_83-processed-gene-0.47&CDS=1-1692
OG0000217	YDL175C, YIL079C	genemark-NODE_126_length_14635_cov_15.2281_ID_251-processed-gene-0.19-mRNA-1_1&gene=genemark-NODE_126_length_14635_cov_15.2281_ID_251-processed-gene-0.19&CDS=1-1326
OG0000218	YDL204W, YDR233C	genemark-NODE_27_length_175026_cov_18.7202_ID_53-processed-gene-0.145-mRNA-1_1&gene=genemark-NODE_27_length_175026_cov_18.7202_ID_53-processed-gene-0.145&CDS=1-828
OG0000219	YDL206W	genemark-NODE_6_length_344941_cov_13.9826_ID_11-processed-gene-0.71-mRNA-1_1&gene=genemark-NODE_6_length_344941_cov_13.9826_ID_11-processed-gene-0.71&CDS=1-2001, snap_masked-NODE_1_length_513538_cov_14.8722_ID_1-processed-gene-3.117-mRNA-1_1&gene=snap_masked-NODE_1_length_513538_cov_14.8722_ID_1-processed-gene-3.117&CDS=1-2055
OG0000220	YDL222C, YNL194C	genemark-NODE_66_length_72620_cov_17.7422_ID_131-processed-gene-0.53-mRNA-1_1&gene=genemark-NODE_66_length_72620_cov_17.7422_ID_131-processed-gene-0.53&CDS=1-1104
OG0000221	YDL224C, YNL197C	genemark-NODE_82_length_46013_cov_14.6193_ID_163-processed-gene-0.36-mRNA-1_1&gene=genemark-NODE_82_length_46013_cov_14.6193_ID_163-processed-gene-0.36&CDS=1-2286
OG0000222	YDL237W	genemark-NODE_13_length_234245_cov_17.1676_ID_25-processed-gene-1.37-mRNA-1_1&gene=genemark-NODE_13_length_234245_cov_17.1676_ID_25-processed-gene-1.37&CDS=1-972, genemark-NODE_16_length_227173_cov_14.3993_ID_31-processed-gene-1.8-mRNA-1_1&gene=genemark-NODE_16_length_227173_cov_14.3993_ID_31-processed-gene-1.8&CDS=1-1191
OG0000223	YDL238C	genemark-NODE_10_length_268378_cov_14.3927_ID_19-processed-gene-1.66-mRNA-1_1&gene=genemark-NODE_10_length_268378_cov_14.3927_ID_19-processed-gene-1.66&CDS=1-1455, genemark-NODE_86_length_44896_cov_14.5394_ID_171-processed-gene-0.27-mRNA-1_1&gene=genemark-NODE_86_length_44896_cov_14.5394_ID_171-processed-gene-0.27&CDS=1-1437
OG0000224	YDL246C, YJR159W	genemark-NODE_64_length_73419_cov_15.8669_ID_127-processed-gene-0.5-mRNA-1_1&gene=genemark-NODE_64_length_73419_cov_15.8669_ID_127-processed-gene-0.5&CDS=1-1062
OG0000225	YDR011W	augustus_masked-NODE_130_length_12869_cov_16.9572_ID_259-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_130_length_12869_cov_16.9572_ID_259-processed-gene-0.2&CDS=1-3837, maker-NODE_182_length_2732_cov_18.4748_ID_363-snap-gene-0.1-mRNA-1_1&gene=maker-NODE_182_length_2732_cov_18.4748_ID_363-snap-gene-0.1&CDS=1-2454
OG0000226	YDR069C, YER144C	genemark-NODE_1_length_513538_cov_14.8722_ID_1-processed-gene-2.31-mRNA-1_1&gene=genemark-NODE_1_length_513538_cov_14.8722_ID_1-processed-gene-2.31&CDS=1-2721
OG0000227	YDR098C, YER174C	genemark-NODE_9_length_282344_cov_14.2153_ID_17-processed-gene-1.157-mRNA-1_1&gene=genemark-NODE_9_length_282344_cov_14.2153_ID_17-processed-gene-1.157&CDS=1-807
OG0000228	YDR107C, YLR083C	genemark-NODE_38_length_127932_cov_18.8645_ID_75-processed-gene-0.64-mRNA-1_1&gene=genemark-NODE_38_length_127932_cov_18.8645_ID_75-processed-gene-0.64&CDS=1-1938
OG0000229	YDR122W, YLR096W	genemark-NODE_25_length_186291_cov_14.9916_ID_49-processed-gene-0.175-mRNA-1_1&gene=genemark-NODE_25_length_186291_cov_14.9916_ID_49-processed-gene-0.175&CDS=1-3903
OG0000230	YDR132C, YLR108C	genemark-NODE_45_length_118229_cov_13.9598_ID_89-processed-gene-0.23-mRNA-1_1&gene=genemark-NODE_45_length_118229_cov_13.9598_ID_89-processed-gene-0.23&CDS=1-1374
OG0000231	YDR143C	genemark-NODE_5_length_350234_cov_14.3543_ID_9-processed-gene-2.177-mRNA-1_1&gene=genemark-NODE_5_length_350234_cov_14.3543_ID_9-processed-gene-2.177&CDS=1-2313, snap_masked-NODE_3_length_403670_cov_14.6937_ID_5-processed-gene-1.78-mRNA-1_1&gene=snap_masked-NODE_3_length_403670_cov_14.6937_ID_5-processed-gene-1.78&CDS=1-1308
OG0000232	YDR151C, YLR136C	genemark-NODE_2_length_407174_cov_14.0731_ID_3-processed-gene-0.99-mRNA-1_1&gene=genemark-NODE_2_length_407174_cov_14.0731_ID_3-processed-gene-0.99&CDS=1-1569
OG0000233	YDR200C, YLR238W	genemark-NODE_94_length_40818_cov_14.9443_ID_187-processed-gene-0.0-mRNA-1_1&gene=genemark-NODE_94_length_40818_cov_14.9443_ID_187-processed-gene-0.0&CDS=1-2100
OG0000234	YDR206W, YLR233C	genemark-NODE_94_length_40818_cov_14.9443_ID_187-processed-gene-0.3-mRNA-1_1&gene=genemark-NODE_94_length_40818_cov_14.9443_ID_187-processed-gene-0.3&CDS=1-3147
OG0000235	YDR213W, YLR228C	genemark-NODE_108_length_25742_cov_15.286_ID_215-processed-gene-0.13-mRNA-1_1&gene=genemark-NODE_108_length_25742_cov_15.286_ID_215-processed-gene-0.13&CDS=1-1962
OG0000236	YDR251W, YPL032C	genemark-NODE_24_length_191322_cov_18.2082_ID_47-processed-gene-0.13-mRNA-1_1&gene=genemark-NODE_24_length_191322_cov_18.2082_ID_47-processed-gene-0.13&CDS=1-2766
OG0000237	YDR253C, YPL038W	genemark-NODE_13_length_234245_cov_17.1676_ID_25-processed-gene-0.76-mRNA-1_1&gene=genemark-NODE_13_length_234245_cov_17.1676_ID_25-processed-gene-0.76&CDS=1-834
OG0000238	YDR263C, YOR033C	snap_masked-NODE_45_length_118229_cov_13.9598_ID_89-processed-gene-0.143-mRNA-1_1&gene=snap_masked-NODE_45_length_118229_cov_13.9598_ID_89-processed-gene-0.143&CDS=1-2172
OG0000239	YDR272W, YOR040W	genemark-NODE_43_length_121444_cov_14.538_ID_85-processed-gene-0.31-mRNA-1_1&gene=genemark-NODE_43_length_121444_cov_14.538_ID_85-processed-gene-0.31&CDS=1-5043
OG0000240	YDR277C, YOR047C	genemark-NODE_34_length_147541_cov_15.0766_ID_67-processed-gene-0.55-mRNA-1_1&gene=genemark-NODE_34_length_147541_cov_15.0766_ID_67-processed-gene-0.55&CDS=1-1353
OG0000241	YDR300C, YHR033W	genemark-NODE_1_length_513538_cov_14.8722_ID_1-processed-gene-2.4-mRNA-1_1&gene=genemark-NODE_1_length_513538_cov_14.8722_ID_1-processed-gene-2.4&CDS=1-1404
OG0000242	YDR312W, YHR066W	genemark-NODE_6_length_344941_cov_13.9826_ID_11-processed-gene-2.86-mRNA-1_1&gene=genemark-NODE_6_length_344941_cov_13.9826_ID_11-processed-gene-2.86&CDS=1-1305
OG0000243	YDR348C, YHR097C	maker-NODE_2_length_407174_cov_14.0731_ID_3-snap-gene-1.5-mRNA-1_1&gene=maker-NODE_2_length_407174_cov_14.0731_ID_3-snap-gene-1.5&CDS=1-1638
OG0000244	YDR351W, YHR103W	genemark-NODE_11_length_237806_cov_15.2749_ID_21-processed-gene-0.103-mRNA-1_1&gene=genemark-NODE_11_length_237806_cov_15.2749_ID_21-processed-gene-0.103&CDS=1-2523
OG0000245	YDR358W, YHR108W	genemark-NODE_17_length_221594_cov_14.1682_ID_33-processed-gene-0.36-mRNA-1_1&gene=genemark-NODE_17_length_221594_cov_14.1682_ID_33-processed-gene-0.36&CDS=1-1740
OG0000246	YDR368W, YOR120W	genemark-NODE_38_length_127932_cov_18.8645_ID_75-processed-gene-0.95-mRNA-1_1&gene=genemark-NODE_38_length_127932_cov_18.8645_ID_75-processed-gene-0.95&CDS=1-936
OG0000247	YDR379W, YOR127W	genemark-NODE_25_length_186291_cov_14.9916_ID_49-processed-gene-0.197-mRNA-1_1&gene=genemark-NODE_25_length_186291_cov_14.9916_ID_49-processed-gene-0.197&CDS=1-3513
OG0000248	YDR380W	genemark-NODE_13_length_234245_cov_17.1676_ID_25-processed-gene-1.28-mRNA-1_1&gene=genemark-NODE_13_length_234245_cov_17.1676_ID_25-processed-gene-1.28&CDS=1-1785, genemark-NODE_27_length_175026_cov_18.7202_ID_53-processed-gene-0.185-mRNA-1_1&gene=genemark-NODE_27_length_175026_cov_18.7202_ID_53-processed-gene-0.185&CDS=1-1833
OG0000249	YDR385W, YOR133W	maker-NODE_75_length_54380_cov_14.1139_ID_149-snap-gene-0.21-mRNA-1_1&gene=maker-NODE_75_length_54380_cov_14.1139_ID_149-snap-gene-0.21&CDS=1-3519
OG0000250	YDR389W, YOR134W	genemark-NODE_21_length_202435_cov_14.3085_ID_41-processed-gene-0.46-mRNA-1_1&gene=genemark-NODE_21_length_202435_cov_14.3085_ID_41-processed-gene-0.46&CDS=1-2274
OG0000251	YDR409W, YOR156C	genemark-NODE_100_length_34432_cov_16.3726_ID_199-processed-gene-0.4-mRNA-1_1&gene=genemark-NODE_100_length_34432_cov_16.3726_ID_199-processed-gene-0.4&CDS=1-4503
OG0000252	YDR418W, YEL054C	genemark-NODE_53_length_95441_cov_14.3676_ID_105-processed-gene-0.65-mRNA-1_1&gene=genemark-NODE_53_length_95441_cov_14.3676_ID_105-processed-gene-0.65&CDS=1-498
OG0000253	YDR447C, YML024W	augustus_masked-NODE_16_length_227173_cov_14.3993_ID_31-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-NODE_16_length_227173_cov_14.3993_ID_31-processed-gene-0.13&CDS=1-405
OG0000254	YDR450W, YML026C	genemark-NODE_71_length_59880_cov_15.7042_ID_141-processed-gene-0.62-mRNA-1_1&gene=genemark-NODE_71_length_59880_cov_15.7042_ID_141-processed-gene-0.62&CDS=1-450
OG0000255	YDR451C, YML027W	genemark-NODE_71_length_59880_cov_15.7042_ID_141-processed-gene-0.73-mRNA-1_1&gene=genemark-NODE_71_length_59880_cov_15.7042_ID_141-processed-gene-0.73&CDS=1-1923
OG0000256	YDR453C, YML028W	genemark-NODE_8_length_298097_cov_17.6183_ID_15-processed-gene-0.37-mRNA-1_1&gene=genemark-NODE_8_length_298097_cov_17.6183_ID_15-processed-gene-0.37&CDS=1-585
OG0000257	YDR458C, YML034W	genemark-NODE_26_length_183408_cov_14.1505_ID_51-processed-gene-0.231-mRNA-1_1&gene=genemark-NODE_26_length_183408_cov_14.1505_ID_51-processed-gene-0.231&CDS=1-2511
OG0000258	YDR463W, YHR006W	genemark-NODE_75_length_54380_cov_14.1139_ID_149-processed-gene-0.40-mRNA-1_1&gene=genemark-NODE_75_length_54380_cov_14.1139_ID_149-processed-gene-0.40&CDS=1-1875
OG0000259	YDR475C, YOR019W	genemark-NODE_56_length_91527_cov_14.5165_ID_111-processed-gene-0.42-mRNA-1_1&gene=genemark-NODE_56_length_91527_cov_14.5165_ID_111-processed-gene-0.42&CDS=1-2601
OG0000260	YDR476C	genemark-NODE_47_length_110957_cov_14.1512_ID_93-processed-gene-0.106-mRNA-1_1&gene=genemark-NODE_47_length_110957_cov_14.1512_ID_93-processed-gene-0.106&CDS=1-699, genemark-NODE_6_length_344941_cov_13.9826_ID_11-processed-gene-1.117-mRNA-1_1&gene=genemark-NODE_6_length_344941_cov_13.9826_ID_11-processed-gene-1.117&CDS=1-639
OG0000261	YDR500C, YLR185W	genemark-NODE_21_length_202435_cov_14.3085_ID_41-processed-gene-0.50-mRNA-1_1&gene=genemark-NODE_21_length_202435_cov_14.3085_ID_41-processed-gene-0.50&CDS=1-246
OG0000262	YDR502C, YLR180W	maker-NODE_21_length_202435_cov_14.3085_ID_41-snap-gene-0.36-mRNA-1_1&gene=maker-NODE_21_length_202435_cov_14.3085_ID_41-snap-gene-0.36&CDS=1-3213
OG0000263	YDR505C, YLR177W	genemark-NODE_21_length_202435_cov_14.3085_ID_41-processed-gene-0.66-mRNA-1_1&gene=genemark-NODE_21_length_202435_cov_14.3085_ID_41-processed-gene-0.66&CDS=1-2295
OG0000264	YEL006W, YIL006W	genemark-NODE_6_length_344941_cov_13.9826_ID_11-processed-gene-0.83-mRNA-1_1&gene=genemark-NODE_6_length_344941_cov_13.9826_ID_11-processed-gene-0.83&CDS=1-1110
OG0000265	YEL007W, YHR177W	genemark-NODE_6_length_344941_cov_13.9826_ID_11-processed-gene-0.102-mRNA-1_1&gene=genemark-NODE_6_length_344941_cov_13.9826_ID_11-processed-gene-0.102&CDS=1-2241
OG0000266	YEL022W, YJR031C	snap_masked-NODE_55_length_93248_cov_14.6245_ID_109-processed-gene-0.25-mRNA-1_1&gene=snap_masked-NODE_55_length_93248_cov_14.6245_ID_109-processed-gene-0.25&CDS=1-4575
OG0000267	YEL039C, YJR048W	genemark-NODE_3_length_403670_cov_14.6937_ID_5-processed-gene-2.13-mRNA-1_1&gene=genemark-NODE_3_length_403670_cov_14.6937_ID_5-processed-gene-2.13&CDS=1-330
OG0000268	YEL041W, YJR049C	snap_masked-NODE_17_length_221594_cov_14.1682_ID_33-processed-gene-0.103-mRNA-1_1&gene=snap_masked-NODE_17_length_221594_cov_14.1682_ID_33-processed-gene-0.103&CDS=1-2172
OG0000269	YEL046C	genemark-NODE_133_length_11897_cov_23.5468_ID_265-processed-gene-0.5-mRNA-1_1&gene=genemark-NODE_133_length_11897_cov_23.5468_ID_265-processed-gene-0.5&CDS=1-1083, maker-NODE_5_length_350234_cov_14.3543_ID_9-snap-gene-0.37-mRNA-1_1&gene=maker-NODE_5_length_350234_cov_14.3543_ID_9-snap-gene-0.37&CDS=1-1374
OG0000270	YEL047C, YJR051W	snap_masked-NODE_96_length_39747_cov_15.173_ID_191-processed-gene-0.29-mRNA-1_1&gene=snap_masked-NODE_96_length_39747_cov_15.173_ID_191-processed-gene-0.29&CDS=1-1479
OG0000271	YER019C-A, YER087C-B	genemark-NODE_32_length_152021_cov_13.9144_ID_63-processed-gene-0.3-mRNA-1_1&gene=genemark-NODE_32_length_152021_cov_13.9144_ID_63-processed-gene-0.3&CDS=1-330
OG0000272	YER027C, YGL208W	genemark-NODE_30_length_156807_cov_14.6393_ID_59-processed-gene-0.168-mRNA-1_1&gene=genemark-NODE_30_length_156807_cov_14.6393_ID_59-processed-gene-0.168&CDS=1-1461
OG0000273	YER028C, YGL209W	genemark-NODE_39_length_127040_cov_14.6266_ID_77-processed-gene-0.30-mRNA-1_1&gene=genemark-NODE_39_length_127040_cov_14.6266_ID_77-processed-gene-0.30&CDS=1-1578
OG0000274	YER031C, YGL210W	genemark-NODE_39_length_127040_cov_14.6266_ID_77-processed-gene-0.34-mRNA-1_1&gene=genemark-NODE_39_length_127040_cov_14.6266_ID_77-processed-gene-0.34&CDS=1-675
OG0000275	YER057C, YIL051C	augustus_masked-NODE_12_length_237061_cov_14.2503_ID_23-processed-gene-1.127-mRNA-1_1&gene=augustus_masked-NODE_12_length_237061_cov_14.2503_ID_23-processed-gene-1.127&CDS=1-717
OG0000276	YER059W, YIL050W	genemark-NODE_12_length_237061_cov_14.2503_ID_23-processed-gene-0.26-mRNA-1_1&gene=genemark-NODE_12_length_237061_cov_14.2503_ID_23-processed-gene-0.26&CDS=1-2580
OG0000277	YER064C, YIL056W	maker-NODE_61_length_78573_cov_15.1304_ID_121-snap-gene-0.41-mRNA-1_1&gene=maker-NODE_61_length_78573_cov_15.1304_ID_121-snap-gene-0.41&CDS=1-2076
OG0000278	YER074W, YIL069C	augustus_masked-NODE_25_length_186291_cov_14.9916_ID_49-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-NODE_25_length_186291_cov_14.9916_ID_49-processed-gene-0.41&CDS=1-405
OG0000279	YER081W, YIL074C	genemark-NODE_19_length_208004_cov_14.3024_ID_37-processed-gene-0.7-mRNA-1_1&gene=genemark-NODE_19_length_208004_cov_14.3024_ID_37-processed-gene-0.7&CDS=1-1410
OG0000280	YER131W, YGL189C	genemark-NODE_6_length_344941_cov_13.9826_ID_11-processed-gene-2.81-mRNA-1_1&gene=genemark-NODE_6_length_344941_cov_13.9826_ID_11-processed-gene-2.81&CDS=1-360
OG0000281	YER132C, YGL197W	genemark-NODE_1_length_513538_cov_14.8722_ID_1-processed-gene-4.9-mRNA-1_1&gene=genemark-NODE_1_length_513538_cov_14.8722_ID_1-processed-gene-4.9&CDS=1-4737
OG0000282	YER166W	genemark-NODE_42_length_123432_cov_14.0942_ID_83-processed-gene-0.14-mRNA-1_1&gene=genemark-NODE_42_length_123432_cov_14.0942_ID_83-processed-gene-0.14&CDS=1-4245, genemark-NODE_49_length_102097_cov_15.3621_ID_97-processed-gene-0.20-mRNA-1_1&gene=genemark-NODE_49_length_102097_cov_15.3621_ID_97-processed-gene-0.20&CDS=1-4968
OG0000283	YFL004W, YPL019C	genemark-NODE_12_length_237061_cov_14.2503_ID_23-processed-gene-1.53-mRNA-1_1&gene=genemark-NODE_12_length_237061_cov_14.2503_ID_23-processed-gene-1.53&CDS=1-2679
OG0000284	YFL034C-A, YLR061W	genemark-NODE_61_length_78573_cov_15.1304_ID_121-processed-gene-0.3-mRNA-1_1&gene=genemark-NODE_61_length_78573_cov_15.1304_ID_121-processed-gene-0.3&CDS=1-348
OG0000285	YFL048C, YLR080W	genemark-NODE_63_length_75307_cov_16.2371_ID_125-processed-gene-0.27-mRNA-1_1&gene=genemark-NODE_63_length_75307_cov_16.2371_ID_125-processed-gene-0.27&CDS=1-1509
OG0000286	YFL050C, YOL130W	genemark-NODE_14_length_229610_cov_17.0221_ID_27-processed-gene-1.118-mRNA-1_1&gene=genemark-NODE_14_length_229610_cov_17.0221_ID_27-processed-gene-1.118&CDS=1-2340
OG0000287	YFR014C, YOL016C	augustus_masked-NODE_9_length_282344_cov_14.2153_ID_17-processed-gene-1.31-mRNA-1_1&gene=augustus_masked-NODE_9_length_282344_cov_14.2153_ID_17-processed-gene-1.31&CDS=1-1287
OG0000288	YFR024C-A, YHR016C	snap_masked-NODE_38_length_127932_cov_18.8645_ID_75-processed-gene-0.17-mRNA-1_1&gene=snap_masked-NODE_38_length_127932_cov_18.8645_ID_75-processed-gene-0.17&CDS=1-1239
OG0000289	YFR031C-A, YIL018W	snap_masked-NODE_111_length_25209_cov_14.2495_ID_221-processed-gene-0.16-mRNA-1_1&gene=snap_masked-NODE_111_length_25209_cov_14.2495_ID_221-processed-gene-0.16&CDS=1-765
OG0000290	YFR053C, YGL253W	genemark-NODE_23_length_198392_cov_14.785_ID_45-processed-gene-0.245-mRNA-1_1&gene=genemark-NODE_23_length_198392_cov_14.785_ID_45-processed-gene-0.245&CDS=1-1443
OG0000291	YGL008C	genemark-NODE_13_length_234245_cov_17.1676_ID_25-processed-gene-0.107-mRNA-1_1&gene=genemark-NODE_13_length_234245_cov_17.1676_ID_25-processed-gene-0.107&CDS=1-2691, genemark-NODE_36_length_131233_cov_14.1379_ID_71-processed-gene-0.30-mRNA-1_1&gene=genemark-NODE_36_length_131233_cov_14.1379_ID_71-processed-gene-0.30&CDS=1-2814
OG0000292	YGL031C, YGR148C	genemark-NODE_15_length_229439_cov_14.4548_ID_29-processed-gene-1.46-mRNA-1_1&gene=genemark-NODE_15_length_229439_cov_14.4548_ID_29-processed-gene-1.46&CDS=1-468
OG0000293	YGL049C, YGR162W	genemark-NODE_14_length_229610_cov_17.0221_ID_27-processed-gene-0.53-mRNA-1_1&gene=genemark-NODE_14_length_229610_cov_17.0221_ID_27-processed-gene-0.53&CDS=1-3186
OG0000294	YGL076C, YPL198W	genemark-NODE_65_length_72876_cov_14.2786_ID_129-processed-gene-0.20-mRNA-1_1&gene=genemark-NODE_65_length_72876_cov_14.2786_ID_129-processed-gene-0.20&CDS=1-729
OG0000295	YGL082W, YPL191C	genemark-NODE_9_length_282344_cov_14.2153_ID_17-processed-gene-0.43-mRNA-1_1&gene=genemark-NODE_9_length_282344_cov_14.2153_ID_17-processed-gene-0.43&CDS=1-1374
OG0000296	YGL096W, YPL177C	genemark-NODE_24_length_191322_cov_18.2082_ID_47-processed-gene-0.38-mRNA-1_1&gene=genemark-NODE_24_length_191322_cov_18.2082_ID_47-processed-gene-0.38&CDS=1-954
OG0000297	YGL133W, YPL216W	genemark-NODE_5_length_350234_cov_14.3543_ID_9-processed-gene-1.43-mRNA-1_1&gene=genemark-NODE_5_length_350234_cov_14.3543_ID_9-processed-gene-1.43&CDS=1-3954
OG0000298	YGL135W, YPL220W	genemark-NODE_68_length_66672_cov_14.2099_ID_135-processed-gene-0.4-mRNA-1_1&gene=genemark-NODE_68_length_66672_cov_14.2099_ID_135-processed-gene-0.4&CDS=1-651
OG0000299	YGL139W, YPL221W	genemark-NODE_26_length_183408_cov_14.1505_ID_51-processed-gene-0.158-mRNA-1_1&gene=genemark-NODE_26_length_183408_cov_14.1505_ID_51-processed-gene-0.158&CDS=1-2634
OG0000300	YGL162W, YPR009W	genemark-NODE_9_length_282344_cov_14.2153_ID_17-processed-gene-1.186-mRNA-1_1&gene=genemark-NODE_9_length_282344_cov_14.2153_ID_17-processed-gene-1.186&CDS=1-1638
OG0000301	YGL202W	genemark-NODE_114_length_23374_cov_18.2674_ID_227-processed-gene-0.13-mRNA-1_1&gene=genemark-NODE_114_length_23374_cov_18.2674_ID_227-processed-gene-0.13&CDS=1-1437, genemark-NODE_92_length_41173_cov_14.4185_ID_183-processed-gene-0.51-mRNA-1_1&gene=genemark-NODE_92_length_41173_cov_14.4185_ID_183-processed-gene-0.51&CDS=1-1422
OG0000302	YGR009C, YMR017W	genemark-NODE_20_length_203651_cov_14.1089_ID_39-processed-gene-1.89-mRNA-1_1&gene=genemark-NODE_20_length_203651_cov_14.1089_ID_39-processed-gene-1.89&CDS=1-1467
OG0000303	YGR010W, YLR328W	genemark-NODE_18_length_215947_cov_14.4674_ID_35-processed-gene-1.28-mRNA-1_1&gene=genemark-NODE_18_length_215947_cov_14.4674_ID_35-processed-gene-1.28&CDS=1-1563
OG0000304	YGR027C, YLR333C	genemark-NODE_41_length_124887_cov_20.9297_ID_81-processed-gene-0.82-mRNA-1_1&gene=genemark-NODE_41_length_124887_cov_20.9297_ID_81-processed-gene-0.82&CDS=1-324
OG0000305	YGR034W, YLR344W	genemark-NODE_80_length_47975_cov_14.1924_ID_159-processed-gene-0.53-mRNA-1_1&gene=genemark-NODE_80_length_47975_cov_14.1924_ID_159-processed-gene-0.53&CDS=1-381
OG0000306	YGR038W, YLR350W	genemark-NODE_63_length_75307_cov_16.2371_ID_125-processed-gene-0.30-mRNA-1_1&gene=genemark-NODE_63_length_75307_cov_16.2371_ID_125-processed-gene-0.30&CDS=1-618
OG0000307	YGR056W, YLR357W	genemark-NODE_68_length_66672_cov_14.2099_ID_135-processed-gene-0.13-mRNA-1_1&gene=genemark-NODE_68_length_66672_cov_14.2099_ID_135-processed-gene-0.13&CDS=1-2808
