	Saccharomyces_cerevisiae	yHMPu5000035681_Candida_gotoi
OG0000997	YDR127W	snap_masked-NODE_9_length_561754_cov_72.6593_ID_17-processed-gene-3.63-mRNA-1_1&gene=snap_masked-NODE_9_length_561754_cov_72.6593_ID_17-processed-gene-3.63&CDS=1-4713
OG0000998	YDR128W	augustus_masked-NODE_26_length_162235_cov_68.3165_ID_51-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-NODE_26_length_162235_cov_68.3165_ID_51-processed-gene-0.60&CDS=1-4521
OG0000999	YDR129C	snap_masked-NODE_5_length_751471_cov_67.627_ID_9-processed-gene-0.73-mRNA-1_1&gene=snap_masked-NODE_5_length_751471_cov_67.627_ID_9-processed-gene-0.73&CDS=1-1956
OG0001000	YDR135C	snap_masked-NODE_9_length_561754_cov_72.6593_ID_17-processed-gene-0.68-mRNA-1_1&gene=snap_masked-NODE_9_length_561754_cov_72.6593_ID_17-processed-gene-0.68&CDS=1-4626
OG0001001	YDR141C	genemark-NODE_5_length_751471_cov_67.627_ID_9-processed-gene-3.74-mRNA-1_1&gene=genemark-NODE_5_length_751471_cov_67.627_ID_9-processed-gene-3.74&CDS=1-5088
OG0001002	YDR142C	snap_masked-NODE_7_length_591050_cov_76.165_ID_13-processed-gene-3.45-mRNA-1_1&gene=snap_masked-NODE_7_length_591050_cov_76.165_ID_13-processed-gene-3.45&CDS=1-1119
OG0001003	YDR145W	snap_masked-NODE_24_length_178994_cov_74.8349_ID_47-processed-gene-0.196-mRNA-1_1&gene=snap_masked-NODE_24_length_178994_cov_74.8349_ID_47-processed-gene-0.196&CDS=1-1797
OG0001004	YDR148C	snap_masked-NODE_19_length_288497_cov_86.145_ID_37-processed-gene-1.90-mRNA-1_1&gene=snap_masked-NODE_19_length_288497_cov_86.145_ID_37-processed-gene-1.90&CDS=1-1314
OG0001005	YDR152W	snap_masked-NODE_9_length_561754_cov_72.6593_ID_17-processed-gene-0.65-mRNA-1_1&gene=snap_masked-NODE_9_length_561754_cov_72.6593_ID_17-processed-gene-0.65&CDS=1-708
OG0001006	YDR155C	snap_masked-NODE_9_length_561754_cov_72.6593_ID_17-processed-gene-0.48-mRNA-1_1&gene=snap_masked-NODE_9_length_561754_cov_72.6593_ID_17-processed-gene-0.48&CDS=1-486
OG0001007	YDR156W	snap_masked-NODE_7_length_591050_cov_76.165_ID_13-processed-gene-3.57-mRNA-1_1&gene=snap_masked-NODE_7_length_591050_cov_76.165_ID_13-processed-gene-3.57&CDS=1-609
OG0001008	YDR158W	snap_masked-NODE_24_length_178994_cov_74.8349_ID_47-processed-gene-0.171-mRNA-1_1&gene=snap_masked-NODE_24_length_178994_cov_74.8349_ID_47-processed-gene-0.171&CDS=1-1095
OG0001009	YDR159W	maker-NODE_24_length_178994_cov_74.8349_ID_47-snap-gene-0.70-mRNA-1_1&gene=maker-NODE_24_length_178994_cov_74.8349_ID_47-snap-gene-0.70&CDS=1-5022
OG0001010	YDR160W	snap_masked-NODE_24_length_178994_cov_74.8349_ID_47-processed-gene-0.163-mRNA-1_1&gene=snap_masked-NODE_24_length_178994_cov_74.8349_ID_47-processed-gene-0.163&CDS=1-2685
OG0001011	YDR161W	snap_masked-NODE_9_length_561754_cov_72.6593_ID_17-processed-gene-1.84-mRNA-1_1&gene=snap_masked-NODE_9_length_561754_cov_72.6593_ID_17-processed-gene-1.84&CDS=1-1194
OG0001012	YDR162C	snap_masked-NODE_9_length_561754_cov_72.6593_ID_17-processed-gene-0.46-mRNA-1_1&gene=snap_masked-NODE_9_length_561754_cov_72.6593_ID_17-processed-gene-0.46&CDS=1-570
OG0001013	YDR164C	snap_masked-NODE_9_length_561754_cov_72.6593_ID_17-processed-gene-0.69-mRNA-1_1&gene=snap_masked-NODE_9_length_561754_cov_72.6593_ID_17-processed-gene-0.69&CDS=1-2223
OG0001014	YDR165W	snap_masked-NODE_9_length_561754_cov_72.6593_ID_17-processed-gene-0.50-mRNA-1_1&gene=snap_masked-NODE_9_length_561754_cov_72.6593_ID_17-processed-gene-0.50&CDS=1-1329
OG0001015	YDR166C	snap_masked-NODE_8_length_567454_cov_77.2373_ID_15-processed-gene-4.134-mRNA-1_1&gene=snap_masked-NODE_8_length_567454_cov_77.2373_ID_15-processed-gene-4.134&CDS=1-2991
OG0001016	YDR167W	snap_masked-NODE_26_length_162235_cov_68.3165_ID_51-processed-gene-0.96-mRNA-1_1&gene=snap_masked-NODE_26_length_162235_cov_68.3165_ID_51-processed-gene-0.96&CDS=1-666
OG0001017	YDR168W	snap_masked-NODE_33_length_84843_cov_76.1117_ID_65-processed-gene-0.5-mRNA-1_1&gene=snap_masked-NODE_33_length_84843_cov_76.1117_ID_65-processed-gene-0.5&CDS=1-1524
OG0001018	YDR169C	snap_masked-NODE_11_length_487754_cov_68.766_ID_21-processed-gene-1.52-mRNA-1_1&gene=snap_masked-NODE_11_length_487754_cov_68.766_ID_21-processed-gene-1.52&CDS=1-1584
OG0001019	YDR170C	snap_masked-NODE_11_length_487754_cov_68.766_ID_21-processed-gene-1.50-mRNA-1_1&gene=snap_masked-NODE_11_length_487754_cov_68.766_ID_21-processed-gene-1.50&CDS=1-5649
OG0001020	YDR172W	maker-NODE_11_length_487754_cov_68.766_ID_21-augustus-gene-1.45-mRNA-1_1&gene=maker-NODE_11_length_487754_cov_68.766_ID_21-augustus-gene-1.45&CDS=1-3207
OG0001021	YDR173C	augustus_masked-NODE_11_length_487754_cov_68.766_ID_21-processed-gene-1.101-mRNA-1_1&gene=augustus_masked-NODE_11_length_487754_cov_68.766_ID_21-processed-gene-1.101&CDS=1-1017
OG0001022	YDR174W	snap_masked-NODE_29_length_136499_cov_66.3125_ID_57-processed-gene-0.0-mRNA-1_1&gene=snap_masked-NODE_29_length_136499_cov_66.3125_ID_57-processed-gene-0.0&CDS=1-777
OG0001023	YDR175C	augustus_masked-NODE_10_length_547273_cov_74.2464_ID_19-processed-gene-2.141-mRNA-1_1&gene=augustus_masked-NODE_10_length_547273_cov_74.2464_ID_19-processed-gene-2.141&CDS=1-1998
OG0001024	YDR176W	snap_masked-NODE_10_length_547273_cov_74.2464_ID_19-processed-gene-2.85-mRNA-1_1&gene=snap_masked-NODE_10_length_547273_cov_74.2464_ID_19-processed-gene-2.85&CDS=1-2034
OG0001025	YDR177W	snap_masked-NODE_1_length_933283_cov_68.0403_ID_1-processed-gene-6.61-mRNA-1_1&gene=snap_masked-NODE_1_length_933283_cov_68.0403_ID_1-processed-gene-6.61&CDS=1-657
OG0001026	YDR180W	snap_masked-NODE_10_length_547273_cov_74.2464_ID_19-processed-gene-2.60-mRNA-1_1&gene=snap_masked-NODE_10_length_547273_cov_74.2464_ID_19-processed-gene-2.60&CDS=1-4545
OG0001027	YDR181C	snap_masked-NODE_10_length_547273_cov_74.2464_ID_19-processed-gene-2.79-mRNA-1_1&gene=snap_masked-NODE_10_length_547273_cov_74.2464_ID_19-processed-gene-2.79&CDS=1-1365
OG0001028	YDR182W	augustus_masked-NODE_10_length_547273_cov_74.2464_ID_19-processed-gene-2.115-mRNA-1_1&gene=augustus_masked-NODE_10_length_547273_cov_74.2464_ID_19-processed-gene-2.115&CDS=1-1419
OG0001029	YDR183W	snap_masked-NODE_10_length_547273_cov_74.2464_ID_19-processed-gene-2.81-mRNA-1_1&gene=snap_masked-NODE_10_length_547273_cov_74.2464_ID_19-processed-gene-2.81&CDS=1-642
OG0001030	YDR188W	snap_masked-NODE_3_length_842064_cov_74.5486_ID_5-processed-gene-5.70-mRNA-1_1&gene=snap_masked-NODE_3_length_842064_cov_74.5486_ID_5-processed-gene-5.70&CDS=1-1695
OG0001031	YDR189W	snap_masked-NODE_3_length_842064_cov_74.5486_ID_5-processed-gene-5.68-mRNA-1_1&gene=snap_masked-NODE_3_length_842064_cov_74.5486_ID_5-processed-gene-5.68&CDS=1-1923
OG0001032	YDR190C	snap_masked-NODE_3_length_842064_cov_74.5486_ID_5-processed-gene-5.58-mRNA-1_1&gene=snap_masked-NODE_3_length_842064_cov_74.5486_ID_5-processed-gene-5.58&CDS=1-1371
OG0001033	YDR194C	augustus_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-4.118-mRNA-1_1&gene=augustus_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-4.118&CDS=1-1833
OG0001034	YDR196C	snap_masked-NODE_23_length_194542_cov_70.7106_ID_45-processed-gene-0.14-mRNA-1_1&gene=snap_masked-NODE_23_length_194542_cov_70.7106_ID_45-processed-gene-0.14&CDS=1-720
OG0001035	YDR198C	snap_masked-NODE_23_length_194542_cov_70.7106_ID_45-processed-gene-0.13-mRNA-1_1&gene=snap_masked-NODE_23_length_194542_cov_70.7106_ID_45-processed-gene-0.13&CDS=1-1377
OG0001036	YDR201W	snap_masked-NODE_10_length_547273_cov_74.2464_ID_19-processed-gene-2.56-mRNA-1_1&gene=snap_masked-NODE_10_length_547273_cov_74.2464_ID_19-processed-gene-2.56&CDS=1-486
OG0001037	YDR202C	snap_masked-NODE_6_length_660448_cov_75.8544_ID_11-processed-gene-5.193-mRNA-1_1&gene=snap_masked-NODE_6_length_660448_cov_75.8544_ID_11-processed-gene-5.193&CDS=1-1137
OG0001038	YDR204W	snap_masked-NODE_10_length_547273_cov_74.2464_ID_19-processed-gene-2.74-mRNA-1_1&gene=snap_masked-NODE_10_length_547273_cov_74.2464_ID_19-processed-gene-2.74&CDS=1-936
OG0001039	YDR205W	genemark-NODE_3_length_842064_cov_74.5486_ID_5-processed-gene-5.19-mRNA-1_1&gene=genemark-NODE_3_length_842064_cov_74.5486_ID_5-processed-gene-5.19&CDS=1-2220
OG0001040	YDR208W	augustus_masked-NODE_16_length_382779_cov_70.9361_ID_31-processed-gene-2.216-mRNA-1_1&gene=augustus_masked-NODE_16_length_382779_cov_70.9361_ID_31-processed-gene-2.216&CDS=1-1923
OG0001041	YDR212W	snap_masked-NODE_1_length_933283_cov_68.0403_ID_1-processed-gene-2.64-mRNA-1_1&gene=snap_masked-NODE_1_length_933283_cov_68.0403_ID_1-processed-gene-2.64&CDS=1-1662
OG0001042	YDR214W	snap_masked-NODE_5_length_751471_cov_67.627_ID_9-processed-gene-6.98-mRNA-1_1&gene=snap_masked-NODE_5_length_751471_cov_67.627_ID_9-processed-gene-6.98&CDS=1-1014
OG0001043	YDR216W	snap_masked-NODE_9_length_561754_cov_72.6593_ID_17-processed-gene-2.64-mRNA-1_1&gene=snap_masked-NODE_9_length_561754_cov_72.6593_ID_17-processed-gene-2.64&CDS=1-3816
OG0001044	YDR217C	augustus_masked-NODE_2_length_906092_cov_75.1325_ID_3-processed-gene-1.94-mRNA-1_1&gene=augustus_masked-NODE_2_length_906092_cov_75.1325_ID_3-processed-gene-1.94&CDS=1-3189
OG0001045	YDR221W	snap_masked-NODE_9_length_561754_cov_72.6593_ID_17-processed-gene-1.49-mRNA-1_1&gene=snap_masked-NODE_9_length_561754_cov_72.6593_ID_17-processed-gene-1.49&CDS=1-1098
OG0001046	YDR226W	snap_masked-NODE_13_length_436529_cov_84.5777_ID_25-processed-gene-1.59-mRNA-1_1&gene=snap_masked-NODE_13_length_436529_cov_84.5777_ID_25-processed-gene-1.59&CDS=1-747
OG0001047	YDR228C	snap_masked-NODE_13_length_436529_cov_84.5777_ID_25-processed-gene-1.83-mRNA-1_1&gene=snap_masked-NODE_13_length_436529_cov_84.5777_ID_25-processed-gene-1.83&CDS=1-1686
OG0001048	YDR231C	snap_masked-NODE_13_length_436529_cov_84.5777_ID_25-processed-gene-0.80-mRNA-1_1&gene=snap_masked-NODE_13_length_436529_cov_84.5777_ID_25-processed-gene-0.80&CDS=1-504
OG0001049	YDR232W	snap_masked-NODE_10_length_547273_cov_74.2464_ID_19-processed-gene-3.53-mRNA-1_1&gene=snap_masked-NODE_10_length_547273_cov_74.2464_ID_19-processed-gene-3.53&CDS=1-1701
OG0001050	YDR233C	maker-NODE_8_length_567454_cov_77.2373_ID_15-snap-gene-1.49-mRNA-1_1&gene=maker-NODE_8_length_567454_cov_77.2373_ID_15-snap-gene-1.49&CDS=1-822
OG0001051	YDR234W	snap_masked-NODE_2_length_906092_cov_75.1325_ID_3-processed-gene-6.81-mRNA-1_1&gene=snap_masked-NODE_2_length_906092_cov_75.1325_ID_3-processed-gene-6.81&CDS=1-2073
OG0001052	YDR235W	snap_masked-NODE_13_length_436529_cov_84.5777_ID_25-processed-gene-0.64-mRNA-1_1&gene=snap_masked-NODE_13_length_436529_cov_84.5777_ID_25-processed-gene-0.64&CDS=1-1536
OG0001053	YDR236C	maker-NODE_13_length_436529_cov_84.5777_ID_25-snap-gene-0.125-mRNA-1_1&gene=maker-NODE_13_length_436529_cov_84.5777_ID_25-snap-gene-0.125&CDS=1-540
OG0001054	YDR237W	snap_masked-NODE_20_length_266287_cov_87.4797_ID_39-processed-gene-1.17-mRNA-1_1&gene=snap_masked-NODE_20_length_266287_cov_87.4797_ID_39-processed-gene-1.17&CDS=1-876
OG0001055	YDR238C	snap_masked-NODE_15_length_389707_cov_85.5837_ID_29-processed-gene-2.177-mRNA-1_1&gene=snap_masked-NODE_15_length_389707_cov_85.5837_ID_29-processed-gene-2.177&CDS=1-2838
OG0001056	YDR243C	maker-NODE_4_length_767683_cov_66.5034_ID_7-snap-gene-4.127-mRNA-1_1&gene=maker-NODE_4_length_767683_cov_66.5034_ID_7-snap-gene-4.127&CDS=1-3234
OG0001057	YDR244W	snap_masked-NODE_13_length_436529_cov_84.5777_ID_25-processed-gene-2.63-mRNA-1_1&gene=snap_masked-NODE_13_length_436529_cov_84.5777_ID_25-processed-gene-2.63&CDS=1-1851
OG0001058	YDR245W	genemark-NODE_13_length_436529_cov_84.5777_ID_25-processed-gene-2.117-mRNA-1_1&gene=genemark-NODE_13_length_436529_cov_84.5777_ID_25-processed-gene-2.117&CDS=1-1077
OG0001059	YDR246W	snap_masked-NODE_6_length_660448_cov_75.8544_ID_11-processed-gene-5.221-mRNA-1_1&gene=snap_masked-NODE_6_length_660448_cov_75.8544_ID_11-processed-gene-5.221&CDS=1-555
OG0001060	YDR248C	snap_masked-NODE_3_length_842064_cov_74.5486_ID_5-processed-gene-4.9-mRNA-1_1&gene=snap_masked-NODE_3_length_842064_cov_74.5486_ID_5-processed-gene-4.9&CDS=1-552
OG0001061	YDR254W	snap_masked-NODE_1_length_933283_cov_68.0403_ID_1-processed-gene-8.67-mRNA-1_1&gene=snap_masked-NODE_1_length_933283_cov_68.0403_ID_1-processed-gene-8.67&CDS=1-1389
OG0001062	YDR255C	snap_masked-NODE_1_length_933283_cov_68.0403_ID_1-processed-gene-8.65-mRNA-1_1&gene=snap_masked-NODE_1_length_933283_cov_68.0403_ID_1-processed-gene-8.65&CDS=1-1647
OG0001063	YDR257C	snap_masked-NODE_16_length_382779_cov_70.9361_ID_31-processed-gene-0.28-mRNA-1_1&gene=snap_masked-NODE_16_length_382779_cov_70.9361_ID_31-processed-gene-0.28&CDS=1-1641
OG0001064	YDR258C	genemark-NODE_17_length_312534_cov_86.9164_ID_33-processed-gene-0.14-mRNA-1_1&gene=genemark-NODE_17_length_312534_cov_86.9164_ID_33-processed-gene-0.14&CDS=1-2337
OG0001065	YDR264C	snap_masked-NODE_9_length_561754_cov_72.6593_ID_17-processed-gene-2.91-mRNA-1_1&gene=snap_masked-NODE_9_length_561754_cov_72.6593_ID_17-processed-gene-2.91&CDS=1-2217
OG0001066	YDR265W	maker-NODE_13_length_436529_cov_84.5777_ID_25-snap-gene-2.40-mRNA-1_1&gene=maker-NODE_13_length_436529_cov_84.5777_ID_25-snap-gene-2.40&CDS=1-993
OG0001067	YDR266C	snap_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-1.60-mRNA-1_1&gene=snap_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-1.60&CDS=1-1857
OG0001068	YDR267C	snap_masked-NODE_18_length_296463_cov_85.1512_ID_35-processed-gene-1.41-mRNA-1_1&gene=snap_masked-NODE_18_length_296463_cov_85.1512_ID_35-processed-gene-1.41&CDS=1-1167
OG0001069	YDR268W	snap_masked-NODE_18_length_296463_cov_85.1512_ID_35-processed-gene-1.8-mRNA-1_1&gene=snap_masked-NODE_18_length_296463_cov_85.1512_ID_35-processed-gene-1.8&CDS=1-1086
OG0001070	YDR270W	augustus_masked-NODE_6_length_660448_cov_75.8544_ID_11-processed-gene-3.124-mRNA-1_1&gene=augustus_masked-NODE_6_length_660448_cov_75.8544_ID_11-processed-gene-3.124&CDS=1-4113
OG0001071	YDR276C	genemark-NODE_2_length_906092_cov_75.1325_ID_3-processed-gene-3.103-mRNA-1_1&gene=genemark-NODE_2_length_906092_cov_75.1325_ID_3-processed-gene-3.103&CDS=1-144
OG0001072	YDR280W	snap_masked-NODE_3_length_842064_cov_74.5486_ID_5-processed-gene-7.66-mRNA-1_1&gene=snap_masked-NODE_3_length_842064_cov_74.5486_ID_5-processed-gene-7.66&CDS=1-912
OG0001073	YDR282C	snap_masked-NODE_3_length_842064_cov_74.5486_ID_5-processed-gene-1.35-mRNA-1_1&gene=snap_masked-NODE_3_length_842064_cov_74.5486_ID_5-processed-gene-1.35&CDS=1-1053
OG0001074	YDR283C	snap_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-1.63-mRNA-1_1&gene=snap_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-1.63&CDS=1-5040
OG0001075	YDR284C	snap_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-1.73-mRNA-1_1&gene=snap_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-1.73&CDS=1-927
OG0001076	YDR286C	snap_masked-NODE_16_length_382779_cov_70.9361_ID_31-processed-gene-2.172-mRNA-1_1&gene=snap_masked-NODE_16_length_382779_cov_70.9361_ID_31-processed-gene-2.172&CDS=1-345
OG0001077	YDR289C	snap_masked-NODE_12_length_465408_cov_66.2617_ID_23-processed-gene-3.166-mRNA-1_1&gene=snap_masked-NODE_12_length_465408_cov_66.2617_ID_23-processed-gene-3.166&CDS=1-1482
OG0001078	YDR291W	genemark-NODE_11_length_487754_cov_68.766_ID_21-processed-gene-3.142-mRNA-1_1&gene=genemark-NODE_11_length_487754_cov_68.766_ID_21-processed-gene-3.142&CDS=1-3471
OG0001079	YDR292C	snap_masked-NODE_7_length_591050_cov_76.165_ID_13-processed-gene-2.122-mRNA-1_1&gene=snap_masked-NODE_7_length_591050_cov_76.165_ID_13-processed-gene-2.122&CDS=1-1566
OG0001080	YDR293C	snap_masked-NODE_7_length_591050_cov_76.165_ID_13-processed-gene-1.56-mRNA-1_1&gene=snap_masked-NODE_7_length_591050_cov_76.165_ID_13-processed-gene-1.56&CDS=1-3813
OG0001081	YDR294C	snap_masked-NODE_2_length_906092_cov_75.1325_ID_3-processed-gene-4.109-mRNA-1_1&gene=snap_masked-NODE_2_length_906092_cov_75.1325_ID_3-processed-gene-4.109&CDS=1-1788
OG0001082	YDR295C	snap_masked-NODE_2_length_906092_cov_75.1325_ID_3-processed-gene-4.108-mRNA-1_1&gene=snap_masked-NODE_2_length_906092_cov_75.1325_ID_3-processed-gene-4.108&CDS=1-2154
OG0001083	YDR296W	snap_masked-NODE_12_length_465408_cov_66.2617_ID_23-processed-gene-1.121-mRNA-1_1&gene=snap_masked-NODE_12_length_465408_cov_66.2617_ID_23-processed-gene-1.121&CDS=1-690
OG0001084	YDR297W	snap_masked-NODE_1_length_933283_cov_68.0403_ID_1-processed-gene-6.71-mRNA-1_1&gene=snap_masked-NODE_1_length_933283_cov_68.0403_ID_1-processed-gene-6.71&CDS=1-1047
OG0001085	YDR298C	snap_masked-NODE_15_length_389707_cov_85.5837_ID_29-processed-gene-2.151-mRNA-1_1&gene=snap_masked-NODE_15_length_389707_cov_85.5837_ID_29-processed-gene-2.151&CDS=1-618
OG0001086	YDR299W	snap_masked-NODE_12_length_465408_cov_66.2617_ID_23-processed-gene-3.157-mRNA-1_1&gene=snap_masked-NODE_12_length_465408_cov_66.2617_ID_23-processed-gene-3.157&CDS=1-1554
OG0001087	YDR301W	maker-NODE_19_length_288497_cov_86.145_ID_37-snap-gene-1.180-mRNA-1_1&gene=maker-NODE_19_length_288497_cov_86.145_ID_37-snap-gene-1.180&CDS=1-4890
OG0001088	YDR304C	augustus_masked-NODE_10_length_547273_cov_74.2464_ID_19-processed-gene-2.144-mRNA-1_1&gene=augustus_masked-NODE_10_length_547273_cov_74.2464_ID_19-processed-gene-2.144&CDS=1-642
OG0001089	YDR305C	snap_masked-NODE_10_length_547273_cov_74.2464_ID_19-processed-gene-2.64-mRNA-1_1&gene=snap_masked-NODE_10_length_547273_cov_74.2464_ID_19-processed-gene-2.64&CDS=1-522
OG0001090	YDR308C	augustus_masked-NODE_12_length_465408_cov_66.2617_ID_23-processed-gene-1.17-mRNA-1_1&gene=augustus_masked-NODE_12_length_465408_cov_66.2617_ID_23-processed-gene-1.17&CDS=1-504
OG0001091	YDR311W	snap_masked-NODE_1_length_933283_cov_68.0403_ID_1-processed-gene-4.50-mRNA-1_1&gene=snap_masked-NODE_1_length_933283_cov_68.0403_ID_1-processed-gene-4.50&CDS=1-1998
OG0001092	YDR313C	snap_masked-NODE_12_length_465408_cov_66.2617_ID_23-processed-gene-1.134-mRNA-1_1&gene=snap_masked-NODE_12_length_465408_cov_66.2617_ID_23-processed-gene-1.134&CDS=1-1062
OG0001093	YDR314C	snap_masked-NODE_22_length_202797_cov_90.5711_ID_43-processed-gene-0.81-mRNA-1_1&gene=snap_masked-NODE_22_length_202797_cov_90.5711_ID_43-processed-gene-0.81&CDS=1-2055
OG0001094	YDR315C	snap_masked-NODE_22_length_202797_cov_90.5711_ID_43-processed-gene-1.89-mRNA-1_1&gene=snap_masked-NODE_22_length_202797_cov_90.5711_ID_43-processed-gene-1.89&CDS=1-1122
OG0001095	YDR316W	snap_masked-NODE_6_length_660448_cov_75.8544_ID_11-processed-gene-2.140-mRNA-1_1&gene=snap_masked-NODE_6_length_660448_cov_75.8544_ID_11-processed-gene-2.140&CDS=1-1395
OG0001096	YDR320C-A	maker-NODE_18_length_296463_cov_85.1512_ID_35-snap-gene-0.35-mRNA-1_1&gene=maker-NODE_18_length_296463_cov_85.1512_ID_35-snap-gene-0.35&CDS=1-216
OG0001097	YDR321W	snap_masked-NODE_5_length_751471_cov_67.627_ID_9-processed-gene-6.67-mRNA-1_1&gene=snap_masked-NODE_5_length_751471_cov_67.627_ID_9-processed-gene-6.67&CDS=1-1140
OG0001098	YDR322C-A	snap_masked-NODE_17_length_312534_cov_86.9164_ID_33-processed-gene-0.63-mRNA-1_1&gene=snap_masked-NODE_17_length_312534_cov_86.9164_ID_33-processed-gene-0.63&CDS=1-276
OG0001099	YDR322W	snap_masked-NODE_17_length_312534_cov_86.9164_ID_33-processed-gene-0.65-mRNA-1_1&gene=snap_masked-NODE_17_length_312534_cov_86.9164_ID_33-processed-gene-0.65&CDS=1-1044
OG0001100	YDR323C	snap_masked-NODE_17_length_312534_cov_86.9164_ID_33-processed-gene-0.62-mRNA-1_1&gene=snap_masked-NODE_17_length_312534_cov_86.9164_ID_33-processed-gene-0.62&CDS=1-2154
OG0001101	YDR324C	snap_masked-NODE_3_length_842064_cov_74.5486_ID_5-processed-gene-1.41-mRNA-1_1&gene=snap_masked-NODE_3_length_842064_cov_74.5486_ID_5-processed-gene-1.41&CDS=1-2247
OG0001102	YDR325W	snap_masked-NODE_3_length_842064_cov_74.5486_ID_5-processed-gene-1.17-mRNA-1_1&gene=snap_masked-NODE_3_length_842064_cov_74.5486_ID_5-processed-gene-1.17&CDS=1-3594
OG0001103	YDR328C	snap_masked-NODE_11_length_487754_cov_68.766_ID_21-processed-gene-3.85-mRNA-1_1&gene=snap_masked-NODE_11_length_487754_cov_68.766_ID_21-processed-gene-3.85&CDS=1-492
OG0001104	YDR329C	snap_masked-NODE_11_length_487754_cov_68.766_ID_21-processed-gene-3.86-mRNA-1_1&gene=snap_masked-NODE_11_length_487754_cov_68.766_ID_21-processed-gene-3.86&CDS=1-1305
OG0001105	YDR330W	snap_masked-NODE_11_length_487754_cov_68.766_ID_21-processed-gene-3.35-mRNA-1_1&gene=snap_masked-NODE_11_length_487754_cov_68.766_ID_21-processed-gene-3.35&CDS=1-1512
OG0001106	YDR331W	augustus_masked-NODE_11_length_487754_cov_68.766_ID_21-processed-gene-3.216-mRNA-1_1&gene=augustus_masked-NODE_11_length_487754_cov_68.766_ID_21-processed-gene-3.216&CDS=1-7614
OG0001107	YDR333C	snap_masked-NODE_5_length_751471_cov_67.627_ID_9-processed-gene-4.53-mRNA-1_1&gene=snap_masked-NODE_5_length_751471_cov_67.627_ID_9-processed-gene-4.53&CDS=1-2106
OG0001108	YDR334W	snap_masked-NODE_5_length_751471_cov_67.627_ID_9-processed-gene-4.68-mRNA-1_1&gene=snap_masked-NODE_5_length_751471_cov_67.627_ID_9-processed-gene-4.68&CDS=1-4809
OG0001109	YDR335W	augustus_masked-NODE_22_length_202797_cov_90.5711_ID_43-processed-gene-1.151-mRNA-1_1&gene=augustus_masked-NODE_22_length_202797_cov_90.5711_ID_43-processed-gene-1.151&CDS=1-3813
OG0001110	YDR336W	snap_masked-NODE_11_length_487754_cov_68.766_ID_21-processed-gene-2.82-mRNA-1_1&gene=snap_masked-NODE_11_length_487754_cov_68.766_ID_21-processed-gene-2.82&CDS=1-990
OG0001111	YDR337W	snap_masked-NODE_8_length_567454_cov_77.2373_ID_15-processed-gene-2.112-mRNA-1_1&gene=snap_masked-NODE_8_length_567454_cov_77.2373_ID_15-processed-gene-2.112&CDS=1-927
OG0001112	YDR339C	snap_masked-NODE_6_length_660448_cov_75.8544_ID_11-processed-gene-3.97-mRNA-1_1&gene=snap_masked-NODE_6_length_660448_cov_75.8544_ID_11-processed-gene-3.97&CDS=1-573
OG0001113	YDR341C	snap_masked-NODE_6_length_660448_cov_75.8544_ID_11-processed-gene-3.80-mRNA-1_1&gene=snap_masked-NODE_6_length_660448_cov_75.8544_ID_11-processed-gene-3.80&CDS=1-1806
OG0001114	YDR346C	snap_masked-NODE_10_length_547273_cov_74.2464_ID_19-processed-gene-2.66-mRNA-1_1&gene=snap_masked-NODE_10_length_547273_cov_74.2464_ID_19-processed-gene-2.66&CDS=1-1134
OG0001115	YDR347W	snap_masked-NODE_2_length_906092_cov_75.1325_ID_3-processed-gene-3.65-mRNA-1_1&gene=snap_masked-NODE_2_length_906092_cov_75.1325_ID_3-processed-gene-3.65&CDS=1-1074
