	Saccharomyces_cerevisiae	yHMPu5000035261_Candida_ponderosae
OG0000546	YML109W, YMR273C	augustus_masked-NODE_67_length_61017_cov_46.434_ID_15271-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-NODE_67_length_61017_cov_46.434_ID_15271-processed-gene-0.72&CDS=1-2679
OG0000547	YML116W, YMR279C	augustus_masked-NODE_84_length_47905_cov_52.2204_ID_16200-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-NODE_84_length_47905_cov_52.2204_ID_16200-processed-gene-0.15&CDS=1-1506
OG0000548	YMR059W	augustus_masked-NODE_116_length_16632_cov_27.214_ID_18057-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NODE_116_length_16632_cov_27.214_ID_18057-processed-gene-0.8&CDS=1-336, augustus_masked-NODE_379_length_600_cov_0.923232_ID_24229-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_379_length_600_cov_0.923232_ID_24229-processed-gene-0.1&CDS=1-336
OG0000549	YMR065W	augustus_masked-NODE_8_length_324243_cov_41.9626_ID_10196-processed-gene-2.28-mRNA-1_1&gene=augustus_masked-NODE_8_length_324243_cov_41.9626_ID_10196-processed-gene-2.28&CDS=1-1680, snap_masked-NODE_1729_length_380_cov_0.829091_ID_27931-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_1729_length_380_cov_0.829091_ID_27931-processed-gene-0.1&CDS=1-285
OG0000550	YMR075W	augustus_masked-NODE_17_length_219174_cov_45.1481_ID_10526-processed-gene-1.169-mRNA-1_1&gene=augustus_masked-NODE_17_length_219174_cov_45.1481_ID_10526-processed-gene-1.169&CDS=1-2235, augustus_masked-NODE_435_length_543_cov_1.13242_ID_24584-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_435_length_543_cov_1.13242_ID_24584-processed-gene-0.0&CDS=1-462
OG0000551	YMR078C	augustus_masked-NODE_22_length_180837_cov_47.847_ID_9927-processed-gene-0.193-mRNA-1_1&gene=augustus_masked-NODE_22_length_180837_cov_47.847_ID_9927-processed-gene-0.193&CDS=1-2367, genemark-NODE_1390_length_400_cov_0.816949_ID_27085-processed-gene-0.0-mRNA-1_1&gene=genemark-NODE_1390_length_400_cov_0.816949_ID_27085-processed-gene-0.0&CDS=1-357
OG0000552	YMR157C	augustus_masked-NODE_14_length_247982_cov_42.7043_ID_9850-processed-gene-1.264-mRNA-1_1&gene=augustus_masked-NODE_14_length_247982_cov_42.7043_ID_9850-processed-gene-1.264&CDS=1-810, augustus_masked-NODE_469_length_515_cov_0.860976_ID_24644-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_469_length_515_cov_0.860976_ID_24644-processed-gene-0.1&CDS=1-417
OG0000553	YMR158W	augustus_masked-NODE_14_length_247982_cov_42.7043_ID_9850-processed-gene-1.260-mRNA-1_1&gene=augustus_masked-NODE_14_length_247982_cov_42.7043_ID_9850-processed-gene-1.260&CDS=1-468, augustus_masked-NODE_2015_length_363_cov_0.821705_ID_28799-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_2015_length_363_cov_0.821705_ID_28799-processed-gene-0.0&CDS=1-339
OG0000554	YMR182C, YPL230W	augustus_masked-NODE_7_length_333141_cov_59.9877_ID_12630-processed-gene-1.40-mRNA-1_1&gene=augustus_masked-NODE_7_length_333141_cov_59.9877_ID_12630-processed-gene-1.40&CDS=1-1590
OG0000555	YMR183C, YPL232W	augustus_masked-NODE_5_length_371884_cov_42.9121_ID_10256-processed-gene-2.246-mRNA-1_1&gene=augustus_masked-NODE_5_length_371884_cov_42.9121_ID_10256-processed-gene-2.246&CDS=1-888
OG0000556	YMR194W, YPL249C-A	maker-NODE_57_length_77037_cov_67.6343_ID_12588-augustus-gene-0.31-mRNA-1_1&gene=maker-NODE_57_length_77037_cov_67.6343_ID_12588-augustus-gene-0.31&CDS=1-300
OG0000557	YMR218C	augustus_masked-NODE_105_length_28296_cov_42.4595_ID_17951-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-NODE_105_length_28296_cov_42.4595_ID_17951-processed-gene-0.20&CDS=1-3609, augustus_masked-NODE_1250_length_408_cov_0.80198_ID_26780-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_1250_length_408_cov_0.80198_ID_26780-processed-gene-0.1&CDS=1-408
OG0000558	YMR222C, YOR280C	augustus_masked-NODE_7_length_333141_cov_59.9877_ID_12630-processed-gene-1.48-mRNA-1_1&gene=augustus_masked-NODE_7_length_333141_cov_59.9877_ID_12630-processed-gene-1.48&CDS=1-768
OG0000559	YMR230W, YOR293W	augustus_masked-NODE_96_length_37695_cov_80.7401_ID_16132-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-NODE_96_length_37695_cov_80.7401_ID_16132-processed-gene-0.43&CDS=1-327
OG0000560	YMR233W, YOR295W	augustus_masked-NODE_4_length_391868_cov_66.0008_ID_13828-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-NODE_4_length_391868_cov_66.0008_ID_13828-processed-gene-0.100&CDS=1-630
OG0000561	YMR237W, YOR299W	augustus_masked-NODE_73_length_53886_cov_44.0594_ID_17057-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-NODE_73_length_53886_cov_44.0594_ID_17057-processed-gene-0.41&CDS=1-2505
OG0000562	YMR240C	augustus_masked-NODE_10_length_305115_cov_41.2085_ID_11868-processed-gene-1.65-mRNA-1_1&gene=augustus_masked-NODE_10_length_305115_cov_41.2085_ID_11868-processed-gene-1.65&CDS=1-1743, augustus_masked-NODE_722_length_446_cov_0.815249_ID_25474-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_722_length_446_cov_0.815249_ID_25474-processed-gene-0.2&CDS=1-441
OG0000563	YMR242C, YOR312C	snap_masked-NODE_28_length_163302_cov_43.3837_ID_10044-processed-gene-0.103-mRNA-1_1&gene=snap_masked-NODE_28_length_163302_cov_43.3837_ID_10044-processed-gene-0.103&CDS=1-555
OG0000564	YMR243C, YOR316C	augustus_masked-NODE_9_length_307025_cov_42.2536_ID_9480-processed-gene-2.150-mRNA-1_1&gene=augustus_masked-NODE_9_length_307025_cov_42.2536_ID_9480-processed-gene-2.150&CDS=1-1176
OG0000565	YMR253C, YPL264C	augustus_masked-NODE_89_length_41286_cov_43.2036_ID_19104-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-NODE_89_length_41286_cov_43.2036_ID_19104-processed-gene-0.39&CDS=1-1290
OG0000566	YMR289W	augustus_masked-NODE_40_length_114194_cov_67.3686_ID_12750-processed-gene-0.164-mRNA-1_1&gene=augustus_masked-NODE_40_length_114194_cov_67.3686_ID_12750-processed-gene-0.164&CDS=1-879, snap_masked-NODE_1122_length_416_cov_0.871383_ID_26528-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_1122_length_416_cov_0.871383_ID_26528-processed-gene-0.1&CDS=1-246
OG0000567	YMR305C	augustus_masked-NODE_16_length_220024_cov_43.3811_ID_9203-processed-gene-1.39-mRNA-1_1&gene=augustus_masked-NODE_16_length_220024_cov_43.3811_ID_9203-processed-gene-1.39&CDS=1-1299, augustus_masked-NODE_69_length_58127_cov_58.4045_ID_14155-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-NODE_69_length_58127_cov_58.4045_ID_14155-processed-gene-0.27&CDS=1-1164
OG0000568	YNL012W	augustus_masked-NODE_831_length_438_cov_0.834835_ID_25787-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_831_length_438_cov_0.834835_ID_25787-processed-gene-0.0&CDS=1-429, maker-NODE_13_length_259485_cov_77.4704_ID_11775-augustus-gene-1.101-mRNA-1_1&gene=maker-NODE_13_length_259485_cov_77.4704_ID_11775-augustus-gene-1.101&CDS=1-3780
OG0000569	YNL027W	augustus_masked-NODE_100_length_34945_cov_119.176_ID_17396-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-NODE_100_length_34945_cov_119.176_ID_17396-processed-gene-0.30&CDS=1-2043, genemark-NODE_24_length_174151_cov_81.0224_ID_14581-processed-gene-0.256-mRNA-1_1&gene=genemark-NODE_24_length_174151_cov_81.0224_ID_14581-processed-gene-0.256&CDS=1-1641
OG0000570	YNL059C	augustus_masked-NODE_59_length_74710_cov_92.0031_ID_16525-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-NODE_59_length_74710_cov_92.0031_ID_16525-processed-gene-0.71&CDS=1-2301, maker-NODE_59_length_74710_cov_92.0031_ID_16525-augustus-gene-0.64-mRNA-1_1&gene=maker-NODE_59_length_74710_cov_92.0031_ID_16525-augustus-gene-0.64&CDS=1-381
OG0000571	YNL065W	augustus_masked-NODE_63_length_69698_cov_41.9556_ID_14237-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-NODE_63_length_69698_cov_41.9556_ID_14237-processed-gene-0.24&CDS=1-1779, maker-NODE_39_length_117894_cov_46.3234_ID_18803-snap-gene-0.112-mRNA-1_1&gene=maker-NODE_39_length_117894_cov_46.3234_ID_18803-snap-gene-0.112&CDS=1-3276
OG0000572	YNL088W	augustus_masked-NODE_8_length_324243_cov_41.9626_ID_10196-processed-gene-2.45-mRNA-1_1&gene=augustus_masked-NODE_8_length_324243_cov_41.9626_ID_10196-processed-gene-2.45&CDS=1-3393, genemark-NODE_5_length_371884_cov_42.9121_ID_10256-processed-gene-1.40-mRNA-1_1&gene=genemark-NODE_5_length_371884_cov_42.9121_ID_10256-processed-gene-1.40&CDS=1-4824
OG0000573	YNL097C	augustus_masked-NODE_16_length_220024_cov_43.3811_ID_9203-processed-gene-1.47-mRNA-1_1&gene=augustus_masked-NODE_16_length_220024_cov_43.3811_ID_9203-processed-gene-1.47&CDS=1-1113, snap_masked-NODE_1913_length_369_cov_0.901515_ID_28519-processed-gene-0.0-mRNA-1_1&gene=snap_masked-NODE_1913_length_369_cov_0.901515_ID_28519-processed-gene-0.0&CDS=1-276
OG0000574	YNL108C	augustus_masked-NODE_26_length_167005_cov_40.2922_ID_11093-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-NODE_26_length_167005_cov_40.2922_ID_11093-processed-gene-0.86&CDS=1-792, snap_masked-NODE_93_length_39118_cov_46.6147_ID_15781-processed-gene-0.22-mRNA-1_1&gene=snap_masked-NODE_93_length_39118_cov_46.6147_ID_15781-processed-gene-0.22&CDS=1-1287
OG0000575	YNL112W	augustus_masked-NODE_93_length_39118_cov_46.6147_ID_15781-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-NODE_93_length_39118_cov_46.6147_ID_15781-processed-gene-0.42&CDS=1-1743, maker-NODE_2_length_505443_cov_52.2683_ID_20729-augustus-gene-1.100-mRNA-1_1&gene=maker-NODE_2_length_505443_cov_52.2683_ID_20729-augustus-gene-1.100&CDS=1-2928
OG0000576	YNL131W	augustus_masked-NODE_1286_length_405_cov_0.93_ID_26852-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_1286_length_405_cov_0.93_ID_26852-processed-gene-0.2&CDS=1-378, augustus_masked-NODE_63_length_69698_cov_41.9556_ID_14237-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-NODE_63_length_69698_cov_41.9556_ID_14237-processed-gene-0.27&CDS=1-453
OG0000577	YNL175C	augustus_masked-NODE_34_length_144696_cov_43.8658_ID_10466-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-NODE_34_length_144696_cov_43.8658_ID_10466-processed-gene-0.14&CDS=1-1332, augustus_masked-NODE_500_length_486_cov_1.02887_ID_24927-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_500_length_486_cov_1.02887_ID_24927-processed-gene-0.2&CDS=1-483
OG0000578	YNL182C	augustus_masked-NODE_120_length_15344_cov_40.8874_ID_18193-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-NODE_120_length_15344_cov_40.8874_ID_18193-processed-gene-0.14&CDS=1-1530, augustus_masked-NODE_1837_length_373_cov_1.03358_ID_28334-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_1837_length_373_cov_1.03358_ID_28334-processed-gene-0.2&CDS=1-372
OG0000579	YNL265C	maker-NODE_116_length_16632_cov_27.214_ID_18057-augustus-gene-0.0-mRNA-1_1&gene=maker-NODE_116_length_16632_cov_27.214_ID_18057-augustus-gene-0.0&CDS=1-873, snap_masked-NODE_855_length_435_cov_0.845455_ID_25917-processed-gene-0.0-mRNA-1_1&gene=snap_masked-NODE_855_length_435_cov_0.845455_ID_25917-processed-gene-0.0&CDS=1-342
OG0000580	YNL279W	genemark-NODE_50_length_86598_cov_30.8001_ID_14809-processed-gene-0.97-mRNA-1_1&gene=genemark-NODE_50_length_86598_cov_30.8001_ID_14809-processed-gene-0.97&CDS=1-2337, snap_masked-NODE_1185_length_412_cov_0.775244_ID_26652-processed-gene-0.2-mRNA-1_1&gene=snap_masked-NODE_1185_length_412_cov_0.775244_ID_26652-processed-gene-0.2&CDS=1-360
OG0000581	YNL281W	augustus_masked-NODE_35_length_141908_cov_44.0477_ID_11833-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_35_length_141908_cov_44.0477_ID_11833-processed-gene-0.4&CDS=1-426, genemark-NODE_1146_length_415_cov_0.809677_ID_26576-processed-gene-0.0-mRNA-1_1&gene=genemark-NODE_1146_length_415_cov_0.809677_ID_26576-processed-gene-0.0&CDS=1-324
OG0000582	YNL289W	augustus_masked-NODE_57_length_77037_cov_67.6343_ID_12588-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NODE_57_length_77037_cov_67.6343_ID_12588-processed-gene-0.8&CDS=1-897, genemark-NODE_1672_length_383_cov_0.744604_ID_27788-processed-gene-0.0-mRNA-1_1&gene=genemark-NODE_1672_length_383_cov_0.744604_ID_27788-processed-gene-0.0&CDS=1-282
OG0000583	YNL298W, YOL113W	snap_masked-NODE_22_length_180837_cov_47.847_ID_9927-processed-gene-0.11-mRNA-1_1&gene=snap_masked-NODE_22_length_180837_cov_47.847_ID_9927-processed-gene-0.11&CDS=1-2739
OG0000584	YNL301C, YOL120C	maker-NODE_22_length_180837_cov_47.847_ID_9927-augustus-gene-0.159-mRNA-1_1&gene=maker-NODE_22_length_180837_cov_47.847_ID_9927-augustus-gene-0.159&CDS=1-558
OG0000585	YNL302C, YOL121C	maker-NODE_22_length_180837_cov_47.847_ID_9927-augustus-gene-0.158-mRNA-1_1&gene=maker-NODE_22_length_180837_cov_47.847_ID_9927-augustus-gene-0.158&CDS=1-435
OG0000586	YNL312W	augustus_masked-NODE_13_length_259485_cov_77.4704_ID_11775-processed-gene-0.110-mRNA-1_1&gene=augustus_masked-NODE_13_length_259485_cov_77.4704_ID_11775-processed-gene-0.110&CDS=1-1272, augustus_masked-NODE_1666_length_383_cov_0.856115_ID_27776-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_1666_length_383_cov_0.856115_ID_27776-processed-gene-0.1&CDS=1-378
OG0000587	YNL316C	augustus_masked-NODE_1169_length_413_cov_0.779221_ID_26622-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_1169_length_413_cov_0.779221_ID_26622-processed-gene-0.0&CDS=1-333, maker-NODE_13_length_259485_cov_77.4704_ID_11775-augustus-gene-0.88-mRNA-1_1&gene=maker-NODE_13_length_259485_cov_77.4704_ID_11775-augustus-gene-0.88&CDS=1-903
OG0000588	YOL032W	augustus_masked-NODE_747_length_444_cov_0.820059_ID_25619-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_747_length_444_cov_0.820059_ID_25619-processed-gene-0.0&CDS=1-351, augustus_masked-NODE_9_length_307025_cov_42.2536_ID_9480-processed-gene-2.148-mRNA-1_1&gene=augustus_masked-NODE_9_length_307025_cov_42.2536_ID_9480-processed-gene-2.148&CDS=1-621
OG0000589	YOL060C	augustus_masked-NODE_10_length_305115_cov_41.2085_ID_11868-processed-gene-1.87-mRNA-1_1&gene=augustus_masked-NODE_10_length_305115_cov_41.2085_ID_11868-processed-gene-1.87&CDS=1-1821, augustus_masked-NODE_8_length_324243_cov_41.9626_ID_10196-processed-gene-2.31-mRNA-1_1&gene=augustus_masked-NODE_8_length_324243_cov_41.9626_ID_10196-processed-gene-2.31&CDS=1-2082
OG0000590	YOL087C	augustus_masked-NODE_1510_length_393_cov_0.878472_ID_27472-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_1510_length_393_cov_0.878472_ID_27472-processed-gene-0.1&CDS=1-282, augustus_masked-NODE_35_length_141908_cov_44.0477_ID_11833-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-NODE_35_length_141908_cov_44.0477_ID_11833-processed-gene-0.46&CDS=1-2451
OG0000591	YOL142W	augustus_masked-NODE_6_length_358001_cov_61.1535_ID_21971-processed-gene-1.34-mRNA-1_1&gene=augustus_masked-NODE_6_length_358001_cov_61.1535_ID_21971-processed-gene-1.34&CDS=1-669, genemark-NODE_1375_length_401_cov_1.15203_ID_27055-processed-gene-0.0-mRNA-1_1&gene=genemark-NODE_1375_length_401_cov_1.15203_ID_27055-processed-gene-0.0&CDS=1-336
OG0000592	YOL148C	augustus_masked-NODE_40_length_114194_cov_67.3686_ID_12750-processed-gene-0.180-mRNA-1_1&gene=augustus_masked-NODE_40_length_114194_cov_67.3686_ID_12750-processed-gene-0.180&CDS=1-1815, snap_masked-NODE_1814_length_375_cov_0.918519_ID_28219-processed-gene-0.2-mRNA-1_1&gene=snap_masked-NODE_1814_length_375_cov_0.918519_ID_28219-processed-gene-0.2&CDS=1-315
OG0000593	YOL152W	augustus_masked-NODE_42_length_109513_cov_43.1219_ID_16330-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-NODE_42_length_109513_cov_43.1219_ID_16330-processed-gene-0.16&CDS=1-1902, augustus_masked-NODE_63_length_69698_cov_41.9556_ID_14237-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-NODE_63_length_69698_cov_41.9556_ID_14237-processed-gene-0.22&CDS=1-1917
OG0000594	YOR099W	augustus_masked-NODE_31_length_156153_cov_45.2555_ID_36829-processed-gene-0.171-mRNA-1_1&gene=augustus_masked-NODE_31_length_156153_cov_45.2555_ID_36829-processed-gene-0.171&CDS=1-1209, augustus_masked-NODE_60_length_72141_cov_66.147_ID_13569-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-NODE_60_length_72141_cov_66.147_ID_13569-processed-gene-0.44&CDS=1-1209
OG0000595	YOR100C	augustus_masked-NODE_30_length_156169_cov_46.2821_ID_10106-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-NODE_30_length_156169_cov_46.2821_ID_10106-processed-gene-0.53&CDS=1-873, augustus_masked-NODE_492_length_492_cov_0.715762_ID_24834-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_492_length_492_cov_0.715762_ID_24834-processed-gene-0.0&CDS=1-396
OG0000596	YOR119C	augustus_masked-NODE_18_length_213627_cov_46.8687_ID_9249-processed-gene-1.49-mRNA-1_1&gene=augustus_masked-NODE_18_length_213627_cov_46.8687_ID_9249-processed-gene-1.49&CDS=1-1530, augustus_masked-NODE_882_length_433_cov_0.85061_ID_25971-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_882_length_433_cov_0.85061_ID_25971-processed-gene-0.1&CDS=1-429
OG0000597	YOR140W	augustus_masked-NODE_17_length_219174_cov_45.1481_ID_10526-processed-gene-0.123-mRNA-1_1&gene=augustus_masked-NODE_17_length_219174_cov_45.1481_ID_10526-processed-gene-0.123&CDS=1-2295, augustus_masked-NODE_2_length_505443_cov_52.2683_ID_20729-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-NODE_2_length_505443_cov_52.2683_ID_20729-processed-gene-0.100&CDS=1-2421
OG0000598	YOR153W	augustus_masked-NODE_23_length_177206_cov_66.4153_ID_11985-processed-gene-0.216-mRNA-1_1&gene=augustus_masked-NODE_23_length_177206_cov_66.4153_ID_11985-processed-gene-0.216&CDS=1-4515, augustus_masked-NODE_85_length_47714_cov_55.1712_ID_17741-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-NODE_85_length_47714_cov_55.1712_ID_17741-processed-gene-0.42&CDS=1-4737
OG0000599	YOR198C	augustus_masked-NODE_7_length_333141_cov_59.9877_ID_12630-processed-gene-1.42-mRNA-1_1&gene=augustus_masked-NODE_7_length_333141_cov_59.9877_ID_12630-processed-gene-1.42&CDS=1-1431, augustus_masked-NODE_951_length_428_cov_0.863777_ID_26188-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_951_length_428_cov_0.863777_ID_26188-processed-gene-0.1&CDS=1-309
OG0000600	YOR205C	augustus_masked-NODE_49_length_89589_cov_40.4721_ID_11937-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-NODE_49_length_89589_cov_40.4721_ID_11937-processed-gene-0.14&CDS=1-2118, genemark-NODE_290_length_805_cov_0.751429_ID_22874-processed-gene-0.2-mRNA-1_1&gene=genemark-NODE_290_length_805_cov_0.751429_ID_22874-processed-gene-0.2&CDS=1-705
OG0000601	YOR226C	augustus_masked-NODE_33_length_145073_cov_42.061_ID_10434-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-NODE_33_length_145073_cov_42.061_ID_10434-processed-gene-0.18&CDS=1-483, genemark-NODE_1357_length_401_cov_0.929054_ID_27019-processed-gene-0.2-mRNA-1_1&gene=genemark-NODE_1357_length_401_cov_0.929054_ID_27019-processed-gene-0.2&CDS=1-318
OG0000602	YOR227W, YPL137C	augustus_masked-NODE_33_length_145073_cov_42.061_ID_10434-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-NODE_33_length_145073_cov_42.061_ID_10434-processed-gene-0.19&CDS=1-3636
OG0000603	YOR231W, YPL140C	augustus_masked-NODE_6_length_358001_cov_61.1535_ID_21971-processed-gene-2.76-mRNA-1_1&gene=augustus_masked-NODE_6_length_358001_cov_61.1535_ID_21971-processed-gene-2.76&CDS=1-1455
OG0000604	YOR234C, YPL143W	augustus_masked-NODE_83_length_48089_cov_40.985_ID_14553-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-NODE_83_length_48089_cov_40.985_ID_14553-processed-gene-0.32&CDS=1-321
OG0000605	YOR236W	augustus_masked-NODE_1670_length_383_cov_1.85252_ID_27784-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_1670_length_383_cov_1.85252_ID_27784-processed-gene-0.2&CDS=1-345, augustus_masked-NODE_83_length_48089_cov_40.985_ID_14553-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-NODE_83_length_48089_cov_40.985_ID_14553-processed-gene-0.30&CDS=1-615
OG0000606	YOR237W, YPL145C	augustus_masked-NODE_83_length_48089_cov_40.985_ID_14553-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-NODE_83_length_48089_cov_40.985_ID_14553-processed-gene-0.31&CDS=1-1308
OG0000607	YOR253W	maker-NODE_10_length_305115_cov_41.2085_ID_11868-augustus-gene-2.122-mRNA-1_1&gene=maker-NODE_10_length_305115_cov_41.2085_ID_11868-augustus-gene-2.122&CDS=1-471, snap_masked-NODE_1434_length_397_cov_0.859589_ID_27322-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_1434_length_397_cov_0.859589_ID_27322-processed-gene-0.1&CDS=1-222
OG0000608	YOR256C, YPL176C	augustus_masked-NODE_10_length_305115_cov_41.2085_ID_11868-processed-gene-2.94-mRNA-1_1&gene=augustus_masked-NODE_10_length_305115_cov_41.2085_ID_11868-processed-gene-2.94&CDS=1-2376
OG0000609	YOR265W	augustus_masked-NODE_21_length_185132_cov_46.8926_ID_9748-processed-gene-0.185-mRNA-1_1&gene=augustus_masked-NODE_21_length_185132_cov_46.8926_ID_9748-processed-gene-0.185&CDS=1-315, genemark-NODE_1237_length_408_cov_0.920792_ID_26754-processed-gene-0.0-mRNA-1_1&gene=genemark-NODE_1237_length_408_cov_0.920792_ID_26754-processed-gene-0.0&CDS=1-210
OG0000610	YOR285W, YOR286W	augustus_masked-NODE_66_length_61488_cov_45.4202_ID_13904-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_66_length_61488_cov_45.4202_ID_13904-processed-gene-0.1&CDS=1-720
OG0000611	YOR313C	augustus_masked-NODE_1411_length_399_cov_0.809524_ID_27221-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_1411_length_399_cov_0.809524_ID_27221-processed-gene-0.2&CDS=1-396, genemark-NODE_28_length_163302_cov_43.3837_ID_10044-processed-gene-0.34-mRNA-1_1&gene=genemark-NODE_28_length_163302_cov_43.3837_ID_10044-processed-gene-0.34&CDS=1-972
OG0000612	YOR349W	genemark-NODE_1_length_544622_cov_41.6481_ID_9325-processed-gene-4.3-mRNA-1_1&gene=genemark-NODE_1_length_544622_cov_41.6481_ID_9325-processed-gene-4.3&CDS=1-3081, snap_masked-NODE_1656_length_384_cov_0.810036_ID_27758-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_1656_length_384_cov_0.810036_ID_27758-processed-gene-0.1&CDS=1-192
