	Saccharomyces_cerevisiae	yHMPu5000035296_Priceomyces_carsonii
OG0000352	YHR115C, YNL116W	genemark-NODE_2_length_754996_cov_19.8997_ID_1384-processed-gene-6.152-mRNA-1_1&gene=genemark-NODE_2_length_754996_cov_19.8997_ID_1384-processed-gene-6.152&CDS=1-1464
OG0000353	YHR124W	genemark-NODE_13_length_391765_cov_19.519_ID_1425-processed-gene-1.85-mRNA-1_1&gene=genemark-NODE_13_length_391765_cov_19.519_ID_1425-processed-gene-1.85&CDS=1-1791, genemark-NODE_2_length_754996_cov_19.8997_ID_1384-processed-gene-6.123-mRNA-1_1&gene=genemark-NODE_2_length_754996_cov_19.8997_ID_1384-processed-gene-6.123&CDS=1-1167
OG0000354	YHR131C, YNL144C	genemark-NODE_2_length_754996_cov_19.8997_ID_1384-processed-gene-2.119-mRNA-1_1&gene=genemark-NODE_2_length_754996_cov_19.8997_ID_1384-processed-gene-2.119&CDS=1-1950
OG0000355	YHR132W-A, YNL157W	genemark-NODE_6_length_672321_cov_21.8377_ID_1603-processed-gene-4.10-mRNA-1_1&gene=genemark-NODE_6_length_672321_cov_21.8377_ID_1603-processed-gene-4.10&CDS=1-375
OG0000356	YHR133C, YNL156C	genemark-NODE_6_length_672321_cov_21.8377_ID_1603-processed-gene-4.28-mRNA-1_1&gene=genemark-NODE_6_length_672321_cov_21.8377_ID_1603-processed-gene-4.28&CDS=1-1011
OG0000357	YHR135C	genemark-NODE_16_length_317400_cov_23.6874_ID_1729-processed-gene-1.171-mRNA-1_1&gene=genemark-NODE_16_length_317400_cov_23.6874_ID_1729-processed-gene-1.171&CDS=1-1392, genemark-NODE_23_length_155774_cov_25.4571_ID_2978-processed-gene-0.56-mRNA-1_1&gene=genemark-NODE_23_length_155774_cov_25.4571_ID_2978-processed-gene-0.56&CDS=1-1284
OG0000358	YHR141C, YNL162W	maker-NODE_2_length_754996_cov_19.8997_ID_1384-snap-gene-3.3-mRNA-1_1&gene=maker-NODE_2_length_754996_cov_19.8997_ID_1384-snap-gene-3.3&CDS=1-318
OG0000359	YHR179W, YPL171C	maker-NODE_3_length_707165_cov_22.0283_ID_1313-snap-gene-0.0-mRNA-1_1&gene=maker-NODE_3_length_707165_cov_22.0283_ID_1313-snap-gene-0.0&CDS=1-2517
OG0000360	YHR198C, YHR199C	augustus_masked-NODE_4_length_685946_cov_20.3066_ID_2302-processed-gene-0.122-mRNA-1_1&gene=augustus_masked-NODE_4_length_685946_cov_20.3066_ID_2302-processed-gene-0.122&CDS=1-3075
OG0000361	YHR203C, YJR145C	genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-12.37-mRNA-1_1&gene=genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-12.37&CDS=1-786
OG0000362	YIL085C, YNL029C	genemark-NODE_8_length_443067_cov_22.9177_ID_3374-processed-gene-2.108-mRNA-1_1&gene=genemark-NODE_8_length_443067_cov_22.9177_ID_3374-processed-gene-2.108&CDS=1-1737
OG0000363	YIL095W, YNL020C	genemark-NODE_12_length_394886_cov_22.9142_ID_2055-processed-gene-2.89-mRNA-1_1&gene=genemark-NODE_12_length_394886_cov_22.9142_ID_2055-processed-gene-2.89&CDS=1-2211
OG0000364	YIL105C, YNL047C	genemark-NODE_11_length_402718_cov_22.2702_ID_1863-processed-gene-0.59-mRNA-1_1&gene=genemark-NODE_11_length_402718_cov_22.2702_ID_1863-processed-gene-0.59&CDS=1-2244
OG0000365	YIL111W, YNL052W	genemark-NODE_19_length_288652_cov_20.3611_ID_1693-processed-gene-1.115-mRNA-1_1&gene=genemark-NODE_19_length_288652_cov_20.3611_ID_1693-processed-gene-1.115&CDS=1-450
OG0000366	YIL113W, YNL053W	genemark-NODE_19_length_288652_cov_20.3611_ID_1693-processed-gene-1.119-mRNA-1_1&gene=genemark-NODE_19_length_288652_cov_20.3611_ID_1693-processed-gene-1.119&CDS=1-1236
OG0000367	YIL114C, YNL055C	maker-NODE_6_length_672321_cov_21.8377_ID_1603-augustus-gene-2.7-mRNA-1_1&gene=maker-NODE_6_length_672321_cov_21.8377_ID_1603-augustus-gene-2.7&CDS=1-1956
OG0000368	YIL124W	genemark-NODE_10_length_407211_cov_23.1954_ID_2838-processed-gene-1.80-mRNA-1_1&gene=genemark-NODE_10_length_407211_cov_23.1954_ID_2838-processed-gene-1.80&CDS=1-849, genemark-NODE_2_length_754996_cov_19.8997_ID_1384-processed-gene-1.122-mRNA-1_1&gene=genemark-NODE_2_length_754996_cov_19.8997_ID_1384-processed-gene-1.122&CDS=1-879
OG0000369	YIL135C, YNL074C	genemark-NODE_8_length_443067_cov_22.9177_ID_3374-processed-gene-3.98-mRNA-1_1&gene=genemark-NODE_8_length_443067_cov_22.9177_ID_3374-processed-gene-3.98&CDS=1-1095
OG0000370	YIL149C, YKR095W	augustus_masked-NODE_17_length_305363_cov_27.5072_ID_2741-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-NODE_17_length_305363_cov_27.5072_ID_2741-processed-gene-0.14&CDS=1-5316
OG0000371	YIL151C, YKR096W	genemark-NODE_17_length_305363_cov_27.5072_ID_2741-processed-gene-0.56-mRNA-1_1&gene=genemark-NODE_17_length_305363_cov_27.5072_ID_2741-processed-gene-0.56&CDS=1-3651
OG0000372	YIL156W, YKR098C	genemark-NODE_14_length_379892_cov_20.1739_ID_2446-processed-gene-2.173-mRNA-1_1&gene=genemark-NODE_14_length_379892_cov_20.1739_ID_2446-processed-gene-2.173&CDS=1-2655
OG0000373	YIL164C	augustus_masked-NODE_63_length_675_cov_26.6764_ID_6363-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_63_length_675_cov_26.6764_ID_6363-processed-gene-0.2&CDS=1-651, genemark-NODE_23_length_155774_cov_25.4571_ID_2978-processed-gene-0.84-mRNA-1_1&gene=genemark-NODE_23_length_155774_cov_25.4571_ID_2978-processed-gene-0.84&CDS=1-930
OG0000374	YIR023W	genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-17.78-mRNA-1_1&gene=genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-17.78&CDS=1-2847, genemark-NODE_23_length_155774_cov_25.4571_ID_2978-processed-gene-0.86-mRNA-1_1&gene=genemark-NODE_23_length_155774_cov_25.4571_ID_2978-processed-gene-0.86&CDS=1-2091
OG0000375	YIR031C, YNL117W	genemark-NODE_7_length_610485_cov_21.9312_ID_4191-processed-gene-1.75-mRNA-1_1&gene=genemark-NODE_7_length_610485_cov_21.9312_ID_4191-processed-gene-1.75&CDS=1-1653
OG0000376	YIR033W, YKL020C	augustus_masked-NODE_3_length_707165_cov_22.0283_ID_1313-processed-gene-3.133-mRNA-1_1&gene=augustus_masked-NODE_3_length_707165_cov_22.0283_ID_1313-processed-gene-3.133&CDS=1-4041
OG0000377	YIR035C, YIR036C	augustus_masked-NODE_20_length_178871_cov_19.8994_ID_2165-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-NODE_20_length_178871_cov_19.8994_ID_2165-processed-gene-0.80&CDS=1-5631
OG0000378	YIR038C	genemark-NODE_16_length_317400_cov_23.6874_ID_1729-processed-gene-2.67-mRNA-1_1&gene=genemark-NODE_16_length_317400_cov_23.6874_ID_1729-processed-gene-2.67&CDS=1-777, genemark-NODE_16_length_317400_cov_23.6874_ID_1729-processed-gene-2.68-mRNA-1_1&gene=genemark-NODE_16_length_317400_cov_23.6874_ID_1729-processed-gene-2.68&CDS=1-753
OG0000379	YJL045W, YKL148C	maker-NODE_3_length_707165_cov_22.0283_ID_1313-snap-gene-6.192-mRNA-1_1&gene=maker-NODE_3_length_707165_cov_22.0283_ID_1313-snap-gene-6.192&CDS=1-3585
OG0000380	YJL076W, YKR010C	genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-1.40-mRNA-1_1&gene=genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-1.40&CDS=1-2352
OG0000381	YJL082W, YKR018C	genemark-NODE_15_length_360542_cov_26.2381_ID_2597-processed-gene-2.184-mRNA-1_1&gene=genemark-NODE_15_length_360542_cov_26.2381_ID_2597-processed-gene-2.184&CDS=1-2634
OG0000382	YJL083W, YKR019C	genemark-NODE_16_length_317400_cov_23.6874_ID_1729-processed-gene-2.63-mRNA-1_1&gene=genemark-NODE_16_length_317400_cov_23.6874_ID_1729-processed-gene-2.63&CDS=1-2226
OG0000383	YJL084C, YKR021W	genemark-NODE_19_length_288652_cov_20.3611_ID_1693-processed-gene-0.86-mRNA-1_1&gene=genemark-NODE_19_length_288652_cov_20.3611_ID_1693-processed-gene-0.86&CDS=1-2670
OG0000384	YJL105W, YKR029C	genemark-NODE_15_length_360542_cov_26.2381_ID_2597-processed-gene-1.56-mRNA-1_1&gene=genemark-NODE_15_length_360542_cov_26.2381_ID_2597-processed-gene-1.56&CDS=1-2844
OG0000385	YJL133W, YKR052C	genemark-NODE_10_length_407211_cov_23.1954_ID_2838-processed-gene-3.144-mRNA-1_1&gene=genemark-NODE_10_length_407211_cov_23.1954_ID_2838-processed-gene-3.144&CDS=1-966
OG0000386	YJL134W, YKR053C	genemark-NODE_6_length_672321_cov_21.8377_ID_1603-processed-gene-2.29-mRNA-1_1&gene=genemark-NODE_6_length_672321_cov_21.8377_ID_1603-processed-gene-2.29&CDS=1-1419
OG0000387	YJL137C, YKR058W	genemark-NODE_24_length_149289_cov_19.7292_ID_2418-processed-gene-0.156-mRNA-1_1&gene=genemark-NODE_24_length_149289_cov_19.7292_ID_2418-processed-gene-0.156&CDS=1-1176
OG0000388	YJL138C, YKR059W	genemark-NODE_6_length_672321_cov_21.8377_ID_1603-processed-gene-2.32-mRNA-1_1&gene=genemark-NODE_6_length_672321_cov_21.8377_ID_1603-processed-gene-2.32&CDS=1-1191
OG0000389	YJL158C, YJL160C	genemark-NODE_6_length_672321_cov_21.8377_ID_1603-processed-gene-1.82-mRNA-1_1&gene=genemark-NODE_6_length_672321_cov_21.8377_ID_1603-processed-gene-1.82&CDS=1-903
OG0000390	YJL177W, YKL180W	genemark-NODE_4_length_685946_cov_20.3066_ID_2302-processed-gene-1.113-mRNA-1_1&gene=genemark-NODE_4_length_685946_cov_20.3066_ID_2302-processed-gene-1.113&CDS=1-561
OG0000391	YJL190C	maker-NODE_9_length_413561_cov_20.5268_ID_1951-augustus-gene-1.11-mRNA-1_1&gene=maker-NODE_9_length_413561_cov_20.5268_ID_1951-augustus-gene-1.11&CDS=1-426, snap_masked-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-7.105-mRNA-1_1&gene=snap_masked-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-7.105&CDS=1-390
OG0000392	YJL218W	genemark-NODE_11_length_402718_cov_22.2702_ID_1863-processed-gene-2.23-mRNA-1_1&gene=genemark-NODE_11_length_402718_cov_22.2702_ID_1863-processed-gene-2.23&CDS=1-744, genemark-NODE_8_length_443067_cov_22.9177_ID_3374-processed-gene-1.66-mRNA-1_1&gene=genemark-NODE_8_length_443067_cov_22.9177_ID_3374-processed-gene-1.66&CDS=1-750
OG0000393	YJR054W, YML047C	genemark-NODE_13_length_391765_cov_19.519_ID_1425-processed-gene-2.44-mRNA-1_1&gene=genemark-NODE_13_length_391765_cov_19.519_ID_1425-processed-gene-2.44&CDS=1-1674
OG0000394	YJR059W, YKL198C	genemark-NODE_2_length_754996_cov_19.8997_ID_1384-processed-gene-0.124-mRNA-1_1&gene=genemark-NODE_2_length_754996_cov_19.8997_ID_1384-processed-gene-0.124&CDS=1-2487
OG0000395	YJR091C, YPR042C	genemark-NODE_6_length_672321_cov_21.8377_ID_1603-processed-gene-4.52-mRNA-1_1&gene=genemark-NODE_6_length_672321_cov_21.8377_ID_1603-processed-gene-4.52&CDS=1-3147
OG0000396	YJR094W-A, YPR043W	genemark-NODE_6_length_672321_cov_21.8377_ID_1603-processed-gene-4.50-mRNA-1_1&gene=genemark-NODE_6_length_672321_cov_21.8377_ID_1603-processed-gene-4.50&CDS=1-300
OG0000397	YJR130C, YML082W	genemark-NODE_5_length_684771_cov_21.8715_ID_1549-processed-gene-0.92-mRNA-1_1&gene=genemark-NODE_5_length_684771_cov_21.8715_ID_1549-processed-gene-0.92&CDS=1-1752
OG0000398	YJR144W	augustus_masked-NODE_6_length_672321_cov_21.8377_ID_1603-processed-gene-5.29-mRNA-1_1&gene=augustus_masked-NODE_6_length_672321_cov_21.8377_ID_1603-processed-gene-5.29&CDS=1-1635, genemark-NODE_3_length_707165_cov_22.0283_ID_1313-processed-gene-5.99-mRNA-1_1&gene=genemark-NODE_3_length_707165_cov_22.0283_ID_1313-processed-gene-5.99&CDS=1-807
OG0000399	YJR154W	genemark-NODE_21_length_177165_cov_25.6692_ID_2879-processed-gene-0.152-mRNA-1_1&gene=genemark-NODE_21_length_177165_cov_25.6692_ID_2879-processed-gene-0.152&CDS=1-1023, genemark-NODE_8_length_443067_cov_22.9177_ID_3374-processed-gene-1.84-mRNA-1_1&gene=genemark-NODE_8_length_443067_cov_22.9177_ID_3374-processed-gene-1.84&CDS=1-894
OG0000400	YKL040C	genemark-NODE_12_length_394886_cov_22.9142_ID_2055-processed-gene-2.105-mRNA-1_1&gene=genemark-NODE_12_length_394886_cov_22.9142_ID_2055-processed-gene-2.105&CDS=1-726, genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-13.58-mRNA-1_1&gene=genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-13.58&CDS=1-738
OG0000401	YKL050C, YMR031C	genemark-NODE_2_length_754996_cov_19.8997_ID_1384-processed-gene-4.125-mRNA-1_1&gene=genemark-NODE_2_length_754996_cov_19.8997_ID_1384-processed-gene-4.125&CDS=1-2181
OG0000402	YKL065C, YMR040W	genemark-NODE_4_length_685946_cov_20.3066_ID_2302-processed-gene-5.81-mRNA-1_1&gene=genemark-NODE_4_length_685946_cov_20.3066_ID_2302-processed-gene-5.81&CDS=1-576
OG0000403	YKL072W, YMR053C	augustus_masked-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-13.118-mRNA-1_1&gene=augustus_masked-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-13.118&CDS=1-2847
OG0000404	YKL091C, YMR079W	augustus_masked-NODE_7_length_610485_cov_21.9312_ID_4191-processed-gene-2.35-mRNA-1_1&gene=augustus_masked-NODE_7_length_610485_cov_21.9312_ID_4191-processed-gene-2.35&CDS=1-4326
OG0000405	YKL103C	genemark-NODE_2_length_754996_cov_19.8997_ID_1384-processed-gene-2.114-mRNA-1_1&gene=genemark-NODE_2_length_754996_cov_19.8997_ID_1384-processed-gene-2.114&CDS=1-1584, genemark-NODE_6_length_672321_cov_21.8377_ID_1603-processed-gene-0.27-mRNA-1_1&gene=genemark-NODE_6_length_672321_cov_21.8377_ID_1603-processed-gene-0.27&CDS=1-1518
OG0000406	YKL121W, YMR102C	genemark-NODE_9_length_413561_cov_20.5268_ID_1951-processed-gene-0.58-mRNA-1_1&gene=genemark-NODE_9_length_413561_cov_20.5268_ID_1951-processed-gene-0.58&CDS=1-2955
OG0000407	YKL126W, YMR104C	genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-8.70-mRNA-1_1&gene=genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-8.70&CDS=1-2010
OG0000408	YKL132C, YMR113W	augustus_masked-NODE_13_length_391765_cov_19.519_ID_1425-processed-gene-2.276-mRNA-1_1&gene=augustus_masked-NODE_13_length_391765_cov_19.519_ID_1425-processed-gene-2.276&CDS=1-2934
OG0000409	YKL141W, YMR118C	augustus_masked-NODE_26_length_123160_cov_27.0581_ID_2926-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-NODE_26_length_123160_cov_27.0581_ID_2926-processed-gene-0.20&CDS=1-519
OG0000410	YKL217W	genemark-NODE_26_length_123160_cov_27.0581_ID_2926-processed-gene-0.101-mRNA-1_1&gene=genemark-NODE_26_length_123160_cov_27.0581_ID_2926-processed-gene-0.101&CDS=1-1665, genemark-NODE_3_length_707165_cov_22.0283_ID_1313-processed-gene-6.81-mRNA-1_1&gene=genemark-NODE_3_length_707165_cov_22.0283_ID_1313-processed-gene-6.81&CDS=1-1503
OG0000411	YKL221W	genemark-NODE_5_length_684771_cov_21.8715_ID_1549-processed-gene-5.218-mRNA-1_1&gene=genemark-NODE_5_length_684771_cov_21.8715_ID_1549-processed-gene-5.218&CDS=1-1416, snap_masked-NODE_23_length_155774_cov_25.4571_ID_2978-processed-gene-0.117-mRNA-1_1&gene=snap_masked-NODE_23_length_155774_cov_25.4571_ID_2978-processed-gene-0.117&CDS=1-1380
OG0000412	YKR039W	genemark-NODE_12_length_394886_cov_22.9142_ID_2055-processed-gene-2.124-mRNA-1_1&gene=genemark-NODE_12_length_394886_cov_22.9142_ID_2055-processed-gene-2.124&CDS=1-1767, genemark-NODE_18_length_302002_cov_23.6261_ID_1893-processed-gene-0.74-mRNA-1_1&gene=genemark-NODE_18_length_302002_cov_23.6261_ID_1893-processed-gene-0.74&CDS=1-1746
OG0000413	YKR071C	genemark-NODE_21_length_177165_cov_25.6692_ID_2879-processed-gene-0.144-mRNA-1_1&gene=genemark-NODE_21_length_177165_cov_25.6692_ID_2879-processed-gene-0.144&CDS=1-2550, maker-NODE_3_length_707165_cov_22.0283_ID_1313-augustus-gene-5.161-mRNA-1_1&gene=maker-NODE_3_length_707165_cov_22.0283_ID_1313-augustus-gene-5.161&CDS=1-3384
OG0000414	YKR075C, YOR062C	genemark-NODE_3_length_707165_cov_22.0283_ID_1313-processed-gene-2.19-mRNA-1_1&gene=genemark-NODE_3_length_707165_cov_22.0283_ID_1313-processed-gene-2.19&CDS=1-681
OG0000415	YLL012W, YLR020C	genemark-NODE_18_length_302002_cov_23.6261_ID_1893-processed-gene-1.115-mRNA-1_1&gene=genemark-NODE_18_length_302002_cov_23.6261_ID_1893-processed-gene-1.115&CDS=1-1512
OG0000416	YLL016W, YLR310C	genemark-NODE_2_length_754996_cov_19.8997_ID_1384-processed-gene-4.115-mRNA-1_1&gene=genemark-NODE_2_length_754996_cov_19.8997_ID_1384-processed-gene-4.115&CDS=1-3966
OG0000417	YLL057C	genemark-NODE_11_length_402718_cov_22.2702_ID_1863-processed-gene-1.118-mRNA-1_1&gene=genemark-NODE_11_length_402718_cov_22.2702_ID_1863-processed-gene-1.118&CDS=1-1107, genemark-NODE_11_length_402718_cov_22.2702_ID_1863-processed-gene-1.119-mRNA-1_1&gene=genemark-NODE_11_length_402718_cov_22.2702_ID_1863-processed-gene-1.119&CDS=1-1149
OG0000418	YLR028C, YMR120C	augustus_masked-NODE_24_length_149289_cov_19.7292_ID_2418-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-NODE_24_length_149289_cov_19.7292_ID_2418-processed-gene-0.25&CDS=1-3768
OG0000419	YLR029C, YMR121C	maker-NODE_24_length_149289_cov_19.7292_ID_2418-augustus-gene-0.235-mRNA-1_1&gene=maker-NODE_24_length_149289_cov_19.7292_ID_2418-augustus-gene-0.235&CDS=1-1266
OG0000420	YLR031W, YMR124W	genemark-NODE_4_length_685946_cov_20.3066_ID_2302-processed-gene-1.121-mRNA-1_1&gene=genemark-NODE_4_length_685946_cov_20.3066_ID_2302-processed-gene-1.121&CDS=1-3849
OG0000421	YLR260W, YOR171C	augustus_masked-NODE_8_length_443067_cov_22.9177_ID_3374-processed-gene-3.22-mRNA-1_1&gene=augustus_masked-NODE_8_length_443067_cov_22.9177_ID_3374-processed-gene-3.22&CDS=1-1482
OG0000422	YLR264W, YOR167C	augustus_masked-NODE_6_length_672321_cov_21.8377_ID_1603-processed-gene-3.16-mRNA-1_1&gene=augustus_masked-NODE_6_length_672321_cov_21.8377_ID_1603-processed-gene-3.16&CDS=1-201
OG0000423	YLR270W, YOR173W	genemark-NODE_13_length_391765_cov_19.519_ID_1425-processed-gene-2.31-mRNA-1_1&gene=genemark-NODE_13_length_391765_cov_19.519_ID_1425-processed-gene-2.31&CDS=1-933
OG0000424	YLR284C, YOR180C	snap_masked-NODE_14_length_379892_cov_20.1739_ID_2446-processed-gene-2.146-mRNA-1_1&gene=snap_masked-NODE_14_length_379892_cov_20.1739_ID_2446-processed-gene-2.146&CDS=1-2778
OG0000425	YLR286C	genemark-NODE_2_length_754996_cov_19.8997_ID_1384-processed-gene-6.149-mRNA-1_1&gene=genemark-NODE_2_length_754996_cov_19.8997_ID_1384-processed-gene-6.149&CDS=1-1236, snap_masked-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-15.6-mRNA-1_1&gene=snap_masked-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-15.6&CDS=1-1569
OG0000426	YLR287C-A, YOR182C	augustus_masked-NODE_2_length_754996_cov_19.8997_ID_1384-processed-gene-1.148-mRNA-1_1&gene=augustus_masked-NODE_2_length_754996_cov_19.8997_ID_1384-processed-gene-1.148&CDS=1-699
OG0000427	YLR300W, YOR190W	genemark-NODE_9_length_413561_cov_20.5268_ID_1951-processed-gene-3.70-mRNA-1_1&gene=genemark-NODE_9_length_413561_cov_20.5268_ID_1951-processed-gene-3.70&CDS=1-1338
OG0000428	YLR441C	genemark-NODE_4_length_685946_cov_20.3066_ID_2302-processed-gene-0.46-mRNA-1_1&gene=genemark-NODE_4_length_685946_cov_20.3066_ID_2302-processed-gene-0.46&CDS=1-768, genemark-NODE_5_length_684771_cov_21.8715_ID_1549-processed-gene-0.96-mRNA-1_1&gene=genemark-NODE_5_length_684771_cov_21.8715_ID_1549-processed-gene-0.96&CDS=1-768
OG0000429	YLR456W, YPR172W	genemark-NODE_3_length_707165_cov_22.0283_ID_1313-processed-gene-5.58-mRNA-1_1&gene=genemark-NODE_3_length_707165_cov_22.0283_ID_1313-processed-gene-5.58&CDS=1-534
OG0000430	YML043C	augustus_masked-NODE_3_length_707165_cov_22.0283_ID_1313-processed-gene-6.5-mRNA-1_1&gene=augustus_masked-NODE_3_length_707165_cov_22.0283_ID_1313-processed-gene-6.5&CDS=1-1503, snap_masked-NODE_3_length_707165_cov_22.0283_ID_1313-processed-gene-4.49-mRNA-1_1&gene=snap_masked-NODE_3_length_707165_cov_22.0283_ID_1313-processed-gene-4.49&CDS=1-297
OG0000431	YML054C	genemark-NODE_15_length_360542_cov_26.2381_ID_2597-processed-gene-2.205-mRNA-1_1&gene=genemark-NODE_15_length_360542_cov_26.2381_ID_2597-processed-gene-2.205&CDS=1-1659, genemark-NODE_9_length_413561_cov_20.5268_ID_1951-processed-gene-0.45-mRNA-1_1&gene=genemark-NODE_9_length_413561_cov_20.5268_ID_1951-processed-gene-0.45&CDS=1-1707
OG0000432	YML100W, YMR261C	genemark-NODE_4_length_685946_cov_20.3066_ID_2302-processed-gene-4.49-mRNA-1_1&gene=genemark-NODE_4_length_685946_cov_20.3066_ID_2302-processed-gene-4.49&CDS=1-3324
OG0000433	YML106W, YMR271C	genemark-NODE_4_length_685946_cov_20.3066_ID_2302-processed-gene-2.37-mRNA-1_1&gene=genemark-NODE_4_length_685946_cov_20.3066_ID_2302-processed-gene-2.37&CDS=1-657
OG0000434	YML109W, YMR273C	genemark-NODE_4_length_685946_cov_20.3066_ID_2302-processed-gene-2.39-mRNA-1_1&gene=genemark-NODE_4_length_685946_cov_20.3066_ID_2302-processed-gene-2.39&CDS=1-3630
OG0000435	YML116W, YMR279C	maker-NODE_3_length_707165_cov_22.0283_ID_1313-augustus-gene-2.125-mRNA-1_1&gene=maker-NODE_3_length_707165_cov_22.0283_ID_1313-augustus-gene-2.125&CDS=1-2709
OG0000436	YMR019W	genemark-NODE_5_length_684771_cov_21.8715_ID_1549-processed-gene-2.139-mRNA-1_1&gene=genemark-NODE_5_length_684771_cov_21.8715_ID_1549-processed-gene-2.139&CDS=1-2478, snap_masked-NODE_23_length_155774_cov_25.4571_ID_2978-processed-gene-0.118-mRNA-1_1&gene=snap_masked-NODE_23_length_155774_cov_25.4571_ID_2978-processed-gene-0.118&CDS=1-2082
OG0000437	YMR088C	genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-5.30-mRNA-1_1&gene=genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-5.30&CDS=1-1764, genemark-NODE_23_length_155774_cov_25.4571_ID_2978-processed-gene-0.46-mRNA-1_1&gene=genemark-NODE_23_length_155774_cov_25.4571_ID_2978-processed-gene-0.46&CDS=1-1680
OG0000438	YMR119W, YNL008C	snap_masked-NODE_14_length_379892_cov_20.1739_ID_2446-processed-gene-2.145-mRNA-1_1&gene=snap_masked-NODE_14_length_379892_cov_20.1739_ID_2446-processed-gene-2.145&CDS=1-2190
OG0000439	YMR155W	genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-4.108-mRNA-1_1&gene=genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-4.108&CDS=1-1677, genemark-NODE_6_length_672321_cov_21.8377_ID_1603-processed-gene-5.179-mRNA-1_1&gene=genemark-NODE_6_length_672321_cov_21.8377_ID_1603-processed-gene-5.179&CDS=1-1410
OG0000440	YMR177W, YPL224C	augustus_masked-NODE_23_length_155774_cov_25.4571_ID_2978-processed-gene-0.208-mRNA-1_1&gene=augustus_masked-NODE_23_length_155774_cov_25.4571_ID_2978-processed-gene-0.208&CDS=1-1962
OG0000441	YMR183C, YPL232W	genemark-NODE_6_length_672321_cov_21.8377_ID_1603-processed-gene-1.48-mRNA-1_1&gene=genemark-NODE_6_length_672321_cov_21.8377_ID_1603-processed-gene-1.48&CDS=1-858
OG0000442	YMR186W, YPL240C	maker-NODE_5_length_684771_cov_21.8715_ID_1549-augustus-gene-1.1-mRNA-1_1&gene=maker-NODE_5_length_684771_cov_21.8715_ID_1549-augustus-gene-1.1&CDS=1-3339
OG0000443	YMR194W, YPL249C-A	maker-NODE_9_length_413561_cov_20.5268_ID_1951-augustus-gene-2.157-mRNA-1_1&gene=maker-NODE_9_length_413561_cov_20.5268_ID_1951-augustus-gene-2.157&CDS=1-1197
