	Alloascoidea_hylecoeti	Saccharomyces_cerevisiae
OG0000210	-processed-gene-0.77-mRNA-1_1&gene=snap_masked-gi|1002318366|dbj|BCKZ01000017.1|-processed-gene-0.77&CDS=1-2313, -processed-gene-3.138-mRNA-1_1&gene=snap_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-3.138&CDS=1-2001	YDR475C, YOR019W
OG0000211	-processed-gene-1.7-mRNA-1_1&gene=augustus_masked-gi|1002318366|dbj|BCKZ01000017.1|-processed-gene-1.7&CDS=1-579, -processed-gene-2.42-mRNA-1_1&gene=augustus_masked-gi|1002318380|dbj|BCKZ01000003.1|-processed-gene-2.42&CDS=1-576	YBR189W, YPL081W
OG0000212	-processed-gene-2.47-mRNA-1_1&gene=augustus_masked-gi|1002318366|dbj|BCKZ01000017.1|-processed-gene-2.47&CDS=1-3438, -processed-gene-8.15-mRNA-1_1&gene=snap_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-8.15&CDS=1-4542	YLR031W, YMR124W
OG0000213	-processed-gene-3.60-mRNA-1_1&gene=augustus_masked-gi|1002318370|dbj|BCKZ01000013.1|-processed-gene-3.60&CDS=1-1737, -processed-gene-5.107-mRNA-1_1&gene=augustus_masked-gi|1002318366|dbj|BCKZ01000017.1|-processed-gene-5.107&CDS=1-1674, -snap-gene-12.4-mRNA-1_1&gene=maker-gi|1002318380|dbj|BCKZ01000003.1|-snap-gene-12.4&CDS=1-3342	YCR023C
OG0000214	-processed-gene-5.15-mRNA-1_1&gene=snap_masked-gi|1002318366|dbj|BCKZ01000017.1|-processed-gene-5.15&CDS=1-216, -processed-gene-5.16-mRNA-1_1&gene=snap_masked-gi|1002318366|dbj|BCKZ01000017.1|-processed-gene-5.16&CDS=1-195, -snap-gene-5.29-mRNA-1_1&gene=maker-gi|1002318370|dbj|BCKZ01000013.1|-snap-gene-5.29&CDS=1-918	YER182W
OG0000215	-processed-gene-1.25-mRNA-1_1&gene=augustus_masked-gi|1002318367|dbj|BCKZ01000016.1|-processed-gene-1.25&CDS=1-573, -processed-gene-5.69-mRNA-1_1&gene=augustus_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-5.69&CDS=1-573	YGL147C, YNL067W
OG0000216	-augustus-gene-1.4-mRNA-1_1&gene=maker-gi|1002318367|dbj|BCKZ01000016.1|-augustus-gene-1.4&CDS=1-441, -processed-gene-8.2-mRNA-1_1&gene=augustus_masked-gi|1002318378|dbj|BCKZ01000005.1|-processed-gene-8.2&CDS=1-441	YDL083C, YMR143W
OG0000217	-processed-gene-1.34-mRNA-1_1&gene=augustus_masked-gi|1002318367|dbj|BCKZ01000016.1|-processed-gene-1.34&CDS=1-1494, -processed-gene-5.67-mRNA-1_1&gene=augustus_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-5.67&CDS=1-1629	YEL007W, YHR177W
OG0000218	-processed-gene-2.84-mRNA-1_1&gene=augustus_masked-gi|1002318381|dbj|BCKZ01000002.1|-processed-gene-2.84&CDS=1-315, -processed-gene-3.56-mRNA-1_1&gene=augustus_masked-gi|1002318367|dbj|BCKZ01000016.1|-processed-gene-3.56&CDS=1-420	YER112W, YLR147C
OG0000219	-processed-gene-1.9-mRNA-1_1&gene=augustus_masked-gi|1002318380|dbj|BCKZ01000003.1|-processed-gene-1.9&CDS=1-1650, -processed-gene-11.72-mRNA-1_1&gene=augustus_masked-gi|1002318382|dbj|BCKZ01000001.1|-processed-gene-11.72&CDS=1-1629, -processed-gene-3.58-mRNA-1_1&gene=augustus_masked-gi|1002318367|dbj|BCKZ01000016.1|-processed-gene-3.58&CDS=1-1644	YDL210W
OG0000220	-processed-gene-4.101-mRNA-1_1&gene=snap_masked-gi|1002318367|dbj|BCKZ01000016.1|-processed-gene-4.101&CDS=1-486, -processed-gene-7.58-mRNA-1_1&gene=augustus_masked-gi|1002318374|dbj|BCKZ01000009.1|-processed-gene-7.58&CDS=1-492	YOR226C, YPL135W
OG0000221	-processed-gene-16.22-mRNA-1_1&gene=augustus_masked-gi|1002318382|dbj|BCKZ01000001.1|-processed-gene-16.22&CDS=1-588, -processed-gene-5.99-mRNA-1_1&gene=augustus_masked-gi|1002318367|dbj|BCKZ01000016.1|-processed-gene-5.99&CDS=1-588	YDR453C, YML028W
OG0000222	-processed-gene-1.13-mRNA-1_1&gene=augustus_masked-gi|1002318368|dbj|BCKZ01000015.1|-processed-gene-1.13&CDS=1-1776, -processed-gene-6.19-mRNA-1_1&gene=augustus_masked-gi|1002318382|dbj|BCKZ01000001.1|-processed-gene-6.19&CDS=1-1665	YBR214W, YGL056C
OG0000223	-processed-gene-1.15-mRNA-1_1&gene=augustus_masked-gi|1002318368|dbj|BCKZ01000015.1|-processed-gene-1.15&CDS=1-798, -processed-gene-3.55-mRNA-1_1&gene=augustus_masked-gi|1002318373|dbj|BCKZ01000010.1|-processed-gene-3.55&CDS=1-798	YGR214W, YLR048W
OG0000224	-processed-gene-0.39-mRNA-1_1&gene=snap_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-0.39&CDS=1-408, -processed-gene-1.99-mRNA-1_1&gene=snap_masked-gi|1002318368|dbj|BCKZ01000015.1|-processed-gene-1.99&CDS=1-342	YOL013W-A, YOR072W-B
OG0000225	-processed-gene-10.21-mRNA-1_1&gene=augustus_masked-gi|1002318382|dbj|BCKZ01000001.1|-processed-gene-10.21&CDS=1-1284, -processed-gene-2.94-mRNA-1_1&gene=augustus_masked-gi|1002318368|dbj|BCKZ01000015.1|-processed-gene-2.94&CDS=1-1239	YBR078W, YDR055W
OG0000226	-processed-gene-1.71-mRNA-1_1&gene=augustus_masked-gi|1002318378|dbj|BCKZ01000005.1|-processed-gene-1.71&CDS=1-1743, -processed-gene-3.1-mRNA-1_1&gene=augustus_masked-gi|1002318368|dbj|BCKZ01000015.1|-processed-gene-3.1&CDS=1-1761, -processed-gene-6.44-mRNA-1_1&gene=augustus_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-6.44&CDS=1-1731	YKR093W
OG0000227	-processed-gene-3.10-mRNA-1_1&gene=augustus_masked-gi|1002318368|dbj|BCKZ01000015.1|-processed-gene-3.10&CDS=1-1710, -processed-gene-3.7-mRNA-1_1&gene=augustus_masked-gi|1002318368|dbj|BCKZ01000015.1|-processed-gene-3.7&CDS=1-1749, -processed-gene-7.60-mRNA-1_1&gene=augustus_masked-gi|1002318374|dbj|BCKZ01000009.1|-processed-gene-7.60&CDS=1-1734	YLL028W
OG0000228	-processed-gene-3.11-mRNA-1_1&gene=augustus_masked-gi|1002318368|dbj|BCKZ01000015.1|-processed-gene-3.11&CDS=1-1719, -processed-gene-6.43-mRNA-1_1&gene=augustus_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-6.43&CDS=1-1425	YGR108W, YPR119W
OG0000229	-processed-gene-1.6-mRNA-1_1&gene=augustus_masked-gi|1002318382|dbj|BCKZ01000001.1|-processed-gene-1.6&CDS=1-2475, -processed-gene-10.25-mRNA-1_1&gene=augustus_masked-gi|1002318380|dbj|BCKZ01000003.1|-processed-gene-10.25&CDS=1-2313, -processed-gene-4.88-mRNA-1_1&gene=augustus_masked-gi|1002318368|dbj|BCKZ01000015.1|-processed-gene-4.88&CDS=1-2427	YPR003C
OG0000230	-processed-gene-13.15-mRNA-1_1&gene=augustus_masked-gi|1002318379|dbj|BCKZ01000004.1|-processed-gene-13.15&CDS=1-3057, -processed-gene-5.196-mRNA-1_1&gene=augustus_masked-gi|1002318368|dbj|BCKZ01000015.1|-processed-gene-5.196&CDS=1-2631	YBL009W, YGL021W
OG0000231	-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-gi|1002318369|dbj|BCKZ01000014.1|-processed-gene-0.56&CDS=1-555, -processed-gene-0.73-mRNA-1_1&gene=augustus_masked-gi|1002318369|dbj|BCKZ01000014.1|-processed-gene-0.73&CDS=1-555, -processed-gene-5.32-mRNA-1_1&gene=augustus_masked-gi|1002318369|dbj|BCKZ01000014.1|-processed-gene-5.32&CDS=1-516	YLR109W
OG0000232	-processed-gene-2.15-mRNA-1_1&gene=augustus_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-2.15&CDS=1-1569, -processed-gene-2.2-mRNA-1_1&gene=augustus_masked-gi|1002318369|dbj|BCKZ01000014.1|-processed-gene-2.2&CDS=1-1497, -processed-gene-2.4-mRNA-1_1&gene=augustus_masked-gi|1002318369|dbj|BCKZ01000014.1|-processed-gene-2.4&CDS=1-1629	YLR089C
OG0000233	-augustus-gene-1.91-mRNA-1_1&gene=maker-gi|1002318380|dbj|BCKZ01000003.1|-augustus-gene-1.91&CDS=1-1308, -processed-gene-2.29-mRNA-1_1&gene=augustus_masked-gi|1002318369|dbj|BCKZ01000014.1|-processed-gene-2.29&CDS=1-1308	YGR254W, YHR174W
OG0000234	-processed-gene-1.103-mRNA-1_1&gene=snap_masked-gi|1002318370|dbj|BCKZ01000013.1|-processed-gene-1.103&CDS=1-936, -snap-gene-3.155-mRNA-1_1&gene=maker-gi|1002318374|dbj|BCKZ01000009.1|-snap-gene-3.155&CDS=1-825	YDL204W, YDR233C
OG0000235	-augustus-gene-2.44-mRNA-1_1&gene=maker-gi|1002318370|dbj|BCKZ01000013.1|-augustus-gene-2.44&CDS=1-1647	YOL055C, YPL258C, YPR121W
OG0000236	-augustus-gene-3.103-mRNA-1_1&gene=maker-gi|1002318370|dbj|BCKZ01000013.1|-augustus-gene-3.103&CDS=1-1671	YLR237W, YOR071C, YOR192C
OG0000237	-processed-gene-1.58-mRNA-1_1&gene=augustus_masked-gi|1002318378|dbj|BCKZ01000005.1|-processed-gene-1.58&CDS=1-1212, -processed-gene-3.59-mRNA-1_1&gene=augustus_masked-gi|1002318370|dbj|BCKZ01000013.1|-processed-gene-3.59&CDS=1-1197, -processed-gene-6.104-mRNA-1_1&gene=augustus_masked-gi|1002318370|dbj|BCKZ01000013.1|-processed-gene-6.104&CDS=1-1203	YGL256W
OG0000238	-processed-gene-3.64-mRNA-1_1&gene=augustus_masked-gi|1002318370|dbj|BCKZ01000013.1|-processed-gene-3.64&CDS=1-360, -processed-gene-7.56-mRNA-1_1&gene=augustus_masked-gi|1002318375|dbj|BCKZ01000008.1|-processed-gene-7.56&CDS=1-360	YER131W, YGL189C
OG0000239	-augustus-gene-9.4-mRNA-1_1&gene=maker-gi|1002318379|dbj|BCKZ01000004.1|-augustus-gene-9.4&CDS=1-885, -processed-gene-2.80-mRNA-1_1&gene=augustus_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-2.80&CDS=1-873, -processed-gene-9.111-mRNA-1_1&gene=genemark-gi|1002318379|dbj|BCKZ01000004.1|-processed-gene-9.111&CDS=1-792	YKL150W
OG0000240	-processed-gene-21.22-mRNA-1_1&gene=augustus_masked-gi|1002318382|dbj|BCKZ01000001.1|-processed-gene-21.22&CDS=1-774, -processed-gene-3.126-mRNA-1_1&gene=snap_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-3.126&CDS=1-786	YHL033C, YLL045C
OG0000241	-augustus-gene-2.5-mRNA-1_1&gene=maker-gi|1002318373|dbj|BCKZ01000010.1|-augustus-gene-2.5&CDS=1-636, -processed-gene-5.80-mRNA-1_1&gene=augustus_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-5.80&CDS=1-1803	YDR019C, YLR262C
OG0000242	-processed-gene-1.92-mRNA-1_1&gene=augustus_masked-gi|1002318373|dbj|BCKZ01000010.1|-processed-gene-1.92&CDS=1-3111, -processed-gene-6.43-mRNA-1_1&gene=snap_masked-gi|1002318371|dbj|BCKZ01000012.1|-processed-gene-6.43&CDS=1-2913	YIL151C, YKR096W
OG0000243	-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-gi|1002318372|dbj|BCKZ01000011.1|-processed-gene-0.20&CDS=1-1068, -processed-gene-2.103-mRNA-1_1&gene=augustus_masked-gi|1002318381|dbj|BCKZ01000002.1|-processed-gene-2.103&CDS=1-819	YGL096W, YPL177C
OG0000244	-processed-gene-0.87-mRNA-1_1&gene=snap_masked-gi|1002318372|dbj|BCKZ01000011.1|-processed-gene-0.87&CDS=1-3825, -processed-gene-1.4-mRNA-1_1&gene=snap_masked-gi|1002318372|dbj|BCKZ01000011.1|-processed-gene-1.4&CDS=1-279, -processed-gene-1.89-mRNA-1_1&gene=augustus_masked-gi|1002318372|dbj|BCKZ01000011.1|-processed-gene-1.89&CDS=1-744	YGL093W
OG0000245	-snap-gene-1.49-mRNA-1_1&gene=maker-gi|1002318372|dbj|BCKZ01000011.1|-snap-gene-1.49&CDS=1-723, -snap-gene-5.1-mRNA-1_1&gene=maker-gi|1002318382|dbj|BCKZ01000001.1|-snap-gene-5.1&CDS=1-2619	YDR389W, YOR134W
OG0000246	-processed-gene-3.4-mRNA-1_1&gene=augustus_masked-gi|1002318372|dbj|BCKZ01000011.1|-processed-gene-3.4&CDS=1-1083, -processed-gene-6.17-mRNA-1_1&gene=genemark-gi|1002318381|dbj|BCKZ01000002.1|-processed-gene-6.17&CDS=1-1086	YDL246C, YJR159W
OG0000247	-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-gi|1002318375|dbj|BCKZ01000008.1|-processed-gene-0.44&CDS=1-1287, -processed-gene-4.33-mRNA-1_1&gene=snap_masked-gi|1002318372|dbj|BCKZ01000011.1|-processed-gene-4.33&CDS=1-1137, -processed-gene-9.35-mRNA-1_1&gene=snap_masked-gi|1002318380|dbj|BCKZ01000003.1|-processed-gene-9.35&CDS=1-339	YDR143C
OG0000248	-processed-gene-5.45-mRNA-1_1&gene=augustus_masked-gi|1002318379|dbj|BCKZ01000004.1|-processed-gene-5.45&CDS=1-345, -processed-gene-6.155-mRNA-1_1&gene=augustus_masked-gi|1002318372|dbj|BCKZ01000011.1|-processed-gene-6.155&CDS=1-345	YDL075W, YLR406C
OG0000249	-processed-gene-6.163-mRNA-1_1&gene=augustus_masked-gi|1002318372|dbj|BCKZ01000011.1|-processed-gene-6.163&CDS=1-2691, -processed-gene-6.58-mRNA-1_1&gene=augustus_masked-gi|1002318378|dbj|BCKZ01000005.1|-processed-gene-6.58&CDS=1-2610	YJR059W, YKL198C
OG0000250	-processed-gene-2.18-mRNA-1_1&gene=augustus_masked-gi|1002318374|dbj|BCKZ01000009.1|-processed-gene-2.18&CDS=1-411, -processed-gene-6.212-mRNA-1_1&gene=augustus_masked-gi|1002318372|dbj|BCKZ01000011.1|-processed-gene-6.212&CDS=1-411	YBL087C, YER117W
OG0000251	-processed-gene-20.91-mRNA-1_1&gene=augustus_masked-gi|1002318382|dbj|BCKZ01000001.1|-processed-gene-20.91&CDS=1-1911, -processed-gene-4.78-mRNA-1_1&gene=augustus_masked-gi|1002318375|dbj|BCKZ01000008.1|-processed-gene-4.78&CDS=1-1125, -snap-gene-0.45-mRNA-1_1&gene=maker-gi|1002318373|dbj|BCKZ01000010.1|-snap-gene-0.45&CDS=1-2475	YLR286C
OG0000252	-processed-gene-11.46-mRNA-1_1&gene=augustus_masked-gi|1002318381|dbj|BCKZ01000002.1|-processed-gene-11.46&CDS=1-1023, -processed-gene-3.40-mRNA-1_1&gene=snap_masked-gi|1002318373|dbj|BCKZ01000010.1|-processed-gene-3.40&CDS=1-1560, -processed-gene-3.72-mRNA-1_1&gene=augustus_masked-gi|1002318379|dbj|BCKZ01000004.1|-processed-gene-3.72&CDS=1-1425	YLR047C
OG0000253	-processed-gene-4.115-mRNA-1_1&gene=augustus_masked-gi|1002318373|dbj|BCKZ01000010.1|-processed-gene-4.115&CDS=1-747, -processed-gene-4.98-mRNA-1_1&gene=augustus_masked-gi|1002318373|dbj|BCKZ01000010.1|-processed-gene-4.98&CDS=1-747, -processed-gene-7.103-mRNA-1_1&gene=augustus_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-7.103&CDS=1-747	YKL152C
OG0000254	-snap-gene-5.71-mRNA-1_1&gene=maker-gi|1002318373|dbj|BCKZ01000010.1|-snap-gene-5.71&CDS=1-3459	YIL120W, YIL121W, YNL065W
OG0000255	-augustus-gene-12.5-mRNA-1_1&gene=maker-gi|1002318382|dbj|BCKZ01000001.1|-augustus-gene-12.5&CDS=1-2892, -augustus-gene-4.78-mRNA-1_1&gene=maker-gi|1002318374|dbj|BCKZ01000009.1|-augustus-gene-4.78&CDS=1-1377	YCR067C, YNR026C
OG0000256	-processed-gene-11.14-mRNA-1_1&gene=augustus_masked-gi|1002318378|dbj|BCKZ01000005.1|-processed-gene-11.14&CDS=1-264, -processed-gene-4.14-mRNA-1_1&gene=augustus_masked-gi|1002318374|dbj|BCKZ01000009.1|-processed-gene-4.14&CDS=1-264	YDR500C, YLR185W
OG0000257	-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-0.54&CDS=1-231, -processed-gene-4.18-mRNA-1_1&gene=augustus_masked-gi|1002318374|dbj|BCKZ01000009.1|-processed-gene-4.18&CDS=1-204	YLR264W, YOR167C
OG0000258	-processed-gene-0.6-mRNA-1_1&gene=snap_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-0.6&CDS=1-378, -processed-gene-4.19-mRNA-1_1&gene=augustus_masked-gi|1002318374|dbj|BCKZ01000009.1|-processed-gene-4.19&CDS=1-390	YER056C-A, YIL052C
OG0000259	-processed-gene-5.101-mRNA-1_1&gene=augustus_masked-gi|1002318374|dbj|BCKZ01000009.1|-processed-gene-5.101&CDS=1-522, -processed-gene-9.49-mRNA-1_1&gene=augustus_masked-gi|1002318375|dbj|BCKZ01000008.1|-processed-gene-9.49&CDS=1-465	YIL111W, YNL052W
OG0000260	-processed-gene-1.50-mRNA-1_1&gene=augustus_masked-gi|1002318375|dbj|BCKZ01000008.1|-processed-gene-1.50&CDS=1-1077, -processed-gene-11.75-mRNA-1_1&gene=augustus_masked-gi|1002318382|dbj|BCKZ01000001.1|-processed-gene-11.75&CDS=1-2925, -processed-gene-5.69-mRNA-1_1&gene=augustus_masked-gi|1002318379|dbj|BCKZ01000004.1|-processed-gene-5.69&CDS=1-2661	YOR032C
OG0000261	-processed-gene-2.24-mRNA-1_1&gene=augustus_masked-gi|1002318375|dbj|BCKZ01000008.1|-processed-gene-2.24&CDS=1-1008	YGR192C, YJL052W, YJR009C
OG0000262	-processed-gene-12.130-mRNA-1_1&gene=snap_masked-gi|1002318380|dbj|BCKZ01000003.1|-processed-gene-12.130&CDS=1-1029, -processed-gene-3.51-mRNA-1_1&gene=augustus_masked-gi|1002318375|dbj|BCKZ01000008.1|-processed-gene-3.51&CDS=1-657, -processed-gene-4.29-mRNA-1_1&gene=snap_masked-gi|1002318375|dbj|BCKZ01000008.1|-processed-gene-4.29&CDS=1-687	YJL066C
OG0000263	-processed-gene-4.74-mRNA-1_1&gene=augustus_masked-gi|1002318375|dbj|BCKZ01000008.1|-processed-gene-4.74&CDS=1-1413, -processed-gene-5.53-mRNA-1_1&gene=augustus_masked-gi|1002318375|dbj|BCKZ01000008.1|-processed-gene-5.53&CDS=1-1401	YCL040W, YDR516C
OG0000264	-processed-gene-10.35-mRNA-1_1&gene=augustus_masked-gi|1002318382|dbj|BCKZ01000001.1|-processed-gene-10.35&CDS=1-390, -processed-gene-6.33-mRNA-1_1&gene=augustus_masked-gi|1002318375|dbj|BCKZ01000008.1|-processed-gene-6.33&CDS=1-390	YJL190C, YLR367W
OG0000265	-processed-gene-8.99-mRNA-1_1&gene=snap_masked-gi|1002318375|dbj|BCKZ01000008.1|-processed-gene-8.99&CDS=1-1923	YOR389W, YPL277C, YPL278C
OG0000266	-augustus-gene-1.127-mRNA-1_1&gene=maker-gi|1002318378|dbj|BCKZ01000005.1|-augustus-gene-1.127&CDS=1-2313, -snap-gene-9.139-mRNA-1_1&gene=maker-gi|1002318375|dbj|BCKZ01000008.1|-snap-gene-9.139&CDS=1-2397	YJL082W, YKR018C
OG0000267	-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-gi|1002318376|dbj|BCKZ01000007.1|-processed-gene-0.64&CDS=1-1815, -processed-gene-12.114-mRNA-1_1&gene=augustus_masked-gi|1002318379|dbj|BCKZ01000004.1|-processed-gene-12.114&CDS=1-2136	YDR463W, YHR006W
OG0000268	-processed-gene-10.135-mRNA-1_1&gene=genemark-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-10.135&CDS=1-1638, -processed-gene-3.62-mRNA-1_1&gene=augustus_masked-gi|1002318376|dbj|BCKZ01000007.1|-processed-gene-3.62&CDS=1-1221, -processed-gene-3.78-mRNA-1_1&gene=augustus_masked-gi|1002318376|dbj|BCKZ01000007.1|-processed-gene-3.78&CDS=1-1221	YKL059C
OG0000269	-processed-gene-4.42-mRNA-1_1&gene=augustus_masked-gi|1002318376|dbj|BCKZ01000007.1|-processed-gene-4.42&CDS=1-1134, -processed-gene-4.58-mRNA-1_1&gene=augustus_masked-gi|1002318379|dbj|BCKZ01000004.1|-processed-gene-4.58&CDS=1-432, -snap-gene-10.64-mRNA-1_1&gene=maker-gi|1002318378|dbj|BCKZ01000005.1|-snap-gene-10.64&CDS=1-774	YLR403W
OG0000270	-augustus-gene-4.106-mRNA-1_1&gene=maker-gi|1002318376|dbj|BCKZ01000007.1|-augustus-gene-4.106&CDS=1-1371, -processed-gene-4.49-mRNA-1_1&gene=augustus_masked-gi|1002318379|dbj|BCKZ01000004.1|-processed-gene-4.49&CDS=1-1149	YBL056W, YER089C
OG0000271	-processed-gene-3.68-mRNA-1_1&gene=augustus_masked-gi|1002318379|dbj|BCKZ01000004.1|-processed-gene-3.68&CDS=1-366, -processed-gene-8.63-mRNA-1_1&gene=genemark-gi|1002318376|dbj|BCKZ01000007.1|-processed-gene-8.63&CDS=1-396	YDL136W, YDL191W
OG0000272	-processed-gene-7.24-mRNA-1_1&gene=augustus_masked-gi|1002318380|dbj|BCKZ01000003.1|-processed-gene-7.24&CDS=1-1569, -processed-gene-8.83-mRNA-1_1&gene=augustus_masked-gi|1002318376|dbj|BCKZ01000007.1|-processed-gene-8.83&CDS=1-1878	YDL138W, YDL194W
OG0000273	-processed-gene-10.42-mRNA-1_1&gene=augustus_masked-gi|1002318376|dbj|BCKZ01000007.1|-processed-gene-10.42&CDS=1-555, -processed-gene-2.60-mRNA-1_1&gene=augustus_masked-gi|1002318382|dbj|BCKZ01000001.1|-processed-gene-2.60&CDS=1-555	YJL177W, YKL180W
OG0000274	-augustus-gene-10.61-mRNA-1_1&gene=maker-gi|1002318379|dbj|BCKZ01000004.1|-augustus-gene-10.61&CDS=1-282, -snap-gene-1.62-mRNA-1_1&gene=maker-gi|1002318377|dbj|BCKZ01000006.1|-snap-gene-1.62&CDS=1-312	YJR094W-A, YPR043W
OG0000275	-processed-gene-1.41-mRNA-1_1&gene=genemark-gi|1002318381|dbj|BCKZ01000002.1|-processed-gene-1.41&CDS=1-2145, -processed-gene-3.66-mRNA-1_1&gene=augustus_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-3.66&CDS=1-2055	YDR264C, YOR034C
OG0000276	-processed-gene-5.87-mRNA-1_1&gene=augustus_masked-gi|1002318377|dbj|BCKZ01000006.1|-processed-gene-5.87&CDS=1-4593	YHR216W, YLR432W, YML056C
OG0000277	-processed-gene-1.66-mRNA-1_1&gene=augustus_masked-gi|1002318378|dbj|BCKZ01000005.1|-processed-gene-1.66&CDS=1-636, -processed-gene-4.75-mRNA-1_1&gene=augustus_masked-gi|1002318381|dbj|BCKZ01000002.1|-processed-gene-4.75&CDS=1-636	YDL082W, YMR142C
OG0000278	-processed-gene-2.52-mRNA-1_1&gene=augustus_masked-gi|1002318378|dbj|BCKZ01000005.1|-processed-gene-2.52&CDS=1-1311, -processed-gene-2.53-mRNA-1_1&gene=augustus_masked-gi|1002318378|dbj|BCKZ01000005.1|-processed-gene-2.53&CDS=1-1524, -snap-gene-2.7-mRNA-1_1&gene=maker-gi|1002318378|dbj|BCKZ01000005.1|-snap-gene-2.7&CDS=1-1206	YGR111W
OG0000279	-processed-gene-4.35-mRNA-1_1&gene=augustus_masked-gi|1002318380|dbj|BCKZ01000003.1|-processed-gene-4.35&CDS=1-1257, -processed-gene-5.50-mRNA-1_1&gene=augustus_masked-gi|1002318378|dbj|BCKZ01000005.1|-processed-gene-5.50&CDS=1-1509	YMR253C, YPL264C
OG0000280	-processed-gene-10.38-mRNA-1_1&gene=augustus_masked-gi|1002318378|dbj|BCKZ01000005.1|-processed-gene-10.38&CDS=1-699	YFL060C, YMR095C, YNL334C
OG0000281	-processed-gene-2.37-mRNA-1_1&gene=augustus_masked-gi|1002318380|dbj|BCKZ01000003.1|-processed-gene-2.37&CDS=1-2526, -processed-gene-3.17-mRNA-1_1&gene=genemark-gi|1002318382|dbj|BCKZ01000001.1|-processed-gene-3.17&CDS=1-2526	YDR385W, YOR133W
OG0000282	-augustus-gene-11.45-mRNA-1_1&gene=maker-gi|1002318380|dbj|BCKZ01000003.1|-augustus-gene-11.45&CDS=1-978, -augustus-gene-13.106-mRNA-1_1&gene=maker-gi|1002318382|dbj|BCKZ01000001.1|-augustus-gene-13.106&CDS=1-819	YBR002C, YMR101C
OG0000283	-processed-gene-11.75-mRNA-1_1&gene=augustus_masked-gi|1002318380|dbj|BCKZ01000003.1|-processed-gene-11.75&CDS=1-909, -processed-gene-12.29-mRNA-1_1&gene=augustus_masked-gi|1002318382|dbj|BCKZ01000001.1|-processed-gene-12.29&CDS=1-870	YJL079C, YKR013W
OG0000284	-augustus-gene-12.86-mRNA-1_1&gene=maker-gi|1002318380|dbj|BCKZ01000003.1|-augustus-gene-12.86&CDS=1-2076, -augustus-gene-20.65-mRNA-1_1&gene=maker-gi|1002318382|dbj|BCKZ01000001.1|-augustus-gene-20.65&CDS=1-2265	YMR237W, YOR299W
OG0000285	-augustus-gene-12.127-mRNA-1_1&gene=maker-gi|1002318381|dbj|BCKZ01000002.1|-augustus-gene-12.127&CDS=1-1194, -processed-gene-3.20-mRNA-1_1&gene=augustus_masked-gi|1002318381|dbj|BCKZ01000002.1|-processed-gene-3.20&CDS=1-1188	YJL138C, YKR059W
OG0000286	-processed-gene-12.117-mRNA-1_1&gene=augustus_masked-gi|1002318381|dbj|BCKZ01000002.1|-processed-gene-12.117&CDS=1-3252	YDR038C, YDR039C, YDR040C
OG0000287	-processed-gene-0.118-mRNA-1_1&gene=augustus_masked-gi|1002318382|dbj|BCKZ01000001.1|-processed-gene-0.118&CDS=1-1704, -processed-gene-13.87-mRNA-1_1&gene=snap_masked-gi|1002318382|dbj|BCKZ01000001.1|-processed-gene-13.87&CDS=1-1668	YDR497C, YOL103W
OG0000288	-processed-gene-17.8-mRNA-1_1&gene=augustus_masked-gi|1002318382|dbj|BCKZ01000001.1|-processed-gene-17.8&CDS=1-783, -processed-gene-3.66-mRNA-1_1&gene=snap_masked-gi|1002318382|dbj|BCKZ01000001.1|-processed-gene-3.66&CDS=1-780	YHR203C, YJR145C
OG0000289	-processed-gene-21.36-mRNA-1_1&gene=augustus_masked-gi|1002318382|dbj|BCKZ01000001.1|-processed-gene-21.36&CDS=1-576, -processed-gene-9.47-mRNA-1_1&gene=genemark-gi|1002318382|dbj|BCKZ01000001.1|-processed-gene-9.47&CDS=1-423	YBR014C, YDL010W
OG0000290	-augustus-gene-13.110-mRNA-1_1&gene=maker-gi|1002318382|dbj|BCKZ01000001.1|-augustus-gene-13.110&CDS=1-894	YFL059W, YMR096W, YNL333W
OG0000291		YGR109W-A, YGR109W-B, YIL082W, YIL082W-A
OG0000292		YKL222C, YLR266C, YOR162C, YOR172W
