	Saccharomyces_cerevisiae	yHMPu5000034883_Peterozyma_xylosa
OG0000673	YBR096W	snap_masked-flattened_line_4-processed-gene-1.85-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-1.85&CDS=1-714
OG0000674	YBR097W	snap_masked-flattened_line_4-processed-gene-1.84-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-1.84&CDS=1-4551
OG0000675	YBR101C	snap_masked-flattened_line_0-processed-gene-0.63-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-0.63&CDS=1-897
OG0000676	YBR102C	snap_masked-flattened_line_4-processed-gene-5.119-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-5.119&CDS=1-2100
OG0000677	YBR103W	snap_masked-flattened_line_4-processed-gene-1.92-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-1.92&CDS=1-1665
OG0000678	YBR105C	snap_masked-flattened_line_4-processed-gene-0.78-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-0.78&CDS=1-867
OG0000679	YBR106W	snap_masked-flattened_line_10-processed-gene-3.70-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-3.70&CDS=1-558
OG0000680	YBR109C	genemark-flattened_line_10-processed-gene-0.22-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-0.22&CDS=1-447
OG0000681	YBR110W	snap_masked-flattened_line_10-processed-gene-0.42-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-0.42&CDS=1-1401
OG0000682	YBR111C	snap_masked-flattened_line_14-processed-gene-1.72-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-1.72&CDS=1-627
OG0000683	YBR111W-A	snap_masked-flattened_line_14-processed-gene-1.99-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-1.99&CDS=1-294
OG0000684	YBR112C	snap_masked-flattened_line_30-processed-gene-1.127-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-1.127&CDS=1-2745
OG0000685	YBR114W	snap_masked-flattened_line_6-processed-gene-7.156-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-7.156&CDS=1-2601
OG0000686	YBR115C	snap_masked-flattened_line_6-processed-gene-4.81-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-4.81&CDS=1-4146
OG0000687	YBR120C	snap_masked-flattened_line_42-processed-gene-0.4-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.4&CDS=1-441
OG0000688	YBR121C	snap_masked-flattened_line_20-processed-gene-1.92-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-1.92&CDS=1-1977
OG0000689	YBR122C	snap_masked-flattened_line_0-processed-gene-2.37-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.37&CDS=1-537
OG0000690	YBR123C	snap_masked-flattened_line_0-processed-gene-2.17-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.17&CDS=1-1737
OG0000691	YBR125C	snap_masked-flattened_line_0-processed-gene-2.16-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.16&CDS=1-1131
OG0000692	YBR126C	snap_masked-flattened_line_0-processed-gene-2.15-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.15&CDS=1-1410
OG0000693	YBR127C	genemark-flattened_line_0-processed-gene-2.58-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.58&CDS=1-1521
OG0000694	YBR133C	snap_masked-flattened_line_46-processed-gene-0.15-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.15&CDS=1-2301
OG0000695	YBR136W	genemark-flattened_line_46-processed-gene-0.103-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.103&CDS=1-7569
OG0000696	YBR138C	augustus_masked-flattened_line_26-processed-gene-3.46-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-3.46&CDS=1-1779
OG0000697	YBR141C	snap_masked-flattened_line_6-processed-gene-0.25-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-0.25&CDS=1-1029
OG0000698	YBR142W	snap_masked-flattened_line_6-processed-gene-0.40-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-0.40&CDS=1-2430
OG0000699	YBR143C	snap_masked-flattened_line_6-processed-gene-0.24-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-0.24&CDS=1-1305
OG0000700	YBR146W	snap_masked-flattened_line_24-processed-gene-3.170-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-3.170&CDS=1-930
OG0000701	YBR149W	maker-flattened_line_8-snap-gene-6.99-mRNA-1_1&gene=maker-flattened_line_8-snap-gene-6.99&CDS=1-966
OG0000702	YBR153W	snap_masked-flattened_line_24-processed-gene-3.130-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-3.130&CDS=1-738
OG0000703	YBR154C	snap_masked-flattened_line_24-processed-gene-3.172-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-3.172&CDS=1-642
OG0000704	YBR155W	snap_masked-flattened_line_22-processed-gene-0.37-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-0.37&CDS=1-1200
OG0000705	YBR158W	snap_masked-flattened_line_4-processed-gene-1.56-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-1.56&CDS=1-1761
OG0000706	YBR159W	maker-flattened_line_4-snap-gene-1.150-mRNA-1_1&gene=maker-flattened_line_4-snap-gene-1.150&CDS=1-1023
OG0000707	YBR160W	snap_masked-flattened_line_26-processed-gene-3.115-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-3.115&CDS=1-882
OG0000708	YBR162C	snap_masked-flattened_line_20-processed-gene-2.48-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-2.48&CDS=1-1407
OG0000709	YBR163W	augustus_masked-flattened_line_6-processed-gene-2.52-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.52&CDS=1-2064
OG0000710	YBR166C	snap_masked-flattened_line_0-processed-gene-2.28-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.28&CDS=1-1893
OG0000711	YBR167C	snap_masked-flattened_line_0-processed-gene-2.22-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.22&CDS=1-468
OG0000712	YBR170C	snap_masked-flattened_line_46-processed-gene-0.39-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.39&CDS=1-1761
OG0000713	YBR171W	snap_masked-flattened_line_20-processed-gene-3.87-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-3.87&CDS=1-690
OG0000714	YBR173C	genemark-flattened_line_2-processed-gene-8.114-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-8.114&CDS=1-438
OG0000715	YBR176W	snap_masked-flattened_line_60-processed-gene-0.7-mRNA-1_1&gene=snap_masked-flattened_line_60-processed-gene-0.7&CDS=1-900
OG0000716	YBR179C	snap_masked-flattened_line_6-processed-gene-4.54-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-4.54&CDS=1-2700
OG0000717	YBR180W	snap_masked-flattened_line_12-processed-gene-4.101-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-4.101&CDS=1-1449
OG0000718	YBR182C	snap_masked-flattened_line_0-processed-gene-11.122-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-11.122&CDS=1-1974
OG0000719	YBR185C	snap_masked-flattened_line_2-processed-gene-6.39-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-6.39&CDS=1-849
OG0000720	YBR186W	genemark-flattened_line_24-processed-gene-2.113-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-2.113&CDS=1-1860
OG0000721	YBR187W	snap_masked-flattened_line_34-processed-gene-1.94-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-1.94&CDS=1-960
OG0000722	YBR192W	snap_masked-flattened_line_34-processed-gene-1.99-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-1.99&CDS=1-1119
OG0000723	YBR193C	genemark-flattened_line_8-processed-gene-1.7-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-1.7&CDS=1-663
OG0000724	YBR195C	snap_masked-flattened_line_8-processed-gene-1.76-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.76&CDS=1-1308
OG0000725	YBR196C	snap_masked-flattened_line_8-processed-gene-1.77-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.77&CDS=1-1650
OG0000726	YBR198C	snap_masked-flattened_line_0-processed-gene-10.67-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-10.67&CDS=1-2289
OG0000727	YBR200W	augustus_masked-flattened_line_8-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-0.97&CDS=1-1566
OG0000728	YBR201W	genemark-flattened_line_12-processed-gene-3.21-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-3.21&CDS=1-705
OG0000729	YBR202W	snap_masked-flattened_line_8-processed-gene-2.115-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-2.115&CDS=1-2436
OG0000730	YBR203W	snap_masked-flattened_line_0-processed-gene-8.94-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-8.94&CDS=1-1878
OG0000731	YBR204C	snap_masked-flattened_line_26-processed-gene-3.120-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-3.120&CDS=1-1953
OG0000732	YBR208C	snap_masked-flattened_line_34-processed-gene-1.159-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-1.159&CDS=1-5469
OG0000733	YBR213W	maker-flattened_line_6-augustus-gene-0.89-mRNA-1_1&gene=maker-flattened_line_6-augustus-gene-0.89&CDS=1-825
OG0000734	YBR215W	augustus_masked-flattened_line_0-processed-gene-3.79-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.79&CDS=1-1644
OG0000735	YBR217W	snap_masked-flattened_line_0-processed-gene-3.42-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-3.42&CDS=1-687
OG0000736	YBR218C	snap_masked-flattened_line_54-processed-gene-0.52-mRNA-1_1&gene=snap_masked-flattened_line_54-processed-gene-0.52&CDS=1-3525
OG0000737	YBR220C	snap_masked-flattened_line_10-processed-gene-4.17-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-4.17&CDS=1-1722
OG0000738	YBR221C	snap_masked-flattened_line_10-processed-gene-4.16-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-4.16&CDS=1-1095
OG0000739	YBR222C	snap_masked-flattened_line_10-processed-gene-4.15-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-4.15&CDS=1-1587
OG0000740	YBR227C	snap_masked-flattened_line_34-processed-gene-0.98-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-0.98&CDS=1-1827
OG0000741	YBR228W	snap_masked-flattened_line_34-processed-gene-1.132-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-1.132&CDS=1-945
OG0000742	YBR229C	snap_masked-flattened_line_18-processed-gene-2.88-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-2.88&CDS=1-2868
OG0000743	YBR231C	snap_masked-flattened_line_50-processed-gene-0.75-mRNA-1_1&gene=snap_masked-flattened_line_50-processed-gene-0.75&CDS=1-849
OG0000744	YBR233W	augustus_masked-flattened_line_50-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.15&CDS=1-1290
OG0000745	YBR234C	snap_masked-flattened_line_0-processed-gene-4.22-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-4.22&CDS=1-1140
OG0000746	YBR235W	snap_masked-flattened_line_0-processed-gene-3.77-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-3.77&CDS=1-3492
OG0000747	YBR236C	snap_masked-flattened_line_30-processed-gene-1.135-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-1.135&CDS=1-1659
OG0000748	YBR239C	snap_masked-flattened_line_0-processed-gene-6.17-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-6.17&CDS=1-1806
OG0000749	YBR241C	snap_masked-flattened_line_0-processed-gene-6.14-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-6.14&CDS=1-1527
OG0000750	YBR243C	snap_masked-flattened_line_0-processed-gene-6.13-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-6.13&CDS=1-1389
OG0000751	YBR246W	snap_masked-flattened_line_0-processed-gene-6.18-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-6.18&CDS=1-1089
OG0000752	YBR247C	snap_masked-flattened_line_60-processed-gene-0.12-mRNA-1_1&gene=snap_masked-flattened_line_60-processed-gene-0.12&CDS=1-1383
OG0000753	YBR248C	snap_masked-flattened_line_4-processed-gene-7.4-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-7.4&CDS=1-1692
OG0000754	YBR249C	snap_masked-flattened_line_4-processed-gene-5.126-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-5.126&CDS=1-1080
OG0000755	YBR251W	snap_masked-flattened_line_0-processed-gene-8.96-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-8.96&CDS=1-930
OG0000756	YBR254C	snap_masked-flattened_line_12-processed-gene-0.90-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-0.90&CDS=1-441
OG0000757	YBR255C-A	snap_masked-flattened_line_40-processed-gene-1.100-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-1.100&CDS=1-432
OG0000758	YBR255W	snap_masked-flattened_line_14-processed-gene-3.43-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-3.43&CDS=1-2016
OG0000759	YBR256C	snap_masked-flattened_line_8-processed-gene-1.49-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.49&CDS=1-711
OG0000760	YBR257W	snap_masked-flattened_line_10-processed-gene-5.162-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-5.162&CDS=1-885
OG0000761	YBR260C	snap_masked-flattened_line_28-processed-gene-0.67-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-0.67&CDS=1-1926
OG0000762	YBR261C	snap_masked-flattened_line_8-processed-gene-5.69-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-5.69&CDS=1-717
OG0000763	YBR265W	snap_masked-flattened_line_28-processed-gene-0.70-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-0.70&CDS=1-921
OG0000764	YBR267W	snap_masked-flattened_line_10-processed-gene-5.207-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-5.207&CDS=1-1311
OG0000765	YBR268W	snap_masked-flattened_line_10-processed-gene-5.219-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-5.219&CDS=1-309
OG0000766	YBR269C	snap_masked-flattened_line_10-processed-gene-5.206-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-5.206&CDS=1-483
OG0000767	YBR271W	snap_masked-flattened_line_2-processed-gene-8.64-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-8.64&CDS=1-1197
OG0000768	YBR272C	augustus_masked-flattened_line_18-processed-gene-2.22-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-2.22&CDS=1-1449
OG0000769	YBR274W	genemark-flattened_line_28-processed-gene-2.111-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-2.111&CDS=1-1761
OG0000770	YBR275C	augustus_masked-flattened_line_8-processed-gene-5.46-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-5.46&CDS=1-6588
OG0000771	YBR276C	snap_masked-flattened_line_6-processed-gene-1.3-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-1.3&CDS=1-3357
OG0000772	YBR279W	snap_masked-flattened_line_10-processed-gene-5.172-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-5.172&CDS=1-1308
OG0000773	YBR280C	genemark-flattened_line_8-processed-gene-6.64-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-6.64&CDS=1-1575
OG0000774	YBR281C	snap_masked-flattened_line_20-processed-gene-3.113-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-3.113&CDS=1-2688
OG0000775	YBR282W	snap_masked-flattened_line_10-processed-gene-1.42-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-1.42&CDS=1-429
OG0000776	YBR286W	snap_masked-flattened_line_18-processed-gene-4.119-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-4.119&CDS=1-1551
OG0000777	YBR287W	snap_masked-flattened_line_10-processed-gene-5.165-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-5.165&CDS=1-1317
OG0000778	YBR288C	snap_masked-flattened_line_8-processed-gene-4.104-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-4.104&CDS=1-1899
OG0000779	YBR289W	snap_masked-flattened_line_2-processed-gene-0.49-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-0.49&CDS=1-2214
OG0000780	YBR290W	snap_masked-flattened_line_2-processed-gene-2.45-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-2.45&CDS=1-969
OG0000781	YBR291C	snap_masked-flattened_line_2-processed-gene-7.31-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-7.31&CDS=1-894
OG0000782	YBR296C	snap_masked-flattened_line_0-processed-gene-5.46-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-5.46&CDS=1-1743
OG0000783	YCL001W	snap_masked-flattened_line_18-processed-gene-2.113-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-2.113&CDS=1-576
OG0000784	YCL004W	snap_masked-flattened_line_18-processed-gene-2.114-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-2.114&CDS=1-1572
OG0000785	YCL005W-A	maker-flattened_line_0-snap-gene-1.60-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-1.60&CDS=1-216
OG0000786	YCL008C	snap_masked-flattened_line_0-processed-gene-1.75-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.75&CDS=1-1248
OG0000787	YCL009C	snap_masked-flattened_line_26-processed-gene-0.134-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.134&CDS=1-900
OG0000788	YCL010C	maker-flattened_line_34-snap-gene-1.244-mRNA-1_1&gene=maker-flattened_line_34-snap-gene-1.244&CDS=1-759
OG0000789	YCL012C	snap_masked-flattened_line_4-processed-gene-6.100-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-6.100&CDS=1-450
OG0000790	YCL014W	snap_masked-flattened_line_4-processed-gene-6.77-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-6.77&CDS=1-4839
OG0000791	YCL016C	snap_masked-flattened_line_8-processed-gene-6.18-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-6.18&CDS=1-1083
OG0000792	YCL017C	snap_masked-flattened_line_36-processed-gene-1.83-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-1.83&CDS=1-1404
OG0000793	YCL018W	maker-flattened_line_36-snap-gene-1.49-mRNA-1_1&gene=maker-flattened_line_36-snap-gene-1.49&CDS=1-1326
OG0000794	YCL027W	snap_masked-flattened_line_6-processed-gene-6.56-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-6.56&CDS=1-1107
OG0000795	YCL029C	maker-flattened_line_0-snap-gene-2.5-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-2.5&CDS=1-1281
OG0000796	YCL030C	snap_masked-flattened_line_8-processed-gene-6.22-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-6.22&CDS=1-2559
OG0000797	YCL031C	snap_masked-flattened_line_10-processed-gene-0.57-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-0.57&CDS=1-915
OG0000798	YCL032W	snap_masked-flattened_line_8-processed-gene-4.110-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-4.110&CDS=1-1212
OG0000799	YCL033C	snap_masked-flattened_line_42-processed-gene-0.29-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.29&CDS=1-498
OG0000800	YCL034W	maker-flattened_line_48-snap-gene-0.153-mRNA-1_1&gene=maker-flattened_line_48-snap-gene-0.153&CDS=1-1227
OG0000801	YCL038C	snap_masked-flattened_line_48-processed-gene-0.124-mRNA-1_1&gene=snap_masked-flattened_line_48-processed-gene-0.124&CDS=1-1719
OG0000802	YCL039W	snap_masked-flattened_line_10-processed-gene-5.156-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-5.156&CDS=1-1704
OG0000803	YCL043C	snap_masked-flattened_line_10-processed-gene-5.155-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-5.155&CDS=1-1533
OG0000804	YCL044C	snap_masked-flattened_line_6-processed-gene-6.38-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-6.38&CDS=1-813
OG0000805	YCL045C	snap_masked-flattened_line_6-processed-gene-6.9-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-6.9&CDS=1-2544
OG0000806	YCL047C	snap_masked-flattened_line_6-processed-gene-6.19-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-6.19&CDS=1-810
OG0000807	YCL052C	snap_masked-flattened_line_36-processed-gene-0.29-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.29&CDS=1-1641
OG0000808	YCL054W	snap_masked-flattened_line_18-processed-gene-1.63-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-1.63&CDS=1-2418
OG0000809	YCL055W	augustus_masked-flattened_line_6-processed-gene-6.160-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-6.160&CDS=1-1179
OG0000810	YCL057C-A	snap_masked-flattened_line_12-processed-gene-0.94-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-0.94&CDS=1-252
OG0000811	YCL057W	snap_masked-flattened_line_12-processed-gene-0.92-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-0.92&CDS=1-2025
OG0000812	YCL059C	snap_masked-flattened_line_0-processed-gene-0.43-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-0.43&CDS=1-1074
OG0000813	YCL061C	snap_masked-flattened_line_14-processed-gene-4.56-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-4.56&CDS=1-3957
OG0000814	YCR002C	snap_masked-flattened_line_18-processed-gene-4.143-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-4.143&CDS=1-960
OG0000815	YCR003W	snap_masked-flattened_line_18-processed-gene-4.109-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-4.109&CDS=1-552
OG0000816	YCR008W	snap_masked-flattened_line_26-processed-gene-2.35-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-2.35&CDS=1-1236
