	Metschnikowia_mauinuiana	Saccharomyces_cerevisiae
OG0000770	augustus_masked-mau_s12-processed-gene-2.88-mRNA-1_1&gene=augustus_masked-mau_s12-processed-gene-2.88&CDS=1-1893	YOL060C
OG0000771	augustus_masked-mau_s12-processed-gene-2.118-mRNA-1_1&gene=augustus_masked-mau_s12-processed-gene-2.118&CDS=1-1200	YJL131C
OG0000772	augustus_masked-mau_s12-processed-gene-2.119-mRNA-1_1&gene=augustus_masked-mau_s12-processed-gene-2.119&CDS=1-1590	YNL240C
OG0000773	augustus_masked-mau_s12-processed-gene-2.91-mRNA-1_1&gene=augustus_masked-mau_s12-processed-gene-2.91&CDS=1-2487	YIL130W
OG0000774	augustus_masked-mau_s12-processed-gene-2.120-mRNA-1_1&gene=augustus_masked-mau_s12-processed-gene-2.120&CDS=1-2241	YOR112W
OG0000775	snap_masked-mau_s12-processed-gene-2.170-mRNA-1_1&gene=snap_masked-mau_s12-processed-gene-2.170&CDS=1-906	YLR283W
OG0000776	augustus_masked-mau_s12-processed-gene-2.93-mRNA-1_1&gene=augustus_masked-mau_s12-processed-gene-2.93&CDS=1-249	YMR194C-B
OG0000777	augustus_masked-mau_s12-processed-gene-2.94-mRNA-1_1&gene=augustus_masked-mau_s12-processed-gene-2.94&CDS=1-306	YBR268W
OG0000778	augustus_masked-mau_s12-processed-gene-2.123-mRNA-1_1&gene=augustus_masked-mau_s12-processed-gene-2.123&CDS=1-2454	YPR089W
OG0000779	augustus_masked-mau_s12-processed-gene-2.95-mRNA-1_1&gene=augustus_masked-mau_s12-processed-gene-2.95&CDS=1-852	YPR079W
OG0000780	augustus_masked-mau_s12-processed-gene-2.124-mRNA-1_1&gene=augustus_masked-mau_s12-processed-gene-2.124&CDS=1-2808	YNL287W
OG0000781	augustus_masked-mau_s12-processed-gene-2.125-mRNA-1_1&gene=augustus_masked-mau_s12-processed-gene-2.125&CDS=1-3843	YML091C
OG0000782	augustus_masked-mau_s12-processed-gene-2.126-mRNA-1_1&gene=augustus_masked-mau_s12-processed-gene-2.126&CDS=1-1923	YML088W
OG0000783	maker-mau_s12-augustus-gene-2.154-mRNA-1_1&gene=maker-mau_s12-augustus-gene-2.154&CDS=1-1344	YML085C
OG0000784	augustus_masked-mau_s12-processed-gene-2.131-mRNA-1_1&gene=augustus_masked-mau_s12-processed-gene-2.131&CDS=1-1341	YML126C
OG0000785	augustus_masked-mau_s12-processed-gene-2.135-mRNA-1_1&gene=augustus_masked-mau_s12-processed-gene-2.135&CDS=1-300	YOL108C
OG0000786	augustus_masked-mau_s12-processed-gene-2.98-mRNA-1_1&gene=augustus_masked-mau_s12-processed-gene-2.98&CDS=1-345	YPR166C
OG0000787	augustus_masked-mau_s12-processed-gene-2.137-mRNA-1_1&gene=augustus_masked-mau_s12-processed-gene-2.137&CDS=1-828	YPL064C
OG0000788	augustus_masked-mau_s12-processed-gene-2.100-mRNA-1_1&gene=augustus_masked-mau_s12-processed-gene-2.100&CDS=1-2442	YPR029C
OG0000789	maker-mau_s12-augustus-gene-2.155-mRNA-1_1&gene=maker-mau_s12-augustus-gene-2.155&CDS=1-525	YPR028W
OG0000790	maker-mau_s12-augustus-gene-2.156-mRNA-1_1&gene=maker-mau_s12-augustus-gene-2.156&CDS=1-1329	YKL082C
OG0000791	augustus_masked-mau_s12-processed-gene-2.101-mRNA-1_1&gene=augustus_masked-mau_s12-processed-gene-2.101&CDS=1-1119	YKL080W
OG0000792	augustus_masked-mau_s12-processed-gene-2.105-mRNA-1_1&gene=augustus_masked-mau_s12-processed-gene-2.105&CDS=1-1416	YPL063W
OG0000793	augustus_masked-mau_s12-processed-gene-2.107-mRNA-1_1&gene=augustus_masked-mau_s12-processed-gene-2.107&CDS=1-2211	YOR017W
OG0000794	augustus_masked-mau_s12-processed-gene-2.108-mRNA-1_1&gene=augustus_masked-mau_s12-processed-gene-2.108&CDS=1-882	YOL136C
OG0000795	augustus_masked-mau_s12-processed-gene-2.142-mRNA-1_1&gene=augustus_masked-mau_s12-processed-gene-2.142&CDS=1-1419	YNL317W
OG0000796	augustus_masked-mau_s12-processed-gene-2.109-mRNA-1_1&gene=augustus_masked-mau_s12-processed-gene-2.109&CDS=1-537	YMR009W
OG0000797	augustus_masked-mau_s12-processed-gene-2.143-mRNA-1_1&gene=augustus_masked-mau_s12-processed-gene-2.143&CDS=1-366	YEL003W
OG0000798	augustus_masked-mau_s12-processed-gene-2.144-mRNA-1_1&gene=augustus_masked-mau_s12-processed-gene-2.144&CDS=1-1305	YEL002C
OG0000799	augustus_masked-mau_s12-processed-gene-2.110-mRNA-1_1&gene=augustus_masked-mau_s12-processed-gene-2.110&CDS=1-300	YIL008W
OG0000800	augustus_masked-mau_s12-processed-gene-2.145-mRNA-1_1&gene=augustus_masked-mau_s12-processed-gene-2.145&CDS=1-672	YIL007C
OG0000801	maker-mau_s12-snap-gene-2.231-mRNA-1_1&gene=maker-mau_s12-snap-gene-2.231&CDS=1-2418	YPR167C
OG0000802	augustus_masked-mau_s12-processed-gene-2.146-mRNA-1_1&gene=augustus_masked-mau_s12-processed-gene-2.146&CDS=1-2970	YOL090W
OG0000803	augustus_masked-mau_s12-processed-gene-2.114-mRNA-1_1&gene=augustus_masked-mau_s12-processed-gene-2.114&CDS=1-360	YKL003C
OG0000804	augustus_masked-mau_s12-processed-gene-2.147-mRNA-1_1&gene=augustus_masked-mau_s12-processed-gene-2.147&CDS=1-1425	YKL004W
OG0000805	augustus_masked-mau_s12-processed-gene-2.148-mRNA-1_1&gene=augustus_masked-mau_s12-processed-gene-2.148&CDS=1-909	YMR099C
OG0000806	augustus_masked-mau_s12-processed-gene-2.115-mRNA-1_1&gene=augustus_masked-mau_s12-processed-gene-2.115&CDS=1-1155	YLR328W
OG0000807	augustus_masked-mau_s12-processed-gene-2.151-mRNA-1_1&gene=augustus_masked-mau_s12-processed-gene-2.151&CDS=1-1854	YGR216C
OG0000808	augustus_masked-mau_s120-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-mau_s120-processed-gene-0.73&CDS=1-1347	YOR197W
OG0000809	augustus_masked-mau_s120-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-mau_s120-processed-gene-0.75&CDS=1-945	YMR161W
OG0000810	augustus_masked-mau_s120-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-mau_s120-processed-gene-0.76&CDS=1-3279	YDL102W
OG0000811	augustus_masked-mau_s120-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-mau_s120-processed-gene-0.78&CDS=1-1161	YGL153W
OG0000812	augustus_masked-mau_s120-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-mau_s120-processed-gene-0.79&CDS=1-948	YDL119C
OG0000813	augustus_masked-mau_s120-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-mau_s120-processed-gene-0.80&CDS=1-1149	YGL155W
OG0000814	augustus_masked-mau_s120-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-mau_s120-processed-gene-0.81&CDS=1-816	YGL154C
OG0000815	augustus_masked-mau_s120-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-mau_s120-processed-gene-0.82&CDS=1-3990	YGL150C
OG0000816	augustus_masked-mau_s120-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-mau_s120-processed-gene-0.57&CDS=1-321	YJR085C
OG0000817	augustus_masked-mau_s120-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-mau_s120-processed-gene-0.83&CDS=1-732	YNL178W
OG0000818	augustus_masked-mau_s120-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-mau_s120-processed-gene-0.84&CDS=1-4047	YGR061C
OG0000819	augustus_masked-mau_s120-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-mau_s120-processed-gene-0.59&CDS=1-444	YOR224C
OG0000820	snap_masked-mau_s120-processed-gene-0.134-mRNA-1_1&gene=snap_masked-mau_s120-processed-gene-0.134&CDS=1-1494	YKL035W
OG0000821	augustus_masked-mau_s120-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-mau_s120-processed-gene-0.61&CDS=1-1263	YOR209C
OG0000822	augustus_masked-mau_s120-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-mau_s120-processed-gene-0.62&CDS=1-2964	YPL125W
OG0000823	maker-mau_s120-snap-gene-0.140-mRNA-1_1&gene=maker-mau_s120-snap-gene-0.140&CDS=1-1839	YPL132W
OG0000824	augustus_masked-mau_s120-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-mau_s120-processed-gene-0.89&CDS=1-1350	YBR199W
OG0000825	augustus_masked-mau_s120-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-mau_s120-processed-gene-0.66&CDS=1-1989	YPL104W
OG0000826	augustus_masked-mau_s120-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-mau_s120-processed-gene-0.90&CDS=1-2130	YJL010C
OG0000827	augustus_masked-mau_s120-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-mau_s120-processed-gene-0.67&CDS=1-1383	YOR056C
OG0000828	augustus_masked-mau_s121-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-mau_s121-processed-gene-0.0&CDS=1-525	YLR370C
OG0000829	augustus_masked-mau_s121-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-mau_s121-processed-gene-0.1&CDS=1-660	YDR410C
OG0000830	augustus_masked-mau_s121-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-mau_s121-processed-gene-0.2&CDS=1-912	YMR241W
OG0000831	augustus_masked-mau_s121-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-mau_s121-processed-gene-0.9&CDS=1-1359	YOR307C
OG0000832	augustus_masked-mau_s121-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-mau_s121-processed-gene-0.3&CDS=1-1932	YDR456W
OG0000833	snap_masked-mau_s121-processed-gene-0.40-mRNA-1_1&gene=snap_masked-mau_s121-processed-gene-0.40&CDS=1-2208	YML031W
OG0000834	augustus_masked-mau_s121-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-mau_s121-processed-gene-0.11&CDS=1-918	YOR158W
OG0000835	maker-mau_s121-snap-gene-0.29-mRNA-1_1&gene=maker-mau_s121-snap-gene-0.29&CDS=1-1815	YDR386W
OG0000836	augustus_masked-mau_s122-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-mau_s122-processed-gene-0.10&CDS=1-393	YNL111C
OG0000837	augustus_masked-mau_s122-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-mau_s122-processed-gene-0.11&CDS=1-2334	YJL094C
OG0000838	augustus_masked-mau_s122-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-mau_s122-processed-gene-0.12&CDS=1-3078	YFR002W
OG0000839	maker-mau_s123-augustus-gene-0.49-mRNA-1_1&gene=maker-mau_s123-augustus-gene-0.49&CDS=1-1563	YML056C
OG0000840	augustus_masked-mau_s123-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-mau_s123-processed-gene-0.4&CDS=1-444	YOR367W
OG0000841	augustus_masked-mau_s123-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-mau_s123-processed-gene-0.5&CDS=1-849	YAL025C
OG0000842	augustus_masked-mau_s123-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-mau_s123-processed-gene-0.7&CDS=1-645	YLR293C
OG0000843	genemark-mau_s123-processed-gene-0.29-mRNA-1_1&gene=genemark-mau_s123-processed-gene-0.29&CDS=1-405	YLR298C
OG0000844	augustus_masked-mau_s124-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-mau_s124-processed-gene-0.9&CDS=1-855	YKL019W
OG0000845	augustus_masked-mau_s124-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-mau_s124-processed-gene-0.1&CDS=1-1413	YMR209C
OG0000846	augustus_masked-mau_s124-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-mau_s124-processed-gene-0.10&CDS=1-1353	YOR272W
OG0000847	augustus_masked-mau_s124-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-mau_s124-processed-gene-0.3&CDS=1-1587	YMR217W
OG0000848	augustus_masked-mau_s124-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-mau_s124-processed-gene-0.4&CDS=1-981	YOR271C
OG0000849	augustus_masked-mau_s124-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-mau_s124-processed-gene-0.12&CDS=1-1407	YMR208W
OG0000850	augustus_masked-mau_s124-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-mau_s124-processed-gene-0.13&CDS=1-4965	YML103C
OG0000851	augustus_masked-mau_s126-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-mau_s126-processed-gene-0.87&CDS=1-1020	YBR159W
OG0000852	augustus_masked-mau_s126-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-mau_s126-processed-gene-0.88&CDS=1-1029	YNL007C
OG0000853	augustus_masked-mau_s126-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-mau_s126-processed-gene-0.89&CDS=1-984	YNL006W
OG0000854	augustus_masked-mau_s126-processed-gene-0.126-mRNA-1_1&gene=augustus_masked-mau_s126-processed-gene-0.126&CDS=1-2466	YLR176C
OG0000855	augustus_masked-mau_s126-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-mau_s126-processed-gene-0.90&CDS=1-861	YNL002C
OG0000856	augustus_masked-mau_s126-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-mau_s126-processed-gene-0.91&CDS=1-1074	YCL016C
OG0000857	augustus_masked-mau_s126-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-mau_s126-processed-gene-0.92&CDS=1-2064	YCL017C
OG0000858	augustus_masked-mau_s126-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-mau_s126-processed-gene-0.93&CDS=1-1110	YCL018W
OG0000859	augustus_masked-mau_s126-processed-gene-0.127-mRNA-1_1&gene=augustus_masked-mau_s126-processed-gene-0.127&CDS=1-4392	YCL014W
OG0000860	augustus_masked-mau_s126-processed-gene-0.128-mRNA-1_1&gene=augustus_masked-mau_s126-processed-gene-0.128&CDS=1-2151	YCL010C
OG0000861	augustus_masked-mau_s126-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-mau_s126-processed-gene-0.96&CDS=1-1128	YNL005C
OG0000862	augustus_masked-mau_s126-processed-gene-0.129-mRNA-1_1&gene=augustus_masked-mau_s126-processed-gene-0.129&CDS=1-216	YOR210W
OG0000863	augustus_masked-mau_s126-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-mau_s126-processed-gene-0.99&CDS=1-2415	YPL126W
OG0000864	augustus_masked-mau_s126-processed-gene-0.130-mRNA-1_1&gene=augustus_masked-mau_s126-processed-gene-0.130&CDS=1-2703	YOR211C
OG0000865	genemark-mau_s126-processed-gene-0.166-mRNA-1_1&gene=genemark-mau_s126-processed-gene-0.166&CDS=1-903	YGR101W
OG0000866	augustus_masked-mau_s126-processed-gene-0.133-mRNA-1_1&gene=augustus_masked-mau_s126-processed-gene-0.133&CDS=1-615	YFR001W
OG0000867	genemark-mau_s126-processed-gene-0.204-mRNA-1_1&gene=genemark-mau_s126-processed-gene-0.204&CDS=1-819	YDR280W
OG0000868	augustus_masked-mau_s126-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-mau_s126-processed-gene-0.103&CDS=1-1095	YBR249C
OG0000869	maker-mau_s126-augustus-gene-0.74-mRNA-1_1&gene=maker-mau_s126-augustus-gene-0.74&CDS=1-588	YJL072C
OG0000870	augustus_masked-mau_s126-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-mau_s126-processed-gene-0.105&CDS=1-1467	YGL097W
OG0000871	genemark-mau_s126-processed-gene-0.173-mRNA-1_1&gene=genemark-mau_s126-processed-gene-0.173&CDS=1-915	YJL062W
OG0000872	genemark-mau_s126-processed-gene-0.208-mRNA-1_1&gene=genemark-mau_s126-processed-gene-0.208&CDS=1-1188	YBR267W
OG0000873	genemark-mau_s126-processed-gene-0.174-mRNA-1_1&gene=genemark-mau_s126-processed-gene-0.174&CDS=1-2190	YOR001W
OG0000874	augustus_masked-mau_s126-processed-gene-0.109-mRNA-1_1&gene=augustus_masked-mau_s126-processed-gene-0.109&CDS=1-1755	YBR248C
OG0000875	genemark-mau_s126-processed-gene-0.177-mRNA-1_1&gene=genemark-mau_s126-processed-gene-0.177&CDS=1-2517	YPL268W
OG0000876	augustus_masked-mau_s126-processed-gene-0.110-mRNA-1_1&gene=augustus_masked-mau_s126-processed-gene-0.110&CDS=1-1344	YBR247C
OG0000877	genemark-mau_s126-processed-gene-0.210-mRNA-1_1&gene=genemark-mau_s126-processed-gene-0.210&CDS=1-975	YNL288W
OG0000878	augustus_masked-mau_s126-processed-gene-0.111-mRNA-1_1&gene=augustus_masked-mau_s126-processed-gene-0.111&CDS=1-744	YMR038C
OG0000879	augustus_masked-mau_s126-processed-gene-0.114-mRNA-1_1&gene=augustus_masked-mau_s126-processed-gene-0.114&CDS=1-2142	YHR074W
OG0000880	genemark-mau_s126-processed-gene-0.211-mRNA-1_1&gene=genemark-mau_s126-processed-gene-0.211&CDS=1-1080	YHR075C
OG0000881	genemark-mau_s126-processed-gene-0.183-mRNA-1_1&gene=genemark-mau_s126-processed-gene-0.183&CDS=1-876	YJL035C
OG0000882	augustus_masked-mau_s126-processed-gene-0.117-mRNA-1_1&gene=augustus_masked-mau_s126-processed-gene-0.117&CDS=1-1194	YLR005W
OG0000883	augustus_masked-mau_s126-processed-gene-0.142-mRNA-1_1&gene=augustus_masked-mau_s126-processed-gene-0.142&CDS=1-3156	YML010W
OG0000884	augustus_masked-mau_s126-processed-gene-0.119-mRNA-1_1&gene=augustus_masked-mau_s126-processed-gene-0.119&CDS=1-549	YML022W
OG0000885	augustus_masked-mau_s126-processed-gene-0.143-mRNA-1_1&gene=augustus_masked-mau_s126-processed-gene-0.143&CDS=1-270	YDR424C
OG0000886	augustus_masked-mau_s126-processed-gene-0.120-mRNA-1_1&gene=augustus_masked-mau_s126-processed-gene-0.120&CDS=1-3897	YMR304W
OG0000887	augustus_masked-mau_s126-processed-gene-0.144-mRNA-1_1&gene=augustus_masked-mau_s126-processed-gene-0.144&CDS=1-1053	YGR277C
OG0000888	snap_masked-mau_s126-processed-gene-0.63-mRNA-1_1&gene=snap_masked-mau_s126-processed-gene-0.63&CDS=1-2544	YER077C
OG0000889	augustus_masked-mau_s126-processed-gene-0.146-mRNA-1_1&gene=augustus_masked-mau_s126-processed-gene-0.146&CDS=1-480	YCR090C
OG0000890	augustus_masked-mau_s126-processed-gene-0.122-mRNA-1_1&gene=augustus_masked-mau_s126-processed-gene-0.122&CDS=1-759	YOR281C
OG0000891	augustus_masked-mau_s126-processed-gene-0.123-mRNA-1_1&gene=augustus_masked-mau_s126-processed-gene-0.123&CDS=1-1635	YMR223W
OG0000892	augustus_masked-mau_s126-processed-gene-0.124-mRNA-1_1&gene=augustus_masked-mau_s126-processed-gene-0.124&CDS=1-831	YCR076C
OG0000893	genemark-mau_s126-processed-gene-0.219-mRNA-1_1&gene=genemark-mau_s126-processed-gene-0.219&CDS=1-555	YLR306W
OG0000894	augustus_masked-mau_s128-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-mau_s128-processed-gene-0.5&CDS=1-1707	YDL210W
OG0000895	augustus_masked-mau_s13-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-mau_s13-processed-gene-0.16&CDS=1-1077	YPR128C
OG0000896	augustus_masked-mau_s13-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-mau_s13-processed-gene-0.17&CDS=1-1218	YGR117C
OG0000897	maker-mau_s13-augustus-gene-0.87-mRNA-1_1&gene=maker-mau_s13-augustus-gene-0.87&CDS=1-2346	YKL150W
OG0000898	augustus_masked-mau_s13-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-mau_s13-processed-gene-0.0&CDS=1-1035	YKL151C
OG0000899	augustus_masked-mau_s13-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-mau_s13-processed-gene-0.5&CDS=1-1032	YLR151C
OG0000900	augustus_masked-mau_s13-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-mau_s13-processed-gene-0.7&CDS=1-1413	YHR065C
OG0000901	genemark-mau_s13-processed-gene-0.48-mRNA-1_1&gene=genemark-mau_s13-processed-gene-0.48&CDS=1-888	YDR313C
OG0000902	augustus_masked-mau_s13-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-mau_s13-processed-gene-0.8&CDS=1-480	YDR308C
OG0000903	snap_masked-mau_s13-processed-gene-0.81-mRNA-1_1&gene=snap_masked-mau_s13-processed-gene-0.81&CDS=1-1377	YDR306C
OG0000904	augustus_masked-mau_s13-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-mau_s13-processed-gene-0.24&CDS=1-2481	YKL155C
OG0000905	augustus_masked-mau_s13-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-mau_s13-processed-gene-0.10&CDS=1-648	YGR235C
OG0000906	augustus_masked-mau_s13-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-mau_s13-processed-gene-0.26&CDS=1-1350	YGR257C
OG0000907	augustus_masked-mau_s13-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-mau_s13-processed-gene-0.27&CDS=1-4296	YHR186C
OG0000908	augustus_masked-mau_s13-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-mau_s13-processed-gene-0.13&CDS=1-1521	YPL092W
OG0000909	augustus_masked-mau_s13-processed-gene-1.82-mRNA-1_1&gene=augustus_masked-mau_s13-processed-gene-1.82&CDS=1-2172	YCL057W
OG0000910	augustus_masked-mau_s13-processed-gene-1.107-mRNA-1_1&gene=augustus_masked-mau_s13-processed-gene-1.107&CDS=1-1962	YBR121C
OG0000911	augustus_masked-mau_s13-processed-gene-1.109-mRNA-1_1&gene=augustus_masked-mau_s13-processed-gene-1.109&CDS=1-1881	YHR078W
OG0000912	augustus_masked-mau_s13-processed-gene-1.86-mRNA-1_1&gene=augustus_masked-mau_s13-processed-gene-1.86&CDS=1-705	YDR296W
OG0000913	augustus_masked-mau_s13-processed-gene-1.88-mRNA-1_1&gene=augustus_masked-mau_s13-processed-gene-1.88&CDS=1-1335	YKL145W
OG0000914	augustus_masked-mau_s13-processed-gene-1.110-mRNA-1_1&gene=augustus_masked-mau_s13-processed-gene-1.110&CDS=1-588	YKL144C
OG0000915	snap_masked-mau_s13-processed-gene-1.39-mRNA-1_1&gene=snap_masked-mau_s13-processed-gene-1.39&CDS=1-1479	YFR034C
OG0000916	augustus_masked-mau_s13-processed-gene-1.91-mRNA-1_1&gene=augustus_masked-mau_s13-processed-gene-1.91&CDS=1-2292	YNL256W
OG0000917	augustus_masked-mau_s13-processed-gene-1.92-mRNA-1_1&gene=augustus_masked-mau_s13-processed-gene-1.92&CDS=1-2358	YHR204W
OG0000918	augustus_masked-mau_s13-processed-gene-1.93-mRNA-1_1&gene=augustus_masked-mau_s13-processed-gene-1.93&CDS=1-1269	YJR148W
OG0000919	augustus_masked-mau_s13-processed-gene-1.112-mRNA-1_1&gene=augustus_masked-mau_s13-processed-gene-1.112&CDS=1-1023	YKL189W
OG0000920	snap_masked-mau_s13-processed-gene-1.20-mRNA-1_1&gene=snap_masked-mau_s13-processed-gene-1.20&CDS=1-2220	YLR417W
OG0000921	augustus_masked-mau_s13-processed-gene-1.95-mRNA-1_1&gene=augustus_masked-mau_s13-processed-gene-1.95&CDS=1-2160	YHL016C
OG0000922	augustus_masked-mau_s13-processed-gene-1.96-mRNA-1_1&gene=augustus_masked-mau_s13-processed-gene-1.96&CDS=1-5511	YBR208C
OG0000923	augustus_masked-mau_s13-processed-gene-1.101-mRNA-1_1&gene=augustus_masked-mau_s13-processed-gene-1.101&CDS=1-1317	YPL001W
OG0000924	augustus_masked-mau_s13-processed-gene-1.103-mRNA-1_1&gene=augustus_masked-mau_s13-processed-gene-1.103&CDS=1-672	YDL046W
OG0000925	augustus_masked-mau_s13-processed-gene-1.117-mRNA-1_1&gene=augustus_masked-mau_s13-processed-gene-1.117&CDS=1-2862	YGR125W
OG0000926	augustus_masked-mau_s13-processed-gene-1.106-mRNA-1_1&gene=augustus_masked-mau_s13-processed-gene-1.106&CDS=1-2022	YAR014C
OG0000927	maker-mau_s130-snap-gene-0.6-mRNA-1_1&gene=maker-mau_s130-snap-gene-0.6&CDS=1-5379	YMR176W
OG0000928	augustus_masked-mau_s130-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-mau_s130-processed-gene-0.0&CDS=1-2022	YJL090C
OG0000929	augustus_masked-mau_s131-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-mau_s131-processed-gene-0.21&CDS=1-1539	YKL217W
OG0000930	augustus_masked-mau_s131-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-mau_s131-processed-gene-0.23&CDS=1-1785	YAL058W
OG0000931	augustus_masked-mau_s131-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-mau_s131-processed-gene-0.24&CDS=1-480	YAL059W
OG0000932	augustus_masked-mau_s131-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-mau_s131-processed-gene-0.16&CDS=1-537	YIL157C
OG0000933	genemark-mau_s131-processed-gene-0.3-mRNA-1_1&gene=genemark-mau_s131-processed-gene-0.3&CDS=1-1881	YKR087C
OG0000934	snap_masked-mau_s132-processed-gene-0.5-mRNA-1_1&gene=snap_masked-mau_s132-processed-gene-0.5&CDS=1-423	YGL083W
OG0000935	augustus_masked-mau_s132-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-mau_s132-processed-gene-0.11&CDS=1-597	YPL178W
