	Saccharomyces_cerevisiae	yHMPu5000034615_Saturnispora_zaruensis
OG0000212	YCL048W, YDR522C	snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-12.85-mRNA-1_1&gene=snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-12.85&CDS=1-1269
OG0000213	YCL050C, YDR530C	snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-10.4-mRNA-1_1&gene=snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-10.4&CDS=1-1044
OG0000214	YCL051W, YDR528W	augustus_masked-NODE_7_length_395067_cov_41.3947_ID_13-processed-gene-2.206-mRNA-1_1&gene=augustus_masked-NODE_7_length_395067_cov_41.3947_ID_13-processed-gene-2.206&CDS=1-1332
OG0000215	YCL068C, YCR038C	snap_masked-NODE_17_length_126295_cov_42.083_ID_33-processed-gene-0.30-mRNA-1_1&gene=snap_masked-NODE_17_length_126295_cov_42.083_ID_33-processed-gene-0.30&CDS=1-4767
OG0000216	YCR026C, YEL016C	snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-6.38-mRNA-1_1&gene=snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-6.38&CDS=1-2229
OG0000217	YCR028C	snap_masked-NODE_16_length_136973_cov_53.0823_ID_31-processed-gene-0.197-mRNA-1_1&gene=snap_masked-NODE_16_length_136973_cov_53.0823_ID_31-processed-gene-0.197&CDS=1-1614, snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-12.33-mRNA-1_1&gene=snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-12.33&CDS=1-1614
OG0000218	YCR031C, YJL191W	maker-NODE_1_length_1371552_cov_40.6037_ID_1-snap-gene-10.114-mRNA-1_1&gene=maker-NODE_1_length_1371552_cov_40.6037_ID_1-snap-gene-10.114&CDS=1-426
OG0000219	YCR048W, YNR019W	snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-1.127-mRNA-1_1&gene=snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-1.127&CDS=1-1617
OG0000220	YCR073C, YNR031C	snap_masked-NODE_7_length_395067_cov_41.3947_ID_13-processed-gene-0.140-mRNA-1_1&gene=snap_masked-NODE_7_length_395067_cov_41.3947_ID_13-processed-gene-0.140&CDS=1-4650
OG0000221	YCR073W-A, YNR034W	snap_masked-NODE_8_length_383177_cov_39.865_ID_15-processed-gene-2.257-mRNA-1_1&gene=snap_masked-NODE_8_length_383177_cov_39.865_ID_15-processed-gene-2.257&CDS=1-882
OG0000222	YCR094W, YNR048W	snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-5.1-mRNA-1_1&gene=snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-5.1&CDS=1-1152
OG0000223	YCR098C	snap_masked-NODE_16_length_136973_cov_53.0823_ID_31-processed-gene-0.160-mRNA-1_1&gene=snap_masked-NODE_16_length_136973_cov_53.0823_ID_31-processed-gene-0.160&CDS=1-1599, snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-8.118-mRNA-1_1&gene=snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-8.118&CDS=1-1593
OG0000224	YDL042C, YOL068C	maker-NODE_5_length_949864_cov_43.0886_ID_9-augustus-gene-8.177-mRNA-1_1&gene=maker-NODE_5_length_949864_cov_43.0886_ID_9-augustus-gene-8.177&CDS=1-2280
OG0000225	YDL048C, YLR375W	genemark-NODE_8_length_383177_cov_39.865_ID_15-processed-gene-2.146-mRNA-1_1&gene=genemark-NODE_8_length_383177_cov_39.865_ID_15-processed-gene-2.146&CDS=1-951
OG0000226	YDL061C, YLR388W	snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-10.164-mRNA-1_1&gene=snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-10.164&CDS=1-204
OG0000227	YDL075W, YLR406C	snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-9.44-mRNA-1_1&gene=snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-9.44&CDS=1-342
OG0000228	YDL082W, YMR142C	snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-4.35-mRNA-1_1&gene=snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-4.35&CDS=1-591
OG0000229	YDL083C, YMR143W	snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-4.14-mRNA-1_1&gene=snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-4.14&CDS=1-447
OG0000230	YDL085W, YMR145C	snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-7.21-mRNA-1_1&gene=snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-7.21&CDS=1-1671
OG0000231	YDL088C, YMR153W	snap_masked-NODE_15_length_154211_cov_41.2508_ID_29-processed-gene-0.17-mRNA-1_1&gene=snap_masked-NODE_15_length_154211_cov_41.2508_ID_29-processed-gene-0.17&CDS=1-1179
OG0000232	YDL109C, YGL144C	snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-9.119-mRNA-1_1&gene=snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-9.119&CDS=1-2301
OG0000233	YDL127W, YDL179W	snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-12.25-mRNA-1_1&gene=snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-12.25&CDS=1-894
OG0000234	YDL131W	snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-10.129-mRNA-1_1&gene=snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-10.129&CDS=1-1218, snap_masked-NODE_7_length_395067_cov_41.3947_ID_13-processed-gene-2.340-mRNA-1_1&gene=snap_masked-NODE_7_length_395067_cov_41.3947_ID_13-processed-gene-2.340&CDS=1-1272
OG0000235	YDL136W, YDL191W	snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-12.69-mRNA-1_1&gene=snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-12.69&CDS=1-420
OG0000236	YDL137W, YDL192W	snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-12.70-mRNA-1_1&gene=snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-12.70&CDS=1-543
OG0000237	YDL144C	snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-0.101-mRNA-1_1&gene=snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-0.101&CDS=1-1014, snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-4.148-mRNA-1_1&gene=snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-4.148&CDS=1-1032
OG0000238	YDL174C	snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-1.31-mRNA-1_1&gene=snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-1.31&CDS=1-1728, snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-12.69-mRNA-1_1&gene=snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-12.69&CDS=1-1677
OG0000239	YDL204W, YDR233C	snap_masked-NODE_9_length_358411_cov_42.2046_ID_17-processed-gene-1.17-mRNA-1_1&gene=snap_masked-NODE_9_length_358411_cov_42.2046_ID_17-processed-gene-1.17&CDS=1-906
OG0000240	YDL210W	snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-5.20-mRNA-1_1&gene=snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-5.20&CDS=1-1677, snap_masked-NODE_9_length_358411_cov_42.2046_ID_17-processed-gene-2.83-mRNA-1_1&gene=snap_masked-NODE_9_length_358411_cov_42.2046_ID_17-processed-gene-2.83&CDS=1-1656
OG0000241	YDL224C, YNL197C	snap_masked-NODE_11_length_338931_cov_41.8878_ID_21-processed-gene-1.127-mRNA-1_1&gene=snap_masked-NODE_11_length_338931_cov_41.8878_ID_21-processed-gene-1.127&CDS=1-1737
OG0000242	YDL246C, YJR159W	snap_masked-NODE_6_length_515559_cov_44.7286_ID_11-processed-gene-1.125-mRNA-1_1&gene=snap_masked-NODE_6_length_515559_cov_44.7286_ID_11-processed-gene-1.125&CDS=1-1083
OG0000243	YDR069C, YER144C	snap_masked-NODE_17_length_126295_cov_42.083_ID_33-processed-gene-0.14-mRNA-1_1&gene=snap_masked-NODE_17_length_126295_cov_42.083_ID_33-processed-gene-0.14&CDS=1-2058
OG0000244	YDR098C, YER174C	snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-6.126-mRNA-1_1&gene=snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-6.126&CDS=1-738
OG0000245	YDR107C, YLR083C	snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-4.2-mRNA-1_1&gene=snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-4.2&CDS=1-1863
OG0000246	YDR122W, YLR096W	genemark-NODE_11_length_338931_cov_41.8878_ID_21-processed-gene-1.8-mRNA-1_1&gene=genemark-NODE_11_length_338931_cov_41.8878_ID_21-processed-gene-1.8&CDS=1-3477
OG0000247	YDR125C, YLR099C	augustus_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-2.14-mRNA-1_1&gene=augustus_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-2.14&CDS=1-1512
OG0000248	YDR132C, YLR108C	snap_masked-NODE_6_length_515559_cov_44.7286_ID_11-processed-gene-0.116-mRNA-1_1&gene=snap_masked-NODE_6_length_515559_cov_44.7286_ID_11-processed-gene-0.116&CDS=1-1260
OG0000249	YDR143C	augustus_masked-NODE_15_length_154211_cov_41.2508_ID_29-processed-gene-0.130-mRNA-1_1&gene=augustus_masked-NODE_15_length_154211_cov_41.2508_ID_29-processed-gene-0.130&CDS=1-504, snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-2.13-mRNA-1_1&gene=snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-2.13&CDS=1-2118
OG0000250	YDR151C, YLR136C	snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-9.157-mRNA-1_1&gene=snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-9.157&CDS=1-1116
OG0000251	YDR185C, YLR168C	snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-4.111-mRNA-1_1&gene=snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-4.111&CDS=1-1137
OG0000252	YDR200C, YLR238W	genemark-NODE_10_length_355069_cov_42.3146_ID_19-processed-gene-0.114-mRNA-1_1&gene=genemark-NODE_10_length_355069_cov_42.3146_ID_19-processed-gene-0.114&CDS=1-1407
OG0000253	YDR206W, YLR233C	snap_masked-NODE_10_length_355069_cov_42.3146_ID_19-processed-gene-0.30-mRNA-1_1&gene=snap_masked-NODE_10_length_355069_cov_42.3146_ID_19-processed-gene-0.30&CDS=1-2472
OG0000254	YDR247W, YPL026C	snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-8.103-mRNA-1_1&gene=snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-8.103&CDS=1-4119
OG0000255	YDR251W, YPL032C	snap_masked-NODE_13_length_249367_cov_50.2225_ID_25-processed-gene-1.19-mRNA-1_1&gene=snap_masked-NODE_13_length_249367_cov_50.2225_ID_25-processed-gene-1.19&CDS=1-2379
OG0000256	YDR252W, YPL037C	snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-5.118-mRNA-1_1&gene=snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-5.118&CDS=1-492
OG0000257	YDR253C, YPL038W	snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-5.117-mRNA-1_1&gene=snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-5.117&CDS=1-996
OG0000258	YDR263C, YOR033C	snap_masked-NODE_12_length_267721_cov_48.1709_ID_23-processed-gene-1.60-mRNA-1_1&gene=snap_masked-NODE_12_length_267721_cov_48.1709_ID_23-processed-gene-1.60&CDS=1-2139
OG0000259	YDR272W, YOR040W	snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-1.28-mRNA-1_1&gene=snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-1.28&CDS=1-759
OG0000260	YDR277C, YOR047C	snap_masked-NODE_14_length_194165_cov_42.4575_ID_27-processed-gene-0.18-mRNA-1_1&gene=snap_masked-NODE_14_length_194165_cov_42.4575_ID_27-processed-gene-0.18&CDS=1-1254
OG0000261	YDR300C, YHR033W	genemark-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-3.78-mRNA-1_1&gene=genemark-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-3.78&CDS=1-1248
OG0000262	YDR312W, YHR066W	snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-7.23-mRNA-1_1&gene=snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-7.23&CDS=1-1263
OG0000263	YDR351W, YHR103W	snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-1.142-mRNA-1_1&gene=snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-1.142&CDS=1-1989
OG0000264	YDR358W, YHR108W	maker-NODE_4_length_1115028_cov_40.7497_ID_7-augustus-gene-1.1-mRNA-1_1&gene=maker-NODE_4_length_1115028_cov_40.7497_ID_7-augustus-gene-1.1&CDS=1-2706
OG0000265	YDR368W, YOR120W	maker-NODE_5_length_949864_cov_43.0886_ID_9-snap-gene-7.153-mRNA-1_1&gene=maker-NODE_5_length_949864_cov_43.0886_ID_9-snap-gene-7.153&CDS=1-1809
OG0000266	YDR389W, YOR134W	snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-8.30-mRNA-1_1&gene=snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-8.30&CDS=1-1320
OG0000267	YDR409W, YOR156C	snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-9.144-mRNA-1_1&gene=snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-9.144&CDS=1-4971
OG0000268	YDR418W, YEL054C	snap_masked-NODE_17_length_126295_cov_42.083_ID_33-processed-gene-0.62-mRNA-1_1&gene=snap_masked-NODE_17_length_126295_cov_42.083_ID_33-processed-gene-0.62&CDS=1-495
OG0000269	YDR447C, YML024W	augustus_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-12.149-mRNA-1_1&gene=augustus_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-12.149&CDS=1-405
OG0000270	YDR450W, YML026C	maker-NODE_2_length_1328254_cov_42.4867_ID_3-snap-gene-11.61-mRNA-1_1&gene=maker-NODE_2_length_1328254_cov_42.4867_ID_3-snap-gene-11.61&CDS=1-453
OG0000271	YDR451C, YML027W	snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-11.169-mRNA-1_1&gene=snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-11.169&CDS=1-1167
OG0000272	YDR453C, YML028W	snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-8.251-mRNA-1_1&gene=snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-8.251&CDS=1-591
OG0000273	YDR471W, YHR010W	snap_masked-NODE_10_length_355069_cov_42.3146_ID_19-processed-gene-2.185-mRNA-1_1&gene=snap_masked-NODE_10_length_355069_cov_42.3146_ID_19-processed-gene-2.185&CDS=1-408
OG0000274	YDR475C, YOR019W	snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-7.106-mRNA-1_1&gene=snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-7.106&CDS=1-2277
OG0000275	YDR500C, YLR185W	snap_masked-NODE_12_length_267721_cov_48.1709_ID_23-processed-gene-0.107-mRNA-1_1&gene=snap_masked-NODE_12_length_267721_cov_48.1709_ID_23-processed-gene-0.107&CDS=1-252
OG0000276	YDR502C, YLR180W	maker-NODE_12_length_267721_cov_48.1709_ID_23-snap-gene-0.96-mRNA-1_1&gene=maker-NODE_12_length_267721_cov_48.1709_ID_23-snap-gene-0.96&CDS=1-3084
OG0000277	YDR505C, YLR177W	snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-6.133-mRNA-1_1&gene=snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-6.133&CDS=1-1848
OG0000278	YDR523C	maker-NODE_2_length_1328254_cov_42.4867_ID_3-snap-gene-9.87-mRNA-1_1&gene=maker-NODE_2_length_1328254_cov_42.4867_ID_3-snap-gene-9.87&CDS=1-1353, snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-8.169-mRNA-1_1&gene=snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-8.169&CDS=1-1434
OG0000279	YEL006W, YIL006W	snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-11.115-mRNA-1_1&gene=snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-11.115&CDS=1-1107
OG0000280	YEL007W, YHR177W	genemark-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-10.90-mRNA-1_1&gene=genemark-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-10.90&CDS=1-1269
OG0000281	YEL022W, YJR031C	snap_masked-NODE_7_length_395067_cov_41.3947_ID_13-processed-gene-1.122-mRNA-1_1&gene=snap_masked-NODE_7_length_395067_cov_41.3947_ID_13-processed-gene-1.122&CDS=1-4476
OG0000282	YEL028W	snap_masked-NODE_12_length_267721_cov_48.1709_ID_23-processed-gene-1.53-mRNA-1_1&gene=snap_masked-NODE_12_length_267721_cov_48.1709_ID_23-processed-gene-1.53&CDS=1-525, snap_masked-NODE_13_length_249367_cov_50.2225_ID_25-processed-gene-0.61-mRNA-1_1&gene=snap_masked-NODE_13_length_249367_cov_50.2225_ID_25-processed-gene-0.61&CDS=1-231
OG0000283	YEL034W, YJR047C	snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-1.23-mRNA-1_1&gene=snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-1.23&CDS=1-474
OG0000284	YEL039C, YJR048W	genemark-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-2.102-mRNA-1_1&gene=genemark-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-2.102&CDS=1-330
OG0000285	YEL041W, YJR049C	snap_masked-NODE_8_length_383177_cov_39.865_ID_15-processed-gene-1.29-mRNA-1_1&gene=snap_masked-NODE_8_length_383177_cov_39.865_ID_15-processed-gene-1.29&CDS=1-1383
OG0000286	YEL046C	snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-6.24-mRNA-1_1&gene=snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-6.24&CDS=1-1086, snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-7.145-mRNA-1_1&gene=snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-7.145&CDS=1-1137
OG0000287	YER019C-A, YER087C-B	snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-1.132-mRNA-1_1&gene=snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-1.132&CDS=1-255
OG0000288	YER027C, YGL208W	snap_masked-NODE_6_length_515559_cov_44.7286_ID_11-processed-gene-1.133-mRNA-1_1&gene=snap_masked-NODE_6_length_515559_cov_44.7286_ID_11-processed-gene-1.133&CDS=1-675
OG0000289	YER028C, YGL209W	genemark-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-2.76-mRNA-1_1&gene=genemark-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-2.76&CDS=1-1344
OG0000290	YER031C, YGL210W	snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-2.7-mRNA-1_1&gene=snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-2.7&CDS=1-660
OG0000291	YER037W, YGL224C	snap_masked-NODE_8_length_383177_cov_39.865_ID_15-processed-gene-1.21-mRNA-1_1&gene=snap_masked-NODE_8_length_383177_cov_39.865_ID_15-processed-gene-1.21&CDS=1-915
OG0000292	YER045C, YIL036W	augustus_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-1.100-mRNA-1_1&gene=augustus_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-1.100&CDS=1-1068
OG0000293	YER056C-A, YIL052C	genemark-NODE_15_length_154211_cov_41.2508_ID_29-processed-gene-0.179-mRNA-1_1&gene=genemark-NODE_15_length_154211_cov_41.2508_ID_29-processed-gene-0.179&CDS=1-330
OG0000294	YER057C, YIL051C	snap_masked-NODE_15_length_154211_cov_41.2508_ID_29-processed-gene-0.3-mRNA-1_1&gene=snap_masked-NODE_15_length_154211_cov_41.2508_ID_29-processed-gene-0.3&CDS=1-432
OG0000295	YER059W, YIL050W	genemark-NODE_15_length_154211_cov_41.2508_ID_29-processed-gene-0.180-mRNA-1_1&gene=genemark-NODE_15_length_154211_cov_41.2508_ID_29-processed-gene-0.180&CDS=1-1590
OG0000296	YER064C, YIL056W	snap_masked-NODE_11_length_338931_cov_41.8878_ID_21-processed-gene-0.118-mRNA-1_1&gene=snap_masked-NODE_11_length_338931_cov_41.8878_ID_21-processed-gene-0.118&CDS=1-1872
OG0000297	YER066W, YFL009W	snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-12.101-mRNA-1_1&gene=snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-12.101&CDS=1-2103
OG0000298	YER067W, YIL057C	snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-3.6-mRNA-1_1&gene=snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-3.6&CDS=1-558
OG0000299	YER070W	maker-NODE_3_length_1190395_cov_43.5002_ID_5-augustus-gene-7.144-mRNA-1_1&gene=maker-NODE_3_length_1190395_cov_43.5002_ID_5-augustus-gene-7.144&CDS=1-3723, snap_masked-NODE_7_length_395067_cov_41.3947_ID_13-processed-gene-2.301-mRNA-1_1&gene=snap_masked-NODE_7_length_395067_cov_41.3947_ID_13-processed-gene-2.301&CDS=1-2688
OG0000300	YER074W, YIL069C	augustus_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-1.54-mRNA-1_1&gene=augustus_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-1.54&CDS=1-402
OG0000301	YER081W, YIL074C	snap_masked-NODE_6_length_515559_cov_44.7286_ID_11-processed-gene-2.39-mRNA-1_1&gene=snap_masked-NODE_6_length_515559_cov_44.7286_ID_11-processed-gene-2.39&CDS=1-1398
OG0000302	YER131W, YGL189C	genemark-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-6.0-mRNA-1_1&gene=genemark-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-6.0&CDS=1-357
OG0000303	YER132C, YGL197W	snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-2.106-mRNA-1_1&gene=snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-2.106&CDS=1-3999
OG0000304	YER145C	snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-7.29-mRNA-1_1&gene=snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-7.29&CDS=1-1113, snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-0.2-mRNA-1_1&gene=snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-0.2&CDS=1-1134
OG0000305	YER166W	genemark-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-10.313-mRNA-1_1&gene=genemark-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-10.313&CDS=1-3951, snap_masked-NODE_9_length_358411_cov_42.2046_ID_17-processed-gene-2.7-mRNA-1_1&gene=snap_masked-NODE_9_length_358411_cov_42.2046_ID_17-processed-gene-2.7&CDS=1-4902
OG0000306	YFL004W, YPL019C	snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-6.126-mRNA-1_1&gene=snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-6.126&CDS=1-2601
OG0000307	YFL011W, YMR011W	snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-3.4-mRNA-1_1&gene=snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-3.4&CDS=1-1590
OG0000308	YFL048C, YLR080W	genemark-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-5.90-mRNA-1_1&gene=genemark-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-5.90&CDS=1-1341
OG0000309	YFR014C, YOL016C	snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-1.150-mRNA-1_1&gene=snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-1.150&CDS=1-1320
OG0000310	YFR025C, YGR101W	augustus_masked-NODE_9_length_358411_cov_42.2046_ID_17-processed-gene-2.105-mRNA-1_1&gene=augustus_masked-NODE_9_length_358411_cov_42.2046_ID_17-processed-gene-2.105&CDS=1-1677
OG0000311	YFR031C-A, YIL018W	augustus_masked-NODE_74_length_620_cov_73.7154_ID_147-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_74_length_620_cov_73.7154_ID_147-processed-gene-0.1&CDS=1-615
OG0000312	YGL008C, YPL036W	augustus_masked-NODE_40_length_1475_cov_88.3301_ID_79-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_40_length_1475_cov_88.3301_ID_79-processed-gene-0.1&CDS=1-1461
OG0000313	YGL023C	augustus_masked-NODE_17_length_126295_cov_42.083_ID_33-processed-gene-0.153-mRNA-1_1&gene=augustus_masked-NODE_17_length_126295_cov_42.083_ID_33-processed-gene-0.153&CDS=1-1206, maker-NODE_5_length_949864_cov_43.0886_ID_9-snap-gene-0.45-mRNA-1_1&gene=maker-NODE_5_length_949864_cov_43.0886_ID_9-snap-gene-0.45&CDS=1-633
OG0000314	YGL031C, YGR148C	snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-1.17-mRNA-1_1&gene=snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-1.17&CDS=1-462
OG0000315	YGL071W, YPL202C	snap_masked-NODE_7_length_395067_cov_41.3947_ID_13-processed-gene-0.152-mRNA-1_1&gene=snap_masked-NODE_7_length_395067_cov_41.3947_ID_13-processed-gene-0.152&CDS=1-852
