	Ambrosiozyma_kashinagacola	Saccharomyces_cerevisiae
OG0000391	-processed-gene-6.141-mRNA-1_1&gene=augustus_masked-gi|1002316254|dbj|BCGA01000003.1|-processed-gene-6.141&CDS=1-3186	YJL076W, YKR010C
OG0000392	-processed-gene-7.47-mRNA-1_1&gene=genemark-gi|1002316254|dbj|BCGA01000003.1|-processed-gene-7.47&CDS=1-1602	YIL121W, YNL065W
OG0000393	-processed-gene-6.133-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-6.133&CDS=1-1131, -processed-gene-7.104-mRNA-1_1&gene=snap_masked-gi|1002316254|dbj|BCGA01000003.1|-processed-gene-7.104&CDS=1-1386	YNL042W
OG0000394	-processed-gene-7.160-mRNA-1_1&gene=augustus_masked-gi|1002316254|dbj|BCGA01000003.1|-processed-gene-7.160&CDS=1-897	YLR270W, YOR173W
OG0000395	-processed-gene-7.138-mRNA-1_1&gene=augustus_masked-gi|1002316254|dbj|BCGA01000003.1|-processed-gene-7.138&CDS=1-1269	YFR014C, YOL016C
OG0000396	-processed-gene-8.64-mRNA-1_1&gene=augustus_masked-gi|1002316254|dbj|BCGA01000003.1|-processed-gene-8.64&CDS=1-1389	YGL162W, YPR009W
OG0000397	-processed-gene-1.54-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-1.54&CDS=1-1734, -processed-gene-8.71-mRNA-1_1&gene=augustus_masked-gi|1002316254|dbj|BCGA01000003.1|-processed-gene-8.71&CDS=1-1785	YDR380W
OG0000398	-processed-gene-8.91-mRNA-1_1&gene=augustus_masked-gi|1002316254|dbj|BCGA01000003.1|-processed-gene-8.91&CDS=1-2238	YJL083W, YKR019C
OG0000399	-processed-gene-8.101-mRNA-1_1&gene=augustus_masked-gi|1002316254|dbj|BCGA01000003.1|-processed-gene-8.101&CDS=1-2070	YDL224C, YNL197C
OG0000400	-processed-gene-9.50-mRNA-1_1&gene=genemark-gi|1002316254|dbj|BCGA01000003.1|-processed-gene-9.50&CDS=1-2061	YMR119W, YNL008C
OG0000401	-processed-gene-3.118-mRNA-1_1&gene=augustus_masked-gi|1002316255|dbj|BCGA01000002.1|-processed-gene-3.118&CDS=1-4878, -processed-gene-9.100-mRNA-1_1&gene=augustus_masked-gi|1002316254|dbj|BCGA01000003.1|-processed-gene-9.100&CDS=1-4131	YER166W
OG0000402	-processed-gene-7.90-mRNA-1_1&gene=genemark-gi|1002316255|dbj|BCGA01000002.1|-processed-gene-7.90&CDS=1-180, -processed-gene-9.104-mRNA-1_1&gene=augustus_masked-gi|1002316254|dbj|BCGA01000003.1|-processed-gene-9.104&CDS=1-837	YMR234W
OG0000403	-processed-gene-9.138-mRNA-1_1&gene=augustus_masked-gi|1002316254|dbj|BCGA01000003.1|-processed-gene-9.138&CDS=1-732	YGR248W, YHR163W
OG0000404	-processed-gene-9.142-mRNA-1_1&gene=augustus_masked-gi|1002316254|dbj|BCGA01000003.1|-processed-gene-9.142&CDS=1-2355	YFR023W, YHR015W
OG0000405	-processed-gene-10.104-mRNA-1_1&gene=genemark-gi|1002316254|dbj|BCGA01000003.1|-processed-gene-10.104&CDS=1-1878	YDR107C, YLR083C
OG0000406	-processed-gene-10.13-mRNA-1_1&gene=augustus_masked-gi|1002316254|dbj|BCGA01000003.1|-processed-gene-10.13&CDS=1-477	YEL034W, YJR047C
OG0000407	-processed-gene-11.43-mRNA-1_1&gene=augustus_masked-gi|1002316254|dbj|BCGA01000003.1|-processed-gene-11.43&CDS=1-747	YMR222C, YOR280C
OG0000408	-processed-gene-11.44-mRNA-1_1&gene=augustus_masked-gi|1002316254|dbj|BCGA01000003.1|-processed-gene-11.44&CDS=1-1578, -processed-gene-3.43-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-3.43&CDS=1-1629	YMR221C
OG0000409	-processed-gene-11.75-mRNA-1_1&gene=augustus_masked-gi|1002316254|dbj|BCGA01000003.1|-processed-gene-11.75&CDS=1-1056	YOR390W, YPL279C
OG0000410	-processed-gene-12.58-mRNA-1_1&gene=augustus_masked-gi|1002316254|dbj|BCGA01000003.1|-processed-gene-12.58&CDS=1-1872	YDR200C, YLR238W
OG0000411	-processed-gene-12.61-mRNA-1_1&gene=augustus_masked-gi|1002316254|dbj|BCGA01000003.1|-processed-gene-12.61&CDS=1-3045	YDR206W, YLR233C
OG0000412	-processed-gene-12.41-mRNA-1_1&gene=snap_masked-gi|1002316254|dbj|BCGA01000003.1|-processed-gene-12.41&CDS=1-3477	YJR091C, YPR042C
OG0000413	-snap-gene-12.100-mRNA-1_1&gene=maker-gi|1002316254|dbj|BCGA01000003.1|-snap-gene-12.100&CDS=1-882	YDR253C, YPL038W
OG0000414	-processed-gene-13.62-mRNA-1_1&gene=augustus_masked-gi|1002316254|dbj|BCGA01000003.1|-processed-gene-13.62&CDS=1-3177	YJL084C, YKR021W
OG0000415	-processed-gene-13.65-mRNA-1_1&gene=augustus_masked-gi|1002316254|dbj|BCGA01000003.1|-processed-gene-13.65&CDS=1-2535	YBR001C, YDR001C
OG0000416	-augustus-gene-13.46-mRNA-1_1&gene=maker-gi|1002316254|dbj|BCGA01000003.1|-augustus-gene-13.46&CDS=1-984	YBR147W, YOL092W
OG0000417	-processed-gene-14.11-mRNA-1_1&gene=augustus_masked-gi|1002316254|dbj|BCGA01000003.1|-processed-gene-14.11&CDS=1-2034	YNL299W, YOL115W
OG0000418	-processed-gene-14.19-mRNA-1_1&gene=augustus_masked-gi|1002316254|dbj|BCGA01000003.1|-processed-gene-14.19&CDS=1-4689	YEL022W, YJR031C
OG0000419	-processed-gene-14.126-mRNA-1_1&gene=snap_masked-gi|1002316254|dbj|BCGA01000003.1|-processed-gene-14.126&CDS=1-1065, -processed-gene-14.127-mRNA-1_1&gene=snap_masked-gi|1002316254|dbj|BCGA01000003.1|-processed-gene-14.127&CDS=1-1146	YJR107W
OG0000420	-processed-gene-15.3-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-15.3&CDS=1-1659, -snap-gene-14.5-mRNA-1_1&gene=maker-gi|1002316254|dbj|BCGA01000003.1|-snap-gene-14.5&CDS=1-3336	YOR348C
OG0000421	-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-gi|1002316255|dbj|BCGA01000002.1|-processed-gene-0.78&CDS=1-2574, -processed-gene-12.14-mRNA-1_1&gene=augustus_masked-gi|1002316255|dbj|BCGA01000002.1|-processed-gene-12.14&CDS=1-1782	YOR380W
OG0000422	-processed-gene-1.4-mRNA-1_1&gene=augustus_masked-gi|1002316255|dbj|BCGA01000002.1|-processed-gene-1.4&CDS=1-1302	YMR253C, YPL264C
OG0000423	-processed-gene-1.37-mRNA-1_1&gene=augustus_masked-gi|1002316255|dbj|BCGA01000002.1|-processed-gene-1.37&CDS=1-1320	YDL048C, YLR375W
OG0000424	-processed-gene-3.129-mRNA-1_1&gene=augustus_masked-gi|1002316255|dbj|BCGA01000002.1|-processed-gene-3.129&CDS=1-1014	YBL068W, YER099C
OG0000425	-processed-gene-3.13-mRNA-1_1&gene=genemark-gi|1002316255|dbj|BCGA01000002.1|-processed-gene-3.13&CDS=1-600	YBL072C, YER102W
OG0000426	-processed-gene-3.142-mRNA-1_1&gene=augustus_masked-gi|1002316255|dbj|BCGA01000002.1|-processed-gene-3.142&CDS=1-1917	YLR287C-A, YOR182C
OG0000427	-processed-gene-3.126-mRNA-1_1&gene=augustus_masked-gi|1002316255|dbj|BCGA01000002.1|-processed-gene-3.126&CDS=1-201	YLR264W, YOR167C
OG0000428	-processed-gene-4.35-mRNA-1_1&gene=augustus_masked-gi|1002316255|dbj|BCGA01000002.1|-processed-gene-4.35&CDS=1-849	YIL114C, YNL055C
OG0000429	-processed-gene-4.16-mRNA-1_1&gene=augustus_masked-gi|1002316255|dbj|BCGA01000002.1|-processed-gene-4.16&CDS=1-1452	YGR121C, YPR138C
OG0000430	-processed-gene-4.21-mRNA-1_1&gene=augustus_masked-gi|1002316255|dbj|BCGA01000002.1|-processed-gene-4.21&CDS=1-1116	YDL222C, YNL194C
OG0000431	-processed-gene-4.41-mRNA-1_1&gene=augustus_masked-gi|1002316255|dbj|BCGA01000002.1|-processed-gene-4.41&CDS=1-1272	YGR108W, YPR119W
OG0000432	-snap-gene-4.5-mRNA-1_1&gene=maker-gi|1002316255|dbj|BCGA01000002.1|-snap-gene-4.5&CDS=1-1218	YNL108C, YOR110W
OG0000433	-processed-gene-5.170-mRNA-1_1&gene=augustus_masked-gi|1002316255|dbj|BCGA01000002.1|-processed-gene-5.170&CDS=1-1845	YBR238C, YGL107C
OG0000434	-processed-gene-5.51-mRNA-1_1&gene=snap_masked-gi|1002316255|dbj|BCGA01000002.1|-processed-gene-5.51&CDS=1-2406	YBR172C, YPL105C
OG0000435	-processed-gene-5.151-mRNA-1_1&gene=augustus_masked-gi|1002316255|dbj|BCGA01000002.1|-processed-gene-5.151&CDS=1-1080, -snap-gene-7.139-mRNA-1_1&gene=maker-gi|1002316255|dbj|BCGA01000002.1|-snap-gene-7.139&CDS=1-1395	YEL046C
OG0000436	-processed-gene-6.120-mRNA-1_1&gene=augustus_masked-gi|1002316255|dbj|BCGA01000002.1|-processed-gene-6.120&CDS=1-246	YHR021C, YKL156W
OG0000437	-processed-gene-6.124-mRNA-1_1&gene=augustus_masked-gi|1002316255|dbj|BCGA01000002.1|-processed-gene-6.124&CDS=1-1404	YGL071W, YPL202C
OG0000438	-processed-gene-8.67-mRNA-1_1&gene=augustus_masked-gi|1002316255|dbj|BCGA01000002.1|-processed-gene-8.67&CDS=1-2931	YIL156W, YKR098C
OG0000439	-processed-gene-8.62-mRNA-1_1&gene=augustus_masked-gi|1002316255|dbj|BCGA01000002.1|-processed-gene-8.62&CDS=1-309	YGR209C, YLR043C
OG0000440	-processed-gene-10.27-mRNA-1_1&gene=augustus_masked-gi|1002316255|dbj|BCGA01000002.1|-processed-gene-10.27&CDS=1-465	YBR048W, YDR025W
OG0000441	-snap-gene-10.49-mRNA-1_1&gene=maker-gi|1002316255|dbj|BCGA01000002.1|-snap-gene-10.49&CDS=1-987	YBR014C, YDL010W
OG0000442	-processed-gene-10.10-mRNA-1_1&gene=augustus_masked-gi|1002316255|dbj|BCGA01000002.1|-processed-gene-10.10&CDS=1-1272	YDR312W, YHR066W
OG0000443	-processed-gene-11.35-mRNA-1_1&gene=augustus_masked-gi|1002316255|dbj|BCGA01000002.1|-processed-gene-11.35&CDS=1-1743	YDL042C, YOL068C
OG0000444	-processed-gene-11.39-mRNA-1_1&gene=augustus_masked-gi|1002316255|dbj|BCGA01000002.1|-processed-gene-11.39&CDS=1-585	YDR453C, YML028W
OG0000445	-snap-gene-12.51-mRNA-1_1&gene=maker-gi|1002316255|dbj|BCGA01000002.1|-snap-gene-12.51&CDS=1-3438	YLR433C, YML057W
OG0000446	-processed-gene-12.41-mRNA-1_1&gene=augustus_masked-gi|1002316255|dbj|BCGA01000002.1|-processed-gene-12.41&CDS=1-348	YDL075W, YLR406C
OG0000447	-processed-gene-13.11-mRNA-1_1&gene=augustus_masked-gi|1002316255|dbj|BCGA01000002.1|-processed-gene-13.11&CDS=1-2439	YKL121W, YMR102C
OG0000448	-processed-gene-13.39-mRNA-1_1&gene=augustus_masked-gi|1002316255|dbj|BCGA01000002.1|-processed-gene-13.39&CDS=1-1758	YHR117W, YNL121C
OG0000449	-processed-gene-13.42-mRNA-1_1&gene=augustus_masked-gi|1002316255|dbj|BCGA01000002.1|-processed-gene-13.42&CDS=1-1914, -snap-gene-17.46-mRNA-1_1&gene=maker-gi|1002316256|dbj|BCGA01000001.1|-snap-gene-17.46&CDS=1-3288	YGL122C
OG0000450	-processed-gene-13.16-mRNA-1_1&gene=augustus_masked-gi|1002316255|dbj|BCGA01000002.1|-processed-gene-13.16&CDS=1-2760	YBR150C, YOL089C
OG0000451	-processed-gene-14.120-mRNA-1_1&gene=augustus_masked-gi|1002316255|dbj|BCGA01000002.1|-processed-gene-14.120&CDS=1-2562	YFL004W, YPL019C
OG0000452	-processed-gene-15.185-mRNA-1_1&gene=augustus_masked-gi|1002316255|dbj|BCGA01000002.1|-processed-gene-15.185&CDS=1-669	YER031C, YGL210W
OG0000453	-processed-gene-15.188-mRNA-1_1&gene=augustus_masked-gi|1002316255|dbj|BCGA01000002.1|-processed-gene-15.188&CDS=1-1671	YIR031C, YNL117W
OG0000454	-processed-gene-15.163-mRNA-1_1&gene=augustus_masked-gi|1002316255|dbj|BCGA01000002.1|-processed-gene-15.163&CDS=1-2475	YBR294W, YLR092W
OG0000455	-processed-gene-15.99-mRNA-1_1&gene=snap_masked-gi|1002316255|dbj|BCGA01000002.1|-processed-gene-15.99&CDS=1-915	YHR133C, YNL156C
OG0000456	-processed-gene-15.200-mRNA-1_1&gene=augustus_masked-gi|1002316255|dbj|BCGA01000002.1|-processed-gene-15.200&CDS=1-375	YHR132W-A, YNL157W
OG0000457	-processed-gene-1.53-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-1.53&CDS=1-606	YBL027W, YBR084C-A
OG0000458	-processed-gene-1.64-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-1.64&CDS=1-1164, -processed-gene-6.9-mRNA-1_1&gene=snap_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-6.9&CDS=1-723	YGR234W
OG0000459	-processed-gene-2.121-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-2.121&CDS=1-1059, -processed-gene-4.70-mRNA-1_1&gene=snap_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-4.70&CDS=1-5139	YDR301W
OG0000460	-processed-gene-2.124-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-2.124&CDS=1-2019	YCL036W, YDR514C
OG0000461	-processed-gene-2.116-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-2.116&CDS=1-1890	YGR138C, YPR156C
OG0000462	-processed-gene-2.117-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-2.117&CDS=1-2100	YER064C, YIL056W
OG0000463	-processed-gene-3.22-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-3.22&CDS=1-4038	YLL016W, YLR310C
OG0000464	-processed-gene-3.46-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-3.46&CDS=1-2754	YDR475C, YOR019W
OG0000465	-processed-gene-4.138-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-4.138&CDS=1-3813	YIR033W, YKL020C
OG0000466	-processed-gene-4.120-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-4.120&CDS=1-1581, -processed-gene-4.88-mRNA-1_1&gene=snap_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-4.88&CDS=1-1521	YCR023C
OG0000467	-processed-gene-4.78-mRNA-1_1&gene=snap_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-4.78&CDS=1-726	YGL076C, YPL198W
OG0000468	-processed-gene-5.97-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-5.97&CDS=1-1701	YMR177W, YPL224C
OG0000469	-processed-gene-5.128-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-5.128&CDS=1-1578, -processed-gene-7.19-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-7.19&CDS=1-1989	YJL090C
OG0000470	-processed-gene-6.130-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-6.130&CDS=1-399	YCL035C, YDR513W
OG0000471	-processed-gene-7.2-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-7.2&CDS=1-597	YBR067C, YIL011W
OG0000472	-processed-gene-7.88-mRNA-1_1&gene=genemark-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-7.88&CDS=1-4467	YDR409W, YOR156C
OG0000473	-processed-gene-17.43-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-17.43&CDS=1-1122, -processed-gene-7.35-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-7.35&CDS=1-1233	YNL066W
OG0000474	-processed-gene-7.28-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-7.28&CDS=1-2616	YCR026C, YEL016C
OG0000475	-processed-gene-8.62-mRNA-1_1&gene=genemark-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-8.62&CDS=1-600	YIL133C, YNL069C
OG0000476	-processed-gene-9.11-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-9.11&CDS=1-696	YBR242W, YGL101W
OG0000477	-processed-gene-9.34-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-9.34&CDS=1-1467	YKR091W, YOR083W
OG0000478	-processed-gene-11.37-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-11.37&CDS=1-681	YDR066C, YER139C
OG0000479	-processed-gene-12.29-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-12.29&CDS=1-2313	YDR264C, YOR034C
OG0000480	-processed-gene-12.19-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-12.19&CDS=1-615	YAL007C, YOR016C
OG0000481	-processed-gene-13.87-mRNA-1_1&gene=genemark-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-13.87&CDS=1-1962	YDR263C, YOR033C
OG0000482	-processed-gene-13.40-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-13.40&CDS=1-3288, -processed-gene-15.14-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-15.14&CDS=1-3183	YOR032C
OG0000483	-processed-gene-14.21-mRNA-1_1&gene=genemark-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-14.21&CDS=1-1053	YCL050C, YDR530C
OG0000484	-augustus-gene-16.40-mRNA-1_1&gene=maker-gi|1002316256|dbj|BCGA01000001.1|-augustus-gene-16.40&CDS=1-408	YDR471W, YHR010W
OG0000485	-processed-gene-16.12-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-16.12&CDS=1-2601	YCR091W, YNR047W
OG0000486	-processed-gene-16.33-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-16.33&CDS=1-864	YMR183C, YPL232W
OG0000487	-processed-gene-16.66-mRNA-1_1&gene=genemark-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-16.66&CDS=1-1728	YHR115C, YNL116W
OG0000488	-snap-gene-17.47-mRNA-1_1&gene=maker-gi|1002316256|dbj|BCGA01000001.1|-snap-gene-17.47&CDS=1-4713	YIL151C, YKR096W
OG0000489	-processed-gene-17.7-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-17.7&CDS=1-1395	YHR001W, YKR003W
OG0000490	-augustus-gene-17.151-mRNA-1_1&gene=maker-gi|1002316256|dbj|BCGA01000001.1|-augustus-gene-17.151&CDS=1-426	YDL083C, YMR143W
OG0000491	-processed-gene-17.123-mRNA-1_1&gene=genemark-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-17.123&CDS=1-591	YDL082W, YMR142C
OG0000492	-processed-gene-17.24-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-17.24&CDS=1-1761	YHL017W, YKL039W
OG0000493	-processed-gene-18.80-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-18.80&CDS=1-1416	YER081W, YIL074C
OG0000494	-processed-gene-18.119-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-18.119&CDS=1-1458	YFL048C, YLR080W
OG0000495	-processed-gene-18.121-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-18.121&CDS=1-1203	YCR094W, YNR048W
OG0000496	-processed-gene-18.125-mRNA-1_1&gene=augustus_masked-gi|1002316256|dbj|BCGA01000001.1|-processed-gene-18.125&CDS=1-657	YGR038W, YLR350W
OG0000497	-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-gi|1002316238|dbj|BCGA01000019.1|-processed-gene-0.7&CDS=1-1092	YDR392W
OG0000498	-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-gi|1002316238|dbj|BCGA01000019.1|-processed-gene-0.5&CDS=1-600	YDL177C
OG0000499	-augustus-gene-0.1-mRNA-1_1&gene=maker-gi|1002316241|dbj|BCGA01000016.1|-augustus-gene-0.1&CDS=1-762	YGR135W
OG0000500	-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-gi|1002316241|dbj|BCGA01000016.1|-processed-gene-0.16&CDS=1-1803	YMR215W
OG0000501	-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-gi|1002316241|dbj|BCGA01000016.1|-processed-gene-0.20&CDS=1-762	YPL107W
OG0000502	-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-gi|1002316241|dbj|BCGA01000016.1|-processed-gene-0.22&CDS=1-912	YPR079W
OG0000503	-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-gi|1002316242|dbj|BCGA01000015.1|-processed-gene-0.36&CDS=1-2835	YML010W
OG0000504	-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-gi|1002316242|dbj|BCGA01000015.1|-processed-gene-0.44&CDS=1-1491	YCR098C
OG0000505	-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-gi|1002316242|dbj|BCGA01000015.1|-processed-gene-0.45&CDS=1-2721	YGL083W
OG0000506	-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-gi|1002316242|dbj|BCGA01000015.1|-processed-gene-0.39&CDS=1-873	YER053C
OG0000507	-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-gi|1002316242|dbj|BCGA01000015.1|-processed-gene-0.40&CDS=1-570	YOR215C
OG0000508	-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-gi|1002316242|dbj|BCGA01000015.1|-processed-gene-0.48&CDS=1-777	YPR143W
OG0000509	-processed-gene-0.8-mRNA-1_1&gene=genemark-gi|1002316242|dbj|BCGA01000015.1|-processed-gene-0.8&CDS=1-1218	YGR286C
OG0000510	-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-gi|1002316242|dbj|BCGA01000015.1|-processed-gene-0.42&CDS=1-819	YEL009C
OG0000511	-augustus-gene-0.132-mRNA-1_1&gene=maker-gi|1002316243|dbj|BCGA01000014.1|-augustus-gene-0.132&CDS=1-429	YKR074W
OG0000512	-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-gi|1002316243|dbj|BCGA01000014.1|-processed-gene-0.75&CDS=1-2031	YIL046W
OG0000513	-processed-gene-0.168-mRNA-1_1&gene=genemark-gi|1002316243|dbj|BCGA01000014.1|-processed-gene-0.168&CDS=1-390	YPR153W
OG0000514	-processed-gene-0.170-mRNA-1_1&gene=genemark-gi|1002316243|dbj|BCGA01000014.1|-processed-gene-0.170&CDS=1-1161	YMR276W
OG0000515	-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-gi|1002316243|dbj|BCGA01000014.1|-processed-gene-0.103&CDS=1-2349	YKL134C
OG0000516	-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-gi|1002316243|dbj|BCGA01000014.1|-processed-gene-0.105&CDS=1-867	YBR185C
OG0000517	-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-gi|1002316243|dbj|BCGA01000014.1|-processed-gene-0.106&CDS=1-705	YJL072C
OG0000518	-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-gi|1002316243|dbj|BCGA01000014.1|-processed-gene-0.78&CDS=1-1170	YBR271W
OG0000519	-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-gi|1002316243|dbj|BCGA01000014.1|-processed-gene-0.79&CDS=1-1800	YER022W
OG0000520	-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-gi|1002316243|dbj|BCGA01000014.1|-processed-gene-0.81&CDS=1-1044	YCR034W
OG0000521	-processed-gene-0.109-mRNA-1_1&gene=augustus_masked-gi|1002316243|dbj|BCGA01000014.1|-processed-gene-0.109&CDS=1-1077	YCR035C
OG0000522	-processed-gene-0.110-mRNA-1_1&gene=augustus_masked-gi|1002316243|dbj|BCGA01000014.1|-processed-gene-0.110&CDS=1-3753	YJL197W
OG0000523	-processed-gene-0.20-mRNA-1_1&gene=snap_masked-gi|1002316243|dbj|BCGA01000014.1|-processed-gene-0.20&CDS=1-6327	YCR032W
OG0000524	-processed-gene-0.113-mRNA-1_1&gene=augustus_masked-gi|1002316243|dbj|BCGA01000014.1|-processed-gene-0.113&CDS=1-1503	YGR123C
OG0000525	-processed-gene-0.114-mRNA-1_1&gene=augustus_masked-gi|1002316243|dbj|BCGA01000014.1|-processed-gene-0.114&CDS=1-1407	YPL259C
OG0000526	-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-gi|1002316243|dbj|BCGA01000014.1|-processed-gene-0.85&CDS=1-1998	YCR084C
OG0000527	-augustus-gene-0.133-mRNA-1_1&gene=maker-gi|1002316243|dbj|BCGA01000014.1|-augustus-gene-0.133&CDS=1-1188	YNR043W
OG0000528	-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-gi|1002316243|dbj|BCGA01000014.1|-processed-gene-0.87&CDS=1-1320	YPR173C
OG0000529	-processed-gene-0.116-mRNA-1_1&gene=augustus_masked-gi|1002316243|dbj|BCGA01000014.1|-processed-gene-0.116&CDS=1-1392	YPL091W
OG0000530	-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-gi|1002316243|dbj|BCGA01000014.1|-processed-gene-0.91&CDS=1-795	YDR167W
OG0000531	-augustus-gene-0.135-mRNA-1_1&gene=maker-gi|1002316243|dbj|BCGA01000014.1|-augustus-gene-0.135&CDS=1-1521	YLR149C
OG0000532	-processed-gene-0.122-mRNA-1_1&gene=augustus_masked-gi|1002316243|dbj|BCGA01000014.1|-processed-gene-0.122&CDS=1-846	YJR096W
OG0000533	-processed-gene-0.123-mRNA-1_1&gene=augustus_masked-gi|1002316243|dbj|BCGA01000014.1|-processed-gene-0.123&CDS=1-3339	YHR073W
OG0000534	-processed-gene-0.124-mRNA-1_1&gene=augustus_masked-gi|1002316243|dbj|BCGA01000014.1|-processed-gene-0.124&CDS=1-1257	YJR013W
OG0000535	-processed-gene-0.162-mRNA-1_1&gene=genemark-gi|1002316243|dbj|BCGA01000014.1|-processed-gene-0.162&CDS=1-153	YJL189W
OG0000536	-processed-gene-0.126-mRNA-1_1&gene=augustus_masked-gi|1002316243|dbj|BCGA01000014.1|-processed-gene-0.126&CDS=1-537	YNL044W
OG0000537	-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-gi|1002316243|dbj|BCGA01000014.1|-processed-gene-0.96&CDS=1-1914	YNL045W
OG0000538	-processed-gene-0.128-mRNA-1_1&gene=augustus_masked-gi|1002316243|dbj|BCGA01000014.1|-processed-gene-0.128&CDS=1-2496	YBR202W
