	Ogataea_methanolica	Saccharomyces_cerevisiae
OG0000438	-processed-gene-30.1-mRNA-1_1&gene=augustus_masked-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-30.1&CDS=1-2220, -processed-gene-30.17-mRNA-1_1&gene=augustus_masked-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-30.17&CDS=1-2292	YBL097W
OG0000439	-processed-gene-30.84-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-30.84&CDS=1-360	YER131W, YGL189C
OG0000440	-processed-gene-30.20-mRNA-1_1&gene=augustus_masked-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-30.20&CDS=1-333, -processed-gene-30.86-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-30.86&CDS=1-1593	YOR320C
OG0000441	-processed-gene-31.37-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-31.37&CDS=1-3687	YJR127C, YML081W
OG0000442	-snap-gene-31.61-mRNA-1_1&gene=maker-gi|1002316336|dbj|BCKW01000001.1|-snap-gene-31.61&CDS=1-2409	YJL105W, YKR029C
OG0000443	-processed-gene-32.21-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-32.21&CDS=1-2595	YDL138W, YDL194W
OG0000444	-processed-gene-32.109-mRNA-1_1&gene=augustus_masked-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-32.109&CDS=1-543	YDL137W, YDL192W
OG0000445	-processed-gene-32.24-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-32.24&CDS=1-366	YDL136W, YDL191W
OG0000446	-processed-gene-32.40-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-32.40&CDS=1-1026	YDL134C, YDL188C
OG0000447	-processed-gene-32.45-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-32.45&CDS=1-792	YGR214W, YLR048W
OG0000448	-processed-gene-33.4-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-33.4&CDS=1-2331	YJL082W, YKR018C
OG0000449	-processed-gene-33.48-mRNA-1_1&gene=augustus_masked-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-33.48&CDS=1-2724	YJL083W, YKR019C
OG0000450	-processed-gene-33.112-mRNA-1_1&gene=snap_masked-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-33.112&CDS=1-927	YBR104W, YPR058W
OG0000451	-snap-gene-33.38-mRNA-1_1&gene=maker-gi|1002316336|dbj|BCKW01000001.1|-snap-gene-33.38&CDS=1-2652	YBR031W, YDR012W
OG0000452	-processed-gene-34.100-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-34.100&CDS=1-3291	YML100W, YMR261C
OG0000453	-processed-gene-34.106-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-34.106&CDS=1-3180	YLR450W, YML075C
OG0000454	-processed-gene-35.94-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-35.94&CDS=1-1734, -snap-gene-35.156-mRNA-1_1&gene=maker-gi|1002316336|dbj|BCKW01000001.1|-snap-gene-35.156&CDS=1-3489	YKR039W
OG0000455	-processed-gene-35.82-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-35.82&CDS=1-522	YKL141W, YMR118C
OG0000456	-processed-gene-35.84-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-35.84&CDS=1-1548, -processed-gene-35.88-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-35.88&CDS=1-1479	YOL119C
OG0000457	-processed-gene-35.120-mRNA-1_1&gene=genemark-gi|1002316336|dbj|BCKW01000001.1|-processed-gene-35.120&CDS=1-1740	YJR130C, YML082W
OG0000458		YCR102C, YLR460C, YNL134C
OG0000459		YHL009W-B, YJL113W, YPL060C-A
OG0000460	-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-gi|1002316317|dbj|BCKW01000020.1|-processed-gene-0.8&CDS=1-1449	YCR028C
OG0000461	-augustus-gene-0.22-mRNA-1_1&gene=maker-gi|1002316324|dbj|BCKW01000013.1|-augustus-gene-0.22&CDS=1-4614	YER157W
OG0000462	-processed-gene-0.62-mRNA-1_1&gene=genemark-gi|1002316324|dbj|BCKW01000013.1|-processed-gene-0.62&CDS=1-222	YDR079C-A
OG0000463	-processed-gene-0.52-mRNA-1_1&gene=genemark-gi|1002316324|dbj|BCKW01000013.1|-processed-gene-0.52&CDS=1-3180	YDR080W
OG0000464	-processed-gene-0.63-mRNA-1_1&gene=genemark-gi|1002316324|dbj|BCKW01000013.1|-processed-gene-0.63&CDS=1-738	YDR084C
OG0000465	-processed-gene-0.84-mRNA-1_1&gene=genemark-gi|1002316325|dbj|BCKW01000012.1|-processed-gene-0.84&CDS=1-960	YOR142W
OG0000466	-processed-gene-0.87-mRNA-1_1&gene=genemark-gi|1002316325|dbj|BCKW01000012.1|-processed-gene-0.87&CDS=1-1497	YHR137W
OG0000467	-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-gi|1002316325|dbj|BCKW01000012.1|-processed-gene-0.41&CDS=1-249	YER048W-A
OG0000468	-processed-gene-0.88-mRNA-1_1&gene=genemark-gi|1002316325|dbj|BCKW01000012.1|-processed-gene-0.88&CDS=1-2826	YIL109C
OG0000469	-processed-gene-0.126-mRNA-1_1&gene=genemark-gi|1002316325|dbj|BCKW01000012.1|-processed-gene-0.126&CDS=1-4272	YIL112W
OG0000470	-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-gi|1002316325|dbj|BCKW01000012.1|-processed-gene-0.43&CDS=1-2616	YIL110W
OG0000471	-processed-gene-0.90-mRNA-1_1&gene=genemark-gi|1002316325|dbj|BCKW01000012.1|-processed-gene-0.90&CDS=1-1257	YNL051W
OG0000472	-processed-gene-0.91-mRNA-1_1&gene=genemark-gi|1002316325|dbj|BCKW01000012.1|-processed-gene-0.91&CDS=1-372	YCR028C-A
OG0000473	-processed-gene-0.131-mRNA-1_1&gene=genemark-gi|1002316325|dbj|BCKW01000012.1|-processed-gene-0.131&CDS=1-1230	YKL178C
OG0000474	-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-gi|1002316325|dbj|BCKW01000012.1|-processed-gene-0.48&CDS=1-2754	YJR075W
OG0000475	-processed-gene-0.92-mRNA-1_1&gene=genemark-gi|1002316325|dbj|BCKW01000012.1|-processed-gene-0.92&CDS=1-1899	YKL029C
OG0000476	-processed-gene-0.93-mRNA-1_1&gene=genemark-gi|1002316325|dbj|BCKW01000012.1|-processed-gene-0.93&CDS=1-567	YBR047W
OG0000477	-processed-gene-0.94-mRNA-1_1&gene=genemark-gi|1002316325|dbj|BCKW01000012.1|-processed-gene-0.94&CDS=1-588	YGL047W
OG0000478	-processed-gene-0.95-mRNA-1_1&gene=genemark-gi|1002316325|dbj|BCKW01000012.1|-processed-gene-0.95&CDS=1-1785	YOR205C
OG0000479	-processed-gene-0.96-mRNA-1_1&gene=genemark-gi|1002316325|dbj|BCKW01000012.1|-processed-gene-0.96&CDS=1-2115	YJL012C
OG0000480	-processed-gene-0.97-mRNA-1_1&gene=genemark-gi|1002316325|dbj|BCKW01000012.1|-processed-gene-0.97&CDS=1-1494	YLL006W
OG0000481	-processed-gene-0.141-mRNA-1_1&gene=genemark-gi|1002316325|dbj|BCKW01000012.1|-processed-gene-0.141&CDS=1-933	YHR187W
OG0000482	-processed-gene-0.98-mRNA-1_1&gene=genemark-gi|1002316325|dbj|BCKW01000012.1|-processed-gene-0.98&CDS=1-3375	YGR258C
OG0000483	-processed-gene-0.143-mRNA-1_1&gene=genemark-gi|1002316325|dbj|BCKW01000012.1|-processed-gene-0.143&CDS=1-480	YGR203W
OG0000484	-processed-gene-0.144-mRNA-1_1&gene=genemark-gi|1002316325|dbj|BCKW01000012.1|-processed-gene-0.144&CDS=1-1422	YGR202C
OG0000485	-processed-gene-0.99-mRNA-1_1&gene=genemark-gi|1002316325|dbj|BCKW01000012.1|-processed-gene-0.99&CDS=1-2619	YGR261C
OG0000486	-processed-gene-0.100-mRNA-1_1&gene=genemark-gi|1002316325|dbj|BCKW01000012.1|-processed-gene-0.100&CDS=1-309	YGR181W
OG0000487	-processed-gene-0.146-mRNA-1_1&gene=genemark-gi|1002316325|dbj|BCKW01000012.1|-processed-gene-0.146&CDS=1-456	YDL208W
OG0000488	-processed-gene-0.105-mRNA-1_1&gene=genemark-gi|1002316325|dbj|BCKW01000012.1|-processed-gene-0.105&CDS=1-2859	YDR238C
OG0000489	-processed-gene-0.106-mRNA-1_1&gene=genemark-gi|1002316325|dbj|BCKW01000012.1|-processed-gene-0.106&CDS=1-918	YPR114W
OG0000490	-snap-gene-0.81-mRNA-1_1&gene=maker-gi|1002316325|dbj|BCKW01000012.1|-snap-gene-0.81&CDS=1-2319	YDL207W
OG0000491	-processed-gene-0.107-mRNA-1_1&gene=genemark-gi|1002316325|dbj|BCKW01000012.1|-processed-gene-0.107&CDS=1-903	YDR237W
OG0000492	-processed-gene-0.108-mRNA-1_1&gene=genemark-gi|1002316325|dbj|BCKW01000012.1|-processed-gene-0.108&CDS=1-1341	YDR072C
OG0000493	-processed-gene-0.149-mRNA-1_1&gene=genemark-gi|1002316325|dbj|BCKW01000012.1|-processed-gene-0.149&CDS=1-732	YDR071C
OG0000494	-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-gi|1002316325|dbj|BCKW01000012.1|-processed-gene-0.26&CDS=1-258	YER146W
OG0000495	-processed-gene-0.150-mRNA-1_1&gene=genemark-gi|1002316325|dbj|BCKW01000012.1|-processed-gene-0.150&CDS=1-1035	YER142C
OG0000496	-processed-gene-0.110-mRNA-1_1&gene=genemark-gi|1002316325|dbj|BCKW01000012.1|-processed-gene-0.110&CDS=1-1332	YER143W
OG0000497	-processed-gene-0.151-mRNA-1_1&gene=genemark-gi|1002316325|dbj|BCKW01000012.1|-processed-gene-0.151&CDS=1-645	YDR067C
OG0000498	-processed-gene-0.152-mRNA-1_1&gene=genemark-gi|1002316325|dbj|BCKW01000012.1|-processed-gene-0.152&CDS=1-1629	YDR061W
OG0000499	-processed-gene-0.113-mRNA-1_1&gene=genemark-gi|1002316325|dbj|BCKW01000012.1|-processed-gene-0.113&CDS=1-1701	YDR062W
OG0000500	-processed-gene-0.114-mRNA-1_1&gene=genemark-gi|1002316325|dbj|BCKW01000012.1|-processed-gene-0.114&CDS=1-828	YGR104C
OG0000501	-processed-gene-0.154-mRNA-1_1&gene=genemark-gi|1002316325|dbj|BCKW01000012.1|-processed-gene-0.154&CDS=1-3582	YNL118C
OG0000502	-processed-gene-0.115-mRNA-1_1&gene=genemark-gi|1002316325|dbj|BCKW01000012.1|-processed-gene-0.115&CDS=1-774	YOR281C
OG0000503	-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-gi|1002316325|dbj|BCKW01000012.1|-processed-gene-0.68&CDS=1-1749	YMR223W
OG0000504	-processed-gene-0.157-mRNA-1_1&gene=genemark-gi|1002316325|dbj|BCKW01000012.1|-processed-gene-0.157&CDS=1-1128	YFL039C
OG0000505	-processed-gene-0.158-mRNA-1_1&gene=genemark-gi|1002316325|dbj|BCKW01000012.1|-processed-gene-0.158&CDS=1-555	YLR065C
OG0000506	-processed-gene-0.159-mRNA-1_1&gene=genemark-gi|1002316325|dbj|BCKW01000012.1|-processed-gene-0.159&CDS=1-609	YFL038C
OG0000507	-processed-gene-0.116-mRNA-1_1&gene=genemark-gi|1002316325|dbj|BCKW01000012.1|-processed-gene-0.116&CDS=1-1830	YBR158W
OG0000508	-processed-gene-0.160-mRNA-1_1&gene=genemark-gi|1002316325|dbj|BCKW01000012.1|-processed-gene-0.160&CDS=1-1308	YER003C
OG0000509	-processed-gene-0.161-mRNA-1_1&gene=genemark-gi|1002316325|dbj|BCKW01000012.1|-processed-gene-0.161&CDS=1-2535	YGR068C
OG0000510	-processed-gene-0.162-mRNA-1_1&gene=genemark-gi|1002316325|dbj|BCKW01000012.1|-processed-gene-0.162&CDS=1-1032	YEL004W
OG0000511	-processed-gene-0.120-mRNA-1_1&gene=genemark-gi|1002316325|dbj|BCKW01000012.1|-processed-gene-0.120&CDS=1-387	YNL153C
OG0000512	-processed-gene-0.164-mRNA-1_1&gene=genemark-gi|1002316325|dbj|BCKW01000012.1|-processed-gene-0.164&CDS=1-1551	YGR002C
OG0000513	-processed-gene-0.121-mRNA-1_1&gene=genemark-gi|1002316325|dbj|BCKW01000012.1|-processed-gene-0.121&CDS=1-2442	YGR003W
OG0000514	-processed-gene-0.47-mRNA-1_1&gene=genemark-gi|1002316326|dbj|BCKW01000011.1|-processed-gene-0.47&CDS=1-840	YMR312W
OG0000515	-processed-gene-0.61-mRNA-1_1&gene=genemark-gi|1002316326|dbj|BCKW01000011.1|-processed-gene-0.61&CDS=1-1647	YMR313C
OG0000516	-processed-gene-0.48-mRNA-1_1&gene=genemark-gi|1002316326|dbj|BCKW01000011.1|-processed-gene-0.48&CDS=1-579	YER012W
OG0000517	-processed-gene-0.63-mRNA-1_1&gene=genemark-gi|1002316326|dbj|BCKW01000011.1|-processed-gene-0.63&CDS=1-1032	YIL061C
OG0000518	-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-gi|1002316326|dbj|BCKW01000011.1|-processed-gene-0.40&CDS=1-1038	YER156C
OG0000519	-processed-gene-0.65-mRNA-1_1&gene=genemark-gi|1002316326|dbj|BCKW01000011.1|-processed-gene-0.65&CDS=1-3222	YBL076C
OG0000520	-snap-gene-0.44-mRNA-1_1&gene=maker-gi|1002316326|dbj|BCKW01000011.1|-snap-gene-0.44&CDS=1-3108	YPR047W
OG0000521	-processed-gene-0.66-mRNA-1_1&gene=genemark-gi|1002316326|dbj|BCKW01000011.1|-processed-gene-0.66&CDS=1-879	YOR006C
OG0000522	-processed-gene-0.51-mRNA-1_1&gene=genemark-gi|1002316326|dbj|BCKW01000011.1|-processed-gene-0.51&CDS=1-3729	YML002W
OG0000523	-processed-gene-0.67-mRNA-1_1&gene=genemark-gi|1002316326|dbj|BCKW01000011.1|-processed-gene-0.67&CDS=1-1050	YOR007C
OG0000524	-processed-gene-0.52-mRNA-1_1&gene=genemark-gi|1002316326|dbj|BCKW01000011.1|-processed-gene-0.52&CDS=1-2526	YCL054W
OG0000525	-processed-gene-0.54-mRNA-1_1&gene=genemark-gi|1002316326|dbj|BCKW01000011.1|-processed-gene-0.54&CDS=1-936	YER118C
OG0000526	-processed-gene-0.55-mRNA-1_1&gene=genemark-gi|1002316326|dbj|BCKW01000011.1|-processed-gene-0.55&CDS=1-2412	YDL028C
OG0000527	-processed-gene-1.11-mRNA-1_1&gene=genemark-gi|1002316326|dbj|BCKW01000011.1|-processed-gene-1.11&CDS=1-1956	YDL029W
OG0000528	-processed-gene-1.9-mRNA-1_1&gene=genemark-gi|1002316326|dbj|BCKW01000011.1|-processed-gene-1.9&CDS=1-918	YOR194C
OG0000529	-processed-gene-1.13-mRNA-1_1&gene=genemark-gi|1002316326|dbj|BCKW01000011.1|-processed-gene-1.13&CDS=1-1281	YGR285C
OG0000530	-processed-gene-1.14-mRNA-1_1&gene=genemark-gi|1002316326|dbj|BCKW01000011.1|-processed-gene-1.14&CDS=1-6228	YER155C
OG0000531	-processed-gene-1.15-mRNA-1_1&gene=genemark-gi|1002316326|dbj|BCKW01000011.1|-processed-gene-1.15&CDS=1-648	YIR032C
OG0000532	-processed-gene-1.32-mRNA-1_1&gene=genemark-gi|1002316326|dbj|BCKW01000011.1|-processed-gene-1.32&CDS=1-906	YMR314W
OG0000533	-processed-gene-1.33-mRNA-1_1&gene=genemark-gi|1002316326|dbj|BCKW01000011.1|-processed-gene-1.33&CDS=1-408	YDR511W
OG0000534	-processed-gene-1.19-mRNA-1_1&gene=genemark-gi|1002316326|dbj|BCKW01000011.1|-processed-gene-1.19&CDS=1-1017	YNL231C
OG0000535	-processed-gene-1.34-mRNA-1_1&gene=genemark-gi|1002316326|dbj|BCKW01000011.1|-processed-gene-1.34&CDS=1-447	YOR224C
OG0000536	-processed-gene-1.20-mRNA-1_1&gene=genemark-gi|1002316326|dbj|BCKW01000011.1|-processed-gene-1.20&CDS=1-2025	YHL020C
OG0000537	-processed-gene-1.21-mRNA-1_1&gene=genemark-gi|1002316326|dbj|BCKW01000011.1|-processed-gene-1.21&CDS=1-3279	YER110C
OG0000538	-processed-gene-1.35-mRNA-1_1&gene=genemark-gi|1002316326|dbj|BCKW01000011.1|-processed-gene-1.35&CDS=1-930	YGR231C
OG0000539	-processed-gene-1.117-mRNA-1_1&gene=augustus_masked-gi|1002316326|dbj|BCKW01000011.1|-processed-gene-1.117&CDS=1-1461	YGR211W
OG0000540	-processed-gene-1.93-mRNA-1_1&gene=snap_masked-gi|1002316326|dbj|BCKW01000011.1|-processed-gene-1.93&CDS=1-408	YKL137W
OG0000541	-processed-gene-1.118-mRNA-1_1&gene=augustus_masked-gi|1002316326|dbj|BCKW01000011.1|-processed-gene-1.118&CDS=1-618	YMR117C
OG0000542	-processed-gene-1.134-mRNA-1_1&gene=augustus_masked-gi|1002316326|dbj|BCKW01000011.1|-processed-gene-1.134&CDS=1-330	YKL138C
OG0000543	-processed-gene-1.43-mRNA-1_1&gene=genemark-gi|1002316326|dbj|BCKW01000011.1|-processed-gene-1.43&CDS=1-1344	YGL247W
OG0000544	-processed-gene-1.24-mRNA-1_1&gene=genemark-gi|1002316326|dbj|BCKW01000011.1|-processed-gene-1.24&CDS=1-1224	YHR085W
OG0000545	-processed-gene-1.44-mRNA-1_1&gene=genemark-gi|1002316326|dbj|BCKW01000011.1|-processed-gene-1.44&CDS=1-1350	YHR040W
OG0000546	-processed-gene-1.25-mRNA-1_1&gene=genemark-gi|1002316326|dbj|BCKW01000011.1|-processed-gene-1.25&CDS=1-1158	YBR087W
OG0000547	-processed-gene-1.45-mRNA-1_1&gene=genemark-gi|1002316326|dbj|BCKW01000011.1|-processed-gene-1.45&CDS=1-678	YBL038W
OG0000548	-processed-gene-1.26-mRNA-1_1&gene=genemark-gi|1002316326|dbj|BCKW01000011.1|-processed-gene-1.26&CDS=1-2250	YBL060W
OG0000549	-processed-gene-1.27-mRNA-1_1&gene=genemark-gi|1002316326|dbj|BCKW01000011.1|-processed-gene-1.27&CDS=1-615	YER094C
OG0000550	-processed-gene-1.46-mRNA-1_1&gene=genemark-gi|1002316326|dbj|BCKW01000011.1|-processed-gene-1.46&CDS=1-318	YBL059C-A
OG0000551	-processed-gene-1.28-mRNA-1_1&gene=genemark-gi|1002316326|dbj|BCKW01000011.1|-processed-gene-1.28&CDS=1-1338	YJL123C
OG0000552	-processed-gene-1.48-mRNA-1_1&gene=genemark-gi|1002316326|dbj|BCKW01000011.1|-processed-gene-1.48&CDS=1-885	YJL126W
OG0000553	-processed-gene-1.29-mRNA-1_1&gene=genemark-gi|1002316326|dbj|BCKW01000011.1|-processed-gene-1.29&CDS=1-1176	YMR310C
OG0000554	-processed-gene-1.49-mRNA-1_1&gene=genemark-gi|1002316326|dbj|BCKW01000011.1|-processed-gene-1.49&CDS=1-4083	YGR061C
OG0000555	-processed-gene-1.30-mRNA-1_1&gene=genemark-gi|1002316326|dbj|BCKW01000011.1|-processed-gene-1.30&CDS=1-1413	YGR252W
OG0000556	-processed-gene-1.50-mRNA-1_1&gene=genemark-gi|1002316326|dbj|BCKW01000011.1|-processed-gene-1.50&CDS=1-771	YGR253C
OG0000557	-processed-gene-2.102-mRNA-1_1&gene=genemark-gi|1002316326|dbj|BCKW01000011.1|-processed-gene-2.102&CDS=1-3189	YGR014W
OG0000558	-processed-gene-2.101-mRNA-1_1&gene=genemark-gi|1002316326|dbj|BCKW01000011.1|-processed-gene-2.101&CDS=1-876	YGL161C
OG0000559	-processed-gene-2.4-mRNA-1_1&gene=augustus_masked-gi|1002316326|dbj|BCKW01000011.1|-processed-gene-2.4&CDS=1-1404	YOR198C
OG0000560	-processed-gene-2.124-mRNA-1_1&gene=genemark-gi|1002316326|dbj|BCKW01000011.1|-processed-gene-2.124&CDS=1-1341	YLR303W
OG0000561	-processed-gene-2.104-mRNA-1_1&gene=genemark-gi|1002316326|dbj|BCKW01000011.1|-processed-gene-2.104&CDS=1-1494	YBR195C
OG0000562	-processed-gene-2.106-mRNA-1_1&gene=genemark-gi|1002316326|dbj|BCKW01000011.1|-processed-gene-2.106&CDS=1-2376	YJL094C
OG0000563	-processed-gene-2.8-mRNA-1_1&gene=augustus_masked-gi|1002316326|dbj|BCKW01000011.1|-processed-gene-2.8&CDS=1-225	YBL071W-A
OG0000564	-processed-gene-2.127-mRNA-1_1&gene=genemark-gi|1002316326|dbj|BCKW01000011.1|-processed-gene-2.127&CDS=1-783	YER100W
OG0000565	-processed-gene-2.128-mRNA-1_1&gene=genemark-gi|1002316326|dbj|BCKW01000011.1|-processed-gene-2.128&CDS=1-1527	YGR044C
OG0000566	-processed-gene-2.129-mRNA-1_1&gene=genemark-gi|1002316326|dbj|BCKW01000011.1|-processed-gene-2.129&CDS=1-1761	YBL061C
OG0000567	-snap-gene-2.96-mRNA-1_1&gene=maker-gi|1002316326|dbj|BCKW01000011.1|-snap-gene-2.96&CDS=1-3114	YNL237W
OG0000568	-processed-gene-2.112-mRNA-1_1&gene=genemark-gi|1002316326|dbj|BCKW01000011.1|-processed-gene-2.112&CDS=1-2184	YBL084C
OG0000569	-processed-gene-2.113-mRNA-1_1&gene=genemark-gi|1002316326|dbj|BCKW01000011.1|-processed-gene-2.113&CDS=1-1293	YBL091C
OG0000570	-processed-gene-2.132-mRNA-1_1&gene=genemark-gi|1002316326|dbj|BCKW01000011.1|-processed-gene-2.132&CDS=1-1080	YDR498C
OG0000571	-processed-gene-2.114-mRNA-1_1&gene=genemark-gi|1002316326|dbj|BCKW01000011.1|-processed-gene-2.114&CDS=1-1200	YPR108W
OG0000572	-processed-gene-2.115-mRNA-1_1&gene=genemark-gi|1002316326|dbj|BCKW01000011.1|-processed-gene-2.115&CDS=1-1650	YMR140W
OG0000573	-processed-gene-2.117-mRNA-1_1&gene=genemark-gi|1002316326|dbj|BCKW01000011.1|-processed-gene-2.117&CDS=1-2838	YER109C
OG0000574	-processed-gene-2.134-mRNA-1_1&gene=genemark-gi|1002316326|dbj|BCKW01000011.1|-processed-gene-2.134&CDS=1-1128	YER107C
OG0000575	-processed-gene-2.118-mRNA-1_1&gene=genemark-gi|1002316326|dbj|BCKW01000011.1|-processed-gene-2.118&CDS=1-333	YDR079W
OG0000576	-processed-gene-2.135-mRNA-1_1&gene=genemark-gi|1002316326|dbj|BCKW01000011.1|-processed-gene-2.135&CDS=1-1260	YOR196C
OG0000577	-processed-gene-2.136-mRNA-1_1&gene=genemark-gi|1002316326|dbj|BCKW01000011.1|-processed-gene-2.136&CDS=1-2340	YJL128C
OG0000578	-processed-gene-2.120-mRNA-1_1&gene=genemark-gi|1002316326|dbj|BCKW01000011.1|-processed-gene-2.120&CDS=1-2058	YIL108W
OG0000579	-processed-gene-2.121-mRNA-1_1&gene=genemark-gi|1002316326|dbj|BCKW01000011.1|-processed-gene-2.121&CDS=1-507	YJR025C
OG0000580	-processed-gene-2.122-mRNA-1_1&gene=genemark-gi|1002316326|dbj|BCKW01000011.1|-processed-gene-2.122&CDS=1-1095	YER095W
OG0000581	-processed-gene-2.140-mRNA-1_1&gene=genemark-gi|1002316326|dbj|BCKW01000011.1|-processed-gene-2.140&CDS=1-3090	YBL066C
OG0000582	-processed-gene-2.141-mRNA-1_1&gene=genemark-gi|1002316326|dbj|BCKW01000011.1|-processed-gene-2.141&CDS=1-753	YBL064C
OG0000583	-processed-gene-0.41-mRNA-1_1&gene=genemark-gi|1002316327|dbj|BCKW01000010.1|-processed-gene-0.41&CDS=1-786	YPR143W
OG0000584	-processed-gene-0.60-mRNA-1_1&gene=genemark-gi|1002316327|dbj|BCKW01000010.1|-processed-gene-0.60&CDS=1-567	YOR215C
OG0000585	-processed-gene-0.62-mRNA-1_1&gene=genemark-gi|1002316327|dbj|BCKW01000010.1|-processed-gene-0.62&CDS=1-1518	YOR216C
OG0000586	-processed-gene-0.43-mRNA-1_1&gene=genemark-gi|1002316327|dbj|BCKW01000010.1|-processed-gene-0.43&CDS=1-1233	YLR459W
OG0000587	-processed-gene-0.63-mRNA-1_1&gene=genemark-gi|1002316327|dbj|BCKW01000010.1|-processed-gene-0.63&CDS=1-2085	YPR179C
OG0000588	-processed-gene-0.45-mRNA-1_1&gene=genemark-gi|1002316327|dbj|BCKW01000010.1|-processed-gene-0.45&CDS=1-1059	YPR180W
OG0000589	-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-gi|1002316327|dbj|BCKW01000010.1|-processed-gene-0.25&CDS=1-1170	YPR178W
OG0000590	-processed-gene-0.46-mRNA-1_1&gene=genemark-gi|1002316327|dbj|BCKW01000010.1|-processed-gene-0.46&CDS=1-1218	YHR052W
OG0000591	-processed-gene-0.65-mRNA-1_1&gene=genemark-gi|1002316327|dbj|BCKW01000010.1|-processed-gene-0.65&CDS=1-1656	YJL163C
OG0000592	-processed-gene-0.66-mRNA-1_1&gene=genemark-gi|1002316327|dbj|BCKW01000010.1|-processed-gene-0.66&CDS=1-780	YGR158C
OG0000593	-snap-gene-0.79-mRNA-1_1&gene=maker-gi|1002316327|dbj|BCKW01000010.1|-snap-gene-0.79&CDS=1-1992	YMR014W
OG0000594	-processed-gene-0.51-mRNA-1_1&gene=genemark-gi|1002316327|dbj|BCKW01000010.1|-processed-gene-0.51&CDS=1-1626	YER168C
OG0000595	-processed-gene-0.67-mRNA-1_1&gene=genemark-gi|1002316327|dbj|BCKW01000010.1|-processed-gene-0.67&CDS=1-507	YKL056C
OG0000596	-augustus-gene-0.0-mRNA-1_1&gene=maker-gi|1002316327|dbj|BCKW01000010.1|-augustus-gene-0.0&CDS=1-2370	YOL125W
OG0000597	-processed-gene-0.70-mRNA-1_1&gene=genemark-gi|1002316327|dbj|BCKW01000010.1|-processed-gene-0.70&CDS=1-1245	YLR340W
OG0000598	-processed-gene-0.71-mRNA-1_1&gene=genemark-gi|1002316327|dbj|BCKW01000010.1|-processed-gene-0.71&CDS=1-3444	YLR336C
OG0000599	-processed-gene-0.53-mRNA-1_1&gene=genemark-gi|1002316327|dbj|BCKW01000010.1|-processed-gene-0.53&CDS=1-1053	YGR028W
OG0000600	-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-gi|1002316327|dbj|BCKW01000010.1|-processed-gene-0.16&CDS=1-1068	YOR026W
OG0000601	-processed-gene-0.73-mRNA-1_1&gene=genemark-gi|1002316327|dbj|BCKW01000010.1|-processed-gene-0.73&CDS=1-1830	YDR479C
OG0000602	-processed-gene-0.76-mRNA-1_1&gene=genemark-gi|1002316327|dbj|BCKW01000010.1|-processed-gene-0.76&CDS=1-1797	YDR477W
OG0000603	-processed-gene-0.77-mRNA-1_1&gene=genemark-gi|1002316327|dbj|BCKW01000010.1|-processed-gene-0.77&CDS=1-1734	YOR027W
OG0000604	-processed-gene-0.56-mRNA-1_1&gene=genemark-gi|1002316327|dbj|BCKW01000010.1|-processed-gene-0.56&CDS=1-1659	YDR257C
OG0000605	-processed-gene-1.73-mRNA-1_1&gene=augustus_masked-gi|1002316327|dbj|BCKW01000010.1|-processed-gene-1.73&CDS=1-3636	YGR233C
OG0000606	-processed-gene-1.5-mRNA-1_1&gene=genemark-gi|1002316327|dbj|BCKW01000010.1|-processed-gene-1.5&CDS=1-1332	YOR025W
