	Cyberlindnera_fabianii_JCM3601	Saccharomyces_cerevisiae
OG0000754	-processed-gene-5.101-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-5.101&CDS=1-1050	YPL188W
OG0000755	-processed-gene-5.102-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-5.102&CDS=1-414	YGL087C
OG0000756	-processed-gene-5.103-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-5.103&CDS=1-1341	YDL103C
OG0000757	-processed-gene-5.124-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-5.124&CDS=1-1023	YMR161W
OG0000758	-processed-gene-5.62-mRNA-1_1&gene=augustus_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-5.62&CDS=1-1764	YMR164C
OG0000759	-processed-gene-5.82-mRNA-1_1&gene=augustus_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-5.82&CDS=1-687	YGL085W
OG0000760	-processed-gene-5.108-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-5.108&CDS=1-2121	YNL258C
OG0000761	-processed-gene-5.126-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-5.126&CDS=1-1722	YGL084C
OG0000762	-processed-gene-5.127-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-5.127&CDS=1-1920	YGL086W
OG0000763	-processed-gene-5.111-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-5.111&CDS=1-1695	YPL184C
OG0000764	-processed-gene-5.112-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-5.112&CDS=1-834	YDR411C
OG0000765	-processed-gene-5.113-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-5.113&CDS=1-2745	YDR421W
OG0000766	-processed-gene-6.0-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-6.0&CDS=1-249	YBL029C-A
OG0000767	-processed-gene-6.1-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-6.1&CDS=1-1107	YBL029W
OG0000768	-processed-gene-6.3-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-6.3&CDS=1-1422	YML006C
OG0000769	-processed-gene-6.27-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-6.27&CDS=1-1899	YDR365C
OG0000770	-snap-gene-6.141-mRNA-1_1&gene=maker-gi|1002316264|dbj|BCGI01000006.1|-snap-gene-6.141&CDS=1-2193	YHR112C
OG0000771	-processed-gene-6.7-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-6.7&CDS=1-1563	YDR363W
OG0000772	-processed-gene-6.31-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-6.31&CDS=1-2799	YBR079C
OG0000773	-processed-gene-6.9-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-6.9&CDS=1-1164	YDR346C
OG0000774	-processed-gene-6.34-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-6.34&CDS=1-1956	YHR109W
OG0000775	-processed-gene-6.10-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-6.10&CDS=1-1287	YHR111W
OG0000776	-processed-gene-6.35-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-6.35&CDS=1-606	YDR367W
OG0000777	-processed-gene-6.11-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-6.11&CDS=1-1518	YOR119C
OG0000778	-processed-gene-6.104-mRNA-1_1&gene=genemark-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-6.104&CDS=1-1755	YDR362C
OG0000779	-processed-gene-6.37-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-6.37&CDS=1-1428	YOR301W
OG0000780	-processed-gene-6.13-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-6.13&CDS=1-1740	YOR118W
OG0000781	-processed-gene-6.40-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-6.40&CDS=1-315	YBL028C
OG0000782	-processed-gene-6.15-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-6.15&CDS=1-441	YBR082C
OG0000783	-processed-gene-6.16-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-6.16&CDS=1-3249	YDR060W
OG0000784	-processed-gene-6.17-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-6.17&CDS=1-2091	YBR083W
OG0000785	-processed-gene-6.19-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-6.19&CDS=1-510	YAL044C
OG0000786	-snap-gene-6.143-mRNA-1_1&gene=maker-gi|1002316264|dbj|BCGI01000006.1|-snap-gene-6.143&CDS=1-306	YAL044W-A
OG0000787	-processed-gene-6.22-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-6.22&CDS=1-333	YOR327C
OG0000788	-processed-gene-6.23-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-6.23&CDS=1-1113	YPR035W
OG0000789	-processed-gene-6.70-mRNA-1_1&gene=augustus_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-6.70&CDS=1-294	YJR086W
OG0000790	-processed-gene-6.136-mRNA-1_1&gene=genemark-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-6.136&CDS=1-705	YPR037C
OG0000791	-processed-gene-6.25-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-6.25&CDS=1-1227	YPR040W
OG0000792	-processed-gene-6.46-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-6.46&CDS=1-858	YJR088C
OG0000793	-processed-gene-7.2-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-7.2&CDS=1-1203	YPR041W
OG0000794	-processed-gene-7.59-mRNA-1_1&gene=genemark-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-7.59&CDS=1-1863	YGL099W
OG0000795	-processed-gene-7.8-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-7.8&CDS=1-1854	YML042W
OG0000796	-processed-gene-7.9-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-7.9&CDS=1-1710	YDR389W
OG0000797	-processed-gene-7.35-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-7.35&CDS=1-1821	YDR390C
OG0000798	-processed-gene-7.10-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-7.10&CDS=1-1107	YOR136W
OG0000799	-processed-gene-7.11-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-7.11&CDS=1-696	YDR408C
OG0000800	-processed-gene-7.36-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-7.36&CDS=1-807	YOR157C
OG0000801	-processed-gene-7.12-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-7.12&CDS=1-1263	YJR084W
OG0000802	-processed-gene-7.90-mRNA-1_1&gene=genemark-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-7.90&CDS=1-321	YJR085C
OG0000803	-processed-gene-7.38-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-7.38&CDS=1-1374	YPR036W
OG0000804	-processed-gene-7.121-mRNA-1_1&gene=augustus_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-7.121&CDS=1-4368	YDR407C
OG0000805	-processed-gene-7.19-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-7.19&CDS=1-1038	YJR105W
OG0000806	-processed-gene-7.20-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-7.20&CDS=1-1659	YER022W
OG0000807	-processed-gene-7.41-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-7.41&CDS=1-2994	YDR270W
OG0000808	-processed-gene-7.42-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-7.42&CDS=1-1338	YJR117W
OG0000809	-processed-gene-7.43-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-7.43&CDS=1-471	YHR105W
OG0000810	-processed-gene-7.26-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-7.26&CDS=1-1188	YDR021W
OG0000811	-processed-gene-7.152-mRNA-1_1&gene=augustus_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-7.152&CDS=1-1500	YJL025W
OG0000812	-processed-gene-7.27-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-7.27&CDS=1-660	YDR020C
OG0000813	-processed-gene-7.48-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-7.48&CDS=1-1323	YOR272W
OG0000814	-snap-gene-7.1-mRNA-1_1&gene=maker-gi|1002316264|dbj|BCGI01000006.1|-snap-gene-7.1&CDS=1-1263	YMR208W
OG0000815	-processed-gene-7.29-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-7.29&CDS=1-1632	YDR386W
OG0000816	-processed-gene-7.30-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-7.30&CDS=1-1284	YBR042C
OG0000817	-processed-gene-7.50-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-7.50&CDS=1-1902	YBR041W
OG0000818	-processed-gene-7.31-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-7.31&CDS=1-1578	YMR217W
OG0000819	-processed-gene-7.32-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-7.32&CDS=1-981	YOR271C
OG0000820	-processed-gene-7.33-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-7.33&CDS=1-1719	YML054C
OG0000821	-processed-gene-7.52-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-7.52&CDS=1-1053	YKL193C
OG0000822	-processed-gene-8.0-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-8.0&CDS=1-5763	YLR422W
OG0000823	-processed-gene-8.1-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-8.1&CDS=1-1593	YFR028C
OG0000824	-processed-gene-8.15-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-8.15&CDS=1-1098	YLR420W
OG0000825	-processed-gene-8.104-mRNA-1_1&gene=genemark-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-8.104&CDS=1-1230	YLL043W
OG0000826	-processed-gene-8.17-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-8.17&CDS=1-1194	YDL128W
OG0000827	-processed-gene-8.18-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-8.18&CDS=1-1116	YDL180W
OG0000828	-processed-gene-8.19-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-8.19&CDS=1-2598	YBL023C
OG0000829	-processed-gene-8.5-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-8.5&CDS=1-1425	YFR010W
OG0000830	-processed-gene-8.23-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-8.23&CDS=1-456	YFR011C
OG0000831	-processed-gene-8.6-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-8.6&CDS=1-1593	YPR144C
OG0000832	-processed-gene-8.26-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-8.26&CDS=1-1533	YFR021W
OG0000833	-processed-gene-8.7-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-8.7&CDS=1-2187	YOR138C
OG0000834	-processed-gene-8.8-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-8.8&CDS=1-1602	YGL142C
OG0000835	-processed-gene-8.29-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-8.29&CDS=1-1035	YDL107W
OG0000836	-processed-gene-8.30-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-8.30&CDS=1-939	YDL108W
OG0000837	-processed-gene-8.34-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-8.34&CDS=1-1596	YER025W
OG0000838	-processed-gene-8.10-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-8.10&CDS=1-996	YMR166C
OG0000839	-processed-gene-8.37-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-8.37&CDS=1-705	YJR123W
OG0000840	-processed-gene-8.38-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-8.38&CDS=1-1422	YJR122W
OG0000841	-processed-gene-8.11-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-8.11&CDS=1-1659	YAL058W
OG0000842	-processed-gene-8.39-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-8.39&CDS=1-543	YAL059W
OG0000843	-processed-gene-8.13-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-8.13&CDS=1-597	YIL010W
OG0000844	-processed-gene-8.40-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-8.40&CDS=1-645	YPL052W
OG0000845	-snap-gene-8.41-mRNA-1_1&gene=maker-gi|1002316264|dbj|BCGI01000006.1|-snap-gene-8.41&CDS=1-567	YDR339C
OG0000846	-processed-gene-9.110-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-9.110&CDS=1-1689	YPR179C
OG0000847	-processed-gene-9.106-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-9.106&CDS=1-1026	YPR180W
OG0000848	-processed-gene-9.112-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-9.112&CDS=1-378	YEL044W
OG0000849	-processed-gene-9.113-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-9.113&CDS=1-1182	YOL018C
OG0000850	-processed-gene-9.2-mRNA-1_1&gene=augustus_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-9.2&CDS=1-1452	YCR068W
OG0000851	-processed-gene-9.114-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-9.114&CDS=1-2331	YDR028C
OG0000852	-processed-gene-9.137-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-9.137&CDS=1-2634	YLR451W
OG0000853	-processed-gene-9.8-mRNA-1_1&gene=augustus_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-9.8&CDS=1-3102	YEL043W
OG0000854	-processed-gene-9.139-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-9.139&CDS=1-963	YPR176C
OG0000855	-augustus-gene-9.159-mRNA-1_1&gene=maker-gi|1002316264|dbj|BCGI01000006.1|-augustus-gene-9.159&CDS=1-2562	YDL168W
OG0000856	-processed-gene-9.118-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-9.118&CDS=1-1704	YLR196W
OG0000857	-processed-gene-9.140-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-9.140&CDS=1-1530	YLR197W
OG0000858	-processed-gene-9.119-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-9.119&CDS=1-1782	YDL167C
OG0000859	-processed-gene-9.120-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-9.120&CDS=1-1329	YLR195C
OG0000860	-processed-gene-9.141-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-9.141&CDS=1-1431	YLR378C
OG0000861	-processed-gene-9.142-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-9.142&CDS=1-1914	YDR034C
OG0000862	-processed-gene-9.123-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-9.123&CDS=1-1419	YER021W
OG0000863	-processed-gene-9.149-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-9.149&CDS=1-810	YMR149W
OG0000864	-processed-gene-9.124-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-9.124&CDS=1-1389	YDR388W
OG0000865	-processed-gene-9.150-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-9.150&CDS=1-849	YJR096W
OG0000866	-processed-gene-9.152-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-9.152&CDS=1-1962	YPR175W
OG0000867	-processed-gene-9.129-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-9.129&CDS=1-1290	YPR173C
OG0000868	-processed-gene-9.130-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-9.130&CDS=1-2802	YPR162C
OG0000869	-processed-gene-9.131-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-9.131&CDS=1-2094	YLR452C
OG0000870	-processed-gene-9.154-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-9.154&CDS=1-2142	YMR167W
OG0000871	-processed-gene-9.132-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-9.132&CDS=1-1200	YDL105W
OG0000872	-processed-gene-9.101-mRNA-1_1&gene=genemark-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-9.101&CDS=1-1164	YDL104C
OG0000873	-processed-gene-9.79-mRNA-1_1&gene=genemark-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-9.79&CDS=1-1413	YPR045C
OG0000874	-processed-gene-9.156-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-9.156&CDS=1-681	YJR099W
OG0000875	-processed-gene-9.134-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-9.134&CDS=1-630	YDL169C
OG0000876	-processed-gene-9.157-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-9.157&CDS=1-798	YLR199C
OG0000877	-processed-gene-9.135-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-9.135&CDS=1-348	YLR200W
OG0000878	-processed-gene-9.158-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-9.158&CDS=1-777	YLR201C
OG0000879	-processed-gene-10.3-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-10.3&CDS=1-552	YDL166C
OG0000880	-processed-gene-10.1-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-10.1&CDS=1-3543	YPL226W
OG0000881	-processed-gene-10.131-mRNA-1_1&gene=augustus_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-10.131&CDS=1-3339	YJL111W
OG0000882	-processed-gene-10.7-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-10.7&CDS=1-651	YDL165W
OG0000883	-processed-gene-10.8-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-10.8&CDS=1-1272	YLR203C
OG0000884	-processed-gene-10.37-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-10.37&CDS=1-870	YLR205C
OG0000885	-processed-gene-10.38-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-10.38&CDS=1-2649	YBR055C
OG0000886	-processed-gene-10.39-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-10.39&CDS=1-14757	YLR106C
OG0000887	-processed-gene-10.40-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-10.40&CDS=1-1944	YJL112W
OG0000888	-processed-gene-10.103-mRNA-1_1&gene=genemark-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-10.103&CDS=1-729	YKR037C
OG0000889	-processed-gene-10.10-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-10.10&CDS=1-1116	YKR038C
OG0000890	-processed-gene-10.12-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-10.12&CDS=1-1809	YDR026C
OG0000891	-processed-gene-10.43-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-10.43&CDS=1-660	YML079W
OG0000892	-processed-gene-10.44-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-10.44&CDS=1-2436	YDR027C
OG0000893	-processed-gene-10.45-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-10.45&CDS=1-792	YDL111C
OG0000894	-processed-gene-10.47-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-10.47&CDS=1-456	YDL110C
OG0000895	-processed-gene-10.17-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-10.17&CDS=1-11379	YHR099W
OG0000896	-processed-gene-10.21-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-10.21&CDS=1-942	YDR374C
OG0000897	-processed-gene-10.23-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-10.23&CDS=1-570	YDR373W
OG0000898	-processed-gene-10.50-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-10.50&CDS=1-744	YOR125C
OG0000899	-processed-gene-10.24-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-10.24&CDS=1-999	YDR410C
OG0000900	-processed-gene-10.25-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-10.25&CDS=1-3312	YDL102W
OG0000901	-processed-gene-10.26-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-10.26&CDS=1-3921	YCR081W
OG0000902	-processed-gene-10.116-mRNA-1_1&gene=genemark-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-10.116&CDS=1-1590	YNR039C
OG0000903	-processed-gene-10.54-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-10.54&CDS=1-3009	YCR011C
OG0000904	-processed-gene-10.55-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-10.55&CDS=1-1053	YFR018C
OG0000905	-processed-gene-10.90-mRNA-1_1&gene=genemark-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-10.90&CDS=1-7575	YFR019W
OG0000906	-processed-gene-10.29-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-10.29&CDS=1-795	YCR075C
OG0000907	-processed-gene-10.32-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-10.32&CDS=1-366	YMR298W
OG0000908	-processed-gene-10.58-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-10.58&CDS=1-2604	YGR274C
OG0000909	-processed-gene-10.33-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-10.33&CDS=1-690	YGR275W
OG0000910	-processed-gene-10.59-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-10.59&CDS=1-1596	YGR276C
OG0000911	-processed-gene-10.124-mRNA-1_1&gene=genemark-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-10.124&CDS=1-1545	YMR300C
OG0000912	-processed-gene-10.34-mRNA-1_1&gene=snap_masked-gi|1002316264|dbj|BCGI01000006.1|-processed-gene-10.34&CDS=1-870	YFR047C
OG0000913	-processed-gene-0.24-mRNA-1_1&gene=snap_masked-gi|1002316265|dbj|BCGI01000005.1|-processed-gene-0.24&CDS=1-822	YHR200W
OG0000914	-processed-gene-0.3-mRNA-1_1&gene=snap_masked-gi|1002316265|dbj|BCGI01000005.1|-processed-gene-0.3&CDS=1-1065	YJR139C
OG0000915	-processed-gene-0.25-mRNA-1_1&gene=snap_masked-gi|1002316265|dbj|BCGI01000005.1|-processed-gene-0.25&CDS=1-4131	YJR138W
OG0000916	-processed-gene-0.27-mRNA-1_1&gene=snap_masked-gi|1002316265|dbj|BCGI01000005.1|-processed-gene-0.27&CDS=1-1467	YKL004W
OG0000917	-processed-gene-0.4-mRNA-1_1&gene=snap_masked-gi|1002316265|dbj|BCGI01000005.1|-processed-gene-0.4&CDS=1-2253	YKL005C
OG0000918	-processed-gene-0.29-mRNA-1_1&gene=snap_masked-gi|1002316265|dbj|BCGI01000005.1|-processed-gene-0.29&CDS=1-1206	YHL003C
OG0000919	-processed-gene-0.5-mRNA-1_1&gene=snap_masked-gi|1002316265|dbj|BCGI01000005.1|-processed-gene-0.5&CDS=1-765	YKL007W
OG0000920	-processed-gene-0.30-mRNA-1_1&gene=snap_masked-gi|1002316265|dbj|BCGI01000005.1|-processed-gene-0.30&CDS=1-282	YKL006C-A
OG0000921	-processed-gene-0.31-mRNA-1_1&gene=snap_masked-gi|1002316265|dbj|BCGI01000005.1|-processed-gene-0.31&CDS=1-714	YKL009W
OG0000922	-processed-gene-0.6-mRNA-1_1&gene=snap_masked-gi|1002316265|dbj|BCGI01000005.1|-processed-gene-0.6&CDS=1-4593	YKL010C
