	Saccharomyces_cerevisiae	Tortispora_caseinolytica
OG0000544	YBR041W	snap_masked-scaffold_4-processed-gene-0.26-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-0.26&CDS=1-1830
OG0000545	YBR046C	snap_masked-scaffold_3-processed-gene-15.119-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-15.119&CDS=1-972
OG0000546	YBR055C	snap_masked-scaffold_2-processed-gene-14.106-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-14.106&CDS=1-2640
OG0000547	YBR056W	snap_masked-scaffold_2-processed-gene-19.103-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-19.103&CDS=1-1473
OG0000548	YBR060C	snap_masked-scaffold_1-processed-gene-17.59-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-17.59&CDS=1-1338
OG0000549	YBR061C	maker-scaffold_3-snap-gene-18.50-mRNA-1_1&gene=maker-scaffold_3-snap-gene-18.50&CDS=1-849
OG0000550	YBR070C	snap_masked-scaffold_2-processed-gene-12.108-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-12.108&CDS=1-750
OG0000551	YBR074W	snap_masked-scaffold_2-processed-gene-28.134-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-28.134&CDS=1-2472
OG0000552	YBR079C	snap_masked-scaffold_2-processed-gene-10.116-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-10.116&CDS=1-2862
OG0000553	YBR080C	snap_masked-scaffold_3-processed-gene-21.82-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-21.82&CDS=1-2277
OG0000554	YBR081C	snap_masked-scaffold_1-processed-gene-15.42-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-15.42&CDS=1-3279
OG0000555	YBR082C	maker-scaffold_2-snap-gene-25.4-mRNA-1_1&gene=maker-scaffold_2-snap-gene-25.4&CDS=1-441
OG0000556	YBR083W	snap_masked-scaffold_2-processed-gene-16.22-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-16.22&CDS=1-2871
OG0000557	YBR085W	snap_masked-scaffold_1-processed-gene-26.100-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-26.100&CDS=1-888
OG0000558	YBR087W	snap_masked-scaffold_2-processed-gene-5.167-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-5.167&CDS=1-1056
OG0000559	YBR088C	snap_masked-scaffold_3-processed-gene-23.109-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-23.109&CDS=1-795
OG0000560	YBR094W	augustus_masked-scaffold_2-processed-gene-24.25-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-24.25&CDS=1-6828
OG0000561	YBR095C	augustus_masked-scaffold_2-processed-gene-17.88-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-17.88&CDS=1-2631
OG0000562	YBR096W	snap_masked-scaffold_1-processed-gene-6.19-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-6.19&CDS=1-687
OG0000563	YBR097W	augustus_masked-scaffold_2-processed-gene-21.158-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-21.158&CDS=1-4455
OG0000564	YBR101C	snap_masked-scaffold_3-processed-gene-22.144-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-22.144&CDS=1-807
OG0000565	YBR102C	augustus_masked-scaffold_1-processed-gene-23.117-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-23.117&CDS=1-2076
OG0000566	YBR103W	snap_masked-scaffold_3-processed-gene-3.41-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-3.41&CDS=1-1491
OG0000567	YBR106W	snap_masked-scaffold_2-processed-gene-0.29-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-0.29&CDS=1-588
OG0000568	YBR109C	snap_masked-scaffold_3-processed-gene-16.79-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-16.79&CDS=1-453
OG0000569	YBR110W	snap_masked-scaffold_1-processed-gene-8.65-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-8.65&CDS=1-1347
OG0000570	YBR111C	snap_masked-scaffold_3-processed-gene-10.17-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-10.17&CDS=1-639
OG0000571	YBR112C	snap_masked-scaffold_3-processed-gene-3.43-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-3.43&CDS=1-2643
OG0000572	YBR115C	snap_masked-scaffold_1-processed-gene-22.68-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-22.68&CDS=1-4104
OG0000573	YBR121C	snap_masked-scaffold_4-processed-gene-0.27-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-0.27&CDS=1-1959
OG0000574	YBR122C	snap_masked-scaffold_2-processed-gene-7.49-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-7.49&CDS=1-435
OG0000575	YBR123C	genemark-scaffold_1-processed-gene-27.102-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-27.102&CDS=1-1244
OG0000576	YBR127C	maker-scaffold_3-snap-gene-5.155-mRNA-1_1&gene=maker-scaffold_3-snap-gene-5.155&CDS=1-1530
OG0000577	YBR133C	snap_masked-scaffold_3-processed-gene-4.154-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-4.154&CDS=1-1938
OG0000578	YBR135W	snap_masked-scaffold_1-processed-gene-19.29-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-19.29&CDS=1-315
OG0000579	YBR137W	maker-scaffold_2-snap-gene-4.49-mRNA-1_1&gene=maker-scaffold_2-snap-gene-4.49&CDS=1-495
OG0000580	YBR143C	snap_masked-scaffold_3-processed-gene-22.136-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-22.136&CDS=1-1302
OG0000581	YBR146W	augustus_masked-scaffold_3-processed-gene-22.84-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-22.84&CDS=1-816
OG0000582	YBR151W	snap_masked-scaffold_2-processed-gene-6.8-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-6.8&CDS=1-786
OG0000583	YBR154C	augustus_masked-scaffold_1-processed-gene-8.19-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-8.19&CDS=1-642
OG0000584	YBR155W	snap_masked-scaffold_2-processed-gene-8.85-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-8.85&CDS=1-1194
OG0000585	YBR156C	snap_masked-scaffold_2-processed-gene-8.110-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-8.110&CDS=1-2076
OG0000586	YBR158W	snap_masked-scaffold_2-processed-gene-10.141-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-10.141&CDS=1-2013
OG0000587	YBR159W	augustus_masked-scaffold_2-processed-gene-3.65-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-3.65&CDS=1-15528
OG0000588	YBR162C	snap_masked-scaffold_2-processed-gene-12.59-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-12.59&CDS=1-1275
OG0000589	YBR166C	snap_masked-scaffold_3-processed-gene-2.4-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-2.4&CDS=1-1299
OG0000590	YBR170C	maker-scaffold_3-augustus-gene-23.205-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-23.205&CDS=1-2196
OG0000591	YBR171W	snap_masked-scaffold_3-processed-gene-23.108-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-23.108&CDS=1-753
OG0000592	YBR173C	snap_masked-scaffold_1-processed-gene-30.74-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-30.74&CDS=1-423
OG0000593	YBR175W	augustus_masked-scaffold_2-processed-gene-14.12-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-14.12&CDS=1-987
OG0000594	YBR176W	snap_masked-scaffold_3-processed-gene-16.62-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-16.62&CDS=1-957
OG0000595	YBR179C	snap_masked-scaffold_2-processed-gene-19.59-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-19.59&CDS=1-2316
OG0000596	YBR185C	snap_masked-scaffold_1-processed-gene-25.106-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-25.106&CDS=1-873
OG0000597	YBR187W	snap_masked-scaffold_1-processed-gene-16.1-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-16.1&CDS=1-1314
OG0000598	YBR189W	snap_masked-scaffold_3-processed-gene-14.66-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-14.66&CDS=1-585
OG0000599	YBR192W	snap_masked-scaffold_3-processed-gene-14.68-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-14.68&CDS=1-1014
OG0000600	YBR193C	augustus_masked-scaffold_3-processed-gene-22.121-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-22.121&CDS=1-606
OG0000601	YBR196C	snap_masked-scaffold_2-processed-gene-23.149-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-23.149&CDS=1-1656
OG0000602	YBR198C	snap_masked-scaffold_3-processed-gene-19.52-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-19.52&CDS=1-2319
OG0000603	YBR200W	augustus_masked-scaffold_2-processed-gene-25.109-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-25.109&CDS=1-2220
OG0000604	YBR202W	snap_masked-scaffold_2-processed-gene-15.31-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-15.31&CDS=1-2319
OG0000605	YBR203W	genemark-scaffold_3-processed-gene-13.123-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-13.123&CDS=1-1545
OG0000606	YBR204C	snap_masked-scaffold_2-processed-gene-15.9-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-15.9&CDS=1-1536
OG0000607	YBR208C	maker-scaffold_4-augustus-gene-2.200-mRNA-1_1&gene=maker-scaffold_4-augustus-gene-2.200&CDS=1-7656
OG0000608	YBR213W	maker-scaffold_2-snap-gene-20.103-mRNA-1_1&gene=maker-scaffold_2-snap-gene-20.103&CDS=1-657
OG0000609	YBR215W	snap_masked-scaffold_2-processed-gene-3.20-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-3.20&CDS=1-1137
OG0000610	YBR220C	snap_masked-scaffold_2-processed-gene-22.29-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-22.29&CDS=1-1674
OG0000611	YBR221C	genemark-scaffold_2-processed-gene-25.62-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-25.62&CDS=1-1152
OG0000612	YBR222C	snap_masked-scaffold_2-processed-gene-13.113-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-13.113&CDS=1-1548
OG0000613	YBR227C	augustus_masked-scaffold_2-processed-gene-29.58-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-29.58&CDS=1-1929
OG0000614	YBR228W	snap_masked-scaffold_2-processed-gene-27.122-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-27.122&CDS=1-927
OG0000615	YBR229C	snap_masked-scaffold_2-processed-gene-27.97-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-27.97&CDS=1-2841
OG0000616	YBR231C	snap_masked-scaffold_2-processed-gene-9.58-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-9.58&CDS=1-609
OG0000617	YBR233W	snap_masked-scaffold_1-processed-gene-26.102-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-26.102&CDS=1-1272
OG0000618	YBR234C	snap_masked-scaffold_2-processed-gene-13.154-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-13.154&CDS=1-1071
OG0000619	YBR235W	snap_masked-scaffold_1-processed-gene-27.97-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-27.97&CDS=1-3549
OG0000620	YBR239C	snap_masked-scaffold_1-processed-gene-3.33-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-3.33&CDS=1-1560
OG0000621	YBR243C	snap_masked-scaffold_3-processed-gene-0.122-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-0.122&CDS=1-1344
OG0000622	YBR247C	snap_masked-scaffold_1-processed-gene-13.100-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-13.100&CDS=1-1299
OG0000623	YBR248C	augustus_masked-scaffold_2-processed-gene-0.125-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-0.125&CDS=1-1935
OG0000624	YBR251W	snap_masked-scaffold_3-processed-gene-4.156-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-4.156&CDS=1-990
OG0000625	YBR256C	snap_masked-scaffold_3-processed-gene-3.32-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-3.32&CDS=1-711
OG0000626	YBR261C	augustus_masked-scaffold_2-processed-gene-11.142-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-11.142&CDS=1-681
OG0000627	YBR265W	snap_masked-scaffold_2-processed-gene-28.159-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-28.159&CDS=1-873
OG0000628	YBR267W	augustus_masked-scaffold_2-processed-gene-28.34-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-28.34&CDS=1-1110
OG0000629	YBR268W	snap_masked-scaffold_3-processed-gene-4.169-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-4.169&CDS=1-261
OG0000630	YBR269C	genemark-scaffold_3-processed-gene-22.55-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-22.55&CDS=1-345
OG0000631	YBR274W	augustus_masked-scaffold_1-processed-gene-18.14-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-18.14&CDS=1-7323
OG0000632	YBR276C	snap_masked-scaffold_1-processed-gene-2.73-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-2.73&CDS=1-2346
OG0000633	YBR279W	snap_masked-scaffold_2-processed-gene-9.89-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-9.89&CDS=1-1230
OG0000634	YBR281C	maker-scaffold_2-snap-gene-24.52-mRNA-1_1&gene=maker-scaffold_2-snap-gene-24.52&CDS=1-2865
OG0000635	YBR287W	snap_masked-scaffold_3-processed-gene-18.26-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-18.26&CDS=1-1623
OG0000636	YBR289W	snap_masked-scaffold_2-processed-gene-16.10-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-16.10&CDS=1-1938
OG0000637	YBR290W	snap_masked-scaffold_2-processed-gene-3.38-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-3.38&CDS=1-855
OG0000638	YBR291C	snap_masked-scaffold_1-processed-gene-25.112-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-25.112&CDS=1-879
OG0000639	YBR296C	snap_masked-scaffold_1-processed-gene-24.103-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-24.103&CDS=1-1755
OG0000640	YCL001W	snap_masked-scaffold_4-processed-gene-2.131-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-2.131&CDS=1-615
OG0000641	YCL004W	snap_masked-scaffold_2-processed-gene-7.44-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-7.44&CDS=1-1587
OG0000642	YCL008C	snap_masked-scaffold_1-processed-gene-23.17-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-23.17&CDS=1-1269
OG0000643	YCL009C	maker-scaffold_2-augustus-gene-29.50-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-29.50&CDS=1-1359
OG0000644	YCL010C	snap_masked-scaffold_1-processed-gene-1.64-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-1.64&CDS=1-573
OG0000645	YCL012C	snap_masked-scaffold_1-processed-gene-26.87-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-26.87&CDS=1-522
OG0000646	YCL016C	snap_masked-scaffold_3-processed-gene-13.88-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-13.88&CDS=1-969
OG0000647	YCL017C	snap_masked-scaffold_2-processed-gene-10.132-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-10.132&CDS=1-1389
OG0000648	YCL018W	augustus_masked-scaffold_1-processed-gene-27.22-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-27.22&CDS=1-3576
OG0000649	YCL027W	snap_masked-scaffold_1-processed-gene-29.10-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-29.10&CDS=1-1113
OG0000650	YCL029C	snap_masked-scaffold_3-processed-gene-21.112-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-21.112&CDS=1-1659
OG0000651	YCL030C	snap_masked-scaffold_3-processed-gene-7.51-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-7.51&CDS=1-2427
OG0000652	YCL031C	augustus_masked-scaffold_1-processed-gene-12.122-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-12.122&CDS=1-777
OG0000653	YCL032W	augustus_masked-scaffold_3-processed-gene-11.24-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-11.24&CDS=1-1143
OG0000654	YCL033C	snap_masked-scaffold_2-processed-gene-24.93-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-24.93&CDS=1-399
OG0000655	YCL034W	maker-scaffold_2-snap-gene-24.53-mRNA-1_1&gene=maker-scaffold_2-snap-gene-24.53&CDS=1-1323
OG0000656	YCL038C	snap_masked-scaffold_2-processed-gene-22.1-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-22.1&CDS=1-1587
OG0000657	YCL039W	genemark-scaffold_3-processed-gene-9.18-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-9.18&CDS=1-1611
OG0000658	YCL047C	augustus_masked-scaffold_1-processed-gene-14.14-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-14.14&CDS=1-816
OG0000659	YCL054W	snap_masked-scaffold_3-processed-gene-10.20-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-10.20&CDS=1-2475
OG0000660	YCL057C-A	snap_masked-scaffold_1-processed-gene-17.61-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-17.61&CDS=1-258
OG0000661	YCL059C	snap_masked-scaffold_3-processed-gene-25.130-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-25.130&CDS=1-822
OG0000662	YCR002C	snap_masked-scaffold_1-processed-gene-6.44-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-6.44&CDS=1-996
OG0000663	YCR008W	maker-scaffold_2-snap-gene-11.111-mRNA-1_1&gene=maker-scaffold_2-snap-gene-11.111&CDS=1-4749
OG0000664	YCR009C	snap_masked-scaffold_2-processed-gene-11.8-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-11.8&CDS=1-798
OG0000665	YCR011C	snap_masked-scaffold_3-processed-gene-8.108-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-8.108&CDS=1-2901
OG0000666	YCR012W	snap_masked-scaffold_1-processed-gene-21.24-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-21.24&CDS=1-1245
OG0000667	YCR014C	snap_masked-scaffold_1-processed-gene-21.51-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-21.51&CDS=1-1791
OG0000668	YCR015C	snap_masked-scaffold_3-processed-gene-2.23-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-2.23&CDS=1-669
OG0000669	YCR017C	maker-scaffold_2-augustus-gene-8.2-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-8.2&CDS=1-4164
OG0000670	YCR023C	augustus_masked-scaffold_2-processed-gene-21.136-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-21.136&CDS=1-1674
OG0000671	YCR024C	snap_masked-scaffold_1-processed-gene-30.80-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-30.80&CDS=1-1332
OG0000672	YCR028C-A	snap_masked-scaffold_2-processed-gene-13.169-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-13.169&CDS=1-444
OG0000673	YCR030C	snap_masked-scaffold_1-processed-gene-29.31-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-29.31&CDS=1-2592
OG0000674	YCR031C	snap_masked-scaffold_1-processed-gene-26.103-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-26.103&CDS=1-432
OG0000675	YCR032W	augustus_masked-scaffold_2-processed-gene-3.49-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-3.49&CDS=1-10341
OG0000676	YCR033W	snap_masked-scaffold_2-processed-gene-0.59-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-0.59&CDS=1-2715
OG0000677	YCR034W	snap_masked-scaffold_3-processed-gene-7.49-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-7.49&CDS=1-1029
OG0000678	YCR035C	augustus_masked-scaffold_2-processed-gene-1.101-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-1.101&CDS=1-714
OG0000679	YCR036W	snap_masked-scaffold_2-processed-gene-1.22-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-1.22&CDS=1-906
OG0000680	YCR042C	snap_masked-scaffold_1-processed-gene-26.90-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-26.90&CDS=1-4035
OG0000681	YCR044C	snap_masked-scaffold_1-processed-gene-23.28-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-23.28&CDS=1-960
OG0000682	YCR046C	snap_masked-scaffold_3-processed-gene-8.93-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-8.93&CDS=1-546
OG0000683	YCR047C	augustus_masked-scaffold_1-processed-gene-4.75-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-4.75&CDS=1-786
OG0000684	YCR051W	snap_masked-scaffold_3-processed-gene-10.22-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-10.22&CDS=1-567
OG0000685	YCR053W	augustus_masked-scaffold_1-processed-gene-4.71-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-4.71&CDS=1-2376
OG0000686	YCR054C	genemark-scaffold_1-processed-gene-24.57-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-24.57&CDS=1-1269
OG0000687	YCR057C	snap_masked-scaffold_4-processed-gene-2.108-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-2.108&CDS=1-2517
OG0000688	YCR059C	snap_masked-scaffold_4-processed-gene-2.109-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-2.109&CDS=1-846
OG0000689	YCR060W	snap_masked-scaffold_2-processed-gene-3.45-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-3.45&CDS=1-810
OG0000690	YCR061W	snap_masked-scaffold_2-processed-gene-30.153-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-30.153&CDS=1-1875
OG0000691	YCR063W	snap_masked-scaffold_2-processed-gene-12.58-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-12.58&CDS=1-438
OG0000692	YCR068W	snap_masked-scaffold_2-processed-gene-16.25-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-16.25&CDS=1-1431
OG0000693	YCR071C	snap_masked-scaffold_2-processed-gene-30.125-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-30.125&CDS=1-402
OG0000694	YCR072C	maker-scaffold_3-augustus-gene-23.209-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-23.209&CDS=1-1860
OG0000695	YCR077C	augustus_masked-scaffold_2-processed-gene-30.89-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-30.89&CDS=1-2034
OG0000696	YCR079W	snap_masked-scaffold_2-processed-gene-7.37-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-7.37&CDS=1-1197
OG0000697	YCR081W	snap_masked-scaffold_1-processed-gene-19.40-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-19.40&CDS=1-4782
OG0000698	YCR084C	snap_masked-scaffold_2-processed-gene-9.52-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-9.52&CDS=1-1878
OG0000699	YCR088W	snap_masked-scaffold_2-processed-gene-24.106-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-24.106&CDS=1-2085
OG0000700	YCR090C	snap_masked-scaffold_3-processed-gene-4.129-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-4.129&CDS=1-471
OG0000701	YCR091W	snap_masked-scaffold_3-processed-gene-4.151-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-4.151&CDS=1-2298
OG0000702	YCR092C	snap_masked-scaffold_2-processed-gene-26.43-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-26.43&CDS=1-2931
OG0000703	YCR093W	snap_masked-scaffold_1-processed-gene-13.138-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-13.138&CDS=1-5664
OG0000704	YCR098C	snap_masked-scaffold_1-processed-gene-8.92-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-8.92&CDS=1-1551
OG0000705	YDL004W	snap_masked-scaffold_2-processed-gene-9.99-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-9.99&CDS=1-486
OG0000706	YDL007W	genemark-scaffold_2-processed-gene-8.154-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-8.154&CDS=1-1335
OG0000707	YDL014W	augustus_masked-scaffold_2-processed-gene-19.15-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-19.15&CDS=1-2811
OG0000708	YDL015C	snap_masked-scaffold_2-processed-gene-17.6-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-17.6&CDS=1-897
OG0000709	YDL017W	snap_masked-scaffold_1-processed-gene-29.40-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-29.40&CDS=1-1347
