	Lodderomyces_elongisporus	Saccharomyces_cerevisiae
OG0001085	snap_masked-NW_001813680.1-processed-gene-1.42-mRNA-1_1&gene=snap_masked-NW_001813680.1-processed-gene-1.42&CDS=1-975	YGR284C
OG0001086	snap_masked-NW_001813680.1-processed-gene-1.43-mRNA-1_1&gene=snap_masked-NW_001813680.1-processed-gene-1.43&CDS=1-732	YGR195W
OG0001087	snap_masked-NW_001813680.1-processed-gene-1.44-mRNA-1_1&gene=snap_masked-NW_001813680.1-processed-gene-1.44&CDS=1-1218	YJR013W
OG0001088	snap_masked-NW_001813680.1-processed-gene-1.19-mRNA-1_1&gene=snap_masked-NW_001813680.1-processed-gene-1.19&CDS=1-1089	YGR187C
OG0001089	snap_masked-NW_001813680.1-processed-gene-1.46-mRNA-1_1&gene=snap_masked-NW_001813680.1-processed-gene-1.46&CDS=1-2049	YGR186W
OG0001090	snap_masked-NW_001813680.1-processed-gene-1.47-mRNA-1_1&gene=snap_masked-NW_001813680.1-processed-gene-1.47&CDS=1-1275	YMR220W
OG0001091	snap_masked-NW_001813680.1-processed-gene-1.20-mRNA-1_1&gene=snap_masked-NW_001813680.1-processed-gene-1.20&CDS=1-1338	YBR166C
OG0001092	snap_masked-NW_001813680.1-processed-gene-1.48-mRNA-1_1&gene=snap_masked-NW_001813680.1-processed-gene-1.48&CDS=1-555	YBR164C
OG0001093	augustus_masked-NW_001813680.1-processed-gene-1.108-mRNA-1_1&gene=augustus_masked-NW_001813680.1-processed-gene-1.108&CDS=1-714	YMR311C
OG0001094	snap_masked-NW_001813680.1-processed-gene-1.50-mRNA-1_1&gene=snap_masked-NW_001813680.1-processed-gene-1.50&CDS=1-1284	YGR285C
OG0001095	snap_masked-NW_001813680.1-processed-gene-1.51-mRNA-1_1&gene=snap_masked-NW_001813680.1-processed-gene-1.51&CDS=1-753	YLR022C
OG0001096	genemark-NW_001813680.1-processed-gene-1.90-mRNA-1_1&gene=genemark-NW_001813680.1-processed-gene-1.90&CDS=1-1461	YGR185C
OG0001097	snap_masked-NW_001813680.1-processed-gene-1.22-mRNA-1_1&gene=snap_masked-NW_001813680.1-processed-gene-1.22&CDS=1-3783	YGR184C
OG0001098	snap_masked-NW_001813680.1-processed-gene-1.24-mRNA-1_1&gene=snap_masked-NW_001813680.1-processed-gene-1.24&CDS=1-321	YLL014W
OG0001099	snap_masked-NW_001813680.1-processed-gene-1.25-mRNA-1_1&gene=snap_masked-NW_001813680.1-processed-gene-1.25&CDS=1-1893	YCR088W
OG0001100	augustus_masked-NW_001813680.1-processed-gene-1.133-mRNA-1_1&gene=augustus_masked-NW_001813680.1-processed-gene-1.133&CDS=1-1458	YGR189C
OG0001101	snap_masked-NW_001813680.1-processed-gene-1.29-mRNA-1_1&gene=snap_masked-NW_001813680.1-processed-gene-1.29&CDS=1-1773	YMR171C
OG0001102	snap_masked-NW_001813680.1-processed-gene-1.31-mRNA-1_1&gene=snap_masked-NW_001813680.1-processed-gene-1.31&CDS=1-906	YCL009C
OG0001103	snap_masked-NW_001813680.1-processed-gene-2.41-mRNA-1_1&gene=snap_masked-NW_001813680.1-processed-gene-2.41&CDS=1-1353	YBR200W
OG0001104	snap_masked-NW_001813680.1-processed-gene-2.69-mRNA-1_1&gene=snap_masked-NW_001813680.1-processed-gene-2.69&CDS=1-1668	YLR196W
OG0001105	snap_masked-NW_001813680.1-processed-gene-2.70-mRNA-1_1&gene=snap_masked-NW_001813680.1-processed-gene-2.70&CDS=1-1377	YLR195C
OG0001106	augustus_masked-NW_001813680.1-processed-gene-2.83-mRNA-1_1&gene=augustus_masked-NW_001813680.1-processed-gene-2.83&CDS=1-1158	YLR097C
OG0001107	snap_masked-NW_001813680.1-processed-gene-2.45-mRNA-1_1&gene=snap_masked-NW_001813680.1-processed-gene-2.45&CDS=1-2370	YMR309C
OG0001108	augustus_masked-NW_001813680.1-processed-gene-2.85-mRNA-1_1&gene=augustus_masked-NW_001813680.1-processed-gene-2.85&CDS=1-1137	YGL211W
OG0001109	snap_masked-NW_001813680.1-processed-gene-2.47-mRNA-1_1&gene=snap_masked-NW_001813680.1-processed-gene-2.47&CDS=1-870	YNL202W
OG0001110	genemark-NW_001813680.1-processed-gene-2.11-mRNA-1_1&gene=genemark-NW_001813680.1-processed-gene-2.11&CDS=1-1782	YMR313C
OG0001111	augustus_masked-NW_001813680.1-processed-gene-2.106-mRNA-1_1&gene=augustus_masked-NW_001813680.1-processed-gene-2.106&CDS=1-795	YMR312W
OG0001112	snap_masked-NW_001813680.1-processed-gene-2.52-mRNA-1_1&gene=snap_masked-NW_001813680.1-processed-gene-2.52&CDS=1-1254	YOR303W
OG0001113	snap_masked-NW_001813680.1-processed-gene-2.53-mRNA-1_1&gene=snap_masked-NW_001813680.1-processed-gene-2.53&CDS=1-927	YGR060W
OG0001114	snap_masked-NW_001813680.1-processed-gene-2.55-mRNA-1_1&gene=snap_masked-NW_001813680.1-processed-gene-2.55&CDS=1-804	YMR226C
OG0001115	snap_masked-NW_001813680.1-processed-gene-2.71-mRNA-1_1&gene=snap_masked-NW_001813680.1-processed-gene-2.71&CDS=1-1155	YMR166C
OG0001116	augustus_masked-NW_001813680.1-processed-gene-2.94-mRNA-1_1&gene=augustus_masked-NW_001813680.1-processed-gene-2.94&CDS=1-1347	YDL104C
OG0001117	snap_masked-NW_001813680.1-processed-gene-2.72-mRNA-1_1&gene=snap_masked-NW_001813680.1-processed-gene-2.72&CDS=1-1314	YDL105W
OG0001118	snap_masked-NW_001813680.1-processed-gene-2.56-mRNA-1_1&gene=snap_masked-NW_001813680.1-processed-gene-2.56&CDS=1-2361	YMR167W
OG0001119	snap_masked-NW_001813680.1-processed-gene-2.57-mRNA-1_1&gene=snap_masked-NW_001813680.1-processed-gene-2.57&CDS=1-3315	YGR198W
OG0001120	snap_masked-NW_001813680.1-processed-gene-2.58-mRNA-1_1&gene=snap_masked-NW_001813680.1-processed-gene-2.58&CDS=1-588	YJR014W
OG0001121	snap_masked-NW_001813680.1-processed-gene-2.73-mRNA-1_1&gene=snap_masked-NW_001813680.1-processed-gene-2.73&CDS=1-528	YBR167C
OG0001122	snap_masked-NW_001813680.1-processed-gene-2.75-mRNA-1_1&gene=snap_masked-NW_001813680.1-processed-gene-2.75&CDS=1-636	YLR009W
OG0001123	augustus_masked-NW_001813680.1-processed-gene-2.100-mRNA-1_1&gene=augustus_masked-NW_001813680.1-processed-gene-2.100&CDS=1-483	YLR008C
OG0001124	snap_masked-NW_001813680.1-processed-gene-2.76-mRNA-1_1&gene=snap_masked-NW_001813680.1-processed-gene-2.76&CDS=1-456	YGR203W
OG0001125	snap_masked-NW_001813680.1-processed-gene-2.65-mRNA-1_1&gene=snap_masked-NW_001813680.1-processed-gene-2.65&CDS=1-1542	YGR202C
OG0001126	snap_masked-NW_001813680.1-processed-gene-2.66-mRNA-1_1&gene=snap_masked-NW_001813680.1-processed-gene-2.66&CDS=1-1290	YLL006W
OG0001127	snap_masked-NW_001813680.1-processed-gene-3.81-mRNA-1_1&gene=snap_masked-NW_001813680.1-processed-gene-3.81&CDS=1-3108	YJR132W
OG0001128	augustus_masked-NW_001813680.1-processed-gene-3.2-mRNA-1_1&gene=augustus_masked-NW_001813680.1-processed-gene-3.2&CDS=1-1746	YLR427W
OG0001129	snap_masked-NW_001813680.1-processed-gene-3.84-mRNA-1_1&gene=snap_masked-NW_001813680.1-processed-gene-3.84&CDS=1-480	YML055W
OG0001130	snap_masked-NW_001813680.1-processed-gene-3.97-mRNA-1_1&gene=snap_masked-NW_001813680.1-processed-gene-3.97&CDS=1-1560	YKL191W
OG0001131	augustus_masked-NW_001813680.1-processed-gene-3.19-mRNA-1_1&gene=augustus_masked-NW_001813680.1-processed-gene-3.19&CDS=1-1449	YAL022C
OG0001132	snap_masked-NW_001813680.1-processed-gene-3.100-mRNA-1_1&gene=snap_masked-NW_001813680.1-processed-gene-3.100&CDS=1-2238	YJL093C
OG0001133	snap_masked-NW_001813680.1-processed-gene-3.101-mRNA-1_1&gene=snap_masked-NW_001813680.1-processed-gene-3.101&CDS=1-759	YER163C
OG0001134	snap_masked-NW_001813680.1-processed-gene-3.103-mRNA-1_1&gene=snap_masked-NW_001813680.1-processed-gene-3.103&CDS=1-3075	YLR138W
OG0001135	augustus_masked-NW_001813680.1-processed-gene-3.6-mRNA-1_1&gene=augustus_masked-NW_001813680.1-processed-gene-3.6&CDS=1-1593	YOR368W
OG0001136	augustus_masked-NW_001813680.1-processed-gene-3.24-mRNA-1_1&gene=augustus_masked-NW_001813680.1-processed-gene-3.24&CDS=1-1047	YLR447C
OG0001137	snap_masked-NW_001813680.1-processed-gene-3.87-mRNA-1_1&gene=snap_masked-NW_001813680.1-processed-gene-3.87&CDS=1-1470	YML071C
OG0001138	snap_masked-NW_001813680.1-processed-gene-3.105-mRNA-1_1&gene=snap_masked-NW_001813680.1-processed-gene-3.105&CDS=1-3246	YOR191W
OG0001139	snap_masked-NW_001813680.1-processed-gene-3.106-mRNA-1_1&gene=snap_masked-NW_001813680.1-processed-gene-3.106&CDS=1-594	YLR292C
OG0001140	augustus_masked-NW_001813680.1-processed-gene-3.9-mRNA-1_1&gene=augustus_masked-NW_001813680.1-processed-gene-3.9&CDS=1-1191	YIL116W
OG0001141	snap_masked-NW_001813680.1-processed-gene-3.89-mRNA-1_1&gene=snap_masked-NW_001813680.1-processed-gene-3.89&CDS=1-759	YMR188C
OG0001142	snap_masked-NW_001813680.1-processed-gene-3.108-mRNA-1_1&gene=snap_masked-NW_001813680.1-processed-gene-3.108&CDS=1-864	YDL087C
OG0001143	snap_masked-NW_001813680.1-processed-gene-3.109-mRNA-1_1&gene=snap_masked-NW_001813680.1-processed-gene-3.109&CDS=1-1380	YJR117W
OG0001144	snap_masked-NW_001813680.1-processed-gene-3.110-mRNA-1_1&gene=snap_masked-NW_001813680.1-processed-gene-3.110&CDS=1-1503	YJR121W
OG0001145	augustus_masked-NW_001813680.1-processed-gene-3.31-mRNA-1_1&gene=augustus_masked-NW_001813680.1-processed-gene-3.31&CDS=1-2511	YJR119C
OG0001146	snap_masked-NW_001813680.1-processed-gene-3.90-mRNA-1_1&gene=snap_masked-NW_001813680.1-processed-gene-3.90&CDS=1-825	YER023W
OG0001147	maker-NW_001813680.1-snap-gene-3.119-mRNA-1_1&gene=maker-NW_001813680.1-snap-gene-3.119&CDS=1-1299	YDL084W
OG0001148	snap_masked-NW_001813680.1-processed-gene-3.113-mRNA-1_1&gene=snap_masked-NW_001813680.1-processed-gene-3.113&CDS=1-1026	YPL034W
OG0001149	snap_masked-NW_001813680.1-processed-gene-3.92-mRNA-1_1&gene=snap_masked-NW_001813680.1-processed-gene-3.92&CDS=1-1317	YLR303W
OG0001150	snap_masked-NW_001813680.1-processed-gene-3.116-mRNA-1_1&gene=snap_masked-NW_001813680.1-processed-gene-3.116&CDS=1-1503	YNL142W
OG0001151	snap_masked-NW_001813680.1-processed-gene-3.95-mRNA-1_1&gene=snap_masked-NW_001813680.1-processed-gene-3.95&CDS=1-3246	YCR030C
OG0001152	snap_masked-NW_001813680.1-processed-gene-3.118-mRNA-1_1&gene=snap_masked-NW_001813680.1-processed-gene-3.118&CDS=1-3210	YKL064W
OG0001153	snap_masked-NW_001813680.1-processed-gene-4.1-mRNA-1_1&gene=snap_masked-NW_001813680.1-processed-gene-4.1&CDS=1-384	YMR039C
OG0001154	snap_masked-NW_001813680.1-processed-gene-4.2-mRNA-1_1&gene=snap_masked-NW_001813680.1-processed-gene-4.2&CDS=1-3579	YMR041C
OG0001155	snap_masked-NW_001813680.1-processed-gene-4.0-mRNA-1_1&gene=snap_masked-NW_001813680.1-processed-gene-4.0&CDS=1-1395	YMR034C
OG0001156	augustus_masked-NW_001813680.1-processed-gene-4.75-mRNA-1_1&gene=augustus_masked-NW_001813680.1-processed-gene-4.75&CDS=1-1821	YDR323C
OG0001157	augustus_masked-NW_001813680.1-processed-gene-4.87-mRNA-1_1&gene=augustus_masked-NW_001813680.1-processed-gene-4.87&CDS=1-1161	YHR076W
OG0001158	snap_masked-NW_001813680.1-processed-gene-4.5-mRNA-1_1&gene=snap_masked-NW_001813680.1-processed-gene-4.5&CDS=1-996	YDR265W
OG0001159	genemark-NW_001813680.1-processed-gene-4.44-mRNA-1_1&gene=genemark-NW_001813680.1-processed-gene-4.44&CDS=1-990	YDR245W
OG0001160	maker-NW_001813680.1-snap-gene-4.102-mRNA-1_1&gene=maker-NW_001813680.1-snap-gene-4.102&CDS=1-3030	YPL016W
OG0001161	snap_masked-NW_001813680.1-processed-gene-4.18-mRNA-1_1&gene=snap_masked-NW_001813680.1-processed-gene-4.18&CDS=1-2712	YCL030C
OG0001162	snap_masked-NW_001813680.1-processed-gene-4.19-mRNA-1_1&gene=snap_masked-NW_001813680.1-processed-gene-4.19&CDS=1-1902	YDR244W
OG0001163	augustus_masked-NW_001813680.1-processed-gene-4.79-mRNA-1_1&gene=augustus_masked-NW_001813680.1-processed-gene-4.79&CDS=1-1320	YLR438W
OG0001164	snap_masked-NW_001813680.1-processed-gene-4.22-mRNA-1_1&gene=snap_masked-NW_001813680.1-processed-gene-4.22&CDS=1-1359	YKL059C
OG0001165	augustus_masked-NW_001813680.1-processed-gene-4.92-mRNA-1_1&gene=augustus_masked-NW_001813680.1-processed-gene-4.92&CDS=1-1116	YMR028W
OG0001166	augustus_masked-NW_001813680.1-processed-gene-4.81-mRNA-1_1&gene=augustus_masked-NW_001813680.1-processed-gene-4.81&CDS=1-402	YKL058W
OG0001167	augustus_masked-NW_001813680.1-processed-gene-4.93-mRNA-1_1&gene=augustus_masked-NW_001813680.1-processed-gene-4.93&CDS=1-1380	YMR027W
OG0001168	snap_masked-NW_001813680.1-processed-gene-4.12-mRNA-1_1&gene=snap_masked-NW_001813680.1-processed-gene-4.12&CDS=1-1068	YBR095C
OG0001169	snap_masked-NW_001813680.1-processed-gene-4.25-mRNA-1_1&gene=snap_masked-NW_001813680.1-processed-gene-4.25&CDS=1-777	YBR088C
OG0001170	snap_masked-NW_001813680.1-processed-gene-4.26-mRNA-1_1&gene=snap_masked-NW_001813680.1-processed-gene-4.26&CDS=1-585	YPR051W
OG0001171	snap_masked-NW_001813680.1-processed-gene-4.13-mRNA-1_1&gene=snap_masked-NW_001813680.1-processed-gene-4.13&CDS=1-1080	YKL060C
OG0001172	snap_masked-NW_001813680.1-processed-gene-4.27-mRNA-1_1&gene=snap_masked-NW_001813680.1-processed-gene-4.27&CDS=1-327	YBR091C
OG0001173	snap_masked-NW_001813680.1-processed-gene-4.14-mRNA-1_1&gene=snap_masked-NW_001813680.1-processed-gene-4.14&CDS=1-2220	YBR094W
OG0001174	snap_masked-NW_001813680.1-processed-gene-4.15-mRNA-1_1&gene=snap_masked-NW_001813680.1-processed-gene-4.15&CDS=1-2310	YKL054C
OG0001175	maker-NW_001813680.1-snap-gene-4.103-mRNA-1_1&gene=maker-NW_001813680.1-snap-gene-4.103&CDS=1-3777	YPR049C
OG0001176	snap_masked-NW_001813680.1-processed-gene-4.29-mRNA-1_1&gene=snap_masked-NW_001813680.1-processed-gene-4.29&CDS=1-1464	YMR020W
OG0001177	snap_masked-NW_001813680.1-processed-gene-4.32-mRNA-1_1&gene=snap_masked-NW_001813680.1-processed-gene-4.32&CDS=1-1908	YML042W
OG0001178	snap_masked-NW_001813680.1-processed-gene-5.30-mRNA-1_1&gene=snap_masked-NW_001813680.1-processed-gene-5.30&CDS=1-237	YDR379C-A
OG0001179	genemark-NW_001813680.1-processed-gene-5.81-mRNA-1_1&gene=genemark-NW_001813680.1-processed-gene-5.81&CDS=1-1683	YBR132C
OG0001180	snap_masked-NW_001813680.1-processed-gene-5.33-mRNA-1_1&gene=snap_masked-NW_001813680.1-processed-gene-5.33&CDS=1-270	YKL053C-A
OG0001181	snap_masked-NW_001813680.1-processed-gene-5.34-mRNA-1_1&gene=snap_masked-NW_001813680.1-processed-gene-5.34&CDS=1-1662	YJR107W
OG0001182	augustus_masked-NW_001813680.1-processed-gene-5.21-mRNA-1_1&gene=augustus_masked-NW_001813680.1-processed-gene-5.21&CDS=1-1518	YDR376W
OG0001183	snap_masked-NW_001813680.1-processed-gene-5.42-mRNA-1_1&gene=snap_masked-NW_001813680.1-processed-gene-5.42&CDS=1-2691	YOR211C
OG0001184	snap_masked-NW_001813680.1-processed-gene-5.56-mRNA-1_1&gene=snap_masked-NW_001813680.1-processed-gene-5.56&CDS=1-2733	YPL126W
OG0001185	augustus_masked-NW_001813680.1-processed-gene-5.14-mRNA-1_1&gene=augustus_masked-NW_001813680.1-processed-gene-5.14&CDS=1-216	YOR210W
OG0001186	snap_masked-NW_001813680.1-processed-gene-5.59-mRNA-1_1&gene=snap_masked-NW_001813680.1-processed-gene-5.59&CDS=1-924	YGR282C
OG0001187	maker-NW_001813680.1-snap-gene-6.111-mRNA-1_1&gene=maker-NW_001813680.1-snap-gene-6.111&CDS=1-1449	YOR198C
OG0001188	snap_masked-NW_001813680.1-processed-gene-6.0-mRNA-1_1&gene=snap_masked-NW_001813680.1-processed-gene-6.0&CDS=1-909	YPL117C
OG0001189	snap_masked-NW_001813680.1-processed-gene-6.1-mRNA-1_1&gene=snap_masked-NW_001813680.1-processed-gene-6.1&CDS=1-1296	YOR196C
OG0001190	snap_masked-NW_001813680.1-processed-gene-6.2-mRNA-1_1&gene=snap_masked-NW_001813680.1-processed-gene-6.2&CDS=1-2379	YPL116W
OG0001191	snap_masked-NW_001813680.1-processed-gene-6.4-mRNA-1_1&gene=snap_masked-NW_001813680.1-processed-gene-6.4&CDS=1-3948	YPL115C
OG0001192	snap_masked-NW_001813680.1-processed-gene-6.20-mRNA-1_1&gene=snap_masked-NW_001813680.1-processed-gene-6.20&CDS=1-942	YOR194C
OG0001193	snap_masked-NW_001813680.1-processed-gene-6.21-mRNA-1_1&gene=snap_masked-NW_001813680.1-processed-gene-6.21&CDS=1-2724	YBR179C
OG0001194	snap_masked-NW_001813680.1-processed-gene-6.5-mRNA-1_1&gene=snap_masked-NW_001813680.1-processed-gene-6.5&CDS=1-642	YIR032C
OG0001195	augustus_masked-NW_001813680.1-processed-gene-6.98-mRNA-1_1&gene=augustus_masked-NW_001813680.1-processed-gene-6.98&CDS=1-1098	YFR043C
OG0001196	augustus_masked-NW_001813680.1-processed-gene-6.82-mRNA-1_1&gene=augustus_masked-NW_001813680.1-processed-gene-6.82&CDS=1-2793	YGL233W
OG0001197	snap_masked-NW_001813680.1-processed-gene-6.7-mRNA-1_1&gene=snap_masked-NW_001813680.1-processed-gene-6.7&CDS=1-810	YPL132W
OG0001198	snap_masked-NW_001813680.1-processed-gene-6.10-mRNA-1_1&gene=snap_masked-NW_001813680.1-processed-gene-6.10&CDS=1-288	YCL057C-A
OG0001199	augustus_masked-NW_001813680.1-processed-gene-6.100-mRNA-1_1&gene=augustus_masked-NW_001813680.1-processed-gene-6.100&CDS=1-1119	YKR038C
OG0001200	augustus_masked-NW_001813680.1-processed-gene-6.101-mRNA-1_1&gene=augustus_masked-NW_001813680.1-processed-gene-6.101&CDS=1-348	YGL030W
OG0001201	genemark-NW_001813680.1-processed-gene-6.62-mRNA-1_1&gene=genemark-NW_001813680.1-processed-gene-6.62&CDS=1-4212	YGL179C
OG0001202	augustus_masked-NW_001813680.1-processed-gene-6.91-mRNA-1_1&gene=augustus_masked-NW_001813680.1-processed-gene-6.91&CDS=1-1554	YER007W
OG0001203	augustus_masked-NW_001813680.1-processed-gene-6.104-mRNA-1_1&gene=augustus_masked-NW_001813680.1-processed-gene-6.104&CDS=1-534	YER007C-A
OG0001204	augustus_masked-NW_001813680.1-processed-gene-6.105-mRNA-1_1&gene=augustus_masked-NW_001813680.1-processed-gene-6.105&CDS=1-3174	YIR002C
OG0001205	snap_masked-NW_001813680.1-processed-gene-6.27-mRNA-1_1&gene=snap_masked-NW_001813680.1-processed-gene-6.27&CDS=1-1578	YER006W
OG0001206	snap_masked-NW_001813680.1-processed-gene-6.29-mRNA-1_1&gene=snap_masked-NW_001813680.1-processed-gene-6.29&CDS=1-2100	YER005W
OG0001207	snap_masked-NW_001813680.1-processed-gene-6.32-mRNA-1_1&gene=snap_masked-NW_001813680.1-processed-gene-6.32&CDS=1-4452	YAL001C
OG0001208	snap_masked-NW_001813680.1-processed-gene-6.16-mRNA-1_1&gene=snap_masked-NW_001813680.1-processed-gene-6.16&CDS=1-759	YGR001C
OG0001209	maker-NW_001813680.1-snap-gene-6.114-mRNA-1_1&gene=maker-NW_001813680.1-snap-gene-6.114&CDS=1-645	YAL003W
OG0001210	augustus_masked-NW_001813680.1-processed-gene-6.94-mRNA-1_1&gene=augustus_masked-NW_001813680.1-processed-gene-6.94&CDS=1-1944	YAL058W
OG0001211	snap_masked-NW_001813680.1-processed-gene-7.37-mRNA-1_1&gene=snap_masked-NW_001813680.1-processed-gene-7.37&CDS=1-3537	YBR218C
OG0001212	snap_masked-NW_001813680.1-processed-gene-7.38-mRNA-1_1&gene=snap_masked-NW_001813680.1-processed-gene-7.38&CDS=1-681	YGL127C
OG0001213	snap_masked-NW_001813680.1-processed-gene-7.41-mRNA-1_1&gene=snap_masked-NW_001813680.1-processed-gene-7.41&CDS=1-1071	YGL126W
OG0001214	genemark-NW_001813680.1-processed-gene-7.12-mRNA-1_1&gene=genemark-NW_001813680.1-processed-gene-7.12&CDS=1-2037	YIL140W
OG0001215	snap_masked-NW_001813680.1-processed-gene-7.43-mRNA-1_1&gene=snap_masked-NW_001813680.1-processed-gene-7.43&CDS=1-1149	YBR221C
OG0001216	snap_masked-NW_001813680.1-processed-gene-7.44-mRNA-1_1&gene=snap_masked-NW_001813680.1-processed-gene-7.44&CDS=1-1659	YBR220C
OG0001217	snap_masked-NW_001813680.1-processed-gene-7.46-mRNA-1_1&gene=snap_masked-NW_001813680.1-processed-gene-7.46&CDS=1-1605	YCR072C
OG0001218	snap_masked-NW_001813680.1-processed-gene-7.47-mRNA-1_1&gene=snap_masked-NW_001813680.1-processed-gene-7.47&CDS=1-3837	YMR109W
OG0001219	augustus_masked-NW_001813680.1-processed-gene-7.79-mRNA-1_1&gene=augustus_masked-NW_001813680.1-processed-gene-7.79&CDS=1-5238	YCR081W
OG0001220	snap_masked-NW_001813680.1-processed-gene-7.49-mRNA-1_1&gene=snap_masked-NW_001813680.1-processed-gene-7.49&CDS=1-2130	YNR039C
OG0001221	snap_masked-NW_001813680.1-processed-gene-7.50-mRNA-1_1&gene=snap_masked-NW_001813680.1-processed-gene-7.50&CDS=1-1425	YOL140W
OG0001222	snap_masked-NW_001813680.1-processed-gene-7.51-mRNA-1_1&gene=snap_masked-NW_001813680.1-processed-gene-7.51&CDS=1-1167	YNR032W
OG0001223	snap_masked-NW_001813680.1-processed-gene-7.61-mRNA-1_1&gene=snap_masked-NW_001813680.1-processed-gene-7.61&CDS=1-234	YNR032C-A
OG0001224	augustus_masked-NW_001813680.1-processed-gene-7.92-mRNA-1_1&gene=augustus_masked-NW_001813680.1-processed-gene-7.92&CDS=1-309	YCR071C
OG0001225	maker-NW_001813680.1-augustus-gene-8.83-mRNA-1_1&gene=maker-NW_001813680.1-augustus-gene-8.83&CDS=1-2511	YCR077C
OG0001226	augustus_masked-NW_001813680.1-processed-gene-8.87-mRNA-1_1&gene=augustus_masked-NW_001813680.1-processed-gene-8.87&CDS=1-2445	YNR033W
OG0001227	snap_masked-NW_001813680.1-processed-gene-8.48-mRNA-1_1&gene=snap_masked-NW_001813680.1-processed-gene-8.48&CDS=1-4593	YDL058W
OG0001228	snap_masked-NW_001813680.1-processed-gene-8.43-mRNA-1_1&gene=snap_masked-NW_001813680.1-processed-gene-8.43&CDS=1-726	YDL059C
OG0001229	snap_masked-NW_001813680.1-processed-gene-8.49-mRNA-1_1&gene=snap_masked-NW_001813680.1-processed-gene-8.49&CDS=1-4032	YLR384C
OG0001230	augustus_masked-NW_001813680.1-processed-gene-8.106-mRNA-1_1&gene=augustus_masked-NW_001813680.1-processed-gene-8.106&CDS=1-1038	YHR067W
OG0001231	snap_masked-NW_001813680.1-processed-gene-8.54-mRNA-1_1&gene=snap_masked-NW_001813680.1-processed-gene-8.54&CDS=1-882	YHR088W
OG0001232	augustus_masked-NW_001813680.1-processed-gene-8.93-mRNA-1_1&gene=augustus_masked-NW_001813680.1-processed-gene-8.93&CDS=1-3798	YDR335W
OG0001233	snap_masked-NW_001813680.1-processed-gene-8.69-mRNA-1_1&gene=snap_masked-NW_001813680.1-processed-gene-8.69&CDS=1-2532	YNL085W
OG0001234	maker-NW_001813680.1-snap-gene-8.4-mRNA-1_1&gene=maker-NW_001813680.1-snap-gene-8.4&CDS=1-2178	YPL109C
OG0001235	snap_masked-NW_001813680.1-processed-gene-8.56-mRNA-1_1&gene=snap_masked-NW_001813680.1-processed-gene-8.56&CDS=1-333	YGR181W
OG0001236	snap_masked-NW_001813680.1-processed-gene-8.57-mRNA-1_1&gene=snap_masked-NW_001813680.1-processed-gene-8.57&CDS=1-732	YBL041W
OG0001237	snap_masked-NW_001813680.1-processed-gene-8.72-mRNA-1_1&gene=snap_masked-NW_001813680.1-processed-gene-8.72&CDS=1-636	YBL040C
OG0001238	snap_masked-NW_001813680.1-processed-gene-8.74-mRNA-1_1&gene=snap_masked-NW_001813680.1-processed-gene-8.74&CDS=1-4140	YDR301W
OG0001239	augustus_masked-NW_001813680.1-processed-gene-8.97-mRNA-1_1&gene=augustus_masked-NW_001813680.1-processed-gene-8.97&CDS=1-735	YDR302W
OG0001240	snap_masked-NW_001813680.1-processed-gene-8.77-mRNA-1_1&gene=snap_masked-NW_001813680.1-processed-gene-8.77&CDS=1-2178	YJL012C
OG0001241	augustus_masked-NW_001813680.1-processed-gene-8.101-mRNA-1_1&gene=augustus_masked-NW_001813680.1-processed-gene-8.101&CDS=1-732	YDL212W
OG0001242	maker-NW_001813680.1-snap-gene-8.2-mRNA-1_1&gene=maker-NW_001813680.1-snap-gene-8.2&CDS=1-1098	YNL177C
