	Ascoidea_asiatica	Saccharomyces_cerevisiae
OG0000926	-processed-gene-2.30-mRNA-1_1&gene=augustus_masked-gi|1002316720|dbj|BCKQ01000016.1|-processed-gene-2.30&CDS=1-4041	YPL006W
OG0000927	-processed-gene-2.31-mRNA-1_1&gene=augustus_masked-gi|1002316720|dbj|BCKQ01000016.1|-processed-gene-2.31&CDS=1-2745	YER069W
OG0000928	-processed-gene-2.6-mRNA-1_1&gene=augustus_masked-gi|1002316720|dbj|BCKQ01000016.1|-processed-gene-2.6&CDS=1-1872	YLR088W
OG0000929	-processed-gene-2.32-mRNA-1_1&gene=augustus_masked-gi|1002316720|dbj|BCKQ01000016.1|-processed-gene-2.32&CDS=1-945	YOL077C
OG0000930	-processed-gene-2.7-mRNA-1_1&gene=augustus_masked-gi|1002316720|dbj|BCKQ01000016.1|-processed-gene-2.7&CDS=1-3654	YJL074C
OG0000931	-processed-gene-2.8-mRNA-1_1&gene=augustus_masked-gi|1002316720|dbj|BCKQ01000016.1|-processed-gene-2.8&CDS=1-1188	YLR097C
OG0000932	-processed-gene-2.34-mRNA-1_1&gene=augustus_masked-gi|1002316720|dbj|BCKQ01000016.1|-processed-gene-2.34&CDS=1-642	YBR062C
OG0000933	-processed-gene-2.78-mRNA-1_1&gene=genemark-gi|1002316720|dbj|BCKQ01000016.1|-processed-gene-2.78&CDS=1-987	YBR061C
OG0000934	-processed-gene-2.35-mRNA-1_1&gene=augustus_masked-gi|1002316720|dbj|BCKQ01000016.1|-processed-gene-2.35&CDS=1-1329	YPR118W
OG0000935	-processed-gene-2.165-mRNA-1_1&gene=snap_masked-gi|1002316720|dbj|BCKQ01000016.1|-processed-gene-2.165&CDS=1-1314	YOL009C
OG0000936	-processed-gene-2.140-mRNA-1_1&gene=snap_masked-gi|1002316720|dbj|BCKQ01000016.1|-processed-gene-2.140&CDS=1-1434	YKL021C
OG0000937	-processed-gene-2.168-mRNA-1_1&gene=snap_masked-gi|1002316720|dbj|BCKQ01000016.1|-processed-gene-2.168&CDS=1-477	YCL012C
OG0000938	-processed-gene-2.40-mRNA-1_1&gene=augustus_masked-gi|1002316720|dbj|BCKQ01000016.1|-processed-gene-2.40&CDS=1-1893	YFR010W
OG0000939	-processed-gene-2.144-mRNA-1_1&gene=snap_masked-gi|1002316720|dbj|BCKQ01000016.1|-processed-gene-2.144&CDS=1-2106	YDR292C
OG0000940	-processed-gene-2.172-mRNA-1_1&gene=snap_masked-gi|1002316720|dbj|BCKQ01000016.1|-processed-gene-2.172&CDS=1-6189	YCL014W
OG0000941	-processed-gene-2.44-mRNA-1_1&gene=augustus_masked-gi|1002316720|dbj|BCKQ01000016.1|-processed-gene-2.44&CDS=1-807	YBR040W
OG0000942	-snap-gene-2.60-mRNA-1_1&gene=maker-gi|1002316720|dbj|BCKQ01000016.1|-snap-gene-2.60&CDS=1-909	YCL010C
OG0000943	-processed-gene-2.46-mRNA-1_1&gene=augustus_masked-gi|1002316720|dbj|BCKQ01000016.1|-processed-gene-2.46&CDS=1-1254	YNL005C
OG0000944	-processed-gene-2.181-mRNA-1_1&gene=snap_masked-gi|1002316720|dbj|BCKQ01000016.1|-processed-gene-2.181&CDS=1-207	YOR210W
OG0000945	-processed-gene-2.151-mRNA-1_1&gene=snap_masked-gi|1002316720|dbj|BCKQ01000016.1|-processed-gene-2.151&CDS=1-1593	YML069W
OG0000946	-processed-gene-2.153-mRNA-1_1&gene=snap_masked-gi|1002316720|dbj|BCKQ01000016.1|-processed-gene-2.153&CDS=1-939	YLR340W
OG0000947	-processed-gene-2.49-mRNA-1_1&gene=augustus_masked-gi|1002316720|dbj|BCKQ01000016.1|-processed-gene-2.49&CDS=1-1224	YLR355C
OG0000948	-processed-gene-2.154-mRNA-1_1&gene=snap_masked-gi|1002316720|dbj|BCKQ01000016.1|-processed-gene-2.154&CDS=1-657	YOR163W
OG0000949	-processed-gene-2.25-mRNA-1_1&gene=augustus_masked-gi|1002316720|dbj|BCKQ01000016.1|-processed-gene-2.25&CDS=1-729	YHR193C
OG0000950	-processed-gene-2.50-mRNA-1_1&gene=augustus_masked-gi|1002316720|dbj|BCKQ01000016.1|-processed-gene-2.50&CDS=1-603	YHR191C
OG0000951	-processed-gene-0.37-mRNA-1_1&gene=snap_masked-gi|1002316721|dbj|BCKQ01000015.1|-processed-gene-0.37&CDS=1-1767	YJR016C
OG0000952	-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-gi|1002316721|dbj|BCKQ01000015.1|-processed-gene-0.91&CDS=1-696	YDR489W
OG0000953	-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-gi|1002316721|dbj|BCKQ01000015.1|-processed-gene-0.92&CDS=1-1326	YOR187W
OG0000954	-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-gi|1002316721|dbj|BCKQ01000015.1|-processed-gene-0.78&CDS=1-990	YAL014C
OG0000955	-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-gi|1002316721|dbj|BCKQ01000015.1|-processed-gene-0.93&CDS=1-1398	YHR002W
OG0000956	-snap-gene-0.1-mRNA-1_1&gene=maker-gi|1002316721|dbj|BCKQ01000015.1|-snap-gene-0.1&CDS=1-2991	YJL168C
OG0000957	-processed-gene-0.45-mRNA-1_1&gene=snap_masked-gi|1002316721|dbj|BCKQ01000015.1|-processed-gene-0.45&CDS=1-2262	YOR361C
OG0000958	-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-gi|1002316721|dbj|BCKQ01000015.1|-processed-gene-0.81&CDS=1-663	YMR274C
OG0000959	-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-gi|1002316721|dbj|BCKQ01000015.1|-processed-gene-0.95&CDS=1-1689	YDR473C
OG0000960	-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-gi|1002316721|dbj|BCKQ01000015.1|-processed-gene-0.82&CDS=1-2448	YKL012W
OG0000961	-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-gi|1002316721|dbj|BCKQ01000015.1|-processed-gene-0.83&CDS=1-507	YKL013C
OG0000962	-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-gi|1002316721|dbj|BCKQ01000015.1|-processed-gene-0.96&CDS=1-507	YIR022W
OG0000963	-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-gi|1002316721|dbj|BCKQ01000015.1|-processed-gene-0.97&CDS=1-3090	YNL163C
OG0000964	-snap-gene-0.3-mRNA-1_1&gene=maker-gi|1002316721|dbj|BCKQ01000015.1|-snap-gene-0.3&CDS=1-2397	YMR165C
OG0000965	-processed-gene-0.49-mRNA-1_1&gene=snap_masked-gi|1002316721|dbj|BCKQ01000015.1|-processed-gene-0.49&CDS=1-573	YGL010W
OG0000966	-processed-gene-0.50-mRNA-1_1&gene=snap_masked-gi|1002316721|dbj|BCKQ01000015.1|-processed-gene-0.50&CDS=1-2190	YGL192W
OG0000967	-processed-gene-0.16-mRNA-1_1&gene=genemark-gi|1002316721|dbj|BCKQ01000015.1|-processed-gene-0.16&CDS=1-2388	YNL247W
OG0000968	-processed-gene-0.67-mRNA-1_1&gene=snap_masked-gi|1002316721|dbj|BCKQ01000015.1|-processed-gene-0.67&CDS=1-1596	YJL014W
OG0000969	-processed-gene-0.52-mRNA-1_1&gene=snap_masked-gi|1002316721|dbj|BCKQ01000015.1|-processed-gene-0.52&CDS=1-435	YOR369C
OG0000970	-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-gi|1002316721|dbj|BCKQ01000015.1|-processed-gene-0.100&CDS=1-1260	YGR286C
OG0000971	-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-gi|1002316721|dbj|BCKQ01000015.1|-processed-gene-0.101&CDS=1-4446	YOL004W
OG0000972	-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-gi|1002316721|dbj|BCKQ01000015.1|-processed-gene-0.88&CDS=1-1710	YGR103W
OG0000973	-processed-gene-0.70-mRNA-1_1&gene=snap_masked-gi|1002316721|dbj|BCKQ01000015.1|-processed-gene-0.70&CDS=1-2442	YDL003W
OG0000974	-processed-gene-1.5-mRNA-1_1&gene=snap_masked-gi|1002316721|dbj|BCKQ01000015.1|-processed-gene-1.5&CDS=1-3633	YLR087C
OG0000975	-processed-gene-1.6-mRNA-1_1&gene=snap_masked-gi|1002316721|dbj|BCKQ01000015.1|-processed-gene-1.6&CDS=1-1143	YML008C
OG0000976	-processed-gene-1.0-mRNA-1_1&gene=snap_masked-gi|1002316721|dbj|BCKQ01000015.1|-processed-gene-1.0&CDS=1-2859	YDL035C
OG0000977	-processed-gene-1.10-mRNA-1_1&gene=snap_masked-gi|1002316721|dbj|BCKQ01000015.1|-processed-gene-1.10&CDS=1-1635	YDR257C
OG0000978	-processed-gene-1.32-mRNA-1_1&gene=snap_masked-gi|1002316721|dbj|BCKQ01000015.1|-processed-gene-1.32&CDS=1-1953	YHL040C
OG0000979	-processed-gene-1.128-mRNA-1_1&gene=augustus_masked-gi|1002316721|dbj|BCKQ01000015.1|-processed-gene-1.128&CDS=1-2631	YJL012C
OG0000980	-processed-gene-1.130-mRNA-1_1&gene=augustus_masked-gi|1002316721|dbj|BCKQ01000015.1|-processed-gene-1.130&CDS=1-360	YOL031C
OG0000981	-processed-gene-1.13-mRNA-1_1&gene=snap_masked-gi|1002316721|dbj|BCKQ01000015.1|-processed-gene-1.13&CDS=1-1134	YJL026W
OG0000982	-processed-gene-1.117-mRNA-1_1&gene=augustus_masked-gi|1002316721|dbj|BCKQ01000015.1|-processed-gene-1.117&CDS=1-1131	YBR141C
OG0000983	-processed-gene-1.41-mRNA-1_1&gene=snap_masked-gi|1002316721|dbj|BCKQ01000015.1|-processed-gene-1.41&CDS=1-2979	YOR267C
OG0000984	-processed-gene-2.21-mRNA-1_1&gene=augustus_masked-gi|1002316721|dbj|BCKQ01000015.1|-processed-gene-2.21&CDS=1-2169	YDL063C
OG0000985	-processed-gene-2.2-mRNA-1_1&gene=augustus_masked-gi|1002316721|dbj|BCKQ01000015.1|-processed-gene-2.2&CDS=1-264	YLL018C-A
OG0000986	-processed-gene-2.108-mRNA-1_1&gene=snap_masked-gi|1002316721|dbj|BCKQ01000015.1|-processed-gene-2.108&CDS=1-642	YOL005C
OG0000987	-processed-gene-2.27-mRNA-1_1&gene=augustus_masked-gi|1002316721|dbj|BCKQ01000015.1|-processed-gene-2.27&CDS=1-1854	YDR289C
OG0000988	-processed-gene-2.113-mRNA-1_1&gene=snap_masked-gi|1002316721|dbj|BCKQ01000015.1|-processed-gene-2.113&CDS=1-1065	YHR140W
OG0000989	-processed-gene-2.33-mRNA-1_1&gene=augustus_masked-gi|1002316721|dbj|BCKQ01000015.1|-processed-gene-2.33&CDS=1-2892	YLR014C
OG0000990	-processed-gene-2.115-mRNA-1_1&gene=snap_masked-gi|1002316721|dbj|BCKQ01000015.1|-processed-gene-2.115&CDS=1-1614	YJL153C
OG0000991	-processed-gene-0.40-mRNA-1_1&gene=genemark-gi|1002316722|dbj|BCKQ01000014.1|-processed-gene-0.40&CDS=1-2136	YEL011W
OG0000992	-snap-gene-0.36-mRNA-1_1&gene=maker-gi|1002316722|dbj|BCKQ01000014.1|-snap-gene-0.36&CDS=1-2046	YGR186W
OG0000993	-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-gi|1002316722|dbj|BCKQ01000014.1|-processed-gene-0.70&CDS=1-276	YHR005C-A
OG0000994	-processed-gene-0.22-mRNA-1_1&gene=snap_masked-gi|1002316722|dbj|BCKQ01000014.1|-processed-gene-0.22&CDS=1-1569	YLR004C
OG0000995	-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-gi|1002316722|dbj|BCKQ01000014.1|-processed-gene-0.84&CDS=1-3021	YLL032C
OG0000996	-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-gi|1002316722|dbj|BCKQ01000014.1|-processed-gene-0.85&CDS=1-1821	YKR063C
OG0000997	-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-gi|1002316722|dbj|BCKQ01000014.1|-processed-gene-0.75&CDS=1-1332	YGL155W
OG0000998	-processed-gene-0.63-mRNA-1_1&gene=genemark-gi|1002316722|dbj|BCKQ01000014.1|-processed-gene-0.63&CDS=1-3480	YOL141W
OG0000999	-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-gi|1002316722|dbj|BCKQ01000014.1|-processed-gene-0.77&CDS=1-1362	YOL124C
OG0001000	-processed-gene-1.53-mRNA-1_1&gene=augustus_masked-gi|1002316722|dbj|BCKQ01000014.1|-processed-gene-1.53&CDS=1-216	YCL005W-A
OG0001001	-snap-gene-1.39-mRNA-1_1&gene=maker-gi|1002316722|dbj|BCKQ01000014.1|-snap-gene-1.39&CDS=1-3096	YHL023C
OG0001002	-processed-gene-1.55-mRNA-1_1&gene=augustus_masked-gi|1002316722|dbj|BCKQ01000014.1|-processed-gene-1.55&CDS=1-603	YGL200C
OG0001003	-snap-gene-1.42-mRNA-1_1&gene=maker-gi|1002316722|dbj|BCKQ01000014.1|-snap-gene-1.42&CDS=1-1215	YER133W
OG0001004	-processed-gene-1.56-mRNA-1_1&gene=augustus_masked-gi|1002316722|dbj|BCKQ01000014.1|-processed-gene-1.56&CDS=1-1770	YNL026W
OG0001005	-processed-gene-1.67-mRNA-1_1&gene=augustus_masked-gi|1002316722|dbj|BCKQ01000014.1|-processed-gene-1.67&CDS=1-981	YKL154W
OG0001006	-snap-gene-1.40-mRNA-1_1&gene=maker-gi|1002316722|dbj|BCKQ01000014.1|-snap-gene-1.40&CDS=1-2322	YLR182W
OG0001007	-snap-gene-1.44-mRNA-1_1&gene=maker-gi|1002316722|dbj|BCKQ01000014.1|-snap-gene-1.44&CDS=1-4497	YJR033C
OG0001008	-processed-gene-1.27-mRNA-1_1&gene=snap_masked-gi|1002316722|dbj|BCKQ01000014.1|-processed-gene-1.27&CDS=1-3120	YGR094W
OG0001009	-processed-gene-1.28-mRNA-1_1&gene=snap_masked-gi|1002316722|dbj|BCKQ01000014.1|-processed-gene-1.28&CDS=1-1758	YLR116W
OG0001010	-augustus-gene-1.38-mRNA-1_1&gene=maker-gi|1002316722|dbj|BCKQ01000014.1|-augustus-gene-1.38&CDS=1-9267	YCR093W
OG0001011	-processed-gene-1.74-mRNA-1_1&gene=augustus_masked-gi|1002316722|dbj|BCKQ01000014.1|-processed-gene-1.74&CDS=1-2139	YPL254W
OG0001012	-processed-gene-1.76-mRNA-1_1&gene=augustus_masked-gi|1002316722|dbj|BCKQ01000014.1|-processed-gene-1.76&CDS=1-1674	YKR041W
OG0001013	-processed-gene-1.18-mRNA-1_1&gene=snap_masked-gi|1002316722|dbj|BCKQ01000014.1|-processed-gene-1.18&CDS=1-2295	YNR051C
OG0001014	-processed-gene-2.125-mRNA-1_1&gene=augustus_masked-gi|1002316722|dbj|BCKQ01000014.1|-processed-gene-2.125&CDS=1-645	YDR177W
OG0001015	-processed-gene-2.127-mRNA-1_1&gene=augustus_masked-gi|1002316722|dbj|BCKQ01000014.1|-processed-gene-2.127&CDS=1-7788	YBL004W
OG0001016	-processed-gene-2.153-mRNA-1_1&gene=augustus_masked-gi|1002316722|dbj|BCKQ01000014.1|-processed-gene-2.153&CDS=1-1764	YDR037W
OG0001017	-snap-gene-2.48-mRNA-1_1&gene=maker-gi|1002316722|dbj|BCKQ01000014.1|-snap-gene-2.48&CDS=1-3936	YGR258C
OG0001018	-processed-gene-2.98-mRNA-1_1&gene=snap_masked-gi|1002316722|dbj|BCKQ01000014.1|-processed-gene-2.98&CDS=1-2145	YDR234W
OG0001019	-processed-gene-2.130-mRNA-1_1&gene=augustus_masked-gi|1002316722|dbj|BCKQ01000014.1|-processed-gene-2.130&CDS=1-429	YLL050C
OG0001020	-processed-gene-2.155-mRNA-1_1&gene=augustus_masked-gi|1002316722|dbj|BCKQ01000014.1|-processed-gene-2.155&CDS=1-2901	YHR102W
OG0001021	-processed-gene-2.131-mRNA-1_1&gene=augustus_masked-gi|1002316722|dbj|BCKQ01000014.1|-processed-gene-2.131&CDS=1-4908	YMR190C
OG0001022	-processed-gene-2.66-mRNA-1_1&gene=snap_masked-gi|1002316722|dbj|BCKQ01000014.1|-processed-gene-2.66&CDS=1-2904	YNR052C
OG0001023	-processed-gene-2.68-mRNA-1_1&gene=snap_masked-gi|1002316722|dbj|BCKQ01000014.1|-processed-gene-2.68&CDS=1-4317	YBR115C
OG0001024	-processed-gene-2.69-mRNA-1_1&gene=snap_masked-gi|1002316722|dbj|BCKQ01000014.1|-processed-gene-2.69&CDS=1-1443	YCL055W
OG0001025	-processed-gene-2.136-mRNA-1_1&gene=augustus_masked-gi|1002316722|dbj|BCKQ01000014.1|-processed-gene-2.136&CDS=1-2499	YJL194W
OG0001026	-processed-gene-2.138-mRNA-1_1&gene=augustus_masked-gi|1002316722|dbj|BCKQ01000014.1|-processed-gene-2.138&CDS=1-3447	YER013W
OG0001027	-processed-gene-2.157-mRNA-1_1&gene=augustus_masked-gi|1002316722|dbj|BCKQ01000014.1|-processed-gene-2.157&CDS=1-3156	YDR291W
OG0001028	-processed-gene-2.76-mRNA-1_1&gene=snap_masked-gi|1002316722|dbj|BCKQ01000014.1|-processed-gene-2.76&CDS=1-330	YBL001C
OG0001029	-processed-gene-2.140-mRNA-1_1&gene=augustus_masked-gi|1002316722|dbj|BCKQ01000014.1|-processed-gene-2.140&CDS=1-3489	YOR086C
OG0001030	-processed-gene-2.107-mRNA-1_1&gene=snap_masked-gi|1002316722|dbj|BCKQ01000014.1|-processed-gene-2.107&CDS=1-1512	YDL001W
OG0001031	-processed-gene-2.80-mRNA-1_1&gene=snap_masked-gi|1002316722|dbj|BCKQ01000014.1|-processed-gene-2.80&CDS=1-570	YFL010C
OG0001032	-processed-gene-2.161-mRNA-1_1&gene=augustus_masked-gi|1002316722|dbj|BCKQ01000014.1|-processed-gene-2.161&CDS=1-2181	YJR001W
OG0001033	-processed-gene-2.110-mRNA-1_1&gene=snap_masked-gi|1002316722|dbj|BCKQ01000014.1|-processed-gene-2.110&CDS=1-3252	YIL031W
OG0001034	-processed-gene-2.148-mRNA-1_1&gene=augustus_masked-gi|1002316722|dbj|BCKQ01000014.1|-processed-gene-2.148&CDS=1-1122	YJR088C
OG0001035	-processed-gene-2.89-mRNA-1_1&gene=snap_masked-gi|1002316722|dbj|BCKQ01000014.1|-processed-gene-2.89&CDS=1-1836	YDL216C
OG0001036	-processed-gene-2.150-mRNA-1_1&gene=augustus_masked-gi|1002316722|dbj|BCKQ01000014.1|-processed-gene-2.150&CDS=1-1062	YPL092W
OG0001037	-processed-gene-2.165-mRNA-1_1&gene=augustus_masked-gi|1002316722|dbj|BCKQ01000014.1|-processed-gene-2.165&CDS=1-573	YGL231C
OG0001038	-processed-gene-2.151-mRNA-1_1&gene=augustus_masked-gi|1002316722|dbj|BCKQ01000014.1|-processed-gene-2.151&CDS=1-597	YBR167C
OG0001039	-processed-gene-2.166-mRNA-1_1&gene=augustus_masked-gi|1002316722|dbj|BCKQ01000014.1|-processed-gene-2.166&CDS=1-1041	YLR447C
OG0001040	-processed-gene-2.167-mRNA-1_1&gene=augustus_masked-gi|1002316722|dbj|BCKQ01000014.1|-processed-gene-2.167&CDS=1-2445	YHL024W
OG0001041	-processed-gene-0.59-mRNA-1_1&gene=snap_masked-gi|1002316723|dbj|BCKQ01000013.1|-processed-gene-0.59&CDS=1-3018	YBR289W
OG0001042	-processed-gene-0.60-mRNA-1_1&gene=snap_masked-gi|1002316723|dbj|BCKQ01000013.1|-processed-gene-0.60&CDS=1-1443	YMR062C
OG0001043	-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-gi|1002316723|dbj|BCKQ01000013.1|-processed-gene-0.10&CDS=1-5658	YGR184C
OG0001044	-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-gi|1002316723|dbj|BCKQ01000013.1|-processed-gene-0.11&CDS=1-1092	YMR281W
OG0001045	-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-gi|1002316723|dbj|BCKQ01000013.1|-processed-gene-0.3&CDS=1-3012	YJR119C
OG0001046	-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-gi|1002316723|dbj|BCKQ01000013.1|-processed-gene-0.13&CDS=1-1746	YJL054W
OG0001047	-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-gi|1002316723|dbj|BCKQ01000013.1|-processed-gene-0.4&CDS=1-1770	YOR027W
OG0001048	-processed-gene-0.68-mRNA-1_1&gene=snap_masked-gi|1002316723|dbj|BCKQ01000013.1|-processed-gene-0.68&CDS=1-3288	YKL139W
OG0001049	-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-gi|1002316723|dbj|BCKQ01000013.1|-processed-gene-0.16&CDS=1-975	YJR116W
OG0001050	-processed-gene-0.73-mRNA-1_1&gene=snap_masked-gi|1002316723|dbj|BCKQ01000013.1|-processed-gene-0.73&CDS=1-1644	YNL065W
OG0001051	-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-gi|1002316723|dbj|BCKQ01000013.1|-processed-gene-0.19&CDS=1-1440	YJR117W
OG0001052	-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-gi|1002316723|dbj|BCKQ01000013.1|-processed-gene-0.20&CDS=1-4728	YNL088W
OG0001053	-processed-gene-1.34-mRNA-1_1&gene=snap_masked-gi|1002316723|dbj|BCKQ01000013.1|-processed-gene-1.34&CDS=1-3048	YOR360C
OG0001054	-processed-gene-1.5-mRNA-1_1&gene=augustus_masked-gi|1002316723|dbj|BCKQ01000013.1|-processed-gene-1.5&CDS=1-1944	YJL081C
OG0001055	-processed-gene-1.39-mRNA-1_1&gene=snap_masked-gi|1002316723|dbj|BCKQ01000013.1|-processed-gene-1.39&CDS=1-735	YBR035C
OG0001056	-processed-gene-1.57-mRNA-1_1&gene=snap_masked-gi|1002316723|dbj|BCKQ01000013.1|-processed-gene-1.57&CDS=1-297	YDR016C
OG0001057	-processed-gene-1.24-mRNA-1_1&gene=augustus_masked-gi|1002316723|dbj|BCKQ01000013.1|-processed-gene-1.24&CDS=1-1149	YDR142C
OG0001058	-processed-gene-1.43-mRNA-1_1&gene=snap_masked-gi|1002316723|dbj|BCKQ01000013.1|-processed-gene-1.43&CDS=1-2973	YDL234C
OG0001059	-processed-gene-1.44-mRNA-1_1&gene=snap_masked-gi|1002316723|dbj|BCKQ01000013.1|-processed-gene-1.44&CDS=1-1467	YPL063W
OG0001060	-processed-gene-1.13-mRNA-1_1&gene=augustus_masked-gi|1002316723|dbj|BCKQ01000013.1|-processed-gene-1.13&CDS=1-1956	YPR144C
OG0001061	-processed-gene-1.49-mRNA-1_1&gene=snap_masked-gi|1002316723|dbj|BCKQ01000013.1|-processed-gene-1.49&CDS=1-3882	YGL014W
OG0001062	-processed-gene-1.62-mRNA-1_1&gene=snap_masked-gi|1002316723|dbj|BCKQ01000013.1|-processed-gene-1.62&CDS=1-1179	YGR012W
OG0001063	-snap-gene-1.103-mRNA-1_1&gene=maker-gi|1002316723|dbj|BCKQ01000013.1|-snap-gene-1.103&CDS=1-324	YBR135W
OG0001064	-processed-gene-1.52-mRNA-1_1&gene=snap_masked-gi|1002316723|dbj|BCKQ01000013.1|-processed-gene-1.52&CDS=1-1788	YGL078C
OG0001065	-processed-gene-2.4-mRNA-1_1&gene=snap_masked-gi|1002316723|dbj|BCKQ01000013.1|-processed-gene-2.4&CDS=1-3294	YPL195W
OG0001066	-processed-gene-2.80-mRNA-1_1&gene=augustus_masked-gi|1002316723|dbj|BCKQ01000013.1|-processed-gene-2.80&CDS=1-1296	YPL196W
OG0001067	-processed-gene-2.85-mRNA-1_1&gene=augustus_masked-gi|1002316723|dbj|BCKQ01000013.1|-processed-gene-2.85&CDS=1-4599	YMR076C
OG0001068	-processed-gene-2.100-mRNA-1_1&gene=augustus_masked-gi|1002316723|dbj|BCKQ01000013.1|-processed-gene-2.100&CDS=1-1746	YAL067C
OG0001069	-processed-gene-2.86-mRNA-1_1&gene=augustus_masked-gi|1002316723|dbj|BCKQ01000013.1|-processed-gene-2.86&CDS=1-1332	YER061C
OG0001070	-processed-gene-2.104-mRNA-1_1&gene=augustus_masked-gi|1002316723|dbj|BCKQ01000013.1|-processed-gene-2.104&CDS=1-774	YPL199C
OG0001071	-processed-gene-2.12-mRNA-1_1&gene=snap_masked-gi|1002316723|dbj|BCKQ01000013.1|-processed-gene-2.12&CDS=1-2163	YMR075W
OG0001072	-processed-gene-2.30-mRNA-1_1&gene=snap_masked-gi|1002316723|dbj|BCKQ01000013.1|-processed-gene-2.30&CDS=1-2562	YBR055C
OG0001073	-processed-gene-2.91-mRNA-1_1&gene=augustus_masked-gi|1002316723|dbj|BCKQ01000013.1|-processed-gene-2.91&CDS=1-4335	YDR335W
OG0001074	-processed-gene-2.108-mRNA-1_1&gene=augustus_masked-gi|1002316723|dbj|BCKQ01000013.1|-processed-gene-2.108&CDS=1-1065	YDL087C
OG0001075	-processed-gene-2.94-mRNA-1_1&gene=augustus_masked-gi|1002316723|dbj|BCKQ01000013.1|-processed-gene-2.94&CDS=1-744	YMR150C
OG0001076	-processed-gene-2.38-mRNA-1_1&gene=snap_masked-gi|1002316723|dbj|BCKQ01000013.1|-processed-gene-2.38&CDS=1-1221	YLR174W
OG0001077	-processed-gene-2.39-mRNA-1_1&gene=snap_masked-gi|1002316723|dbj|BCKQ01000013.1|-processed-gene-2.39&CDS=1-867	YLR172C
OG0001078	-processed-gene-2.114-mRNA-1_1&gene=augustus_masked-gi|1002316723|dbj|BCKQ01000013.1|-processed-gene-2.114&CDS=1-1380	YOR197W
OG0001079	-processed-gene-3.45-mRNA-1_1&gene=augustus_masked-gi|1002316723|dbj|BCKQ01000013.1|-processed-gene-3.45&CDS=1-1284	YHL022C
OG0001080	-processed-gene-3.43-mRNA-1_1&gene=augustus_masked-gi|1002316723|dbj|BCKQ01000013.1|-processed-gene-3.43&CDS=1-1410	YHL021C
OG0001081	-processed-gene-3.62-mRNA-1_1&gene=augustus_masked-gi|1002316723|dbj|BCKQ01000013.1|-processed-gene-3.62&CDS=1-1875	YLR253W
OG0001082	-processed-gene-3.122-mRNA-1_1&gene=snap_masked-gi|1002316723|dbj|BCKQ01000013.1|-processed-gene-3.122&CDS=1-651	YNR018W
OG0001083	-processed-gene-3.5-mRNA-1_1&gene=genemark-gi|1002316723|dbj|BCKQ01000013.1|-processed-gene-3.5&CDS=1-264	YOR159C
OG0001084	-processed-gene-3.65-mRNA-1_1&gene=augustus_masked-gi|1002316723|dbj|BCKQ01000013.1|-processed-gene-3.65&CDS=1-774	YPR067W
OG0001085	-processed-gene-3.66-mRNA-1_1&gene=augustus_masked-gi|1002316723|dbj|BCKQ01000013.1|-processed-gene-3.66&CDS=1-948	YGL091C
OG0001086	-processed-gene-3.125-mRNA-1_1&gene=snap_masked-gi|1002316723|dbj|BCKQ01000013.1|-processed-gene-3.125&CDS=1-1635	YKR048C
OG0001087	-processed-gene-3.48-mRNA-1_1&gene=augustus_masked-gi|1002316723|dbj|BCKQ01000013.1|-processed-gene-3.48&CDS=1-435	YER044C
OG0001088	-processed-gene-3.94-mRNA-1_1&gene=snap_masked-gi|1002316723|dbj|BCKQ01000013.1|-processed-gene-3.94&CDS=1-1530	YER122C
OG0001089	-processed-gene-3.132-mRNA-1_1&gene=snap_masked-gi|1002316723|dbj|BCKQ01000013.1|-processed-gene-3.132&CDS=1-2073	YIL030C
OG0001090	-processed-gene-3.10-mRNA-1_1&gene=genemark-gi|1002316723|dbj|BCKQ01000013.1|-processed-gene-3.10&CDS=1-4758	YIL026C
OG0001091	-processed-gene-3.137-mRNA-1_1&gene=snap_masked-gi|1002316723|dbj|BCKQ01000013.1|-processed-gene-3.137&CDS=1-1008	YIL035C
