	Lachancea_fantastica	Saccharomyces_cerevisiae
OG0001259	snap_masked-LAFA0D-processed-gene-2.28-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-2.28&CDS=1-2349	YOR144C
OG0001260	snap_masked-LAFA0D-processed-gene-2.29-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-2.29&CDS=1-828	YOR145C
OG0001261	augustus_masked-LAFA0D-processed-gene-2.56-mRNA-1_1&gene=augustus_masked-LAFA0D-processed-gene-2.56&CDS=1-1659	YOR147W
OG0001262	snap_masked-LAFA0D-processed-gene-2.30-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-2.30&CDS=1-636	YOR148C
OG0001263	snap_masked-LAFA0D-processed-gene-2.11-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-2.11&CDS=1-1329	YDR393W
OG0001264	snap_masked-LAFA0D-processed-gene-2.12-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-2.12&CDS=1-1290	YDR394W
OG0001265	snap_masked-LAFA0D-processed-gene-2.31-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-2.31&CDS=1-1521	YOR149C
OG0001266	snap_masked-LAFA0D-processed-gene-2.13-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-2.13&CDS=1-2847	YDR395W
OG0001267	snap_masked-LAFA0D-processed-gene-2.32-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-2.32&CDS=1-501	YDR397C
OG0001268	snap_masked-LAFA0D-processed-gene-2.14-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-2.14&CDS=1-1881	YDR398W
OG0001269	snap_masked-LAFA0D-processed-gene-2.15-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-2.15&CDS=1-636	YDR399W
OG0001270	snap_masked-LAFA0D-processed-gene-2.16-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-2.16&CDS=1-1032	YDR400W
OG0001271	genemark-LAFA0D-processed-gene-2.131-mRNA-1_1&gene=genemark-LAFA0D-processed-gene-2.131&CDS=1-1455	YDR402C
OG0001272	snap_masked-LAFA0D-processed-gene-2.17-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-2.17&CDS=1-1557	YDR403W
OG0001273	snap_masked-LAFA0D-processed-gene-2.34-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-2.34&CDS=1-513	YDR404C
OG0001274	snap_masked-LAFA0D-processed-gene-2.18-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-2.18&CDS=1-480	YOR150W
OG0001275	snap_masked-LAFA0D-processed-gene-2.35-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-2.35&CDS=1-3657	YOR151C
OG0001276	snap_masked-LAFA0D-processed-gene-2.19-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-2.19&CDS=1-690	YDR405W
OG0001277	snap_masked-LAFA0D-processed-gene-2.37-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-2.37&CDS=1-1287	YOR155C
OG0001278	snap_masked-LAFA0D-processed-gene-2.20-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-2.20&CDS=1-1617	YOR161C
OG0001279	snap_masked-LAFA0D-processed-gene-2.38-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-2.38&CDS=1-2898	YOR160W
OG0001280	snap_masked-LAFA0D-processed-gene-2.21-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-2.21&CDS=1-282	YOR159C
OG0001281	snap_masked-LAFA0D-processed-gene-2.39-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-2.39&CDS=1-915	YOR158W
OG0001282	snap_masked-LAFA0D-processed-gene-2.40-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-2.40&CDS=1-3708	YDR407C
OG0001283	snap_masked-LAFA0D-processed-gene-2.22-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-2.22&CDS=1-789	YOR157C
OG0001284	snap_masked-LAFA0D-processed-gene-2.41-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-2.41&CDS=1-630	YDR408C
OG0001285	snap_masked-LAFA0D-processed-gene-2.23-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-2.23&CDS=1-2619	YOR156C
OG0001286	augustus_masked-LAFA0D-processed-gene-2.87-mRNA-1_1&gene=augustus_masked-LAFA0D-processed-gene-2.87&CDS=1-1437	YDR410C
OG0001287	snap_masked-LAFA0D-processed-gene-2.44-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-2.44&CDS=1-1914	YML042W
OG0001288	snap_masked-LAFA0D-processed-gene-2.45-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-2.45&CDS=1-951	YDR411C
OG0001289	snap_masked-LAFA0D-processed-gene-3.4-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-3.4&CDS=1-717	YDR412W
OG0001290	snap_masked-LAFA0D-processed-gene-3.6-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-3.6&CDS=1-1137	YDR414C
OG0001291	snap_masked-LAFA0D-processed-gene-3.5-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-3.5&CDS=1-1152	YEL050C
OG0001292	snap_masked-LAFA0D-processed-gene-3.8-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-3.8&CDS=1-1122	YDR415C
OG0001293	snap_masked-LAFA0D-processed-gene-3.9-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-3.9&CDS=1-831	YEL051W
OG0001294	augustus_masked-LAFA0D-processed-gene-3.57-mRNA-1_1&gene=augustus_masked-LAFA0D-processed-gene-3.57&CDS=1-2424	YDR416W
OG0001295	snap_masked-LAFA0D-processed-gene-3.11-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-3.11&CDS=1-1143	YMR272C
OG0001296	augustus_masked-LAFA0D-processed-gene-3.79-mRNA-1_1&gene=augustus_masked-LAFA0D-processed-gene-3.79&CDS=1-966	YML107C
OG0001297	snap_masked-LAFA0D-processed-gene-3.12-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-3.12&CDS=1-672	YML106W
OG0001298	snap_masked-LAFA0D-processed-gene-3.33-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-3.33&CDS=1-774	YML105C
OG0001299	genemark-LAFA0D-processed-gene-3.104-mRNA-1_1&gene=genemark-LAFA0D-processed-gene-3.104&CDS=1-1122	YMR270C
OG0001300	snap_masked-LAFA0D-processed-gene-3.35-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-3.35&CDS=1-3441	YML104C
OG0001301	snap_masked-LAFA0D-processed-gene-3.36-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-3.36&CDS=1-579	YMR269W
OG0001302	augustus_masked-LAFA0D-processed-gene-3.61-mRNA-1_1&gene=augustus_masked-LAFA0D-processed-gene-3.61&CDS=1-1305	YMR268C
OG0001303	augustus_masked-LAFA0D-processed-gene-3.83-mRNA-1_1&gene=augustus_masked-LAFA0D-processed-gene-3.83&CDS=1-4860	YML103C
OG0001304	genemark-LAFA0D-processed-gene-3.128-mRNA-1_1&gene=genemark-LAFA0D-processed-gene-3.128&CDS=1-897	YMR267W
OG0001305	snap_masked-LAFA0D-processed-gene-3.39-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-3.39&CDS=1-2703	YMR266W
OG0001306	augustus_masked-LAFA0D-processed-gene-3.62-mRNA-1_1&gene=augustus_masked-LAFA0D-processed-gene-3.62&CDS=1-1413	YMR265C
OG0001307	snap_masked-LAFA0D-processed-gene-3.15-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-3.15&CDS=1-1530	YML102W
OG0001308	augustus_masked-LAFA0D-processed-gene-3.86-mRNA-1_1&gene=augustus_masked-LAFA0D-processed-gene-3.86&CDS=1-2037	YMR262W
OG0001309	snap_masked-LAFA0D-processed-gene-3.16-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-3.16&CDS=1-3363	YMR261C
OG0001310	snap_masked-LAFA0D-processed-gene-3.17-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-3.17&CDS=1-459	YMR260C
OG0001311	augustus_masked-LAFA0D-processed-gene-3.66-mRNA-1_1&gene=augustus_masked-LAFA0D-processed-gene-3.66&CDS=1-4344	YMR259C
OG0001312	snap_masked-LAFA0D-processed-gene-3.19-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-3.19&CDS=1-1659	YMR258C
OG0001313	augustus_masked-LAFA0D-processed-gene-3.68-mRNA-1_1&gene=augustus_masked-LAFA0D-processed-gene-3.68&CDS=1-2127	YMR257C
OG0001314	augustus_masked-LAFA0D-processed-gene-3.69-mRNA-1_1&gene=augustus_masked-LAFA0D-processed-gene-3.69&CDS=1-1131	YOL054W
OG0001315	snap_masked-LAFA0D-processed-gene-3.22-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-3.22&CDS=1-180	YMR256C
OG0001316	snap_masked-LAFA0D-processed-gene-3.23-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-3.23&CDS=1-966	YOL053W
OG0001317	snap_masked-LAFA0D-processed-gene-3.25-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-3.25&CDS=1-369	YMR252C
OG0001318	genemark-LAFA0D-processed-gene-3.116-mRNA-1_1&gene=genemark-LAFA0D-processed-gene-3.116&CDS=1-828	YDR054C
OG0001319	genemark-LAFA0D-processed-gene-3.117-mRNA-1_1&gene=genemark-LAFA0D-processed-gene-3.117&CDS=1-468	YBR077C
OG0001320	snap_masked-LAFA0D-processed-gene-3.27-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-3.27&CDS=1-2019	YDR052C
OG0001321	snap_masked-LAFA0D-processed-gene-3.48-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-3.48&CDS=1-2862	YBR074W
OG0001322	maker-LAFA0D-snap-gene-3.141-mRNA-1_1&gene=maker-LAFA0D-snap-gene-3.141&CDS=1-3012	YDR047W
OG0001323	snap_masked-LAFA0D-processed-gene-3.49-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-3.49&CDS=1-2709	YBR073W
OG0001324	augustus_masked-LAFA0D-processed-gene-3.94-mRNA-1_1&gene=augustus_masked-LAFA0D-processed-gene-3.94&CDS=1-606	YBR071W
OG0001325	snap_masked-LAFA0D-processed-gene-4.45-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-4.45&CDS=1-690	YBR070C
OG0001326	snap_masked-LAFA0D-processed-gene-4.48-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-4.48&CDS=1-744	YDR050C
OG0001327	snap_masked-LAFA0D-processed-gene-4.49-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-4.49&CDS=1-930	YDR051C
OG0001328	snap_masked-LAFA0D-processed-gene-4.46-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-4.46&CDS=1-1773	YDR037W
OG0001329	snap_masked-LAFA0D-processed-gene-4.50-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-4.50&CDS=1-912	YBR061C
OG0001330	snap_masked-LAFA0D-processed-gene-4.47-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-4.47&CDS=1-606	YDR041W
OG0001331	genemark-LAFA0D-processed-gene-4.95-mRNA-1_1&gene=genemark-LAFA0D-processed-gene-4.95&CDS=1-459	YBR062C
OG0001332	augustus_masked-LAFA0D-processed-gene-4.10-mRNA-1_1&gene=augustus_masked-LAFA0D-processed-gene-4.10&CDS=1-1011	YBR065C
OG0001333	snap_masked-LAFA0D-processed-gene-4.69-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-4.69&CDS=1-1197	YPR034W
OG0001334	snap_masked-LAFA0D-processed-gene-4.53-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-4.53&CDS=1-291	YJR082C
OG0001335	snap_masked-LAFA0D-processed-gene-4.54-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-4.54&CDS=1-1194	YJR080C
OG0001336	genemark-LAFA0D-processed-gene-4.98-mRNA-1_1&gene=genemark-LAFA0D-processed-gene-4.98&CDS=1-1527	YPR033C
OG0001337	snap_masked-LAFA0D-processed-gene-4.70-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-4.70&CDS=1-1497	YJR078W
OG0001338	snap_masked-LAFA0D-processed-gene-4.71-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-4.71&CDS=1-585	YBL107C
OG0001339	genemark-LAFA0D-processed-gene-4.115-mRNA-1_1&gene=genemark-LAFA0D-processed-gene-4.115&CDS=1-3045	YBL106C
OG0001340	genemark-LAFA0D-processed-gene-4.116-mRNA-1_1&gene=genemark-LAFA0D-processed-gene-4.116&CDS=1-6417	YBL105C
OG0001341	snap_masked-LAFA0D-processed-gene-4.74-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-4.74&CDS=1-2229	YPR031W
OG0001342	snap_masked-LAFA0D-processed-gene-4.75-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-4.75&CDS=1-1236	YBL103C
OG0001343	snap_masked-LAFA0D-processed-gene-4.56-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-4.56&CDS=1-633	YBL102W
OG0001344	genemark-LAFA0D-processed-gene-4.119-mRNA-1_1&gene=genemark-LAFA0D-processed-gene-4.119&CDS=1-2838	YBL101C
OG0001345	snap_masked-LAFA0D-processed-gene-4.57-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-4.57&CDS=1-2370	YPR029C
OG0001346	snap_masked-LAFA0D-processed-gene-4.77-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-4.77&CDS=1-552	YPR028W
OG0001347	snap_masked-LAFA0D-processed-gene-4.78-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-4.78&CDS=1-3405	YPR026W
OG0001348	snap_masked-LAFA0D-processed-gene-4.58-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-4.58&CDS=1-1644	YBL099W
OG0001349	snap_masked-LAFA0D-processed-gene-4.59-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-4.59&CDS=1-1092	YPR025C
OG0001350	snap_masked-LAFA0D-processed-gene-4.79-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-4.79&CDS=1-2163	YPR024W
OG0001351	snap_masked-LAFA0D-processed-gene-4.80-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-4.80&CDS=1-2385	YBL097W
OG0001352	snap_masked-LAFA0D-processed-gene-4.81-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-4.81&CDS=1-1386	YBL098W
OG0001353	snap_masked-LAFA0D-processed-gene-4.60-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-4.60&CDS=1-717	YBL095W
OG0001354	snap_masked-LAFA0D-processed-gene-4.61-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-4.61&CDS=1-1407	YER122C
OG0001355	snap_masked-LAFA0D-processed-gene-4.83-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-4.83&CDS=1-615	YBL093C
OG0001356	genemark-LAFA0D-processed-gene-4.105-mRNA-1_1&gene=genemark-LAFA0D-processed-gene-4.105&CDS=1-393	YBL092W
OG0001357	maker-LAFA0D-augustus-gene-4.2-mRNA-1_1&gene=maker-LAFA0D-augustus-gene-4.2&CDS=1-2034	YBL091C
OG0001358	snap_masked-LAFA0D-processed-gene-4.63-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-4.63&CDS=1-492	YBL090W
OG0001359	snap_masked-LAFA0D-processed-gene-4.86-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-4.86&CDS=1-8313	YBL088C
OG0001360	snap_masked-LAFA0D-processed-gene-4.66-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-4.66&CDS=1-744	YER116C
OG0001361	snap_masked-LAFA0D-processed-gene-4.88-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-4.88&CDS=1-1245	YBL086C
OG0001362	snap_masked-LAFA0D-processed-gene-5.0-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-5.0&CDS=1-3093	YER114C
OG0001363	augustus_masked-LAFA0D-processed-gene-5.48-mRNA-1_1&gene=augustus_masked-LAFA0D-processed-gene-5.48&CDS=1-1932	YBL084C
OG0001364	augustus_masked-LAFA0D-processed-gene-5.47-mRNA-1_1&gene=augustus_masked-LAFA0D-processed-gene-5.47&CDS=1-1968	YER113C
OG0001365	snap_masked-LAFA0D-processed-gene-5.3-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-5.3&CDS=1-555	YER112W
OG0001366	snap_masked-LAFA0D-processed-gene-5.4-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-5.4&CDS=1-2721	YER111C
OG0001367	snap_masked-LAFA0D-processed-gene-5.5-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-5.5&CDS=1-3333	YER110C
OG0001368	snap_masked-LAFA0D-processed-gene-5.6-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-5.6&CDS=1-1386	YBL082C
OG0001369	snap_masked-LAFA0D-processed-gene-5.7-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-5.7&CDS=1-2970	YER109C
OG0001370	snap_masked-LAFA0D-processed-gene-5.8-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-5.8&CDS=1-1101	YER107C
OG0001371	snap_masked-LAFA0D-processed-gene-5.9-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-5.9&CDS=1-1119	YBL081W
OG0001372	snap_masked-LAFA0D-processed-gene-5.26-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-5.26&CDS=1-1605	YBL080C
OG0001373	snap_masked-LAFA0D-processed-gene-5.10-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-5.10&CDS=1-4368	YBL079W
OG0001374	snap_masked-LAFA0D-processed-gene-5.28-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-5.28&CDS=1-357	YBL078C
OG0001375	snap_masked-LAFA0D-processed-gene-5.30-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-5.30&CDS=1-3219	YBL076C
OG0001376	snap_masked-LAFA0D-processed-gene-5.32-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-5.32&CDS=1-1083	YBL074C
OG0001377	snap_masked-LAFA0D-processed-gene-5.11-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-5.11&CDS=1-246	YBL071W-A
OG0001378	snap_masked-LAFA0D-processed-gene-5.34-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-5.34&CDS=1-735	YER100W
OG0001379	snap_masked-LAFA0D-processed-gene-5.13-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-5.13&CDS=1-954	YER099C
OG0001380	snap_masked-LAFA0D-processed-gene-5.35-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-5.35&CDS=1-2115	YBL067C
OG0001381	snap_masked-LAFA0D-processed-gene-5.36-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-5.36&CDS=1-3120	YBL066C
OG0001382	snap_masked-LAFA0D-processed-gene-5.37-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-5.37&CDS=1-741	YBL064C
OG0001383	snap_masked-LAFA0D-processed-gene-5.38-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-5.38&CDS=1-1869	YBL061C
OG0001384	snap_masked-LAFA0D-processed-gene-5.39-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-5.39&CDS=1-1179	YER095W
OG0001385	maker-LAFA0D-augustus-gene-5.88-mRNA-1_1&gene=maker-LAFA0D-augustus-gene-5.88&CDS=1-2574	YER094C
OG0001386	snap_masked-LAFA0D-processed-gene-5.40-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-5.40&CDS=1-321	YBL059C-A
OG0001387	maker-LAFA0D-snap-gene-5.93-mRNA-1_1&gene=maker-LAFA0D-snap-gene-5.93&CDS=1-444	YER093C-A
OG0001388	snap_masked-LAFA0D-processed-gene-5.18-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-5.18&CDS=1-4026	YER093C
OG0001389	snap_masked-LAFA0D-processed-gene-5.41-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-5.41&CDS=1-339	YER092W
OG0001390	snap_masked-LAFA0D-processed-gene-5.19-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-5.19&CDS=1-2301	YER091C
OG0001391	maker-LAFA0D-snap-gene-5.94-mRNA-1_1&gene=maker-LAFA0D-snap-gene-5.94&CDS=1-1176	YBL058W
OG0001392	snap_masked-LAFA0D-processed-gene-5.42-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-5.42&CDS=1-666	YBL057C
OG0001393	snap_masked-LAFA0D-processed-gene-5.43-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-5.43&CDS=1-1518	YER090W
OG0001394	snap_masked-LAFA0D-processed-gene-5.21-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-5.21&CDS=1-303	YDR377W
OG0001395	snap_masked-LAFA0D-processed-gene-5.44-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-5.44&CDS=1-249	YDR378C
OG0001396	snap_masked-LAFA0D-processed-gene-5.22-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-5.22&CDS=1-2901	YOR127W
OG0001397	snap_masked-LAFA0D-processed-gene-5.45-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-5.45&CDS=1-237	YDR379C-A
OG0001398	snap_masked-LAFA0D-processed-gene-6.98-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-6.98&CDS=1-1722	YOR128C
OG0001399	snap_masked-LAFA0D-processed-gene-6.96-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-6.96&CDS=1-1932	YDR380W
OG0001400	augustus_masked-LAFA0D-processed-gene-6.57-mRNA-1_1&gene=augustus_masked-LAFA0D-processed-gene-6.57&CDS=1-2655	YOR129C
OG0001401	maker-LAFA0D-snap-gene-6.45-mRNA-1_1&gene=maker-LAFA0D-snap-gene-6.45&CDS=1-648	YDR381W
OG0001402	genemark-LAFA0D-processed-gene-6.26-mRNA-1_1&gene=genemark-LAFA0D-processed-gene-6.26&CDS=1-318	YDR381C-A
OG0001403	snap_masked-LAFA0D-processed-gene-6.123-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-6.123&CDS=1-846	YOR130C
OG0001404	snap_masked-LAFA0D-processed-gene-6.100-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-6.100&CDS=1-333	YDR382W
OG0001405	snap_masked-LAFA0D-processed-gene-6.125-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-6.125&CDS=1-861	YDR384C
OG0001406	maker-LAFA0D-snap-gene-6.46-mRNA-1_1&gene=maker-LAFA0D-snap-gene-6.46&CDS=1-651	YOR131C
OG0001407	snap_masked-LAFA0D-processed-gene-6.102-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-6.102&CDS=1-1605	YOR132W
OG0001408	snap_masked-LAFA0D-processed-gene-6.104-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-6.104&CDS=1-1845	YDR386W
OG0001409	snap_masked-LAFA0D-processed-gene-6.127-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-6.127&CDS=1-1602	YDR387C
OG0001410	snap_masked-LAFA0D-processed-gene-6.105-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-6.105&CDS=1-1305	YDR388W
OG0001411	snap_masked-LAFA0D-processed-gene-6.106-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-6.106&CDS=1-1818	YDR389W
OG0001412	snap_masked-LAFA0D-processed-gene-6.128-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-6.128&CDS=1-1812	YDR390C
OG0001413	snap_masked-LAFA0D-processed-gene-6.107-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-6.107&CDS=1-1104	YOR136W
OG0001414	augustus_masked-LAFA0D-processed-gene-6.85-mRNA-1_1&gene=augustus_masked-LAFA0D-processed-gene-6.85&CDS=1-1785	YOR138C
OG0001415	snap_masked-LAFA0D-processed-gene-6.108-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-6.108&CDS=1-2295	YOR140W
OG0001416	snap_masked-LAFA0D-processed-gene-6.131-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-6.131&CDS=1-2364	YOR141C
OG0001417	snap_masked-LAFA0D-processed-gene-6.109-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-6.109&CDS=1-609	YPR151C
OG0001418	augustus_masked-LAFA0D-processed-gene-6.87-mRNA-1_1&gene=augustus_masked-LAFA0D-processed-gene-6.87&CDS=1-1080	YGR133W
OG0001419	snap_masked-LAFA0D-processed-gene-6.110-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-6.110&CDS=1-840	YGR132C
OG0001420	augustus_masked-LAFA0D-processed-gene-6.68-mRNA-1_1&gene=augustus_masked-LAFA0D-processed-gene-6.68&CDS=1-2406	YGR130C
OG0001421	snap_masked-LAFA0D-processed-gene-6.113-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-6.113&CDS=1-1107	YPR148C
OG0001422	augustus_masked-LAFA0D-processed-gene-6.89-mRNA-1_1&gene=augustus_masked-LAFA0D-processed-gene-6.89&CDS=1-636	YGR129W
OG0001423	snap_masked-LAFA0D-processed-gene-6.114-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-6.114&CDS=1-1935	YGR128C
OG0001424	snap_masked-LAFA0D-processed-gene-6.115-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-6.115&CDS=1-912	YPR147C
OG0001425	genemark-LAFA0D-processed-gene-6.39-mRNA-1_1&gene=genemark-LAFA0D-processed-gene-6.39&CDS=1-696	YGR126W
OG0001426	genemark-LAFA0D-processed-gene-6.40-mRNA-1_1&gene=genemark-LAFA0D-processed-gene-6.40&CDS=1-3033	YGR125W
OG0001427	snap_masked-LAFA0D-processed-gene-6.117-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-6.117&CDS=1-1602	YPR144C
OG0001428	snap_masked-LAFA0D-processed-gene-6.118-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-6.118&CDS=1-1536	YGR123C
OG0001429	snap_masked-LAFA0D-processed-gene-6.138-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-6.138&CDS=1-795	YPR143W
OG0001430	snap_masked-LAFA0D-processed-gene-6.119-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-6.119&CDS=1-2166	YPR141C
OG0001431	snap_masked-LAFA0D-processed-gene-6.139-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-6.139&CDS=1-1206	YPR140W
OG0001432	augustus_masked-LAFA0D-processed-gene-6.75-mRNA-1_1&gene=augustus_masked-LAFA0D-processed-gene-6.75&CDS=1-933	YPR139C
OG0001433	augustus_masked-LAFA0D-processed-gene-6.95-mRNA-1_1&gene=augustus_masked-LAFA0D-processed-gene-6.95&CDS=1-1188	YGR122W
OG0001434	snap_masked-LAFA0D-processed-gene-6.121-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-6.121&CDS=1-1359	YPR138C
OG0001435	genemark-LAFA0D-processed-gene-7.4-mRNA-1_1&gene=genemark-LAFA0D-processed-gene-7.4&CDS=1-1719	YPR137W
OG0001436	snap_masked-LAFA0D-processed-gene-7.95-mRNA-1_1&gene=snap_masked-LAFA0D-processed-gene-7.95&CDS=1-2685	YPR135W
