	Pachysolen_tannophilus	Saccharomyces_cerevisiae
OG0000666	augustus_masked-scaffold_1-processed-gene-3.70-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-3.70&CDS=1-2427	YHR172W
OG0000667	augustus_masked-scaffold_1-processed-gene-3.84-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-3.84&CDS=1-1692	YHR168W
OG0000668	augustus_masked-scaffold_1-processed-gene-3.85-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-3.85&CDS=1-1338	YPL066W
OG0000669	augustus_masked-scaffold_1-processed-gene-3.86-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-3.86&CDS=1-2307	YNR006W
OG0000670	genemark-scaffold_1-processed-gene-3.42-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-3.42&CDS=1-975	YPR127W
OG0000671	genemark-scaffold_1-processed-gene-3.43-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-3.43&CDS=1-309	YPL046C
OG0000672	augustus_masked-scaffold_1-processed-gene-3.71-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-3.71&CDS=1-2613	YPL045W
OG0000673	augustus_masked-scaffold_1-processed-gene-3.89-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-3.89&CDS=1-1395	YNL261W
OG0000674	augustus_masked-scaffold_1-processed-gene-3.72-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-3.72&CDS=1-2214	YIL067C
OG0000675	augustus_masked-scaffold_1-processed-gene-4.17-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-4.17&CDS=1-7566	YBL004W
OG0000676	augustus_masked-scaffold_1-processed-gene-4.18-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-4.18&CDS=1-1323	YDL002C
OG0000677	maker-scaffold_1-augustus-gene-4.11-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-4.11&CDS=1-531	YER134C
OG0000678	augustus_masked-scaffold_1-processed-gene-4.24-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-4.24&CDS=1-807	YPR143W
OG0000679	augustus_masked-scaffold_1-processed-gene-4.41-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-4.41&CDS=1-1221	YPR140W
OG0000680	augustus_masked-scaffold_1-processed-gene-4.43-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-4.43&CDS=1-4968	YOR341W
OG0000681	augustus_masked-scaffold_1-processed-gene-4.44-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-4.44&CDS=1-5187	YKL014C
OG0000682	augustus_masked-scaffold_1-processed-gene-4.46-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-4.46&CDS=1-291	YER146W
OG0000683	augustus_masked-scaffold_1-processed-gene-4.26-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-4.26&CDS=1-702	YDR071C
OG0000684	augustus_masked-scaffold_1-processed-gene-4.27-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-4.27&CDS=1-525	YKL016C
OG0000685	snap_masked-scaffold_1-processed-gene-4.68-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-4.68&CDS=1-3759	YKR050W
OG0000686	augustus_masked-scaffold_1-processed-gene-4.29-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-4.29&CDS=1-2208	YKL017C
OG0000687	augustus_masked-scaffold_1-processed-gene-4.47-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-4.47&CDS=1-1101	YKL018W
OG0000688	augustus_masked-scaffold_1-processed-gene-4.48-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-4.48&CDS=1-795	YPL065W
OG0000689	augustus_masked-scaffold_1-processed-gene-4.32-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-4.32&CDS=1-1401	YKL028W
OG0000690	augustus_masked-scaffold_1-processed-gene-4.33-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-4.33&CDS=1-894	YBR291C
OG0000691	maker-scaffold_1-augustus-gene-4.13-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-4.13&CDS=1-3273	YBR289W
OG0000692	maker-scaffold_1-snap-gene-4.2-mRNA-1_1&gene=maker-scaffold_1-snap-gene-4.2&CDS=1-1179	YMR075W
OG0000693	augustus_masked-scaffold_1-processed-gene-4.35-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-4.35&CDS=1-4830	YMR190C
OG0000694	maker-scaffold_1-augustus-gene-4.14-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-4.14&CDS=1-3939	YMR076C
OG0000695	augustus_masked-scaffold_1-processed-gene-4.51-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-4.51&CDS=1-759	YPL199C
OG0000696	maker-scaffold_1-augustus-gene-4.15-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-4.15&CDS=1-906	YMR178W
OG0000697	augustus_masked-scaffold_1-processed-gene-4.37-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-4.37&CDS=1-690	YCR043C
OG0000698	augustus_masked-scaffold_1-processed-gene-4.53-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-4.53&CDS=1-1314	YER019W
OG0000699	augustus_masked-scaffold_1-processed-gene-4.54-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-4.54&CDS=1-1332	YDR517W
OG0000700	augustus_masked-scaffold_1-processed-gene-4.55-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-4.55&CDS=1-1836	YCL038C
OG0000701	augustus_masked-scaffold_1-processed-gene-5.126-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-5.126&CDS=1-1263	YEL002C
OG0000702	augustus_masked-scaffold_1-processed-gene-5.127-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-5.127&CDS=1-2934	YJL204C
OG0000703	genemark-scaffold_1-processed-gene-5.103-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-5.103&CDS=1-162	YJL205C
OG0000704	augustus_masked-scaffold_1-processed-gene-5.130-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-5.130&CDS=1-1050	YDL124W
OG0000705	augustus_masked-scaffold_1-processed-gene-5.132-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-5.132&CDS=1-1335	YCL034W
OG0000706	snap_masked-scaffold_1-processed-gene-5.8-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-5.8&CDS=1-972	YML004C
OG0000707	augustus_masked-scaffold_1-processed-gene-5.153-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-5.153&CDS=1-525	YCL033C
OG0000708	maker-scaffold_1-augustus-gene-5.67-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-5.67&CDS=1-480	YDR512C
OG0000709	augustus_masked-scaffold_1-processed-gene-5.157-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-5.157&CDS=1-1803	YJL201W
OG0000710	augustus_masked-scaffold_1-processed-gene-5.136-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-5.136&CDS=1-1860	YPR083W
OG0000711	maker-scaffold_1-augustus-gene-5.69-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-5.69&CDS=1-354	YKL003C
OG0000712	augustus_masked-scaffold_1-processed-gene-5.137-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-5.137&CDS=1-741	YKL002W
OG0000713	augustus_masked-scaffold_1-processed-gene-5.138-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-5.138&CDS=1-2385	YKL090W
OG0000714	augustus_masked-scaffold_1-processed-gene-5.139-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-5.139&CDS=1-522	YBR122C
OG0000715	augustus_masked-scaffold_1-processed-gene-5.140-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-5.140&CDS=1-1692	YBR123C
OG0000716	snap_masked-scaffold_1-processed-gene-5.35-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-5.35&CDS=1-924	YHL013C
OG0000717	augustus_masked-scaffold_1-processed-gene-5.161-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-5.161&CDS=1-1413	YBR126C
OG0000718	augustus_masked-scaffold_1-processed-gene-5.162-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-5.162&CDS=1-1509	YBR127C
OG0000719	augustus_masked-scaffold_1-processed-gene-5.143-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-5.143&CDS=1-1137	YPR084W
OG0000720	augustus_masked-scaffold_1-processed-gene-5.144-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-5.144&CDS=1-450	YBR120C
OG0000721	augustus_masked-scaffold_1-processed-gene-5.145-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-5.145&CDS=1-606	YJR112W-A
OG0000722	augustus_masked-scaffold_1-processed-gene-5.167-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-5.167&CDS=1-906	YNL263C
OG0000723	augustus_masked-scaffold_1-processed-gene-5.146-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-5.146&CDS=1-489	YNL260C
OG0000724	augustus_masked-scaffold_1-processed-gene-5.147-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-5.147&CDS=1-711	YEL072W
OG0000725	maker-scaffold_1-augustus-gene-5.71-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-5.71&CDS=1-1782	YKL007W
OG0000726	augustus_masked-scaffold_1-processed-gene-5.170-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-5.170&CDS=1-291	YKL006C-A
OG0000727	augustus_masked-scaffold_1-processed-gene-6.0-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-6.0&CDS=1-2421	YNL258C
OG0000728	maker-scaffold_1-augustus-gene-6.88-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-6.88&CDS=1-222	YNL259C
OG0000729	augustus_masked-scaffold_1-processed-gene-6.5-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-6.5&CDS=1-1347	YHL004W
OG0000730	augustus_masked-scaffold_1-processed-gene-6.7-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-6.7&CDS=1-1656	YPR088C
OG0000731	augustus_masked-scaffold_1-processed-gene-6.10-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-6.10&CDS=1-4068	YDR216W
OG0000732	augustus_masked-scaffold_1-processed-gene-6.23-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-6.23&CDS=1-1584	YHR007C
OG0000733	augustus_masked-scaffold_1-processed-gene-6.25-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-6.25&CDS=1-2433	YLR222C
OG0000734	maker-scaffold_1-augustus-gene-6.89-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-6.89&CDS=1-1602	YFL055W
OG0000735	augustus_masked-scaffold_1-processed-gene-6.13-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-6.13&CDS=1-858	YOR100C
OG0000736	augustus_masked-scaffold_1-processed-gene-6.31-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-6.31&CDS=1-672	YHR121W
OG0000737	augustus_masked-scaffold_1-processed-gene-6.14-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-6.14&CDS=1-3438	YNL127W
OG0000738	augustus_masked-scaffold_1-processed-gene-6.15-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-6.15&CDS=1-2676	YNL126W
OG0000739	augustus_masked-scaffold_1-processed-gene-6.33-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-6.33&CDS=1-453	YIL062C
OG0000740	augustus_masked-scaffold_1-processed-gene-6.34-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-6.34&CDS=1-318	YML108W
OG0000741	augustus_masked-scaffold_1-processed-gene-6.35-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-6.35&CDS=1-4578	YNL102W
OG0000742	augustus_masked-scaffold_1-processed-gene-6.19-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-6.19&CDS=1-990	YOR246C
OG0000743	augustus_masked-scaffold_1-processed-gene-6.36-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-6.36&CDS=1-4683	YPL160W
OG0000744	augustus_masked-scaffold_1-processed-gene-6.20-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-6.20&CDS=1-1320	YOR259C
OG0000745	augustus_masked-scaffold_1-processed-gene-6.37-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-6.37&CDS=1-924	YPL173W
OG0000746	augustus_masked-scaffold_1-processed-gene-6.39-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-6.39&CDS=1-1332	YOR323C
OG0000747	augustus_masked-scaffold_1-processed-gene-6.41-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-6.41&CDS=1-1995	YLR077W
OG0000748	augustus_masked-scaffold_1-processed-gene-6.42-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-6.42&CDS=1-747	YLR078C
OG0000749	augustus_masked-scaffold_1-processed-gene-6.22-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-6.22&CDS=1-1329	YPL175W
OG0000750	augustus_masked-scaffold_1-processed-gene-7.51-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-7.51&CDS=1-483	YOR257W
OG0000751	augustus_masked-scaffold_1-processed-gene-7.52-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-7.52&CDS=1-1527	YCL043C
OG0000752	augustus_masked-scaffold_1-processed-gene-7.53-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-7.53&CDS=1-1704	YCL039W
OG0000753	augustus_masked-scaffold_1-processed-gene-7.56-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-7.56&CDS=1-1440	YFR005C
OG0000754	augustus_masked-scaffold_1-processed-gene-7.57-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-7.57&CDS=1-906	YIL061C
OG0000755	maker-scaffold_1-augustus-gene-7.169-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-7.169&CDS=1-2019	YER068W
OG0000756	augustus_masked-scaffold_1-processed-gene-7.79-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-7.79&CDS=1-1641	YGL244W
OG0000757	augustus_masked-scaffold_1-processed-gene-7.58-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-7.58&CDS=1-2109	YFR048W
OG0000758	maker-scaffold_1-augustus-gene-7.165-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-7.165&CDS=1-588	YER012W
OG0000759	augustus_masked-scaffold_1-processed-gene-7.80-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-7.80&CDS=1-453	YIR009W
OG0000760	maker-scaffold_1-snap-gene-7.153-mRNA-1_1&gene=maker-scaffold_1-snap-gene-7.153&CDS=1-3102	YER014W
OG0000761	snap_masked-scaffold_1-processed-gene-7.132-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-7.132&CDS=1-963	YPL111W
OG0000762	maker-scaffold_1-snap-gene-7.161-mRNA-1_1&gene=maker-scaffold_1-snap-gene-7.161&CDS=1-1404	YOR197W
OG0000763	augustus_masked-scaffold_1-processed-gene-7.83-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-7.83&CDS=1-3384	YPL109C
OG0000764	augustus_masked-scaffold_1-processed-gene-7.84-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-7.84&CDS=1-549	YBR164C
OG0000765	augustus_masked-scaffold_1-processed-gene-7.85-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-7.85&CDS=1-1353	YBR166C
OG0000766	augustus_masked-scaffold_1-processed-gene-7.86-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-7.86&CDS=1-1482	YMR220W
OG0000767	augustus_masked-scaffold_1-processed-gene-7.87-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-7.87&CDS=1-1134	YMR310C
OG0000768	snap_masked-scaffold_1-processed-gene-7.140-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-7.140&CDS=1-1476	YOR198C
OG0000769	augustus_masked-scaffold_1-processed-gene-7.67-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-7.67&CDS=1-942	YGR282C
OG0000770	maker-scaffold_1-augustus-gene-7.166-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-7.166&CDS=1-516	YGL231C
OG0000771	augustus_masked-scaffold_1-processed-gene-7.89-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-7.89&CDS=1-2508	YGL233W
OG0000772	snap_masked-scaffold_1-processed-gene-7.123-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-7.123&CDS=1-1218	YOR196C
OG0000773	augustus_masked-scaffold_1-processed-gene-7.72-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-7.72&CDS=1-444	YBR167C
OG0000774	genemark-scaffold_1-processed-gene-7.41-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.41&CDS=1-570	YPL108W
OG0000775	augustus_masked-scaffold_1-processed-gene-7.91-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-7.91&CDS=1-1872	YLR368W
OG0000776	augustus_masked-scaffold_1-processed-gene-7.73-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-7.73&CDS=1-630	YIR032C
OG0000777	augustus_masked-scaffold_1-processed-gene-7.93-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-7.93&CDS=1-924	YMR314W
OG0000778	snap_masked-scaffold_1-processed-gene-7.145-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-7.145&CDS=1-699	YMR311C
OG0000779	augustus_masked-scaffold_1-processed-gene-7.95-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-7.95&CDS=1-927	YGR284C
OG0000780	maker-scaffold_1-augustus-gene-7.168-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-7.168&CDS=1-282	YHR005C-A
OG0000781	augustus_masked-scaffold_1-processed-gene-7.96-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-7.96&CDS=1-762	YKL087C
OG0000782	augustus_masked-scaffold_1-processed-gene-7.98-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-7.98&CDS=1-1776	YNL218W
OG0000783	augustus_masked-scaffold_1-processed-gene-8.95-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-8.95&CDS=1-1656	YMR313C
OG0000784	augustus_masked-scaffold_1-processed-gene-7.99-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-7.99&CDS=1-810	YMR312W
OG0000785	augustus_masked-scaffold_1-processed-gene-8.96-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-8.96&CDS=1-1296	YGR285C
OG0000786	augustus_masked-scaffold_1-processed-gene-8.100-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-8.100&CDS=1-1839	YGL227W
OG0000787	augustus_masked-scaffold_1-processed-gene-8.101-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-8.101&CDS=1-1347	YER043C
OG0000788	augustus_masked-scaffold_1-processed-gene-8.105-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-8.105&CDS=1-375	YDL092W
OG0000789	augustus_masked-scaffold_1-processed-gene-8.108-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-8.108&CDS=1-705	YDR174W
OG0000790	augustus_masked-scaffold_1-processed-gene-8.109-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-8.109&CDS=1-909	YDR175C
OG0000791	augustus_masked-scaffold_1-processed-gene-8.110-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-8.110&CDS=1-2316	YDR176W
OG0000792	augustus_masked-scaffold_1-processed-gene-8.112-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-8.112&CDS=1-984	YML060W
OG0000793	augustus_masked-scaffold_1-processed-gene-8.113-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-8.113&CDS=1-1518	YDR182W
OG0000794	augustus_masked-scaffold_1-processed-gene-8.127-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-8.127&CDS=1-2481	YLR166C
OG0000795	augustus_masked-scaffold_1-processed-gene-8.128-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-8.128&CDS=1-4860	YDR180W
OG0000796	genemark-scaffold_1-processed-gene-8.71-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.71&CDS=1-798	YLR165C
OG0000797	augustus_masked-scaffold_1-processed-gene-8.115-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-8.115&CDS=1-651	YDR183W
OG0000798	genemark-scaffold_1-processed-gene-8.74-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.74&CDS=1-858	YAL039C
OG0000799	genemark-scaffold_1-processed-gene-8.75-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.75&CDS=1-1770	YMR090W
OG0000800	augustus_masked-scaffold_1-processed-gene-8.133-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-8.133&CDS=1-660	YLR145W
OG0000801	augustus_masked-scaffold_1-processed-gene-9.55-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-9.55&CDS=1-2037	YDR137W
OG0000802	augustus_masked-scaffold_1-processed-gene-9.56-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-9.56&CDS=1-1116	YLR113W
OG0000803	augustus_masked-scaffold_1-processed-gene-9.74-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-9.74&CDS=1-2259	YLR114C
OG0000804	maker-scaffold_1-augustus-gene-9.14-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-9.14&CDS=1-1275	YDR165W
OG0000805	augustus_masked-scaffold_1-processed-gene-9.76-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-9.76&CDS=1-1374	YDR190C
OG0000806	augustus_masked-scaffold_1-processed-gene-9.57-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-9.57&CDS=1-1497	YDR191W
OG0000807	augustus_masked-scaffold_1-processed-gene-9.77-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-9.77&CDS=1-879	YLR243W
OG0000808	augustus_masked-scaffold_1-processed-gene-9.78-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-9.78&CDS=1-2283	YDR205W
OG0000809	augustus_masked-scaffold_1-processed-gene-9.58-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-9.58&CDS=1-2550	YMR165C
OG0000810	augustus_masked-scaffold_1-processed-gene-9.59-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-9.59&CDS=1-879	YLR239C
OG0000811	augustus_masked-scaffold_1-processed-gene-9.83-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-9.83&CDS=1-1467	YLR231C
OG0000812	augustus_masked-scaffold_1-processed-gene-9.61-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-9.61&CDS=1-2202	YHR072W
OG0000813	augustus_masked-scaffold_1-processed-gene-9.86-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-9.86&CDS=1-846	YLR242C
OG0000814	augustus_masked-scaffold_1-processed-gene-9.66-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-9.66&CDS=1-2115	YDR194C
OG0000815	augustus_masked-scaffold_1-processed-gene-9.67-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-9.67&CDS=1-1101	YHR063C
OG0000816	augustus_masked-scaffold_1-processed-gene-9.89-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-9.89&CDS=1-1323	YDR198C
OG0000817	augustus_masked-scaffold_1-processed-gene-9.68-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-9.68&CDS=1-738	YDR196C
OG0000818	maker-scaffold_1-snap-gene-9.3-mRNA-1_1&gene=maker-scaffold_1-snap-gene-9.3&CDS=1-477	YLR245C
OG0000819	augustus_masked-scaffold_1-processed-gene-9.70-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-9.70&CDS=1-3189	YLR240W
OG0000820	maker-scaffold_1-augustus-gene-9.13-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-9.13&CDS=1-2013	YDR189W
OG0000821	augustus_masked-scaffold_1-processed-gene-9.72-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-9.72&CDS=1-1149	YDR202C
OG0000822	augustus_masked-scaffold_1-processed-gene-9.93-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-9.93&CDS=1-1128	YLR244C
OG0000823	augustus_masked-scaffold_1-processed-gene-10.100-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-10.100&CDS=1-1944	YLR143W
OG0000824	augustus_masked-scaffold_1-processed-gene-10.101-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-10.101&CDS=1-2187	YDR164C
OG0000825	augustus_masked-scaffold_1-processed-gene-10.104-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-10.104&CDS=1-1308	YKL143W
OG0000826	augustus_masked-scaffold_1-processed-gene-10.105-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-10.105&CDS=1-1491	YLR142W
