	Saccharomyces_cerevisiae	yHMPu5000041833_Candida_tammaniensis
OG0000706	YCL032W	genemark-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-8.67-mRNA-1_1&gene=genemark-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-8.67&CDS=1-1281
OG0000707	YCL033C	snap_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-2.89-mRNA-1_1&gene=snap_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-2.89&CDS=1-387
OG0000708	YCL034W	snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-4.124-mRNA-1_1&gene=snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-4.124&CDS=1-1362
OG0000709	YCL039W	snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-15.129-mRNA-1_1&gene=snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-15.129&CDS=1-2262
OG0000710	YCL043C	snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-15.89-mRNA-1_1&gene=snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-15.89&CDS=1-1602
OG0000711	YCL044C	snap_masked-NODE_7_length_799497_cov_58.68_ID_3495-processed-gene-1.106-mRNA-1_1&gene=snap_masked-NODE_7_length_799497_cov_58.68_ID_3495-processed-gene-1.106&CDS=1-891
OG0000712	YCL045C	genemark-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-7.111-mRNA-1_1&gene=genemark-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-7.111&CDS=1-2499
OG0000713	YCL047C	genemark-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-7.120-mRNA-1_1&gene=genemark-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-7.120&CDS=1-717
OG0000714	YCL054W	genemark-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-7.101-mRNA-1_1&gene=genemark-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-7.101&CDS=1-5838
OG0000715	YCL055W	snap_masked-NODE_6_length_830418_cov_53.4946_ID_3973-processed-gene-2.60-mRNA-1_1&gene=snap_masked-NODE_6_length_830418_cov_53.4946_ID_3973-processed-gene-2.60&CDS=1-900
OG0000716	YCL057W	snap_masked-NODE_8_length_665094_cov_63.8761_ID_4166-processed-gene-3.123-mRNA-1_1&gene=snap_masked-NODE_8_length_665094_cov_63.8761_ID_4166-processed-gene-3.123&CDS=1-2046
OG0000717	YCL059C	snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-2.149-mRNA-1_1&gene=snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-2.149&CDS=1-948
OG0000718	YCL061C	snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-2.120-mRNA-1_1&gene=snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-2.120&CDS=1-3108
OG0000719	YCR002C	snap_masked-NODE_7_length_799497_cov_58.68_ID_3495-processed-gene-4.72-mRNA-1_1&gene=snap_masked-NODE_7_length_799497_cov_58.68_ID_3495-processed-gene-4.72&CDS=1-978
OG0000720	YCR009C	snap_masked-NODE_4_length_917969_cov_39.8804_ID_5033-processed-gene-1.26-mRNA-1_1&gene=snap_masked-NODE_4_length_917969_cov_39.8804_ID_5033-processed-gene-1.26&CDS=1-795
OG0000721	YCR011C	snap_masked-NODE_7_length_799497_cov_58.68_ID_3495-processed-gene-0.59-mRNA-1_1&gene=snap_masked-NODE_7_length_799497_cov_58.68_ID_3495-processed-gene-0.59&CDS=1-3096
OG0000722	YCR012W	snap_masked-NODE_7_length_799497_cov_58.68_ID_3495-processed-gene-6.62-mRNA-1_1&gene=snap_masked-NODE_7_length_799497_cov_58.68_ID_3495-processed-gene-6.62&CDS=1-1248
OG0000723	YCR015C	genemark-NODE_14_length_186271_cov_96.6982_ID_2666-processed-gene-0.80-mRNA-1_1&gene=genemark-NODE_14_length_186271_cov_96.6982_ID_2666-processed-gene-0.80&CDS=1-789
OG0000724	YCR016W	genemark-NODE_14_length_186271_cov_96.6982_ID_2666-processed-gene-0.81-mRNA-1_1&gene=genemark-NODE_14_length_186271_cov_96.6982_ID_2666-processed-gene-0.81&CDS=1-3981
OG0000725	YCR017C	snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-11.5-mRNA-1_1&gene=snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-11.5&CDS=1-2862
OG0000726	YCR019W	snap_masked-NODE_19_length_48187_cov_51.551_ID_3370-processed-gene-0.40-mRNA-1_1&gene=snap_masked-NODE_19_length_48187_cov_51.551_ID_3370-processed-gene-0.40&CDS=1-933
OG0000727	YCR020C	snap_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-3.117-mRNA-1_1&gene=snap_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-3.117&CDS=1-675
OG0000728	YCR020C-A	snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-2.141-mRNA-1_1&gene=snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-2.141&CDS=1-234
OG0000729	YCR021C	snap_masked-NODE_6_length_830418_cov_53.4946_ID_3973-processed-gene-4.144-mRNA-1_1&gene=snap_masked-NODE_6_length_830418_cov_53.4946_ID_3973-processed-gene-4.144&CDS=1-933
OG0000730	YCR023C	maker-NODE_2_length_1396679_cov_54.0106_ID_1870-snap-gene-4.7-mRNA-1_1&gene=maker-NODE_2_length_1396679_cov_54.0106_ID_1870-snap-gene-4.7&CDS=1-4857
OG0000731	YCR024C	genemark-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-11.98-mRNA-1_1&gene=genemark-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-11.98&CDS=1-1443
OG0000732	YCR028C	snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-11.124-mRNA-1_1&gene=snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-11.124&CDS=1-1437
OG0000733	YCR030C	augustus_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-1.180-mRNA-1_1&gene=augustus_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-1.180&CDS=1-4248
OG0000734	YCR032W	maker-NODE_3_length_1269879_cov_49.5199_ID_3585-snap-gene-1.133-mRNA-1_1&gene=maker-NODE_3_length_1269879_cov_49.5199_ID_3585-snap-gene-1.133&CDS=1-8286
OG0000735	YCR033W	snap_masked-NODE_11_length_319508_cov_75.386_ID_2522-processed-gene-0.88-mRNA-1_1&gene=snap_masked-NODE_11_length_319508_cov_75.386_ID_2522-processed-gene-0.88&CDS=1-2604
OG0000736	YCR034W	snap_masked-NODE_11_length_319508_cov_75.386_ID_2522-processed-gene-1.14-mRNA-1_1&gene=snap_masked-NODE_11_length_319508_cov_75.386_ID_2522-processed-gene-1.14&CDS=1-1002
OG0000737	YCR035C	snap_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-1.84-mRNA-1_1&gene=snap_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-1.84&CDS=1-900
OG0000738	YCR036W	snap_masked-NODE_11_length_319508_cov_75.386_ID_2522-processed-gene-1.32-mRNA-1_1&gene=snap_masked-NODE_11_length_319508_cov_75.386_ID_2522-processed-gene-1.32&CDS=1-975
OG0000739	YCR042C	genemark-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-5.116-mRNA-1_1&gene=genemark-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-5.116&CDS=1-6144
OG0000740	YCR044C	snap_masked-NODE_4_length_917969_cov_39.8804_ID_5033-processed-gene-2.94-mRNA-1_1&gene=snap_masked-NODE_4_length_917969_cov_39.8804_ID_5033-processed-gene-2.94&CDS=1-1083
OG0000741	YCR046C	genemark-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-2.88-mRNA-1_1&gene=genemark-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-2.88&CDS=1-498
OG0000742	YCR047C	snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-2.143-mRNA-1_1&gene=snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-2.143&CDS=1-804
OG0000743	YCR051W	snap_masked-NODE_10_length_351050_cov_44.863_ID_3249-processed-gene-2.231-mRNA-1_1&gene=snap_masked-NODE_10_length_351050_cov_44.863_ID_3249-processed-gene-2.231&CDS=1-636
OG0000744	YCR053W	snap_masked-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-2.108-mRNA-1_1&gene=snap_masked-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-2.108&CDS=1-1491
OG0000745	YCR054C	augustus_masked-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-2.32-mRNA-1_1&gene=augustus_masked-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-2.32&CDS=1-975
OG0000746	YCR057C	snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-3.123-mRNA-1_1&gene=snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-3.123&CDS=1-2736
OG0000747	YCR059C	augustus_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-3.21-mRNA-1_1&gene=augustus_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-3.21&CDS=1-843
OG0000748	YCR060W	genemark-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-3.97-mRNA-1_1&gene=genemark-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-3.97&CDS=1-921
OG0000749	YCR061W	snap_masked-NODE_7_length_799497_cov_58.68_ID_3495-processed-gene-2.7-mRNA-1_1&gene=snap_masked-NODE_7_length_799497_cov_58.68_ID_3495-processed-gene-2.7&CDS=1-1767
OG0000750	YCR063W	genemark-NODE_6_length_830418_cov_53.4946_ID_3973-processed-gene-1.84-mRNA-1_1&gene=genemark-NODE_6_length_830418_cov_53.4946_ID_3973-processed-gene-1.84&CDS=1-441
OG0000751	YCR065W	snap_masked-NODE_6_length_830418_cov_53.4946_ID_3973-processed-gene-1.11-mRNA-1_1&gene=snap_masked-NODE_6_length_830418_cov_53.4946_ID_3973-processed-gene-1.11&CDS=1-1749
OG0000752	YCR066W	snap_masked-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-2.140-mRNA-1_1&gene=snap_masked-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-2.140&CDS=1-1266
OG0000753	YCR068W	snap_masked-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-2.117-mRNA-1_1&gene=snap_masked-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-2.117&CDS=1-1704
OG0000754	YCR071C	snap_masked-NODE_11_length_319508_cov_75.386_ID_2522-processed-gene-1.19-mRNA-1_1&gene=snap_masked-NODE_11_length_319508_cov_75.386_ID_2522-processed-gene-1.19&CDS=1-372
OG0000755	YCR072C	snap_masked-NODE_11_length_319508_cov_75.386_ID_2522-processed-gene-2.67-mRNA-1_1&gene=snap_masked-NODE_11_length_319508_cov_75.386_ID_2522-processed-gene-2.67&CDS=1-1560
OG0000756	YCR077C	snap_masked-NODE_11_length_319508_cov_75.386_ID_2522-processed-gene-1.17-mRNA-1_1&gene=snap_masked-NODE_11_length_319508_cov_75.386_ID_2522-processed-gene-1.17&CDS=1-2526
OG0000757	YCR079W	snap_masked-NODE_12_length_208975_cov_103.862_ID_2973-processed-gene-1.182-mRNA-1_1&gene=snap_masked-NODE_12_length_208975_cov_103.862_ID_2973-processed-gene-1.182&CDS=1-888
OG0000758	YCR086W	snap_masked-NODE_12_length_208975_cov_103.862_ID_2973-processed-gene-0.53-mRNA-1_1&gene=snap_masked-NODE_12_length_208975_cov_103.862_ID_2973-processed-gene-0.53&CDS=1-888
OG0000759	YCR087C-A	augustus_masked-NODE_12_length_208975_cov_103.862_ID_2973-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-NODE_12_length_208975_cov_103.862_ID_2973-processed-gene-0.28&CDS=1-453
OG0000760	YCR088W	snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-9.115-mRNA-1_1&gene=snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-9.115&CDS=1-1950
OG0000761	YCR091W	snap_masked-NODE_4_length_917969_cov_39.8804_ID_5033-processed-gene-7.61-mRNA-1_1&gene=snap_masked-NODE_4_length_917969_cov_39.8804_ID_5033-processed-gene-7.61&CDS=1-2121
OG0000762	YCR092C	genemark-NODE_6_length_830418_cov_53.4946_ID_3973-processed-gene-3.2-mRNA-1_1&gene=genemark-NODE_6_length_830418_cov_53.4946_ID_3973-processed-gene-3.2&CDS=1-3897
OG0000763	YCR093W	genemark-NODE_14_length_186271_cov_96.6982_ID_2666-processed-gene-0.4-mRNA-1_1&gene=genemark-NODE_14_length_186271_cov_96.6982_ID_2666-processed-gene-0.4&CDS=1-7968
OG0000764	YCR095C	snap_masked-NODE_6_length_830418_cov_53.4946_ID_3973-processed-gene-1.24-mRNA-1_1&gene=snap_masked-NODE_6_length_830418_cov_53.4946_ID_3973-processed-gene-1.24&CDS=1-1434
OG0000765	YCR098C	augustus_masked-NODE_4_length_917969_cov_39.8804_ID_5033-processed-gene-7.31-mRNA-1_1&gene=augustus_masked-NODE_4_length_917969_cov_39.8804_ID_5033-processed-gene-7.31&CDS=1-2697
OG0000766	YDL001W	snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-15.69-mRNA-1_1&gene=snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-15.69&CDS=1-1281
OG0000767	YDL002C	genemark-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-14.38-mRNA-1_1&gene=genemark-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-14.38&CDS=1-828
OG0000768	YDL003W	snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-0.138-mRNA-1_1&gene=snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-0.138&CDS=1-1359
OG0000769	YDL004W	snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-0.110-mRNA-1_1&gene=snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-0.110&CDS=1-477
OG0000770	YDL006W	snap_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-11.220-mRNA-1_1&gene=snap_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-11.220&CDS=1-975
OG0000771	YDL007W	maker-NODE_17_length_118177_cov_104.474_ID_4239-augustus-gene-0.183-mRNA-1_1&gene=maker-NODE_17_length_118177_cov_104.474_ID_4239-augustus-gene-0.183&CDS=1-1317
OG0000772	YDL008W	snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-0.140-mRNA-1_1&gene=snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-0.140&CDS=1-369
OG0000773	YDL013W	snap_masked-NODE_7_length_799497_cov_58.68_ID_3495-processed-gene-6.33-mRNA-1_1&gene=snap_masked-NODE_7_length_799497_cov_58.68_ID_3495-processed-gene-6.33&CDS=1-1302
OG0000774	YDL014W	snap_masked-NODE_7_length_799497_cov_58.68_ID_3495-processed-gene-6.32-mRNA-1_1&gene=snap_masked-NODE_7_length_799497_cov_58.68_ID_3495-processed-gene-6.32&CDS=1-942
OG0000775	YDL015C	snap_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-2.68-mRNA-1_1&gene=snap_masked-NODE_3_length_1269879_cov_49.5199_ID_3585-processed-gene-2.68&CDS=1-933
OG0000776	YDL017W	genemark-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-1.128-mRNA-1_1&gene=genemark-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-1.128&CDS=1-1614
OG0000777	YDL018C	snap_masked-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-1.63-mRNA-1_1&gene=snap_masked-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-1.63&CDS=1-636
OG0000778	YDL025C	snap_masked-NODE_4_length_917969_cov_39.8804_ID_5033-processed-gene-2.99-mRNA-1_1&gene=snap_masked-NODE_4_length_917969_cov_39.8804_ID_5033-processed-gene-2.99&CDS=1-1305
OG0000779	YDL028C	snap_masked-NODE_4_length_917969_cov_39.8804_ID_5033-processed-gene-2.69-mRNA-1_1&gene=snap_masked-NODE_4_length_917969_cov_39.8804_ID_5033-processed-gene-2.69&CDS=1-2229
OG0000780	YDL029W	genemark-NODE_4_length_917969_cov_39.8804_ID_5033-processed-gene-2.117-mRNA-1_1&gene=genemark-NODE_4_length_917969_cov_39.8804_ID_5033-processed-gene-2.117&CDS=1-2160
OG0000781	YDL030W	snap_masked-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-7.63-mRNA-1_1&gene=snap_masked-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-7.63&CDS=1-1476
OG0000782	YDL031W	snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-1.123-mRNA-1_1&gene=snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-1.123&CDS=1-2718
OG0000783	YDL033C	augustus_masked-NODE_4_length_917969_cov_39.8804_ID_5033-processed-gene-3.21-mRNA-1_1&gene=augustus_masked-NODE_4_length_917969_cov_39.8804_ID_5033-processed-gene-3.21&CDS=1-1146
OG0000784	YDL035C	snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-7.91-mRNA-1_1&gene=snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-7.91&CDS=1-2487
OG0000785	YDL040C	snap_masked-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-7.93-mRNA-1_1&gene=snap_masked-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-7.93&CDS=1-2292
OG0000786	YDL043C	snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-0.130-mRNA-1_1&gene=snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-0.130&CDS=1-699
OG0000787	YDL045C	snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-0.131-mRNA-1_1&gene=snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-0.131&CDS=1-612
OG0000788	YDL045W-A	genemark-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-4.20-mRNA-1_1&gene=genemark-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-4.20&CDS=1-3489
OG0000789	YDL046W	snap_masked-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-1.60-mRNA-1_1&gene=snap_masked-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-1.60&CDS=1-540
OG0000790	YDL047W	genemark-NODE_9_length_422362_cov_41.9648_ID_2612-processed-gene-2.36-mRNA-1_1&gene=genemark-NODE_9_length_422362_cov_41.9648_ID_2612-processed-gene-2.36&CDS=1-942
OG0000791	YDL051W	snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-3.108-mRNA-1_1&gene=snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-3.108&CDS=1-867
OG0000792	YDL052C	snap_masked-NODE_8_length_665094_cov_63.8761_ID_4166-processed-gene-2.63-mRNA-1_1&gene=snap_masked-NODE_8_length_665094_cov_63.8761_ID_4166-processed-gene-2.63&CDS=1-939
OG0000793	YDL054C	snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-11.117-mRNA-1_1&gene=snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-11.117&CDS=1-1320
OG0000794	YDL055C	snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-11.116-mRNA-1_1&gene=snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-11.116&CDS=1-1086
OG0000795	YDL057W	snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-6.20-mRNA-1_1&gene=snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-6.20&CDS=1-1929
OG0000796	YDL058W	augustus_masked-NODE_11_length_319508_cov_75.386_ID_2522-processed-gene-1.100-mRNA-1_1&gene=augustus_masked-NODE_11_length_319508_cov_75.386_ID_2522-processed-gene-1.100&CDS=1-5565
OG0000797	YDL060W	maker-NODE_1_length_1639312_cov_47.3867_ID_4086-snap-gene-1.162-mRNA-1_1&gene=maker-NODE_1_length_1639312_cov_47.3867_ID_4086-snap-gene-1.162&CDS=1-3426
OG0000798	YDL063C	snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-1.23-mRNA-1_1&gene=snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-1.23&CDS=1-1926
OG0000799	YDL064W	snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-13.75-mRNA-1_1&gene=snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-13.75&CDS=1-477
OG0000800	YDL065C	snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-13.61-mRNA-1_1&gene=snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-13.61&CDS=1-942
OG0000801	YDL067C	snap_masked-NODE_15_length_147441_cov_123.374_ID_2916-processed-gene-0.83-mRNA-1_1&gene=snap_masked-NODE_15_length_147441_cov_123.374_ID_2916-processed-gene-0.83&CDS=1-183
OG0000802	YDL073W	snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-2.156-mRNA-1_1&gene=snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-2.156&CDS=1-2865
OG0000803	YDL074C	snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-4.91-mRNA-1_1&gene=snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-4.91&CDS=1-1599
OG0000804	YDL081C	genemark-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-6.81-mRNA-1_1&gene=genemark-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-6.81&CDS=1-318
OG0000805	YDL084W	maker-NODE_1_length_1639312_cov_47.3867_ID_4086-snap-gene-13.108-mRNA-1_1&gene=maker-NODE_1_length_1639312_cov_47.3867_ID_4086-snap-gene-13.108&CDS=1-1293
OG0000806	YDL086W	snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-6.40-mRNA-1_1&gene=snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-6.40&CDS=1-807
OG0000807	YDL087C	genemark-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-14.14-mRNA-1_1&gene=genemark-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-14.14&CDS=1-702
OG0000808	YDL090C	maker-NODE_12_length_208975_cov_103.862_ID_2973-augustus-gene-1.69-mRNA-1_1&gene=maker-NODE_12_length_208975_cov_103.862_ID_2973-augustus-gene-1.69&CDS=1-2508
OG0000809	YDL092W	snap_masked-NODE_12_length_208975_cov_103.862_ID_2973-processed-gene-1.205-mRNA-1_1&gene=snap_masked-NODE_12_length_208975_cov_103.862_ID_2973-processed-gene-1.205&CDS=1-378
OG0000810	YDL095W	snap_masked-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-6.78-mRNA-1_1&gene=snap_masked-NODE_5_length_905678_cov_45.6404_ID_4750-processed-gene-6.78&CDS=1-2697
OG0000811	YDL097C	snap_masked-NODE_12_length_208975_cov_103.862_ID_2973-processed-gene-1.161-mRNA-1_1&gene=snap_masked-NODE_12_length_208975_cov_103.862_ID_2973-processed-gene-1.161&CDS=1-1260
OG0000812	YDL098C	snap_masked-NODE_6_length_830418_cov_53.4946_ID_3973-processed-gene-5.48-mRNA-1_1&gene=snap_masked-NODE_6_length_830418_cov_53.4946_ID_3973-processed-gene-5.48&CDS=1-489
OG0000813	YDL100C	snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-6.41-mRNA-1_1&gene=snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-6.41&CDS=1-1041
OG0000814	YDL101C	genemark-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-10.32-mRNA-1_1&gene=genemark-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-10.32&CDS=1-3720
OG0000815	YDL102W	snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-9.162-mRNA-1_1&gene=snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-9.162&CDS=1-3240
OG0000816	YDL103C	snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-0.93-mRNA-1_1&gene=snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-0.93&CDS=1-1440
OG0000817	YDL104C	genemark-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-9.100-mRNA-1_1&gene=genemark-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-9.100&CDS=1-1323
OG0000818	YDL105W	snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-9.136-mRNA-1_1&gene=snap_masked-NODE_1_length_1639312_cov_47.3867_ID_4086-processed-gene-9.136&CDS=1-1179
OG0000819	YDL106C	snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-10.60-mRNA-1_1&gene=snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-10.60&CDS=1-1416
OG0000820	YDL107W	snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-10.61-mRNA-1_1&gene=snap_masked-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-10.61&CDS=1-1119
OG0000821	YDL108W	genemark-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-10.15-mRNA-1_1&gene=genemark-NODE_2_length_1396679_cov_54.0106_ID_1870-processed-gene-10.15&CDS=1-951
