	Saccharomyces_cerevisiae	yHMPu5000034862_Zygotorulaspora_florentina
OG0000636	YCR028C-A	augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-4.218-mRNA-1_1&gene=augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-4.218&CDS=1-390
OG0000637	YCR030C	augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-4.219-mRNA-1_1&gene=augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-4.219&CDS=1-2475
OG0000638	YCR032W	augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-4.189-mRNA-1_1&gene=augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-4.189&CDS=1-6489
OG0000639	YCR033W	augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-4.190-mRNA-1_1&gene=augustus_masked-NODE_7_length_539399_cov_24.5113_ID_13-processed-gene-4.190&CDS=1-4752
OG0000640	YCR034W	augustus_masked-NODE_3_length_1025459_cov_24.1215_ID_5-processed-gene-9.25-mRNA-1_1&gene=augustus_masked-NODE_3_length_1025459_cov_24.1215_ID_5-processed-gene-9.25&CDS=1-1044
OG0000641	YCR035C	augustus_masked-NODE_3_length_1025459_cov_24.1215_ID_5-processed-gene-9.50-mRNA-1_1&gene=augustus_masked-NODE_3_length_1025459_cov_24.1215_ID_5-processed-gene-9.50&CDS=1-1173
OG0000642	YCR036W	augustus_masked-NODE_3_length_1025459_cov_24.1215_ID_5-processed-gene-9.26-mRNA-1_1&gene=augustus_masked-NODE_3_length_1025459_cov_24.1215_ID_5-processed-gene-9.26&CDS=1-1023
OG0000643	YCR042C	snap_masked-NODE_19_length_146505_cov_24.2614_ID_37-processed-gene-0.78-mRNA-1_1&gene=snap_masked-NODE_19_length_146505_cov_24.2614_ID_37-processed-gene-0.78&CDS=1-4272
OG0000644	YCR044C	snap_masked-NODE_19_length_146505_cov_24.2614_ID_37-processed-gene-0.76-mRNA-1_1&gene=snap_masked-NODE_19_length_146505_cov_24.2614_ID_37-processed-gene-0.76&CDS=1-1062
OG0000645	YCR045C	augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-13.36-mRNA-1_1&gene=augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-13.36&CDS=1-1362
OG0000646	YCR047C	genemark-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-13.148-mRNA-1_1&gene=genemark-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-13.148&CDS=1-1308
OG0000647	YCR051W	augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-13.15-mRNA-1_1&gene=augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-13.15&CDS=1-642
OG0000648	YCR053W	augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-13.18-mRNA-1_1&gene=augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-13.18&CDS=1-1539
OG0000649	YCR054C	genemark-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-13.151-mRNA-1_1&gene=genemark-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-13.151&CDS=1-1668
OG0000650	YCR057C	augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-13.41-mRNA-1_1&gene=augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-13.41&CDS=1-2724
OG0000651	YCR059C	augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-13.42-mRNA-1_1&gene=augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-13.42&CDS=1-813
OG0000652	YCR060W	snap_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-13.69-mRNA-1_1&gene=snap_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-13.69&CDS=1-333
OG0000653	YCR061W	augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-13.20-mRNA-1_1&gene=augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-13.20&CDS=1-1872
OG0000654	YCR063W	snap_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-13.72-mRNA-1_1&gene=snap_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-13.72&CDS=1-471
OG0000655	YCR065W	augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-13.22-mRNA-1_1&gene=augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-13.22&CDS=1-1680
OG0000656	YCR066W	augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-13.23-mRNA-1_1&gene=augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-13.23&CDS=1-1224
OG0000657	YCR068W	augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-13.25-mRNA-1_1&gene=augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-13.25&CDS=1-1500
OG0000658	YCR069W	augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-13.26-mRNA-1_1&gene=augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-13.26&CDS=1-975
OG0000659	YCR072C	maker-NODE_1_length_1546580_cov_24.4376_ID_1-augustus-gene-13.107-mRNA-1_1&gene=maker-NODE_1_length_1546580_cov_24.4376_ID_1-augustus-gene-13.107&CDS=1-2031
OG0000660	YCR075C	genemark-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-14.66-mRNA-1_1&gene=genemark-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-14.66&CDS=1-786
OG0000661	YCR075W-A	augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-14.6-mRNA-1_1&gene=augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-14.6&CDS=1-240
OG0000662	YCR076C	augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-14.34-mRNA-1_1&gene=augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-14.34&CDS=1-852
OG0000663	YCR077C	augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-14.35-mRNA-1_1&gene=augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-14.35&CDS=1-4125
OG0000664	YCR079W	augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-14.7-mRNA-1_1&gene=augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-14.7&CDS=1-1437
OG0000665	YCR081W	augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-14.9-mRNA-1_1&gene=augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-14.9&CDS=1-4017
OG0000666	YCR082W	augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-14.10-mRNA-1_1&gene=augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-14.10&CDS=1-375
OG0000667	YCR083W	augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-14.38-mRNA-1_1&gene=augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-14.38&CDS=1-384
OG0000668	YCR084C	augustus_masked-NODE_21_length_135322_cov_25.0028_ID_41-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-NODE_21_length_135322_cov_25.0028_ID_41-processed-gene-0.32&CDS=1-2034
OG0000669	YCR086W	augustus_masked-NODE_21_length_135322_cov_25.0028_ID_41-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NODE_21_length_135322_cov_25.0028_ID_41-processed-gene-0.8&CDS=1-534
OG0000670	YCR087C-A	augustus_masked-NODE_21_length_135322_cov_25.0028_ID_41-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-NODE_21_length_135322_cov_25.0028_ID_41-processed-gene-0.33&CDS=1-432
OG0000671	YCR088W	augustus_masked-NODE_21_length_135322_cov_25.0028_ID_41-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-NODE_21_length_135322_cov_25.0028_ID_41-processed-gene-0.9&CDS=1-1785
OG0000672	YCR090C	augustus_masked-NODE_21_length_135322_cov_25.0028_ID_41-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-NODE_21_length_135322_cov_25.0028_ID_41-processed-gene-0.34&CDS=1-555
OG0000673	YCR092C	augustus_masked-NODE_21_length_135322_cov_25.0028_ID_41-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-NODE_21_length_135322_cov_25.0028_ID_41-processed-gene-0.35&CDS=1-3075
OG0000674	YCR093W	maker-NODE_21_length_135322_cov_25.0028_ID_41-snap-gene-0.111-mRNA-1_1&gene=maker-NODE_21_length_135322_cov_25.0028_ID_41-snap-gene-0.111&CDS=1-7377
OG0000675	YCR095C	augustus_masked-NODE_21_length_135322_cov_25.0028_ID_41-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-NODE_21_length_135322_cov_25.0028_ID_41-processed-gene-0.38&CDS=1-1074
OG0000676	YCR097W	snap_masked-NODE_45_length_8378_cov_26.9728_ID_89-processed-gene-0.2-mRNA-1_1&gene=snap_masked-NODE_45_length_8378_cov_26.9728_ID_89-processed-gene-0.2&CDS=1-642
OG0000677	YCR098C	augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-4.44-mRNA-1_1&gene=augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-4.44&CDS=1-1500
OG0000678	YCR106W	augustus_masked-NODE_18_length_155097_cov_25.367_ID_35-processed-gene-0.157-mRNA-1_1&gene=augustus_masked-NODE_18_length_155097_cov_25.367_ID_35-processed-gene-0.157&CDS=1-2421
OG0000679	YDL001W	augustus_masked-NODE_3_length_1025459_cov_24.1215_ID_5-processed-gene-4.35-mRNA-1_1&gene=augustus_masked-NODE_3_length_1025459_cov_24.1215_ID_5-processed-gene-4.35&CDS=1-1284
OG0000680	YDL002C	augustus_masked-NODE_3_length_1025459_cov_24.1215_ID_5-processed-gene-4.18-mRNA-1_1&gene=augustus_masked-NODE_3_length_1025459_cov_24.1215_ID_5-processed-gene-4.18&CDS=1-732
OG0000681	YDL004W	augustus_masked-NODE_3_length_1025459_cov_24.1215_ID_5-processed-gene-4.38-mRNA-1_1&gene=augustus_masked-NODE_3_length_1025459_cov_24.1215_ID_5-processed-gene-4.38&CDS=1-477
OG0000682	YDL005C	augustus_masked-NODE_3_length_1025459_cov_24.1215_ID_5-processed-gene-4.19-mRNA-1_1&gene=augustus_masked-NODE_3_length_1025459_cov_24.1215_ID_5-processed-gene-4.19&CDS=1-1074
OG0000683	YDL006W	augustus_masked-NODE_3_length_1025459_cov_24.1215_ID_5-processed-gene-4.39-mRNA-1_1&gene=augustus_masked-NODE_3_length_1025459_cov_24.1215_ID_5-processed-gene-4.39&CDS=1-831
OG0000684	YDL007W	augustus_masked-NODE_3_length_1025459_cov_24.1215_ID_5-processed-gene-4.40-mRNA-1_1&gene=augustus_masked-NODE_3_length_1025459_cov_24.1215_ID_5-processed-gene-4.40&CDS=1-1311
OG0000685	YDL008W	augustus_masked-NODE_3_length_1025459_cov_24.1215_ID_5-processed-gene-4.10-mRNA-1_1&gene=augustus_masked-NODE_3_length_1025459_cov_24.1215_ID_5-processed-gene-4.10&CDS=1-495
OG0000686	YDL010W	augustus_masked-NODE_3_length_1025459_cov_24.1215_ID_5-processed-gene-4.9-mRNA-1_1&gene=augustus_masked-NODE_3_length_1025459_cov_24.1215_ID_5-processed-gene-4.9&CDS=1-633
OG0000687	YDL012C	augustus_masked-NODE_3_length_1025459_cov_24.1215_ID_5-processed-gene-4.27-mRNA-1_1&gene=augustus_masked-NODE_3_length_1025459_cov_24.1215_ID_5-processed-gene-4.27&CDS=1-360
OG0000688	YDL013W	augustus_masked-NODE_3_length_1025459_cov_24.1215_ID_5-processed-gene-4.5-mRNA-1_1&gene=augustus_masked-NODE_3_length_1025459_cov_24.1215_ID_5-processed-gene-4.5&CDS=1-1848
OG0000689	YDL014W	augustus_masked-NODE_3_length_1025459_cov_24.1215_ID_5-processed-gene-4.4-mRNA-1_1&gene=augustus_masked-NODE_3_length_1025459_cov_24.1215_ID_5-processed-gene-4.4&CDS=1-1011
OG0000690	YDL015C	augustus_masked-NODE_3_length_1025459_cov_24.1215_ID_5-processed-gene-4.7-mRNA-1_1&gene=augustus_masked-NODE_3_length_1025459_cov_24.1215_ID_5-processed-gene-4.7&CDS=1-936
OG0000691	YDL017W	augustus_masked-NODE_3_length_1025459_cov_24.1215_ID_5-processed-gene-4.3-mRNA-1_1&gene=augustus_masked-NODE_3_length_1025459_cov_24.1215_ID_5-processed-gene-4.3&CDS=1-1488
OG0000692	YDL018C	augustus_masked-NODE_3_length_1025459_cov_24.1215_ID_5-processed-gene-4.6-mRNA-1_1&gene=augustus_masked-NODE_3_length_1025459_cov_24.1215_ID_5-processed-gene-4.6&CDS=1-672
OG0000693	YDL020C	augustus_masked-NODE_3_length_1025459_cov_24.1215_ID_5-processed-gene-3.90-mRNA-1_1&gene=augustus_masked-NODE_3_length_1025459_cov_24.1215_ID_5-processed-gene-3.90&CDS=1-1752
OG0000694	YDL022W	snap_masked-NODE_3_length_1025459_cov_24.1215_ID_5-processed-gene-3.20-mRNA-1_1&gene=snap_masked-NODE_3_length_1025459_cov_24.1215_ID_5-processed-gene-3.20&CDS=1-1374
OG0000695	YDL027C	augustus_masked-NODE_3_length_1025459_cov_24.1215_ID_5-processed-gene-3.87-mRNA-1_1&gene=augustus_masked-NODE_3_length_1025459_cov_24.1215_ID_5-processed-gene-3.87&CDS=1-861
OG0000696	YDL028C	augustus_masked-NODE_3_length_1025459_cov_24.1215_ID_5-processed-gene-3.86-mRNA-1_1&gene=augustus_masked-NODE_3_length_1025459_cov_24.1215_ID_5-processed-gene-3.86&CDS=1-2427
OG0000697	YDL029W	augustus_masked-NODE_3_length_1025459_cov_24.1215_ID_5-processed-gene-3.64-mRNA-1_1&gene=augustus_masked-NODE_3_length_1025459_cov_24.1215_ID_5-processed-gene-3.64&CDS=1-1176
OG0000698	YDL030W	augustus_masked-NODE_3_length_1025459_cov_24.1215_ID_5-processed-gene-3.63-mRNA-1_1&gene=augustus_masked-NODE_3_length_1025459_cov_24.1215_ID_5-processed-gene-3.63&CDS=1-1566
OG0000699	YDL031W	augustus_masked-NODE_3_length_1025459_cov_24.1215_ID_5-processed-gene-3.62-mRNA-1_1&gene=augustus_masked-NODE_3_length_1025459_cov_24.1215_ID_5-processed-gene-3.62&CDS=1-2931
OG0000700	YDL033C	snap_masked-NODE_3_length_1025459_cov_24.1215_ID_5-processed-gene-3.40-mRNA-1_1&gene=snap_masked-NODE_3_length_1025459_cov_24.1215_ID_5-processed-gene-3.40&CDS=1-1236
OG0000701	YDL035C	snap_masked-NODE_3_length_1025459_cov_24.1215_ID_5-processed-gene-3.38-mRNA-1_1&gene=snap_masked-NODE_3_length_1025459_cov_24.1215_ID_5-processed-gene-3.38&CDS=1-2658
OG0000702	YDL037C	snap_masked-NODE_28_length_58683_cov_22.5322_ID_55-processed-gene-0.65-mRNA-1_1&gene=snap_masked-NODE_28_length_58683_cov_22.5322_ID_55-processed-gene-0.65&CDS=1-1377
OG0000703	YDL040C	augustus_masked-NODE_3_length_1025459_cov_24.1215_ID_5-processed-gene-3.80-mRNA-1_1&gene=augustus_masked-NODE_3_length_1025459_cov_24.1215_ID_5-processed-gene-3.80&CDS=1-2571
OG0000704	YDL043C	augustus_masked-NODE_3_length_1025459_cov_24.1215_ID_5-processed-gene-3.77-mRNA-1_1&gene=augustus_masked-NODE_3_length_1025459_cov_24.1215_ID_5-processed-gene-3.77&CDS=1-783
OG0000705	YDL044C	snap_masked-NODE_3_length_1025459_cov_24.1215_ID_5-processed-gene-3.29-mRNA-1_1&gene=snap_masked-NODE_3_length_1025459_cov_24.1215_ID_5-processed-gene-3.29&CDS=1-1338
OG0000706	YDL045C	augustus_masked-NODE_3_length_1025459_cov_24.1215_ID_5-processed-gene-3.73-mRNA-1_1&gene=augustus_masked-NODE_3_length_1025459_cov_24.1215_ID_5-processed-gene-3.73&CDS=1-921
OG0000707	YDL045W-A	snap_masked-NODE_3_length_1025459_cov_24.1215_ID_5-processed-gene-3.14-mRNA-1_1&gene=snap_masked-NODE_3_length_1025459_cov_24.1215_ID_5-processed-gene-3.14&CDS=1-285
OG0000708	YDL046W	snap_masked-NODE_3_length_1025459_cov_24.1215_ID_5-processed-gene-3.12-mRNA-1_1&gene=snap_masked-NODE_3_length_1025459_cov_24.1215_ID_5-processed-gene-3.12&CDS=1-498
OG0000709	YDL047W	augustus_masked-NODE_3_length_1025459_cov_24.1215_ID_5-processed-gene-3.59-mRNA-1_1&gene=augustus_masked-NODE_3_length_1025459_cov_24.1215_ID_5-processed-gene-3.59&CDS=1-933
OG0000710	YDL049C	augustus_masked-NODE_10_length_366591_cov_24.4668_ID_19-processed-gene-2.21-mRNA-1_1&gene=augustus_masked-NODE_10_length_366591_cov_24.4668_ID_19-processed-gene-2.21&CDS=1-783
OG0000711	YDL051W	augustus_masked-NODE_10_length_366591_cov_24.4668_ID_19-processed-gene-2.66-mRNA-1_1&gene=augustus_masked-NODE_10_length_366591_cov_24.4668_ID_19-processed-gene-2.66&CDS=1-819
OG0000712	YDL052C	augustus_masked-NODE_10_length_366591_cov_24.4668_ID_19-processed-gene-2.22-mRNA-1_1&gene=augustus_masked-NODE_10_length_366591_cov_24.4668_ID_19-processed-gene-2.22&CDS=1-915
OG0000713	YDL053C	augustus_masked-NODE_10_length_366591_cov_24.4668_ID_19-processed-gene-2.23-mRNA-1_1&gene=augustus_masked-NODE_10_length_366591_cov_24.4668_ID_19-processed-gene-2.23&CDS=1-489
OG0000714	YDL054C	genemark-NODE_10_length_366591_cov_24.4668_ID_19-processed-gene-2.113-mRNA-1_1&gene=genemark-NODE_10_length_366591_cov_24.4668_ID_19-processed-gene-2.113&CDS=1-1392
OG0000715	YDL055C	augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-4.68-mRNA-1_1&gene=augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-4.68&CDS=1-1083
OG0000716	YDL056W	augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-4.35-mRNA-1_1&gene=augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-4.35&CDS=1-2355
OG0000717	YDL057W	augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-4.34-mRNA-1_1&gene=augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-4.34&CDS=1-1905
OG0000718	YDL058W	augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-4.32-mRNA-1_1&gene=augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-4.32&CDS=1-5049
OG0000719	YDL059C	augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-4.64-mRNA-1_1&gene=augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-4.64&CDS=1-600
OG0000720	YDL060W	augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-4.29-mRNA-1_1&gene=augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-4.29&CDS=1-2382
OG0000721	YDL063C	maker-NODE_6_length_562868_cov_24.3835_ID_11-augustus-gene-4.231-mRNA-1_1&gene=maker-NODE_6_length_562868_cov_24.3835_ID_11-augustus-gene-4.231&CDS=1-2166
OG0000722	YDL064W	augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-4.27-mRNA-1_1&gene=augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-4.27&CDS=1-471
OG0000723	YDL065C	augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-4.61-mRNA-1_1&gene=augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-4.61&CDS=1-927
OG0000724	YDL067C	snap_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-4.138-mRNA-1_1&gene=snap_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-4.138&CDS=1-180
OG0000725	YDL072C	augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-4.58-mRNA-1_1&gene=augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-4.58&CDS=1-558
OG0000726	YDL073W	augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-4.19-mRNA-1_1&gene=augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-4.19&CDS=1-3174
OG0000727	YDL076C	augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-4.54-mRNA-1_1&gene=augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-4.54&CDS=1-867
OG0000728	YDL077C	augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-4.52-mRNA-1_1&gene=augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-4.52&CDS=1-3117
OG0000729	YDL078C	augustus_masked-NODE_11_length_341105_cov_23.9332_ID_21-processed-gene-2.4-mRNA-1_1&gene=augustus_masked-NODE_11_length_341105_cov_23.9332_ID_21-processed-gene-2.4&CDS=1-1596
OG0000730	YDL081C	augustus_masked-NODE_11_length_341105_cov_23.9332_ID_21-processed-gene-2.10-mRNA-1_1&gene=augustus_masked-NODE_11_length_341105_cov_23.9332_ID_21-processed-gene-2.10&CDS=1-321
OG0000731	YDL084W	augustus_masked-NODE_11_length_341105_cov_23.9332_ID_21-processed-gene-2.38-mRNA-1_1&gene=augustus_masked-NODE_11_length_341105_cov_23.9332_ID_21-processed-gene-2.38&CDS=1-1338
OG0000732	YDL085C-A	augustus_masked-NODE_11_length_341105_cov_23.9332_ID_21-processed-gene-2.12-mRNA-1_1&gene=augustus_masked-NODE_11_length_341105_cov_23.9332_ID_21-processed-gene-2.12&CDS=1-204
OG0000733	YDL087C	augustus_masked-NODE_11_length_341105_cov_23.9332_ID_21-processed-gene-2.15-mRNA-1_1&gene=augustus_masked-NODE_11_length_341105_cov_23.9332_ID_21-processed-gene-2.15&CDS=1-729
OG0000734	YDL089W	augustus_masked-NODE_11_length_341105_cov_23.9332_ID_21-processed-gene-2.43-mRNA-1_1&gene=augustus_masked-NODE_11_length_341105_cov_23.9332_ID_21-processed-gene-2.43&CDS=1-1602
OG0000735	YDL090C	augustus_masked-NODE_11_length_341105_cov_23.9332_ID_21-processed-gene-2.18-mRNA-1_1&gene=augustus_masked-NODE_11_length_341105_cov_23.9332_ID_21-processed-gene-2.18&CDS=1-1269
OG0000736	YDL091C	augustus_masked-NODE_11_length_341105_cov_23.9332_ID_21-processed-gene-2.19-mRNA-1_1&gene=augustus_masked-NODE_11_length_341105_cov_23.9332_ID_21-processed-gene-2.19&CDS=1-1329
OG0000737	YDL092W	augustus_masked-NODE_11_length_341105_cov_23.9332_ID_21-processed-gene-2.45-mRNA-1_1&gene=augustus_masked-NODE_11_length_341105_cov_23.9332_ID_21-processed-gene-2.45&CDS=1-429
OG0000738	YDL095W	augustus_masked-NODE_11_length_341105_cov_23.9332_ID_21-processed-gene-2.46-mRNA-1_1&gene=augustus_masked-NODE_11_length_341105_cov_23.9332_ID_21-processed-gene-2.46&CDS=1-2490
OG0000739	YDL097C	augustus_masked-NODE_11_length_341105_cov_23.9332_ID_21-processed-gene-2.21-mRNA-1_1&gene=augustus_masked-NODE_11_length_341105_cov_23.9332_ID_21-processed-gene-2.21&CDS=1-1275
OG0000740	YDL098C	augustus_masked-NODE_11_length_341105_cov_23.9332_ID_21-processed-gene-2.22-mRNA-1_1&gene=augustus_masked-NODE_11_length_341105_cov_23.9332_ID_21-processed-gene-2.22&CDS=1-570
OG0000741	YDL099W	augustus_masked-NODE_11_length_341105_cov_23.9332_ID_21-processed-gene-2.49-mRNA-1_1&gene=augustus_masked-NODE_11_length_341105_cov_23.9332_ID_21-processed-gene-2.49&CDS=1-912
OG0000742	YDL100C	augustus_masked-NODE_11_length_341105_cov_23.9332_ID_21-processed-gene-2.24-mRNA-1_1&gene=augustus_masked-NODE_11_length_341105_cov_23.9332_ID_21-processed-gene-2.24&CDS=1-1065
OG0000743	YDL101C	genemark-NODE_11_length_341105_cov_23.9332_ID_21-processed-gene-2.187-mRNA-1_1&gene=genemark-NODE_11_length_341105_cov_23.9332_ID_21-processed-gene-2.187&CDS=1-3846
OG0000744	YDL102W	augustus_masked-NODE_11_length_341105_cov_23.9332_ID_21-processed-gene-2.51-mRNA-1_1&gene=augustus_masked-NODE_11_length_341105_cov_23.9332_ID_21-processed-gene-2.51&CDS=1-3312
OG0000745	YDL103C	augustus_masked-NODE_11_length_341105_cov_23.9332_ID_21-processed-gene-2.27-mRNA-1_1&gene=augustus_masked-NODE_11_length_341105_cov_23.9332_ID_21-processed-gene-2.27&CDS=1-1491
OG0000746	YDL104C	augustus_masked-NODE_11_length_341105_cov_23.9332_ID_21-processed-gene-2.28-mRNA-1_1&gene=augustus_masked-NODE_11_length_341105_cov_23.9332_ID_21-processed-gene-2.28&CDS=1-1158
OG0000747	YDL105W	augustus_masked-NODE_11_length_341105_cov_23.9332_ID_21-processed-gene-2.57-mRNA-1_1&gene=augustus_masked-NODE_11_length_341105_cov_23.9332_ID_21-processed-gene-2.57&CDS=1-1164
OG0000748	YDL106C	snap_masked-NODE_11_length_341105_cov_23.9332_ID_21-processed-gene-2.105-mRNA-1_1&gene=snap_masked-NODE_11_length_341105_cov_23.9332_ID_21-processed-gene-2.105&CDS=1-1533
OG0000749	YDL107W	augustus_masked-NODE_11_length_341105_cov_23.9332_ID_21-processed-gene-2.62-mRNA-1_1&gene=augustus_masked-NODE_11_length_341105_cov_23.9332_ID_21-processed-gene-2.62&CDS=1-1134
