	Saccharomyces_cerevisiae	yHMPu5000034952_Citeromyces_siamensis
OG0000448	YNL219C	maker-scf7180000053970-snap-gene-0.4-mRNA-1_1&gene=maker-scf7180000053970-snap-gene-0.4&CDS=1-810, maker-scf7180000061681-snap-gene-0.30-mRNA-1_1&gene=maker-scf7180000061681-snap-gene-0.30&CDS=1-1479, snap_masked-scf7180000055814-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000055814-processed-gene-0.1&CDS=1-465
OG0000449	YNL221C	augustus_masked-scf7180000054050-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000054050-processed-gene-0.2&CDS=1-915, augustus_masked-scf7180000057705-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000057705-processed-gene-0.2&CDS=1-837, augustus_masked-scf7180000059676-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-scf7180000059676-processed-gene-0.9&CDS=1-2364
OG0000450	YNL223W	augustus_masked-scf7180000059676-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scf7180000059676-processed-gene-0.5&CDS=1-1452, snap_masked-scf7180000054010-processed-gene-0.3-mRNA-1_1&gene=snap_masked-scf7180000054010-processed-gene-0.3&CDS=1-534, snap_masked-scf7180000060249-processed-gene-0.3-mRNA-1_1&gene=snap_masked-scf7180000060249-processed-gene-0.3&CDS=1-294
OG0000451	YNL227C	augustus_masked-scf7180000059448-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scf7180000059448-processed-gene-0.5&CDS=1-657, snap_masked-scf7180000055432-processed-gene-0.18-mRNA-1_1&gene=snap_masked-scf7180000055432-processed-gene-0.18&CDS=1-1494, snap_masked-scf7180000058763-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000058763-processed-gene-0.0&CDS=1-411
OG0000452	YNL233W	augustus_masked-scf7180000060960-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000060960-processed-gene-0.1&CDS=1-666, snap_masked-scf7180000053620-processed-gene-0.35-mRNA-1_1&gene=snap_masked-scf7180000053620-processed-gene-0.35&CDS=1-1614, snap_masked-scf7180000057342-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000057342-processed-gene-0.0&CDS=1-231
OG0000453	YNL242W	augustus_masked-scf7180000055271-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000055271-processed-gene-0.1&CDS=1-735, augustus_masked-scf7180000055296-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000055296-processed-gene-0.3&CDS=1-1383, augustus_masked-scf7180000059815-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-scf7180000059815-processed-gene-0.24&CDS=1-4110
OG0000454	YNL251C	augustus_masked-scf7180000053627-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-scf7180000053627-processed-gene-0.10&CDS=1-702, snap_masked-scf7180000059663-processed-gene-0.8-mRNA-1_1&gene=snap_masked-scf7180000059663-processed-gene-0.8&CDS=1-411, snap_masked-scf7180000060010-processed-gene-0.3-mRNA-1_1&gene=snap_masked-scf7180000060010-processed-gene-0.3&CDS=1-735
OG0000455	YNL271C	augustus_masked-scf7180000054801-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000054801-processed-gene-0.1&CDS=1-948, genemark-scf7180000059628-processed-gene-0.17-mRNA-1_1&gene=genemark-scf7180000059628-processed-gene-0.17&CDS=1-4251, genemark-scf7180000060623-processed-gene-0.4-mRNA-1_1&gene=genemark-scf7180000060623-processed-gene-0.4&CDS=1-915
OG0000456	YNL273W	augustus_masked-scf7180000059634-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-scf7180000059634-processed-gene-0.21&CDS=1-3018, augustus_masked-scf7180000060020-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000060020-processed-gene-0.1&CDS=1-1041, snap_masked-scf7180000058302-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000058302-processed-gene-0.1&CDS=1-306
OG0000457	YNL279W	maker-scf7180000058039-snap-gene-0.17-mRNA-1_1&gene=maker-scf7180000058039-snap-gene-0.17&CDS=1-1758, snap_masked-scf7180000054937-processed-gene-0.5-mRNA-1_1&gene=snap_masked-scf7180000054937-processed-gene-0.5&CDS=1-591, snap_masked-scf7180000061275-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000061275-processed-gene-0.0&CDS=1-555
OG0000458	YNL297C	augustus_masked-scf7180000053801-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-scf7180000053801-processed-gene-0.8&CDS=1-4251, augustus_masked-scf7180000054795-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000054795-processed-gene-0.1&CDS=1-915, maker-scf7180000059588-snap-gene-0.2-mRNA-1_1&gene=maker-scf7180000059588-snap-gene-0.2&CDS=1-2568
OG0000459	YNL306W, YOL127W	genemark-scf7180000055182-processed-gene-0.0-mRNA-1_1&gene=genemark-scf7180000055182-processed-gene-0.0&CDS=1-714, maker-scf7180000061770-augustus-gene-0.12-mRNA-1_1&gene=maker-scf7180000061770-augustus-gene-0.12&CDS=1-1002
OG0000460	YNR017W	augustus_masked-scf7180000061169-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000061169-processed-gene-0.0&CDS=1-627, genemark-scf7180000057297-processed-gene-0.11-mRNA-1_1&gene=genemark-scf7180000057297-processed-gene-0.11&CDS=1-606, snap_masked-scf7180000059813-processed-gene-0.11-mRNA-1_1&gene=snap_masked-scf7180000059813-processed-gene-0.11&CDS=1-387
OG0000461	YNR018W	augustus_masked-scf7180000060389-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-scf7180000060389-processed-gene-0.6&CDS=1-606, augustus_masked-scf7180000061731-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-scf7180000061731-processed-gene-0.6&CDS=1-606, snap_masked-scf7180000062291-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000062291-processed-gene-0.0&CDS=1-246
OG0000462	YOL022C	augustus_masked-scf7180000059535-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000059535-processed-gene-0.2&CDS=1-564, augustus_masked-scf7180000061111-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-scf7180000061111-processed-gene-0.11&CDS=1-1200, snap_masked-scf7180000057999-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000057999-processed-gene-0.0&CDS=1-249
OG0000463	YOL034W	augustus_masked-scf7180000057198-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000057198-processed-gene-0.1&CDS=1-765, augustus_masked-scf7180000058043-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000058043-processed-gene-0.2&CDS=1-858, snap_masked-scf7180000061794-processed-gene-0.3-mRNA-1_1&gene=snap_masked-scf7180000061794-processed-gene-0.3&CDS=1-3399
OG0000464	YOL065C	augustus_masked-scf7180000053598-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-scf7180000053598-processed-gene-0.10&CDS=1-915, augustus_masked-scf7180000055817-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-scf7180000055817-processed-gene-0.6&CDS=1-687, snap_masked-scf7180000054405-processed-gene-0.18-mRNA-1_1&gene=snap_masked-scf7180000054405-processed-gene-0.18&CDS=1-747
OG0000465	YOL076W	augustus_masked-scf7180000058590-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000058590-processed-gene-0.2&CDS=1-849, augustus_masked-scf7180000059061-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000059061-processed-gene-0.1&CDS=1-426, snap_masked-scf7180000059613-processed-gene-0.21-mRNA-1_1&gene=snap_masked-scf7180000059613-processed-gene-0.21&CDS=1-2274
OG0000466	YOL096C	augustus_masked-scf7180000055495-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000055495-processed-gene-0.0&CDS=1-471, augustus_masked-scf7180000061730-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-scf7180000061730-processed-gene-0.18&CDS=1-876, genemark-scf7180000055674-processed-gene-0.0-mRNA-1_1&gene=genemark-scf7180000055674-processed-gene-0.0&CDS=1-330
OG0000467	YOR005C	augustus_masked-scf7180000054049-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000054049-processed-gene-0.3&CDS=1-894, augustus_masked-scf7180000061045-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000061045-processed-gene-0.2&CDS=1-1323, augustus_masked-scf7180000061781-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000061781-processed-gene-0.2&CDS=1-2856
OG0000468	YOR022C	genemark-scf7180000055418-processed-gene-0.0-mRNA-1_1&gene=genemark-scf7180000055418-processed-gene-0.0&CDS=1-1626, genemark-scf7180000060845-processed-gene-0.2-mRNA-1_1&gene=genemark-scf7180000060845-processed-gene-0.2&CDS=1-1986, snap_masked-scf7180000054023-processed-gene-0.33-mRNA-1_1&gene=snap_masked-scf7180000054023-processed-gene-0.33&CDS=1-1308
OG0000469	YOR035C	augustus_masked-scf7180000053819-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-scf7180000053819-processed-gene-0.48&CDS=1-2022, augustus_masked-scf7180000058273-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000058273-processed-gene-0.0&CDS=1-702, snap_masked-scf7180000057869-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000057869-processed-gene-0.1&CDS=1-342
OG0000470	YOR112W	augustus_masked-scf7180000057381-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000057381-processed-gene-0.1&CDS=1-582, augustus_masked-scf7180000059763-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000059763-processed-gene-0.1&CDS=1-1839, augustus_masked-scf7180000060209-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000060209-processed-gene-0.1&CDS=1-453
OG0000471	YOR113W	augustus_masked-scf7180000059763-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000059763-processed-gene-0.2&CDS=1-1425, genemark-scf7180000060748-processed-gene-0.0-mRNA-1_1&gene=genemark-scf7180000060748-processed-gene-0.0&CDS=1-621, snap_masked-scf7180000056320-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000056320-processed-gene-0.0&CDS=1-537
OG0000472	YOR124C	augustus_masked-scf7180000059687-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-scf7180000059687-processed-gene-0.16&CDS=1-3138, augustus_masked-scf7180000060158-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000060158-processed-gene-0.0&CDS=1-1152, snap_masked-scf7180000054719-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000054719-processed-gene-0.0&CDS=1-993
OG0000473	YOR138C	augustus_masked-scf7180000057367-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000057367-processed-gene-0.0&CDS=1-279, augustus_masked-scf7180000059807-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000059807-processed-gene-0.2&CDS=1-1686, snap_masked-scf7180000054625-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000054625-processed-gene-0.0&CDS=1-1287
OG0000474	YOR231W, YPL140C	augustus_masked-scf7180000053810-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-scf7180000053810-processed-gene-0.28&CDS=1-1656, maker-scf7180000055559-augustus-gene-0.3-mRNA-1_1&gene=maker-scf7180000055559-augustus-gene-0.3&CDS=1-1137
OG0000475	YOR237W, YPL145C	augustus_masked-scf7180000053562-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-scf7180000053562-processed-gene-0.12&CDS=1-1266, augustus_masked-scf7180000060187-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000060187-processed-gene-0.0&CDS=1-1266
OG0000476	YOR256C, YPL176C	augustus_masked-scf7180000054134-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000054134-processed-gene-0.1&CDS=1-1920, snap_masked-scf7180000059780-processed-gene-0.48-mRNA-1_1&gene=snap_masked-scf7180000059780-processed-gene-0.48&CDS=1-2343
OG0000477	YOR260W	augustus_masked-scf7180000058842-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-scf7180000058842-processed-gene-0.7&CDS=1-1359, augustus_masked-scf7180000059780-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-scf7180000059780-processed-gene-0.65&CDS=1-1350, snap_masked-scf7180000053549-processed-gene-0.16-mRNA-1_1&gene=snap_masked-scf7180000053549-processed-gene-0.16&CDS=1-222
OG0000478	YOR270C, YPL153C	augustus_masked-scf7180000060424-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000060424-processed-gene-0.2&CDS=1-1578, maker-scf7180000055610-augustus-gene-0.47-mRNA-1_1&gene=maker-scf7180000055610-augustus-gene-0.47&CDS=1-4500
OG0000479	YOR308C	augustus_masked-scf7180000054431-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000054431-processed-gene-0.1&CDS=1-858, augustus_masked-scf7180000059037-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000059037-processed-gene-0.0&CDS=1-1362, augustus_masked-scf7180000059765-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-scf7180000059765-processed-gene-0.9&CDS=1-1455
OG0000480	YOR329C	augustus_masked-scf7180000056113-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000056113-processed-gene-0.3&CDS=1-708, augustus_masked-scf7180000059655-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-scf7180000059655-processed-gene-0.6&CDS=1-1302, snap_masked-scf7180000061644-processed-gene-0.23-mRNA-1_1&gene=snap_masked-scf7180000061644-processed-gene-0.23&CDS=1-288
OG0000481	YOR390W, YPL279C	augustus_masked-scf7180000059435-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000059435-processed-gene-0.1&CDS=1-624, augustus_masked-scf7180000059698-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-scf7180000059698-processed-gene-0.8&CDS=1-975
OG0000482	YPL022W	augustus_masked-scf7180000053550-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-scf7180000053550-processed-gene-0.9&CDS=1-2922, augustus_masked-scf7180000059611-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-scf7180000059611-processed-gene-0.31&CDS=1-1686, snap_masked-scf7180000057664-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000057664-processed-gene-0.0&CDS=1-1413
OG0000483	YPL070W	augustus_masked-scf7180000056855-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000056855-processed-gene-0.1&CDS=1-492, snap_masked-scf7180000054008-processed-gene-0.23-mRNA-1_1&gene=snap_masked-scf7180000054008-processed-gene-0.23&CDS=1-204, snap_masked-scf7180000054405-processed-gene-0.17-mRNA-1_1&gene=snap_masked-scf7180000054405-processed-gene-0.17&CDS=1-1524
OG0000484	YPL120W	augustus_masked-scf7180000060016-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000060016-processed-gene-0.3&CDS=1-930, maker-scf7180000053727-augustus-gene-0.25-mRNA-1_1&gene=maker-scf7180000053727-augustus-gene-0.25&CDS=1-1581, snap_masked-scf7180000056271-processed-gene-0.4-mRNA-1_1&gene=snap_masked-scf7180000056271-processed-gene-0.4&CDS=1-336
OG0000485	YPL125W	augustus_masked-scf7180000060939-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000060939-processed-gene-0.1&CDS=1-1131, augustus_masked-scf7180000061795-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-scf7180000061795-processed-gene-0.50&CDS=1-1437, snap_masked-scf7180000058110-processed-gene-0.2-mRNA-1_1&gene=snap_masked-scf7180000058110-processed-gene-0.2&CDS=1-984
OG0000486	YPL195W	augustus_masked-scf7180000060487-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000060487-processed-gene-0.1&CDS=1-666, genemark-scf7180000060889-processed-gene-0.2-mRNA-1_1&gene=genemark-scf7180000060889-processed-gene-0.2&CDS=1-1092, maker-scf7180000060337-augustus-gene-0.19-mRNA-1_1&gene=maker-scf7180000060337-augustus-gene-0.19&CDS=1-2340
OG0000487	YPL208W	augustus_masked-scf7180000061021-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000061021-processed-gene-0.1&CDS=1-864, snap_masked-scf7180000053817-processed-gene-0.17-mRNA-1_1&gene=snap_masked-scf7180000053817-processed-gene-0.17&CDS=1-1479, snap_masked-scf7180000060444-processed-gene-0.2-mRNA-1_1&gene=snap_masked-scf7180000060444-processed-gene-0.2&CDS=1-492
OG0000488	YPL222W	augustus_masked-scf7180000053572-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scf7180000053572-processed-gene-0.5&CDS=1-1770, augustus_masked-scf7180000060596-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000060596-processed-gene-0.2&CDS=1-654, augustus_masked-scf7180000061454-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000061454-processed-gene-0.2&CDS=1-639
OG0000489	YPL228W	augustus_masked-scf7180000053635-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-scf7180000053635-processed-gene-0.23&CDS=1-1182, augustus_masked-scf7180000055779-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000055779-processed-gene-0.1&CDS=1-552, augustus_masked-scf7180000060307-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000060307-processed-gene-0.0&CDS=1-357
OG0000490	YPL237W	augustus_masked-scf7180000057677-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000057677-processed-gene-0.3&CDS=1-804, augustus_masked-scf7180000061248-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scf7180000061248-processed-gene-0.5&CDS=1-804, augustus_masked-scf7180000061798-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-scf7180000061798-processed-gene-0.28&CDS=1-804
OG0000491	YPL243W	augustus_masked-scf7180000057177-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000057177-processed-gene-0.2&CDS=1-723, snap_masked-scf7180000061135-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000061135-processed-gene-0.0&CDS=1-774, snap_masked-scf7180000061798-processed-gene-0.48-mRNA-1_1&gene=snap_masked-scf7180000061798-processed-gene-0.48&CDS=1-1599
OG0000492	YPR013C, YPR015C	augustus_masked-scf7180000057908-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000057908-processed-gene-0.1&CDS=1-900, genemark-scf7180000059761-processed-gene-0.10-mRNA-1_1&gene=genemark-scf7180000059761-processed-gene-0.10&CDS=1-945
OG0000493	YPR089W	augustus_masked-scf7180000058562-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000058562-processed-gene-0.3&CDS=1-279, augustus_masked-scf7180000059893-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-scf7180000059893-processed-gene-0.32&CDS=1-2022, augustus_masked-scf7180000061066-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000061066-processed-gene-0.2&CDS=1-954
OG0000494	YPR097W	augustus_masked-scf7180000054249-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000054249-processed-gene-0.2&CDS=1-2328, augustus_masked-scf7180000059832-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-scf7180000059832-processed-gene-0.19&CDS=1-2646, augustus_masked-scf7180000059984-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000059984-processed-gene-0.3&CDS=1-270
OG0000495	YPR105C	augustus_masked-scf7180000056009-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000056009-processed-gene-0.2&CDS=1-549, augustus_masked-scf7180000060872-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-scf7180000060872-processed-gene-0.7&CDS=1-2469, snap_masked-scf7180000058568-processed-gene-0.2-mRNA-1_1&gene=snap_masked-scf7180000058568-processed-gene-0.2&CDS=1-1467
OG0000496	YPR127W	augustus_masked-scf7180000053635-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-scf7180000053635-processed-gene-0.33&CDS=1-987, augustus_masked-scf7180000059740-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scf7180000059740-processed-gene-0.5&CDS=1-987, maker-scf7180000059447-augustus-gene-0.1-mRNA-1_1&gene=maker-scf7180000059447-augustus-gene-0.1&CDS=1-804
OG0000497	YPR133C	augustus_masked-scf7180000053565-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-scf7180000053565-processed-gene-0.8&CDS=1-633, augustus_masked-scf7180000053990-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000053990-processed-gene-0.0&CDS=1-1209, augustus_masked-scf7180000061402-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000061402-processed-gene-0.1&CDS=1-924
OG0000498	YPR161C	maker-scf7180000057993-snap-gene-0.54-mRNA-1_1&gene=maker-scf7180000057993-snap-gene-0.54&CDS=1-3114, snap_masked-scf7180000054729-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000054729-processed-gene-0.0&CDS=1-1185, snap_masked-scf7180000061397-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000061397-processed-gene-0.0&CDS=1-807
OG0000499	YPR162C	augustus_masked-scf7180000053966-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000053966-processed-gene-0.0&CDS=1-357, augustus_masked-scf7180000056673-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000056673-processed-gene-0.1&CDS=1-789, augustus_masked-scf7180000059751-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000059751-processed-gene-0.1&CDS=1-1287
OG0000500	YPR180W	augustus_masked-scf7180000055386-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000055386-processed-gene-0.1&CDS=1-258, genemark-scf7180000057254-processed-gene-0.2-mRNA-1_1&gene=genemark-scf7180000057254-processed-gene-0.2&CDS=1-507, snap_masked-scf7180000061774-processed-gene-0.9-mRNA-1_1&gene=snap_masked-scf7180000061774-processed-gene-0.9&CDS=1-942
OG0000501	YPR189W	augustus_masked-scf7180000059379-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-scf7180000059379-processed-gene-0.7&CDS=1-1068, augustus_masked-scf7180000059732-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-scf7180000059732-processed-gene-0.7&CDS=1-4038, augustus_masked-scf7180000059799-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000059799-processed-gene-0.3&CDS=1-2394
