	Saccharomyces_cerevisiae	yHAB159_Kazachstania_solicola
OG0000367	YIL096C	genemark-scf7180000045171-processed-gene-0.0-mRNA-1_1&gene=genemark-scf7180000045171-processed-gene-0.0&CDS=1-858, genemark-scf7180000046261-processed-gene-0.145-mRNA-1_1&gene=genemark-scf7180000046261-processed-gene-0.145&CDS=1-987
OG0000368	YIL107C	genemark-scf7180000046218-processed-gene-0.31-mRNA-1_1&gene=genemark-scf7180000046218-processed-gene-0.31&CDS=1-2397, snap_masked-scf7180000046288-processed-gene-0.111-mRNA-1_1&gene=snap_masked-scf7180000046288-processed-gene-0.111&CDS=1-2445
OG0000369	YIL111W, YNL052W	snap_masked-scf7180000046288-processed-gene-0.155-mRNA-1_1&gene=snap_masked-scf7180000046288-processed-gene-0.155&CDS=1-4476
OG0000370	YIL119C	augustus_masked-scf7180000046288-processed-gene-0.195-mRNA-1_1&gene=augustus_masked-scf7180000046288-processed-gene-0.195&CDS=1-1791, snap_masked-scf7180000045575-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000045575-processed-gene-0.1&CDS=1-264
OG0000371	YIL120W, YIL121W	snap_masked-scf7180000046333-processed-gene-2.142-mRNA-1_1&gene=snap_masked-scf7180000046333-processed-gene-2.142&CDS=1-1845
OG0000372	YIL123W, YNL066W	genemark-scf7180000046187-processed-gene-0.15-mRNA-1_1&gene=genemark-scf7180000046187-processed-gene-0.15&CDS=1-1437
OG0000373	YIL131C, YNL068C	genemark-scf7180000046323-processed-gene-0.106-mRNA-1_1&gene=genemark-scf7180000046323-processed-gene-0.106&CDS=1-2874
OG0000374	YIL133C, YNL069C	genemark-scf7180000046323-processed-gene-0.105-mRNA-1_1&gene=genemark-scf7180000046323-processed-gene-0.105&CDS=1-600
OG0000375	YIL149C, YKR095W	augustus_masked-scf7180000046116-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-scf7180000046116-processed-gene-0.35&CDS=1-3897
OG0000376	YIR008C	augustus_masked-scf7180000045236-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000045236-processed-gene-0.2&CDS=1-582, genemark-scf7180000046170-processed-gene-0.60-mRNA-1_1&gene=genemark-scf7180000046170-processed-gene-0.60&CDS=1-1251
OG0000377	YIR013C, YLR013W	augustus_masked-scf7180000046288-processed-gene-0.184-mRNA-1_1&gene=augustus_masked-scf7180000046288-processed-gene-0.184&CDS=1-981
OG0000378	YIR031C, YNL117W	genemark-scf7180000046209-processed-gene-0.57-mRNA-1_1&gene=genemark-scf7180000046209-processed-gene-0.57&CDS=1-1689
OG0000379	YJL008C	augustus_masked-scf7180000046129-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-scf7180000046129-processed-gene-0.74&CDS=1-3705, genemark-scf7180000046129-processed-gene-0.47-mRNA-1_1&gene=genemark-scf7180000046129-processed-gene-0.47&CDS=1-1683
OG0000380	YJL047C	augustus_masked-scf7180000046288-processed-gene-0.165-mRNA-1_1&gene=augustus_masked-scf7180000046288-processed-gene-0.165&CDS=1-2517, augustus_masked-scf7180000046288-processed-gene-0.166-mRNA-1_1&gene=augustus_masked-scf7180000046288-processed-gene-0.166&CDS=1-2454
OG0000381	YJL082W, YKR018C	snap_masked-scf7180000046243-processed-gene-0.36-mRNA-1_1&gene=snap_masked-scf7180000046243-processed-gene-0.36&CDS=1-4104
OG0000382	YJL112W	snap_masked-scf7180000046285-processed-gene-0.59-mRNA-1_1&gene=snap_masked-scf7180000046285-processed-gene-0.59&CDS=1-1776, snap_masked-scf7180000046295-processed-gene-0.9-mRNA-1_1&gene=snap_masked-scf7180000046295-processed-gene-0.9&CDS=1-2118
OG0000383	YJL116C, YKR042W	snap_masked-scf7180000046285-processed-gene-0.42-mRNA-1_1&gene=snap_masked-scf7180000046285-processed-gene-0.42&CDS=1-954
OG0000384	YJL133W, YKR052C	genemark-scf7180000046306-processed-gene-0.44-mRNA-1_1&gene=genemark-scf7180000046306-processed-gene-0.44&CDS=1-918
OG0000385	YJL137C, YKR058W	snap_masked-scf7180000046285-processed-gene-0.47-mRNA-1_1&gene=snap_masked-scf7180000046285-processed-gene-0.47&CDS=1-1665
OG0000386	YJL138C, YKR059W	snap_masked-scf7180000046285-processed-gene-0.48-mRNA-1_1&gene=snap_masked-scf7180000046285-processed-gene-0.48&CDS=1-1962
OG0000387	YJL164C, YKL166C	genemark-scf7180000046243-processed-gene-0.42-mRNA-1_1&gene=genemark-scf7180000046243-processed-gene-0.42&CDS=1-1371
OG0000388	YJL165C, YKL168C	genemark-scf7180000046243-processed-gene-0.44-mRNA-1_1&gene=genemark-scf7180000046243-processed-gene-0.44&CDS=1-1443
OG0000389	YJL172W, YOL153C	maker-scf7180000046306-snap-gene-0.88-mRNA-1_1&gene=maker-scf7180000046306-snap-gene-0.88&CDS=1-2214
OG0000390	YJL190C, YLR367W	genemark-scf7180000046269-processed-gene-0.165-mRNA-1_1&gene=genemark-scf7180000046269-processed-gene-0.165&CDS=1-390
OG0000391	YJL203W	augustus_masked-scf7180000046269-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-scf7180000046269-processed-gene-0.65&CDS=1-909, snap_masked-scf7180000045626-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000045626-processed-gene-0.1&CDS=1-249
OG0000392	YJR041C	augustus_masked-scf7180000045129-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scf7180000045129-processed-gene-0.5&CDS=1-744, snap_masked-scf7180000046192-processed-gene-0.114-mRNA-1_1&gene=snap_masked-scf7180000046192-processed-gene-0.114&CDS=1-3495
OG0000393	YJR049C	genemark-scf7180000046192-processed-gene-0.21-mRNA-1_1&gene=genemark-scf7180000046192-processed-gene-0.21&CDS=1-1593, genemark-scf7180000046205-processed-gene-0.79-mRNA-1_1&gene=genemark-scf7180000046205-processed-gene-0.79&CDS=1-1338
OG0000394	YJR050W	snap_masked-scf7180000044955-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000044955-processed-gene-0.1&CDS=1-183, snap_masked-scf7180000046205-processed-gene-0.58-mRNA-1_1&gene=snap_masked-scf7180000046205-processed-gene-0.58&CDS=1-633
OG0000395	YJR075W	augustus_masked-scf7180000045894-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-scf7180000045894-processed-gene-0.10&CDS=1-816, genemark-scf7180000046180-processed-gene-0.41-mRNA-1_1&gene=genemark-scf7180000046180-processed-gene-0.41&CDS=1-1251
OG0000396	YJR088C	genemark-scf7180000046291-processed-gene-0.59-mRNA-1_1&gene=genemark-scf7180000046291-processed-gene-0.59&CDS=1-876, snap_masked-scf7180000045531-processed-gene-0.2-mRNA-1_1&gene=snap_masked-scf7180000045531-processed-gene-0.2&CDS=1-330
OG0000397	YJR092W	snap_masked-scf7180000045238-processed-gene-0.2-mRNA-1_1&gene=snap_masked-scf7180000045238-processed-gene-0.2&CDS=1-414, snap_masked-scf7180000046331-processed-gene-1.98-mRNA-1_1&gene=snap_masked-scf7180000046331-processed-gene-1.98&CDS=1-3786
OG0000398	YJR093C	snap_masked-scf7180000045678-processed-gene-0.2-mRNA-1_1&gene=snap_masked-scf7180000045678-processed-gene-0.2&CDS=1-261, snap_masked-scf7180000046331-processed-gene-1.117-mRNA-1_1&gene=snap_masked-scf7180000046331-processed-gene-1.117&CDS=1-1029
OG0000399	YJR094W-A, YPR043W	snap_masked-scf7180000045222-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000045222-processed-gene-0.0&CDS=1-273
OG0000400	YJR127C, YML081W	snap_masked-scf7180000046333-processed-gene-0.45-mRNA-1_1&gene=snap_masked-scf7180000046333-processed-gene-0.45&CDS=1-2706
OG0000401	YJR130C, YML082W	augustus_masked-scf7180000046332-processed-gene-1.243-mRNA-1_1&gene=augustus_masked-scf7180000046332-processed-gene-1.243&CDS=1-2397
OG0000402	YJR135C	augustus_masked-scf7180000045916-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000045916-processed-gene-0.0&CDS=1-387, augustus_masked-scf7180000046333-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-scf7180000046333-processed-gene-0.12&CDS=1-2886
OG0000403	YJR139C	genemark-scf7180000046332-processed-gene-1.86-mRNA-1_1&gene=genemark-scf7180000046332-processed-gene-1.86&CDS=1-1077, snap_masked-scf7180000045178-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000045178-processed-gene-0.0&CDS=1-828
OG0000404	YKL046C	genemark-scf7180000045120-processed-gene-0.3-mRNA-1_1&gene=genemark-scf7180000045120-processed-gene-0.3&CDS=1-1182, genemark-scf7180000046126-processed-gene-0.10-mRNA-1_1&gene=genemark-scf7180000046126-processed-gene-0.10&CDS=1-1359
OG0000405	YKL053C-A	maker-scf7180000045073-augustus-gene-0.4-mRNA-1_1&gene=maker-scf7180000045073-augustus-gene-0.4&CDS=1-795, maker-scf7180000046189-augustus-gene-0.139-mRNA-1_1&gene=maker-scf7180000046189-augustus-gene-0.139&CDS=1-855
OG0000406	YKL062W	augustus_masked-scf7180000045823-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000045823-processed-gene-0.2&CDS=1-702, genemark-scf7180000046207-processed-gene-0.81-mRNA-1_1&gene=genemark-scf7180000046207-processed-gene-0.81&CDS=1-2265
OG0000407	YKL065C, YMR040W	genemark-scf7180000046207-processed-gene-0.73-mRNA-1_1&gene=genemark-scf7180000046207-processed-gene-0.73&CDS=1-621
OG0000408	YKL072W, YMR053C	genemark-scf7180000046207-processed-gene-0.89-mRNA-1_1&gene=genemark-scf7180000046207-processed-gene-0.89&CDS=1-2361
OG0000409	YKL096W	augustus_masked-scf7180000044968-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000044968-processed-gene-0.2&CDS=1-627, snap_masked-scf7180000046319-processed-gene-0.109-mRNA-1_1&gene=snap_masked-scf7180000046319-processed-gene-0.109&CDS=1-681
OG0000410	YKL108W	augustus_masked-scf7180000045405-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000045405-processed-gene-0.2&CDS=1-405, snap_masked-scf7180000046309-processed-gene-1.13-mRNA-1_1&gene=snap_masked-scf7180000046309-processed-gene-1.13&CDS=1-1170
OG0000411	YKL110C	augustus_masked-scf7180000045973-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000045973-processed-gene-0.0&CDS=1-624, genemark-scf7180000046309-processed-gene-1.72-mRNA-1_1&gene=genemark-scf7180000046309-processed-gene-1.72&CDS=1-999
OG0000412	YKL119C	augustus_masked-scf7180000046124-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000046124-processed-gene-0.0&CDS=1-507, genemark-scf7180000046309-processed-gene-1.69-mRNA-1_1&gene=genemark-scf7180000046309-processed-gene-1.69&CDS=1-696
OG0000413	YKL121W, YMR102C	genemark-scf7180000046288-processed-gene-0.62-mRNA-1_1&gene=genemark-scf7180000046288-processed-gene-0.62&CDS=1-2739
OG0000414	YKL129C, YMR109W	maker-scf7180000046309-augustus-gene-1.123-mRNA-1_1&gene=maker-scf7180000046309-augustus-gene-1.123&CDS=1-4461
OG0000415	YKL197C	augustus_masked-scf7180000046235-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-scf7180000046235-processed-gene-0.19&CDS=1-1941, augustus_masked-scf7180000046301-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-scf7180000046301-processed-gene-0.46&CDS=1-1944
OG0000416	YKR011C	augustus_masked-scf7180000046096-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000046096-processed-gene-0.2&CDS=1-483, snap_masked-scf7180000046243-processed-gene-0.35-mRNA-1_1&gene=snap_masked-scf7180000046243-processed-gene-0.35&CDS=1-1080
OG0000417	YKR028W	genemark-scf7180000046243-processed-gene-0.78-mRNA-1_1&gene=genemark-scf7180000046243-processed-gene-0.78&CDS=1-3012, genemark-scf7180000046265-processed-gene-0.187-mRNA-1_1&gene=genemark-scf7180000046265-processed-gene-0.187&CDS=1-3399
OG0000418	YKR086W	augustus_masked-scf7180000045197-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000045197-processed-gene-0.2&CDS=1-1005, genemark-scf7180000046116-processed-gene-0.11-mRNA-1_1&gene=genemark-scf7180000046116-processed-gene-0.11&CDS=1-3285
OG0000419	YKR095W-A	snap_masked-scf7180000045068-processed-gene-0.2-mRNA-1_1&gene=snap_masked-scf7180000045068-processed-gene-0.2&CDS=1-264, snap_masked-scf7180000046116-processed-gene-0.19-mRNA-1_1&gene=snap_masked-scf7180000046116-processed-gene-0.19&CDS=1-264
OG0000420	YKR100C	augustus_masked-scf7180000045132-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000045132-processed-gene-0.3&CDS=1-123, augustus_masked-scf7180000045808-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-scf7180000045808-processed-gene-0.12&CDS=1-1038
OG0000421	YLL010C, YLR019W	genemark-scf7180000046323-processed-gene-0.112-mRNA-1_1&gene=genemark-scf7180000046323-processed-gene-0.112&CDS=1-1551
OG0000422	YLR006C	augustus_masked-scf7180000045045-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000045045-processed-gene-0.2&CDS=1-393, genemark-scf7180000046323-processed-gene-0.70-mRNA-1_1&gene=genemark-scf7180000046323-processed-gene-0.70&CDS=1-2388
OG0000423	YLR029C, YMR121C	genemark-scf7180000046309-processed-gene-0.15-mRNA-1_1&gene=genemark-scf7180000046309-processed-gene-0.15&CDS=1-612
OG0000424	YLR089C	genemark-scf7180000046273-processed-gene-0.179-mRNA-1_1&gene=genemark-scf7180000046273-processed-gene-0.179&CDS=1-1632, genemark-scf7180000046318-processed-gene-0.135-mRNA-1_1&gene=genemark-scf7180000046318-processed-gene-0.135&CDS=1-1623
OG0000425	YLR104W	genemark-scf7180000045377-processed-gene-0.0-mRNA-1_1&gene=genemark-scf7180000045377-processed-gene-0.0&CDS=1-315, genemark-scf7180000046273-processed-gene-0.161-mRNA-1_1&gene=genemark-scf7180000046273-processed-gene-0.161&CDS=1-315
OG0000426	YLR116W	augustus_masked-scf7180000045160-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000045160-processed-gene-0.3&CDS=1-909, genemark-scf7180000046273-processed-gene-0.166-mRNA-1_1&gene=genemark-scf7180000046273-processed-gene-0.166&CDS=1-1620
OG0000427	YLR130C	genemark-scf7180000046261-processed-gene-0.118-mRNA-1_1&gene=genemark-scf7180000046261-processed-gene-0.118&CDS=1-1149, genemark-scf7180000046273-processed-gene-0.207-mRNA-1_1&gene=genemark-scf7180000046273-processed-gene-0.207&CDS=1-1263
OG0000428	YLR177W	genemark-scf7180000046087-processed-gene-0.92-mRNA-1_1&gene=genemark-scf7180000046087-processed-gene-0.92&CDS=1-2097, genemark-scf7180000046175-processed-gene-0.18-mRNA-1_1&gene=genemark-scf7180000046175-processed-gene-0.18&CDS=1-2562
OG0000429	YLR192C	augustus_masked-scf7180000044922-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000044922-processed-gene-0.0&CDS=1-621, genemark-scf7180000046280-processed-gene-0.37-mRNA-1_1&gene=genemark-scf7180000046280-processed-gene-0.37&CDS=1-810
OG0000430	YLR203C	genemark-scf7180000046220-processed-gene-1.26-mRNA-1_1&gene=genemark-scf7180000046220-processed-gene-1.26&CDS=1-1269, genemark-scf7180000046280-processed-gene-0.44-mRNA-1_1&gene=genemark-scf7180000046280-processed-gene-0.44&CDS=1-1293
OG0000431	YLR214W	genemark-scf7180000046280-processed-gene-0.19-mRNA-1_1&gene=genemark-scf7180000046280-processed-gene-0.19&CDS=1-2160, maker-scf7180000046280-snap-gene-0.118-mRNA-1_1&gene=maker-scf7180000046280-snap-gene-0.118&CDS=1-2103
OG0000432	YLR223C	augustus_masked-scf7180000045609-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000045609-processed-gene-0.2&CDS=1-276, genemark-scf7180000046128-processed-gene-0.38-mRNA-1_1&gene=genemark-scf7180000046128-processed-gene-0.38&CDS=1-3198
OG0000433	YLR244C	genemark-scf7180000046059-processed-gene-0.29-mRNA-1_1&gene=genemark-scf7180000046059-processed-gene-0.29&CDS=1-1116, maker-scf7180000046059-augustus-gene-0.14-mRNA-1_1&gene=maker-scf7180000046059-augustus-gene-0.14&CDS=1-1350
OG0000434	YLR254C	augustus_masked-scf7180000046324-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-scf7180000046324-processed-gene-0.7&CDS=1-546, snap_masked-scf7180000045426-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000045426-processed-gene-0.1&CDS=1-288
OG0000435	YLR270W, YOR173W	snap_masked-scf7180000046182-processed-gene-0.16-mRNA-1_1&gene=snap_masked-scf7180000046182-processed-gene-0.16&CDS=1-1665
OG0000436	YLR273C, YOR178C	snap_masked-scf7180000046332-processed-gene-0.64-mRNA-1_1&gene=snap_masked-scf7180000046332-processed-gene-0.64&CDS=1-2703
OG0000437	YLR287C-A, YOR182C	snap_masked-scf7180000046330-processed-gene-0.119-mRNA-1_1&gene=snap_masked-scf7180000046330-processed-gene-0.119&CDS=1-207
OG0000438	YLR300W, YOR190W	snap_masked-scf7180000046332-processed-gene-0.49-mRNA-1_1&gene=snap_masked-scf7180000046332-processed-gene-0.49&CDS=1-1428
OG0000439	YLR419W	augustus_masked-scf7180000045214-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000045214-processed-gene-0.0&CDS=1-903, genemark-scf7180000046333-processed-gene-1.121-mRNA-1_1&gene=genemark-scf7180000046333-processed-gene-1.121&CDS=1-2385
OG0000440	YLR436C	augustus_masked-scf7180000045560-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000045560-processed-gene-0.1&CDS=1-348, augustus_masked-scf7180000046333-processed-gene-1.24-mRNA-1_1&gene=augustus_masked-scf7180000046333-processed-gene-1.24&CDS=1-3696
OG0000441	YLR450W, YML075C	genemark-scf7180000046191-processed-gene-0.8-mRNA-1_1&gene=genemark-scf7180000046191-processed-gene-0.8&CDS=1-3387
OG0000442	YLR451W	genemark-scf7180000046146-processed-gene-0.54-mRNA-1_1&gene=genemark-scf7180000046146-processed-gene-0.54&CDS=1-2238, maker-scf7180000046168-augustus-gene-0.0-mRNA-1_1&gene=maker-scf7180000046168-augustus-gene-0.0&CDS=1-2655
OG0000443	YML029W	augustus_masked-scf7180000046320-processed-gene-0.147-mRNA-1_1&gene=augustus_masked-scf7180000046320-processed-gene-0.147&CDS=1-3024, snap_masked-scf7180000045809-processed-gene-0.2-mRNA-1_1&gene=snap_masked-scf7180000045809-processed-gene-0.2&CDS=1-765
OG0000444	YML041C	genemark-scf7180000044906-processed-gene-0.3-mRNA-1_1&gene=genemark-scf7180000044906-processed-gene-0.3&CDS=1-789, genemark-scf7180000046300-processed-gene-0.78-mRNA-1_1&gene=genemark-scf7180000046300-processed-gene-0.78&CDS=1-789
OG0000445	YML085C, YML124C	genemark-scf7180000046025-processed-gene-0.9-mRNA-1_1&gene=genemark-scf7180000046025-processed-gene-0.9&CDS=1-1341
OG0000446	YML101C	snap_masked-scf7180000045110-processed-gene-0.3-mRNA-1_1&gene=snap_masked-scf7180000045110-processed-gene-0.3&CDS=1-387, snap_masked-scf7180000046057-processed-gene-0.39-mRNA-1_1&gene=snap_masked-scf7180000046057-processed-gene-0.39&CDS=1-573
OG0000447	YML103C	augustus_masked-scf7180000045264-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000045264-processed-gene-0.0&CDS=1-495, augustus_masked-scf7180000046057-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-scf7180000046057-processed-gene-0.17&CDS=1-8376
OG0000448	YML111W, YMR275C	maker-scf7180000046057-snap-gene-0.19-mRNA-1_1&gene=maker-scf7180000046057-snap-gene-0.19&CDS=1-2751
OG0000449	YML116W	genemark-scf7180000046266-processed-gene-0.193-mRNA-1_1&gene=genemark-scf7180000046266-processed-gene-0.193&CDS=1-1713, snap_masked-scf7180000046057-processed-gene-0.23-mRNA-1_1&gene=snap_masked-scf7180000046057-processed-gene-0.23&CDS=1-1350
OG0000450	YML128C	augustus_masked-scf7180000045385-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000045385-processed-gene-0.2&CDS=1-366, genemark-scf7180000046277-processed-gene-0.13-mRNA-1_1&gene=genemark-scf7180000046277-processed-gene-0.13&CDS=1-1770
OG0000451	YMR012W	augustus_masked-scf7180000045150-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000045150-processed-gene-0.0&CDS=1-1116, genemark-scf7180000046208-processed-gene-0.93-mRNA-1_1&gene=genemark-scf7180000046208-processed-gene-0.93&CDS=1-3822
OG0000452	YMR023C	genemark-scf7180000046208-processed-gene-0.135-mRNA-1_1&gene=genemark-scf7180000046208-processed-gene-0.135&CDS=1-1515, snap_masked-scf7180000045241-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000045241-processed-gene-0.1&CDS=1-459
OG0000453	YMR031C	augustus_masked-scf7180000045199-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000045199-processed-gene-0.0&CDS=1-1023, augustus_masked-scf7180000046208-processed-gene-0.219-mRNA-1_1&gene=augustus_masked-scf7180000046208-processed-gene-0.219&CDS=1-2400
OG0000454	YMR055C	augustus_masked-scf7180000046171-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-scf7180000046171-processed-gene-0.12&CDS=1-888, genemark-scf7180000046189-processed-gene-0.89-mRNA-1_1&gene=genemark-scf7180000046189-processed-gene-0.89&CDS=1-708
OG0000455	YMR066W	augustus_masked-scf7180000046208-processed-gene-0.229-mRNA-1_1&gene=augustus_masked-scf7180000046208-processed-gene-0.229&CDS=1-2694, snap_masked-scf7180000045422-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000045422-processed-gene-0.0&CDS=1-321
OG0000456	YMR069W	snap_masked-scf7180000044934-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000044934-processed-gene-0.1&CDS=1-426, snap_masked-scf7180000046256-processed-gene-0.10-mRNA-1_1&gene=snap_masked-scf7180000046256-processed-gene-0.10&CDS=1-837
OG0000457	YMR072W	augustus_masked-scf7180000044944-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000044944-processed-gene-0.0&CDS=1-396, genemark-scf7180000046319-processed-gene-0.134-mRNA-1_1&gene=genemark-scf7180000046319-processed-gene-0.134&CDS=1-558
OG0000458	YMR105C	augustus_masked-scf7180000046309-processed-gene-1.83-mRNA-1_1&gene=augustus_masked-scf7180000046309-processed-gene-1.83&CDS=1-1719, genemark-scf7180000046288-processed-gene-0.63-mRNA-1_1&gene=genemark-scf7180000046288-processed-gene-0.63&CDS=1-1707
