	Candida_glabrata	Saccharomyces_cerevisiae
OG0000776	snap_masked-CR380949-processed-gene-3.18-mRNA-1_1&gene=snap_masked-CR380949-processed-gene-3.18&CDS=1-621	YNR049C
OG0000777	snap_masked-CR380949-processed-gene-3.31-mRNA-1_1&gene=snap_masked-CR380949-processed-gene-3.31&CDS=1-2685	YNR047W
OG0000778	snap_masked-CR380949-processed-gene-3.32-mRNA-1_1&gene=snap_masked-CR380949-processed-gene-3.32&CDS=1-402	YNR046W
OG0000779	augustus_masked-CR380949-processed-gene-3.66-mRNA-1_1&gene=augustus_masked-CR380949-processed-gene-3.66&CDS=1-3003	YNR045W
OG0000780	snap_masked-CR380949-processed-gene-3.33-mRNA-1_1&gene=snap_masked-CR380949-processed-gene-3.33&CDS=1-1740	YCR088W
OG0000781	snap_masked-CR380949-processed-gene-3.34-mRNA-1_1&gene=snap_masked-CR380949-processed-gene-3.34&CDS=1-1188	YNR043W
OG0000782	snap_masked-CR380949-processed-gene-3.23-mRNA-1_1&gene=snap_masked-CR380949-processed-gene-3.23&CDS=1-1089	YNR041C
OG0000783	snap_masked-CR380949-processed-gene-3.35-mRNA-1_1&gene=snap_masked-CR380949-processed-gene-3.35&CDS=1-3009	YDR089W
OG0000784	snap_masked-CR380949-processed-gene-3.24-mRNA-1_1&gene=snap_masked-CR380949-processed-gene-3.24&CDS=1-696	YIL007C
OG0000785	snap_masked-CR380949-processed-gene-3.37-mRNA-1_1&gene=snap_masked-CR380949-processed-gene-3.37&CDS=1-294	YIL008W
OG0000786	snap_masked-CR380949-processed-gene-3.25-mRNA-1_1&gene=snap_masked-CR380949-processed-gene-3.25&CDS=1-363	YIL009C-A
OG0000787	snap_masked-CR380949-processed-gene-3.38-mRNA-1_1&gene=snap_masked-CR380949-processed-gene-3.38&CDS=1-627	YIL010W
OG0000788	snap_masked-CR380949-processed-gene-3.39-mRNA-1_1&gene=snap_masked-CR380949-processed-gene-3.39&CDS=1-765	YIL011W
OG0000789	snap_masked-CR380949-processed-gene-4.172-mRNA-1_1&gene=snap_masked-CR380949-processed-gene-4.172&CDS=1-651	YDR007W
OG0000790	snap_masked-CR380949-processed-gene-4.141-mRNA-1_1&gene=snap_masked-CR380949-processed-gene-4.141&CDS=1-2076	YBR007C
OG0000791	snap_masked-CR380949-processed-gene-4.174-mRNA-1_1&gene=snap_masked-CR380949-processed-gene-4.174&CDS=1-1473	YBR006W
OG0000792	snap_masked-CR380949-processed-gene-4.176-mRNA-1_1&gene=snap_masked-CR380949-processed-gene-4.176&CDS=1-1413	YBR003W
OG0000793	snap_masked-CR380949-processed-gene-4.142-mRNA-1_1&gene=snap_masked-CR380949-processed-gene-4.142&CDS=1-822	YBR002C
OG0000794	snap_masked-CR380949-processed-gene-4.177-mRNA-1_1&gene=snap_masked-CR380949-processed-gene-4.177&CDS=1-585	YDR002W
OG0000795	snap_masked-CR380949-processed-gene-4.144-mRNA-1_1&gene=snap_masked-CR380949-processed-gene-4.144&CDS=1-318	YBL001C
OG0000796	snap_masked-CR380949-processed-gene-4.179-mRNA-1_1&gene=snap_masked-CR380949-processed-gene-4.179&CDS=1-1749	YDL003W
OG0000797	snap_masked-CR380949-processed-gene-4.180-mRNA-1_1&gene=snap_masked-CR380949-processed-gene-4.180&CDS=1-462	YDL004W
OG0000798	snap_masked-CR380949-processed-gene-4.146-mRNA-1_1&gene=snap_masked-CR380949-processed-gene-4.146&CDS=1-1104	YDL005C
OG0000799	snap_masked-CR380949-processed-gene-4.181-mRNA-1_1&gene=snap_masked-CR380949-processed-gene-4.181&CDS=1-828	YDL006W
OG0000800	snap_masked-CR380949-processed-gene-4.147-mRNA-1_1&gene=snap_masked-CR380949-processed-gene-4.147&CDS=1-861	YJR096W
OG0000801	snap_masked-CR380949-processed-gene-4.182-mRNA-1_1&gene=snap_masked-CR380949-processed-gene-4.182&CDS=1-2124	YJR098C
OG0000802	snap_masked-CR380949-processed-gene-4.149-mRNA-1_1&gene=snap_masked-CR380949-processed-gene-4.149&CDS=1-738	YJR099W
OG0000803	snap_masked-CR380949-processed-gene-4.183-mRNA-1_1&gene=snap_masked-CR380949-processed-gene-4.183&CDS=1-996	YJR100C
OG0000804	augustus_masked-CR380949-processed-gene-4.84-mRNA-1_1&gene=augustus_masked-CR380949-processed-gene-4.84&CDS=1-810	YJR101W
OG0000805	snap_masked-CR380949-processed-gene-4.184-mRNA-1_1&gene=snap_masked-CR380949-processed-gene-4.184&CDS=1-582	YJR102C
OG0000806	snap_masked-CR380949-processed-gene-4.185-mRNA-1_1&gene=snap_masked-CR380949-processed-gene-4.185&CDS=1-462	YJR104C
OG0000807	augustus_masked-CR380949-processed-gene-4.116-mRNA-1_1&gene=augustus_masked-CR380949-processed-gene-4.116&CDS=1-843	YJR115W
OG0000808	snap_masked-CR380949-processed-gene-4.150-mRNA-1_1&gene=snap_masked-CR380949-processed-gene-4.150&CDS=1-822	YJR113C
OG0000809	snap_masked-CR380949-processed-gene-4.188-mRNA-1_1&gene=snap_masked-CR380949-processed-gene-4.188&CDS=1-660	YJR112W
OG0000810	snap_masked-CR380949-processed-gene-4.151-mRNA-1_1&gene=snap_masked-CR380949-processed-gene-4.151&CDS=1-879	YJR111C
OG0000811	snap_masked-CR380949-processed-gene-4.189-mRNA-1_1&gene=snap_masked-CR380949-processed-gene-4.189&CDS=1-2067	YJR110W
OG0000812	snap_masked-CR380949-processed-gene-4.190-mRNA-1_1&gene=snap_masked-CR380949-processed-gene-4.190&CDS=1-1110	YJR107W
OG0000813	snap_masked-CR380949-processed-gene-4.191-mRNA-1_1&gene=snap_masked-CR380949-processed-gene-4.191&CDS=1-2046	YJR106W
OG0000814	snap_masked-CR380949-processed-gene-4.192-mRNA-1_1&gene=snap_masked-CR380949-processed-gene-4.192&CDS=1-1014	YJR105W
OG0000815	snap_masked-CR380949-processed-gene-4.193-mRNA-1_1&gene=snap_masked-CR380949-processed-gene-4.193&CDS=1-3228	YAR019C
OG0000816	snap_masked-CR380949-processed-gene-4.194-mRNA-1_1&gene=snap_masked-CR380949-processed-gene-4.194&CDS=1-2112	YOL057W
OG0000817	snap_masked-CR380949-processed-gene-4.195-mRNA-1_1&gene=snap_masked-CR380949-processed-gene-4.195&CDS=1-1260	YOL058W
OG0000818	snap_masked-CR380949-processed-gene-4.157-mRNA-1_1&gene=snap_masked-CR380949-processed-gene-4.157&CDS=1-1905	YOL060C
OG0000819	snap_masked-CR380949-processed-gene-4.197-mRNA-1_1&gene=snap_masked-CR380949-processed-gene-4.197&CDS=1-1443	YOL061W
OG0000820	snap_masked-CR380949-processed-gene-4.158-mRNA-1_1&gene=snap_masked-CR380949-processed-gene-4.158&CDS=1-1425	YOL062C
OG0000821	snap_masked-CR380949-processed-gene-4.159-mRNA-1_1&gene=snap_masked-CR380949-processed-gene-4.159&CDS=1-2631	YOL063C
OG0000822	snap_masked-CR380949-processed-gene-4.160-mRNA-1_1&gene=snap_masked-CR380949-processed-gene-4.160&CDS=1-1071	YOL064C
OG0000823	snap_masked-CR380949-processed-gene-4.162-mRNA-1_1&gene=snap_masked-CR380949-processed-gene-4.162&CDS=1-2517	YDL040C
OG0000824	snap_masked-CR380949-processed-gene-4.163-mRNA-1_1&gene=snap_masked-CR380949-processed-gene-4.163&CDS=1-597	YOL067C
OG0000825	snap_masked-CR380949-processed-gene-4.199-mRNA-1_1&gene=snap_masked-CR380949-processed-gene-4.199&CDS=1-1011	YDL230W
OG0000826	snap_masked-CR380949-processed-gene-4.166-mRNA-1_1&gene=snap_masked-CR380949-processed-gene-4.166&CDS=1-3336	YDL231C
OG0000827	augustus_masked-CR380949-processed-gene-4.99-mRNA-1_1&gene=augustus_masked-CR380949-processed-gene-4.99&CDS=1-2235	YDL234C
OG0000828	augustus_masked-CR380949-processed-gene-4.130-mRNA-1_1&gene=augustus_masked-CR380949-processed-gene-4.130&CDS=1-927	YDL236W
OG0000829	snap_masked-CR380949-processed-gene-4.201-mRNA-1_1&gene=snap_masked-CR380949-processed-gene-4.201&CDS=1-1311	YDL237W
OG0000830	snap_masked-CR380949-processed-gene-4.168-mRNA-1_1&gene=snap_masked-CR380949-processed-gene-4.168&CDS=1-1449	YDL238C
OG0000831	augustus_masked-CR380949-processed-gene-4.101-mRNA-1_1&gene=augustus_masked-CR380949-processed-gene-4.101&CDS=1-1857	YNL225C
OG0000832	snap_masked-CR380949-processed-gene-4.202-mRNA-1_1&gene=snap_masked-CR380949-processed-gene-4.202&CDS=1-3087	YDL240W
OG0000833	snap_masked-CR380950-processed-gene-0.2-mRNA-1_1&gene=snap_masked-CR380950-processed-gene-0.2&CDS=1-1149	YAL060W
OG0000834	snap_masked-CR380950-processed-gene-0.3-mRNA-1_1&gene=snap_masked-CR380950-processed-gene-0.3&CDS=1-567	YAL059W
OG0000835	snap_masked-CR380950-processed-gene-0.4-mRNA-1_1&gene=snap_masked-CR380950-processed-gene-0.4&CDS=1-1146	YAL058W
OG0000836	snap_masked-CR380950-processed-gene-0.6-mRNA-1_1&gene=snap_masked-CR380950-processed-gene-0.6&CDS=1-1266	YKL189W
OG0000837	snap_masked-CR380950-processed-gene-0.18-mRNA-1_1&gene=snap_masked-CR380950-processed-gene-0.18&CDS=1-2583	YKL188C
OG0000838	snap_masked-CR380950-processed-gene-0.21-mRNA-1_1&gene=snap_masked-CR380950-processed-gene-0.21&CDS=1-552	YKL186C
OG0000839	snap_masked-CR380950-processed-gene-0.9-mRNA-1_1&gene=snap_masked-CR380950-processed-gene-0.9&CDS=1-2136	YKL185W
OG0000840	snap_masked-CR380950-processed-gene-0.10-mRNA-1_1&gene=snap_masked-CR380950-processed-gene-0.10&CDS=1-1389	YKL184W
OG0000841	snap_masked-CR380950-processed-gene-0.11-mRNA-1_1&gene=snap_masked-CR380950-processed-gene-0.11&CDS=1-981	YKL183W
OG0000842	snap_masked-CR380950-processed-gene-0.12-mRNA-1_1&gene=snap_masked-CR380950-processed-gene-0.12&CDS=1-6243	YKL182W
OG0000843	snap_masked-CR380950-processed-gene-0.13-mRNA-1_1&gene=snap_masked-CR380950-processed-gene-0.13&CDS=1-1287	YKL181W
OG0000844	snap_masked-CR380950-processed-gene-0.22-mRNA-1_1&gene=snap_masked-CR380950-processed-gene-0.22&CDS=1-3111	YDL077C
OG0000845	snap_masked-CR380950-processed-gene-0.23-mRNA-1_1&gene=snap_masked-CR380950-processed-gene-0.23&CDS=1-1014	YDL076C
OG0000846	augustus_masked-CR380950-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-CR380950-processed-gene-0.67&CDS=1-2079	YDL074C
OG0000847	snap_masked-CR380950-processed-gene-0.14-mRNA-1_1&gene=snap_masked-CR380950-processed-gene-0.14&CDS=1-3333	YDL073W
OG0000848	snap_masked-CR380950-processed-gene-1.96-mRNA-1_1&gene=snap_masked-CR380950-processed-gene-1.96&CDS=1-573	YDL072C
OG0000849	snap_masked-CR380950-processed-gene-1.97-mRNA-1_1&gene=snap_masked-CR380950-processed-gene-1.97&CDS=1-180	YDL067C
OG0000850	snap_masked-CR380950-processed-gene-1.98-mRNA-1_1&gene=snap_masked-CR380950-processed-gene-1.98&CDS=1-975	YDL065C
OG0000851	snap_masked-CR380950-processed-gene-1.94-mRNA-1_1&gene=snap_masked-CR380950-processed-gene-1.94&CDS=1-471	YDL064W
OG0000852	snap_masked-CR380950-processed-gene-1.99-mRNA-1_1&gene=snap_masked-CR380950-processed-gene-1.99&CDS=1-1857	YDL063C
OG0000853	snap_masked-CR380950-processed-gene-1.100-mRNA-1_1&gene=snap_masked-CR380950-processed-gene-1.100&CDS=1-2418	YDL060W
OG0000854	snap_masked-CR380950-processed-gene-1.121-mRNA-1_1&gene=snap_masked-CR380950-processed-gene-1.121&CDS=1-636	YDL059C
OG0000855	snap_masked-CR380950-processed-gene-1.101-mRNA-1_1&gene=snap_masked-CR380950-processed-gene-1.101&CDS=1-5940	YDL058W
OG0000856	augustus_masked-CR380950-processed-gene-1.9-mRNA-1_1&gene=augustus_masked-CR380950-processed-gene-1.9&CDS=1-924	YDL057W
OG0000857	snap_masked-CR380950-processed-gene-1.103-mRNA-1_1&gene=snap_masked-CR380950-processed-gene-1.103&CDS=1-2406	YDL056W
OG0000858	snap_masked-CR380950-processed-gene-1.124-mRNA-1_1&gene=snap_masked-CR380950-processed-gene-1.124&CDS=1-1467	YDL054C
OG0000859	snap_masked-CR380950-processed-gene-1.104-mRNA-1_1&gene=snap_masked-CR380950-processed-gene-1.104&CDS=1-1515	YNL048W
OG0000860	snap_masked-CR380950-processed-gene-1.105-mRNA-1_1&gene=snap_masked-CR380950-processed-gene-1.105&CDS=1-480	YBR120C
OG0000861	augustus_masked-CR380950-processed-gene-1.31-mRNA-1_1&gene=augustus_masked-CR380950-processed-gene-1.31&CDS=1-903	YBR119W
OG0000862	augustus_masked-CR380950-processed-gene-1.33-mRNA-1_1&gene=augustus_masked-CR380950-processed-gene-1.33&CDS=1-897	YPR079W
OG0000863	augustus_masked-CR380950-processed-gene-1.15-mRNA-1_1&gene=augustus_masked-CR380950-processed-gene-1.15&CDS=1-1329	YPR075C
OG0000864	snap_masked-CR380950-processed-gene-1.109-mRNA-1_1&gene=snap_masked-CR380950-processed-gene-1.109&CDS=1-2037	YPR074C
OG0000865	snap_masked-CR380950-processed-gene-1.110-mRNA-1_1&gene=snap_masked-CR380950-processed-gene-1.110&CDS=1-480	YPR073C
OG0000866	snap_masked-CR380950-processed-gene-1.130-mRNA-1_1&gene=snap_masked-CR380950-processed-gene-1.130&CDS=1-1644	YPR072W
OG0000867	snap_masked-CR380950-processed-gene-1.111-mRNA-1_1&gene=snap_masked-CR380950-processed-gene-1.111&CDS=1-3480	YBR112C
OG0000868	snap_masked-CR380950-processed-gene-1.131-mRNA-1_1&gene=snap_masked-CR380950-processed-gene-1.131&CDS=1-1695	YPR070W
OG0000869	snap_masked-CR380950-processed-gene-1.112-mRNA-1_1&gene=snap_masked-CR380950-processed-gene-1.112&CDS=1-879	YPR069C
OG0000870	snap_masked-CR380950-processed-gene-1.113-mRNA-1_1&gene=snap_masked-CR380950-processed-gene-1.113&CDS=1-1335	YPR068C
OG0000871	snap_masked-CR380950-processed-gene-1.114-mRNA-1_1&gene=snap_masked-CR380950-processed-gene-1.114&CDS=1-441	YBR109C
OG0000872	snap_masked-CR380950-processed-gene-1.133-mRNA-1_1&gene=snap_masked-CR380950-processed-gene-1.133&CDS=1-555	YPR067W
OG0000873	augustus_masked-CR380950-processed-gene-1.38-mRNA-1_1&gene=augustus_masked-CR380950-processed-gene-1.38&CDS=1-891	YPR066W
OG0000874	snap_masked-CR380950-processed-gene-1.116-mRNA-1_1&gene=snap_masked-CR380950-processed-gene-1.116&CDS=1-381	YPR063C
OG0000875	snap_masked-CR380950-processed-gene-1.134-mRNA-1_1&gene=snap_masked-CR380950-processed-gene-1.134&CDS=1-465	YPR062W
OG0000876	snap_masked-CR380950-processed-gene-1.117-mRNA-1_1&gene=snap_masked-CR380950-processed-gene-1.117&CDS=1-870	YPR061C
OG0000877	augustus_masked-CR380950-processed-gene-1.41-mRNA-1_1&gene=augustus_masked-CR380950-processed-gene-1.41&CDS=1-1080	YPR057W
OG0000878	maker-CR380950-augustus-gene-1.92-mRNA-1_1&gene=maker-CR380950-augustus-gene-1.92&CDS=1-3975	YPR055W
OG0000879	snap_masked-CR380950-processed-gene-1.139-mRNA-1_1&gene=snap_masked-CR380950-processed-gene-1.139&CDS=1-1296	YPR054W
OG0000880	snap_masked-CR380950-processed-gene-1.118-mRNA-1_1&gene=snap_masked-CR380950-processed-gene-1.118&CDS=1-774	YBR088C
OG0000881	augustus_masked-CR380950-processed-gene-1.43-mRNA-1_1&gene=augustus_masked-CR380950-processed-gene-1.43&CDS=1-1065	YBR087W
OG0000882	snap_masked-CR380950-processed-gene-2.85-mRNA-1_1&gene=snap_masked-CR380950-processed-gene-2.85&CDS=1-1281	YGL196W
OG0000883	snap_masked-CR380950-processed-gene-2.86-mRNA-1_1&gene=snap_masked-CR380950-processed-gene-2.86&CDS=1-7998	YGL195W
OG0000884	snap_masked-CR380950-processed-gene-2.88-mRNA-1_1&gene=snap_masked-CR380950-processed-gene-2.88&CDS=1-231	YGL194C-A
OG0000885	snap_masked-CR380950-processed-gene-2.89-mRNA-1_1&gene=snap_masked-CR380950-processed-gene-2.89&CDS=1-1005	YLR026C
OG0000886	snap_masked-CR380950-processed-gene-2.110-mRNA-1_1&gene=snap_masked-CR380950-processed-gene-2.110&CDS=1-684	YLR025W
OG0000887	snap_masked-CR380950-processed-gene-2.90-mRNA-1_1&gene=snap_masked-CR380950-processed-gene-2.90&CDS=1-543	YKL141W
OG0000888	snap_masked-CR380950-processed-gene-2.91-mRNA-1_1&gene=snap_masked-CR380950-processed-gene-2.91&CDS=1-1683	YKL140W
OG0000889	snap_masked-CR380950-processed-gene-2.92-mRNA-1_1&gene=snap_masked-CR380950-processed-gene-2.92&CDS=1-1659	YKL139W
OG0000890	augustus_masked-CR380950-processed-gene-2.68-mRNA-1_1&gene=augustus_masked-CR380950-processed-gene-2.68&CDS=1-549	YKL138C
OG0000891	snap_masked-CR380950-processed-gene-2.93-mRNA-1_1&gene=snap_masked-CR380950-processed-gene-2.93&CDS=1-312	YKL137W
OG0000892	snap_masked-CR380950-processed-gene-2.113-mRNA-1_1&gene=snap_masked-CR380950-processed-gene-2.113&CDS=1-2127	YKL135C
OG0000893	maker-CR380950-snap-gene-2.0-mRNA-1_1&gene=maker-CR380950-snap-gene-2.0&CDS=1-954	YMR116C
OG0000894	snap_masked-CR380950-processed-gene-2.114-mRNA-1_1&gene=snap_masked-CR380950-processed-gene-2.114&CDS=1-2283	YKL134C
OG0000895	snap_masked-CR380950-processed-gene-2.95-mRNA-1_1&gene=snap_masked-CR380950-processed-gene-2.95&CDS=1-228	YFL017W-A
OG0000896	snap_masked-CR380950-processed-gene-2.116-mRNA-1_1&gene=snap_masked-CR380950-processed-gene-2.116&CDS=1-480	YFL017C
OG0000897	snap_masked-CR380950-processed-gene-2.96-mRNA-1_1&gene=snap_masked-CR380950-processed-gene-2.96&CDS=1-1731	YOL020W
OG0000898	snap_masked-CR380950-processed-gene-2.97-mRNA-1_1&gene=snap_masked-CR380950-processed-gene-2.97&CDS=1-3216	YOR349W
OG0000899	snap_masked-CR380950-processed-gene-2.118-mRNA-1_1&gene=snap_masked-CR380950-processed-gene-2.118&CDS=1-1461	YOR351C
OG0000900	snap_masked-CR380950-processed-gene-2.98-mRNA-1_1&gene=snap_masked-CR380950-processed-gene-2.98&CDS=1-933	YOR352W
OG0000901	snap_masked-CR380950-processed-gene-2.119-mRNA-1_1&gene=snap_masked-CR380950-processed-gene-2.119&CDS=1-2604	YOR353C
OG0000902	snap_masked-CR380950-processed-gene-2.120-mRNA-1_1&gene=snap_masked-CR380950-processed-gene-2.120&CDS=1-2127	YOR354C
OG0000903	snap_masked-CR380950-processed-gene-2.99-mRNA-1_1&gene=snap_masked-CR380950-processed-gene-2.99&CDS=1-2529	YLR115W
OG0000904	snap_masked-CR380950-processed-gene-2.100-mRNA-1_1&gene=snap_masked-CR380950-processed-gene-2.100&CDS=1-1395	YLR116W
OG0000905	snap_masked-CR380950-processed-gene-2.121-mRNA-1_1&gene=snap_masked-CR380950-processed-gene-2.121&CDS=1-2085	YLR117C
OG0000906	snap_masked-CR380950-processed-gene-2.122-mRNA-1_1&gene=snap_masked-CR380950-processed-gene-2.122&CDS=1-690	YLR118C
OG0000907	snap_masked-CR380950-processed-gene-2.101-mRNA-1_1&gene=snap_masked-CR380950-processed-gene-2.101&CDS=1-555	YLR119W
OG0000908	snap_masked-CR380950-processed-gene-2.123-mRNA-1_1&gene=snap_masked-CR380950-processed-gene-2.123&CDS=1-1251	YNL323W
OG0000909	snap_masked-CR380950-processed-gene-2.102-mRNA-1_1&gene=snap_masked-CR380950-processed-gene-2.102&CDS=1-2613	YNL325C
OG0000910	snap_masked-CR380950-processed-gene-2.104-mRNA-1_1&gene=snap_masked-CR380950-processed-gene-2.104&CDS=1-513	YNL326C
OG0000911	snap_masked-CR380950-processed-gene-2.124-mRNA-1_1&gene=snap_masked-CR380950-processed-gene-2.124&CDS=1-2028	YNL327W
OG0000912	snap_masked-CR380950-processed-gene-2.105-mRNA-1_1&gene=snap_masked-CR380950-processed-gene-2.105&CDS=1-195	YNL328C
OG0000913	augustus_masked-CR380950-processed-gene-2.63-mRNA-1_1&gene=augustus_masked-CR380950-processed-gene-2.63&CDS=1-3051	YNL329C
OG0000914	snap_masked-CR380950-processed-gene-2.125-mRNA-1_1&gene=snap_masked-CR380950-processed-gene-2.125&CDS=1-747	YOL146W
OG0000915	snap_masked-CR380950-processed-gene-2.107-mRNA-1_1&gene=snap_masked-CR380950-processed-gene-2.107&CDS=1-744	YOL147C
OG0000916	snap_masked-CR380950-processed-gene-2.127-mRNA-1_1&gene=snap_masked-CR380950-processed-gene-2.127&CDS=1-2118	YIL144W
OG0000917	snap_masked-CR380950-processed-gene-2.109-mRNA-1_1&gene=snap_masked-CR380950-processed-gene-2.109&CDS=1-2301	YHR197W
OG0000918	snap_masked-CR380950-processed-gene-2.128-mRNA-1_1&gene=snap_masked-CR380950-processed-gene-2.128&CDS=1-927	YHR199C
OG0000919	snap_masked-CR380950-processed-gene-3.6-mRNA-1_1&gene=snap_masked-CR380950-processed-gene-3.6&CDS=1-1599	YLL036C
OG0000920	snap_masked-CR380950-processed-gene-3.3-mRNA-1_1&gene=snap_masked-CR380950-processed-gene-3.3&CDS=1-1389	YHL028W
OG0000921	snap_masked-CR380950-processed-gene-3.4-mRNA-1_1&gene=snap_masked-CR380950-processed-gene-3.4&CDS=1-1890	YLL035W
OG0000922	snap_masked-CR380950-processed-gene-3.7-mRNA-1_1&gene=snap_masked-CR380950-processed-gene-3.7&CDS=1-2502	YLL034C
OG0000923	snap_masked-CR380950-processed-gene-3.5-mRNA-1_1&gene=snap_masked-CR380950-processed-gene-3.5&CDS=1-633	YLL033W
OG0000924	snap_masked-CR380950-processed-gene-3.24-mRNA-1_1&gene=snap_masked-CR380950-processed-gene-3.24&CDS=1-2001	YLR006C
OG0000925	snap_masked-CR380950-processed-gene-3.25-mRNA-1_1&gene=snap_masked-CR380950-processed-gene-3.25&CDS=1-2661	YLR014C
OG0000926	augustus_masked-CR380950-processed-gene-3.108-mRNA-1_1&gene=augustus_masked-CR380950-processed-gene-3.108&CDS=1-1443	YLR015W
OG0000927	snap_masked-CR380950-processed-gene-3.27-mRNA-1_1&gene=snap_masked-CR380950-processed-gene-3.27&CDS=1-630	YLR016C
OG0000928	snap_masked-CR380950-processed-gene-3.9-mRNA-1_1&gene=snap_masked-CR380950-processed-gene-3.9&CDS=1-939	YJL006C
OG0000929	snap_masked-CR380950-processed-gene-3.10-mRNA-1_1&gene=snap_masked-CR380950-processed-gene-3.10&CDS=1-1695	YJL008C
OG0000930	snap_masked-CR380950-processed-gene-3.28-mRNA-1_1&gene=snap_masked-CR380950-processed-gene-3.28&CDS=1-1866	YJR001W
OG0000931	snap_masked-CR380950-processed-gene-3.29-mRNA-1_1&gene=snap_masked-CR380950-processed-gene-3.29&CDS=1-645	YJL001W
OG0000932	maker-CR380950-augustus-gene-3.101-mRNA-1_1&gene=maker-CR380950-augustus-gene-3.101&CDS=1-2253	YLL004W
OG0000933	genemark-CR380950-processed-gene-3.82-mRNA-1_1&gene=genemark-CR380950-processed-gene-3.82&CDS=1-2175	YLL008W
OG0000934	snap_masked-CR380950-processed-gene-3.11-mRNA-1_1&gene=snap_masked-CR380950-processed-gene-3.11&CDS=1-570	YJL004C
OG0000935	snap_masked-CR380950-processed-gene-3.33-mRNA-1_1&gene=snap_masked-CR380950-processed-gene-3.33&CDS=1-6246	YJL005W
OG0000936	snap_masked-CR380950-processed-gene-3.12-mRNA-1_1&gene=snap_masked-CR380950-processed-gene-3.12&CDS=1-972	YLR017W
OG0000937	augustus_masked-CR380950-processed-gene-3.132-mRNA-1_1&gene=augustus_masked-CR380950-processed-gene-3.132&CDS=1-1095	YLR018C
OG0000938	snap_masked-CR380950-processed-gene-3.14-mRNA-1_1&gene=snap_masked-CR380950-processed-gene-3.14&CDS=1-510	YLR021W
OG0000939	snap_masked-CR380950-processed-gene-3.36-mRNA-1_1&gene=snap_masked-CR380950-processed-gene-3.36&CDS=1-738	YLR022C
OG0000940	snap_masked-CR380950-processed-gene-3.37-mRNA-1_1&gene=snap_masked-CR380950-processed-gene-3.37&CDS=1-1635	YLR023C
OG0000941	snap_masked-CR380950-processed-gene-3.38-mRNA-1_1&gene=snap_masked-CR380950-processed-gene-3.38&CDS=1-5361	YLR024C
OG0000942	snap_masked-CR380950-processed-gene-3.15-mRNA-1_1&gene=snap_masked-CR380950-processed-gene-3.15&CDS=1-594	YJL024C
OG0000943	augustus_masked-CR380950-processed-gene-3.137-mRNA-1_1&gene=augustus_masked-CR380950-processed-gene-3.137&CDS=1-1629	YJL025W
OG0000944	snap_masked-CR380950-processed-gene-3.40-mRNA-1_1&gene=snap_masked-CR380950-processed-gene-3.40&CDS=1-1200	YJL026W
OG0000945	snap_masked-CR380950-processed-gene-3.41-mRNA-1_1&gene=snap_masked-CR380950-processed-gene-3.41&CDS=1-1104	YGR173W
