	Saccharomyces_cerevisiae	yHMPu5000035046_Barnettozyma_populi
OG0000897	YDL170W	snap_masked-NODE_19_length_174291_cov_14.3692_ID_15306-processed-gene-0.140-mRNA-1_1&gene=snap_masked-NODE_19_length_174291_cov_14.3692_ID_15306-processed-gene-0.140&CDS=1-2388
OG0000898	YDL171C	snap_masked-NODE_19_length_174291_cov_14.3692_ID_15306-processed-gene-0.139-mRNA-1_1&gene=snap_masked-NODE_19_length_174291_cov_14.3692_ID_15306-processed-gene-0.139&CDS=1-6423
OG0000899	YDL177C	snap_masked-NODE_17_length_197664_cov_17.9682_ID_4252-processed-gene-0.196-mRNA-1_1&gene=snap_masked-NODE_17_length_197664_cov_17.9682_ID_4252-processed-gene-0.196&CDS=1-480
OG0000900	YDL178W	snap_masked-NODE_17_length_197664_cov_17.9682_ID_4252-processed-gene-0.199-mRNA-1_1&gene=snap_masked-NODE_17_length_197664_cov_17.9682_ID_4252-processed-gene-0.199&CDS=1-1587
OG0000901	YDL181W	snap_masked-NODE_4_length_548769_cov_13.6504_ID_5975-processed-gene-2.66-mRNA-1_1&gene=snap_masked-NODE_4_length_548769_cov_13.6504_ID_5975-processed-gene-2.66&CDS=1-258
OG0000902	YDL185W	maker-NODE_1_length_973885_cov_13.6909_ID_9548-snap-gene-3.77-mRNA-1_1&gene=maker-NODE_1_length_973885_cov_13.6909_ID_9548-snap-gene-3.77&CDS=1-3957
OG0000903	YDL189W	snap_masked-NODE_12_length_355611_cov_14.0207_ID_12396-processed-gene-1.51-mRNA-1_1&gene=snap_masked-NODE_12_length_355611_cov_14.0207_ID_12396-processed-gene-1.51&CDS=1-1314
OG0000904	YDL190C	snap_masked-NODE_12_length_355611_cov_14.0207_ID_12396-processed-gene-1.28-mRNA-1_1&gene=snap_masked-NODE_12_length_355611_cov_14.0207_ID_12396-processed-gene-1.28&CDS=1-3102
OG0000905	YDL193W	snap_masked-NODE_12_length_355611_cov_14.0207_ID_12396-processed-gene-2.87-mRNA-1_1&gene=snap_masked-NODE_12_length_355611_cov_14.0207_ID_12396-processed-gene-2.87&CDS=1-903
OG0000906	YDL195W	snap_masked-NODE_10_length_390696_cov_13.4103_ID_14589-processed-gene-0.48-mRNA-1_1&gene=snap_masked-NODE_10_length_390696_cov_13.4103_ID_14589-processed-gene-0.48&CDS=1-3651
OG0000907	YDL198C	snap_masked-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-0.117-mRNA-1_1&gene=snap_masked-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-0.117&CDS=1-906
OG0000908	YDL201W	snap_masked-NODE_6_length_529108_cov_14.9201_ID_7630-processed-gene-0.25-mRNA-1_1&gene=snap_masked-NODE_6_length_529108_cov_14.9201_ID_7630-processed-gene-0.25&CDS=1-864
OG0000909	YDL202W	snap_masked-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-0.143-mRNA-1_1&gene=snap_masked-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-0.143&CDS=1-693
OG0000910	YDL203C	snap_masked-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-1.101-mRNA-1_1&gene=snap_masked-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-1.101&CDS=1-1491
OG0000911	YDL205C	snap_masked-NODE_25_length_128994_cov_14.253_ID_6542-processed-gene-0.78-mRNA-1_1&gene=snap_masked-NODE_25_length_128994_cov_14.253_ID_6542-processed-gene-0.78&CDS=1-1191
OG0000912	YDL206W	genemark-NODE_16_length_246544_cov_13.5549_ID_4550-processed-gene-1.26-mRNA-1_1&gene=genemark-NODE_16_length_246544_cov_13.5549_ID_4550-processed-gene-1.26&CDS=1-2274
OG0000913	YDL207W	snap_masked-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-3.71-mRNA-1_1&gene=snap_masked-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-3.71&CDS=1-1572
OG0000914	YDL208W	snap_masked-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-3.93-mRNA-1_1&gene=snap_masked-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-3.93&CDS=1-438
OG0000915	YDL209C	snap_masked-NODE_25_length_128994_cov_14.253_ID_6542-processed-gene-0.79-mRNA-1_1&gene=snap_masked-NODE_25_length_128994_cov_14.253_ID_6542-processed-gene-0.79&CDS=1-972
OG0000916	YDL212W	snap_masked-NODE_1_length_973885_cov_13.6909_ID_9548-processed-gene-6.74-mRNA-1_1&gene=snap_masked-NODE_1_length_973885_cov_13.6909_ID_9548-processed-gene-6.74&CDS=1-687
OG0000917	YDL213C	snap_masked-NODE_1_length_973885_cov_13.6909_ID_9548-processed-gene-6.76-mRNA-1_1&gene=snap_masked-NODE_1_length_973885_cov_13.6909_ID_9548-processed-gene-6.76&CDS=1-669
OG0000918	YDL215C	snap_masked-NODE_1_length_973885_cov_13.6909_ID_9548-processed-gene-6.51-mRNA-1_1&gene=snap_masked-NODE_1_length_973885_cov_13.6909_ID_9548-processed-gene-6.51&CDS=1-3054
OG0000919	YDL217C	maker-NODE_8_length_421371_cov_15.4557_ID_6383-snap-gene-3.0-mRNA-1_1&gene=maker-NODE_8_length_421371_cov_15.4557_ID_6383-snap-gene-3.0&CDS=1-555
OG0000920	YDL225W	snap_masked-NODE_2_length_837960_cov_13.6015_ID_4467-processed-gene-5.74-mRNA-1_1&gene=snap_masked-NODE_2_length_837960_cov_13.6015_ID_4467-processed-gene-5.74&CDS=1-1542
OG0000921	YDL226C	snap_masked-NODE_9_length_416299_cov_13.227_ID_6419-processed-gene-2.74-mRNA-1_1&gene=snap_masked-NODE_9_length_416299_cov_13.227_ID_6419-processed-gene-2.74&CDS=1-1104
OG0000922	YDL230W	augustus_masked-NODE_13_length_355277_cov_14.0586_ID_7157-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-NODE_13_length_355277_cov_14.0586_ID_7157-processed-gene-0.58&CDS=1-837
OG0000923	YDL231C	augustus_masked-NODE_16_length_246544_cov_13.5549_ID_4550-processed-gene-1.82-mRNA-1_1&gene=augustus_masked-NODE_16_length_246544_cov_13.5549_ID_4550-processed-gene-1.82&CDS=1-3204
OG0000924	YDL233W	snap_masked-NODE_16_length_246544_cov_13.5549_ID_4550-processed-gene-1.185-mRNA-1_1&gene=snap_masked-NODE_16_length_246544_cov_13.5549_ID_4550-processed-gene-1.185&CDS=1-1938
OG0000925	YDL234C	snap_masked-NODE_16_length_246544_cov_13.5549_ID_4550-processed-gene-1.152-mRNA-1_1&gene=snap_masked-NODE_16_length_246544_cov_13.5549_ID_4550-processed-gene-1.152&CDS=1-2121
OG0000926	YDL235C	snap_masked-NODE_12_length_355611_cov_14.0207_ID_12396-processed-gene-2.105-mRNA-1_1&gene=snap_masked-NODE_12_length_355611_cov_14.0207_ID_12396-processed-gene-2.105&CDS=1-390
OG0000927	YDL236W	snap_masked-NODE_12_length_355611_cov_14.0207_ID_12396-processed-gene-2.145-mRNA-1_1&gene=snap_masked-NODE_12_length_355611_cov_14.0207_ID_12396-processed-gene-2.145&CDS=1-882
OG0000928	YDL238C	snap_masked-NODE_12_length_355611_cov_14.0207_ID_12396-processed-gene-2.147-mRNA-1_1&gene=snap_masked-NODE_12_length_355611_cov_14.0207_ID_12396-processed-gene-2.147&CDS=1-1371
OG0000929	YDL240W	snap_masked-NODE_1_length_973885_cov_13.6909_ID_9548-processed-gene-5.85-mRNA-1_1&gene=snap_masked-NODE_1_length_973885_cov_13.6909_ID_9548-processed-gene-5.85&CDS=1-3633
OG0000930	YDR002W	genemark-NODE_13_length_355277_cov_14.0586_ID_7157-processed-gene-2.33-mRNA-1_1&gene=genemark-NODE_13_length_355277_cov_14.0586_ID_7157-processed-gene-2.33&CDS=1-624
OG0000931	YDR004W	augustus_masked-NODE_6_length_529108_cov_14.9201_ID_7630-processed-gene-1.94-mRNA-1_1&gene=augustus_masked-NODE_6_length_529108_cov_14.9201_ID_7630-processed-gene-1.94&CDS=1-963
OG0000932	YDR005C	snap_masked-NODE_6_length_529108_cov_14.9201_ID_7630-processed-gene-1.52-mRNA-1_1&gene=snap_masked-NODE_6_length_529108_cov_14.9201_ID_7630-processed-gene-1.52&CDS=1-969
OG0000933	YDR006C	genemark-NODE_63_length_6881_cov_12.213_ID_18175-processed-gene-0.0-mRNA-1_1&gene=genemark-NODE_63_length_6881_cov_12.213_ID_18175-processed-gene-0.0&CDS=1-2028
OG0000934	YDR007W	snap_masked-NODE_15_length_296595_cov_15.8974_ID_8048-processed-gene-0.101-mRNA-1_1&gene=snap_masked-NODE_15_length_296595_cov_15.8974_ID_8048-processed-gene-0.101&CDS=1-693
OG0000935	YDR011W	snap_masked-NODE_9_length_416299_cov_13.227_ID_6419-processed-gene-1.82-mRNA-1_1&gene=snap_masked-NODE_9_length_416299_cov_13.227_ID_6419-processed-gene-1.82&CDS=1-4425
OG0000936	YDR013W	snap_masked-NODE_7_length_436048_cov_13.5576_ID_3675-processed-gene-3.84-mRNA-1_1&gene=snap_masked-NODE_7_length_436048_cov_13.5576_ID_3675-processed-gene-3.84&CDS=1-564
OG0000937	YDR016C	snap_masked-NODE_5_length_542823_cov_13.5992_ID_6818-processed-gene-4.156-mRNA-1_1&gene=snap_masked-NODE_5_length_542823_cov_13.5992_ID_6818-processed-gene-4.156&CDS=1-384
OG0000938	YDR017C	snap_masked-NODE_14_length_343773_cov_16.2165_ID_3838-processed-gene-1.37-mRNA-1_1&gene=snap_masked-NODE_14_length_343773_cov_16.2165_ID_3838-processed-gene-1.37&CDS=1-2298
OG0000939	YDR019C	snap_masked-NODE_20_length_167655_cov_13.194_ID_8468-processed-gene-0.144-mRNA-1_1&gene=snap_masked-NODE_20_length_167655_cov_13.194_ID_8468-processed-gene-0.144&CDS=1-1170
OG0000940	YDR020C	snap_masked-NODE_20_length_167655_cov_13.194_ID_8468-processed-gene-0.101-mRNA-1_1&gene=snap_masked-NODE_20_length_167655_cov_13.194_ID_8468-processed-gene-0.101&CDS=1-582
OG0000941	YDR021W	snap_masked-NODE_20_length_167655_cov_13.194_ID_8468-processed-gene-0.145-mRNA-1_1&gene=snap_masked-NODE_20_length_167655_cov_13.194_ID_8468-processed-gene-0.145&CDS=1-1188
OG0000942	YDR023W	snap_masked-NODE_20_length_167655_cov_13.194_ID_8468-processed-gene-0.133-mRNA-1_1&gene=snap_masked-NODE_20_length_167655_cov_13.194_ID_8468-processed-gene-0.133&CDS=1-1374
OG0000943	YDR026C	snap_masked-NODE_1_length_973885_cov_13.6909_ID_9548-processed-gene-4.31-mRNA-1_1&gene=snap_masked-NODE_1_length_973885_cov_13.6909_ID_9548-processed-gene-4.31&CDS=1-1638
OG0000944	YDR027C	snap_masked-NODE_1_length_973885_cov_13.6909_ID_9548-processed-gene-4.32-mRNA-1_1&gene=snap_masked-NODE_1_length_973885_cov_13.6909_ID_9548-processed-gene-4.32&CDS=1-2550
OG0000945	YDR030C	snap_masked-NODE_16_length_246544_cov_13.5549_ID_4550-processed-gene-1.211-mRNA-1_1&gene=snap_masked-NODE_16_length_246544_cov_13.5549_ID_4550-processed-gene-1.211&CDS=1-1164
OG0000946	YDR031W	maker-NODE_6_length_529108_cov_14.9201_ID_7630-snap-gene-1.136-mRNA-1_1&gene=maker-NODE_6_length_529108_cov_14.9201_ID_7630-snap-gene-1.136&CDS=1-321
OG0000947	YDR034C	genemark-NODE_2_length_837960_cov_13.6015_ID_4467-processed-gene-4.115-mRNA-1_1&gene=genemark-NODE_2_length_837960_cov_13.6015_ID_4467-processed-gene-4.115&CDS=1-1782
OG0000948	YDR036C	augustus_masked-NODE_9_length_416299_cov_13.227_ID_6419-processed-gene-3.101-mRNA-1_1&gene=augustus_masked-NODE_9_length_416299_cov_13.227_ID_6419-processed-gene-3.101&CDS=1-1392
OG0000949	YDR041W	snap_masked-NODE_9_length_416299_cov_13.227_ID_6419-processed-gene-3.159-mRNA-1_1&gene=snap_masked-NODE_9_length_416299_cov_13.227_ID_6419-processed-gene-3.159&CDS=1-792
OG0000950	YDR043C	snap_masked-NODE_9_length_416299_cov_13.227_ID_6419-processed-gene-3.193-mRNA-1_1&gene=snap_masked-NODE_9_length_416299_cov_13.227_ID_6419-processed-gene-3.193&CDS=1-714
OG0000951	YDR044W	snap_masked-NODE_9_length_416299_cov_13.227_ID_6419-processed-gene-3.168-mRNA-1_1&gene=snap_masked-NODE_9_length_416299_cov_13.227_ID_6419-processed-gene-3.168&CDS=1-963
OG0000952	YDR045C	snap_masked-NODE_9_length_416299_cov_13.227_ID_6419-processed-gene-3.194-mRNA-1_1&gene=snap_masked-NODE_9_length_416299_cov_13.227_ID_6419-processed-gene-3.194&CDS=1-333
OG0000953	YDR047W	maker-NODE_7_length_436048_cov_13.5576_ID_3675-augustus-gene-3.158-mRNA-1_1&gene=maker-NODE_7_length_436048_cov_13.5576_ID_3675-augustus-gene-3.158&CDS=1-2913
OG0000954	YDR050C	augustus_masked-NODE_9_length_416299_cov_13.227_ID_6419-processed-gene-3.96-mRNA-1_1&gene=augustus_masked-NODE_9_length_416299_cov_13.227_ID_6419-processed-gene-3.96&CDS=1-744
OG0000955	YDR051C	snap_masked-NODE_9_length_416299_cov_13.227_ID_6419-processed-gene-3.189-mRNA-1_1&gene=snap_masked-NODE_9_length_416299_cov_13.227_ID_6419-processed-gene-3.189&CDS=1-828
OG0000956	YDR054C	snap_masked-NODE_2_length_837960_cov_13.6015_ID_4467-processed-gene-6.108-mRNA-1_1&gene=snap_masked-NODE_2_length_837960_cov_13.6015_ID_4467-processed-gene-6.108&CDS=1-723
OG0000957	YDR057W	augustus_masked-NODE_20_length_167655_cov_13.194_ID_8468-processed-gene-0.194-mRNA-1_1&gene=augustus_masked-NODE_20_length_167655_cov_13.194_ID_8468-processed-gene-0.194&CDS=1-1287
OG0000958	YDR060W	snap_masked-NODE_20_length_167655_cov_13.194_ID_8468-processed-gene-0.110-mRNA-1_1&gene=snap_masked-NODE_20_length_167655_cov_13.194_ID_8468-processed-gene-0.110&CDS=1-3159
OG0000959	YDR061W	snap_masked-NODE_8_length_421371_cov_15.4557_ID_6383-processed-gene-2.167-mRNA-1_1&gene=snap_masked-NODE_8_length_421371_cov_15.4557_ID_6383-processed-gene-2.167&CDS=1-1491
OG0000960	YDR062W	snap_masked-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-7.180-mRNA-1_1&gene=snap_masked-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-7.180&CDS=1-1689
OG0000961	YDR064W	maker-NODE_8_length_421371_cov_15.4557_ID_6383-snap-gene-2.114-mRNA-1_1&gene=maker-NODE_8_length_421371_cov_15.4557_ID_6383-snap-gene-2.114&CDS=1-840
OG0000962	YDR071C	snap_masked-NODE_9_length_416299_cov_13.227_ID_6419-processed-gene-1.61-mRNA-1_1&gene=snap_masked-NODE_9_length_416299_cov_13.227_ID_6419-processed-gene-1.61&CDS=1-651
OG0000963	YDR072C	snap_masked-NODE_13_length_355277_cov_14.0586_ID_7157-processed-gene-2.207-mRNA-1_1&gene=snap_masked-NODE_13_length_355277_cov_14.0586_ID_7157-processed-gene-2.207&CDS=1-1305
OG0000964	YDR074W	snap_masked-NODE_8_length_421371_cov_15.4557_ID_6383-processed-gene-2.146-mRNA-1_1&gene=snap_masked-NODE_8_length_421371_cov_15.4557_ID_6383-processed-gene-2.146&CDS=1-3795
OG0000965	YDR079C-A	maker-NODE_12_length_355611_cov_14.0207_ID_12396-snap-gene-0.130-mRNA-1_1&gene=maker-NODE_12_length_355611_cov_14.0207_ID_12396-snap-gene-0.130&CDS=1-219
OG0000966	YDR079W	maker-NODE_12_length_355611_cov_14.0207_ID_12396-snap-gene-0.132-mRNA-1_1&gene=maker-NODE_12_length_355611_cov_14.0207_ID_12396-snap-gene-0.132&CDS=1-318
OG0000967	YDR080W	snap_masked-NODE_10_length_390696_cov_13.4103_ID_14589-processed-gene-2.286-mRNA-1_1&gene=snap_masked-NODE_10_length_390696_cov_13.4103_ID_14589-processed-gene-2.286&CDS=1-2736
OG0000968	YDR081C	snap_masked-NODE_12_length_355611_cov_14.0207_ID_12396-processed-gene-0.56-mRNA-1_1&gene=snap_masked-NODE_12_length_355611_cov_14.0207_ID_12396-processed-gene-0.56&CDS=1-1992
OG0000969	YDR083W	snap_masked-NODE_12_length_355611_cov_14.0207_ID_12396-processed-gene-0.52-mRNA-1_1&gene=snap_masked-NODE_12_length_355611_cov_14.0207_ID_12396-processed-gene-0.52&CDS=1-1209
OG0000970	YDR084C	genemark-NODE_12_length_355611_cov_14.0207_ID_12396-processed-gene-0.31-mRNA-1_1&gene=genemark-NODE_12_length_355611_cov_14.0207_ID_12396-processed-gene-0.31&CDS=1-609
OG0000971	YDR086C	snap_masked-NODE_1_length_973885_cov_13.6909_ID_9548-processed-gene-7.61-mRNA-1_1&gene=snap_masked-NODE_1_length_973885_cov_13.6909_ID_9548-processed-gene-7.61&CDS=1-204
OG0000972	YDR087C	snap_masked-NODE_1_length_973885_cov_13.6909_ID_9548-processed-gene-7.60-mRNA-1_1&gene=snap_masked-NODE_1_length_973885_cov_13.6909_ID_9548-processed-gene-7.60&CDS=1-870
OG0000973	YDR088C	snap_masked-NODE_1_length_973885_cov_13.6909_ID_9548-processed-gene-7.64-mRNA-1_1&gene=snap_masked-NODE_1_length_973885_cov_13.6909_ID_9548-processed-gene-7.64&CDS=1-1047
OG0000974	YDR091C	augustus_masked-NODE_1_length_973885_cov_13.6909_ID_9548-processed-gene-7.35-mRNA-1_1&gene=augustus_masked-NODE_1_length_973885_cov_13.6909_ID_9548-processed-gene-7.35&CDS=1-2397
OG0000975	YDR092W	snap_masked-NODE_10_length_390696_cov_13.4103_ID_14589-processed-gene-2.222-mRNA-1_1&gene=snap_masked-NODE_10_length_390696_cov_13.4103_ID_14589-processed-gene-2.222&CDS=1-453
OG0000976	YDR097C	snap_masked-NODE_10_length_390696_cov_13.4103_ID_14589-processed-gene-2.275-mRNA-1_1&gene=snap_masked-NODE_10_length_390696_cov_13.4103_ID_14589-processed-gene-2.275&CDS=1-3717
OG0000977	YDR100W	snap_masked-NODE_1_length_973885_cov_13.6909_ID_9548-processed-gene-2.103-mRNA-1_1&gene=snap_masked-NODE_1_length_973885_cov_13.6909_ID_9548-processed-gene-2.103&CDS=1-393
OG0000978	YDR101C	snap_masked-NODE_14_length_343773_cov_16.2165_ID_3838-processed-gene-0.85-mRNA-1_1&gene=snap_masked-NODE_14_length_343773_cov_16.2165_ID_3838-processed-gene-0.85&CDS=1-1752
OG0000979	YDR103W	augustus_masked-NODE_14_length_343773_cov_16.2165_ID_3838-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-NODE_14_length_343773_cov_16.2165_ID_3838-processed-gene-0.103&CDS=1-2589
OG0000980	YDR104C	snap_masked-NODE_14_length_343773_cov_16.2165_ID_3838-processed-gene-0.67-mRNA-1_1&gene=snap_masked-NODE_14_length_343773_cov_16.2165_ID_3838-processed-gene-0.67&CDS=1-3366
OG0000981	YDR105C	augustus_masked-NODE_1_length_973885_cov_13.6909_ID_9548-processed-gene-2.140-mRNA-1_1&gene=augustus_masked-NODE_1_length_973885_cov_13.6909_ID_9548-processed-gene-2.140&CDS=1-1386
OG0000982	YDR108W	snap_masked-NODE_1_length_973885_cov_13.6909_ID_9548-processed-gene-2.89-mRNA-1_1&gene=snap_masked-NODE_1_length_973885_cov_13.6909_ID_9548-processed-gene-2.89&CDS=1-1923
OG0000983	YDR111C	snap_masked-NODE_4_length_548769_cov_13.6504_ID_5975-processed-gene-3.63-mRNA-1_1&gene=snap_masked-NODE_4_length_548769_cov_13.6504_ID_5975-processed-gene-3.63&CDS=1-1548
OG0000984	YDR115W	genemark-NODE_4_length_548769_cov_13.6504_ID_5975-processed-gene-3.157-mRNA-1_1&gene=genemark-NODE_4_length_548769_cov_13.6504_ID_5975-processed-gene-3.157&CDS=1-357
OG0000985	YDR116C	augustus_masked-NODE_4_length_548769_cov_13.6504_ID_5975-processed-gene-3.41-mRNA-1_1&gene=augustus_masked-NODE_4_length_548769_cov_13.6504_ID_5975-processed-gene-3.41&CDS=1-846
OG0000986	YDR117C	snap_masked-NODE_4_length_548769_cov_13.6504_ID_5975-processed-gene-3.100-mRNA-1_1&gene=snap_masked-NODE_4_length_548769_cov_13.6504_ID_5975-processed-gene-3.100&CDS=1-1728
OG0000987	YDR118W	augustus_masked-NODE_4_length_548769_cov_13.6504_ID_5975-processed-gene-3.39-mRNA-1_1&gene=augustus_masked-NODE_4_length_548769_cov_13.6504_ID_5975-processed-gene-3.39&CDS=1-1830
OG0000988	YDR120C	snap_masked-NODE_10_length_390696_cov_13.4103_ID_14589-processed-gene-2.233-mRNA-1_1&gene=snap_masked-NODE_10_length_390696_cov_13.4103_ID_14589-processed-gene-2.233&CDS=1-1500
OG0000989	YDR121W	snap_masked-NODE_43_length_49058_cov_13.5531_ID_8423-processed-gene-0.66-mRNA-1_1&gene=snap_masked-NODE_43_length_49058_cov_13.5531_ID_8423-processed-gene-0.66&CDS=1-591
OG0000990	YDR124W	snap_masked-NODE_43_length_49058_cov_13.5531_ID_8423-processed-gene-0.64-mRNA-1_1&gene=snap_masked-NODE_43_length_49058_cov_13.5531_ID_8423-processed-gene-0.64&CDS=1-924
OG0000991	YDR127W	snap_masked-NODE_4_length_548769_cov_13.6504_ID_5975-processed-gene-4.83-mRNA-1_1&gene=snap_masked-NODE_4_length_548769_cov_13.6504_ID_5975-processed-gene-4.83&CDS=1-4599
OG0000992	YDR128W	snap_masked-NODE_43_length_49058_cov_13.5531_ID_8423-processed-gene-0.71-mRNA-1_1&gene=snap_masked-NODE_43_length_49058_cov_13.5531_ID_8423-processed-gene-0.71&CDS=1-3030
OG0000993	YDR129C	maker-NODE_55_length_16642_cov_13.8332_ID_8499-snap-gene-0.4-mRNA-1_1&gene=maker-NODE_55_length_16642_cov_13.8332_ID_8499-snap-gene-0.4&CDS=1-1878
OG0000994	YDR137W	snap_masked-NODE_8_length_421371_cov_15.4557_ID_6383-processed-gene-3.107-mRNA-1_1&gene=snap_masked-NODE_8_length_421371_cov_15.4557_ID_6383-processed-gene-3.107&CDS=1-1746
OG0000995	YDR138W	augustus_masked-NODE_1_length_973885_cov_13.6909_ID_9548-processed-gene-5.118-mRNA-1_1&gene=augustus_masked-NODE_1_length_973885_cov_13.6909_ID_9548-processed-gene-5.118&CDS=1-1854
OG0000996	YDR140W	snap_masked-NODE_4_length_548769_cov_13.6504_ID_5975-processed-gene-3.92-mRNA-1_1&gene=snap_masked-NODE_4_length_548769_cov_13.6504_ID_5975-processed-gene-3.92&CDS=1-651
OG0000997	YDR141C	genemark-NODE_4_length_548769_cov_13.6504_ID_5975-processed-gene-3.126-mRNA-1_1&gene=genemark-NODE_4_length_548769_cov_13.6504_ID_5975-processed-gene-3.126&CDS=1-5313
OG0000998	YDR142C	snap_masked-NODE_4_length_548769_cov_13.6504_ID_5975-processed-gene-3.73-mRNA-1_1&gene=snap_masked-NODE_4_length_548769_cov_13.6504_ID_5975-processed-gene-3.73&CDS=1-1047
OG0000999	YDR143C	snap_masked-NODE_27_length_122749_cov_14.1654_ID_4933-processed-gene-0.142-mRNA-1_1&gene=snap_masked-NODE_27_length_122749_cov_14.1654_ID_4933-processed-gene-0.142&CDS=1-2016
OG0001000	YDR145W	snap_masked-NODE_1_length_973885_cov_13.6909_ID_9548-processed-gene-6.90-mRNA-1_1&gene=snap_masked-NODE_1_length_973885_cov_13.6909_ID_9548-processed-gene-6.90&CDS=1-1809
OG0001001	YDR148C	snap_masked-NODE_12_length_355611_cov_14.0207_ID_12396-processed-gene-2.102-mRNA-1_1&gene=snap_masked-NODE_12_length_355611_cov_14.0207_ID_12396-processed-gene-2.102&CDS=1-1299
OG0001002	YDR150W	augustus_masked-NODE_24_length_130896_cov_16.6656_ID_9097-processed-gene-0.120-mRNA-1_1&gene=augustus_masked-NODE_24_length_130896_cov_16.6656_ID_9097-processed-gene-0.120&CDS=1-8637
OG0001003	YDR152W	snap_masked-NODE_5_length_542823_cov_13.5992_ID_6818-processed-gene-4.161-mRNA-1_1&gene=snap_masked-NODE_5_length_542823_cov_13.5992_ID_6818-processed-gene-4.161&CDS=1-696
OG0001004	YDR158W	snap_masked-NODE_4_length_548769_cov_13.6504_ID_5975-processed-gene-3.77-mRNA-1_1&gene=snap_masked-NODE_4_length_548769_cov_13.6504_ID_5975-processed-gene-3.77&CDS=1-1089
OG0001005	YDR159W	snap_masked-NODE_29_length_119377_cov_18.1712_ID_6586-processed-gene-0.37-mRNA-1_1&gene=snap_masked-NODE_29_length_119377_cov_18.1712_ID_6586-processed-gene-0.37&CDS=1-3438
OG0001006	YDR160W	snap_masked-NODE_10_length_390696_cov_13.4103_ID_14589-processed-gene-2.231-mRNA-1_1&gene=snap_masked-NODE_10_length_390696_cov_13.4103_ID_14589-processed-gene-2.231&CDS=1-2304
OG0001007	YDR161W	snap_masked-NODE_5_length_542823_cov_13.5992_ID_6818-processed-gene-4.120-mRNA-1_1&gene=snap_masked-NODE_5_length_542823_cov_13.5992_ID_6818-processed-gene-4.120&CDS=1-1107
OG0001008	YDR162C	snap_masked-NODE_5_length_542823_cov_13.5992_ID_6818-processed-gene-4.162-mRNA-1_1&gene=snap_masked-NODE_5_length_542823_cov_13.5992_ID_6818-processed-gene-4.162&CDS=1-426
OG0001009	YDR164C	snap_masked-NODE_5_length_542823_cov_13.5992_ID_6818-processed-gene-4.154-mRNA-1_1&gene=snap_masked-NODE_5_length_542823_cov_13.5992_ID_6818-processed-gene-4.154&CDS=1-2058
OG0001010	YDR165W	snap_masked-NODE_5_length_542823_cov_13.5992_ID_6818-processed-gene-4.159-mRNA-1_1&gene=snap_masked-NODE_5_length_542823_cov_13.5992_ID_6818-processed-gene-4.159&CDS=1-1269
OG0001011	YDR166C	snap_masked-NODE_12_length_355611_cov_14.0207_ID_12396-processed-gene-0.69-mRNA-1_1&gene=snap_masked-NODE_12_length_355611_cov_14.0207_ID_12396-processed-gene-0.69&CDS=1-2577
