	Meyerozyma_guilliermondii	Saccharomyces_cerevisiae
OG0000401	maker-NW_001809800.1-augustus-gene-7.114-mRNA-1_1&gene=maker-NW_001809800.1-augustus-gene-7.114&CDS=1-1146	YDR450W, YML026C
OG0000402	maker-NW_001809800.1-augustus-gene-7.115-mRNA-1_1&gene=maker-NW_001809800.1-augustus-gene-7.115&CDS=1-582	YER056C-A, YIL052C
OG0000403	augustus_masked-NW_001809800.1-processed-gene-7.18-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-7.18&CDS=1-1380	YLR273C, YOR178C
OG0000404	augustus_masked-NW_001809800.1-processed-gene-8.14-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-8.14&CDS=1-1296	YGL071W, YPL202C
OG0000405	augustus_masked-NW_001809800.1-processed-gene-8.18-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-8.18&CDS=1-2307	YFR013W, YOL017W
OG0000406	augustus_masked-NW_001809800.1-processed-gene-8.23-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-8.23&CDS=1-2460	YCR048W, YNR019W
OG0000407	augustus_masked-NW_001809800.1-processed-gene-9.92-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-9.92&CDS=1-201	YLR264W, YOR167C
OG0000408	augustus_masked-NW_001809800.1-processed-gene-9.106-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-9.106&CDS=1-1434	YJL134W, YKR053C
OG0000409	maker-NW_001809800.1-augustus-gene-10.55-mRNA-1_1&gene=maker-NW_001809800.1-augustus-gene-10.55&CDS=1-2184	YDL134C, YDL188C
OG0000410	maker-NW_001809800.1-augustus-gene-10.58-mRNA-1_1&gene=maker-NW_001809800.1-augustus-gene-10.58&CDS=1-3369	YBR169C, YPL106C
OG0000411	maker-NW_001809800.1-augustus-gene-10.62-mRNA-1_1&gene=maker-NW_001809800.1-augustus-gene-10.62&CDS=1-1227	YKL081W, YPL048W
OG0000412	genemark-NW_001809800.1-processed-gene-10.153-mRNA-1_1&gene=genemark-NW_001809800.1-processed-gene-10.153&CDS=1-2001	YJL083W, YKR019C
OG0000413	augustus_masked-NW_001809800.1-processed-gene-10.99-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-10.99&CDS=1-1962	YIL114C, YNL055C
OG0000414	augustus_masked-NW_001809800.1-processed-gene-11.154-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-11.154&CDS=1-4209, snap_masked-NW_001809800.1-processed-gene-19.221-mRNA-1_1&gene=snap_masked-NW_001809800.1-processed-gene-19.221&CDS=1-2106	YGL205W
OG0000415	augustus_masked-NW_001809800.1-processed-gene-11.137-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-11.137&CDS=1-1371	YDR418W, YEL054C
OG0000416	augustus_masked-NW_001809800.1-processed-gene-11.146-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-11.146&CDS=1-1461	YGR121C, YPR138C
OG0000417	genemark-NW_001809800.1-processed-gene-12.102-mRNA-1_1&gene=genemark-NW_001809800.1-processed-gene-12.102&CDS=1-1974	YGL139W, YPL221W
OG0000418	snap_masked-NW_001809800.1-processed-gene-12.76-mRNA-1_1&gene=snap_masked-NW_001809800.1-processed-gene-12.76&CDS=1-2127	YJL076W, YKR010C
OG0000419	snap_masked-NW_001809800.1-processed-gene-12.89-mRNA-1_1&gene=snap_masked-NW_001809800.1-processed-gene-12.89&CDS=1-336	YDL075W, YLR406C
OG0000420	genemark-NW_001809800.1-processed-gene-13.106-mRNA-1_1&gene=genemark-NW_001809800.1-processed-gene-13.106&CDS=1-1161	YHR123W, YNL130C
OG0000421	maker-NW_001809800.1-augustus-gene-14.51-mRNA-1_1&gene=maker-NW_001809800.1-augustus-gene-14.51&CDS=1-3708	YHR117W, YNL121C
OG0000422	augustus_masked-NW_001809800.1-processed-gene-14.124-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-14.124&CDS=1-987	YAL034C, YOR338W
OG0000423	augustus_masked-NW_001809800.1-processed-gene-14.148-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-14.148&CDS=1-357	YFL034C-A, YLR061W
OG0000424	augustus_masked-NW_001809800.1-processed-gene-15.154-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-15.154&CDS=1-2982	YCR067C, YNR026C
OG0000425	snap_masked-NW_001809800.1-processed-gene-15.32-mRNA-1_1&gene=snap_masked-NW_001809800.1-processed-gene-15.32&CDS=1-2109	YJR059W, YKL198C
OG0000426	genemark-NW_001809800.1-processed-gene-16.54-mRNA-1_1&gene=genemark-NW_001809800.1-processed-gene-16.54&CDS=1-1668	YEL034W, YJR047C
OG0000427	augustus_masked-NW_001809800.1-processed-gene-16.6-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-16.6&CDS=1-993	YHR141C, YNL162W
OG0000428	maker-NW_001809800.1-snap-gene-17.53-mRNA-1_1&gene=maker-NW_001809800.1-snap-gene-17.53&CDS=1-1548	YOR237W, YPL145C
OG0000429	genemark-NW_001809800.1-processed-gene-17.173-mRNA-1_1&gene=genemark-NW_001809800.1-processed-gene-17.173&CDS=1-1206	YOR231W, YPL140C
OG0000430	augustus_masked-NW_001809800.1-processed-gene-17.43-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-17.43&CDS=1-606	YBL072C, YER102W
OG0000431	augustus_masked-NW_001809800.1-processed-gene-17.48-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-17.48&CDS=1-1209	YFR024C-A, YHR016C
OG0000432	genemark-NW_001809800.1-processed-gene-18.115-mRNA-1_1&gene=genemark-NW_001809800.1-processed-gene-18.115&CDS=1-1293	YBR273C, YJL048C
OG0000433	genemark-NW_001809800.1-processed-gene-19.285-mRNA-1_1&gene=genemark-NW_001809800.1-processed-gene-19.285&CDS=1-885	YER045C, YIL036W
OG0000434	augustus_masked-NW_001809800.1-processed-gene-19.64-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-19.64&CDS=1-1260	YDR300C, YHR033W
OG0000435	augustus_masked-NW_001809800.1-processed-gene-19.36-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-19.36&CDS=1-3210	YGR056W, YLR357W
OG0000436	augustus_masked-NW_001809800.1-processed-gene-19.84-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-19.84&CDS=1-1011	YDR277C, YOR047C
OG0000437		YCR102C, YLR460C, YNL134C
OG0000438	maker-NW_001809792.1-snap-gene-0.24-mRNA-1_1&gene=maker-NW_001809792.1-snap-gene-0.24&CDS=1-363	Q0250
OG0000439	maker-NW_001809792.1-snap-gene-0.27-mRNA-1_1&gene=maker-NW_001809792.1-snap-gene-0.27&CDS=1-2259	Q0085
OG0000440	augustus_masked-NW_001809793.1-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-NW_001809793.1-processed-gene-0.69&CDS=1-447	YDR092W
OG0000441	augustus_masked-NW_001809793.1-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-NW_001809793.1-processed-gene-0.71&CDS=1-897	YBR085W
OG0000442	augustus_masked-NW_001809793.1-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-NW_001809793.1-processed-gene-0.90&CDS=1-1296	YOL052C
OG0000443	augustus_masked-NW_001809793.1-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-NW_001809793.1-processed-gene-0.91&CDS=1-2088	YKR001C
OG0000444	augustus_masked-NW_001809793.1-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-NW_001809793.1-processed-gene-0.92&CDS=1-1857	YBR028C
OG0000445	augustus_masked-NW_001809793.1-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-NW_001809793.1-processed-gene-0.95&CDS=1-2319	YMR078C
OG0000446	augustus_masked-NW_001809793.1-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-NW_001809793.1-processed-gene-0.74&CDS=1-2847	YMR080C
OG0000447	augustus_masked-NW_001809793.1-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-NW_001809793.1-processed-gene-0.100&CDS=1-1458	YDR299W
OG0000448	maker-NW_001809793.1-augustus-gene-0.3-mRNA-1_1&gene=maker-NW_001809793.1-augustus-gene-0.3&CDS=1-1035	YOL139C
OG0000449	augustus_masked-NW_001809793.1-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-NW_001809793.1-processed-gene-0.101&CDS=1-834	YNL320W
OG0000450	augustus_masked-NW_001809793.1-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-NW_001809793.1-processed-gene-0.78&CDS=1-2283	YOL138C
OG0000451	augustus_masked-NW_001809793.1-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-NW_001809793.1-processed-gene-0.102&CDS=1-681	YDR489W
OG0000452	augustus_masked-NW_001809793.1-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-NW_001809793.1-processed-gene-0.103&CDS=1-1353	YDL003W
OG0000453	augustus_masked-NW_001809793.1-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-NW_001809793.1-processed-gene-0.83&CDS=1-462	YGR076C
OG0000454	augustus_masked-NW_001809793.1-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-NW_001809793.1-processed-gene-0.104&CDS=1-363	YGR074W
OG0000455	augustus_masked-NW_001809793.1-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-NW_001809793.1-processed-gene-0.84&CDS=1-1020	YDR411C
OG0000456	snap_masked-NW_001809793.1-processed-gene-0.33-mRNA-1_1&gene=snap_masked-NW_001809793.1-processed-gene-0.33&CDS=1-3009	YNL321W
OG0000457	maker-NW_001809793.1-augustus-gene-1.54-mRNA-1_1&gene=maker-NW_001809793.1-augustus-gene-1.54&CDS=1-741	YOR126C
OG0000458	augustus_masked-NW_001809793.1-processed-gene-1.108-mRNA-1_1&gene=augustus_masked-NW_001809793.1-processed-gene-1.108&CDS=1-4062	YOL004W
OG0000459	augustus_masked-NW_001809793.1-processed-gene-1.111-mRNA-1_1&gene=augustus_masked-NW_001809793.1-processed-gene-1.111&CDS=1-4422	YOR296W
OG0000460	maker-NW_001809793.1-augustus-gene-1.56-mRNA-1_1&gene=maker-NW_001809793.1-augustus-gene-1.56&CDS=1-2649	YAL048C
OG0000461	augustus_masked-NW_001809793.1-processed-gene-1.112-mRNA-1_1&gene=augustus_masked-NW_001809793.1-processed-gene-1.112&CDS=1-324	YAL046C
OG0000462	augustus_masked-NW_001809793.1-processed-gene-1.129-mRNA-1_1&gene=augustus_masked-NW_001809793.1-processed-gene-1.129&CDS=1-2148	YOR361C
OG0000463	augustus_masked-NW_001809793.1-processed-gene-1.131-mRNA-1_1&gene=augustus_masked-NW_001809793.1-processed-gene-1.131&CDS=1-744	YOR362C
OG0000464	maker-NW_001809793.1-snap-gene-1.152-mRNA-1_1&gene=maker-NW_001809793.1-snap-gene-1.152&CDS=1-1023	YOL003C
OG0000465	snap_masked-NW_001809793.1-processed-gene-1.30-mRNA-1_1&gene=snap_masked-NW_001809793.1-processed-gene-1.30&CDS=1-8172	YBL088C
OG0000466	augustus_masked-NW_001809793.1-processed-gene-1.115-mRNA-1_1&gene=augustus_masked-NW_001809793.1-processed-gene-1.115&CDS=1-1179	YDR019C
OG0000467	augustus_masked-NW_001809793.1-processed-gene-1.134-mRNA-1_1&gene=augustus_masked-NW_001809793.1-processed-gene-1.134&CDS=1-981	YPL215W
OG0000468	augustus_masked-NW_001809793.1-processed-gene-1.119-mRNA-1_1&gene=augustus_masked-NW_001809793.1-processed-gene-1.119&CDS=1-3384	YGL133W
OG0000469	augustus_masked-NW_001809793.1-processed-gene-1.141-mRNA-1_1&gene=augustus_masked-NW_001809793.1-processed-gene-1.141&CDS=1-1980	YPL206C
OG0000470	maker-NW_001809793.1-augustus-gene-1.57-mRNA-1_1&gene=maker-NW_001809793.1-augustus-gene-1.57&CDS=1-2946	YGL064C
OG0000471	augustus_masked-NW_001809793.1-processed-gene-1.120-mRNA-1_1&gene=augustus_masked-NW_001809793.1-processed-gene-1.120&CDS=1-1482	YGL129C
OG0000472	augustus_masked-NW_001809793.1-processed-gene-1.143-mRNA-1_1&gene=augustus_masked-NW_001809793.1-processed-gene-1.143&CDS=1-543	YPL211W
OG0000473	augustus_masked-NW_001809793.1-processed-gene-1.121-mRNA-1_1&gene=augustus_masked-NW_001809793.1-processed-gene-1.121&CDS=1-1626	YPL212C
OG0000474	augustus_masked-NW_001809793.1-processed-gene-1.144-mRNA-1_1&gene=augustus_masked-NW_001809793.1-processed-gene-1.144&CDS=1-1290	YPL204W
OG0000475	snap_masked-NW_001809793.1-processed-gene-1.16-mRNA-1_1&gene=snap_masked-NW_001809793.1-processed-gene-1.16&CDS=1-630	YPL209C
OG0000476	augustus_masked-NW_001809793.1-processed-gene-1.146-mRNA-1_1&gene=augustus_masked-NW_001809793.1-processed-gene-1.146&CDS=1-1269	YGL066W
OG0000477	augustus_masked-NW_001809793.1-processed-gene-1.123-mRNA-1_1&gene=augustus_masked-NW_001809793.1-processed-gene-1.123&CDS=1-2139	YPL207W
OG0000478	augustus_masked-NW_001809793.1-processed-gene-1.124-mRNA-1_1&gene=augustus_masked-NW_001809793.1-processed-gene-1.124&CDS=1-1416	YGL065C
OG0000479	maker-NW_001809793.1-augustus-gene-1.53-mRNA-1_1&gene=maker-NW_001809793.1-augustus-gene-1.53&CDS=1-570	YPL218W
OG0000480	augustus_masked-NW_001809793.1-processed-gene-1.126-mRNA-1_1&gene=augustus_masked-NW_001809793.1-processed-gene-1.126&CDS=1-1932	YGL099W
OG0000481	genemark-NW_001809793.1-processed-gene-1.105-mRNA-1_1&gene=genemark-NW_001809793.1-processed-gene-1.105&CDS=1-2700	YGL137W
OG0000482	genemark-NW_001809793.1-processed-gene-1.106-mRNA-1_1&gene=genemark-NW_001809793.1-processed-gene-1.106&CDS=1-1767	YNL048W
OG0000483	genemark-NW_001809793.1-processed-gene-2.1-mRNA-1_1&gene=genemark-NW_001809793.1-processed-gene-2.1&CDS=1-1248	YBL091C
OG0000484	augustus_masked-NW_001809793.1-processed-gene-2.106-mRNA-1_1&gene=augustus_masked-NW_001809793.1-processed-gene-2.106&CDS=1-843	YER118C
OG0000485	augustus_masked-NW_001809793.1-processed-gene-2.112-mRNA-1_1&gene=augustus_masked-NW_001809793.1-processed-gene-2.112&CDS=1-981	YGR031W
OG0000486	augustus_masked-NW_001809793.1-processed-gene-2.130-mRNA-1_1&gene=augustus_masked-NW_001809793.1-processed-gene-2.130&CDS=1-900	YLR351C
OG0000487	augustus_masked-NW_001809793.1-processed-gene-2.113-mRNA-1_1&gene=augustus_masked-NW_001809793.1-processed-gene-2.113&CDS=1-1866	YPL222W
OG0000488	maker-NW_001809793.1-snap-gene-2.146-mRNA-1_1&gene=maker-NW_001809793.1-snap-gene-2.146&CDS=1-2238	YKR084C
OG0000489	snap_masked-NW_001809793.1-processed-gene-2.90-mRNA-1_1&gene=snap_masked-NW_001809793.1-processed-gene-2.90&CDS=1-1035	YOR075W
OG0000490	augustus_masked-NW_001809793.1-processed-gene-2.118-mRNA-1_1&gene=augustus_masked-NW_001809793.1-processed-gene-2.118&CDS=1-549	YGR129W
OG0000491	augustus_masked-NW_001809793.1-processed-gene-2.119-mRNA-1_1&gene=augustus_masked-NW_001809793.1-processed-gene-2.119&CDS=1-4326	YGR116W
OG0000492	maker-NW_001809793.1-augustus-gene-2.50-mRNA-1_1&gene=maker-NW_001809793.1-augustus-gene-2.50&CDS=1-4164	YJL108C
OG0000493	maker-NW_001809793.1-augustus-gene-2.51-mRNA-1_1&gene=maker-NW_001809793.1-augustus-gene-2.51&CDS=1-3243	YOL023W
OG0000494	augustus_masked-NW_001809793.1-processed-gene-2.140-mRNA-1_1&gene=augustus_masked-NW_001809793.1-processed-gene-2.140&CDS=1-1446	YDR052C
OG0000495	augustus_masked-NW_001809793.1-processed-gene-2.141-mRNA-1_1&gene=augustus_masked-NW_001809793.1-processed-gene-2.141&CDS=1-720	YDR054C
OG0000496	augustus_masked-NW_001809793.1-processed-gene-2.121-mRNA-1_1&gene=augustus_masked-NW_001809793.1-processed-gene-2.121&CDS=1-2370	YFR016C
OG0000497	augustus_masked-NW_001809793.1-processed-gene-2.122-mRNA-1_1&gene=augustus_masked-NW_001809793.1-processed-gene-2.122&CDS=1-3573	YJL080C
OG0000498	augustus_masked-NW_001809793.1-processed-gene-2.142-mRNA-1_1&gene=augustus_masked-NW_001809793.1-processed-gene-2.142&CDS=1-1674	YOR386W
OG0000499	augustus_masked-NW_001809793.1-processed-gene-2.123-mRNA-1_1&gene=augustus_masked-NW_001809793.1-processed-gene-2.123&CDS=1-1614	YGR055W
OG0000500	augustus_masked-NW_001809793.1-processed-gene-2.124-mRNA-1_1&gene=augustus_masked-NW_001809793.1-processed-gene-2.124&CDS=1-420	YPR100W
OG0000501	maker-NW_001809793.1-snap-gene-2.147-mRNA-1_1&gene=maker-NW_001809793.1-snap-gene-2.147&CDS=1-2283	YLL057C
OG0000502	augustus_masked-NW_001809793.1-processed-gene-2.143-mRNA-1_1&gene=augustus_masked-NW_001809793.1-processed-gene-2.143&CDS=1-3807	YBL047C
OG0000503	augustus_masked-NW_001809793.1-processed-gene-2.127-mRNA-1_1&gene=augustus_masked-NW_001809793.1-processed-gene-2.127&CDS=1-600	YHR089C
OG0000504	augustus_masked-NW_001809793.1-processed-gene-2.144-mRNA-1_1&gene=augustus_masked-NW_001809793.1-processed-gene-2.144&CDS=1-981	YDR336W
OG0000505	augustus_masked-NW_001809793.1-processed-gene-3.151-mRNA-1_1&gene=augustus_masked-NW_001809793.1-processed-gene-3.151&CDS=1-5205	YKR031C
OG0000506	augustus_masked-NW_001809793.1-processed-gene-3.152-mRNA-1_1&gene=augustus_masked-NW_001809793.1-processed-gene-3.152&CDS=1-648	YHR181W
OG0000507	augustus_masked-NW_001809793.1-processed-gene-3.157-mRNA-1_1&gene=augustus_masked-NW_001809793.1-processed-gene-3.157&CDS=1-1089	YDL006W
OG0000508	genemark-NW_001809793.1-processed-gene-3.85-mRNA-1_1&gene=genemark-NW_001809793.1-processed-gene-3.85&CDS=1-4419	YKL094W
OG0000509	augustus_masked-NW_001809793.1-processed-gene-3.180-mRNA-1_1&gene=augustus_masked-NW_001809793.1-processed-gene-3.180&CDS=1-303	YDR079W
OG0000510	augustus_masked-NW_001809793.1-processed-gene-3.158-mRNA-1_1&gene=augustus_masked-NW_001809793.1-processed-gene-3.158&CDS=1-708	YDR084C
OG0000511	augustus_masked-NW_001809793.1-processed-gene-3.181-mRNA-1_1&gene=augustus_masked-NW_001809793.1-processed-gene-3.181&CDS=1-2877	YDR080W
OG0000512	augustus_masked-NW_001809793.1-processed-gene-3.159-mRNA-1_1&gene=augustus_masked-NW_001809793.1-processed-gene-3.159&CDS=1-207	YDR079C-A
OG0000513	augustus_masked-NW_001809793.1-processed-gene-3.182-mRNA-1_1&gene=augustus_masked-NW_001809793.1-processed-gene-3.182&CDS=1-2457	YER157W
OG0000514	snap_masked-NW_001809793.1-processed-gene-3.11-mRNA-1_1&gene=snap_masked-NW_001809793.1-processed-gene-3.11&CDS=1-1500	YIL150C
OG0000515	augustus_masked-NW_001809793.1-processed-gene-3.162-mRNA-1_1&gene=augustus_masked-NW_001809793.1-processed-gene-3.162&CDS=1-996	YER156C
OG0000516	maker-NW_001809793.1-augustus-gene-3.76-mRNA-1_1&gene=maker-NW_001809793.1-augustus-gene-3.76&CDS=1-2664	YBR019C
OG0000517	augustus_masked-NW_001809793.1-processed-gene-3.164-mRNA-1_1&gene=augustus_masked-NW_001809793.1-processed-gene-3.164&CDS=1-1113	YBR018C
OG0000518	augustus_masked-NW_001809793.1-processed-gene-3.165-mRNA-1_1&gene=augustus_masked-NW_001809793.1-processed-gene-3.165&CDS=1-945	YOR239W
OG0000519	augustus_masked-NW_001809793.1-processed-gene-3.166-mRNA-1_1&gene=augustus_masked-NW_001809793.1-processed-gene-3.166&CDS=1-2637	YGR003W
OG0000520	augustus_masked-NW_001809793.1-processed-gene-3.167-mRNA-1_1&gene=augustus_masked-NW_001809793.1-processed-gene-3.167&CDS=1-1647	YGR002C
OG0000521	snap_masked-NW_001809793.1-processed-gene-3.20-mRNA-1_1&gene=snap_masked-NW_001809793.1-processed-gene-3.20&CDS=1-1371	YAR002W
OG0000522	genemark-NW_001809793.1-processed-gene-3.99-mRNA-1_1&gene=genemark-NW_001809793.1-processed-gene-3.99&CDS=1-1038	YGL001C
OG0000523	snap_masked-NW_001809793.1-processed-gene-3.53-mRNA-1_1&gene=snap_masked-NW_001809793.1-processed-gene-3.53&CDS=1-858	YGR280C
OG0000524	snap_masked-NW_001809793.1-processed-gene-3.54-mRNA-1_1&gene=snap_masked-NW_001809793.1-processed-gene-3.54&CDS=1-3462	YAL001C
OG0000525	augustus_masked-NW_001809793.1-processed-gene-3.170-mRNA-1_1&gene=augustus_masked-NW_001809793.1-processed-gene-3.170&CDS=1-1209	YAL003W
OG0000526	genemark-NW_001809793.1-processed-gene-3.131-mRNA-1_1&gene=genemark-NW_001809793.1-processed-gene-3.131&CDS=1-1089	YLR321C
OG0000527	genemark-NW_001809793.1-processed-gene-3.132-mRNA-1_1&gene=genemark-NW_001809793.1-processed-gene-3.132&CDS=1-1011	YLR316C
OG0000528	snap_masked-NW_001809793.1-processed-gene-3.26-mRNA-1_1&gene=snap_masked-NW_001809793.1-processed-gene-3.26&CDS=1-2346	YLR318W
OG0000529	augustus_masked-NW_001809793.1-processed-gene-3.194-mRNA-1_1&gene=augustus_masked-NW_001809793.1-processed-gene-3.194&CDS=1-2034	YLR319C
OG0000530	augustus_masked-NW_001809793.1-processed-gene-3.195-mRNA-1_1&gene=augustus_masked-NW_001809793.1-processed-gene-3.195&CDS=1-2718	YMR308C
OG0000531	augustus_masked-NW_001809793.1-processed-gene-3.196-mRNA-1_1&gene=augustus_masked-NW_001809793.1-processed-gene-3.196&CDS=1-1101	YAL036C
OG0000532	augustus_masked-NW_001809793.1-processed-gene-3.172-mRNA-1_1&gene=augustus_masked-NW_001809793.1-processed-gene-3.172&CDS=1-3009	YAL035W
OG0000533	augustus_masked-NW_001809793.1-processed-gene-3.173-mRNA-1_1&gene=augustus_masked-NW_001809793.1-processed-gene-3.173&CDS=1-1692	YDL236W
OG0000534	augustus_masked-NW_001809793.1-processed-gene-3.174-mRNA-1_1&gene=augustus_masked-NW_001809793.1-processed-gene-3.174&CDS=1-1386	YDR072C
OG0000535	augustus_masked-NW_001809794.1-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-NW_001809794.1-processed-gene-0.56&CDS=1-1086	YBR087W
OG0000536	maker-NW_001809794.1-augustus-gene-0.91-mRNA-1_1&gene=maker-NW_001809794.1-augustus-gene-0.91&CDS=1-651	YKL041W
OG0000537	augustus_masked-NW_001809794.1-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-NW_001809794.1-processed-gene-0.78&CDS=1-699	YBL038W
OG0000538	maker-NW_001809794.1-augustus-gene-0.96-mRNA-1_1&gene=maker-NW_001809794.1-augustus-gene-0.96&CDS=1-3141	YPR047W
OG0000539	augustus_masked-NW_001809794.1-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-NW_001809794.1-processed-gene-0.58&CDS=1-1683	YKR008W
OG0000540	genemark-NW_001809794.1-processed-gene-0.42-mRNA-1_1&gene=genemark-NW_001809794.1-processed-gene-0.42&CDS=1-1509	YMR023C
OG0000541	genemark-NW_001809794.1-processed-gene-0.17-mRNA-1_1&gene=genemark-NW_001809794.1-processed-gene-0.17&CDS=1-1551	YOR311C
OG0000542	augustus_masked-NW_001809794.1-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-NW_001809794.1-processed-gene-0.81&CDS=1-627	YOR289W
OG0000543	maker-NW_001809794.1-augustus-gene-1.114-mRNA-1_1&gene=maker-NW_001809794.1-augustus-gene-1.114&CDS=1-300	YDR377W
OG0000544	maker-NW_001809794.1-augustus-gene-1.115-mRNA-1_1&gene=maker-NW_001809794.1-augustus-gene-1.115&CDS=1-255	YPR182W
OG0000545	genemark-NW_001809794.1-processed-gene-1.119-mRNA-1_1&gene=genemark-NW_001809794.1-processed-gene-1.119&CDS=1-1533	YDR376W
OG0000546	genemark-NW_001809794.1-processed-gene-1.122-mRNA-1_1&gene=genemark-NW_001809794.1-processed-gene-1.122&CDS=1-1677	YKL053C-A
OG0000547	genemark-NW_001809794.1-processed-gene-1.124-mRNA-1_1&gene=genemark-NW_001809794.1-processed-gene-1.124&CDS=1-1854	YML042W
OG0000548	augustus_masked-NW_001809794.1-processed-gene-1.31-mRNA-1_1&gene=augustus_masked-NW_001809794.1-processed-gene-1.31&CDS=1-3249	YPR049C
OG0000549	augustus_masked-NW_001809794.1-processed-gene-1.14-mRNA-1_1&gene=augustus_masked-NW_001809794.1-processed-gene-1.14&CDS=1-501	YBR137W
