	Metschnikowia_continentalis	Saccharomyces_cerevisiae
OG0000870	augustus_masked-con_s17-processed-gene-3.155-mRNA-1_1&gene=augustus_masked-con_s17-processed-gene-3.155&CDS=1-7782	YNL262W
OG0000871	augustus_masked-con_s17-processed-gene-3.156-mRNA-1_1&gene=augustus_masked-con_s17-processed-gene-3.156&CDS=1-1440	YNL261W
OG0000872	augustus_masked-con_s17-processed-gene-3.179-mRNA-1_1&gene=augustus_masked-con_s17-processed-gene-3.179&CDS=1-1089	YHR156C
OG0000873	augustus_masked-con_s17-processed-gene-3.157-mRNA-1_1&gene=augustus_masked-con_s17-processed-gene-3.157&CDS=1-429	YNL260C
OG0000874	augustus_masked-con_s17-processed-gene-3.181-mRNA-1_1&gene=augustus_masked-con_s17-processed-gene-3.181&CDS=1-984	YOR246C
OG0000875	augustus_masked-con_s17-processed-gene-3.182-mRNA-1_1&gene=augustus_masked-con_s17-processed-gene-3.182&CDS=1-1443	YOR155C
OG0000876	augustus_masked-con_s17-processed-gene-3.185-mRNA-1_1&gene=augustus_masked-con_s17-processed-gene-3.185&CDS=1-1068	YLR017W
OG0000877	augustus_masked-con_s17-processed-gene-3.186-mRNA-1_1&gene=augustus_masked-con_s17-processed-gene-3.186&CDS=1-1656	YOR245C
OG0000878	augustus_masked-con_s17-processed-gene-3.159-mRNA-1_1&gene=augustus_masked-con_s17-processed-gene-3.159&CDS=1-2355	YLL004W
OG0000879	augustus_masked-con_s17-processed-gene-3.160-mRNA-1_1&gene=augustus_masked-con_s17-processed-gene-3.160&CDS=1-753	YJR024C
OG0000880	augustus_masked-con_s17-processed-gene-3.188-mRNA-1_1&gene=augustus_masked-con_s17-processed-gene-3.188&CDS=1-285	YJR022W
OG0000881	augustus_masked-con_s17-processed-gene-3.190-mRNA-1_1&gene=augustus_masked-con_s17-processed-gene-3.190&CDS=1-1545	YOR310C
OG0000882	augustus_masked-con_s17-processed-gene-3.162-mRNA-1_1&gene=augustus_masked-con_s17-processed-gene-3.162&CDS=1-4338	YHR164C
OG0000883	augustus_masked-con_s17-processed-gene-3.194-mRNA-1_1&gene=augustus_masked-con_s17-processed-gene-3.194&CDS=1-969	YPR176C
OG0000884	augustus_masked-con_s17-processed-gene-3.195-mRNA-1_1&gene=augustus_masked-con_s17-processed-gene-3.195&CDS=1-1986	YPR175W
OG0000885	augustus_masked-con_s174-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-con_s174-processed-gene-0.23&CDS=1-1179	YPL165C
OG0000886	augustus_masked-con_s174-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-con_s174-processed-gene-0.33&CDS=1-1401	YGR093W
OG0000887	augustus_masked-con_s174-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-con_s174-processed-gene-0.25&CDS=1-1668	YPR144C
OG0000888	augustus_masked-con_s174-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-con_s174-processed-gene-0.26&CDS=1-2481	YEL032W
OG0000889	augustus_masked-con_s174-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-con_s174-processed-gene-0.27&CDS=1-747	YPL157W
OG0000890	augustus_masked-con_s174-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-con_s174-processed-gene-0.35&CDS=1-2028	YNR038W
OG0000891	augustus_masked-con_s174-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-con_s174-processed-gene-0.28&CDS=1-273	YNR037C
OG0000892	augustus_masked-con_s174-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-con_s174-processed-gene-0.36&CDS=1-1431	YCR079W
OG0000893	augustus_masked-con_s174-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-con_s174-processed-gene-0.38&CDS=1-975	YML004C
OG0000894	augustus_masked-con_s174-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-con_s174-processed-gene-0.29&CDS=1-891	YBR176W
OG0000895	snap_masked-con_s174-processed-gene-0.47-mRNA-1_1&gene=snap_masked-con_s174-processed-gene-0.47&CDS=1-3357	YGR274C
OG0000896	genemark-con_s177-processed-gene-0.0-mRNA-1_1&gene=genemark-con_s177-processed-gene-0.0&CDS=1-291	YDR379C-A
OG0000897	augustus_masked-con_s179-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-con_s179-processed-gene-0.13&CDS=1-672	YHR140W
OG0000898	augustus_masked-con_s18-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-con_s18-processed-gene-0.26&CDS=1-1059	YBR265W
OG0000899	snap_masked-con_s18-processed-gene-0.1-mRNA-1_1&gene=snap_masked-con_s18-processed-gene-0.1&CDS=1-192	YLR262C-A
OG0000900	augustus_masked-con_s18-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-con_s18-processed-gene-0.24&CDS=1-735	YJL063C
OG0000901	augustus_masked-con_s181-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-con_s181-processed-gene-0.15&CDS=1-2037	YDL074C
OG0000902	augustus_masked-con_s181-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-con_s181-processed-gene-0.11&CDS=1-2727	YBR229C
OG0000903	augustus_masked-con_s181-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-con_s181-processed-gene-0.12&CDS=1-1494	YHR206W
OG0000904	augustus_masked-con_s181-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-con_s181-processed-gene-0.13&CDS=1-1215	YKL181W
OG0000905	augustus_masked-con_s181-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-con_s181-processed-gene-0.14&CDS=1-3354	YLR410W
OG0000906	augustus_masked-con_s185-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-con_s185-processed-gene-0.6&CDS=1-2016	YHR124W
OG0000907	augustus_masked-con_s186-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-con_s186-processed-gene-0.9&CDS=1-903	YER175C
OG0000908	augustus_masked-con_s186-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-con_s186-processed-gene-0.11&CDS=1-1083	YDR297W
OG0000909	augustus_masked-con_s186-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-con_s186-processed-gene-0.7&CDS=1-594	YKR068C
OG0000910	augustus_masked-con_s188-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-con_s188-processed-gene-0.42&CDS=1-3141	YGR094W
OG0000911	augustus_masked-con_s188-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-con_s188-processed-gene-0.57&CDS=1-3627	YEL031W
OG0000912	genemark-con_s188-processed-gene-0.39-mRNA-1_1&gene=genemark-con_s188-processed-gene-0.39&CDS=1-906	YGR096W
OG0000913	augustus_masked-con_s188-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-con_s188-processed-gene-0.54&CDS=1-2106	YLR396C
OG0000914	snap_masked-con_s188-processed-gene-1.110-mRNA-1_1&gene=snap_masked-con_s188-processed-gene-1.110&CDS=1-183	YDL067C
OG0000915	augustus_masked-con_s188-processed-gene-1.1-mRNA-1_1&gene=augustus_masked-con_s188-processed-gene-1.1&CDS=1-249	YLR395C
OG0000916	augustus_masked-con_s188-processed-gene-1.3-mRNA-1_1&gene=augustus_masked-con_s188-processed-gene-1.3&CDS=1-1707	YIL101C
OG0000917	genemark-con_s188-processed-gene-1.56-mRNA-1_1&gene=genemark-con_s188-processed-gene-1.56&CDS=1-2292	YNL041C
OG0000918	augustus_masked-con_s188-processed-gene-1.30-mRNA-1_1&gene=augustus_masked-con_s188-processed-gene-1.30&CDS=1-1410	YIL103W
OG0000919	augustus_masked-con_s188-processed-gene-1.7-mRNA-1_1&gene=augustus_masked-con_s188-processed-gene-1.7&CDS=1-1518	YIL104C
OG0000920	snap_masked-con_s188-processed-gene-1.138-mRNA-1_1&gene=snap_masked-con_s188-processed-gene-1.138&CDS=1-1488	YNL042W
OG0000921	augustus_masked-con_s188-processed-gene-1.9-mRNA-1_1&gene=augustus_masked-con_s188-processed-gene-1.9&CDS=1-3417	YFR009W
OG0000922	augustus_masked-con_s188-processed-gene-1.33-mRNA-1_1&gene=augustus_masked-con_s188-processed-gene-1.33&CDS=1-303	YPL098C
OG0000923	augustus_masked-con_s188-processed-gene-1.10-mRNA-1_1&gene=augustus_masked-con_s188-processed-gene-1.10&CDS=1-444	YFR011C
OG0000924	augustus_masked-con_s188-processed-gene-1.34-mRNA-1_1&gene=augustus_masked-con_s188-processed-gene-1.34&CDS=1-3084	YFR010W
OG0000925	genemark-con_s188-processed-gene-1.62-mRNA-1_1&gene=genemark-con_s188-processed-gene-1.62&CDS=1-1737	YFR021W
OG0000926	genemark-con_s188-processed-gene-1.63-mRNA-1_1&gene=genemark-con_s188-processed-gene-1.63&CDS=1-2511	YOR249C
OG0000927	augustus_masked-con_s188-processed-gene-1.35-mRNA-1_1&gene=augustus_masked-con_s188-processed-gene-1.35&CDS=1-642	YPR113W
OG0000928	augustus_masked-con_s188-processed-gene-1.15-mRNA-1_1&gene=augustus_masked-con_s188-processed-gene-1.15&CDS=1-966	YLR354C
OG0000929	genemark-con_s188-processed-gene-1.89-mRNA-1_1&gene=genemark-con_s188-processed-gene-1.89&CDS=1-1404	YDR235W
OG0000930	augustus_masked-con_s188-processed-gene-1.40-mRNA-1_1&gene=augustus_masked-con_s188-processed-gene-1.40&CDS=1-1272	YOR303W
OG0000931	genemark-con_s188-processed-gene-1.67-mRNA-1_1&gene=genemark-con_s188-processed-gene-1.67&CDS=1-810	YPR127W
OG0000932	augustus_masked-con_s188-processed-gene-1.42-mRNA-1_1&gene=augustus_masked-con_s188-processed-gene-1.42&CDS=1-1329	YKL059C
OG0000933	augustus_masked-con_s188-processed-gene-1.18-mRNA-1_1&gene=augustus_masked-con_s188-processed-gene-1.18&CDS=1-363	YKL058W
OG0000934	augustus_masked-con_s188-processed-gene-1.45-mRNA-1_1&gene=augustus_masked-con_s188-processed-gene-1.45&CDS=1-1362	YMR027W
OG0000935	augustus_masked-con_s188-processed-gene-1.47-mRNA-1_1&gene=augustus_masked-con_s188-processed-gene-1.47&CDS=1-2118	YBR094W
OG0000936	augustus_masked-con_s188-processed-gene-1.48-mRNA-1_1&gene=augustus_masked-con_s188-processed-gene-1.48&CDS=1-1074	YKL060C
OG0000937	augustus_masked-con_s188-processed-gene-1.20-mRNA-1_1&gene=augustus_masked-con_s188-processed-gene-1.20&CDS=1-606	YPR051W
OG0000938	augustus_masked-con_s188-processed-gene-1.21-mRNA-1_1&gene=augustus_masked-con_s188-processed-gene-1.21&CDS=1-1176	YBR095C
OG0000939	augustus_masked-con_s188-processed-gene-1.22-mRNA-1_1&gene=augustus_masked-con_s188-processed-gene-1.22&CDS=1-777	YBR088C
OG0000940	augustus_masked-con_s188-processed-gene-1.49-mRNA-1_1&gene=augustus_masked-con_s188-processed-gene-1.49&CDS=1-1332	YPL259C
OG0000941	augustus_masked-con_s188-processed-gene-1.26-mRNA-1_1&gene=augustus_masked-con_s188-processed-gene-1.26&CDS=1-1320	YOL030W
OG0000942	augustus_masked-con_s188-processed-gene-1.50-mRNA-1_1&gene=augustus_masked-con_s188-processed-gene-1.50&CDS=1-1386	YDL147W
OG0000943	augustus_masked-con_s188-processed-gene-1.51-mRNA-1_1&gene=augustus_masked-con_s188-processed-gene-1.51&CDS=1-912	YER055C
OG0000944	genemark-con_s189-processed-gene-0.17-mRNA-1_1&gene=genemark-con_s189-processed-gene-0.17&CDS=1-1845	YPL155C
OG0000945	snap_masked-con_s189-processed-gene-0.6-mRNA-1_1&gene=snap_masked-con_s189-processed-gene-0.6&CDS=1-948	YOR242C
OG0000946	snap_masked-con_s19-processed-gene-0.3-mRNA-1_1&gene=snap_masked-con_s19-processed-gene-0.3&CDS=1-414	YLL050C
OG0000947	augustus_masked-con_s19-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-con_s19-processed-gene-0.6&CDS=1-9072	YLR087C
OG0000948	augustus_masked-con_s194-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-con_s194-processed-gene-0.42&CDS=1-2592	YER070W
OG0000949	augustus_masked-con_s194-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-con_s194-processed-gene-0.32&CDS=1-2037	YHR042W
OG0000950	snap_masked-con_s194-processed-gene-0.15-mRNA-1_1&gene=snap_masked-con_s194-processed-gene-0.15&CDS=1-2379	YNL085W
OG0000951	augustus_masked-con_s194-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-con_s194-processed-gene-0.44&CDS=1-1347	YPL172C
OG0000952	augustus_masked-con_s194-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-con_s194-processed-gene-0.45&CDS=1-963	YOR261C
OG0000953	snap_masked-con_s194-processed-gene-0.18-mRNA-1_1&gene=snap_masked-con_s194-processed-gene-0.18&CDS=1-288	YOR265W
OG0000954	augustus_masked-con_s194-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-con_s194-processed-gene-0.34&CDS=1-1569	YBL015W
OG0000955	augustus_masked-con_s194-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-con_s194-processed-gene-0.35&CDS=1-1395	YFL016C
OG0000956	augustus_masked-con_s194-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-con_s194-processed-gene-0.49&CDS=1-1092	YLR216C
OG0000957	augustus_masked-con_s194-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-con_s194-processed-gene-0.51&CDS=1-1431	YKL143W
OG0000958	augustus_masked-con_s194-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-con_s194-processed-gene-0.37&CDS=1-2124	YDL141W
OG0000959	augustus_masked-con_s194-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-con_s194-processed-gene-0.38&CDS=1-381	YDL008W
OG0000960	augustus_masked-con_s194-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-con_s194-processed-gene-0.39&CDS=1-1014	YNR041C
OG0000961	augustus_masked-con_s194-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-con_s194-processed-gene-0.41&CDS=1-1938	YDR143C
OG0000962	augustus_masked-con_s194-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-con_s194-processed-gene-0.54&CDS=1-825	YGL050W
OG0000963	snap_masked-con_s194-processed-gene-0.29-mRNA-1_1&gene=snap_masked-con_s194-processed-gene-0.29&CDS=1-3768	YLR309C
OG0000964	augustus_masked-con_s199-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-con_s199-processed-gene-0.65&CDS=1-1062	YLR420W
OG0000965	augustus_masked-con_s199-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-con_s199-processed-gene-0.58&CDS=1-429	YPR082C
OG0000966	augustus_masked-con_s199-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-con_s199-processed-gene-0.67&CDS=1-627	YLR178C
OG0000967	augustus_masked-con_s199-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-con_s199-processed-gene-0.68&CDS=1-1194	YOR358W
OG0000968	snap_masked-con_s199-processed-gene-0.27-mRNA-1_1&gene=snap_masked-con_s199-processed-gene-0.27&CDS=1-828	YHR029C
OG0000969	augustus_masked-con_s2-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-con_s2-processed-gene-0.6&CDS=1-2292	YGL009C
OG0000970	snap_masked-con_s20-processed-gene-0.0-mRNA-1_1&gene=snap_masked-con_s20-processed-gene-0.0&CDS=1-1017	YEL004W
OG0000971	augustus_masked-con_s20-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-con_s20-processed-gene-0.3&CDS=1-2520	YJL102W
OG0000972	augustus_masked-con_s200-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-con_s200-processed-gene-0.2&CDS=1-777	YPR060C
OG0000973	augustus_masked-con_s200-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-con_s200-processed-gene-0.3&CDS=1-882	YPR061C
OG0000974	augustus_masked-con_s203-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-con_s203-processed-gene-0.13&CDS=1-1470	YGL112C
OG0000975	augustus_masked-con_s203-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-con_s203-processed-gene-0.11&CDS=1-1722	YLR149C
OG0000976	augustus_masked-con_s203-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-con_s203-processed-gene-0.12&CDS=1-2118	YLR103C
OG0000977	snap_masked-con_s203-processed-gene-0.4-mRNA-1_1&gene=snap_masked-con_s203-processed-gene-0.4&CDS=1-1938	YDR323C
OG0000978	augustus_masked-con_s203-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-con_s203-processed-gene-0.16&CDS=1-267	YDR322C-A
OG0000979	augustus_masked-con_s204-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-con_s204-processed-gene-0.10&CDS=1-3906	YNL250W
OG0000980	augustus_masked-con_s204-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-con_s204-processed-gene-0.11&CDS=1-2667	YOR113W
OG0000981	augustus_masked-con_s206-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-con_s206-processed-gene-0.59&CDS=1-3990	YLR084C
OG0000982	augustus_masked-con_s206-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-con_s206-processed-gene-0.50&CDS=1-1920	YDR108W
OG0000983	augustus_masked-con_s206-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-con_s206-processed-gene-0.60&CDS=1-2730	YPR019W
OG0000984	genemark-con_s206-processed-gene-0.42-mRNA-1_1&gene=genemark-con_s206-processed-gene-0.42&CDS=1-1254	YPL101W
OG0000985	augustus_masked-con_s206-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-con_s206-processed-gene-0.52&CDS=1-1416	YDR105C
OG0000986	augustus_masked-con_s206-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-con_s206-processed-gene-0.53&CDS=1-372	YPR020W
OG0000987	augustus_masked-con_s206-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-con_s206-processed-gene-0.62&CDS=1-1668	YGL171W
OG0000988	augustus_masked-con_s206-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-con_s206-processed-gene-0.54&CDS=1-618	YLR312W-A
OG0000989	augustus_masked-con_s206-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-con_s206-processed-gene-0.56&CDS=1-939	YDL237W
OG0000990	augustus_masked-con_s206-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-con_s206-processed-gene-0.63&CDS=1-969	YOR130C
OG0000991	snap_masked-con_s206-processed-gene-0.20-mRNA-1_1&gene=snap_masked-con_s206-processed-gene-0.20&CDS=1-420	YOL040C
OG0000992	genemark-con_s206-processed-gene-0.37-mRNA-1_1&gene=genemark-con_s206-processed-gene-0.37&CDS=1-327	YDR382W
OG0000993	augustus_masked-con_s21-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-con_s21-processed-gene-0.13&CDS=1-1038	YJR100C
OG0000994	augustus_masked-con_s21-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-con_s21-processed-gene-0.14&CDS=1-933	YJR095W
OG0000995	augustus_masked-con_s21-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-con_s21-processed-gene-0.15&CDS=1-1356	YNL237W
OG0000996	augustus_masked-con_s21-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-con_s21-processed-gene-0.10&CDS=1-2604	YNL238W
OG0000997	augustus_masked-con_s21-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-con_s21-processed-gene-0.11&CDS=1-1506	YNL241C
OG0000998	augustus_masked-con_s211-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-con_s211-processed-gene-0.31&CDS=1-1137	YOR007C
OG0000999	snap_masked-con_s211-processed-gene-0.10-mRNA-1_1&gene=snap_masked-con_s211-processed-gene-0.10&CDS=1-3654	YML002W
OG0001000	genemark-con_s211-processed-gene-0.52-mRNA-1_1&gene=genemark-con_s211-processed-gene-0.52&CDS=1-1026	YOR006C
OG0001001	augustus_masked-con_s211-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-con_s211-processed-gene-0.35&CDS=1-1362	YJL026W
OG0001002	genemark-con_s211-processed-gene-0.47-mRNA-1_1&gene=genemark-con_s211-processed-gene-0.47&CDS=1-1308	YDR393W
OG0001003	snap_masked-con_s211-processed-gene-0.18-mRNA-1_1&gene=snap_masked-con_s211-processed-gene-0.18&CDS=1-468	YML073C
OG0001004	maker-con_s211-augustus-gene-0.23-mRNA-1_1&gene=maker-con_s211-augustus-gene-0.23&CDS=1-4239	YML072C
OG0001005	snap_masked-con_s211-processed-gene-0.6-mRNA-1_1&gene=snap_masked-con_s211-processed-gene-0.6&CDS=1-570	YML064C
OG0001006	augustus_masked-con_s212-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-con_s212-processed-gene-0.12&CDS=1-1098	YJR062C
OG0001007	augustus_masked-con_s212-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-con_s212-processed-gene-0.16&CDS=1-4170	YJR033C
OG0001008	augustus_masked-con_s212-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-con_s212-processed-gene-0.21&CDS=1-345	YJR034W
OG0001009	genemark-con_s212-processed-gene-0.26-mRNA-1_1&gene=genemark-con_s212-processed-gene-0.26&CDS=1-3516	YML049C
OG0001010	augustus_masked-con_s214-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-con_s214-processed-gene-0.7&CDS=1-1368	YDR190C
OG0001011	augustus_masked-con_s214-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-con_s214-processed-gene-0.10&CDS=1-1908	YDR189W
OG0001012	augustus_masked-con_s214-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-con_s214-processed-gene-0.12&CDS=1-1659	YDR188W
OG0001013	augustus_masked-con_s215-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-con_s215-processed-gene-0.3&CDS=1-1011	YBR046C
OG0001014	augustus_masked-con_s219-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-con_s219-processed-gene-0.48&CDS=1-1002	YHR040W
OG0001015	augustus_masked-con_s219-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-con_s219-processed-gene-0.49&CDS=1-672	YOR319W
OG0001016	augustus_masked-con_s219-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-con_s219-processed-gene-0.50&CDS=1-1428	YNR023W
OG0001017	augustus_masked-con_s219-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-con_s219-processed-gene-0.51&CDS=1-1737	YLL028W
OG0001018	augustus_masked-con_s219-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-con_s219-processed-gene-0.52&CDS=1-771	YNL312W
OG0001019	augustus_masked-con_s219-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-con_s219-processed-gene-0.73&CDS=1-5061	YLR247C
OG0001020	augustus_masked-con_s219-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-con_s219-processed-gene-0.74&CDS=1-1596	YLR248W
OG0001021	augustus_masked-con_s219-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-con_s219-processed-gene-0.53&CDS=1-723	YNL010W
OG0001022	genemark-con_s219-processed-gene-0.119-mRNA-1_1&gene=genemark-con_s219-processed-gene-0.119&CDS=1-300	YGL070C
OG0001023	genemark-con_s219-processed-gene-0.98-mRNA-1_1&gene=genemark-con_s219-processed-gene-0.98&CDS=1-513	YGL068W
OG0001024	augustus_masked-con_s219-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-con_s219-processed-gene-0.55&CDS=1-738	YKL206C
OG0001025	augustus_masked-con_s219-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-con_s219-processed-gene-0.76&CDS=1-1866	YDL178W
OG0001026	augustus_masked-con_s219-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-con_s219-processed-gene-0.58&CDS=1-393	YKL170W
OG0001027	augustus_masked-con_s219-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-con_s219-processed-gene-0.59&CDS=1-2175	YIL078W
OG0001028	augustus_masked-con_s219-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-con_s219-processed-gene-0.61&CDS=1-2202	YOR022C
OG0001029	augustus_masked-con_s219-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-con_s219-processed-gene-0.77&CDS=1-618	YOR021C
OG0001030	augustus_masked-con_s219-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-con_s219-processed-gene-0.62&CDS=1-681	YDR408C
