"","X1","X.1","X","OG","branch_select","number_select","sce","species_select","clade_with_trait","species_with_trait","select_clade_all","species_select_ratio","clade_select_ratio","Select_species","fcc","vote_percentage"
"961",961,961,4416,"OG1965","Node82, Node89",2,"YNL163C","yHMPu5000035662_Meyerozyma_caribbica_Seq_3012,Candida_auris_Seq_2076,Candida_orthopsilosis_Seq_3618,Ogataea_polymorpha_Seq_4072,yHMPu5000034885_Ogataea_zsoltii_Seq_3556",4,17,2,0.294117647058824,0.5,5,NA,NA
"962",962,962,4423,"OG2479","Node14, Node68",2,"YDL132W","yHAB143_Kazachstania_siamensis_Seq_4988,Nakaseomyces_bracarensis_Seq_5296,Nakaseomyces_nivariensis_Seq_656,Kluyveromyces_marxianus_Seq_4427,Eremothecium_coryli_Seq_3912,Eremothecium_sinecaudum_Seq_3346,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_668,Arxula_adeninivorans_Seq_4374",4,16,2,0.5,0.5,8,NA,NA
"963",963,963,4427,"OG2129","Node23, Ogataea_polymorpha_Seq_1509",2,"YOR074C","Candida_auris_Seq_2502,yHMPu5000035662_Meyerozyma_caribbica_Seq_1363,yHMPu5000034933_Kuraishia_molischiana_Seq_2821,Ogataea_polymorpha_Seq_1509,yHMPu5000034885_Ogataea_zsoltii_Seq_1514,Ogataea_polymorpha_Seq_1509",4,17,2,0.294117647058824,0.5,5,NA,NA
"964",964,964,4438,"OG4650","Node7, yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_2150",2,"YLR325C","yHAB143_Kazachstania_siamensis_Seq_2594,Nakaseomyces_bracarensis_Seq_1594,Nakaseomyces_nivariensis_Seq_3459,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_2150",4,11,2,0.363636363636364,0.5,4,NA,NA
"965",965,965,4446,"OG1338","Node15, Node42",2,"YDL019C","yHMPu5000034885_Ogataea_zsoltii_Seq_4110,Ogataea_polymorpha_Seq_4021,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_4040,Arxula_adeninivorans_Seq_94,Saprochaete_clavata_Seq_5981,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_5818",4,15,2,0.4,0.5,6,NA,NA
"966",966,966,4447,"OG1807","Node32, Node9",2,"YLR284C","yHMPu5000034675_Blastobotrys_mokoenaii_Seq_1280,Arxula_adeninivorans_Seq_5390,Nakaseomyces_bracarensis_Seq_488,Nakaseomyces_nivariensis_Seq_845,yHAB143_Kazachstania_siamensis_Seq_39,Kluyveromyces_marxianus_Seq_2722,Eremothecium_sinecaudum_Seq_3376",4,15,2,0.466666666666667,0.5,7,NA,NA
"967",967,967,4457,"OG1636","Node67, Node73",2,"YKL205W","Kluyveromyces_marxianus_Seq_833,Eremothecium_coryli_Seq_4412,Eremothecium_sinecaudum_Seq_383,yHAB143_Kazachstania_siamensis_Seq_4908,Nakaseomyces_bracarensis_Seq_4926,Nakaseomyces_nivariensis_Seq_1303,yHAB143_Kazachstania_siamensis_Seq_4908,Nakaseomyces_bracarensis_Seq_4926,Nakaseomyces_nivariensis_Seq_1303",4,17,1,0.352941176470588,0.25,6,NA,NA
"968",968,968,4463,"OG1859","Node48, Node83",2,"YGR243W","Eremothecium_sinecaudum_Seq_3182,Nakaseomyces_bracarensis_Seq_1132,Nakaseomyces_nivariensis_Seq_4886,yHMPu5000034625_Pichia_kudriavzevii_Seq_4233,yHMPu5000034933_Kuraishia_molischiana_Seq_5495,yHMPu5000034885_Ogataea_zsoltii_Seq_1865",4,14,2,0.428571428571429,0.5,6,NA,NA
"969",969,969,4471,"OG3357","Node25, Node82",2,"YOR122C","Saprochaete_clavata_Seq_1021,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_1396,Arxula_adeninivorans_Seq_3221,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_5877,yHMPu5000034885_Ogataea_zsoltii_Seq_509,yHMPu5000034625_Pichia_kudriavzevii_Seq_683",4,16,2,0.375,0.5,6,NA,NA
"970",970,970,4498,"OG2535","Node64, Node68",2,"YLR032W","Eremothecium_coryli_Seq_2665,Eremothecium_sinecaudum_Seq_3867,yHAB143_Kazachstania_siamensis_Seq_3479,Nakaseomyces_bracarensis_Seq_1654,Nakaseomyces_nivariensis_Seq_3796,yHAB143_Kazachstania_siamensis_Seq_3479,Nakaseomyces_bracarensis_Seq_1654,Nakaseomyces_nivariensis_Seq_3796",4,16,1,0.3125,0.25,5,NA,NA
"971",971,971,4529,"OG3094","Eremothecium_coryli_Seq_1629, Node54",2,"YBR095C","yHAB143_Kazachstania_siamensis_Seq_662,Nakaseomyces_bracarensis_Seq_3643,Nakaseomyces_nivariensis_Seq_593,Kluyveromyces_marxianus_Seq_1085,Eremothecium_coryli_Seq_1629,Eremothecium_sinecaudum_Seq_413,Eremothecium_coryli_Seq_1629",4,15,1,0.4,0.25,6,NA,NA
"972",972,972,4555,"OG3539","Node41, Node9",2,"YJR101W","Saprochaete_clavata_Seq_6625,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_3455,yHAB143_Kazachstania_siamensis_Seq_1650,Kluyveromyces_marxianus_Seq_2414,Nakaseomyces_bracarensis_Seq_4839,Nakaseomyces_nivariensis_Seq_2608,Eremothecium_coryli_Seq_3572,Eremothecium_sinecaudum_Seq_4299",4,15,2,0.533333333333333,0.5,8,NA,NA
"973",973,973,4589,"OG1578","Node10, Node77",2,"YMR239C","Ogataea_polymorpha_Seq_1303,yHMPu5000034885_Ogataea_zsoltii_Seq_1927,yHMPu5000035662_Meyerozyma_caribbica_Seq_3746,Candida_auris_Seq_2588,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_7898,Saprochaete_clavata_Seq_5167",4,14,3,0.428571428571429,0.75,6,NA,NA
"974",974,974,4603,"OG2655","Node52, Node74",2,"YOR202W","yHMPu5000034675_Blastobotrys_mokoenaii_Seq_4182,Arxula_adeninivorans_Seq_4079,yHMPu5000034933_Kuraishia_molischiana_Seq_2499,yHMPu5000034885_Ogataea_zsoltii_Seq_1513",4,14,2,0.285714285714286,0.5,4,NA,NA
"975",975,975,4605,"OG2305","Node69, Node9",2,"YMR002W","Arxula_adeninivorans_Seq_3977,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_2035,yHMPu5000034625_Pichia_kudriavzevii_Seq_5210,yHMPu5000034885_Ogataea_zsoltii_Seq_1805,Ogataea_polymorpha_Seq_2453",4,17,2,0.294117647058824,0.5,5,NA,NA
"976",976,976,4612,"OG4398","Node1, Node17",2,"YDR399W","Candida_auris_Seq_1248,yHMPu5000035662_Meyerozyma_caribbica_Seq_3164,Candida_orthopsilosis_Seq_458,yHAB143_Kazachstania_siamensis_Seq_1046,Nakaseomyces_bracarensis_Seq_5155,Nakaseomyces_nivariensis_Seq_3259",4,8,2,0.75,0.5,6,NA,NA
"977",977,977,4613,"OG2583","Node79, Node83",2,"YNL075W","Eremothecium_coryli_Seq_3856,Eremothecium_sinecaudum_Seq_1368,yHAB143_Kazachstania_siamensis_Seq_4479,Kluyveromyces_marxianus_Seq_3653,Nakaseomyces_bracarensis_Seq_2516,Nakaseomyces_nivariensis_Seq_1699,yHAB143_Kazachstania_siamensis_Seq_4479,Kluyveromyces_marxianus_Seq_3653,Nakaseomyces_bracarensis_Seq_2516,Nakaseomyces_nivariensis_Seq_1699",4,17,1,0.352941176470588,0.25,6,NA,NA
"978",978,978,4615,"OG1526","Node10, Node73",2,"YDR006C","yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_4043,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_4385,Arxula_adeninivorans_Seq_2137,yHAB143_Kazachstania_siamensis_Seq_3683,Eremothecium_coryli_Seq_2833,Eremothecium_sinecaudum_Seq_3304",4,13,2,0.461538461538462,0.5,6,NA,NA
"979",979,979,4659,"OG2928","Node45, Node5",2,"YML080W","Kluyveromyces_marxianus_Seq_1798,Eremothecium_coryli_Seq_2936,Eremothecium_sinecaudum_Seq_2406,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_220,Arxula_adeninivorans_Seq_1835",4,10,2,0.5,0.5,5,NA,NA
"980",980,980,4664,"OG5381","Node23, yHMPu5000034885_Ogataea_zsoltii_Seq_1790",2,NA,"Ogataea_polymorpha_Seq_917,yHMPu5000034885_Ogataea_zsoltii_Seq_1790,yHMPu5000034885_Ogataea_zsoltii_Seq_1790",4,4,1,0.5,0.25,2,NA,NA
"981",981,981,4667,"OG4140","Node46, Node8",2,"YNL307C","Candida_orthopsilosis_Seq_1785,Candida_auris_Seq_3156,yHMPu5000035662_Meyerozyma_caribbica_Seq_673,Ogataea_polymorpha_Seq_2528,yHMPu5000034885_Ogataea_zsoltii_Seq_5061",4,12,2,0.416666666666667,0.5,5,NA,NA
"982",982,982,4671,"OG1331","Node39, Node62",2,"YDL178W","yHMPu5000034933_Kuraishia_molischiana_Seq_1634,Ogataea_polymorpha_Seq_1717,yHMPu5000034885_Ogataea_zsoltii_Seq_1018,yHAB143_Kazachstania_siamensis_Seq_63,Nakaseomyces_bracarensis_Seq_3034,Nakaseomyces_nivariensis_Seq_2148",4,17,2,0.352941176470588,0.5,6,NA,NA
"983",983,983,4672,"OG2394","Node65, Node68",2,"YNL169C","yHAB143_Kazachstania_siamensis_Seq_539,Kluyveromyces_marxianus_Seq_1354,Eremothecium_coryli_Seq_1625,Eremothecium_sinecaudum_Seq_3669,Nakaseomyces_bracarensis_Seq_4980,Nakaseomyces_nivariensis_Seq_3603,Kluyveromyces_marxianus_Seq_1354,Eremothecium_coryli_Seq_1625,Eremothecium_sinecaudum_Seq_3669",4,15,1,0.4,0.25,6,NA,NA
"984",984,984,4697,"OG4022","Node47, Node66",2,"YNL312W","Candida_auris_Seq_3124,yHMPu5000034933_Kuraishia_molischiana_Seq_1732,Candida_orthopsilosis_Seq_529,yHMPu5000035662_Meyerozyma_caribbica_Seq_4627,yHAB143_Kazachstania_siamensis_Seq_3459,Nakaseomyces_bracarensis_Seq_2432,Nakaseomyces_nivariensis_Seq_854",4,15,3,0.466666666666667,0.75,7,NA,NA
"985",985,985,4698,"OG2369","Node2, Node80",2,"YBR256C","Candida_orthopsilosis_Seq_4937,Candida_auris_Seq_2174,yHMPu5000035662_Meyerozyma_caribbica_Seq_1096,Nakaseomyces_bracarensis_Seq_3507,Nakaseomyces_nivariensis_Seq_1484,Kluyveromyces_marxianus_Seq_1055,Eremothecium_coryli_Seq_3191,Eremothecium_sinecaudum_Seq_505",4,16,2,0.5,0.5,8,NA,NA
"986",986,986,4710,"OG2944","Node47, Node53",2,"YDR166C","Kluyveromyces_marxianus_Seq_1740,Eremothecium_coryli_Seq_584,Eremothecium_sinecaudum_Seq_3320,yHAB143_Kazachstania_siamensis_Seq_1372,Nakaseomyces_bracarensis_Seq_2908,Nakaseomyces_nivariensis_Seq_2430,yHAB143_Kazachstania_siamensis_Seq_1372,Nakaseomyces_bracarensis_Seq_2908,Nakaseomyces_nivariensis_Seq_2430",4,16,1,0.375,0.25,6,NA,NA
"987",987,987,4732,"OG5310","Node42, yHMPu5000034885_Ogataea_zsoltii_Seq_3635",2,"YNL122C","Nakaseomyces_nivariensis_Seq_3918,Nakaseomyces_bracarensis_Seq_1621,yHMPu5000034885_Ogataea_zsoltii_Seq_3635",4,9,2,0.333333333333333,0.5,3,NA,NA
"988",988,988,4733,"OG4052","Node41, Node66",2,"YNL252C","Saprochaete_clavata_Seq_4809,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_1106,Candida_orthopsilosis_Seq_1138,Candida_auris_Seq_1080,yHMPu5000035662_Meyerozyma_caribbica_Seq_334",4,11,2,0.454545454545455,0.5,5,NA,NA
"989",989,989,4766,"OG3167","Candida_orthopsilosis_Seq_1577, yHMPu5000034625_Pichia_kudriavzevii_Seq_2565",2,"YOR052C","Candida_orthopsilosis_Seq_1577,yHMPu5000034625_Pichia_kudriavzevii_Seq_2565",4,16,2,0.125,0.5,2,NA,NA
"990",990,990,4771,"OG1820","Node47, Node57",2,"YFR031C","Candida_orthopsilosis_Seq_2428,Candida_auris_Seq_3063,yHMPu5000035662_Meyerozyma_caribbica_Seq_3740,yHMPu5000034933_Kuraishia_molischiana_Seq_3168,yHMPu5000034625_Pichia_kudriavzevii_Seq_3456,Ogataea_polymorpha_Seq_923,yHMPu5000034885_Ogataea_zsoltii_Seq_1613,Ogataea_polymorpha_Seq_923,yHMPu5000034885_Ogataea_zsoltii_Seq_1613",4,17,2,0.411764705882353,0.5,7,NA,NA
"991",991,991,4776,"OG3525","Node5, Node59",2,"YKL106W","yHMPu5000034933_Kuraishia_molischiana_Seq_4882,Ogataea_polymorpha_Seq_2958,yHMPu5000034885_Ogataea_zsoltii_Seq_1275,Eremothecium_sinecaudum_Seq_3374,Eremothecium_coryli_Seq_1690,Kluyveromyces_marxianus_Seq_3536,yHAB143_Kazachstania_siamensis_Seq_4971,Nakaseomyces_bracarensis_Seq_5022,Nakaseomyces_nivariensis_Seq_5172",4,16,2,0.5625,0.5,9,NA,NA
"992",992,992,4778,"OG2667","Node40, Node74",2,"YCL031C","Saprochaete_clavata_Seq_2662,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_7295,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_1298,Arxula_adeninivorans_Seq_643,Candida_orthopsilosis_Seq_4654,Candida_auris_Seq_2024,yHMPu5000035662_Meyerozyma_caribbica_Seq_355",4,16,2,0.4375,0.5,7,NA,NA
"993",993,993,4789,"OG6482","Saprochaete_clavata_Seq_5300, yHMPu5000034675_Blastobotrys_mokoenaii_Seq_2261",2,NA,"Saprochaete_clavata_Seq_5300,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_2261",4,4,1,0.5,0.25,2,NA,NA
"994",994,994,4799,"OG1476","Node39, Node60",2,"YDL153C","Saprochaete_clavata_Seq_1426,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_2708,yHAB143_Kazachstania_siamensis_Seq_3198,Nakaseomyces_bracarensis_Seq_5328,Nakaseomyces_nivariensis_Seq_2480",4,15,2,0.333333333333333,0.5,5,NA,NA
"995",995,995,7,"OG3227","Node56",1,"YDL156W","yHMPu5000034625_Pichia_kudriavzevii_Seq_3944,Ogataea_polymorpha_Seq_2573,yHMPu5000034885_Ogataea_zsoltii_Seq_1393",4,14,1,0.214285714285714,0.25,3,NA,NA
"996",996,996,20,"OG1624","Node90",1,"YBR229C","Nakaseomyces_bracarensis_Seq_966,Nakaseomyces_nivariensis_Seq_1658",4,17,1,0.117647058823529,0.25,2,NA,NA
"997",997,997,28,"OG6842","Node12",1,NA,"yHMPu5000034675_Blastobotrys_mokoenaii_Seq_2921,Arxula_adeninivorans_Seq_4991",4,4,1,0.5,0.25,2,NA,NA
"998",998,998,29,"OG4873","Node27",1,NA,"Ogataea_polymorpha_Seq_2586,yHMPu5000034885_Ogataea_zsoltii_Seq_5317",4,7,1,0.285714285714286,0.25,2,NA,NA
"999",999,999,30,"OG4783","Candida_orthopsilosis_Seq_2633",1,NA,"Candida_orthopsilosis_Seq_2633",4,10,1,0.1,0.25,1,NA,NA
"1000",1000,1000,42,"OG5083","Node25",1,NA,"Candida_orthopsilosis_Seq_1713,Candida_auris_Seq_2121,yHMPu5000035662_Meyerozyma_caribbica_Seq_2317",4,7,1,0.428571428571429,0.25,3,NA,NA
"1001",1001,1001,47,"OG2445","Node29",1,"YDR092W","Candida_auris_Seq_3367,yHMPu5000035662_Meyerozyma_caribbica_Seq_4084",4,15,1,0.133333333333333,0.25,2,NA,NA
"1002",1002,1002,53,"OG2863","Node64",1,"YNL035C","yHMPu5000035662_Meyerozyma_caribbica_Seq_2511,Candida_auris_Seq_4971,Candida_orthopsilosis_Seq_1265",4,16,1,0.1875,0.25,3,NA,NA
"1003",1003,1003,61,"OG5908","Node20",1,"YDR124W","Eremothecium_coryli_Seq_261,Eremothecium_sinecaudum_Seq_1587",4,3,1,0.666666666666667,0.25,2,NA,NA
"1004",1004,1004,70,"OG2527","Node60",1,"YDL148C","yHAB143_Kazachstania_siamensis_Seq_4483,Nakaseomyces_bracarensis_Seq_1941,Nakaseomyces_nivariensis_Seq_2506",4,16,1,0.1875,0.25,3,NA,NA
"1005",1005,1005,82,"OG6603","Arxula_adeninivorans_Seq_1320",1,NA,"Arxula_adeninivorans_Seq_1320",4,4,1,0.25,0.25,1,NA,NA
"1006",1006,1006,83,"OG5269","Node32",1,NA,"yHMPu5000034885_Ogataea_zsoltii_Seq_1249,Ogataea_polymorpha_Seq_2806",4,4,1,0.5,0.25,2,NA,NA
"1007",1007,1007,85,"OG3122","Node20",1,"YKL188C","yHAB143_Kazachstania_siamensis_Seq_4389,Nakaseomyces_bracarensis_Seq_3277,Nakaseomyces_nivariensis_Seq_3885",4,17,1,0.176470588235294,0.25,3,NA,NA
"1008",1008,1008,86,"OG2730","Candida_orthopsilosis_Seq_1557",1,"YOR286W","Candida_orthopsilosis_Seq_1557",4,13,1,0.0769230769230769,0.25,1,NA,NA
"1009",1009,1009,88,"OG2260","Node2",1,"YDR264C","Kluyveromyces_marxianus_Seq_3626,Eremothecium_coryli_Seq_4333,Eremothecium_sinecaudum_Seq_1358",4,14,1,0.214285714285714,0.25,3,NA,NA
"1010",1010,1010,96,"OG3510","Node64",1,"YJL031C","Eremothecium_coryli_Seq_2737,Eremothecium_sinecaudum_Seq_874,Kluyveromyces_marxianus_Seq_4067,yHAB143_Kazachstania_siamensis_Seq_710,Nakaseomyces_bracarensis_Seq_314,Nakaseomyces_nivariensis_Seq_4116",4,17,1,0.352941176470588,0.25,6,NA,NA
"1011",1011,1011,101,"OG2652","Node48",1,"YNL289W","yHMPu5000034625_Pichia_kudriavzevii_Seq_1002,Ogataea_polymorpha_Seq_641,yHMPu5000034885_Ogataea_zsoltii_Seq_541",4,17,1,0.176470588235294,0.25,3,NA,NA
"1012",1012,1012,102,"OG2584","Node43",1,"YAL001C","yHMPu5000034933_Kuraishia_molischiana_Seq_914,yHMPu5000034625_Pichia_kudriavzevii_Seq_1916,Ogataea_polymorpha_Seq_141,yHMPu5000034885_Ogataea_zsoltii_Seq_1583",4,16,1,0.25,0.25,4,NA,NA
"1013",1013,1013,103,"OG3396","Node68",1,"YML104C","yHMPu5000035662_Meyerozyma_caribbica_Seq_402,Candida_auris_Seq_2067,Candida_orthopsilosis_Seq_4015",4,15,1,0.2,0.25,3,NA,NA
"1014",1014,1014,105,"OG3936","Node8",1,"YLR292C","Candida_orthopsilosis_Seq_1635,Candida_auris_Seq_4240,yHMPu5000035662_Meyerozyma_caribbica_Seq_3827",4,13,1,0.230769230769231,0.25,3,NA,NA
"1015",1015,1015,109,"OG5412","Node1",1,NA,"Ogataea_polymorpha_Seq_2868,yHMPu5000034885_Ogataea_zsoltii_Seq_477",4,6,1,0.333333333333333,0.25,2,NA,NA
"1016",1016,1016,110,"OG3759","Node65",1,"YOR059C","Ogataea_polymorpha_Seq_2971,yHMPu5000034885_Ogataea_zsoltii_Seq_2840",4,14,1,0.142857142857143,0.25,2,NA,NA
"1017",1017,1017,117,"OG4312","Node49",1,"YBR149W","Candida_orthopsilosis_Seq_3816,Candida_auris_Seq_5120,yHMPu5000035662_Meyerozyma_caribbica_Seq_4301",4,9,1,0.333333333333333,0.25,3,NA,NA
"1018",1018,1018,120,"OG2509","Node45",1,"YDR372C","yHMPu5000034625_Pichia_kudriavzevii_Seq_2664,yHMPu5000034933_Kuraishia_molischiana_Seq_3786,Ogataea_polymorpha_Seq_1613,yHMPu5000034885_Ogataea_zsoltii_Seq_4324",4,16,1,0.25,0.25,4,NA,NA
"1019",1019,1019,122,"OG5386","Node14",1,NA,"Candida_auris_Seq_643,yHMPu5000035662_Meyerozyma_caribbica_Seq_4480",4,5,1,0.4,0.25,2,NA,NA
"1020",1020,1020,124,"OG1815","Node64",1,"YLR377C","yHMPu5000035662_Meyerozyma_caribbica_Seq_183,Ogataea_polymorpha_Seq_1020,yHMPu5000034885_Ogataea_zsoltii_Seq_1776",4,14,2,0.214285714285714,0.5,3,NA,NA
"1021",1021,1021,134,"OG2372","Nakaseomyces_nivariensis_Seq_144",1,"YER117W","Nakaseomyces_nivariensis_Seq_144",4,16,1,0.0625,0.25,1,NA,NA
"1022",1022,1022,135,"OG3560","Node20",1,"YGL122C","yHAB143_Kazachstania_siamensis_Seq_2396,Nakaseomyces_bracarensis_Seq_5229,Nakaseomyces_nivariensis_Seq_2349",4,13,1,0.230769230769231,0.25,3,NA,NA
"1023",1023,1023,137,"OG2622","yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_7392",1,"YGL078C","yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_7392",4,15,1,0.0666666666666667,0.25,1,NA,NA
"1024",1024,1024,138,"OG1687","Node8",1,"YMR165C","Saprochaete_clavata_Seq_6537,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_7745",4,11,1,0.181818181818182,0.25,2,NA,NA
"1025",1025,1025,140,"OG1977","Node15",1,"YBL033C","Arxula_adeninivorans_Seq_3432,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_180,Saprochaete_clavata_Seq_4112,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_5995",4,17,1,0.235294117647059,0.25,4,NA,NA
"1026",1026,1026,149,"OG4270","Node41",1,"YPR049C","Saprochaete_clavata_Seq_4495,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_653",4,13,1,0.153846153846154,0.25,2,NA,NA
"1027",1027,1027,152,"OG2477","Node29",1,"YBR101C","Ogataea_polymorpha_Seq_3503,yHMPu5000034885_Ogataea_zsoltii_Seq_3406,yHMPu5000034933_Kuraishia_molischiana_Seq_264,Candida_auris_Seq_2970,yHMPu5000035662_Meyerozyma_caribbica_Seq_3914",4,17,2,0.294117647058824,0.5,5,NA,NA
"1028",1028,1028,153,"OG3265","Node55",1,"YOR043W","yHAB143_Kazachstania_siamensis_Seq_4881,Nakaseomyces_bracarensis_Seq_1066,Nakaseomyces_nivariensis_Seq_2153,Kluyveromyces_marxianus_Seq_2209,Eremothecium_coryli_Seq_2642,Eremothecium_sinecaudum_Seq_3008",4,16,1,0.375,0.25,6,NA,NA
"1029",1029,1029,160,"OG5637","Node1",1,NA,"yHMPu5000035662_Meyerozyma_caribbica_Seq_3619,Candida_auris_Seq_495,Candida_orthopsilosis_Seq_2182",4,5,1,0.6,0.25,3,NA,NA
"1030",1030,1030,168,"OG2393","Node52",1,"YHL004W","Ogataea_polymorpha_Seq_736,yHMPu5000034625_Pichia_kudriavzevii_Seq_3049,yHMPu5000034885_Ogataea_zsoltii_Seq_2053",4,17,1,0.176470588235294,0.25,3,NA,NA
"1031",1031,1031,175,"OG4831","Node4",1,"YJL131C","Nakaseomyces_bracarensis_Seq_1527,Nakaseomyces_nivariensis_Seq_2100",4,9,1,0.222222222222222,0.25,2,NA,NA
"1032",1032,1032,182,"OG2515","Node56",1,"YDR002W","Kluyveromyces_marxianus_Seq_370,Eremothecium_coryli_Seq_1079,Eremothecium_sinecaudum_Seq_155,yHAB143_Kazachstania_siamensis_Seq_3157,Nakaseomyces_bracarensis_Seq_2449,Nakaseomyces_nivariensis_Seq_889",4,17,1,0.352941176470588,0.25,6,NA,NA
"1033",1033,1033,185,"OG4923","Node2",1,"YML019W","yHMPu5000034933_Kuraishia_molischiana_Seq_388,yHMPu5000034885_Ogataea_zsoltii_Seq_4711",4,8,1,0.25,0.25,2,NA,NA
"1034",1034,1034,192,"OG2157","Node44",1,"YPL123C","Candida_auris_Seq_5168,Candida_orthopsilosis_Seq_1634,yHMPu5000035662_Meyerozyma_caribbica_Seq_578",4,12,1,0.25,0.25,3,NA,NA
"1035",1035,1035,193,"OG2281","Node80",1,"YIL128W","Ogataea_polymorpha_Seq_2737,yHMPu5000034885_Ogataea_zsoltii_Seq_480",4,16,1,0.125,0.25,2,NA,NA
"1036",1036,1036,195,"OG1224","Node9",1,"YBR207W","Ogataea_polymorpha_Seq_1118,yHMPu5000034885_Ogataea_zsoltii_Seq_4452",4,15,1,0.133333333333333,0.25,2,NA,NA
"1037",1037,1037,199,"OG1884","Node29",1,"YPL009C","yHMPu5000034625_Pichia_kudriavzevii_Seq_2858,Ogataea_polymorpha_Seq_3109,yHMPu5000034885_Ogataea_zsoltii_Seq_3446",4,16,1,0.1875,0.25,3,NA,NA
"1038",1038,1038,202,"OG4505","Node38",1,"YNL281W","Nakaseomyces_bracarensis_Seq_1746,Nakaseomyces_nivariensis_Seq_4383",4,11,1,0.181818181818182,0.25,2,NA,NA
"1039",1039,1039,208,"OG6870","Node21",1,NA,"Saprochaete_clavata_Seq_5163,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_4464",4,4,1,0.5,0.25,2,NA,NA
"1040",1040,1040,219,"OG3377","Node61",1,"YNL003C","Kluyveromyces_marxianus_Seq_270,Eremothecium_coryli_Seq_1639,Eremothecium_sinecaudum_Seq_3448",4,15,1,0.2,0.25,3,NA,NA
"1041",1041,1041,220,"OG2565","Node1",1,"YLL019C","yHAB143_Kazachstania_siamensis_Seq_1616,Kluyveromyces_marxianus_Seq_4735,Eremothecium_coryli_Seq_4225,Eremothecium_sinecaudum_Seq_2074,Nakaseomyces_bracarensis_Seq_2907,Nakaseomyces_nivariensis_Seq_64",4,17,1,0.352941176470588,0.25,6,NA,NA
"1042",1042,1042,221,"OG3816","Node8",1,"YGL232W","yHMPu5000034675_Blastobotrys_mokoenaii_Seq_2887,Arxula_adeninivorans_Seq_3345,Saprochaete_clavata_Seq_5778,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_8567",4,16,1,0.25,0.25,4,NA,NA
"1043",1043,1043,224,"OG6408","Node12",1,NA,"Saprochaete_clavata_Seq_3895,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_4378,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_1991,Arxula_adeninivorans_Seq_188",4,4,1,1,0.25,4,NA,NA
"1044",1044,1044,226,"OG4980","Node29",1,NA,"yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_8672,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_692",4,7,1,0.285714285714286,0.25,2,NA,NA
"1045",1045,1045,230,"OG5062","Node46",1,NA,"Saprochaete_clavata_Seq_3261,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_7646,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_1147,Arxula_adeninivorans_Seq_1856",4,11,1,0.363636363636364,0.25,4,NA,NA
"1046",1046,1046,236,"OG8516","yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_755",1,NA,"yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_755",4,3,1,0.333333333333333,0.25,1,NA,NA
"1047",1047,1047,238,"OG3430","Node50",1,"YKL114C","Ogataea_polymorpha_Seq_143,yHMPu5000034885_Ogataea_zsoltii_Seq_3506",4,16,1,0.125,0.25,2,NA,NA
"1048",1048,1048,241,"OG4169","Node68",1,"YPL243W","Saprochaete_clavata_Seq_4402,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_3844,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_2801,Arxula_adeninivorans_Seq_3343",4,13,1,0.307692307692308,0.25,4,NA,NA
"1049",1049,1049,248,"OG4194","Node74",1,"YOL018C","yHAB143_Kazachstania_siamensis_Seq_1442,Nakaseomyces_bracarensis_Seq_1032,Nakaseomyces_nivariensis_Seq_2219",4,13,1,0.230769230769231,0.25,3,NA,NA
"1050",1050,1050,253,"OG3552","Node64",1,"YLR104W","yHMPu5000034675_Blastobotrys_mokoenaii_Seq_2800,Arxula_adeninivorans_Seq_2480",4,16,1,0.125,0.25,2,NA,NA
