"","...1","X.1","X","OG","branch_select","number_select","sce","species_select","clade_with_trait","species_with_trait","select_clade_all","Select_species","species_select_ratio","clade_select_ratio","X1","site_pvalue_0.1","site_pvalue_0.05"
"120",138,138,4432,"OG3296","Node2, Node30, Node34, Node5, Node51, Node8, yHMPu5000034933_Kuraishia_molischiana_Seq_4863",7,"YPL225W","yHAB143_Kazachstania_siamensis_Seq_3387,Nakaseomyces_bracarensis_Seq_3730,Nakaseomyces_nivariensis_Seq_724,Kluyveromyces_marxianus_Seq_276,Eremothecium_coryli_Seq_1346,Eremothecium_sinecaudum_Seq_4097,Nakaseomyces_bracarensis_Seq_3730,Nakaseomyces_nivariensis_Seq_724,Kluyveromyces_marxianus_Seq_276,Eremothecium_coryli_Seq_1346,Eremothecium_sinecaudum_Seq_4097,Saprochaete_clavata_Seq_5106,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_3840,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_196,Arxula_adeninivorans_Seq_2253,Ogataea_polymorpha_Seq_2724,yHMPu5000034885_Ogataea_zsoltii_Seq_3916,yHMPu5000034933_Kuraishia_molischiana_Seq_4863",4,16,3,13,0.8125,0.75,110,0,0
"121",139,139,118,"OG2059","Node35, Node38, Node55, Node81, Node84, yHMPu5000034933_Kuraishia_molischiana_Seq_691",6,"YDR091C","yHAB143_Kazachstania_siamensis_Seq_407,Nakaseomyces_bracarensis_Seq_541,Nakaseomyces_nivariensis_Seq_210,Kluyveromyces_marxianus_Seq_2677,Eremothecium_coryli_Seq_4325,Eremothecium_sinecaudum_Seq_1973,Nakaseomyces_bracarensis_Seq_541,Nakaseomyces_nivariensis_Seq_210,Candida_auris_Seq_1189,yHMPu5000035662_Meyerozyma_caribbica_Seq_1161,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_5085,Arxula_adeninivorans_Seq_2748,yHMPu5000034933_Kuraishia_molischiana_Seq_691,yHMPu5000034885_Ogataea_zsoltii_Seq_1476,yHMPu5000034933_Kuraishia_molischiana_Seq_691",4,16,4,12,0.75,1,183,0,0
"122",141,141,715,"OG1847","Node10, Node71, Node73, Node78, Node82, yHAB143_Kazachstania_siamensis_Seq_4263",6,"YOR168W","yHMPu5000034675_Blastobotrys_mokoenaii_Seq_1683,Arxula_adeninivorans_Seq_83,Kluyveromyces_marxianus_Seq_1249,Eremothecium_coryli_Seq_1472,Eremothecium_sinecaudum_Seq_1727,Eremothecium_coryli_Seq_1472,Eremothecium_sinecaudum_Seq_1727,Nakaseomyces_bracarensis_Seq_2744,Nakaseomyces_nivariensis_Seq_1992,yHMPu5000034625_Pichia_kudriavzevii_Seq_3709,Ogataea_polymorpha_Seq_2811,yHMPu5000034885_Ogataea_zsoltii_Seq_5000,yHAB143_Kazachstania_siamensis_Seq_4263",4,17,3,11.000000008,0.647058824,0.75,50,3,3
"123",142,142,941,"OG1810","Node29, Node38, Node45, Node73, yHAB143_Kazachstania_siamensis_Seq_249, yHMPu5000034933_Kuraishia_molischiana_Seq_1356",6,"YJR139C","Nakaseomyces_bracarensis_Seq_4167,Nakaseomyces_nivariensis_Seq_1256,Candida_auris_Seq_4179,yHMPu5000035662_Meyerozyma_caribbica_Seq_1759,Candida_orthopsilosis_Seq_3744,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_1,Arxula_adeninivorans_Seq_3559,Ogataea_polymorpha_Seq_2643,yHMPu5000034885_Ogataea_zsoltii_Seq_736,yHAB143_Kazachstania_siamensis_Seq_249,yHMPu5000034933_Kuraishia_molischiana_Seq_1356",4,14,4,11.000000004,0.785714286,1,167,0,0
"124",143,143,1018,"OG1621","Node28, Node29, Node55, Node57, Node65, yHMPu5000034933_Kuraishia_molischiana_Seq_3622",6,"YDR127W","yHAB143_Kazachstania_siamensis_Seq_1723,Nakaseomyces_bracarensis_Seq_1794,Nakaseomyces_nivariensis_Seq_4041,Kluyveromyces_marxianus_Seq_3112,Eremothecium_sinecaudum_Seq_3432,yHAB143_Kazachstania_siamensis_Seq_1723,Nakaseomyces_bracarensis_Seq_1794,Nakaseomyces_nivariensis_Seq_4041,yHMPu5000034933_Kuraishia_molischiana_Seq_3622,yHMPu5000034885_Ogataea_zsoltii_Seq_1690,Ogataea_polymorpha_Seq_2647,yHMPu5000034885_Ogataea_zsoltii_Seq_1690,Ogataea_polymorpha_Seq_2647,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_588,Arxula_adeninivorans_Seq_3822,yHMPu5000034933_Kuraishia_molischiana_Seq_3622",4,16,3,10,0.625,0.75,148,7,2
"125",146,146,1418,"OG1372","Node36, Node45, Node46, Node89, Node90, Node93",6,"YGR218W","Candida_orthopsilosis_Seq_2757,Candida_auris_Seq_1355,yHMPu5000035662_Meyerozyma_caribbica_Seq_2102,yHAB143_Kazachstania_siamensis_Seq_4014,Nakaseomyces_bracarensis_Seq_657,Nakaseomyces_nivariensis_Seq_4197,Kluyveromyces_marxianus_Seq_4986,Eremothecium_coryli_Seq_3714,Eremothecium_sinecaudum_Seq_4165,yHAB143_Kazachstania_siamensis_Seq_4014,Nakaseomyces_bracarensis_Seq_657,Nakaseomyces_nivariensis_Seq_4197,Saprochaete_clavata_Seq_4228,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_3748,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_3191,Arxula_adeninivorans_Seq_1487,Saprochaete_clavata_Seq_4228,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_3748,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_3191,Arxula_adeninivorans_Seq_1487",4,17,3,12.999999994,0.764705882,0.75,15,0,0
"126",149,149,1553,"OG1619","Node38, Node52, Node72, Node76, yHMPu5000034885_Ogataea_zsoltii_Seq_4554, yHMPu5000034933_Kuraishia_molischiana_Seq_2539",6,"YMR241W","Candida_auris_Seq_4576,yHMPu5000035662_Meyerozyma_caribbica_Seq_2877,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_736,Arxula_adeninivorans_Seq_5638,Ogataea_polymorpha_Seq_3958,yHMPu5000034885_Ogataea_zsoltii_Seq_4554,Kluyveromyces_marxianus_Seq_4813,Nakaseomyces_bracarensis_Seq_4209,Nakaseomyces_nivariensis_Seq_4715,yHAB143_Kazachstania_siamensis_Seq_2869,Eremothecium_coryli_Seq_2218,Eremothecium_sinecaudum_Seq_2376,yHMPu5000034885_Ogataea_zsoltii_Seq_4554,yHMPu5000034933_Kuraishia_molischiana_Seq_2539",4,17,4,12.999999994,0.764705882,1,197,1,0
"127",151,151,1771,"OG1355","Node28, Node30, Node63, Node68, Node72, yHAB143_Kazachstania_siamensis_Seq_4517",6,"YHR007C","Kluyveromyces_marxianus_Seq_1297,Nakaseomyces_bracarensis_Seq_2472,Nakaseomyces_nivariensis_Seq_5054,Nakaseomyces_bracarensis_Seq_2472,Nakaseomyces_nivariensis_Seq_5054,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_4636,Arxula_adeninivorans_Seq_225,Candida_auris_Seq_3538,yHMPu5000034933_Kuraishia_molischiana_Seq_3652,Ogataea_polymorpha_Seq_865,yHMPu5000034885_Ogataea_zsoltii_Seq_534,Ogataea_polymorpha_Seq_865,yHMPu5000034885_Ogataea_zsoltii_Seq_534,yHAB143_Kazachstania_siamensis_Seq_4517",4,16,4,10,0.625,1,199,0,0
"128",155,155,2178,"OG2701","Candida_orthopsilosis_Seq_4698, Kluyveromyces_marxianus_Seq_4128, Node37, Node42, Node78, yHMPu5000034675_Blastobotrys_mokoenaii_Seq_2860",6,"YDR298C","yHMPu5000034625_Pichia_kudriavzevii_Seq_3454,Ogataea_polymorpha_Seq_2951,yHMPu5000034885_Ogataea_zsoltii_Seq_3530,Nakaseomyces_bracarensis_Seq_389,Nakaseomyces_nivariensis_Seq_2387,Kluyveromyces_marxianus_Seq_4128,Eremothecium_coryli_Seq_3649,Eremothecium_sinecaudum_Seq_2588,Arxula_adeninivorans_Seq_5723,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_2860,Candida_orthopsilosis_Seq_4698,Kluyveromyces_marxianus_Seq_4128,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_2860",4,17,4,11.000000008,0.647058824,1,193,1,1
"129",156,156,2272,"OG2148","Node10, Node3, Node81, Node85, Saprochaete_clavata_Seq_5829, yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_1482",6,"YLR359W","Candida_auris_Seq_1920,yHMPu5000035662_Meyerozyma_caribbica_Seq_2911,Ogataea_polymorpha_Seq_2119,yHMPu5000034885_Ogataea_zsoltii_Seq_4633,Kluyveromyces_marxianus_Seq_2537,Eremothecium_coryli_Seq_2397,Nakaseomyces_bracarensis_Seq_4533,Nakaseomyces_nivariensis_Seq_914,Nakaseomyces_bracarensis_Seq_4533,Nakaseomyces_nivariensis_Seq_914,Saprochaete_clavata_Seq_5829,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_1482",4,16,4,10,0.625,1,100,0,0
"130",157,157,2314,"OG1684","Node34, Node42, Node43, Node48, Node52, Node91",6,"YPL091W","Kluyveromyces_marxianus_Seq_1655,Eremothecium_sinecaudum_Seq_949,yHMPu5000034933_Kuraishia_molischiana_Seq_3656,Ogataea_polymorpha_Seq_273,yHMPu5000034885_Ogataea_zsoltii_Seq_1481,Candida_auris_Seq_3409,yHMPu5000035662_Meyerozyma_caribbica_Seq_1936,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_2574,Arxula_adeninivorans_Seq_3865,yHMPu5000034933_Kuraishia_molischiana_Seq_3656,Ogataea_polymorpha_Seq_273,yHMPu5000034885_Ogataea_zsoltii_Seq_1481,Candida_auris_Seq_3409,yHMPu5000035662_Meyerozyma_caribbica_Seq_1936,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_2574,Arxula_adeninivorans_Seq_3865,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_2574,Arxula_adeninivorans_Seq_3865,Nakaseomyces_bracarensis_Seq_2533,Nakaseomyces_nivariensis_Seq_2154",4,16,4,11,0.6875,1,128,1,0
"131",158,158,2473,"OG1931","Node21, Node66, Node68, Node81, Node87, yHMPu5000034933_Kuraishia_molischiana_Seq_5351",6,"YLR069C","yHMPu5000034625_Pichia_kudriavzevii_Seq_1172,Candida_orthopsilosis_Seq_2306,yHMPu5000034933_Kuraishia_molischiana_Seq_5351,Candida_auris_Seq_1332,yHMPu5000035662_Meyerozyma_caribbica_Seq_4070,Candida_auris_Seq_1332,yHMPu5000035662_Meyerozyma_caribbica_Seq_4070,Kluyveromyces_marxianus_Seq_3907,Eremothecium_coryli_Seq_1061,Eremothecium_sinecaudum_Seq_1234,yHAB143_Kazachstania_siamensis_Seq_4721,Nakaseomyces_bracarensis_Seq_4247,Nakaseomyces_nivariensis_Seq_1176,yHAB143_Kazachstania_siamensis_Seq_4721,Nakaseomyces_bracarensis_Seq_4247,Nakaseomyces_nivariensis_Seq_1176,yHMPu5000034933_Kuraishia_molischiana_Seq_5351",4,15,3,10.999999995,0.733333333,0.75,43,1,0
"132",159,159,2493,"OG2473","Node12, Node3, Node63, Node69, Node71, Node77",6,"YKR054C","Candida_orthopsilosis_Seq_2418,Candida_auris_Seq_225,Saprochaete_clavata_Seq_5716,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_8314,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_667,Arxula_adeninivorans_Seq_4728,yHMPu5000034933_Kuraishia_molischiana_Seq_988,Ogataea_polymorpha_Seq_687,yHMPu5000034885_Ogataea_zsoltii_Seq_2850,yHMPu5000034625_Pichia_kudriavzevii_Seq_2227,Kluyveromyces_marxianus_Seq_2538,Eremothecium_coryli_Seq_2529,Eremothecium_sinecaudum_Seq_2425,yHAB143_Kazachstania_siamensis_Seq_1010,Nakaseomyces_nivariensis_Seq_2786,yHMPu5000034625_Pichia_kudriavzevii_Seq_2227,Kluyveromyces_marxianus_Seq_2538,Eremothecium_coryli_Seq_2529,Eremothecium_sinecaudum_Seq_2425,yHAB143_Kazachstania_siamensis_Seq_1010,Nakaseomyces_nivariensis_Seq_2786,Kluyveromyces_marxianus_Seq_2538,Eremothecium_coryli_Seq_2529,Eremothecium_sinecaudum_Seq_2425,yHAB143_Kazachstania_siamensis_Seq_1010,Nakaseomyces_nivariensis_Seq_2786,yHAB143_Kazachstania_siamensis_Seq_1010,Nakaseomyces_nivariensis_Seq_2786",4,16,4,15,0.9375,1,154,21,7
"133",161,161,3013,"OG2366","Candida_orthopsilosis_Seq_5003, Node38, Node45, Node68, yHAB143_Kazachstania_siamensis_Seq_2068, yHMPu5000034675_Blastobotrys_mokoenaii_Seq_4210",6,"YGL150C","yHMPu5000034675_Blastobotrys_mokoenaii_Seq_4210,Arxula_adeninivorans_Seq_5032,Saprochaete_clavata_Seq_5945,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_1756,Ogataea_polymorpha_Seq_3863,yHMPu5000034933_Kuraishia_molischiana_Seq_1782,Nakaseomyces_bracarensis_Seq_3400,Nakaseomyces_nivariensis_Seq_3488,yHAB143_Kazachstania_siamensis_Seq_2068,Kluyveromyces_marxianus_Seq_1253,Eremothecium_coryli_Seq_1204,Eremothecium_sinecaudum_Seq_1365,Candida_orthopsilosis_Seq_5003,yHAB143_Kazachstania_siamensis_Seq_2068,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_4210",4,15,4,13.000000005,0.866666667,1,131,9,5
"134",164,164,3291,"OG1710","Node10, Node14, Node36, Node41, Node70, Node89",6,"YMR207C","Candida_auris_Seq_894,Candida_orthopsilosis_Seq_4649,yHMPu5000034625_Pichia_kudriavzevii_Seq_3187,yHMPu5000034933_Kuraishia_molischiana_Seq_2157,Ogataea_polymorpha_Seq_3972,yHMPu5000034885_Ogataea_zsoltii_Seq_3704,yHMPu5000034625_Pichia_kudriavzevii_Seq_3187,yHMPu5000034933_Kuraishia_molischiana_Seq_2157,Ogataea_polymorpha_Seq_3972,yHMPu5000034885_Ogataea_zsoltii_Seq_3704,yHAB143_Kazachstania_siamensis_Seq_4354,Nakaseomyces_bracarensis_Seq_3085,Nakaseomyces_nivariensis_Seq_3366,Kluyveromyces_marxianus_Seq_1911,Eremothecium_coryli_Seq_4157,Eremothecium_sinecaudum_Seq_1482,Saprochaete_clavata_Seq_5516,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_6600,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_3712,Arxula_adeninivorans_Seq_3078",4,16,4,16,1,1,70,5,3
"135",165,165,3488,"OG1737","Node68, Node69, Node80, Node90, yHMPu5000034885_Ogataea_zsoltii_Seq_2684, yHMPu5000034933_Kuraishia_molischiana_Seq_5116",6,"YNL262W","yHAB143_Kazachstania_siamensis_Seq_2881,Nakaseomyces_bracarensis_Seq_797,Nakaseomyces_nivariensis_Seq_991,Kluyveromyces_marxianus_Seq_505,Eremothecium_coryli_Seq_841,Eremothecium_sinecaudum_Seq_2017,yHAB143_Kazachstania_siamensis_Seq_2881,Nakaseomyces_bracarensis_Seq_797,Nakaseomyces_nivariensis_Seq_991,Candida_orthopsilosis_Seq_1897,Candida_auris_Seq_3831,yHMPu5000035662_Meyerozyma_caribbica_Seq_1315,Ogataea_polymorpha_Seq_1690,yHMPu5000034885_Ogataea_zsoltii_Seq_2684,yHMPu5000034885_Ogataea_zsoltii_Seq_2684,yHMPu5000034933_Kuraishia_molischiana_Seq_5116",4,17,3,12.000000001,0.705882353,0.75,94,1,0
"136",166,166,3603,"OG2261","Kluyveromyces_marxianus_Seq_4318, Node15, Node31, Node82, yHMPu5000034625_Pichia_kudriavzevii_Seq_5080, yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_3808",6,"YPL037C","Ogataea_polymorpha_Seq_1968,yHMPu5000034885_Ogataea_zsoltii_Seq_3784,Eremothecium_coryli_Seq_720,Eremothecium_sinecaudum_Seq_1165,Kluyveromyces_marxianus_Seq_4318,yHAB143_Kazachstania_siamensis_Seq_3442,Nakaseomyces_bracarensis_Seq_3013,Nakaseomyces_nivariensis_Seq_4083,Candida_auris_Seq_738,Candida_orthopsilosis_Seq_1533,yHMPu5000035662_Meyerozyma_caribbica_Seq_3192,Kluyveromyces_marxianus_Seq_4318,yHMPu5000034625_Pichia_kudriavzevii_Seq_5080,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_3808",4,17,4,12.999999994,0.764705882,1,152,0,0
"137",171,171,4519,"OG4555","Node35, Node55, Node69, Node7, Node70, yHMPu5000034625_Pichia_kudriavzevii_Seq_340",6,"YGL191W","Candida_auris_Seq_1876,Candida_orthopsilosis_Seq_3011,yHMPu5000035662_Meyerozyma_caribbica_Seq_2214,Saprochaete_clavata_Seq_5188,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_2485,Arxula_adeninivorans_Seq_3198,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_2265,Eremothecium_coryli_Seq_3609,Eremothecium_sinecaudum_Seq_3086,yHAB143_Kazachstania_siamensis_Seq_750,Nakaseomyces_bracarensis_Seq_2749,Nakaseomyces_nivariensis_Seq_4965,Eremothecium_coryli_Seq_3609,Eremothecium_sinecaudum_Seq_3086,yHMPu5000034625_Pichia_kudriavzevii_Seq_340",4,14,4,13.000000006,0.928571429,1,26,0,0
"138",179,179,677,"OG1714","Node14, Node68, Node82, Node89, Node91",5,"YBR115C","yHMPu5000034675_Blastobotrys_mokoenaii_Seq_5026,Arxula_adeninivorans_Seq_729,yHAB143_Kazachstania_siamensis_Seq_3282,Nakaseomyces_bracarensis_Seq_1360,Nakaseomyces_nivariensis_Seq_2785,Kluyveromyces_marxianus_Seq_2709,Eremothecium_coryli_Seq_165,Eremothecium_sinecaudum_Seq_1011,Candida_auris_Seq_4693,yHMPu5000035662_Meyerozyma_caribbica_Seq_2900,yHMPu5000034933_Kuraishia_molischiana_Seq_827,Ogataea_polymorpha_Seq_3049,yHMPu5000034885_Ogataea_zsoltii_Seq_2332,Ogataea_polymorpha_Seq_3049,yHMPu5000034885_Ogataea_zsoltii_Seq_2332",4,17,4,12.999999994,0.764705882,1,52,1,0
"139",180,180,679,"OG2841","Node14, Node36, Node54, Node67, Node68",5,"YPR160W","Candida_orthopsilosis_Seq_2210,Candida_auris_Seq_2561,yHMPu5000035662_Meyerozyma_caribbica_Seq_604,yHMPu5000034885_Ogataea_zsoltii_Seq_2144,yHMPu5000034933_Kuraishia_molischiana_Seq_2649,Saprochaete_clavata_Seq_2545,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_1845,yHAB143_Kazachstania_siamensis_Seq_749,Nakaseomyces_bracarensis_Seq_611,Nakaseomyces_nivariensis_Seq_1864,Kluyveromyces_marxianus_Seq_1204,Eremothecium_coryli_Seq_2567,Eremothecium_sinecaudum_Seq_262,yHAB143_Kazachstania_siamensis_Seq_749,Nakaseomyces_bracarensis_Seq_611,Nakaseomyces_nivariensis_Seq_1864",4,15,4,13.000000005,0.866666667,1,170,1,0
"140",183,183,799,"OG1364","Candida_orthopsilosis_Seq_5147, Node10, Node2, Node67, Node70",5,"YIL160C","Candida_orthopsilosis_Seq_5147,Candida_auris_Seq_1743,yHMPu5000035662_Meyerozyma_caribbica_Seq_2090,Saprochaete_clavata_Seq_2887,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_1697,Kluyveromyces_marxianus_Seq_992,Eremothecium_coryli_Seq_1387,Eremothecium_sinecaudum_Seq_2315,yHAB143_Kazachstania_siamensis_Seq_4672,Nakaseomyces_bracarensis_Seq_4740,Nakaseomyces_nivariensis_Seq_2157,Eremothecium_coryli_Seq_1387,Eremothecium_sinecaudum_Seq_2315,Candida_orthopsilosis_Seq_5147",4,16,3,11,0.6875,0.75,1,0,0
"141",189,189,1136,"OG2030","Node23, Node41, Node9, yHMPu5000034675_Blastobotrys_mokoenaii_Seq_3312, yHMPu5000034933_Kuraishia_molischiana_Seq_5427",5,"YNL248C","Ogataea_polymorpha_Seq_1470,yHMPu5000034885_Ogataea_zsoltii_Seq_345,Candida_auris_Seq_5144,Candida_orthopsilosis_Seq_1850,yHMPu5000035662_Meyerozyma_caribbica_Seq_215,yHAB143_Kazachstania_siamensis_Seq_2846,Nakaseomyces_bracarensis_Seq_1321,Kluyveromyces_marxianus_Seq_4434,Eremothecium_coryli_Seq_3823,Eremothecium_sinecaudum_Seq_278,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_3312,yHMPu5000034933_Kuraishia_molischiana_Seq_5427",4,16,4,12,0.75,1,87,1,0
"142",190,190,1142,"OG1538","Node1, Node38, Node39, Node65, Node71",5,"YHR165C","Candida_orthopsilosis_Seq_1167,Candida_auris_Seq_519,yHMPu5000035662_Meyerozyma_caribbica_Seq_1881,Saprochaete_clavata_Seq_5001,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_6333,Arxula_adeninivorans_Seq_207,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_3762,Saprochaete_clavata_Seq_5001,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_6333,yHAB143_Kazachstania_siamensis_Seq_4070,Nakaseomyces_bracarensis_Seq_602,Nakaseomyces_nivariensis_Seq_97,Kluyveromyces_marxianus_Seq_1449,Eremothecium_coryli_Seq_2115,Eremothecium_sinecaudum_Seq_1504,Kluyveromyces_marxianus_Seq_1449,Eremothecium_coryli_Seq_2115,Eremothecium_sinecaudum_Seq_1504",4,17,3,12.999999994,0.764705882,0.75,85,5,3
"143",193,193,1380,"OG1302","Node19, Node38, Node54, Node86, Node89",5,"YMR105C","Candida_auris_Seq_5134,yHMPu5000035662_Meyerozyma_caribbica_Seq_283,Saprochaete_clavata_Seq_3665,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_2320,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_6006,Arxula_adeninivorans_Seq_2083,Eremothecium_coryli_Seq_3971,Eremothecium_sinecaudum_Seq_1536,yHAB143_Kazachstania_siamensis_Seq_1610,Nakaseomyces_nivariensis_Seq_2035",4,16,3,10,0.625,0.75,76,5,2
"144",197,197,1654,"OG2962","Node22, Node23, Node60, Node87, Node89",5,"YOR254C","yHAB143_Kazachstania_siamensis_Seq_2248,Nakaseomyces_bracarensis_Seq_2826,Nakaseomyces_nivariensis_Seq_2604,Kluyveromyces_marxianus_Seq_1352,Eremothecium_coryli_Seq_3646,Eremothecium_sinecaudum_Seq_4112,yHAB143_Kazachstania_siamensis_Seq_2248,Nakaseomyces_bracarensis_Seq_2826,Nakaseomyces_nivariensis_Seq_2604,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_5894,Arxula_adeninivorans_Seq_5402,yHMPu5000034625_Pichia_kudriavzevii_Seq_5191,Ogataea_polymorpha_Seq_3703,yHMPu5000034885_Ogataea_zsoltii_Seq_3795,Ogataea_polymorpha_Seq_3703,yHMPu5000034885_Ogataea_zsoltii_Seq_3795",4,17,3,11.000000008,0.647058824,0.75,53,1,1
"145",198,198,1685,"OG1500","Node30, Node77, Node80, Node84, yHMPu5000034675_Blastobotrys_mokoenaii_Seq_4147",5,"YBL039C","Kluyveromyces_marxianus_Seq_3121,Eremothecium_coryli_Seq_755,Eremothecium_sinecaudum_Seq_1525,yHAB143_Kazachstania_siamensis_Seq_1476,Nakaseomyces_bracarensis_Seq_4801,Nakaseomyces_nivariensis_Seq_4866,Candida_auris_Seq_4008,yHMPu5000035662_Meyerozyma_caribbica_Seq_1967,yHMPu5000034625_Pichia_kudriavzevii_Seq_1715,yHMPu5000034933_Kuraishia_molischiana_Seq_254,Ogataea_polymorpha_Seq_587,yHMPu5000034885_Ogataea_zsoltii_Seq_2355,Ogataea_polymorpha_Seq_587,yHMPu5000034885_Ogataea_zsoltii_Seq_2355,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_4147",4,17,4,12.999999994,0.764705882,1,41,0,0
"146",201,201,1943,"OG2206","Candida_orthopsilosis_Seq_815, Node31, Node57, Node62, Node9",5,"YMR203W","yHMPu5000034675_Blastobotrys_mokoenaii_Seq_2289,Arxula_adeninivorans_Seq_1995,Saprochaete_clavata_Seq_4464,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_2776,yHMPu5000035662_Meyerozyma_caribbica_Seq_2117,Candida_auris_Seq_1765,yHMPu5000034625_Pichia_kudriavzevii_Seq_4364,yHMPu5000034885_Ogataea_zsoltii_Seq_1966,yHAB143_Kazachstania_siamensis_Seq_1431,Nakaseomyces_bracarensis_Seq_698,Nakaseomyces_nivariensis_Seq_804,Candida_orthopsilosis_Seq_815",4,16,4,12,0.75,1,133,0,0
"147",202,202,2117,"OG1729","Node2, Node30, Node47, Node51, Node6",5,"YJR052W","yHMPu5000034625_Pichia_kudriavzevii_Seq_1214,yHMPu5000034933_Kuraishia_molischiana_Seq_917,Ogataea_polymorpha_Seq_3767,yHMPu5000034885_Ogataea_zsoltii_Seq_1683,Ogataea_polymorpha_Seq_3767,yHMPu5000034885_Ogataea_zsoltii_Seq_1683,Kluyveromyces_marxianus_Seq_4763,Eremothecium_coryli_Seq_3697,Eremothecium_sinecaudum_Seq_625,Saprochaete_clavata_Seq_5863,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_4941,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_4338,Arxula_adeninivorans_Seq_4928,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_4338,Arxula_adeninivorans_Seq_4928",4,17,3,11.000000008,0.647058824,0.75,54,3,2
"148",204,204,2370,"OG2436","Arxula_adeninivorans_Seq_5743, Candida_orthopsilosis_Seq_290, Node1, Node6, yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_7227",5,"YJR095W","yHMPu5000034625_Pichia_kudriavzevii_Seq_4687,Ogataea_polymorpha_Seq_4223,yHMPu5000034885_Ogataea_zsoltii_Seq_3642,Nakaseomyces_bracarensis_Seq_2518,Nakaseomyces_nivariensis_Seq_2841,Kluyveromyces_marxianus_Seq_1004,Eremothecium_coryli_Seq_3353,Eremothecium_sinecaudum_Seq_1911,Arxula_adeninivorans_Seq_5743,Candida_orthopsilosis_Seq_290,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_7227",4,16,4,11,0.6875,1,65,0,0
"149",207,207,2475,"OG1391","Node14, Node41, Node6, Node87, yHMPu5000034933_Kuraishia_molischiana_Seq_1702",5,"YLR378C","Candida_orthopsilosis_Seq_2292,Candida_auris_Seq_851,yHMPu5000035662_Meyerozyma_caribbica_Seq_509,Ogataea_polymorpha_Seq_333,yHMPu5000034885_Ogataea_zsoltii_Seq_683,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_4312,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_5659,Arxula_adeninivorans_Seq_2544,Kluyveromyces_marxianus_Seq_806,Eremothecium_coryli_Seq_2486,yHMPu5000034933_Kuraishia_molischiana_Seq_1702",4,16,4,11,0.6875,1,156,0,0
"150",208,208,2491,"OG4268","Node36, Node41, Node5, Node52, Node7",5,"YGR144W","yHMPu5000034625_Pichia_kudriavzevii_Seq_1926,Ogataea_polymorpha_Seq_853,yHMPu5000034885_Ogataea_zsoltii_Seq_4908,Ogataea_polymorpha_Seq_853,yHMPu5000034885_Ogataea_zsoltii_Seq_4908,yHAB143_Kazachstania_siamensis_Seq_1602,Kluyveromyces_marxianus_Seq_2843,Nakaseomyces_bracarensis_Seq_1964,Nakaseomyces_nivariensis_Seq_1591,Eremothecium_coryli_Seq_1453,Eremothecium_sinecaudum_Seq_4174,Nakaseomyces_bracarensis_Seq_1964,Nakaseomyces_nivariensis_Seq_1591,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_3351,Arxula_adeninivorans_Seq_4705",4,13,3,10.999999998,0.846153846,0.75,47,1,1
