"X1"	"OG"	"dN_dS"	"species_num"	"protein_num"	"average_duplicate"	"group"
4371	"OG5147"	0.3953	168	169	1.005952381	"g5"
4372	"OG7224"	0.0954	55	55	1	"g3"
4373	"OG12611"	0.1427	12	12	1	"g2"
4374	"OG8586"	0.249	34	34	1	"g2"
4375	"OG10309"	0.3651	21	21	1	"g2"
4376	"OG1625"	0.0136	342	352	1.029239766	"g7"
4377	"OG12946"	0.2309	11	11	1	"g2"
4378	"OG15949"	0.0116	8	8	1	"g1"
4379	"OG14015"	0.1136	10	10	1	"g1"
4380	"OG5583"	0.2112	95	109	1.147368421	"g3"
4381	"OG10441"	0.3169	20	20	1	"g2"
4382	"OG12497"	0.4678	11	12	1.090909091	"g2"
4383	"OG9479"	0.3856	26	26	1	"g2"
4384	"OG18455"	0.6132	7	7	1	"g1"
4385	"OG9486"	0.2818	26	26	1	"g2"
4386	"OG14053"	0.44835	10	10	1	"g1"
4387	"OG8374"	0.3873	36	36	1	"g2"
4388	"OG9853"	0.5287	24	24	1	"g2"
4389	"OG12382"	0.2798	9	13	1.444444444	"g1"
4390	"OG4826"	0.2162	213	213	1	"g6"
4391	"OG5604"	0.5006	106	107	1.009433962	"g4"
4392	"OG4437"	0.1287	251	254	1.011952191	"g7"
4393	"OG16494"	0.3136	8	8	1	"g1"
4394	"OG11097"	0.3173	16	17	1.0625	"g2"
4395	"OG1799"	0.1325	285	348	1.221052632	"g7"
4396	"OG3672"	0.3929	303	305	1.00660066	"g7"
4397	"OG2738"	0.1525	331	333	1.006042296	"g7"
4398	"OG3565"	0.1286	303	309	1.01980198	"g7"
4399	"OG13669"	0.2352	10	10	1	"g1"
4400	"OG8655"	0.2112	32	33	1.03125	"g2"
4401	"OG10274"	0.219	21	21	1	"g2"
4402	"OG8999"	0.20975	29	30	1.034482759	"g2"
4403	"OG1276"	0.0243	336	388	1.154761905	"g7"
4404	"OG10496"	0.1665	18	20	1.111111111	"g2"
4405	"OG15972"	0.20085	8	8	1	"g1"
4406	"OG8668"	0.1037	27	33	1.222222222	"g2"
4407	"OG13335"	0.3031	11	11	1	"g2"
4408	"OG6482"	0.4374	70	71	1.014285714	"g3"
4409	"OG7922"	0.4711	42	42	1	"g2"
4410	"OG8511"	0.0838	34	34	1	"g2"
4411	"OG5035"	0.3098	182	185	1.016483516	"g5"
4412	"OG3703"	0.23	296	304	1.027027027	"g7"
4413	"OG8161"	0.4546	38	38	1	"g2"
4414	"OG7879"	0.3075	40	43	1.075	"g2"
4415	"OG6205"	0.0626	80	80	1	"g3"
4416	"OG3012"	0.1917	316	327	1.034810127	"g7"
4417	"OG3782"	0.11595	282	300	1.063829787	"g7"
4418	"OG4160"	0.1834	249	277	1.112449799	"g6"
4419	"OG4770"	0.166	219	221	1.00913242	"g6"
4420	"OG12120"	0.11555	11	13	1.181818182	"g2"
4421	"OG15136"	0.0985	9	9	1	"g1"
4422	"OG17640"	0.3296	7	7	1	"g1"
4423	"OG11930"	0.4685	14	14	1	"g2"
4424	"OG9214"	0.3332	29	29	1	"g2"
4425	"OG9798"	0.2758	24	24	1	"g2"
4426	"OG3613"	0.2531	305	308	1.009836066	"g7"
4427	"OG15815"	0.274	8	8	1	"g1"
4428	"OG1840"	0.0434	342	348	1.01754386	"g7"
4429	"OG4029"	0.2745	282	286	1.014184397	"g7"
4430	"OG1505"	0.02435	343	358	1.043731778	"g7"
4431	"OG2817"	0.116	303	332	1.095709571	"g7"
4432	"OG11052"	0.22495	16	17	1.0625	"g2"
4433	"OG8617"	0.4088	33	34	1.03030303	"g2"
4434	"OG6057"	0.2263	82	85	1.036585366	"g3"
4435	"OG2120"	0.1024	341	344	1.008797654	"g7"
4436	"OG14232"	0.3713	10	10	1	"g1"
4437	"OG7897"	0.2686	42	43	1.023809524	"g2"
4438	"OG9648"	0.1936	25	25	1	"g2"
4439	"OG5687"	0.10375	96	100	1.041666667	"g3"
4440	"OG4477"	0.3204	171	251	1.467836257	"g5"
4441	"OG11582"	0.3914	15	15	1	"g2"
4442	"OG12544"	0.1001	12	12	1	"g2"
4443	"OG3227"	0.136	318	321	1.009433962	"g7"
4444	"OG2253"	0.0602	338	342	1.01183432	"g7"
4445	"OG9860"	0.6516	24	24	1	"g2"
4446	"OG1566"	0.1316	340	355	1.044117647	"g7"
4447	"OG3648"	0.1909	301	306	1.016611296	"g7"
4448	"OG8542"	0.41695	34	34	1	"g2"
4449	"OG13978"	0.1705	10	10	1	"g1"
4450	"OG2959"	0.02925	316	328	1.037974684	"g7"
4451	"OG11860"	0.5049	14	14	1	"g2"
4452	"OG3971"	0.2798	285	289	1.014035088	"g7"
4453	"OG15142"	0.3103	8	9	1.125	"g1"
4454	"OG15757"	0.13695	8	8	1	"g1"
4455	"OG6302"	0.127	76	76	1	"g3"
4456	"OG9032"	0.1099	29	30	1.034482759	"g2"
4457	"OG13835"	0.1911	9	10	1.111111111	"g1"
4458	"OG16023"	0.4718	8	8	1	"g1"
4459	"OG13392"	0.432	11	11	1	"g2"
4460	"OG10426"	0.4368	20	20	1	"g2"
4461	"OG4617"	0.0904	234	239	1.021367521	"g6"
4462	"OG4459"	0.2117	251	252	1.003984064	"g7"
4463	"OG4840"	0.2708	211	212	1.004739336	"g6"
4464	"OG18231"	0.1523	7	7	1	"g1"
4465	"OG10565"	0.46015	17	20	1.176470588	"g2"
4466	"OG16697"	0.0271	8	8	1	"g1"
4467	"OG10841"	0.1188	17	18	1.058823529	"g2"
4468	"OG5474"	0.29305	114	123	1.078947368	"g4"
4469	"OG7508"	0.3555	49	50	1.020408163	"g2"
4470	"OG4466"	0.1169	248	252	1.016129032	"g6"
4471	"OG10744"	0.28095	19	19	1	"g2"
4472	"OG18378"	0.2197	7	7	1	"g1"
4473	"OG5320"	0.4533	145	146	1.006896552	"g4"
4474	"OG1319"	0.0859	342	378	1.105263158	"g7"
4475	"OG13178"	0.2019	11	11	1	"g2"
4476	"OG5136"	0.1491	166	170	1.024096386	"g5"
4477	"OG8946"	0.2106	31	31	1	"g2"
4478	"OG15388"	0.3281	9	9	1	"g1"
4479	"OG1841"	0.093	340	348	1.023529412	"g7"
4480	"OG17323"	0.2612	7	7	1	"g1"
4481	"OG4444"	0.0523	252	254	1.007936508	"g7"
4482	"OG1323"	0.1072	343	377	1.099125364	"g7"
4483	"OG14914"	0.07745	9	9	1	"g1"
4484	"OG15165"	0.31915	9	9	1	"g1"
4485	"OG15621"	0.17975	8	8	1	"g1"
4486	"OG5858"	0.47895	92	92	1	"g3"
4487	"OG6860"	0.2693	61	63	1.032786885	"g3"
4488	"OG4723"	0.0804	155	226	1.458064516	"g5"
4489	"OG1137"	0.0816	340	507	1.491176471	"g7"
4490	"OG5490"	0.08445	119	121	1.016806723	"g4"
4491	"OG15854"	0.35185	8	8	1	"g1"
4492	"OG15760"	0.1104	8	8	1	"g1"
4493	"OG1584"	0.1221	339	354	1.044247788	"g7"
4494	"OG9170"	0.14975	29	29	1	"g2"
4495	"OG8276"	0.4247	36	37	1.027777778	"g2"
4496	"OG5859"	0.1233	92	92	1	"g3"
4497	"OG8725"	0.2593	33	33	1	"g2"
4498	"OG12017"	0.3549	14	14	1	"g2"
4499	"OG5155"	0.377	165	167	1.012121212	"g5"
4500	"OG12266"	0.3102	12	13	1.083333333	"g2"
4501	"OG2360"	0.1632	322	340	1.055900621	"g7"
4502	"OG18000"	0.3338	7	7	1	"g1"
4503	"OG8964"	0.2659	30	31	1.033333333	"g2"
4504	"OG3872"	0.1868	294	295	1.003401361	"g7"
4505	"OG14923"	0.40265	9	9	1	"g1"
4506	"OG1914"	0.2302	343	347	1.011661808	"g7"
4507	"OG6154"	0.0926	81	82	1.012345679	"g3"
4508	"OG1125"	0.0233	343	519	1.513119534	"g7"
4509	"OG9075"	0.3707	27	30	1.111111111	"g2"
4510	"OG11265"	0.2896	14	16	1.142857143	"g2"
4511	"OG3840"	0.0982	295	297	1.006779661	"g7"
4512	"OG4468"	0.1991	250	252	1.008	"g6"
4513	"OG17285"	0.2716	7	7	1	"g1"
4514	"OG7322"	0.3851	51	53	1.039215686	"g3"
4515	"OG1759"	0.1201	336	349	1.038690476	"g7"
4516	"OG9801"	0.1547	24	24	1	"g2"
4517	"OG15736"	0.0758	8	8	1	"g1"
4518	"OG1131"	0.0628	336	512	1.523809524	"g7"
4519	"OG5087"	0.04085	144	177	1.229166667	"g4"
4520	"OG4429"	0.298	250	255	1.02	"g6"
4521	"OG4341"	0.2126	259	262	1.011583012	"g7"
4522	"OG5588"	0.1686	108	108	1	"g4"
4523	"OG7524"	0.2416	49	50	1.020408163	"g2"
4524	"OG4172"	0.3782	268	276	1.029850746	"g7"
4525	"OG6429"	0.2707	72	72	1	"g3"
4526	"OG4110"	0.24	275	280	1.018181818	"g7"
4527	"OG3713"	0.1744	299	303	1.013377926	"g7"
4528	"OG9087"	0.2836	30	30	1	"g2"
4529	"OG12380"	0.24145	12	13	1.083333333	"g2"
4530	"OG7636"	0.093	44	47	1.068181818	"g2"
4531	"OG14023"	0.3166	10	10	1	"g1"
4532	"OG16587"	0.1175	8	8	1	"g1"
4533	"OG4848"	0.2005	203	209	1.02955665	"g6"
4534	"OG10153"	0.4309	22	22	1	"g2"
4535	"OG13269"	0.1703	11	11	1	"g2"
4536	"OG6815"	0.4367	62	64	1.032258065	"g3"
4537	"OG5426"	0.2591	131	131	1	"g4"
4538	"OG7189"	0.1508	42	56	1.333333333	"g2"
4539	"OG3290"	0.2426	316	319	1.009493671	"g7"
4540	"OG13886"	0.57095	9	10	1.111111111	"g1"
4541	"OG7151"	0.24845	56	56	1	"g3"
4542	"OG4308"	0.2144	263	265	1.007604563	"g7"
4543	"OG6105"	0.22565	83	84	1.012048193	"g3"
4544	"OG2833"	0.1817	327	331	1.012232416	"g7"
4545	"OG11986"	0.237	13	14	1.076923077	"g2"
4546	"OG13096"	0.2694	11	11	1	"g2"
4547	"OG6261"	0.03625	77	77	1	"g3"
4548	"OG8071"	0.2574	40	40	1	"g2"
4549	"OG1896"	0.0335	341	347	1.017595308	"g7"
4550	"OG12598"	0.0451	10	12	1.2	"g1"
4551	"OG11675"	0.3157	14	15	1.071428571	"g2"
4552	"OG10835"	0.406	18	18	1	"g2"
4553	"OG3591"	0.4408	303	308	1.01650165	"g7"
4554	"OG4645"	0.155	234	236	1.008547009	"g6"
4555	"OG6262"	0.3203	77	77	1	"g3"
4556	"OG10669"	0.36965	14	19	1.357142857	"g2"
4557	"OG17852"	0.40505	7	7	1	"g1"
4558	"OG7285"	0.26105	52	54	1.038461538	"g3"
4559	"OG3539"	0.2423	306	310	1.013071895	"g7"
4560	"OG17625"	0.1551	7	7	1	"g1"
4561	"OG17466"	0.1503	7	7	1	"g1"
4562	"OG2247"	0.1375	334	342	1.023952096	"g7"
4563	"OG6316"	0.083	75	75	1	"g3"
4564	"OG5427"	0.18075	131	131	1	"g4"
4565	"OG10858"	0.0497	18	18	1	"g2"
4566	"OG1300"	0.3252	342	382	1.116959064	"g7"
4567	"OG1567"	0.1407	294	355	1.207482993	"g7"
4568	"OG9747"	0.3827	24	24	1	"g2"
4569	"OG1718"	0.1342	335	350	1.044776119	"g7"
4570	"OG7149"	0.204	56	56	1	"g3"
4571	"OG5463"	0.24045	124	125	1.008064516	"g4"
4572	"OG1860"	0.0794	342	347	1.014619883	"g7"
4573	"OG10845"	0.37445	18	18	1	"g2"
4574	"OG8675"	0.1379	32	33	1.03125	"g2"
4575	"OG6323"	0.332	69	75	1.086956522	"g3"
4576	"OG11605"	0.3966	12	15	1.25	"g2"
4577	"OG10529"	0.2164	20	20	1	"g2"
4578	"OG8659"	0.2736	33	33	1	"g2"
4579	"OG6807"	0.41085	60	64	1.066666667	"g3"
4580	"OG9307"	0.2899	27	28	1.037037037	"g2"
4581	"OG4171"	0.163	272	276	1.014705882	"g7"
4582	"OG1433"	0.0801	342	364	1.064327485	"g7"
4583	"OG16121"	0.2183	8	8	1	"g1"
4584	"OG11268"	0.1842	15	16	1.066666667	"g2"
4585	"OG14562"	0.2052	9	9	1	"g1"
4586	"OG4892"	0.1317	199	203	1.020100503	"g5"
4587	"OG7565"	0.2558	49	49	1	"g2"
4588	"OG5743"	0.24295	94	97	1.031914894	"g3"
4589	"OG7467"	0.3175	50	50	1	"g2"
4590	"OG5233"	0.44235	154	156	1.012987013	"g5"
4591	"OG8312"	0.3712	34	36	1.058823529	"g2"
4592	"OG1199"	0.1025	343	430	1.253644315	"g7"
4593	"OG1436"	0.1871	333	364	1.093093093	"g7"
4594	"OG7946"	0.3216	42	42	1	"g2"
4595	"OG13282"	0.1994	11	11	1	"g2"
4596	"OG2555"	0.2333	335	337	1.005970149	"g7"
4597	"OG2314"	0.35155	333	341	1.024024024	"g7"
4598	"OG12150"	0.20345	13	13	1	"g2"
4599	"OG8677"	0.2197	32	33	1.03125	"g2"
4600	"OG13113"	0.2197	11	11	1	"g2"
4601	"OG1677"	0.2467	340	351	1.032352941	"g7"
4602	"OG14757"	0.11585	9	9	1	"g1"
4603	"OG16643"	0.1338	8	8	1	"g1"
4604	"OG13768"	0.4208	10	10	1	"g1"
4605	"OG14819"	0.1839	9	9	1	"g1"
4606	"OG15739"	0.1046	8	8	1	"g1"
4607	"OG6720"	0.3937	65	66	1.015384615	"g3"
4608	"OG8554"	0.0936	31	34	1.096774194	"g2"
4609	"OG7936"	0.24705	40	42	1.05	"g2"
4610	"OG1560"	0.014	343	355	1.034985423	"g7"
4611	"OG9036"	0.07865	29	30	1.034482759	"g2"
4612	"OG5594"	0.3719	107	108	1.009345794	"g4"
4613	"OG4016"	0.1156	282	286	1.014184397	"g7"
4614	"OG11768"	0.2224	15	15	1	"g2"
4615	"OG15909"	0.3457	8	8	1	"g1"
4616	"OG18432"	0.4824	7	7	1	"g1"
4617	"OG15585"	0.35925	9	9	1	"g1"
4618	"OG3341"	0.2398	314	317	1.00955414	"g7"
4619	"OG18024"	0.30185	7	7	1	"g1"
4620	"OG4543"	0.06495	239	245	1.025104603	"g6"
4621	"OG8966"	0.1616	31	31	1	"g2"
4622	"OG7775"	0.159	35	45	1.285714286	"g2"
4623	"OG8094"	0.2508	40	40	1	"g2"
4624	"OG5434"	0.0259	127	130	1.023622047	"g4"
4625	"OG8285"	0.17435	37	37	1	"g2"
4626	"OG13025"	0.2977	9	11	1.222222222	"g1"
4627	"OG2479"	0.2304	333	338	1.015015015	"g7"
4628	"OG7644"	0.2189	46	47	1.02173913	"g2"
4629	"OG9289"	0.3997	27	28	1.037037037	"g2"
4630	"OG6592"	0.2435	68	69	1.014705882	"g3"
4631	"OG3039"	0.0484	323	326	1.009287926	"g7"
4632	"OG7460"	0.3212	51	51	1	"g3"
4633	"OG3058"	0.2256	317	325	1.025236593	"g7"
4634	"OG4702"	0.19835	226	229	1.013274336	"g6"
4635	"OG15974"	0.1869	7	8	1.142857143	"g1"
4636	"OG5933"	0.1749	89	89	1	"g3"
4637	"OG13853"	0.3532	9	10	1.111111111	"g1"
4638	"OG1499"	0.1581	342	358	1.046783626	"g7"
4639	"OG4225"	0.1778	270	271	1.003703704	"g7"
4640	"OG16306"	0.4039	8	8	1	"g1"
4641	"OG1796"	0.0688	343	348	1.014577259	"g7"
4642	"OG7784"	0.4026	45	45	1	"g2"
4643	"OG10551"	0.1858	18	20	1.111111111	"g2"
4644	"OG13767"	0.1868	10	10	1	"g1"
4645	"OG6668"	0.0587	58	67	1.155172414	"g3"
4646	"OG11077"	0.15805	15	17	1.133333333	"g2"
4647	"OG9119"	0.2294	29	29	1	"g2"
4648	"OG9516"	0.1541	26	26	1	"g2"
4649	"OG2505"	0.34515	326	338	1.036809816	"g7"
4650	"OG3767"	0.1153	297	301	1.013468013	"g7"
4651	"OG11030"	0.321	17	17	1	"g2"
4652	"OG18459"	0.4176	7	7	1	"g1"
4653	"OG8609"	0.27	34	34	1	"g2"
4654	"OG14768"	0.1997	9	9	1	"g1"
4655	"OG10662"	0.34985	19	19	1	"g2"
4656	"OG12986"	0.3506	11	11	1	"g2"
4657	"OG5806"	0.0805	92	93	1.010869565	"g3"
4658	"OG13931"	0.1719	10	10	1	"g1"
4659	"OG2422"	0.058	328	339	1.033536585	"g7"
4660	"OG7909"	0.2976	43	43	1	"g2"
4661	"OG8531"	0.2199	32	34	1.0625	"g2"
4662	"OG6757"	0.50265	62	65	1.048387097	"g3"
4663	"OG9649"	0.37	25	25	1	"g2"
4664	"OG3158"	0.2132	319	323	1.012539185	"g7"
4665	"OG11032"	0.2397	17	17	1	"g2"
4666	"OG3033"	0.40095	312	326	1.044871795	"g7"
4667	"OG17585"	0.0954	7	7	1	"g1"
4668	"OG5834"	0.2757	92	92	1	"g3"
4669	"OG7235"	0.1393	39	55	1.41025641	"g2"
4670	"OG15995"	0.25705	8	8	1	"g1"
4671	"OG6194"	0.09005	58	80	1.379310345	"g3"
4672	"OG5601"	0.1206	73	107	1.465753425	"g3"
4673	"OG12012"	0.24885	14	14	1	"g2"
4674	"OG14342"	0.4707	9	9	1	"g1"
4675	"OG2539"	0.19555	333	337	1.012012012	"g7"
4676	"OG12258"	0.14195	13	13	1	"g2"
4677	"OG17267"	0.2123	7	7	1	"g1"
4678	"OG12022"	0.3723	14	14	1	"g2"
4679	"OG11374"	0.16235	15	16	1.066666667	"g2"
4680	"OG12980"	0.1794	11	11	1	"g2"
4681	"OG4901"	0.3161	201	202	1.004975124	"g6"
4682	"OG8662"	0.1771	32	33	1.03125	"g2"
4683	"OG13167"	0.0372	11	11	1	"g2"
4684	"OG6895"	0.2416	59	62	1.050847458	"g3"
4685	"OG3852"	0.3032	292	296	1.01369863	"g7"
4686	"OG6189"	0.2402	79	80	1.012658228	"g3"
4687	"OG5131"	0.2038	171	171	1	"g5"
4688	"OG14030"	0.27585	10	10	1	"g1"
4689	"OG4595"	0.3048	229	242	1.056768559	"g6"
4690	"OG14755"	0.30505	9	9	1	"g1"
4691	"OG4202"	0.3412	271	273	1.007380074	"g7"
4692	"OG3077"	0.0816	323	325	1.00619195	"g7"
4693	"OG2860"	0.19705	327	331	1.012232416	"g7"
4694	"OG4208"	0.0455	267	272	1.018726592	"g7"
4695	"OG8626"	0.18825	34	34	1	"g2"
4696	"OG11611"	0.0816	15	15	1	"g2"
4697	"OG9104"	0.104	30	30	1	"g2"
4698	"OG9048"	0.197	29	30	1.034482759	"g2"
4699	"OG2701"	0.2343	331	334	1.009063444	"g7"
4700	"OG13030"	0.2684	11	11	1	"g2"
4701	"OG8688"	0.0848	33	33	1	"g2"
4702	"OG12535"	0.09145	12	12	1	"g2"
4703	"OG2556"	0.1092	315	337	1.06984127	"g7"
4704	"OG7330"	0.0996	52	53	1.019230769	"g3"
4705	"OG14485"	0.1769	9	9	1	"g1"
4706	"OG9135"	0.34005	29	29	1	"g2"
4707	"OG11508"	0.3464	12	15	1.25	"g2"
4708	"OG3811"	0.1927	273	298	1.091575092	"g7"
4709	"OG17652"	0.1632	7	7	1	"g1"
4710	"OG7825"	0.5883	44	44	1	"g2"
4711	"OG4515"	0.1386	244	248	1.016393443	"g6"
4712	"OG8317"	0.2692	36	36	1	"g2"
4713	"OG11034"	0.08705	17	17	1	"g2"
4714	"OG11929"	0.21855	13	14	1.076923077	"g2"
4715	"OG2687"	0.0921	328	334	1.018292683	"g7"
4716	"OG7380"	0.3782	48	52	1.083333333	"g2"
4717	"OG3642"	0.3696	302	306	1.013245033	"g7"
4718	"OG3055"	0.4636	318	325	1.022012579	"g7"
4719	"OG9001"	0.1473	30	30	1	"g2"
4720	"OG13091"	0.2801	10	11	1.1	"g1"
4721	"OG15097"	0.4985	9	9	1	"g1"
4722	"OG5729"	0.0915	87	98	1.126436782	"g3"
4723	"OG9506"	0.1083	26	26	1	"g2"
4724	"OG12797"	0.24	12	12	1	"g2"
4725	"OG15321"	0.1419	9	9	1	"g1"
4726	"OG9072"	0.04475	30	30	1	"g2"
4727	"OG13754"	0.15515	8	10	1.25	"g1"
4728	"OG5118"	0.1833	166	173	1.042168675	"g5"
4729	"OG9811"	0.26945	24	24	1	"g2"
4730	"OG8277"	0.2693	37	37	1	"g2"
4731	"OG1165"	0.065	342	471	1.377192982	"g7"
4732	"OG8641"	0.47075	33	33	1	"g2"
4733	"OG2848"	0.1308	324	331	1.021604938	"g7"
4734	"OG9245"	0.3543	27	28	1.037037037	"g2"
4735	"OG8143"	0.2638	39	39	1	"g2"
4736	"OG4301"	0.272	262	265	1.011450382	"g7"
4737	"OG16700"	0.31365	8	8	1	"g1"
4738	"OG16759"	0.224	8	8	1	"g1"
4739	"OG16992"	0.39585	7	7	1	"g1"
4740	"OG1473"	0.013	341	361	1.058651026	"g7"
4741	"OG10008"	0.3691	23	23	1	"g2"
4742	"OG7978"	0.3185	39	41	1.051282051	"g2"
4743	"OG4476"	0.1012	238	251	1.054621849	"g6"
4744	"OG4878"	0.3269	205	206	1.004878049	"g6"
4745	"OG7181"	0.4236	54	56	1.037037037	"g3"
4746	"OG15994"	0.3013	8	8	1	"g1"
4747	"OG3947"	0.0777	289	291	1.006920415	"g7"
4748	"OG1258"	0.2276	289	393	1.359861592	"g7"
4749	"OG5740"	0.3503	70	97	1.385714286	"g3"
4750	"OG1825"	0.1127	342	348	1.01754386	"g7"
4751	"OG14925"	0.2913	7	9	1.285714286	"g1"
4752	"OG2321"	0.1656	337	341	1.011869436	"g7"
4753	"OG11556"	0.4089	15	15	1	"g2"
4754	"OG12229"	0.57565	11	13	1.181818182	"g2"
4755	"OG13343"	0.2326	11	11	1	"g2"
4756	"OG18262"	0.247	7	7	1	"g1"
4757	"OG6156"	0.2602	81	82	1.012345679	"g3"
4758	"OG2620"	0.0612	330	335	1.015151515	"g7"
4759	"OG8913"	0.3195	31	31	1	"g2"
4760	"OG1989"	0.01065	341	346	1.014662757	"g7"
4761	"OG12518"	0.26155	11	12	1.090909091	"g2"
4762	"OG14739"	0.1449	9	9	1	"g1"
4763	"OG4215"	0.2079	266	272	1.022556391	"g7"
4764	"OG3523"	0.23115	308	311	1.00974026	"g7"
4765	"OG12341"	0.2911	13	13	1	"g2"
4766	"OG11912"	0.23795	13	14	1.076923077	"g2"
4767	"OG2402"	0.2057	335	339	1.011940299	"g7"
4768	"OG9843"	0.0471	23	24	1.043478261	"g2"
4769	"OG5493"	0.26515	121	121	1	"g4"
4770	"OG6131"	0.3533	83	83	1	"g3"
4771	"OG12364"	0.3343	13	13	1	"g2"
4772	"OG5251"	0.36015	151	155	1.026490066	"g5"
4773	"OG10694"	0.3802	19	19	1	"g2"
4774	"OG6826"	0.1832	64	64	1	"g3"
4775	"OG7068"	0.298	58	58	1	"g3"
4776	"OG12235"	0.39895	13	13	1	"g2"
4777	"OG8142"	0.1705	37	39	1.054054054	"g2"
4778	"OG3030"	0.0998	320	326	1.01875	"g7"
4779	"OG16105"	0.1774	8	8	1	"g1"
4780	"OG1315"	0.18925	342	379	1.108187135	"g7"
4781	"OG6998"	0.1525	60	60	1	"g3"
4782	"OG1621"	0.1144	339	352	1.038348083	"g7"
4783	"OG8629"	0.1445	34	34	1	"g2"
4784	"OG2958"	0.1526	324	328	1.012345679	"g7"
4785	"OG10123"	0.1876	22	22	1	"g2"
4786	"OG7010"	0.4405	59	60	1.016949153	"g3"
4787	"OG1286"	0.09735	325	384	1.181538462	"g7"
4788	"OG12360"	0.1407	13	13	1	"g2"
4789	"OG12512"	0.0998	9	12	1.333333333	"g1"
4790	"OG16359"	0.6366	8	8	1	"g1"
4791	"OG4646"	0.27575	215	236	1.097674419	"g6"
4792	"OG7338"	0.2734	53	53	1	"g3"
4793	"OG9334"	0.40065	28	28	1	"g2"
4794	"OG10105"	0.24005	21	22	1.047619048	"g2"
4795	"OG12506"	0.20295	12	12	1	"g2"
4796	"OG5506"	0.33765	110	119	1.081818182	"g4"
4797	"OG1862"	0.0764	343	347	1.011661808	"g7"
4798	"OG3564"	0.2177	306	309	1.009803922	"g7"
4799	"OG2461"	0.0935	331	338	1.021148036	"g7"
4800	"OG15269"	0.3227	9	9	1	"g1"
4801	"OG2042"	0.09425	321	345	1.074766355	"g7"
4802	"OG8886"	0.3086	31	31	1	"g2"
4803	"OG8248"	0.30885	36	37	1.027777778	"g2"
4804	"OG5875"	0.1551	74	91	1.22972973	"g3"
4805	"OG14884"	0.3496	9	9	1	"g1"
4806	"OG3551"	0.1008	305	310	1.016393443	"g7"
4807	"OG17141"	0.1834	7	7	1	"g1"
4808	"OG3349"	0.5182	311	317	1.019292605	"g7"
4809	"OG7836"	0.3085	43	44	1.023255814	"g2"
4810	"OG14975"	0.32695	9	9	1	"g1"
4811	"OG5596"	0.117	108	108	1	"g4"
4812	"OG8819"	0.3034	32	32	1	"g2"
4813	"OG6579"	0.3713	67	69	1.029850746	"g3"
4815	"OG1795"	0.1303	343	349	1.017492711	"g7"
4816	"OG17029"	0.4972	7	7	1	"g1"
4817	"OG12149"	0.1209	13	13	1	"g2"
4818	"OG6297"	0.25985	75	76	1.013333333	"g3"
4819	"OG6577"	0.3331	68	69	1.014705882	"g3"
4820	"OG5972"	0.2233	87	88	1.011494253	"g3"
4821	"OG2390"	0.057	337	340	1.008902077	"g7"
4822	"OG8191"	0.2793	32	38	1.1875	"g2"
4823	"OG12271"	0.40995	13	13	1	"g2"
4824	"OG13719"	0.189	9	10	1.111111111	"g1"
4825	"OG10435"	0.2283	17	20	1.176470588	"g2"
4826	"OG11846"	0.18985	14	14	1	"g2"
4827	"OG17970"	0.23425	7	7	1	"g1"
4828	"OG5408"	0.16235	92	134	1.456521739	"g3"
4829	"OG9336"	0.3436	28	28	1	"g2"
4830	"OG2483"	0.2909	335	338	1.008955224	"g7"
4831	"OG2285"	0.11635	330	341	1.033333333	"g7"
4832	"OG10140"	0.1951	22	22	1	"g2"
4833	"OG14954"	0.099	9	9	1	"g1"
4834	"OG5855"	0.3036	89	92	1.033707865	"g3"
4835	"OG16945"	0.5195	8	8	1	"g1"
4836	"OG10167"	0.2595	22	22	1	"g2"
4837	"OG4002"	0.16	286	287	1.003496503	"g7"
4838	"OG8614"	0.364	34	34	1	"g2"
4839	"OG5306"	0.4234	146	147	1.006849315	"g4"
4840	"OG15463"	0.31155	9	9	1	"g1"
4841	"OG15987"	0.2826	8	8	1	"g1"
4842	"OG16317"	0.2015	8	8	1	"g1"
4843	"OG15636"	0.0801	8	8	1	"g1"
4844	"OG12015"	0.373	14	14	1	"g2"
4845	"OG15313"	0.1929	9	9	1	"g1"
4846	"OG9515"	0.2407	21	26	1.238095238	"g2"
4847	"OG14683"	0.3544	9	9	1	"g1"
4848	"OG10476"	0.23985	20	20	1	"g2"
4849	"OG5186"	0.2415	159	162	1.018867925	"g5"
4850	"OG10855"	0.1978	15	18	1.2	"g2"
4851	"OG6930"	0.0568	61	61	1	"g3"
4852	"OG18663"	0.2026	7	7	1	"g1"
4853	"OG1426"	0.1642	323	366	1.133126935	"g7"
4854	"OG6767"	0.19775	65	65	1	"g3"
4855	"OG3248"	0.2341	318	320	1.006289308	"g7"
4856	"OG1513"	0.12935	342	358	1.046783626	"g7"
4857	"OG8777"	0.0046	32	32	1	"g2"
4858	"OG8585"	0.1418	34	34	1	"g2"
4859	"OG3534"	0.0868	310	311	1.003225806	"g7"
4860	"OG8993"	0.3179	30	30	1	"g2"
4861	"OG3998"	0.2271	283	287	1.014134276	"g7"
4862	"OG14500"	0.2451	9	9	1	"g1"
4863	"OG10216"	0.0341	21	21	1	"g2"
4864	"OG9725"	0.2003	25	25	1	"g2"
4865	"OG2924"	0.1445	323	329	1.018575851	"g7"
4866	"OG13742"	0.3536	9	10	1.111111111	"g1"
4867	"OG11598"	0.3487	14	15	1.071428571	"g2"
4868	"OG2243"	0.1552	336	342	1.017857143	"g7"
