"X1"	"OG"	"dN_dS"	"representative"	"locus"	"positive_num"	"uniprotID"	"geneID"
2268	"OG6951"	0.32725	"Saccharomyces_cerevisiae@YDR179C"	"YDR179C"	NA	"Q03981"	"CSN9"
2272	"OG3018"	0.2216	"Saccharomyces_cerevisiae@YFR025C"	"YFR025C"	1	"P38635"	"HIS9"
2274	"OG2369"	0.15745	"Saccharomyces_cerevisiae@YBR256C"	"YBR256C"	NA	"P38145"	"RISA"
2277	"OG5349"	0.22905	"Saccharomyces_cerevisiae@YPL100W"	"YPL100W"	NA	"Q02887"	"ATG21"
2286	"OG2466"	0.1926	"Saccharomyces_cerevisiae@YDR268W"	"YDR268W"	NA	"P04803"	"SYWM"
2292	"OG2559"	0.13395	"Saccharomyces_cerevisiae@YKR035W-A"	"YKR035W-A"	NA	"P69771"	"DID2"
2293	"OG3719"	0.1387	"Saccharomyces_cerevisiae@YER044C"	"YER044C"	NA	"P40030"	"ERG28"
2295	"OG2654"	0.16	"Saccharomyces_cerevisiae@YJR057W"	"YJR057W"	NA	"P00572"	"KTHY"
2301	"OG2233"	0.3991	"Saccharomyces_cerevisiae@YAL002W"	"YAL002W"	NA	"P39702"	"VPS8"
2302	"OG5696"	0.2918	"Saccharomyces_cerevisiae@YKL183W"	"YKL183W"	1	"P34234"	"LOT5"
2306	"OG4136"	0.0958	"Saccharomyces_cerevisiae@YOL141W"	"YOL141W"	NA	"Q08282"	"TYW4"
2308	"OG1686"	0.0887	"Saccharomyces_cerevisiae@YPL212C"	"YPL212C"	1	"Q12211"	"PUS1"
2310	"OG7387"	0.17095	"Saccharomyces_cerevisiae@YMR252C"	"YMR252C"	NA	"Q04814"	"YM86"
2312	"OG6286"	0.30045	"Saccharomyces_cerevisiae@YAL031C"	"YAL031C"	NA	"P39732"	"GIP4"
2314	"OG6345"	0.37065	"Saccharomyces_cerevisiae@YMR029C"	"YMR029C"	NA	"Q05040"	"FAR8"
2321	"OG2151"	0.3225	"Saccharomyces_cerevisiae@YJL109C"	"YJL109C"	NA	"P42945"	"UTP10"
2326	"OG6988"	0.2026	"Saccharomyces_cerevisiae@YLR298C"	"YLR298C"	NA	"Q05900"	"RU1C"
2329	"OG1756"	0.0524	"Saccharomyces_cerevisiae@YNL112W"	"YNL112W"	3	"P24783"	"DBP2"
2330	"OG7262"	0.3389	"Saccharomyces_cerevisiae@YDR494W"	"YDR494W"	NA	"Q03430"	"RSM28"
2334	"OG5096"	0.0625	"Saccharomyces_cerevisiae@YNL332W"	"YNL332W"	NA	"P42883"	"THI12"
2337	"OG4558"	0.19905	"Saccharomyces_cerevisiae@YFR040W"	"YFR040W"	NA	"P43612"	"SA155"
2339	"OG2373"	0.1109	"Saccharomyces_cerevisiae@YAL034C"	"YAL034C"	NA	"P28003"	"FUN19"
2341	"OG1111"	0.045	"Saccharomyces_cerevisiae@YDR234W"	"YDR234W"	NA	"P49367"	"LYS4"
2342	"OG4710"	0.187	"Saccharomyces_cerevisiae@YOR238W"	"YOR238W"	NA	"Q08634"	"YO238"
2343	"OG6318"	0.3405	"Saccharomyces_cerevisiae@YOL088C"	"YOL088C"	1	"Q99316"	"MPD2"
2351	"OG3618"	0.1824	"Saccharomyces_cerevisiae@YGR203W"	"YGR203W"	NA	"P42937"	"YCH1"
2353	"OG10265"	0.5013	"Saccharomyces_cerevisiae@YOR247W"	"YOR247W"	NA	"Q08673"	"SRL1"
2358	"OG12664"	0.2997	"Saccharomyces_cerevisiae@YOL162W"	"YOL162W"	NA	"P0CF19"	"YO162"
2361	"OG17657"	0.3746	"Saccharomyces_cerevisiae@YMR003W"	"YMR003W"	3	"Q03673"	"AIM34"
2366	"OG2030"	0.2106	"Saccharomyces_cerevisiae@YNL248C"	"YNL248C"	1	"Q01080"	"RPA49"
2374	"OG4951"	0.2463	"Saccharomyces_cerevisiae@YHR178W"	"YHR178W"	1	"P38699"	"STB5"
2375	"OG1605"	0.0499	"Saccharomyces_cerevisiae@YMR216C"	"YMR216C"	NA	"Q03656"	"SKY1"
2379	"OG4128"	0.1823	"Saccharomyces_cerevisiae@YGR178C"	"YGR178C"	NA	"P53297"	"PBP1"
2382	"OG1852"	0.0585	"Saccharomyces_cerevisiae@YMR301C"	"YMR301C"	NA	"P40416"	"ATM1"
2383	"OG2788"	0.0701	"Saccharomyces_cerevisiae@YJR069C"	"YJR069C"	1	"P47119"	"ITPA"
2386	"OG2842"	0.178	"Saccharomyces_cerevisiae@YDR084C"	"YDR084C"	NA	"P38962"	"TVP23"
2389	"OG2626"	0.2845	"Saccharomyces_cerevisiae@YML031W"	"YML031W"	NA	"P32500"	"NDC1"
2392	"OG3036"	0.0364	"Saccharomyces_cerevisiae@YGR270W"	"YGR270W"	NA	"P40340"	"TBP7"
2393	"OG4715"	0.0814	"Saccharomyces_cerevisiae@YEL066W"	"YEL066W"	NA	"P39979"	"HPA3"
2401	"OG1935"	0.1176	"Saccharomyces_cerevisiae@YNR050C"	"YNR050C"	NA	"P38999"	"LYS9"
2403	"OG3457"	0.1745	"Saccharomyces_cerevisiae@YDR005C"	"YDR005C"	NA	"P41910"	"MAF1"
2408	"OG1362"	0.05835	"Saccharomyces_cerevisiae@YJL098W"	"YJL098W"	1	"P40856"	"SA185"
2415	"OG3165"	0.2149	"Saccharomyces_cerevisiae@YBR053C"	"YBR053C"	NA	"P38235"	"YBQ3"
2419	"OG2064"	0.11485	"Saccharomyces_cerevisiae@YGR054W"	"YGR054W"	NA	"P53235"	"EIF2A"
2421	"OG2097"	0.2388	"Saccharomyces_cerevisiae@YDL114W"	"YDL114W"	NA	"Q07530"	"YD114"
2428	"OG4028"	0.1844	"Saccharomyces_cerevisiae@YDR243C"	"YDR243C"	NA	"P23394"	"PRP28"
2429	"OG1371"	0.0226	"Saccharomyces_cerevisiae@YDR213W"	"YDR213W"	NA	"Q12151"	"UPC2"
2431	"OG6485"	0.18405	"Saccharomyces_cerevisiae@YDR464W"	"YDR464W"	2	"P38904"	"SPP41"
2432	"OG2385"	0.3503	"Saccharomyces_cerevisiae@YDL063C"	"YDL063C"	NA	"Q07395"	"SYO1"
2436	"OG2673"	0.2034	"Saccharomyces_cerevisiae@YMR092C"	"YMR092C"	NA	"P46680"	"AIP1"
2437	"OG1639"	0.13225	"Saccharomyces_cerevisiae@YNL055C"	"YNL055C"	NA	"P04840"	"VDAC1"
2438	"OG3589"	0.1328	"Saccharomyces_cerevisiae@YDL046W"	"YDL046W"	NA	"Q12408"	"NPC2"
2444	"OG2522"	0.0815	"Saccharomyces_cerevisiae@YBR011C"	"YBR011C"	2	"P00817"	"IPYR"
2447	"OG1497"	0.094	"Saccharomyces_cerevisiae@YIR037W"	"YIR037W"	NA	"P40581"	"GPX3"
2452	"OG4091"	0.2477	"Saccharomyces_cerevisiae@YJR044C"	"YJR044C"	NA	"P47111"	"VPS55"
2456	"OG1776"	0.0406	"Saccharomyces_cerevisiae@YER025W"	"YER025W"	NA	"P32481"	"IF2G"
2460	"OG7664"	0.30785	"Saccharomyces_cerevisiae@YPL039W"	"YPL039W"	NA	"Q03080"	"YP039"
2462	"OG16236"	0.1683	"Saccharomyces_cerevisiae@YJL185C"	"YJL185C"	NA	"P46983"	"ATG36"
2464	"OG3933"	0.256	"Saccharomyces_cerevisiae@YHR140W"	"YHR140W"	NA	"P38842"	"YHU0"
2469	"OG1366"	0.0996	"Saccharomyces_cerevisiae@YMR143W"	"YMR143W"	NA	"P0CX51"	"RS16A"
2475	"OG6824"	0.3805	"Saccharomyces_cerevisiae@YMR094W"	"YMR094W"	NA	"P35203"	"CBF3C"
2477	"OG1537"	0.0508	"Saccharomyces_cerevisiae@YPR035W"	"YPR035W"	1	"P32288"	"GLNA"
2481	"OG5365"	0.0766	"Saccharomyces_cerevisiae@YDL085C-A"	"YDL085C-A"	NA	"Q3E7B7"	"YD85C"
2482	"OG3952"	0.1485	"Saccharomyces_cerevisiae@YLR290C"	"YLR290C"	NA	"Q05892"	"COQ11"
2483	"OG3982"	0.1446	"Saccharomyces_cerevisiae@YHR204W"	"YHR204W"	NA	"P38888"	"MNL1"
2485	"OG1464"	0.0624	"Saccharomyces_cerevisiae@YPL129W"	"YPL129W"	1	"P35189"	"TAF14"
2487	"OG5095"	0.2652	"Saccharomyces_cerevisiae@YNL211C"	"YNL211C"	NA	"P53869"	"MRX7"
2494	"OG7872"	0.3164	"Saccharomyces_cerevisiae@YBR152W"	"YBR152W"	1	"P38282"	"SP381"
2499	"OG2684"	0.1259	"Saccharomyces_cerevisiae@YOR125C"	"YOR125C"	NA	"P41735"	"COQ7"
2506	"OG3727"	0.2535	"Saccharomyces_cerevisiae@YPR185W"	"YPR185W"	NA	"Q06628"	"ATG13"
2507	"OG1590"	0.0835	"Saccharomyces_cerevisiae@YOR173W"	"YOR173W"	NA	"Q12123"	"DCS2"
2508	"OG1965"	0.1485	"Saccharomyces_cerevisiae@YNL163C"	"YNL163C"	NA	"P53893"	"RIA1"
2513	"OG3994"	0.1054	"Saccharomyces_cerevisiae@YBR019C"	"YBR019C"	NA	"P04397"	"GAL10"
2517	"OG1958"	0.4097	"Saccharomyces_cerevisiae@YDR027C"	"YDR027C"	NA	"Q12071"	"VPS54"
2525	"OG3862"	0.4118	"Saccharomyces_cerevisiae@YLR425W"	"YLR425W"	NA	"Q06412"	"TUS1"
2526	"OG17673"	0.2822	"Saccharomyces_cerevisiae@YDL211C"	"YDL211C"	NA	"Q12121"	"YD211"
2527	"OG1952"	0.10755	"Saccharomyces_cerevisiae@YOL100W"	"YOL100W"	NA	"Q12236"	"PKH2"
2529	"OG2325"	0.1859	"Saccharomyces_cerevisiae@YDR324C"	"YDR324C"	1	"Q06679"	"UTP4"
2535	"OG5126"	0.2952	"Saccharomyces_cerevisiae@YJR149W"	"YJR149W"	NA	"P47177"	"2NDP"
2536	"OG2822"	0.08445	"Saccharomyces_cerevisiae@YDR245W"	"YDR245W"	NA	"P50108"	"MNN10"
2538	"OG2796"	0.39835	"Saccharomyces_cerevisiae@YGR235C"	"YGR235C"	NA	"P50087"	"MIC26"
2540	"OG1869"	0.0972	"Saccharomyces_cerevisiae@YKR009C"	"YKR009C"	NA	"Q02207"	"FOX2"
2542	"OG1684"	0.1041	"Saccharomyces_cerevisiae@YPL091W"	"YPL091W"	NA	"P41921"	"GSHR"
2543	"OG3808"	0.2149	"Saccharomyces_cerevisiae@YDR200C"	"YDR200C"	NA	"Q03944"	"VPS64"
2545	"OG1439"	0.0831	"Saccharomyces_cerevisiae@YNL142W"	"YNL142W"	1	"P41948"	"MEP2"
2550	"OG3059"	0.247	"Saccharomyces_cerevisiae@YNL242W"	"YNL242W"	NA	"P53855"	"ATG2"
2553	"OG3127"	0.1638	"Saccharomyces_cerevisiae@YLR306W"	"YLR306W"	2	"P52491"	"UBC12"
2560	"OG2548"	0.2429	"Saccharomyces_cerevisiae@YDR087C"	"YDR087C"	3	"P35178"	"RRP1"
2562	"OG4371"	0.1566	"Saccharomyces_cerevisiae@YNL328C"	"YNL328C"	NA	"P42834"	"MDJ2"
2564	"OG3423"	0.0875	"Saccharomyces_cerevisiae@YOR159C"	"YOR159C"	NA	"Q12330"	"RUXE"
2568	"OG1390"	0.07665	"Saccharomyces_cerevisiae@YML082W"	"YML082W"	NA	"Q04533"	"METX"
2571	"OG17663"	0.5196	"Saccharomyces_cerevisiae@YLR125W"	"YLR125W"	2	"Q12138"	"YL125"
2572	"OG2489"	0.13025	"Saccharomyces_cerevisiae@YMR253C"	"YMR253C"	NA	"Q04835"	"YM87"
2573	"OG1380"	0.08625	"Saccharomyces_cerevisiae@YDL239C"	"YDL239C"	2	"Q07732"	"ADY3"
2576	"OG3639"	0.1579	"Saccharomyces_cerevisiae@YHR137W"	"YHR137W"	NA	"P38840"	"ARO9"
2579	"OG6490"	0.1054	"Saccharomyces_cerevisiae@YER030W"	"YER030W"	NA	"P40019"	"CHZ1"
2583	"OG2442"	0.0684	"Saccharomyces_cerevisiae@YOR196C"	"YOR196C"	NA	"P32875"	"LIPA"
2587	"OG17664"	0.1128	"Saccharomyces_cerevisiae@YIL114C"	"YIL114C"	NA	"P40478"	"VDAC2"
2588	"OG3607"	0.3394	"Saccharomyces_cerevisiae@YDL065C"	"YDL065C"	NA	"Q07418"	"PEX19"
2590	"OG6836"	0.3431	"Saccharomyces_cerevisiae@YMR232W"	"YMR232W"	1	"Q05670"	"FUS2"
2591	"OG2208"	0.1977	"Saccharomyces_cerevisiae@YER143W"	"YER143W"	NA	"P40087"	"DDI1"
2593	"OG4306"	0.3682	"Saccharomyces_cerevisiae@YOL095C"	"YOL095C"	NA	"Q12039"	"HMI1"
2595	"OG2076"	0.0859	"Saccharomyces_cerevisiae@YML061C"	"YML061C"	NA	"P07271"	"PIF1"
2598	"OG1911"	0.0859	"Saccharomyces_cerevisiae@YNL102W"	"YNL102W"	NA	"P13382"	"DPOA"
2601	"OG3942"	0.1385	"Saccharomyces_cerevisiae@YJR017C"	"YJR017C"	NA	"P22696"	"ESS1"
2604	"OG16234"	0.12705	"Saccharomyces_cerevisiae@YMR037C"	"YMR037C"	NA	"P33748"	"MSN2"
2605	"OG2393"	0.1677	"Saccharomyces_cerevisiae@YHL004W"	"YHL004W"	1	"P32902"	"RT04"
2609	"OG4280"	0.3069	"Saccharomyces_cerevisiae@YDR443C"	"YDR443C"	1	"P38931"	"SSN2"
2610	"OG17577"	0.1995	"Saccharomyces_cerevisiae@YKR091W"	"YKR091W"	NA	"P36167"	"SRL3"
2613	"OG6520"	0.3073	"Saccharomyces_cerevisiae@YJR010C-A"	"YJR010C-A"	NA	"P46965"	"SPC1"
2614	"OG2241"	0.1261	"Saccharomyces_cerevisiae@YHR079C"	"YHR079C"	NA	"P32361"	"IRE1"
2616	"OG4700"	0.2792	"Saccharomyces_cerevisiae@YDL146W"	"YDL146W"	NA	"Q12342"	"LDB17"
2624	"OG3042"	0.15745	"Saccharomyces_cerevisiae@YDL120W"	"YDL120W"	NA	"Q07540"	"FRDA"
2627	"OG4204"	0.154	"Saccharomyces_cerevisiae@YGL220W"	"YGL220W"	NA	"P53082"	"BOL2"
2628	"OG1895"	0.1617	"Saccharomyces_cerevisiae@YEL050C"	"YEL050C"	NA	"P32611"	"RML2"
2630	"OG1386"	0.094	"Saccharomyces_cerevisiae@YML026C"	"YML026C"	2	"P0CX56"	"RS18B"
2635	"OG6581"	0.2906	"Saccharomyces_cerevisiae@YBR225W"	"YBR225W"	NA	"P38321"	"YB75"
2657	"OG3166"	0.2534	"Saccharomyces_cerevisiae@YML095C"	"YML095C"	NA	"P06838"	"RAD10"
2659	"OG2153"	0.1244	"Saccharomyces_cerevisiae@YLR438C-A"	"YLR438C-A"	NA	"P57743"	"LSM3"
2662	"OG6587"	0.2435	"Saccharomyces_cerevisiae@YIL016W"	"YIL016W"	NA	"P40548"	"SNL1"
2675	"OG3560"	0.2183	"Saccharomyces_cerevisiae@YGL122C"	"YGL122C"	NA	"P32505"	"NAB2"
2679	"OG1468"	0.1952	"Saccharomyces_cerevisiae@YNL130C"	"YNL130C"	NA	"P17898"	"CPT1"
2680	"OG5845"	0.0973	"Saccharomyces_cerevisiae@YGL254W"	"YGL254W"	NA	"P32805"	"FZF1"
2687	"OG2320"	0.1432	"Saccharomyces_cerevisiae@YOL041C"	"YOL041C"	NA	"Q08208"	"NOP12"
2688	"OG3352"	0.1133	"Saccharomyces_cerevisiae@YOR154W"	"YOR154W"	1	"Q12232"	"SLP1"
2690	"OG2943"	0.1871	"Saccharomyces_cerevisiae@YGL231C"	"YGL231C"	1	"P53073"	"EMC4"
2696	"OG3208"	0.1491	"Saccharomyces_cerevisiae@YDR529C"	"YDR529C"	1	"P00128"	"QCR7"
2702	"OG3675"	0.20115	"Saccharomyces_cerevisiae@YKL028W"	"YKL028W"	NA	"P36100"	"T2EA"
2703	"OG3163"	0.2488	"Saccharomyces_cerevisiae@YBR193C"	"YBR193C"	NA	"P38304"	"MED8"
2706	"OG3487"	0.122	"Saccharomyces_cerevisiae@YPL132W"	"YPL132W"	NA	"P19516"	"COX11"
2708	"OG6471"	0.30825	"Saccharomyces_cerevisiae@YHR196W"	"YHR196W"	NA	"P38882"	"UTP9"
2709	"OG2054"	0.0393	"Saccharomyces_cerevisiae@YBL078C"	"YBL078C"	NA	"P38182"	"ATG8"
2713	"OG4111"	0.2061	"Saccharomyces_cerevisiae@YIR015W"	"YIR015W"	NA	"P40571"	"RPR2"
2715	"OG2938"	0.2195	"Saccharomyces_cerevisiae@YAL020C"	"YAL020C"	NA	"P31386"	"ATS1"
2716	"OG2302"	0.2554	"Saccharomyces_cerevisiae@YCL034W"	"YCL034W"	NA	"P25369"	"LSB5"
2717	"OG2229"	0.1339	"Saccharomyces_cerevisiae@YHR113W"	"YHR113W"	1	"P38821"	"DNPEP"
2719	"OG1702"	0.13905	"Saccharomyces_cerevisiae@YOR018W"	"YOR018W"	NA	"Q02805"	"ROD1"
2724	"OG1569"	0.0758	"Saccharomyces_cerevisiae@YLR355C"	"YLR355C"	NA	"P06168"	"ILV5"
2725	"OG4107"	0.4173	"Saccharomyces_cerevisiae@YJR055W"	"YJR055W"	NA	"P46973"	"HIT1"
2726	"OG3372"	0.43325	"Saccharomyces_cerevisiae@YML002W"	"YML002W"	3	"P0CF17"	"U5072"
2728	"OG4212"	0.32115	"Saccharomyces_cerevisiae@YDR229W"	"YDR229W"	NA	"Q04934"	"IVY1"
2731	"OG6598"	0.35065	"Saccharomyces_cerevisiae@YKL216W"	"YKL216W"	NA	"P28272"	"PYRD"
2734	"OG1157"	0.0703	"Saccharomyces_cerevisiae@YGR019W"	"YGR019W"	NA	"P17649"	"GABAT"
2737	"OG1927"	0.0973	"Saccharomyces_cerevisiae@YGR211W"	"YGR211W"	NA	"P53303"	"ZPR1"
2738	"OG2835"	0.1449	"Saccharomyces_cerevisiae@YPR021C"	"YPR021C"	NA	"Q12482"	"AGC1"
2742	"OG2496"	0.1865	"Saccharomyces_cerevisiae@YDR237W"	"YDR237W"	NA	"P36519"	"RM07"
2743	"OG14453"	0.0879	"Saccharomyces_cerevisiae@YHR185C"	"YHR185C"	NA	"P38872"	"ADY1"
2746	"OG1946"	0.1388	"Saccharomyces_cerevisiae@YMR093W"	"YMR093W"	NA	"Q04305"	"UTP15"
2748	"OG2159"	0.1633	"Saccharomyces_cerevisiae@YBR088C"	"YBR088C"	NA	"P15873"	"PCNA"
2757	"OG4427"	0.18035	"Saccharomyces_cerevisiae@YER051W"	"YER051W"	NA	"P40034"	"JHD1"
2761	"OG6763"	0.3043	"Saccharomyces_cerevisiae@YLR135W"	"YLR135W"	1	"Q12098"	"SLX4"
2769	"OG2344"	0.3636	"Saccharomyces_cerevisiae@YCL045C"	"YCL045C"	1	"P25574"	"EMC1"
2770	"OG2425"	0.0802	"Saccharomyces_cerevisiae@YLR243W"	"YLR243W"	2	"Q06543"	"GPN3"
2774	"OG3848"	0.46795	"Saccharomyces_cerevisiae@YJL207C"	"YJL207C"	NA	"P39526"	"LAA1"
2775	"OG4092"	0.3394	"Saccharomyces_cerevisiae@YDL091C"	"YDL091C"	NA	"Q12229"	"UBX3"
2776	"OG4412"	0.2235	"Saccharomyces_cerevisiae@YMR069W"	"YMR069W"	NA	"Q04751"	"NAA40"
2779	"OG4026"	0.2555	"Saccharomyces_cerevisiae@YMR123W"	"YMR123W"	NA	"Q03880"	"PKR1"
2782	"OG1578"	0.2428	"Saccharomyces_cerevisiae@YMR239C"	"YMR239C"	NA	"Q02555"	"RNT1"
2784	"OG2765"	0.0493	"Saccharomyces_cerevisiae@YBL071W-A"	"YBL071W-A"	NA	"Q3E840"	"DPH3"
2786	"OG4754"	0.175	"Saccharomyces_cerevisiae@YMR194C-B"	"YMR194C-B"	1	"Q3E7A9"	"CMC4"
2788	"OG2597"	0.3463	"Saccharomyces_cerevisiae@YDL116W"	"YDL116W"	NA	"P52891"	"NUP84"
2789	"OG3963"	0.2483	"Saccharomyces_cerevisiae@YDR386W"	"YDR386W"	NA	"Q04149"	"MUS81"
2790	"OG13523"	0.1145	"Saccharomyces_cerevisiae@YMR072W"	"YMR072W"	NA	"Q02486"	"ABF2"
2791	"OG3960"	0.40665	"Saccharomyces_cerevisiae@YNL126W"	"YNL126W"	NA	"P53540"	"SPC98"
2795	"OG1714"	0.0771	"Saccharomyces_cerevisiae@YBR115C"	"YBR115C"	NA	"P07702"	"LYS2"
2801	"OG3760"	0.18605	"Saccharomyces_cerevisiae@YPL268W"	"YPL268W"	NA	"P32383"	"PLC1"
2802	"OG3379"	0.4182	"Saccharomyces_cerevisiae@YKR082W"	"YKR082W"	NA	"P36161"	"NU133"
2812	"OG6545"	0.0699	"Saccharomyces_cerevisiae@YBL103C"	"YBL103C"	NA	"P38165"	"RTG3"
2813	"OG2105"	0.0617	"Saccharomyces_cerevisiae@YIL118W"	"YIL118W"	NA	"Q00245"	"RHO3"
2817	"OG3824"	0.14945	"Saccharomyces_cerevisiae@YJR002W"	"YJR002W"	1	"P47083"	"MPP10"
2822	"OG4055"	0.2418	"Saccharomyces_cerevisiae@YOL008W"	"YOL008W"	1	"Q08058"	"COQ10"
2823	"OG6586"	0.2774	"Saccharomyces_cerevisiae@YBR165W"	"YBR165W"	NA	"P38290"	"UBS1"
2827	"OG1577"	0.2035	"Saccharomyces_cerevisiae@YGR188C"	"YGR188C"	NA	"P41695"	"BUB1"
2832	"OG8599"	0.3792	"Saccharomyces_cerevisiae@YBR107C"	"YBR107C"	NA	"P38265"	"CENPL"
2834	"OG17068"	0.1479	"Saccharomyces_cerevisiae@YDR263C"	"YDR263C"	1	"Q12086"	"DIN7"
2839	"OG1745"	0.2085	"Saccharomyces_cerevisiae@YGR047C"	"YGR047C"	NA	"P33339"	"TFC4"
2840	"OG14910"	0.14815	"Saccharomyces_cerevisiae@YPL049C"	"YPL049C"	1	"Q03063"	"DIG1"
2841	"OG3190"	0.1249	"Saccharomyces_cerevisiae@YNR003C"	"YNR003C"	1	"P32910"	"RPC6"
2846	"OG3924"	0.2002	"Saccharomyces_cerevisiae@YPL280W"	"YPL280W"	2	"Q08992"	"HSP32"
2848	"OG8657"	0.3276	"Saccharomyces_cerevisiae@YCL058W-A"	"YCL058W-A"	NA	"Q2V2Q1"	"ADF1"
2849	"OG6799"	0.0317	"Saccharomyces_cerevisiae@YDR310C"	"YDR310C"	3	"P46676"	"SUM1"
2850	"OG2118"	0.03865	"Saccharomyces_cerevisiae@YPL235W"	"YPL235W"	1	"Q12464"	"RUVB2"
2852	"OG4006"	0.1288	"Saccharomyces_cerevisiae@YHL008C"	"YHL008C"	NA	"P38750"	"YHA8"
2853	"OG4733"	0.27565	"Saccharomyces_cerevisiae@YGR068C"	"YGR068C"	NA	"P53244"	"ART5"
2858	"OG3631"	0.1479	"Saccharomyces_cerevisiae@YDR465C"	"YDR465C"	1	"Q03305"	"RMT2"
2867	"OG2493"	0.12085	"Saccharomyces_cerevisiae@YML018C"	"YML018C"	NA	"Q03730"	"YMB8"
2872	"OG3766"	0.142	"Saccharomyces_cerevisiae@YGR001C"	"YGR001C"	NA	"P53200"	"EFM5"
2873	"OG3209"	0.224	"Saccharomyces_cerevisiae@YBL035C"	"YBL035C"	NA	"P38121"	"DPOA2"
2875	"OG3026"	0.186	"Saccharomyces_cerevisiae@YNL181W"	"YNL181W"	1	"P53878"	"YNS1"
2877	"OG1204"	0.0192	"Saccharomyces_cerevisiae@YIL107C"	"YIL107C"	NA	"P40433"	"6P21"
2882	"OG1683"	0.0505	"Saccharomyces_cerevisiae@YDR062W"	"YDR062W"	1	"P40970"	"LCB2"
2883	"OG1764"	0.155	"Saccharomyces_cerevisiae@YOR095C"	"YOR095C"	NA	"Q12189"	"RPIA"
2884	"OG2718"	0.0951	"Saccharomyces_cerevisiae@YMR034C"	"YMR034C"	NA	"Q05131"	"YMS4"
2885	"OG7217"	0.20835	"Saccharomyces_cerevisiae@YJR092W"	"YJR092W"	1	"P47136"	"BUD4"
2886	"OG3943"	0.1646	"Saccharomyces_cerevisiae@YBR122C"	"YBR122C"	NA	"P36531"	"RM36"
2892	"OG5868"	0.2477	"Saccharomyces_cerevisiae@YDR478W"	"YDR478W"	NA	"P40993"	"RMRP"
2894	"OG1163"	0.2458	"Saccharomyces_cerevisiae@YHL039W"	"YHL039W"	NA	"P38732"	"EFM1"
2895	"OG7155"	0.27855	"Saccharomyces_cerevisiae@YMR160W"	"YMR160W"	NA	"Q03823"	"YM35"
2896	"OG1773"	0.1878	"Saccharomyces_cerevisiae@YHR164C"	"YHR164C"	NA	"P38859"	"DNA2"
2900	"OG3378"	0.20125	"Saccharomyces_cerevisiae@YLR295C"	"YLR295C"	NA	"Q12349"	"ATP14"
2902	"OG1533"	0.0798	"Saccharomyces_cerevisiae@YBL099W"	"YBL099W"	3	"P07251"	"ATPA"
2903	"OG1839"	0.0725	"Saccharomyces_cerevisiae@YGL091C"	"YGL091C"	NA	"P52920"	"NBP35"
2904	"OG3944"	0.4062	"Saccharomyces_cerevisiae@YEL001C"	"YEL001C"	NA	"P40006"	"IRC22"
2905	"OG3919"	0.2322	"Saccharomyces_cerevisiae@YDR126W"	"YDR126W"	NA	"Q04629"	"SWF1"
2906	"OG2368"	0.2147	"Saccharomyces_cerevisiae@YAL010C"	"YAL010C"	1	"P18409"	"MDM10"
2908	"OG5590"	0.2984	"Saccharomyces_cerevisiae@YFL049W"	"YFL049W"	NA	"P43554"	"SWP82"
2914	"OG4008"	0.207	"Saccharomyces_cerevisiae@YMR113W"	"YMR113W"	NA	"Q12676"	"FOLD"
2920	"OG3903"	0.2472	"Saccharomyces_cerevisiae@YJR080C"	"YJR080C"	NA	"P47127"	"AIM24"
2922	"OG8787"	0.1514	"Saccharomyces_cerevisiae@YHR079C-A"	"YHR079C-A"	NA	"P89114"	"SAE3"
2924	"OG1970"	0.1592	"Saccharomyces_cerevisiae@YPR133C"	"YPR133C"	NA	"Q06505"	"IWS1"
2925	"OG1517"	0.12745	"Saccharomyces_cerevisiae@YGL167C"	"YGL167C"	1	"P13586"	"ATC1"
2927	"OG3787"	0.16825	"Saccharomyces_cerevisiae@YER004W"	"YER004W"	NA	"P40008"	"FMP52"
2929	"OG1392"	0.1001	"Saccharomyces_cerevisiae@YPL106C"	"YPL106C"	1	"P32589"	"HSP7F"
2931	"OG3505"	0.191	"Saccharomyces_cerevisiae@YGL187C"	"YGL187C"	3	"P04037"	"COX4"
2934	"OG7881"	0.1513	"Saccharomyces_cerevisiae@YPL229W"	"YPL229W"	NA	"Q99395"	"YP229"
2941	"OG4330"	0.1593	"Saccharomyces_cerevisiae@YMR038C"	"YMR038C"	NA	"P40202"	"CCS1"
2945	"OG1981"	0.1732	"Saccharomyces_cerevisiae@YHL015W"	"YHL015W"	NA	"P38701"	"RS20"
2950	"OG3401"	0.1434	"Saccharomyces_cerevisiae@YBR220C"	"YBR220C"	1	"P38318"	"YB70"
2951	"OG3891"	0.12255	"Saccharomyces_cerevisiae@YGL029W"	"YGL029W"	NA	"P53188"	"CGR1"
2955	"OG11858"	0.3042	"Saccharomyces_cerevisiae@YGL089C"	"YGL089C"	2	"P32435"	"MFAL2"
2957	"OG2712"	0.1255	"Saccharomyces_cerevisiae@YLR200W"	"YLR200W"	NA	"P52553"	"PFD6"
2960	"OG3288"	0.163	"Saccharomyces_cerevisiae@YIR036C"	"YIR036C"	NA	"P40580"	"BZRD"
2966	"OG6439"	0.193	"Saccharomyces_cerevisiae@YGR089W"	"YGR089W"	NA	"P53253"	"NNF2"
2969	"OG6497"	0.2401	"Saccharomyces_cerevisiae@YLR181C"	"YLR181C"	NA	"Q06263"	"VTA1"
