geneid	sequenceidofingroupbesthit	taxonomyidofingroupbesthit	evalueofingroupbesthit	sequenceidofoutgroupbesthit	taxonomyidofoutgroupbesthit	evalueofoutgroupbesthit	alienindex	bitscorepercentage	HGTornot	value
yHMPu5000034892_Ogataea_pilisensis@Seq_5299	CZT46775.1-38038-Rhynchosporium_se-Leotiomyce	38038	2.00E-130	XP_015332112.1-9994-Marmota_marmota_m-Metazoa	9994	6.00E-125	-12.61153775	0.690740741	No	0
yHMPu5000035048_Barnettozyma_salicaria@Seq_356	KZN93788.1-5076-Penicillium_chrys-Eurotiomyc	5076	2.00E-124	XP_015332112.1-9994-Marmota_marmota_m-Metazoa	9994	5.00E-125	1.386294361	0.666666667	No	0
yHMPu5000035671_Phaffomyces_antillensis@Seq_5633	CCX05990.1-1076935-Pyronema_omphalod-other_Pezi	1076935	2.00E-123	XP_015332112.1-9994-Marmota_marmota_m-Metazoa	9994	1.00E-125	5.298317367	0.668449198	No	0
yHMPu5000034594_Starmera_quercuum@Seq_5328	EUC62165.1-1086054-Rhizoctonia_solan-Basidiomyc	1086054	2.00E-104	XP_004345646.2-595528-Capsaspora_owczar-other_Opi	595528	2.00E-92	-27.63102112	0.569138277	No	0
yHMPu5000034627_Pichia_heedii@Seq_5060	CRG90345.1-28573-Talaromyces_islan-Eurotiomyc	28573	3.00E-121	XP_015332112.1-9994-Marmota_marmota_m-Metazoa	9994	2.00E-115	-13.41004545	0.623214286	No	0
yHMPu5000034902_Ogataea_minuta@Seq_3896	GAO89728.1-91492-Aspergillus_udaga-Eurotiomyc	91492	2.00E-126	XP_015332112.1-9994-Marmota_marmota_m-Metazoa	9994	1.00E-120	-13.12236338	0.666666667	No	0
yHMPu5000034904_Ogataea_nonfermentans@Seq_5247	KEY77854.1-1476192-Aspergillus_fumig-Eurotiomyc	1476192	3.00E-131	XP_015332112.1-9994-Marmota_marmota_m-Metazoa	9994	8.00E-119	-28.61185037	0.66969147	No	0
Kuraishia_capsulata@Seq_3507	EUC62165.1-1086054-Rhizoctonia_solan-Basidiomyc	1086054	3.00E-102	XP_016961371.1-125945-Drosophila_biarmi-Metazoa	125945	4.00E-98	-9.498022444	0.502529511	No	0
Sporopachydermia_quercuum@Seq_2100	XP_003345418.1-771870-Sordaria_macrospo-Sordariom	771870	6.00E-131	NP_001134820.1-8030-Salmo_salar-Metazoa	8030	1.00E-114	-37.35218711	0.822541966	No	0
yHMPu5000034604_Sporopachydermia_lactativora@Seq_1540	OGM42961.1-109264-Aspergillus_bomby-Eurotiomyc	109264	2.00E-131	NP_001134820.1-8030-Salmo_salar-Metazoa	8030	4.00E-115	-37.53450867	0.811320755	No	0
yHMPu5000034624_Pichia_nakasei@Seq_4013	CZT46775.1-38038-Rhynchosporium_se-Leotiomyce	38038	2.00E-121	XP_015332112.1-9994-Marmota_marmota_m-Metazoa	9994	9.00E-115	-15.31958795	0.626353791	No	0
yHMPu5000035037_Candida_montana@Seq_4160	XP_003051652.1-660122-Nectria_haematoco-Sordariom	660122	2.00E-175	NP_001134820.1-8030-Salmo_salar-Metazoa	8030	5.00E-112	-145.9791516	0.635160681	No	0
yHMPu5000035044_Barnettozyma_californica@Seq_917	CEL09582.1-454130-Aspergillus_calid-Eurotiomyc	454130	1.00E-175	NP_001134820.1-8030-Salmo_salar-Metazoa	8030	3.00E-108	-155.3718135	0.607806691	No	0
yHMPu5000035045_Barnettozyma_hawaiiensis@Seq_1942	CEL09582.1-454130-Aspergillus_calid-Eurotiomyc	454130	7.00E-177	NP_001134820.1-8030-Salmo_salar-Metazoa	8030	3.00E-105	-164.9388288	0.592936803	No	0
yHMPu5000035673_Candida_orba@Seq_1437	XP_003051652.1-660122-Nectria_haematoco-Sordariom	660122	9.00E-180	NP_001134820.1-8030-Salmo_salar-Metazoa	8030	2.00E-116	-145.8613686	0.659695817	No	0
yHMPu5000035679_Candida_rhagii@Seq_3046	XP_009653118.1-498257-Verticillium_dahl-Sordariom	498257	2.00E-176	NP_001134820.1-8030-Salmo_salar-Metazoa	8030	1.00E-110	-151.277469	0.628301887	No	0
yHMPu5000035681_Candida_gotoi@Seq_3409	XP_009653118.1-498257-Verticillium_dahl-Sordariom	498257	4.00E-176	NP_001134820.1-8030-Salmo_salar-Metazoa	8030	2.00E-110	-151.277469	0.618249534	No	0
yHMPu5000034887_Ogataea_trehaloabstinens@Seq_872	EGD98607.1-647933-Trichophyton_tons-Eurotiomyc	647933	6.00E-132	XP_015332112.1-9994-Marmota_marmota_m-Metazoa	9994	1.00E-117	-32.74701693	0.765086207	No	0
yHMPu5000034891_Ogataea_pini@Seq_3637	EGE09501.1-559882-Trichophyton_equi-Eurotiomyc	559882	1.00E-126	XP_015332112.1-9994-Marmota_marmota_m-Metazoa	9994	3.00E-120	-14.91412285	0.8098434	No	0
yHMPu5000034903_Ogataea_naganishii@Seq_150	KGO75387.1-40296-Penicillium_itali-Eurotiomyc	40296	4.00E-128	XP_015332112.1-9994-Marmota_marmota_m-Metazoa	9994	5.00E-117	-25.55157957	0.711693548	No	0
yHMPu5000034594_Starmera_quercuum@Seq_46	CEL09582.1-454130-Aspergillus_calid-Eurotiomyc	454130	9.00E-165	NP_001134820.1-8030-Salmo_salar-Metazoa	8030	6.00E-103	-142.3548107	0.510046368	No	0
Sporopachydermia_quercuum@Seq_2505	KZT57807.1-1353952-Calocera_cornea_H-Basidiomyc	1353952	1.00E-140	WP_060981083.1-29497-Vibrio_splendidus-Proteobact	29497	1.00E-116	-55.26204223	0.809302326	No	0
yHMPu5000034887_Ogataea_trehaloabstinens@Seq_4063	KEQ67382.1-1043003-Aureobasidium_mel-Dothideomy	1043003	4.00E-122	XP_015332112.1-9994-Marmota_marmota_m-Metazoa	9994	7.00E-117	-12.07254125	0.697628458	No	0
yHMPu5000035671_Phaffomyces_antillensis@Seq_4234	EGE09501.1-559882-Trichophyton_equi-Eurotiomyc	559882	9.00E-121	XP_015332112.1-9994-Marmota_marmota_m-Metazoa	9994	6.00E-124	7.313220387	0.831838565	No	0
yHMPu5000035335_Candida_blattae@Seq_1279	CZT46775.1-38038-Rhynchosporium_se-Leotiomyce	38038	9.00E-132	XP_015332112.1-9994-Marmota_marmota_m-Metazoa	9994	6.00E-113	-43.34365166	0.681908549	No	0
yHMPu5000035672_Phaffomyces_thermotolerans@Seq_5121	XP_009653118.1-498257-Verticillium_dahl-Sordariom	498257	2.00E-177	NP_001134820.1-8030-Salmo_salar-Metazoa	8030	2.00E-111	-151.9706161	0.634469697	No	0
Saccharomycopsis_malanga@Seq_4404	KEQ67382.1-1043003-Aureobasidium_mel-Dothideomy	1043003	5.00E-123	XP_015332112.1-9994-Marmota_marmota_m-Metazoa	9994	5.00E-118	-11.51292546	0.760683761	No	0
yHMPu5000034883_Peterozyma_xylosa@Seq_5590	XP_009653118.1-498257-Verticillium_dahl-Sordariom	498257	1.00E-164	NP_001134820.1-8030-Salmo_salar-Metazoa	8030	8.00E-105	-137.931962	0.643724696	No	0
yHMPu5000035046_Barnettozyma_populi@Seq_5129	CEL09582.1-454130-Aspergillus_calid-Eurotiomyc	454130	3.00E-173	NP_001134820.1-8030-Salmo_salar-Metazoa	8030	2.00E-106	-153.8677361	0.593001842	No	0
yHMPu5000034884_Peterozyma_toletana@Seq_4696	XP_009653118.1-498257-Verticillium_dahl-Sordariom	498257	7.00E-164	NP_001134820.1-8030-Salmo_salar-Metazoa	8030	5.00E-106	-133.2134632	0.657786885	No	0
yHMPu5000034903_Ogataea_naganishii@Seq_34	CEL09582.1-454130-Aspergillus_calid-Eurotiomyc	454130	9.00E-175	NP_001134820.1-8030-Salmo_salar-Metazoa	8030	1.00E-112	-142.8656363	0.669306931	No	0
yHMPu5000035274_Wickerhamomyces_alni@Seq_2559	CEL09582.1-454130-Aspergillus_calid-Eurotiomyc	454130	1.00E-174	NP_001134820.1-8030-Salmo_salar-Metazoa	8030	1.00E-109	-149.668031	0.6133829	No	0
yHMPu5000035296_Priceomyces_carsonii@Seq_3556	CEL09582.1-454130-Aspergillus_calid-Eurotiomyc	454130	8.00E-156	NP_001134820.1-8030-Salmo_salar-Metazoa	8030	6.00E-100	-128.6570831	0.665217391	No	0
Candida_versatilis@Seq_1988	KZM27619.1-5454-Ascochyta_rabiei-Dothideomy	5454	2.00E-75	WP_034578216.1-64323-Carnimonas_nigrif-Proteobact	64323	5.00E-136	139.5413999	1	Yes	1
yHMPu5000041693_Debaryomyces_nepalensis@Seq_5303	CEL09582.1-454130-Aspergillus_calid-Eurotiomyc	454130	6.00E-160	NP_001134820.1-8030-Salmo_salar-Metazoa	8030	4.00E-108	-119.3289597	0.571678322	No	0
Debaryomyces_hansenii@Seq_3332	CEL09582.1-454130-Aspergillus_calid-Eurotiomyc	454130	2.00E-162	NP_001134820.1-8030-Salmo_salar-Metazoa	8030	3.00E-103	-136.2579856	0.455202312	No	0
Lipomyces_starkeyi@Seq_4201	OKO99300.1-1316194-Penicillium_subru-Eurotiomyc	1316194	6.00E-174	NP_001134820.1-8030-Salmo_salar-Metazoa	8030	3.00E-117	-130.5542031	0.513196481	No	0
yHMPu5000034605_Spencermartinsiella_europaea@Seq_3220	CUA69636.1-456999-Rhizoctonia_solan-Basidiomyc	456999	6.00E-134	NP_001134820.1-8030-Salmo_salar-Metazoa	8030	9.00E-109	-57.97009243	0.777251185	No	0
yHMPu5000034946_Ambrosiozyma_oregonensis@Seq_1483	KHJ32539.1-52586-Erysiphe_necator-Leotiomyce	52586	7.00E-72	WP_073166039.1-1566-Desulfotomaculum_-Firmicutes	1566	4.00E-69	-6.348139491	0.742038217	No	0
yHMPu5000034947_Ambrosiozyma_philentoma@Seq_1412	KXN69377.1-796925-Conidiobolus_coro-other_Fung	796925	2.00E-68	CDG65138.1-1379702-Methanobacterium_-Euryarchae	1379702	4.00E-68	-0.693147181	0.72327044	No	0
yHMPu5000035690_Candida_vartiovaarae@Seq_4288	CEL09582.1-454130-Aspergillus_calid-Eurotiomyc	454130	4.00E-103	NP_001134820.1-8030-Salmo_salar-Metazoa	8030	9.00E-59	-102.1246743	0.590361446	No	0
